comp,label,case,reference,direction,scope,ligand,primary_pearson,primary_rank,planned_omissions,eligible_omissions,complete_omission_coverage,min_rank,max_rank,minimum_pearson,maximum_pearson
AT2,__broad__,AIS,normal,up,focused_triad,WNT10B,0.0328356484961746,4.0,12,5,False,4.0,6.0,0.0214009651470986,0.0455808746170898
AT2,__broad__,AIS,normal,up,focused_triad,WNT11,0.0330347037696473,3.0,12,5,False,3.0,5.0,0.0212906606669343,0.0483352061650625
AT2,__broad__,AIS,normal,up,focused_triad,WNT2,0.0349302669530136,2.0,12,5,False,1.0,4.0,0.0249876879962634,0.0519978275509402
AT2,__broad__,AIS,normal,up,focused_triad,WNT2B,0.0315806816830023,5.0,12,5,False,5.0,7.0,0.0205065716962704,0.0447875747126887
AT2,__broad__,AIS,normal,up,focused_triad,WNT5A,0.0387493436478278,1.0,12,4,False,1.0,3.0,0.0308648384794956,0.0532998765165806
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,AREG,0.0262352500598491,12.0,12,5,False,2.0,12.0,0.0255286014127243,0.0481717582384982
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,CXCL12,0.0121168174508254,18.0,12,5,False,17.0,18.0,0.0082521975109551,0.0271810721542518
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,CXCL2,0.0143532181110351,17.0,12,5,False,15.0,19.0,0.0115451546034974,0.0331926266569628
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,FGF7,0.0160571553398688,16.0,12,5,False,2.0,18.0,0.0090972715709629,0.0526057998289253
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,HBEGF,0.0252080683227482,14.0,12,5,False,2.0,17.0,0.0237159643434853,0.0326369509747589
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,TGFB1,0.0252317190069312,13.0,12,5,False,1.0,15.0,0.0206623102268814,0.0586317955326375
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,VEGFA,0.009891587085962,19.0,12,5,False,16.0,19.0,0.000430038620565,0.014788221395053
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT10A,0.034675246050025,5.0,12,5,False,5.0,8.0,0.0219761708010982,0.0484306620451022
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT10B,0.0328356484961746,8.0,12,5,False,9.0,12.0,0.0214009651470986,0.0455808746170898
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT11,0.0330347037696473,7.0,12,5,False,8.0,10.0,0.0212906606669343,0.0483352061650625
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT2,0.0349302669530136,3.0,12,5,False,1.0,6.0,0.0249876879962634,0.0519978275509402
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT2B,0.0315806816830023,10.0,12,5,False,11.0,14.0,0.0205065716962704,0.0447875747126887
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT3A,0.0212264480891535,15.0,12,5,False,14.0,17.0,0.0147176308440965,0.0347719807665098
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT4,0.0311191787519102,11.0,12,5,False,1.0,14.0,0.0198048296305033,0.0672770293989119
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT5A,0.0387493436478278,1.0,12,5,False,1.0,5.0,0.0308648384794956,0.0532998765165806
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT5B,0.0326499471170077,9.0,12,5,False,9.0,11.0,0.0210425725434832,0.0459677187302341
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT7A,0.0353967780404595,2.0,12,5,False,4.0,7.0,0.0232926069613048,0.0486413499482914
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT7B,0.0347500590331566,4.0,12,5,False,3.0,6.0,0.0227111871304596,0.0492145762715738
AT2,__broad__,AIS,normal,up,source_agnostic_planned_panel,WNT9A,0.0339742953472511,6.0,12,5,False,7.0,9.0,0.0216756434872834,0.0484124273726137
AT2,__broad__,LUAD,AAH,down,focused_triad,CXCL12,-0.023202476669107,9.0,8,8,True,5.0,8.0,-0.0288288505899711,-0.0119335439918748
AT2,__broad__,LUAD,AAH,down,focused_triad,CXCL2,-0.0213624783841424,8.0,8,8,True,3.0,8.0,-0.0253959476603987,-0.0043354176771366
AT2,__broad__,LUAD,AAH,down,focused_triad,FGF7,-0.0058517414790891,2.0,8,8,True,2.0,6.0,-0.0150377429025278,0.0007625488362307
AT2,__broad__,LUAD,AAH,down,focused_triad,HBEGF,0.0135508308440851,1.0,8,8,True,1.0,1.0,0.0113214853016322,0.0245508926591164
AT2,__broad__,LUAD,AAH,down,focused_triad,TGFB1,-0.0069035145346261,3.0,8,8,True,2.0,4.0,-0.0114587327155392,0.0036232790777881
AT2,__broad__,LUAD,AAH,down,focused_triad,VEGFA,-0.0168428082441127,6.0,8,8,True,4.0,7.0,-0.0190711712877395,-0.0030817536720392
AT2,__broad__,LUAD,AAH,down,focused_triad,WNT11,-0.0154548250901168,5.0,8,5,False,4.0,9.0,-0.0192898953722218,-0.0085071323661041
AT2,__broad__,LUAD,AAH,down,focused_triad,WNT2,-0.0178602843571845,7.0,8,8,True,4.0,9.0,-0.0203161087462491,-0.0085582146329034
AT2,__broad__,LUAD,AAH,down,focused_triad,WNT5A,-0.0113211632894422,4.0,8,5,False,2.0,6.0,-0.0131187970874923,0.0020315045257393
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,AREG,-0.009516644374369,5.0,8,8,True,2.0,10.0,-0.0096331496095634,0.0122838448844879
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,CXCL12,-0.023202476669107,18.0,8,8,True,8.0,18.0,-0.0288288505899711,-0.0119335439918748
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,CXCL2,-0.0213624783841424,17.0,8,8,True,6.0,17.0,-0.0253959476603987,-0.0043354176771366
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,FGF7,-0.0058517414790891,2.0,8,8,True,2.0,15.0,-0.0150377429025278,0.0007625488362307
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,HBEGF,0.0135508308440851,1.0,8,8,True,1.0,1.0,0.0113214853016322,0.0245508926591164
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,TGFB1,-0.0069035145346261,3.0,8,8,True,2.0,7.0,-0.0114587327155392,0.0036232790777881
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,VEGFA,-0.0168428082441127,13.0,8,8,True,6.0,17.0,-0.0190711712877395,-0.0030817536720392
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT10A,-0.0153177635223427,9.0,8,8,True,6.0,12.0,-0.0195483932476462,-0.0080983859138104
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT11,-0.0154548250901168,10.0,8,5,False,11.0,16.0,-0.0192898953722218,-0.0085071323661041
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT2,-0.0178602843571845,14.0,8,8,True,8.0,16.0,-0.0203161087462491,-0.0085582146329034
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT2B,-0.0185595301424705,15.0,8,6,False,9.0,18.0,-0.0218171757700514,-0.0098621752709994
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT3A,-0.0116805071955522,7.0,8,8,True,4.0,6.0,-0.0131656290603866,0.0034701108382384
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT4,-0.0189150162026522,16.0,8,8,True,14.0,17.0,-0.0213918201979077,-0.010647001012897
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT5A,-0.0113211632894422,6.0,8,8,True,2.0,9.0,-0.0131187970874923,0.0020315045257393
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT5B,-0.0093855323221787,4.0,8,8,True,2.0,8.0,-0.011018291855017,0.0006150017096342
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT7A,-0.0164790682144843,12.0,8,8,True,11.0,16.0,-0.0204652815272874,-0.0084131054703265
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT7B,-0.0152660885418078,8.0,8,8,True,8.0,13.0,-0.0196801054245088,-0.0078084906329078
AT2,__broad__,LUAD,AAH,down,source_agnostic_planned_panel,WNT9A,-0.015901623329497,11.0,8,8,True,9.0,14.0,-0.0202141675403099,-0.0083646600053878
AT2,__broad__,LUAD,AAH,up,focused_triad,CXCL12,0.0311517841721199,9.0,8,8,True,6.0,9.0,0.0138649221817829,0.067314558489937
AT2,__broad__,LUAD,AAH,up,focused_triad,CXCL2,0.0536195399625281,5.0,8,8,True,3.0,5.0,0.0270421654880861,0.0919644344946311
AT2,__broad__,LUAD,AAH,up,focused_triad,FGF7,0.0858131970895243,1.0,8,8,True,1.0,2.0,0.0665994040662727,0.114778719733249
AT2,__broad__,LUAD,AAH,up,focused_triad,HBEGF,0.0316200609303118,8.0,8,8,True,7.0,8.0,0.020386514993564,0.0583908144916505
AT2,__broad__,LUAD,AAH,up,focused_triad,TGFB1,0.081318938295505,2.0,8,8,True,1.0,2.0,0.0566516745641619,0.138079309712678
AT2,__broad__,LUAD,AAH,up,focused_triad,VEGFA,0.0377486215899471,7.0,8,8,True,5.0,7.0,0.0244214569043249,0.060863648037671
AT2,__broad__,LUAD,AAH,up,focused_triad,WNT11,0.0519949138002062,6.0,8,5,False,6.0,6.0,0.0250698159301824,0.0364029982614822
AT2,__broad__,LUAD,AAH,up,focused_triad,WNT2,0.0595163605852911,3.0,8,8,True,3.0,4.0,0.0306820884176312,0.0804887038982656
AT2,__broad__,LUAD,AAH,up,focused_triad,WNT5A,0.0576172639892513,4.0,8,5,False,3.0,5.0,0.0365301430957569,0.0725357588304487
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,AREG,0.0699274426201088,3.0,8,8,True,2.0,17.0,0.0222438894171424,0.119901516139127
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,CXCL12,0.0311517841721199,18.0,8,8,True,13.0,18.0,0.0138649221817829,0.067314558489937
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,CXCL2,0.0536195399625281,11.0,8,8,True,3.0,13.0,0.0270421654880861,0.0919644344946311
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,FGF7,0.0858131970895243,1.0,8,8,True,1.0,3.0,0.0665994040662727,0.114778719733249
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,HBEGF,0.0316200609303118,17.0,8,8,True,15.0,18.0,0.020386514993564,0.0583908144916505
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,TGFB1,0.081318938295505,2.0,8,8,True,1.0,2.0,0.0566516745641619,0.138079309712678
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,VEGFA,0.0377486215899471,16.0,8,8,True,9.0,16.0,0.0244214569043249,0.060863648037671
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT10A,0.0559543945531703,9.0,8,8,True,8.0,12.0,0.0294257799123158,0.0733733910091745
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT11,0.0519949138002062,14.0,8,5,False,13.0,15.0,0.0250698159301824,0.0364029982614822
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT2,0.0595163605852911,7.0,8,8,True,6.0,10.0,0.0306820884176312,0.0804887038982656
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT2B,0.0530164443000539,13.0,8,6,False,12.0,16.0,0.0244997492245148,0.0455555962227595
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT3A,0.046758094917502,15.0,8,8,True,3.0,16.0,0.0292598284776225,0.0565081180270213
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT4,0.0672664813196799,4.0,8,8,True,3.0,12.0,0.0270717633815579,0.0805701973844934
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT5A,0.0576172639892513,8.0,8,8,True,3.0,10.0,0.0352065573216981,0.0725357588304487
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT5B,0.0531794873675776,12.0,8,8,True,11.0,14.0,0.0277690668136271,0.0692367666010779
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT7A,0.0595709175560263,6.0,8,8,True,3.0,7.0,0.0348392385260432,0.0794356255623106
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT7B,0.0600942663466697,5.0,8,8,True,4.0,8.0,0.0354233172946298,0.0773468839865334
AT2,__broad__,LUAD,AAH,up,source_agnostic_planned_panel,WNT9A,0.0555899084280351,10.0,8,8,True,8.0,13.0,0.029519256088721,0.0716679042250209
AT2,__broad__,LUAD,AIS,up,focused_triad,CXCL12,0.0417248170684877,7.0,12,12,True,2.0,8.0,0.0211520673855132,0.0941659582342704
AT2,__broad__,LUAD,AIS,up,focused_triad,CXCL2,0.05091084615529,4.0,12,12,True,4.0,8.0,0.0184135927570467,0.0763777895943357
AT2,__broad__,LUAD,AIS,up,focused_triad,FGF7,0.0640960108288101,2.0,12,12,True,1.0,7.0,0.0256790413598429,0.0866428864701495
AT2,__broad__,LUAD,AIS,up,focused_triad,HBEGF,0.0079101362078585,9.0,12,12,True,8.0,9.0,0.0019747959322618,0.0176499043685854
AT2,__broad__,LUAD,AIS,up,focused_triad,TGFB1,0.0644364088574232,1.0,12,12,True,1.0,4.0,0.0419038933969631,0.109927183001505
AT2,__broad__,LUAD,AIS,up,focused_triad,VEGFA,0.0375936877129637,8.0,12,12,True,3.0,8.0,0.0157188345148767,0.0895881116891988
AT2,__broad__,LUAD,AIS,up,focused_triad,WNT11,0.0439460143049733,5.0,12,12,True,2.0,7.0,0.0325682650534767,0.0583659088078768
AT2,__broad__,LUAD,AIS,up,focused_triad,WNT2,0.0511577820065808,3.0,12,12,True,1.0,6.0,0.0374551014918174,0.0676118552430003
AT2,__broad__,LUAD,AIS,up,focused_triad,WNT2B,0.0423885057915196,6.0,12,9,False,3.0,6.0,0.0354921372678153,0.0554633184329537
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,AREG,0.0205177629085389,18.0,12,12,True,17.0,18.0,0.0090058552179035,0.0309384934772884
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,CXCL12,0.0417248170684877,12.0,12,12,True,3.0,16.0,0.0211520673855132,0.0941659582342704
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,CXCL2,0.05091084615529,5.0,12,12,True,5.0,16.0,0.0184135927570467,0.0763777895943357
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,FGF7,0.0640960108288101,3.0,12,12,True,2.0,15.0,0.0256790413598429,0.0866428864701495
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,HBEGF,0.0079101362078585,19.0,12,12,True,18.0,19.0,0.0019747959322618,0.0176499043685854
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,TGFB1,0.0644364088574232,2.0,12,12,True,1.0,12.0,0.0419038933969631,0.109927183001505
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,VEGFA,0.0375936877129637,16.0,12,12,True,4.0,16.0,0.0157188345148767,0.0895881116891988
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT10A,0.0441320860844567,8.0,12,12,True,3.0,13.0,0.0346433218995477,0.0575313182053551
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT10B,0.040628655244849,15.0,12,12,True,9.0,16.0,0.0320202621587584,0.0545968580111367
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT11,0.0439460143049733,10.0,12,12,True,7.0,11.0,0.0325682650534767,0.0583659088078768
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT2,0.0511577820065808,4.0,12,12,True,2.0,7.0,0.0374551014918174,0.0676118552430003
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT2B,0.0423885057915196,11.0,12,11,False,8.0,14.0,0.0313264405336295,0.0554633184329537
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT3A,0.0737857393149378,1.0,12,12,True,1.0,2.0,0.0655950634253398,0.0952872518939261
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT4,0.0415193015241131,14.0,12,12,True,11.0,15.0,0.0300693961040007,0.0535503092216808
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT5A,0.0348221863383369,17.0,12,12,True,8.0,18.0,0.0112879583958721,0.0661002601540147
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT5B,0.0415352178482784,13.0,12,12,True,8.0,14.0,0.0326555505035371,0.0545587999536107
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT7A,0.045389586167473,6.0,12,12,True,3.0,9.0,0.0341218701243502,0.0600348055752189
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT7B,0.0445633652532375,7.0,12,12,True,5.0,11.0,0.033254783500916,0.0576402225840371
AT2,__broad__,LUAD,AIS,up,source_agnostic_planned_panel,WNT9A,0.0439754228017386,9.0,12,12,True,4.0,12.0,0.0343515469413827,0.0574362565050453
AT2,__broad__,LUAD,normal,down,focused_triad,CXCL12,-0.0380423489713682,12.0,23,23,True,9.0,13.0,-0.0421258856936355,-0.0329231528419761
AT2,__broad__,LUAD,normal,down,focused_triad,CXCL2,-0.0197182591703351,5.0,23,23,True,4.0,11.0,-0.0376464218762526,-0.0162151378731871
AT2,__broad__,LUAD,normal,down,focused_triad,FGF10,-0.0247291244024615,10.0,23,20,False,4.0,11.0,-0.0324474786581567,-0.0229887678240649
AT2,__broad__,LUAD,normal,down,focused_triad,FGF7,-0.0420616558217431,13.0,23,23,True,10.0,13.0,-0.0482381390808175,-0.037927137799401
AT2,__broad__,LUAD,normal,down,focused_triad,HBEGF,0.0078188018375797,1.0,23,23,True,1.0,1.0,0.0003637267659213,0.011574320313797
AT2,__broad__,LUAD,normal,down,focused_triad,IL1B,-0.0268706973547854,11.0,23,23,True,4.0,11.0,-0.0370738871403023,-0.0178644233383398
AT2,__broad__,LUAD,normal,down,focused_triad,TGFB1,-0.0475627306607714,14.0,23,23,True,11.0,14.0,-0.0566386131513521,-0.0387873233126847
AT2,__broad__,LUAD,normal,down,focused_triad,VEGFA,-0.0174915261701558,3.0,23,23,True,2.0,9.0,-0.0249661042898458,-0.0100963174548593
AT2,__broad__,LUAD,normal,down,focused_triad,WNT10B,-0.022634563022223,9.0,23,20,False,5.0,9.0,-0.0283260189183197,-0.0166694099422815
AT2,__broad__,LUAD,normal,down,focused_triad,WNT11,-0.0198184066505944,6.0,23,23,True,3.0,6.0,-0.026162309509359,-0.0135334259867059
AT2,__broad__,LUAD,normal,down,focused_triad,WNT2,-0.0220712080019,8.0,23,23,True,6.0,10.0,-0.0297087340011224,-0.0148097832061548
AT2,__broad__,LUAD,normal,down,focused_triad,WNT2B,-0.0196060279739797,4.0,23,23,True,2.0,6.0,-0.0268533801587522,-0.0131830223601094
AT2,__broad__,LUAD,normal,down,focused_triad,WNT5A,-0.0171094546239612,2.0,23,23,True,2.0,8.0,-0.0230448439866911,-0.0118100885477329
AT2,__broad__,LUAD,normal,down,focused_triad,WNT9A,-0.0208510216082735,7.0,23,20,False,4.0,7.0,-0.0268714887428988,-0.0143795309284997
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,AREG,-0.0457195349294906,21.0,23,23,True,19.0,22.0,-0.0481658805078954,-0.036721515286877
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,CXCL12,-0.0380423489713682,19.0,23,23,True,18.0,20.0,-0.0421258856936355,-0.0329231528419761
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,CXCL2,-0.0197182591703351,7.0,23,23,True,6.0,18.0,-0.0376464218762526,-0.0162151378731871
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,FGF10,-0.0247291244024615,15.0,23,20,False,6.0,18.0,-0.0324474786581567,-0.0229887678240649
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,FGF7,-0.0420616558217431,20.0,23,23,True,19.0,21.0,-0.0482381390808175,-0.037927137799401
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,HBEGF,0.0078188018375797,1.0,23,23,True,1.0,1.0,0.0003637267659213,0.011574320313797
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,IL1B,-0.0268706973547854,16.0,23,23,True,6.0,18.0,-0.0370738871403023,-0.0178644233383398
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,TGFB1,-0.0475627306607714,22.0,23,23,True,20.0,22.0,-0.0566386131513521,-0.0387873233126847
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,VEGFA,-0.0174915261701558,3.0,23,23,True,2.0,14.0,-0.0249661042898458,-0.0100963174548593
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT10A,-0.021343968451781,11.0,23,23,True,7.0,12.0,-0.0271380235015169,-0.0147253030727663
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT10B,-0.022634563022223,14.0,23,23,True,10.0,16.0,-0.0283260189183197,-0.0166694099422815
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT11,-0.0198184066505944,8.0,23,23,True,5.0,8.0,-0.026162309509359,-0.0135334259867059
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT2,-0.0220712080019,13.0,23,23,True,9.0,15.0,-0.0297087340011224,-0.0148097832061548
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT2B,-0.0196060279739797,6.0,23,23,True,4.0,8.0,-0.0268533801587522,-0.0131830223601094
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT3,-0.0216899142812425,12.0,23,23,True,9.0,13.0,-0.0275002643378883,-0.0150778731770769
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT3A,-0.0291293397662479,18.0,23,23,True,15.0,18.0,-0.0348966117289068,-0.0203593296931605
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT4,-0.0270823893148717,17.0,23,23,True,14.0,18.0,-0.0327096744291786,-0.0199181929094052
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT5A,-0.0171094546239612,2.0,23,23,True,2.0,13.0,-0.0230448439866911,-0.0118100885477329
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT5B,-0.0186572831003421,5.0,23,23,True,2.0,5.0,-0.0242441086687144,-0.0121658532794535
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT7A,-0.0180742826238264,4.0,23,23,True,2.0,4.0,-0.0238938079575414,-0.0119281541543929
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT7B,-0.0201509754882282,9.0,23,23,True,6.0,10.0,-0.0262879983821857,-0.0138360637924255
AT2,__broad__,LUAD,normal,down,source_agnostic_planned_panel,WNT9A,-0.0208510216082735,10.0,23,23,True,7.0,11.0,-0.0268714887428988,-0.0143795309284997
AT2,__broad__,LUAD,normal,up,focused_triad,CXCL12,0.0358168488681389,10.0,23,23,True,7.0,11.0,0.028681283108723,0.0448318838898089
AT2,__broad__,LUAD,normal,up,focused_triad,CXCL2,0.0575831960329805,2.0,23,23,True,2.0,3.0,0.049372546389545,0.0641797994029027
AT2,__broad__,LUAD,normal,up,focused_triad,FGF10,0.0359574318865839,9.0,23,20,False,7.0,12.0,0.0297728988559193,0.0428412474899944
AT2,__broad__,LUAD,normal,up,focused_triad,FGF7,0.0677827649560263,1.0,23,23,True,1.0,1.0,0.0583026241442214,0.0738741444311041
AT2,__broad__,LUAD,normal,up,focused_triad,HBEGF,0.0139012837167099,13.0,23,23,True,11.0,14.0,0.0022170161803364,0.0149921778923859
AT2,__broad__,LUAD,normal,up,focused_triad,IL1B,0.030635044710754,12.0,23,23,True,9.0,12.0,0.0231509785745633,0.0390488110185715
AT2,__broad__,LUAD,normal,up,focused_triad,TGFB1,0.0477162204272958,5.0,23,23,True,2.0,8.0,0.0357401146780286,0.059709407601487
AT2,__broad__,LUAD,normal,up,focused_triad,VEGFA,0.0078604899299525,14.0,23,23,True,10.0,14.0,0.0046244564024198,0.0264472253394036
AT2,__broad__,LUAD,normal,up,focused_triad,WNT10B,0.0412851483515422,8.0,23,20,False,7.0,10.0,0.0340689446388356,0.0469612572011843
AT2,__broad__,LUAD,normal,up,focused_triad,WNT11,0.0423531967945138,7.0,23,23,True,6.0,9.0,0.0348481683280058,0.0480327656879785
AT2,__broad__,LUAD,normal,up,focused_triad,WNT2,0.0541074227348411,3.0,23,23,True,3.0,4.0,0.0456402599111094,0.0593265048976753
AT2,__broad__,LUAD,normal,up,focused_triad,WNT2B,0.0479187009390699,4.0,23,23,True,4.0,5.0,0.0401783941755012,0.0529856999298324
AT2,__broad__,LUAD,normal,up,focused_triad,WNT5A,0.0326901917832739,11.0,23,23,True,8.0,12.0,0.0273843339301469,0.0394106411323203
AT2,__broad__,LUAD,normal,up,focused_triad,WNT9A,0.0469033136854463,6.0,23,20,False,5.0,6.0,0.0391937486750513,0.0522458355049817
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,AREG,0.0777348568367168,1.0,23,23,True,1.0,1.0,0.066310364548939,0.0854624216401563
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,CXCL12,0.0358168488681389,18.0,23,23,True,14.0,19.0,0.028681283108723,0.0448318838898089
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,CXCL2,0.0575831960329805,3.0,23,23,True,3.0,4.0,0.049372546389545,0.0641797994029027
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,FGF10,0.0359574318865839,17.0,23,20,False,14.0,20.0,0.0297728988559193,0.0428412474899944
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,FGF7,0.0677827649560263,2.0,23,23,True,2.0,2.0,0.0583026241442214,0.0738741444311041
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,HBEGF,0.0139012837167099,21.0,23,23,True,20.0,22.0,0.0022170161803364,0.0149921778923859
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,IL1B,0.030635044710754,20.0,23,23,True,18.0,20.0,0.0231509785745633,0.0390488110185715
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,TGFB1,0.0477162204272958,9.0,23,23,True,3.0,16.0,0.0357401146780286,0.059709407601487
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,VEGFA,0.0078604899299525,22.0,23,23,True,20.0,22.0,0.0046244564024198,0.0264472253394036
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,WNT10A,0.0475173825607794,10.0,23,23,True,7.0,12.0,0.0396774796502793,0.052795176528613
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,WNT10B,0.0412851483515422,16.0,23,23,True,15.0,18.0,0.0340689446388356,0.0469612572011843
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,WNT11,0.0423531967945138,14.0,23,23,True,13.0,17.0,0.0348481683280058,0.0480327656879785
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,WNT2,0.0541074227348411,4.0,23,23,True,4.0,5.0,0.0456402599111094,0.0593265048976753
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,WNT2B,0.0479187009390699,7.0,23,23,True,6.0,13.0,0.0401783941755012,0.0529856999298324
AT2,__broad__,LUAD,normal,up,source_agnostic_planned_panel,WNT3,0.0475054615906569,11.0,23,23,True,7.0,11.0,0.0396832858729202,0.0534274394849956
