"comp","label","case","reference","direction","gene"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","GOLM1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SYK"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SUSD3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","ARPC5L"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IL2RA"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MRC1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","ALOX5"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PLAU"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PIK3AP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IRF7"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CTSD"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","LSP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TAF10"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TPP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PLEKHA7"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MDK"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SPI1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MPEG1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MS4A6A"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MS4A4A"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MS4A7"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MS4A1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","EEF1G"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TBC1D10C"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","UNC93B1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","FOLR2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CHRDL2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SLCO2B1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SERPINH1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CTSC"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MMP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MMP12"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SLC35F2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","POU2AF1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IL10RA"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","HYOU1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","HSPA8"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SLC37A2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","ST14"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CD27"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PTPN6"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CD163L1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","C3AR1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CLEC4E"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","OLR1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PTPRO"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","VDR"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","FKBP11"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TUBA1C"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","NCKAP1L"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","AGAP2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CHST11"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SELPLG"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SDS"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MLEC"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SLC7A1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","POSTN"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","GPR183"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","RAB20"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","FUT8"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TTC9"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","DIO2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","GPR65"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","GPR68"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","LGMN"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","HSP90AA1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","GPR132"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IGHA2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IGHA1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IGHG1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IGHG3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IGHM"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","FAM30A"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","GREM1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","C15orf48"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CILP"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","BCL2A1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","ISG20"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TXNDC11"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TNFRSF17"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","GDE1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IGSF6"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","C16orf54"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SEZ6L2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SEPTIN1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CDH3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IRF8"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SLC7A5"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CYBA"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SERPINF1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","P2RX1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","ATP2A3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CXCL16"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SCIMP"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CCL4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CCL4L2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IKZF3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","NME1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","ANAPC11"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PYCR1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SLC16A3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","EMILIN2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","DSC2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SEC11C"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PMAIP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","JSRP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MYDGF"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","DENND1C"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CD209"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SNAPC2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CALR"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","NIBAN3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","JAK3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IL12RB1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IFI30"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TYROBP"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MAP4K1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CD79A"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","APOC2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","NOP53"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","FTL"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IL4I1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SPIB"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SIGLEC9"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SIGLEC10"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SIGLEC8"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","FPR3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","LILRB4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SIRPB2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","RAB5IF"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MYBL2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PLTP"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MMP9"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","ZBP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IFNGR2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SDF2L1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","MMP11"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","DERL3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","XBP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","OSM"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","HMOX1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","APOL6"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","NCF4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","RAC2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CYTH4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CENPM"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PARVG"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","KIAA0930"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TYMP"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CSF2RA"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","TLR8"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PRDX4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","CYBB"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","GPR34"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","PIM2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","IL2RG"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SEPTIN6"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SASH3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","BGN"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","up","SSR4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","DYNC2LI1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","LIMS2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","XIRP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","CLEC3B"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","PDE5A"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","MAML3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","ZNF608"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","PCDHB4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","AGER"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","FHL5"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","HOXA2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","CAV1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","DENND11"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","ADRA1A"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","CATSPERZ"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","TBX5"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","TRPC4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","GPALPP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","SLC9A3R2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","NKD1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","TBX2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","TBX4"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","OLFM2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","ZHX3"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","SPECC1L"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","PANX2"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","ZNF630"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","ZMAT1"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","down","GABRE"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","ERRFI1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","MAD2L2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","PLA2G2A"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","THEMIS2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SERINC2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CSMD2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","PLK3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","KCND3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","MCL1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","RGS1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","ATF3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","KIF26B"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CYP1B1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SLC6A6"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","STAB1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CCDC80"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CP"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","LGI2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CXCL8"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","OSMR"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SQSTM1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","F13A1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","IER3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","PIM1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","COL10A1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SOD2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","THBS2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","INHBA"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","HECW1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","IGFBP3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","TPST1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","STEAP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SERPINE1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SULF1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CTHRC1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","COL14A1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","TRIB1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CCN4"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","UGCG"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","NFKB2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","IRF7"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","C11orf96"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CHRDL2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","MMP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","THY1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CLSTN3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CD163"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SLC2A3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","EMP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","MMP19"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","NFKBIA"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","GREM1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","THBS1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","ITGA11"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CEMIP"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","ALDH1A3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CCL22"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CPNE7"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","DPEP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","VMP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","NFATC1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","KCNG2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SBNO2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","ICAM1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","ZFP36"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CEACAM5"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","BCL3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","PLEKHA4"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","IL11"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","CPXM1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","SULF2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","MMP11"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","DERL3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","up","IL13RA2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","FCN3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","SFTPB"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","ATOH8"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","LIMS2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","CALCRL"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","CAVIN2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","HECW2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","VIPR1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","SEMA3G"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","TNFSF10"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","GFOD1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","PGC"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","AQP1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","RAMP3"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","SFTPC"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","JCAD"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","SFTPA1"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","PPP1R3C"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","SMAD6"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","SLC9A3R2"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","CDH5"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","SLC6A4"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","TMEM100"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","TBX4"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","down","CYB5A"
"fibroblasts","Alveolar fibroblasts","LUAD","MIA","up","MZB1"
"fibroblasts","Alveolar fibroblasts","LUAD","MIA","up","IGHG1"
"fibroblasts","Alveolar fibroblasts","LUAD","MIA","up","IGHD"
"fibroblasts","Alveolar fibroblasts","LUAD","MIA","up","DERL3"
"fibroblasts","__broad__","LUAD","normal","up","PLEKHN1"
"fibroblasts","__broad__","LUAD","normal","up","ISG15"
"fibroblasts","__broad__","LUAD","normal","up","AGRN"
"fibroblasts","__broad__","LUAD","normal","up","TNFRSF18"
"fibroblasts","__broad__","LUAD","normal","up","TNFRSF4"
"fibroblasts","__broad__","LUAD","normal","up","SDF4"
"fibroblasts","__broad__","LUAD","normal","up","B3GALT6"
"fibroblasts","__broad__","LUAD","normal","up","UBE2J2"
"fibroblasts","__broad__","LUAD","normal","up","MXRA8"
"fibroblasts","__broad__","LUAD","normal","up","VWA1"
"fibroblasts","__broad__","LUAD","normal","up","FNDC10"
"fibroblasts","__broad__","LUAD","normal","up","RER1"
"fibroblasts","__broad__","LUAD","normal","up","TPRG1L"
"fibroblasts","__broad__","LUAD","normal","up","RNF207"
"fibroblasts","__broad__","LUAD","normal","up","ICMT"
"fibroblasts","__broad__","LUAD","normal","up","ACOT7"
"fibroblasts","__broad__","LUAD","normal","up","ENO1"
"fibroblasts","__broad__","LUAD","normal","up","SLC2A5"
"fibroblasts","__broad__","LUAD","normal","up","SPSB1"
"fibroblasts","__broad__","LUAD","normal","up","CLSTN1"
"fibroblasts","__broad__","LUAD","normal","up","LZIC"
"fibroblasts","__broad__","LUAD","normal","up","PGD"
"fibroblasts","__broad__","LUAD","normal","up","SRM"
"fibroblasts","__broad__","LUAD","normal","up","FBXO6"
"fibroblasts","__broad__","LUAD","normal","up","MAD2L2"
"fibroblasts","__broad__","LUAD","normal","up","KIAA2013"
"fibroblasts","__broad__","LUAD","normal","up","PLOD1"
"fibroblasts","__broad__","LUAD","normal","up","TNFRSF8"
"fibroblasts","__broad__","LUAD","normal","up","PDPN"
"fibroblasts","__broad__","LUAD","normal","up","FBLIM1"
"fibroblasts","__broad__","LUAD","normal","up","ARHGEF19"
"fibroblasts","__broad__","LUAD","normal","up","SZRD1"
"fibroblasts","__broad__","LUAD","normal","up","MFAP2"
"fibroblasts","__broad__","LUAD","normal","up","SDHB"
"fibroblasts","__broad__","LUAD","normal","up","PADI2"
"fibroblasts","__broad__","LUAD","normal","up","RCC2"
"fibroblasts","__broad__","LUAD","normal","up","MRTO4"
"fibroblasts","__broad__","LUAD","normal","up","AKR7A2"
"fibroblasts","__broad__","LUAD","normal","up","CAPZB"
"fibroblasts","__broad__","LUAD","normal","up","NBL1"
"fibroblasts","__broad__","LUAD","normal","up","PLA2G2D"
"fibroblasts","__broad__","LUAD","normal","up","MUL1"
"fibroblasts","__broad__","LUAD","normal","up","DDOST"
"fibroblasts","__broad__","LUAD","normal","up","RAP1GAP"
"fibroblasts","__broad__","LUAD","normal","up","HSPG2"
"fibroblasts","__broad__","LUAD","normal","up","C1QA"
"fibroblasts","__broad__","LUAD","normal","up","C1QC"
"fibroblasts","__broad__","LUAD","normal","up","EPHB2"
"fibroblasts","__broad__","LUAD","normal","up","ZNF436"
"fibroblasts","__broad__","LUAD","normal","up","FUCA1"
"fibroblasts","__broad__","LUAD","normal","up","TMEM50A"
"fibroblasts","__broad__","LUAD","normal","up","SELENON"
"fibroblasts","__broad__","LUAD","normal","up","ZNF593"
"fibroblasts","__broad__","LUAD","normal","up","SH3BGRL3"
"fibroblasts","__broad__","LUAD","normal","up","ZDHHC18"
"fibroblasts","__broad__","LUAD","normal","up","IFI6"
"fibroblasts","__broad__","LUAD","normal","up","THEMIS2"
"fibroblasts","__broad__","LUAD","normal","up","SMPDL3B"
"fibroblasts","__broad__","LUAD","normal","up","PTAFR"
"fibroblasts","__broad__","LUAD","normal","up","MED18"
"fibroblasts","__broad__","LUAD","normal","up","RCC1"
"fibroblasts","__broad__","LUAD","normal","up","TAF12"
"fibroblasts","__broad__","LUAD","normal","up","RAB42"
"fibroblasts","__broad__","LUAD","normal","up","LAPTM5"
"fibroblasts","__broad__","LUAD","normal","up","SDC3"
"fibroblasts","__broad__","LUAD","normal","up","FABP3"
"fibroblasts","__broad__","LUAD","normal","up","SERINC2"
"fibroblasts","__broad__","LUAD","normal","up","ADGRB2"
"fibroblasts","__broad__","LUAD","normal","up","SPOCD1"
"fibroblasts","__broad__","LUAD","normal","up","CCDC28B"
"fibroblasts","__broad__","LUAD","normal","up","MARCKSL1"
"fibroblasts","__broad__","LUAD","normal","up","RBBP4"
"fibroblasts","__broad__","LUAD","normal","up","TMEM54"
"fibroblasts","__broad__","LUAD","normal","up","RNF19B"
"fibroblasts","__broad__","LUAD","normal","up","PHC2"
"fibroblasts","__broad__","LUAD","normal","up","CSMD2"
"fibroblasts","__broad__","LUAD","normal","up","PSMB2"
"fibroblasts","__broad__","LUAD","normal","up","COL8A2"
"fibroblasts","__broad__","LUAD","normal","up","TRAPPC3"
"fibroblasts","__broad__","LUAD","normal","up","EVA1B"
"fibroblasts","__broad__","LUAD","normal","up","LSM10"
"fibroblasts","__broad__","LUAD","normal","up","C1orf122"
"fibroblasts","__broad__","LUAD","normal","up","FHL3"
"fibroblasts","__broad__","LUAD","normal","up","MYCBP"
"fibroblasts","__broad__","LUAD","normal","up","BMP8A"
"fibroblasts","__broad__","LUAD","normal","up","PABPC4"
"fibroblasts","__broad__","LUAD","normal","up","CAP1"
"fibroblasts","__broad__","LUAD","normal","up","PPT1"
"fibroblasts","__broad__","LUAD","normal","up","ZMPSTE24"
"fibroblasts","__broad__","LUAD","normal","up","COL9A2"
"fibroblasts","__broad__","LUAD","normal","up","SMAP2"
"fibroblasts","__broad__","LUAD","normal","up","YBX1"
"fibroblasts","__broad__","LUAD","normal","up","P3H1"
"fibroblasts","__broad__","LUAD","normal","up","SLC2A1"
"fibroblasts","__broad__","LUAD","normal","up","EBNA1BP2"
"fibroblasts","__broad__","LUAD","normal","up","ELOVL1"
"fibroblasts","__broad__","LUAD","normal","up","MED8"
