"comp","label","case","reference","direction","gene"
"AT2","AT2","LUAD","AAH","up","GPR174"
"AT2","AT2","LUAD","AAH","up","TSPAN6"
"AT2","AT2","LUAD","AAH","up","SRPX2"
"AT2","AT2","LUAD","AAH","up","CSTF2"
"AT2","AT2","LUAD","AAH","up","XKRX"
"AT2","AT2","LUAD","AAH","up","TIMM8A"
"AT2","AT2","LUAD","AAH","up","BTK"
"AT2","AT2","LUAD","AAH","up","GLA"
"AT2","AT2","LUAD","AAH","up","PSMD10"
"AT2","AT2","LUAD","AAH","up","AMOT"
"AT2","AT2","LUAD","AAH","up","SEPTIN6"
"AT2","AT2","LUAD","AAH","up","APLN"
"AT2","AT2","LUAD","AAH","up","GPC4"
"AT2","AT2","LUAD","AAH","up","HPRT1"
"AT2","AT2","LUAD","AAH","up","HTATSF1"
"AT2","AT2","LUAD","AAH","up","HMGB3"
"AT2","AT2","LUAD","AAH","up","PNMA3"
"AT2","AT2","LUAD","AAH","up","BCAP31"
"AT2","AT2","LUAD","AAH","up","SSR4"
"AT2","AT2","LUAD","AAH","up","IRAK1"
"AT2","AT2","LUAD","AAH","up","MT-ND6"
"AT2","AT2","LUAD","AAH","down","RNF223"
"AT2","AT2","LUAD","AAH","down","CCNL2"
"AT2","AT2","LUAD","AAH","down","MEGF6"
"AT2","AT2","LUAD","AAH","down","RERE"
"AT2","AT2","LUAD","AAH","down","RSRP1"
"AT2","AT2","LUAD","AAH","down","TENT5B"
"AT2","AT2","LUAD","AAH","down","SYNC"
"AT2","AT2","LUAD","AAH","down","A3GALT2"
"AT2","AT2","LUAD","AAH","down","INPP5B"
"AT2","AT2","LUAD","AAH","down","SLFNL1"
"AT2","AT2","LUAD","AAH","down","TTC39A"
"AT2","AT2","LUAD","AAH","down","TUT4"
"AT2","AT2","LUAD","AAH","down","ECHDC2"
"AT2","AT2","LUAD","AAH","down","MROH7"
"AT2","AT2","LUAD","AAH","down","MYSM1"
"AT2","AT2","LUAD","AAH","down","FGGY"
"AT2","AT2","LUAD","AAH","down","PATJ"
"AT2","AT2","LUAD","AAH","down","PTGFR"
"AT2","AT2","LUAD","AAH","down","SPATA1"
"AT2","AT2","LUAD","AAH","down","BCAR3"
"AT2","AT2","LUAD","AAH","down","RBM15"
"AT2","AT2","LUAD","AAH","down","NHLH2"
"AT2","AT2","LUAD","AAH","down","ITGA10"
"AT2","AT2","LUAD","AAH","down","FMO5"
"AT2","AT2","LUAD","AAH","down","BNIPL"
"AT2","AT2","LUAD","AAH","down","ASH1L"
"AT2","AT2","LUAD","AAH","down","ARHGEF2"
"AT2","AT2","LUAD","AAH","down","PAQR6"
"AT2","AT2","LUAD","AAH","down","FCER1A"
"AT2","AT2","LUAD","AAH","down","DCAF8"
"AT2","AT2","LUAD","AAH","down","DNM3"
"AT2","AT2","LUAD","AAH","down","REN"
"AT2","AT2","LUAD","AAH","down","MDM4"
"AT2","AT2","LUAD","AAH","down","PFKFB2"
"AT2","AT2","LUAD","AAH","down","YOD1"
"AT2","AT2","LUAD","AAH","down","PLXNA2"
"AT2","AT2","LUAD","AAH","down","RCOR3"
"AT2","AT2","LUAD","AAH","down","WNT9A"
"AT2","AT2","LUAD","AAH","down","CAPN9"
"AT2","AT2","LUAD","AAH","down","CHRM3"
"AT2","AT2","LUAD","AAH","down","CEP170"
"AT2","AT2","LUAD","AAH","down","SDCCAG8"
"AT2","AT2","LUAD","AAH","down","DESI2"
"AT2","AT2","LUAD","AAH","down","SMYD3"
"AT2","AT2","LUAD","AAH","down","CNST"
"AT2","AT2","LUAD","AAH","down","ALKAL2"
"AT2","AT2","LUAD","AAH","down","PUM2"
"AT2","AT2","LUAD","AAH","down","ATAD2B"
"AT2","AT2","LUAD","AAH","down","ITSN2"
"AT2","AT2","LUAD","AAH","down","NCOA1"
"AT2","AT2","LUAD","AAH","down","DTNB"
"AT2","AT2","LUAD","AAH","down","IFT172"
"AT2","AT2","LUAD","AAH","down","FNDC4"
"AT2","AT2","LUAD","AAH","down","OXER1"
"AT2","AT2","LUAD","AAH","down","SRBD1"
"AT2","AT2","LUAD","AAH","down","ASB3"
"AT2","AT2","LUAD","AAH","down","USP34"
"AT2","AT2","LUAD","AAH","down","CD207"
"AT2","AT2","LUAD","AAH","down","ZNF638"
"AT2","AT2","LUAD","AAH","down","SLC4A5"
"AT2","AT2","LUAD","AAH","down","DCTN1"
"AT2","AT2","LUAD","AAH","down","SEMA4F"
"AT2","AT2","LUAD","AAH","down","REV1"
"AT2","AT2","LUAD","AAH","down","IL1RL1"
"AT2","AT2","LUAD","AAH","down","ACOXL"
"AT2","AT2","LUAD","AAH","down","MERTK"
"AT2","AT2","LUAD","AAH","down","DPP10"
"AT2","AT2","LUAD","AAH","down","EPB41L5"
"AT2","AT2","LUAD","AAH","down","TFCP2L1"
"AT2","AT2","LUAD","AAH","down","LIMS2"
"AT2","AT2","LUAD","AAH","down","WDR33"
"AT2","AT2","LUAD","AAH","down","NCKAP5"
"AT2","AT2","LUAD","AAH","down","LYPD6B"
"AT2","AT2","LUAD","AAH","down","CACNB4"
"AT2","AT2","LUAD","AAH","down","GALNT13"
"AT2","AT2","LUAD","AAH","down","TANC1"
"AT2","AT2","LUAD","AAH","down","BAZ2B"
"AT2","AT2","LUAD","AAH","down","COBLL1"
"AT2","AT2","LUAD","AAH","down","TTC21B"
"AT2","AT2","LUAD","AAH","down","SCN1A"
"AT2","AT2","LUAD","AAH","down","SCN7A"
"AT2","AT2","LUAD","AAH","down","FASTKD1"
"AT2","AT2","LUAD","AAH","down","UBR3"
"AT2","AT2","LUAD","AAH","down","TTN"
"AT2","AT2","LUAD","AAH","down","ZNF385B"
"AT2","AT2","LUAD","AAH","down","PPP1R1C"
"AT2","AT2","LUAD","AAH","down","HECW2"
"AT2","AT2","LUAD","AAH","down","SF3B1"
"AT2","AT2","LUAD","AAH","down","PLCL1"
"AT2","AT2","LUAD","AAH","down","ALS2"
"AT2","AT2","LUAD","AAH","down","ICA1L"
"AT2","AT2","LUAD","AAH","down","NBEAL1"
"AT2","AT2","LUAD","AAH","down","PARD3B"
"AT2","AT2","LUAD","AAH","down","INO80D"
"AT2","AT2","LUAD","AAH","down","CCNYL1"
"AT2","AT2","LUAD","AAH","down","KANSL1L"
"AT2","AT2","LUAD","AAH","down","ERBB4"
"AT2","AT2","LUAD","AAH","down","TNS1"
"AT2","AT2","LUAD","AAH","down","TMEM198"
"AT2","AT2","LUAD","AAH","down","ARMC9"
"AT2","AT2","LUAD","AAH","down","DIS3L2"
"AT2","AT2","LUAD","AAH","down","GIGYF2"
"AT2","AT2","LUAD","AAH","down","MLPH"
"AT2","AT2","LUAD","AAH","down","PRLH"
"AT2","AT2","LUAD","AAH","down","RAB17"
"AT2","AT2","LUAD","AAH","down","ING5"
"AT2","AT2","LUAD","AAH","down","TTLL3"
"AT2","AT2","LUAD","AAH","down","CAPN7"
"AT2","AT2","LUAD","AAH","down","UBE2E2"
"AT2","AT2","LUAD","AAH","down","EPM2AIP1"
"AT2","AT2","LUAD","AAH","down","SACM1L"
"AT2","AT2","LUAD","AAH","down","PLXNB1"
"AT2","AT2","LUAD","AAH","down","C3orf62"
"AT2","AT2","LUAD","AAH","down","USP4"
"AT2","AT2","LUAD","AAH","down","AMT"
"AT2","AT2","LUAD","AAH","down","RBM6"
"AT2","AT2","LUAD","AAH","down","HYAL1"
"AT2","AT2","LUAD","AAH","down","ZMYND10"
"AT2","AT2","LUAD","AAH","down","NISCH"
"AT2","AT2","LUAD","AAH","down","PBRM1"
"AT2","AT2","LUAD","AAH","down","STIMATE"
"AT2","AT2","LUAD","AAH","down","SLMAP"
"AT2","AT2","LUAD","AAH","down","MAGI1"
"AT2","AT2","LUAD","AAH","down","FRMD4B"
"AT2","AT2","LUAD","AAH","down","FOXP1"
"AT2","AT2","LUAD","AAH","down","ROBO2"
"AT2","AT2","LUAD","AAH","down","NECTIN3"
"AT2","AT2","LUAD","AAH","down","C3orf52"
"AT2","AT2","LUAD","AAH","down","CFAP44"
"AT2","AT2","LUAD","AAH","down","ZDHHC23"
"AT2","AT2","LUAD","AAH","down","CCDC14"
"AT2","AT2","LUAD","AAH","down","NPHP3"
"AT2","AT2","LUAD","AAH","down","STAG1"
"AT2","AT2","LUAD","AAH","down","ESYT3"
"AT2","AT2","LUAD","AAH","down","SLC25A36"
"AT2","AT2","LUAD","AAH","down","TM4SF4"
"AT2","AT2","LUAD","AAH","down","VEPH1"
"AT2","AT2","LUAD","AAH","down","PTX3"
"AT2","AT2","LUAD","AAH","down","IFT80"
"AT2","AT2","LUAD","AAH","down","MECOM"
"AT2","AT2","LUAD","AAH","down","PRKCI"
"AT2","AT2","LUAD","AAH","down","CLDN11"
"AT2","AT2","LUAD","AAH","down","MCCC1"
"AT2","AT2","LUAD","AAH","down","ETV5"
"AT2","AT2","LUAD","AAH","down","ATP13A5"
"AT2","AT2","LUAD","AAH","down","ATP13A4"
"AT2","AT2","LUAD","AAH","down","FBXL5"
"AT2","AT2","LUAD","AAH","down","SLIT2"
"AT2","AT2","LUAD","AAH","down","WDR19"
"AT2","AT2","LUAD","AAH","down","ATP8A1"
"AT2","AT2","LUAD","AAH","down","TEC"
"AT2","AT2","LUAD","AAH","down","SPATA18"
"AT2","AT2","LUAD","AAH","down","MOB1B"
"AT2","AT2","LUAD","AAH","down","SLC4A4"
"AT2","AT2","LUAD","AAH","down","PRKG2"
"AT2","AT2","LUAD","AAH","down","MAPK10"
"AT2","AT2","LUAD","AAH","down","PTPN13"
"AT2","AT2","LUAD","AAH","down","HSD17B13"
"AT2","AT2","LUAD","AAH","down","ADH1B"
"AT2","AT2","LUAD","AAH","down","ARHGEF38"
"AT2","AT2","LUAD","AAH","down","NPNT"
"AT2","AT2","LUAD","AAH","down","PRDM5"
"AT2","AT2","LUAD","AAH","down","MAML3"
"AT2","AT2","LUAD","AAH","down","ZNF827"
"AT2","AT2","LUAD","AAH","down","NR3C2"
"AT2","AT2","LUAD","AAH","down","LRBA"
"AT2","AT2","LUAD","AAH","down","MND1"
"AT2","AT2","LUAD","AAH","down","FNIP2"
"AT2","AT2","LUAD","AAH","down","WDR17"
"AT2","AT2","LUAD","AAH","down","STOX2"
"AT2","AT2","LUAD","AAH","down","SNX25"
"AT2","AT2","LUAD","AAH","down","PDZD2"
"AT2","AT2","LUAD","AAH","down","CPLANE1"
"AT2","AT2","LUAD","AAH","down","LIFR"
"AT2","AT2","LUAD","AAH","down","BDP1"
"AT2","AT2","LUAD","AAH","down","FCHO2"
"AT2","AT2","LUAD","AAH","down","GCNT4"
"AT2","AT2","LUAD","AAH","down","POLK"
"AT2","AT2","LUAD","AAH","down","ANKDD1B"
"AT2","AT2","LUAD","AAH","down","ZFYVE16"
"AT2","AT2","LUAD","AAH","down","SSBP2"
"AT2","AT2","LUAD","AAH","down","CCNH"
"AT2","AT2","LUAD","AAH","down","ADGRV1"
"AT2","AT2","LUAD","AAH","down","FER"
"AT2","AT2","LUAD","AAH","down","YTHDC2"
"AT2","AT2","LUAD","AAH","down","TRIM36"
"AT2","AT2","LUAD","AAH","down","FEM1C"
"AT2","AT2","LUAD","AAH","down","FNIP1"
"AT2","AT2","LUAD","AAH","down","CSF2"
"AT2","AT2","LUAD","AAH","down","ANKHD1"
"AT2","AT2","LUAD","AAH","down","EIF4EBP3"
"AT2","AT2","LUAD","AAH","down","TCERG1"
"AT2","AT2","LUAD","AAH","down","FBXO38"
"AT2","AT2","LUAD","AAH","down","GRIA1"
"AT2","AT2","LUAD","AAH","down","RANBP17"
"AT2","AT2","LUAD","AAH","down","FGFR4"
"AT2","AT2","LUAD","AAH","down","FAM193B"
"AT2","AT2","LUAD","AAH","down","PHYKPL"
"AT2","AT2","LUAD","AAH","down","CLK4"
"AT2","AT2","LUAD","AAH","down","ZNF354B"
"AT2","AT2","LUAD","AAH","down","TRIM52"
"AT2","AT2","LUAD","AAH","down","MAK"
"AT2","AT2","LUAD","AAH","down","PHACTR1"
"AT2","AT2","LUAD","AAH","down","GPLD1"
"AT2","AT2","LUAD","AAH","down","ZKSCAN8"
"AT2","AT2","LUAD","AAH","down","GABBR1"
"AT2","AT2","LUAD","AAH","down","MUCL3"
"AT2","AT2","LUAD","AAH","down","PSORS1C1"
"AT2","AT2","LUAD","AAH","down","BTBD9"
"AT2","AT2","LUAD","AAH","down","GSTA4"
"AT2","AT2","LUAD","AAH","down","PHF3"
"AT2","AT2","LUAD","AAH","down","SENP6"
"AT2","AT2","LUAD","AAH","down","PHIP"
"AT2","AT2","LUAD","AAH","down","SNX14"
"AT2","AT2","LUAD","AAH","down","ZNF292"
"AT2","AT2","LUAD","AAH","down","CNR1"
"AT2","AT2","LUAD","AAH","down","RNGTT"
"AT2","AT2","LUAD","AAH","down","ANKRD6"
"AT2","AT2","LUAD","AAH","down","PNISR"
"AT2","AT2","LUAD","AAH","down","USP45"
"AT2","AT2","LUAD","AAH","down","BVES"
"AT2","AT2","LUAD","AAH","down","MFSD4B"
"AT2","AT2","LUAD","AAH","down","MCM9"
"AT2","AT2","LUAD","AAH","down","FAM184A"
"AT2","AT2","LUAD","AAH","down","MAN1A1"
"AT2","AT2","LUAD","AAH","down","HSF2"
"AT2","AT2","LUAD","AAH","down","AKAP7"
"AT2","AT2","LUAD","AAH","down","VNN3"
"AT2","AT2","LUAD","AAH","down","TCF21"
"AT2","AT2","LUAD","AAH","down","SLC2A12"
"AT2","AT2","LUAD","AAH","down","REPS1"
"AT2","AT2","LUAD","AAH","down","ADAT2"
"AT2","AT2","LUAD","AAH","down","PHACTR2"
"AT2","AT2","LUAD","AAH","down","SHPRH"
"AT2","AT2","LUAD","AAH","down","STXBP5"
"AT2","AT2","LUAD","AAH","down","AKAP12"
"AT2","AT2","LUAD","AAH","down","ARMT1"
"AT2","AT2","LUAD","AAH","down","SCAF8"
"AT2","AT2","LUAD","AAH","down","PRKN"
"AT2","AT2","LUAD","AAH","down","AFDN"
"AT2","AT2","LUAD","AAH","down","GPER1"
"AT2","AT2","LUAD","AAH","down","ETV1"
"AT2","AT2","LUAD","AAH","down","MTURN"
"AT2","AT2","LUAD","AAH","down","INMT"
"AT2","AT2","LUAD","AAH","down","BBS9"
"AT2","AT2","LUAD","AAH","down","KIAA0895"
"AT2","AT2","LUAD","AAH","down","EPDR1"
"AT2","AT2","LUAD","AAH","down","ZNF117"
"AT2","AT2","LUAD","AAH","down","GSAP"
"AT2","AT2","LUAD","AAH","down","AKAP9"
"AT2","AT2","LUAD","AAH","down","PPP1R9A"
"AT2","AT2","LUAD","AAH","down","PON1"
"AT2","AT2","LUAD","AAH","down","LMTK2"
"AT2","AT2","LUAD","AAH","down","CYP3A5"
"AT2","AT2","LUAD","AAH","down","PILRB"
"AT2","AT2","LUAD","AAH","down","MUC3A"
"AT2","AT2","LUAD","AAH","down","SLC26A5"
"AT2","AT2","LUAD","AAH","down","KMT2E"
"AT2","AT2","LUAD","AAH","down","FOXP2"
"AT2","AT2","LUAD","AAH","down","MET"
"AT2","AT2","LUAD","AAH","down","STRIP2"
"AT2","AT2","LUAD","AAH","down","MKLN1"
"AT2","AT2","LUAD","AAH","down","UBN2"
"AT2","AT2","LUAD","AAH","down","LUC7L2"
"AT2","AT2","LUAD","AAH","down","KMT2C"
"AT2","AT2","LUAD","AAH","down","RBM33"
"AT2","AT2","LUAD","AAH","down","SHH"
"AT2","AT2","LUAD","AAH","down","PTPRN2"
"AT2","AT2","LUAD","AAH","down","MSRA"
"AT2","AT2","LUAD","AAH","down","SOX7"
"AT2","AT2","LUAD","AAH","down","XKR6"
"AT2","AT2","LUAD","AAH","down","MICU3"
"AT2","AT2","LUAD","AAH","down","LGI3"
"AT2","AT2","LUAD","AAH","down","PPP3CC"
"AT2","AT2","LUAD","AAH","down","C8orf58"
"AT2","AT2","LUAD","AAH","down","NKX3-1"
"AT2","AT2","LUAD","AAH","down","ADRA1A"
"AT2","AT2","LUAD","AAH","down","CHRNA2"
"AT2","AT2","LUAD","AAH","down","EPHX2"
"AT2","AT2","LUAD","AAH","down","NRG1"
"AT2","AT2","LUAD","AAH","down","SOX17"
"AT2","AT2","LUAD","AAH","down","ADHFE1"
"AT2","AT2","LUAD","AAH","down","VXN"
"AT2","AT2","LUAD","AAH","down","MTSS1"
"AT2","AT2","LUAD","AAH","down","DENND3"
"AT2","AT2","LUAD","AAH","down","ARC"
"AT2","AT2","LUAD","AAH","down","KANK1"
"AT2","AT2","LUAD","AAH","down","CNTLN"
"AT2","AT2","LUAD","AAH","down","ADAMTSL1"
"AT2","AT2","LUAD","AAH","down","PLIN2"
"AT2","AT2","LUAD","AAH","down","DENND4C"
"AT2","AT2","LUAD","AAH","down","UBAP2"
"AT2","AT2","LUAD","AAH","down","RUSC2"
"AT2","AT2","LUAD","AAH","down","SMC5"
"AT2","AT2","LUAD","AAH","down","PCSK5"
"AT2","AT2","LUAD","AAH","down","VPS13A"
"AT2","AT2","LUAD","AAH","down","GNAQ"
"AT2","AT2","LUAD","AAH","down","DAPK1"
"AT2","AT2","LUAD","AAH","down","SHC3"
"AT2","AT2","LUAD","AAH","down","PTPN3"
"AT2","AT2","LUAD","AAH","down","KIAA1958"
"AT2","AT2","LUAD","AAH","down","SNX30"
"AT2","AT2","LUAD","AAH","down","RABGAP1"
"AT2","AT2","LUAD","AAH","down","NR6A1"
"AT2","AT2","LUAD","AAH","down","SCAI"
"AT2","AT2","LUAD","AAH","down","MVB12B"
"AT2","AT2","LUAD","AAH","down","ZBTB43"
"AT2","AT2","LUAD","AAH","down","RALGPS1"
"AT2","AT2","LUAD","AAH","down","CCDC183"
"AT2","AT2","LUAD","AAH","down","UAP1L1"
"AT2","AT2","LUAD","AAH","down","PNPLA7"
"AT2","AT2","LUAD","AAH","down","ITIH5"
"AT2","AT2","LUAD","AAH","down","ITIH2"
"AT2","AT2","LUAD","AAH","down","MINDY3"
"AT2","AT2","LUAD","AAH","down","MALRD1"
"AT2","AT2","LUAD","AAH","down","MLLT10"
"AT2","AT2","LUAD","AAH","down","ARHGAP12"
"AT2","AT2","LUAD","AAH","down","EPC1"
"AT2","AT2","LUAD","AAH","down","PARD3"
"AT2","AT2","LUAD","AAH","down","RET"
"AT2","AT2","LUAD","AAH","down","GDF10"
"AT2","AT2","LUAD","AAH","down","MAPK8"
"AT2","AT2","LUAD","AAH","down","PRKG1"
"AT2","AT2","LUAD","AAH","down","DKK1"
"AT2","AT2","LUAD","AAH","down","ANK3"
"AT2","AT2","LUAD","AAH","down","HERC4"
"AT2","AT2","LUAD","AAH","down","MSS51"
"AT2","AT2","LUAD","AAH","down","HECTD2"
"AT2","AT2","LUAD","AAH","down","BTAF1"
"AT2","AT2","LUAD","AAH","down","CYP2C8"
"AT2","AT2","LUAD","AAH","down","SORBS1"
"AT2","AT2","LUAD","AAH","down","LOXL4"
"AT2","AT2","LUAD","AAH","down","HPS1"
"AT2","AT2","LUAD","AAH","down","SEC31B"
"AT2","AT2","LUAD","AAH","down","LDB1"
"AT2","AT2","LUAD","AAH","down","CNNM2"
"AT2","AT2","LUAD","AAH","down","CCDC186"
"AT2","AT2","LUAD","AAH","down","FGFR2"
"AT2","AT2","LUAD","AAH","down","BTBD16"
"AT2","AT2","LUAD","AAH","down","PWWP2B"
"AT2","AT2","LUAD","AAH","down","INPP5A"
"AT2","AT2","LUAD","AAH","down","SCART1"
"AT2","AT2","LUAD","AAH","down","CYP2E1"
"AT2","AT2","LUAD","AAH","down","RASSF7"
"AT2","AT2","LUAD","AAH","down","CHRNA10"
"AT2","AT2","LUAD","AAH","down","HBB"
"AT2","AT2","LUAD","AAH","down","RIC3"
"AT2","AT2","LUAD","AAH","down","LYVE1"
"AT2","AT2","LUAD","AAH","down","NCR3LG1"
"AT2","AT2","LUAD","AAH","down","C11orf91"
"AT2","AT2","LUAD","AAH","down","CAT"
"AT2","AT2","LUAD","AAH","down","C11orf49"
"AT2","AT2","LUAD","AAH","down","DDB2"
"AT2","AT2","LUAD","AAH","down","RAPSN"
"AT2","AT2","LUAD","AAH","down","FNBP4"
"AT2","AT2","LUAD","AAH","down","CTNND1"
"AT2","AT2","LUAD","AAH","down","FAM111A"
"AT2","AT2","LUAD","AAH","down","FOSL1"
"AT2","AT2","LUAD","AAH","down","RNF169"
"AT2","AT2","LUAD","AAH","down","BIRC2"
"AT2","AT2","LUAD","AAH","down","CRYAB"
"AT2","AT2","LUAD","AAH","down","ZBTB16"
"AT2","AT2","LUAD","AAH","down","APOA1"
"AT2","AT2","LUAD","AAH","down","TECTA"
"AT2","AT2","LUAD","AAH","down","MSANTD2"
"AT2","AT2","LUAD","AAH","down","ROBO4"
"AT2","AT2","LUAD","AAH","down","SLC6A12"
"AT2","AT2","LUAD","AAH","down","ERC1"
"AT2","AT2","LUAD","AAH","down","CCND2"
"AT2","AT2","LUAD","AAH","down","PHC1"
"AT2","AT2","LUAD","AAH","down","LRP6"
"AT2","AT2","LUAD","AAH","down","RERG"
"AT2","AT2","LUAD","AAH","down","PIK3C2G"
"AT2","AT2","LUAD","AAH","down","SLCO1B3"
"AT2","AT2","LUAD","AAH","down","SLCO1A2"
"AT2","AT2","LUAD","AAH","down","SOX5"
"AT2","AT2","LUAD","AAH","down","ITPR2"
"AT2","AT2","LUAD","AAH","down","CAPRIN2"
"AT2","AT2","LUAD","AAH","down","SLC2A13"
"AT2","AT2","LUAD","AAH","down","LRRK2"
"AT2","AT2","LUAD","AAH","down","RAPGEF3"
"AT2","AT2","LUAD","AAH","down","POU6F1"
"AT2","AT2","LUAD","AAH","down","SMAGP"
"AT2","AT2","LUAD","AAH","down","ESPL1"
"AT2","AT2","LUAD","AAH","down","CALCOCO1"
"AT2","AT2","LUAD","AAH","down","PAN2"
"AT2","AT2","LUAD","AAH","down","HSD17B6"
"AT2","AT2","LUAD","AAH","down","DTX3"
"AT2","AT2","LUAD","AAH","down","USP15"
"AT2","AT2","LUAD","AAH","down","MON2"
"AT2","AT2","LUAD","AAH","down","ZFC3H1"
"AT2","AT2","LUAD","AAH","down","ZDHHC17"
"AT2","AT2","LUAD","AAH","down","ACSS3"
"AT2","AT2","LUAD","AAH","down","RASSF9"
"AT2","AT2","LUAD","AAH","down","NR2C1"
"AT2","AT2","LUAD","AAH","down","NTN4"
"AT2","AT2","LUAD","AAH","down","GNPTAB"
"AT2","AT2","LUAD","AAH","down","HCFC2"
"AT2","AT2","LUAD","AAH","down","TCP11L2"
"AT2","AT2","LUAD","AAH","down","MMAB"
"AT2","AT2","LUAD","AAH","down","TMEM116"
"AT2","AT2","LUAD","AAH","down","HECTD4"
"AT2","AT2","LUAD","AAH","down","RBM19"
"AT2","AT2","LUAD","AAH","down","MED13L"
"AT2","AT2","LUAD","AAH","down","KSR2"
"AT2","AT2","LUAD","AAH","down","VSIG10"
"AT2","AT2","LUAD","AAH","down","KDM2B"
"AT2","AT2","LUAD","AAH","down","CCDC92"
"AT2","AT2","LUAD","AAH","down","TMEM132B"
"AT2","AT2","LUAD","AAH","down","RIMBP2"
"AT2","AT2","LUAD","AAH","down","STX2"
"AT2","AT2","LUAD","AAH","down","PSPC1"
"AT2","AT2","LUAD","AAH","down","N4BP2L2"
"AT2","AT2","LUAD","AAH","down","STARD13"
"AT2","AT2","LUAD","AAH","down","LHFPL6"
"AT2","AT2","LUAD","AAH","down","SUCLA2"
"AT2","AT2","LUAD","AAH","down","FNDC3A"
"AT2","AT2","LUAD","AAH","down","TRIM13"
"AT2","AT2","LUAD","AAH","down","TDRD3"
"AT2","AT2","LUAD","AAH","down","PIBF1"
"AT2","AT2","LUAD","AAH","down","RBM26"
"AT2","AT2","LUAD","AAH","down","GPC5"
"AT2","AT2","LUAD","AAH","down","UGGT2"
"AT2","AT2","LUAD","AAH","down","DOCK9"
"AT2","AT2","LUAD","AAH","down","TPP2"
"AT2","AT2","LUAD","AAH","down","ARGLU1"
"AT2","AT2","LUAD","AAH","down","FAM155A"
"AT2","AT2","LUAD","AAH","down","DCUN1D2"
"AT2","AT2","LUAD","AAH","down","STXBP6"
"AT2","AT2","LUAD","AAH","down","HECTD1"
"AT2","AT2","LUAD","AAH","down","SFTA3"
"AT2","AT2","LUAD","AAH","down","NKX2-1"
"AT2","AT2","LUAD","AAH","down","PRPF39"
"AT2","AT2","LUAD","AAH","down","RBM25"
"AT2","AT2","LUAD","AAH","down","TTLL5"
"AT2","AT2","LUAD","AAH","down","AMN"
"AT2","AT2","LUAD","AAH","down","PPP1R13B"
"AT2","AT2","LUAD","AAH","down","UBE3A"
"AT2","AT2","LUAD","AAH","down","SCG5"
"AT2","AT2","LUAD","AAH","down","FMN1"
"AT2","AT2","LUAD","AAH","down","GOLGA8B"
"AT2","AT2","LUAD","AAH","down","GPR176"
"AT2","AT2","LUAD","AAH","down","PLA2G4B"
"AT2","AT2","LUAD","AAH","down","PLA2G4F"
"AT2","AT2","LUAD","AAH","down","GANC"
"AT2","AT2","LUAD","AAH","down","CAPN3"
"AT2","AT2","LUAD","AAH","down","STARD9"
"AT2","AT2","LUAD","AAH","down","DUOX2"
"AT2","AT2","LUAD","AAH","down","USP50"
"AT2","AT2","LUAD","AAH","down","TRPM7"
"AT2","AT2","LUAD","AAH","down","MYO5C"
"AT2","AT2","LUAD","AAH","down","WDR72"
"AT2","AT2","LUAD","AAH","down","PYGO1"
"AT2","AT2","LUAD","AAH","down","PRTG"
"AT2","AT2","LUAD","AAH","down","MYZAP"
"AT2","AT2","LUAD","AAH","down","RORA"
"AT2","AT2","LUAD","AAH","down","USP3"
"AT2","AT2","LUAD","AAH","down","DAPK2"
"AT2","AT2","LUAD","AAH","down","SLC51B"
"AT2","AT2","LUAD","AAH","down","PIAS1"
"AT2","AT2","LUAD","AAH","down","PAQR5"
"AT2","AT2","LUAD","AAH","down","MYO9A"
"AT2","AT2","LUAD","AAH","down","GRAMD2A"
"AT2","AT2","LUAD","AAH","down","ARID3B"
"AT2","AT2","LUAD","AAH","down","EDC3"
"AT2","AT2","LUAD","AAH","down","PEAK1"
"AT2","AT2","LUAD","AAH","down","TBC1D2B"
"AT2","AT2","LUAD","AAH","down","ZNF592"
"AT2","AT2","LUAD","AAH","down","PDE8A"
"AT2","AT2","LUAD","AAH","down","NTRK3"
"AT2","AT2","LUAD","AAH","down","MAN2A2"
"AT2","AT2","LUAD","AAH","down","CHD2"
"AT2","AT2","LUAD","AAH","down","LYSMD4"
"AT2","AT2","LUAD","AAH","down","LUC7L"
"AT2","AT2","LUAD","AAH","down","MAPK8IP3"
"AT2","AT2","LUAD","AAH","down","NOXO1"
"AT2","AT2","LUAD","AAH","down","SULT1A2"
"AT2","AT2","LUAD","AAH","down","PRRT2"
"AT2","AT2","LUAD","AAH","down","INO80E"
"AT2","AT2","LUAD","AAH","down","ARMC5"
"AT2","AT2","LUAD","AAH","down","RBL2"
"AT2","AT2","LUAD","AAH","down","MT1M"
"AT2","AT2","LUAD","AAH","down","MT1A"
"AT2","AT2","LUAD","AAH","down","KIFC3"
"AT2","AT2","LUAD","AAH","down","PDP2"
"AT2","AT2","LUAD","AAH","down","NOL3"
"AT2","AT2","LUAD","AAH","down","KIAA0895L"
"AT2","AT2","LUAD","AAH","down","LRRC36"
"AT2","AT2","LUAD","AAH","down","RANBP10"
"AT2","AT2","LUAD","AAH","down","PSKH1"
"AT2","AT2","LUAD","AAH","down","LCAT"
"AT2","AT2","LUAD","AAH","down","SNTB2"
"AT2","AT2","LUAD","AAH","down","NFAT5"
"AT2","AT2","LUAD","AAH","down","ZNF23"
"AT2","AT2","LUAD","AAH","down","ZNF19"
"AT2","AT2","LUAD","AAH","down","NPIPB15"
"AT2","AT2","LUAD","AAH","down","FA2H"
"AT2","AT2","LUAD","AAH","down","WWOX"
