gene	gene_group	mark	window	replicate	contrast	eligible	log2_ratio_difference	raw_mark_log2_ratio	H3_log2_ratio
ETV5	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.291847477252336	-0.3288047140514183	0.9630427632009179
ETV5	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	0.7863490538495661	1.682466104852218	0.8961170510026522
ETV5	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-1.2500125258561159	-0.4975819408209779	0.7524305850351383
ETV5	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	0.5600035987375986	1.5072705675514741	0.9472669688138752
SFTPB	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-4.254486533113554	-5.217421605030355	-0.9629350719168001
SFTPB	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-4.869873156038856	-5.060425305573272	-0.1905521495344163
SFTPB	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-5.899397336742793	-5.379549861465003	0.5198474752777896
SFTPB	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-5.239357342845072	-4.708184106728335	0.531173236116737
AGER	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-3.2886246997746222	-2.1527001534460717	1.1359245463285506
AGER	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-2.185906064443568	-2.597983570423393	-0.4120775059798253
AGER	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.34345533776305226	0.08655743505954444	0.43001277282259665
AGER	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.6820740582645093	-0.06420717701275777	0.6178668812517514
PDPN	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-2.7123494289773924	-2.213211090649377	0.499138338328015
PDPN	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-4.896017911128272	-3.498966206121501	1.3970517050067714
PDPN	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-2.199436520025061	-1.8532174321726809	0.34621908785238015
PDPN	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-4.400155683694479	-3.1819009771486133	1.218254706545865
HOPX	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-2.558849107631283	-2.529559450870696	0.029289656760587448
HOPX	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-3.3469007583949173	-3.3785434327413313	-0.031642674346413664
HOPX	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-2.5438943298226895	-2.3583607840746135	0.1855335457480762
HOPX	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-3.360903983569635	-3.378414474146784	-0.017510490577148496
CAV1	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.8284118042916129	-2.263281063929534	-0.43486925963792117
CAV1	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-3.5065680410325673	-3.7338216416524177	-0.22725360061985037
CAV1	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-1.643580875456136	-1.6674294811102404	-0.023848605654104058
CAV1	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-3.5400569152885812	-3.3014534152925172	0.23860349999606376
AQP5	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	0.6560980802903849	0.8640327028127388	0.20793462252235417
AQP5	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.2697615089950078	-0.009264977133158629	1.260496531861849
AQP5	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.4890270226377855	-0.20413793823463125	0.2848890844031543
AQP5	AT1	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.4927533716886219	-0.7692904561508936	0.723462915537728
KRT8	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	1.083504819017321	0.9087055211387907	-0.17479929787853
KRT8	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.8405088621475212	0.4653395497222605	1.3058484118697815
KRT8	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.846599940550786	0.8687946870684612	0.022194746517675362
KRT8	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.9889218959419024	0.29393574194177696	1.2828576378836793
CLDN4	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.6859378711102115	0.6181295810832594	1.3040674521934705
CLDN4	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.337386514991259	1.104777683698422	2.442164198689681
CLDN4	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.15685410723255266	0.568140333252776	0.4112862260202235
CLDN4	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	0.19985955332931926	0.996518818921977	0.7966592655926577
KRT19	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.12685933286726048	0.6369538419179483	0.7638131747852089
KRT19	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.4242799728651772	0.17413129606883804	1.5984112689340149
KRT19	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.10302651182611999	0.6553608078133201	0.5523342959872003
KRT19	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.7187864946702067	0.2428097521329622	0.9615962468031686
CDKN1A	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	0.01891758224113671	0.0020278369058815858	-0.016889745335254776
CDKN1A	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.6924964294429801	-0.22042569249387073	0.4720707369491094
CDKN1A	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.11228998373039811	1.0117171862605765	0.8994272025301786
CDKN1A	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.9642576534996223	0.4392566668826519	1.4035143203822742
SFN	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.4459752321481707	-0.503808022851822	0.9421672092963485
SFN	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.3761492899371515	-0.46466001522571987	0.9114892747114317
SFN	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.41824845720530235	0.37219906639507433	0.7904475236003768
SFN	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.108192629840214	-0.06522329757908443	1.0429693322611298
ITGB6	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	1.8568663617006225	2.081775517829207	0.22490915612858506
ITGB6	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	0.8205016922770083	1.8208739591223333	1.0003722668453252
ITGB6	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	2.4157435768498976	2.383955169550457	-0.03178840729944076
ITGB6	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	0.6650372502685875	1.8451856269951983	1.1801483767266108
KRT17	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	1.6374411139757368	2.5709900640512213	0.9335489500754844
KRT17	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	0.675046680815735	2.1267077848156712	1.4516611039999359
KRT17	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	2.425714382570992	2.762156969492569	0.3364425869215774
KRT17	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	1.199811320937925	2.041339033311274	0.8415277123733489
TP63	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	False			0.8175878412678612
TP63	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	False			0.1346558098459342
TP63	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	False			0.6521923568992375
TP63	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	False			0.5765699621414332
COL1A1	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	0.6947023695191382	1.0669940342904198	0.37229166477128156
COL1A1	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	0.14291980295111673	1.3139749985804934	1.1710551956293769
COL1A1	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.533002417980466	0.7445686986039913	0.21156628062352548
COL1A1	transition_stress	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	0.08220335215165231	1.1324011343675813	1.050197782215929
ATF3	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.2511432281380701	-0.1359634221950065	0.11517980594306337
ATF3	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-2.5938850257985693	-1.3986753432009986	1.1952096825975704
ATF3	regulators	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-1.1427564694101535	0.1688902458306278	1.3116467152407816
ATF3	regulators	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.4227612226216908	-0.897129033691366	0.5256321889303247
HNF1B	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.2650114123081808	0.5228546005320077	0.7878660128401888
HNF1B	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.707839043391214	0.33879870782835314	2.0466377512195684
HNF1B	regulators	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.8047411999238578	0.5553123999689411	1.3600535998927992
HNF1B	regulators	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.8622668904290096	0.3971430126366764	1.2594099030656867
TP53	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.5713025580802862	-0.10126490004352248	0.4700376580367633
TP53	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.8508667920014066	-0.07846944911885932	0.7723973428825474
TP53	regulators	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.46156692504354435	-0.11025074907672226	0.3513161759668212
TP53	regulators	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.1513187678440175	0.03457329902526289	1.1858920668692798
CEBPA	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.2509065870879885	-0.37002987591917075	-0.11912328883118237
CEBPA	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.446846413539613	-0.7347211323714284	0.7121252811681851
CEBPA	regulators	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.6955547725023437	-0.58419183305004	0.11136293945230369
CEBPA	regulators	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.2507427885764029	-0.6294108567022576	0.6213319318741455
SFTPC	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-2.5531287920839585	-1.833549139472018	0.71957965261194
SFTPC	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.6227768654604295	-0.8143110510213987	0.8084658144390308
SFTPC	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-1.6019673249276134	-1.3435495825119521	0.25841774241566157
SFTPC	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.5869193348826593	-0.3842341522784138	0.20268518260424565
ABCA3	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-1.9926366507526112	-1.6445853432166637	0.3480513075359478
ABCA3	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.3167930815866473	-1.587792441845121	0.7290006397415264
ABCA3	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-2.0910270015559584	-1.634653743495338	0.45637325806062073
ABCA3	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-2.3559964093102463	-1.5371319565286155	0.8188644527816309
NKX2-1	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-3.3460403711003988	-2.3131155600857594	1.0329248110146396
NKX2-1	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.80459995751127	-2.0727536824388704	0.7318462750723994
NKX2-1	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-2.9563328166798684	-1.9765967126624768	0.9797361040173912
NKX2-1	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-2.664277054023949	-1.7287706448278577	0.9355064091960913
ETV5	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.5273093315473174	-0.32786101486250285	0.19944831668481502
ETV5	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	0.44900704423656945	1.5288147449981289	1.0798077007615592
ETV5	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.752183700747572	-0.40627112777102403	0.34591257297654765
ETV5	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.7197235495009804	1.5988335690228956	0.8791100195219153
SFTPB	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-5.145279432481971	-5.605915418861051	-0.460635986379081
SFTPB	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-3.9023153114101152	-4.334105728734121	-0.43179041732400586
SFTPB	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-6.735993048347045	-6.416798461341344	0.31919458700570136
SFTPB	AT2	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-5.711294266845968	-5.332637310748966	0.37865695609700195
AGER	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.15432707595499506	2.2312649628331216	2.385592038788116
AGER	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.662049816884924	-1.4742359856320035	1.18781383125292
AGER	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.1923605984011414	0.7357858078727675	0.9281464062739092
AGER	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-1.1111528987328732	-0.07286361916869684	1.0382892795641763
PDPN	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	0.20292810402665307	0.7559867775737474	0.5530586735470944
PDPN	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-4.43526003877667	-2.918648062212947	1.5166119765637232
PDPN	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.6974756238413786	-0.18742985249096017	0.5100457713504184
PDPN	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-4.035618137610939	-2.814311381190794	1.2213067564201445
HOPX	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-3.241804017907672	-3.5414625332502645	-0.2996585153425925
HOPX	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-5.36669251954278	-4.536291240472553	0.8304012790702264
HOPX	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-3.6735927936801542	-3.6225260874375236	0.05106670624263045
HOPX	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-6.1297419914745825	-4.5795908024472	1.5501511890273822
CAV1	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.3967948545827584	-0.8793008869309099	-0.48250603234815165
CAV1	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.4683212337588945	-3.3935788362279733	-0.9252576024690786
CAV1	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.31064652009252625	-0.8185695802730989	-0.5079230601805726
CAV1	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-3.4003382261968054	-3.4150656453818353	-0.014727419185029978
AQP5	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	1.636788895122	1.2414129182092044	-0.39537597691279563
AQP5	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.0082315657548568	-0.5512766451876048	0.45695492056725207
AQP5	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.9483898698781102	0.4450875803482622	-0.5033022895298482
AQP5	AT1	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.05545519858752612	0.08770790385494219	0.1431631024424681
KRT8	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	1.0061174746024522	0.7522884558215479	-0.25382901878090464
KRT8	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.3177681467187767	0.13094061789378683	1.4487087646125623
KRT8	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.71941160204537	0.775058939079305	0.05564733703393453
KRT8	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.6030915104283707	0.05735628071223952	0.6604477911406099
CLDN4	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.43864357655059205	0.8634200101316606	1.3020635866822527
CLDN4	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.48944672904349407	1.5928319977078957	2.0822787267513903
CLDN4	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.43709935572221603	0.7430128388893062	0.30591348316708983
CLDN4	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.5768387600619969	1.3182720700674413	0.7414333100054448
KRT19	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.3245699417850174	0.6970975492415536	1.0216674910265717
KRT19	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.8166580603454587	0.2090824929479362	2.0257405532933954
KRT19	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.17871501616242114	0.8184278601428705	0.6397128439804495
KRT19	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-1.0542551237392823	0.1968748860872117	1.2511300098264944
CDKN1A	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	0.794615693663689	0.01342421316478083	-0.7811914804989081
CDKN1A	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	0.3364532571619878	0.6373511565459554	0.3008978993839677
CDKN1A	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.6221980267508833	0.7066531491202	0.08445512236931682
CDKN1A	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.34833404366993115	0.5322542400464296	0.8805882837163608
SFN	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.7514891866801539	-0.14989171243901453	0.6015974742411393
SFN	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.6008086443819631	-0.9211177775484174	0.679690866833546
SFN	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.07365664090937774	0.46091980530643045	0.38726316439705316
SFN	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.5201631249310339	-0.004179833419313156	0.515983291511721
ITGB6	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	2.058535966239292	2.8733679608775358	0.8148319946382433
ITGB6	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	1.4887855897450448	1.3057449711916946	-0.18304061855335071
ITGB6	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	2.1780238641694862	2.388254571425433	0.21023070725594706
ITGB6	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.6106789183761512	1.0106025160563459	0.39992359768019486
KRT17	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	2.413600322137899	3.0140025337378265	0.6004022115999271
KRT17	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	False			1.6427748083359623
KRT17	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.5230693550418332	0.6951309583013067	0.1720616032594736
KRT17	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	2.310897281279069	3.1629689451277168	0.8520716638486479
TP63	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	False			-1.0837689725914348
TP63	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	False			-0.504705710726567
TP63	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	False			-0.68454736907539
TP63	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	False			-0.11105218261616942
COL1A1	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.6621586662671326	-0.22934627895758225	0.43281238730955035
COL1A1	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.49527307705207274	-0.10419665705163317	0.39107642000043946
COL1A1	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.6729965332970899	0.8447537668146968	0.17175723351760724
COL1A1	transition_stress	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.06596418205661525	0.5508704289681782	0.6168346110247935
ATF3	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.36321687186151597	0.2414129182092043	0.6046297900707203
ATF3	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	False			0.4785544832660541
ATF3	regulators	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.8949947811488874	-0.792534876315053	0.10245990483383415
ATF3	regulators	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.9590866272639001	0.8775666536162694	-0.08151997364763089
HNF1B	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	0.7529973127333358	0.8350214947667826	0.08202418203344775
HNF1B	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	0.7528434603620555	0.738406958271857	-0.014436502090197733
HNF1B	regulators	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.2073016857795844	0.8476918866785104	0.6403902008989258
HNF1B	regulators	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.07884987378936081	0.7442872076201316	0.6654373338307705
TP53	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.814745990702531	-0.2001738332204678	0.614572157482063
TP53	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.0959265012859678	-0.19714595569342896	0.8987805455925387
TP53	regulators	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.7477984663240358	-0.038465423478884236	0.7093330428451518
TP53	regulators	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.9814785957019021	-0.024421290593701985	0.9570573051082002
CEBPA	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.2620552117649493	-0.20725465499763165	0.0548005567673176
CEBPA	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.3989883902996887	0.0003222473390219482	0.39931063763871044
CEBPA	regulators	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.6181317672908941	-0.44005716317047644	0.1780746041204176
CEBPA	regulators	H3K4me3	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.6684064958311142	-0.12138508198425604	0.547021413846858
SFTPC	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.4194360632361587	-0.19172131609463908	0.22771474714151962
SFTPC	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.2975050381045725	-0.8068733130918291	0.49063172501274344
SFTPC	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.4075628579291122	-0.24536020644257395	0.1622026514865385
SFTPC	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.8003817201126857	-0.7865403817993388	0.013841338313347138
ABCA3	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.9532205904876647	1.7180485605776128	0.7648279700899481
ABCA3	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.2816582505489632	1.5932568586327478	1.3115986080837851
ABCA3	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.7677092030547114	1.6199749651295545	0.8522657620748433
ABCA3	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	0.33578443878362263	1.6597625536601712	1.3239781148765486
NKX2-1	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	1.9619976276436901	1.826355068046899	-0.13564255959679097
NKX2-1	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.48942930023305575	0.853537424656101	0.36410812442304513
NKX2-1	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	1.3966720245550386	1.8501035411193671	0.4534315165643286
NKX2-1	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	0.9093900356444153	1.4580526235730287	0.5486625879286134
ETV5	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.15110231236097094	1.1141450755618885	0.9630427632009179
ETV5	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.2057537008814787	-0.30963664987882694	0.8961170510026522
ETV5	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.6457215029473038	1.398152087982442	0.7524305850351383
ETV5	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.3432928599512546	-0.39602589113737935	0.9472669688138752
SFTPB	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	2.288592051794179	1.3256569798773785	-0.9629350719168001
SFTPB	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.797005941469344	0.6064537919349277	-0.1905521495344163
SFTPB	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	1.4407603845275618	1.9606078598053513	0.5198474752777896
SFTPB	AT2	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	1.4281714601694937	1.9593446962862306	0.531173236116737
AGER	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.49449832031303675	1.6304228666415874	1.1359245463285506
AGER	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.14204188306564902	-0.5541193890454744	-0.4120775059798253
AGER	AT1	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.22009488139647382	0.6501076542190707	0.43001277282259665
AGER	AT1	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.053432877851244	-0.4355659965994926	0.6178668812517514
PDPN	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.7280729549667493	-0.22893461663873416	0.499138338328015
PDPN	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.5493979077574573	1.9464496127642288	1.3970517050067714
PDPN	AT1	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.7213278667843914	-0.3751087789320111	0.34621908785238015
PDPN	AT1	H3K27me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	0.23384473424081675	1.452099440786682	1.218254706545865
HOPX	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.6928899884983393	0.7221796452589265	0.029289656760587448
