donor,tissue,subtype,n_cells,det_AREG,det_EREG,det_HBEGF,det_TGFA,det_EGFR,evaluable
LUNG_N31,nLung,GrB-secreting B cells,27,0.8519,0.037,0.1111,0.0,0.0,False
LUNG_N31,nLung,Lymphatic ECs,59,0.0678,0.0169,0.2203,0.0508,0.0,True
LUNG_N31,nLung,MALT B cells,7,0.4286,0.0,0.0,0.0,0.0,False
LUNG_N31,nLung,MAST,28,0.7143,0.0,0.0,0.0,0.0,False
LUNG_N31,nLung,Mesothelial cells,8,0.375,0.0,0.25,0.0,0.125,False
LUNG_N31,nLung,Monocytes,211,0.6351,0.5403,0.4171,0.0047,0.0,True
LUNG_N31,nLung,Myofibroblasts,12,0.0,0.0,0.1667,0.0,0.0,False
LUNG_N31,nLung,NK,519,0.183,0.0058,0.0077,0.0019,0.0019,True
LUNG_N31,nLung,Naive CD4+ T,9,0.2222,0.1111,0.0,0.0,0.0,False
LUNG_N31,nLung,Naive CD8+ T,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_N31,nLung,Plasma cells,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_N31,nLung,Pleural Mac,16,0.0625,0.0625,0.3125,0.0,0.0,False
LUNG_N31,nLung,Smooth muscle cells,12,0.0,0.0,0.0,0.0,0.0,False
LUNG_N31,nLung,Stalk-like ECs,29,0.1379,0.0,0.3448,0.0,0.0,False
LUNG_N31,nLung,Tip-like ECs,63,0.0635,0.0,0.0952,0.0,0.0159,True
LUNG_N31,nLung,Treg,22,0.0909,0.0,0.0,0.0,0.0,False
LUNG_N31,nLung,Tumor ECs,8,0.0,0.0,0.25,0.0,0.0,False
LUNG_N31,nLung,mo-Mac,189,0.1376,0.0847,0.2751,0.0053,0.0,True
LUNG_N34,nLung,AT1,138,0.0362,0.0145,0.1304,0.029,0.0942,True
LUNG_N34,nLung,AT2,369,0.6667,0.019,0.3659,0.0136,0.2547,True
LUNG_N34,nLung,Activated DCs,6,0.0,0.0,0.0,0.1667,0.0,False
LUNG_N34,nLung,Alveolar Mac,1139,0.1967,0.3661,0.7612,0.0035,0.0061,True
LUNG_N34,nLung,CD141+ DCs,9,0.2222,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,CD163+CD14+ DCs,6,0.5,0.5,0.5,0.3333,0.0,False
LUNG_N34,nLung,CD1c+ DCs,82,0.6341,0.2927,0.2927,0.0244,0.0,True
LUNG_N34,nLung,CD4+ Th,208,0.1106,0.024,0.0096,0.0,0.0,True
LUNG_N34,nLung,CD8 low T,81,0.0494,0.0,0.037,0.0,0.0,True
LUNG_N34,nLung,COL13A1+ matrix FBs,34,0.0294,0.0588,0.0,0.0,0.1471,False
LUNG_N34,nLung,COL14A1+ matrix FBs,100,0.02,0.02,0.15,0.0,0.24,True
LUNG_N34,nLung,Ciliated,61,0.4754,0.0492,0.0984,0.0656,0.1639,True
LUNG_N34,nLung,Club,73,0.5068,0.1096,0.2466,0.0411,0.2329,True
LUNG_N34,nLung,Cytotoxic CD8+ T,141,0.0567,0.0142,0.0,0.0,0.0,True
LUNG_N34,nLung,EPCs,8,0.125,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,Exhausted CD8+ T,5,0.0,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,Follicular B cells,38,0.2895,0.0263,0.0526,0.0,0.0,False
LUNG_N34,nLung,GrB-secreting B cells,18,0.5,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,Lymphatic ECs,21,0.1429,0.0476,0.0476,0.0476,0.0,False
LUNG_N34,nLung,MALT B cells,7,0.4286,0.0,0.1429,0.0,0.0,False
LUNG_N34,nLung,MAST,65,0.3538,0.0,0.0,0.0154,0.0,True
LUNG_N34,nLung,Mesothelial cells,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,Monocytes,378,0.6508,0.7407,0.3624,0.0026,0.0026,True
LUNG_N34,nLung,NK,1121,0.2186,0.0089,0.0125,0.0045,0.0,True
LUNG_N34,nLung,Naive CD4+ T,3,0.3333,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,Naive CD8+ T,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,Pericytes,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,Pleural Mac,8,0.0,0.125,0.0,0.0,0.0,False
LUNG_N34,nLung,Smooth muscle cells,13,0.0769,0.0,0.0,0.0,0.0769,False
LUNG_N34,nLung,Stalk-like ECs,18,0.0,0.0,0.2778,0.0,0.1111,False
LUNG_N34,nLung,Tip-like ECs,40,0.05,0.025,0.1,0.0,0.025,False
LUNG_N34,nLung,Treg,13,0.0769,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,Tumor ECs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_N34,nLung,mo-Mac,123,0.0894,0.0488,0.187,0.0244,0.0,True
LUNG_T06,tLung,Activated DCs,11,0.0,0.0909,0.0,0.0,0.0,False
LUNG_T06,tLung,Alveolar Mac,10,0.2,0.5,0.7,0.0,0.0,False
LUNG_T06,tLung,CD141+ DCs,10,0.1,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,CD163+CD14+ DCs,218,0.344,0.3119,0.6055,0.0413,0.0092,True
LUNG_T06,tLung,CD1c+ DCs,56,0.5,0.3036,0.5,0.0179,0.0179,True
LUNG_T06,tLung,CD207+CD1a+ LCs,3,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,CD4+ Th,563,0.1279,0.0089,0.0107,0.0071,0.0071,True
LUNG_T06,tLung,CD8 low T,88,0.0909,0.0,0.0114,0.0,0.0,True
LUNG_T06,tLung,CD8+/CD4+ Mixed Th,4,0.25,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,COL13A1+ matrix FBs,331,0.0181,0.0121,0.0423,0.003,0.2417,True
LUNG_T06,tLung,COL14A1+ matrix FBs,3,0.0,0.0,0.0,0.0,0.3333,False
LUNG_T06,tLung,Cytotoxic CD8+ T,84,0.0357,0.0,0.0119,0.0119,0.0,True
LUNG_T06,tLung,Exhausted CD8+ T,86,0.1744,0.0,0.0116,0.0,0.0,True
LUNG_T06,tLung,Exhausted Tfh,10,0.1,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,Follicular B cells,472,0.1441,0.0042,0.0042,0.0021,0.0,True
LUNG_T06,tLung,GC B cells in the DZ,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,Lymphatic ECs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,MALT B cells,27,0.1481,0.0,0.037,0.0,0.0,False
LUNG_T06,tLung,MAST,94,0.4468,0.0,0.0319,0.0213,0.0,True
LUNG_T06,tLung,Monocytes,24,0.4583,0.75,0.625,0.0,0.0,False
LUNG_T06,tLung,Myofibroblasts,62,0.0645,0.0323,0.1452,0.0,0.129,True
LUNG_T06,tLung,NK,30,0.3667,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,Naive CD4+ T,130,0.1462,0.0077,0.0154,0.0077,0.0,True
LUNG_T06,tLung,Naive CD8+ T,9,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,Pericytes,4,0.0,0.0,0.0,0.0,0.25,False
LUNG_T06,tLung,Plasma cells,5,0.0,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,Pleural Mac,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,Smooth muscle cells,32,0.0625,0.0312,0.0312,0.0,0.1562,False
LUNG_T06,tLung,Tip-like ECs,13,0.0,0.0,0.2308,0.0,0.0,False
LUNG_T06,tLung,Treg,137,0.0219,0.0,0.0219,0.0073,0.0073,True
LUNG_T06,tLung,Tumor ECs,37,0.0541,0.0,0.5405,0.0,0.0541,False
LUNG_T06,tLung,mo-Mac,214,0.0327,0.1495,0.4159,0.0467,0.0047,True
LUNG_T06,tLung,pDCs,5,0.8,0.0,0.0,0.0,0.0,False
LUNG_T06,tLung,tS1,40,0.3,0.0,0.175,0.05,0.375,False
LUNG_T06,tLung,tS2,55,0.5455,0.1455,0.4364,0.0909,0.5273,True
LUNG_T06,tLung,tS3,5,0.4,0.0,0.0,0.2,0.2,False
LUNG_T08,tLung,Activated DCs,16,0.375,0.0625,0.125,0.0,0.0,False
LUNG_T08,tLung,CD141+ DCs,3,0.3333,0.0,0.3333,0.0,0.0,False
LUNG_T08,tLung,CD163+CD14+ DCs,48,0.375,0.2917,0.625,0.0208,0.0,False
LUNG_T08,tLung,CD1c+ DCs,5,1.0,1.0,0.4,0.0,0.0,False
LUNG_T08,tLung,CD207+CD1a+ LCs,6,0.1667,0.0,0.0,0.0,0.0,False
LUNG_T08,tLung,CD4+ Th,42,0.1667,0.0,0.0,0.0,0.0238,False
LUNG_T08,tLung,CD8 low T,65,0.1538,0.0,0.0,0.0,0.0,True
LUNG_T08,tLung,CD8+/CD4+ Mixed Th,734,0.1935,0.0027,0.0041,0.0027,0.0014,True
LUNG_T08,tLung,COL13A1+ matrix FBs,175,0.04,0.0057,0.1257,0.0057,0.2057,True
LUNG_T08,tLung,COL14A1+ matrix FBs,3,0.0,0.0,0.3333,0.0,0.0,False
LUNG_T08,tLung,Cytotoxic CD8+ T,4,0.0,0.0,0.0,0.0,0.0,False
LUNG_T08,tLung,Exhausted CD8+ T,60,0.2167,0.0,0.0,0.0,0.0167,True
LUNG_T08,tLung,Exhausted Tfh,2,0.5,0.0,0.0,0.0,0.0,False
LUNG_T08,tLung,Follicular B cells,730,0.1863,0.0,0.0055,0.0014,0.0,True
LUNG_T08,tLung,GC B cells in the DZ,3,0.0,0.0,0.3333,0.0,0.0,False
LUNG_T08,tLung,GC B cells in the LZ,2,0.0,0.0,0.5,0.0,0.0,False
LUNG_T08,tLung,Lymphatic ECs,4,0.0,0.0,0.0,0.25,0.0,False
LUNG_T08,tLung,MALT B cells,216,0.3009,0.0046,0.0231,0.0,0.0,True
LUNG_T08,tLung,MAST,91,0.1429,0.022,0.0,0.022,0.0,True
LUNG_T08,tLung,Monocytes,13,0.6154,1.0,0.5385,0.0769,0.0,False
LUNG_T08,tLung,NK,14,0.3571,0.0,0.0,0.0,0.0,False
LUNG_T08,tLung,Naive CD4+ T,482,0.1037,0.0021,0.0041,0.0021,0.0,True
LUNG_T08,tLung,Naive CD8+ T,33,0.1818,0.0303,0.0,0.0,0.0,False
LUNG_T08,tLung,Pericytes,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T08,tLung,Plasma cells,29,0.0,0.0,0.0,0.0,0.0,False
LUNG_T08,tLung,Smooth muscle cells,10,0.0,0.0,0.0,0.0,0.1,False
LUNG_T08,tLung,Stalk-like ECs,1,0.0,0.0,1.0,0.0,0.0,False
LUNG_T08,tLung,Treg,202,0.0693,0.0,0.0149,0.0,0.0,True
LUNG_T08,tLung,Tumor ECs,7,0.1429,0.0,0.2857,0.0,0.0,False
LUNG_T08,tLung,mo-Mac,142,0.1268,0.2183,0.4859,0.0845,0.007,True
LUNG_T08,tLung,pDCs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T08,tLung,tS1,33,0.303,0.0303,0.0,0.1818,0.3333,False
LUNG_T08,tLung,tS2,8,0.375,0.0,0.5,0.125,0.75,False
LUNG_T08,tLung,tS3,1,0.0,0.0,1.0,0.0,0.0,False
LUNG_T09,tLung,Activated DCs,15,0.5333,0.1333,0.0,0.0,0.0,False
LUNG_T09,tLung,Alveolar Mac,34,0.3529,0.4706,0.6765,0.0294,0.0,False
LUNG_T09,tLung,CD141+ DCs,18,0.3333,0.0,0.0556,0.0556,0.0,False
LUNG_T09,tLung,CD163+CD14+ DCs,62,0.629,0.7097,0.8065,0.0161,0.0,True
LUNG_T09,tLung,CD1c+ DCs,46,0.8478,0.3261,0.7826,0.0435,0.0,False
LUNG_T09,tLung,CD207+CD1a+ LCs,1,1.0,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,CD4+ Th,435,0.1563,0.0023,0.0253,0.0023,0.0023,True
LUNG_T09,tLung,CD8 low T,127,0.1339,0.0,0.0,0.0,0.0,True
LUNG_T09,tLung,CD8+/CD4+ Mixed Th,3,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,COL13A1+ matrix FBs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,Cytotoxic CD8+ T,93,0.0968,0.0,0.0,0.0,0.0,True
LUNG_T09,tLung,EPCs,2,0.5,0.5,1.0,0.5,0.0,False
LUNG_T09,tLung,Exhausted CD8+ T,640,0.0953,0.0047,0.0078,0.0,0.0,True
LUNG_T09,tLung,Exhausted Tfh,19,0.2632,0.0,0.1053,0.0,0.0,False
LUNG_T09,tLung,Follicular B cells,71,0.2394,0.0141,0.0141,0.0,0.0,True
LUNG_T09,tLung,GC B cells in the DZ,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,Lymphatic ECs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,MALT B cells,49,0.1224,0.0,0.0408,0.0,0.0,False
LUNG_T09,tLung,MAST,56,0.5714,0.0,0.0,0.0357,0.0,True
LUNG_T09,tLung,Monocytes,95,0.5158,0.5789,0.4211,0.0211,0.0,True
LUNG_T09,tLung,Myofibroblasts,6,0.0,0.0,0.0,0.0,0.1667,False
LUNG_T09,tLung,NK,78,0.4487,0.0128,0.0,0.0,0.0,True
LUNG_T09,tLung,Naive CD4+ T,62,0.1613,0.0,0.0,0.0,0.0,True
LUNG_T09,tLung,Naive CD8+ T,26,0.0385,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,Pericytes,10,0.1,0.0,0.0,0.0,0.1,False
LUNG_T09,tLung,Plasma cells,20,0.0,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,Pleural Mac,4,0.25,0.0,0.25,0.0,0.0,False
LUNG_T09,tLung,Smooth muscle cells,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,Tip-like ECs,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T09,tLung,Treg,99,0.0707,0.0101,0.0202,0.0,0.0101,True
LUNG_T09,tLung,Tumor ECs,23,0.0,0.0,0.4783,0.0,0.0435,False
LUNG_T09,tLung,mo-Mac,1115,0.1587,0.2117,0.4233,0.0709,0.0,True
LUNG_T09,tLung,pDCs,21,0.5714,0.0,0.0952,0.0,0.0,False
LUNG_T09,tLung,tS1,5,0.2,0.0,0.4,0.0,0.2,False
LUNG_T18,tLung,Activated DCs,7,0.1429,0.0,0.1429,0.0,0.0,False
LUNG_T18,tLung,Alveolar Mac,12,0.0,0.3333,0.4167,0.0,0.0,False
LUNG_T18,tLung,CD141+ DCs,6,0.0,0.0,0.1667,0.0,0.0,False
LUNG_T18,tLung,CD163+CD14+ DCs,51,0.4314,0.549,0.7843,0.0784,0.0196,True
LUNG_T18,tLung,CD1c+ DCs,18,0.1667,0.0556,0.5,0.0,0.0,False
LUNG_T18,tLung,CD207+CD1a+ LCs,5,0.2,0.0,0.0,0.0,0.0,False
LUNG_T18,tLung,CD4+ Th,228,0.114,0.0,0.0263,0.0,0.0044,True
LUNG_T18,tLung,CD8 low T,59,0.0847,0.0,0.0,0.0,0.0,True
LUNG_T18,tLung,COL13A1+ matrix FBs,16,0.0625,0.0,0.0,0.0,0.1875,False
LUNG_T18,tLung,Cytotoxic CD8+ T,33,0.1212,0.0,0.0303,0.0,0.0,False
LUNG_T18,tLung,Exhausted CD8+ T,127,0.0709,0.0,0.0157,0.0,0.0079,True
LUNG_T18,tLung,Exhausted Tfh,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T18,tLung,Follicular B cells,243,0.3128,0.0,0.0041,0.0,0.0041,True
LUNG_T18,tLung,Lymphatic ECs,3,0.0,0.0,0.0,0.0,0.0,False
LUNG_T18,tLung,MALT B cells,22,0.0909,0.0455,0.0909,0.0,0.0909,False
LUNG_T18,tLung,MAST,87,0.4943,0.023,0.0115,0.023,0.0,True
LUNG_T18,tLung,Monocytes,21,0.3333,0.5238,0.5714,0.0,0.0,False
LUNG_T18,tLung,Myofibroblasts,123,0.065,0.0163,0.0488,0.0,0.1138,True
LUNG_T18,tLung,NK,29,0.2069,0.0345,0.0,0.0,0.0,False
LUNG_T18,tLung,Naive CD4+ T,112,0.0625,0.0,0.0089,0.0,0.0089,True
LUNG_T18,tLung,Naive CD8+ T,25,0.04,0.0,0.0,0.0,0.04,False
LUNG_T18,tLung,Pericytes,7,0.0,0.0,0.0,0.0,0.1429,False
LUNG_T18,tLung,Plasma cells,5,0.0,0.0,0.0,0.0,0.2,False
LUNG_T18,tLung,Pleural Mac,6,0.0,0.3333,0.1667,0.1667,0.0,False
LUNG_T18,tLung,Smooth muscle cells,19,0.0,0.0,0.0526,0.0,0.0526,False
LUNG_T18,tLung,Stalk-like ECs,1,0.0,0.0,1.0,0.0,0.0,False
LUNG_T18,tLung,Treg,214,0.0234,0.0,0.014,0.0,0.0187,True
LUNG_T18,tLung,Tumor ECs,13,0.0,0.0,0.1538,0.0,0.0,False
LUNG_T18,tLung,mo-Mac,761,0.1156,0.1866,0.5046,0.0355,0.021,True
LUNG_T18,tLung,pDCs,7,0.2857,0.0,0.0,0.0,0.0,False
LUNG_T18,tLung,tS1,47,0.0213,0.0213,0.0213,0.0,0.0,False
LUNG_T18,tLung,tS2,953,0.3725,0.1878,0.2812,0.1249,0.68,True
LUNG_T18,tLung,tS3,2,0.0,0.5,0.0,0.0,1.0,False
LUNG_T19,tLung,Activated DCs,36,0.1111,0.0278,0.0278,0.0278,0.0,False
LUNG_T19,tLung,Alveolar Mac,405,0.2198,0.3086,0.7062,0.0123,0.0,True
LUNG_T19,tLung,CD141+ DCs,15,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,CD163+CD14+ DCs,53,0.3962,0.4906,0.566,0.0755,0.0189,True
LUNG_T19,tLung,CD1c+ DCs,105,0.4476,0.3143,0.5524,0.0381,0.0,True
LUNG_T19,tLung,CD207+CD1a+ LCs,36,0.0556,0.0278,0.1111,0.0278,0.0556,False
LUNG_T19,tLung,CD4+ Th,570,0.1298,0.007,0.014,0.0105,0.0018,True
LUNG_T19,tLung,CD8 low T,50,0.08,0.0,0.04,0.0,0.0,True
LUNG_T19,tLung,COL13A1+ matrix FBs,62,0.0,0.0,0.0484,0.0,0.2258,True
LUNG_T19,tLung,COL14A1+ matrix FBs,3,0.0,0.0,0.3333,0.0,0.0,False
LUNG_T19,tLung,Cytotoxic CD8+ T,38,0.0526,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,EPCs,3,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,Exhausted CD8+ T,36,0.1667,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,Exhausted Tfh,6,0.0,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,Follicular B cells,373,0.1957,0.0054,0.0054,0.0,0.0,True
LUNG_T19,tLung,GC B cells in the DZ,8,0.0,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,GC B cells in the LZ,6,0.0,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,Lymphatic ECs,8,0.0,0.0,0.125,0.0,0.0,False
LUNG_T19,tLung,MALT B cells,24,0.2917,0.0,0.0417,0.0,0.0,False
LUNG_T19,tLung,MAST,424,0.1981,0.0,0.0071,0.0142,0.0,True
LUNG_T19,tLung,Monocytes,167,0.4671,0.7066,0.4132,0.012,0.0,True
LUNG_T19,tLung,Myofibroblasts,10,0.1,0.0,0.0,0.0,0.1,False
LUNG_T19,tLung,NK,70,0.2,0.0143,0.0,0.0143,0.0,True
LUNG_T19,tLung,Naive CD4+ T,219,0.1963,0.0091,0.0091,0.0046,0.0,True
LUNG_T19,tLung,Naive CD8+ T,26,0.0,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,Pericytes,6,0.1667,0.0,0.0,0.0,0.1667,False
LUNG_T19,tLung,Plasma cells,6,0.0,0.0,0.0,0.0,0.0,False
LUNG_T19,tLung,Pleural Mac,9,0.1111,0.1111,0.3333,0.1111,0.0,False
LUNG_T19,tLung,Smooth muscle cells,26,0.0385,0.0385,0.0,0.0,0.2692,False
LUNG_T19,tLung,Stalk-like ECs,30,0.0333,0.0333,0.4333,0.0,0.0,False
LUNG_T19,tLung,Tip-like ECs,74,0.027,0.027,0.2162,0.0,0.0946,True
LUNG_T19,tLung,Treg,192,0.0573,0.0,0.0156,0.0052,0.0,True
LUNG_T19,tLung,Tumor ECs,44,0.0227,0.0,0.3182,0.0,0.0455,False
LUNG_T19,tLung,mo-Mac,327,0.107,0.159,0.3119,0.0948,0.0031,True
LUNG_T19,tLung,pDCs,10,0.7,0.0,0.1,0.0,0.0,False
LUNG_T19,tLung,tS1,160,0.3563,0.025,0.1437,0.025,0.4062,True
LUNG_T19,tLung,tS2,25,0.44,0.0,0.36,0.0,0.6,False
LUNG_T19,tLung,tS3,37,0.4865,0.0541,0.1892,0.027,0.5135,False
LUNG_T20,tLung,Activated DCs,20,0.35,0.05,0.1,0.0,0.0,False
LUNG_T20,tLung,Alveolar Mac,77,0.3636,0.3377,0.4805,0.0,0.013,True
LUNG_T20,tLung,CD141+ DCs,6,0.5,0.0,0.1667,0.1667,0.0,False
LUNG_T20,tLung,CD163+CD14+ DCs,113,0.5487,0.8053,0.6549,0.0177,0.0177,True
LUNG_T20,tLung,CD1c+ DCs,50,0.64,0.42,0.56,0.04,0.0,True
LUNG_T20,tLung,CD207+CD1a+ LCs,3,0.0,0.0,0.3333,0.0,0.0,False
LUNG_T20,tLung,CD4+ Th,461,0.2993,0.0304,0.013,0.0022,0.0065,True
LUNG_T20,tLung,CD8 low T,132,0.3258,0.0227,0.0076,0.0,0.0,True
LUNG_T20,tLung,Cytotoxic CD8+ T,27,0.2963,0.0741,0.0,0.0,0.0,False
LUNG_T20,tLung,Exhausted CD8+ T,357,0.2689,0.0308,0.0056,0.0028,0.0084,True
LUNG_T20,tLung,Exhausted Tfh,320,0.2281,0.0563,0.0125,0.0063,0.0063,True
LUNG_T20,tLung,Follicular B cells,46,0.3478,0.0435,0.0217,0.0,0.0,False
LUNG_T20,tLung,MAST,83,0.2048,0.0361,0.012,0.0241,0.0,True
LUNG_T20,tLung,Monocytes,25,0.4,0.6,0.4,0.0,0.0,False
LUNG_T20,tLung,Myofibroblasts,13,0.1538,0.0,0.1538,0.0,0.2308,False
LUNG_T20,tLung,NK,39,0.3846,0.0,0.0,0.0,0.0256,False
LUNG_T20,tLung,Naive CD4+ T,62,0.1774,0.0323,0.0323,0.0,0.0,True
LUNG_T20,tLung,Naive CD8+ T,9,0.2222,0.1111,0.0,0.0,0.0,False
LUNG_T20,tLung,Plasma cells,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T20,tLung,Pleural Mac,2,0.5,0.0,0.0,0.0,0.0,False
LUNG_T20,tLung,Smooth muscle cells,4,0.5,0.0,0.0,0.0,0.0,False
LUNG_T20,tLung,Treg,133,0.218,0.0301,0.0075,0.0,0.0075,True
LUNG_T20,tLung,Tumor ECs,2,0.5,0.0,0.5,0.0,0.0,False
LUNG_T20,tLung,mo-Mac,557,0.3788,0.5117,0.5691,0.0215,0.0018,True
LUNG_T20,tLung,pDCs,23,0.7391,0.0,0.087,0.0,0.0,False
LUNG_T20,tLung,tS1,47,0.6383,0.1277,0.0426,0.0,0.0638,False
LUNG_T20,tLung,tS2,387,0.9767,0.8811,0.5866,0.2636,0.6615,True
LUNG_T25,tLung,Activated DCs,17,0.1765,0.0588,0.0588,0.0588,0.0,False
LUNG_T25,tLung,Alveolar Mac,6,0.1667,0.1667,0.5,0.1667,0.0,False
LUNG_T25,tLung,CD141+ DCs,4,0.5,0.0,0.5,0.0,0.0,False
LUNG_T25,tLung,CD163+CD14+ DCs,9,0.7778,0.6667,0.8889,0.0,0.0,False
LUNG_T25,tLung,CD1c+ DCs,40,0.725,0.625,0.625,0.1,0.0,False
LUNG_T25,tLung,CD207+CD1a+ LCs,3,0.6667,0.0,0.0,0.0,0.0,False
LUNG_T25,tLung,CD4+ Th,165,0.1394,0.0182,0.0121,0.0121,0.0061,True
LUNG_T25,tLung,CD8 low T,56,0.0536,0.0,0.0,0.0,0.0,True
LUNG_T25,tLung,CD8+/CD4+ Mixed Th,75,0.1733,0.0,0.0,0.0,0.0,True
LUNG_T25,tLung,COL13A1+ matrix FBs,14,0.1429,0.0,0.0714,0.0,0.2857,False
LUNG_T25,tLung,COL14A1+ matrix FBs,4,0.5,0.0,0.0,0.0,0.5,False
LUNG_T25,tLung,Cytotoxic CD8+ T,16,0.1875,0.0,0.0625,0.0625,0.0,False
LUNG_T25,tLung,Exhausted CD8+ T,31,0.0645,0.0,0.0,0.0,0.0,False
LUNG_T25,tLung,Exhausted Tfh,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T25,tLung,Follicular B cells,1312,0.2271,0.003,0.0046,0.0,0.0015,True
LUNG_T25,tLung,GC B cells in the DZ,51,0.1176,0.0392,0.0196,0.0196,0.0,True
LUNG_T25,tLung,GC B cells in the LZ,82,0.1098,0.0,0.0,0.0,0.0,True
LUNG_T25,tLung,Lymphatic ECs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T25,tLung,MALT B cells,205,0.2829,0.039,0.039,0.0,0.0,True
LUNG_T25,tLung,MAST,185,0.6649,0.0108,0.0,0.027,0.0,True
LUNG_T25,tLung,Monocytes,119,0.5882,0.8739,0.4958,0.0252,0.0084,True
LUNG_T25,tLung,Myofibroblasts,1,1.0,0.0,0.0,0.0,0.0,False
LUNG_T25,tLung,NK,19,0.6316,0.0526,0.0,0.0,0.0,False
LUNG_T25,tLung,Naive CD4+ T,532,0.1071,0.0038,0.0094,0.0038,0.0,True
LUNG_T25,tLung,Naive CD8+ T,62,0.0323,0.0161,0.0,0.0,0.0,True
LUNG_T25,tLung,Plasma cells,29,0.0,0.0,0.0,0.0,0.0,False
LUNG_T25,tLung,Pleural Mac,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T25,tLung,Stalk-like ECs,3,0.0,0.0,0.3333,0.0,0.0,False
LUNG_T25,tLung,Tip-like ECs,7,0.1429,0.0,0.1429,0.0,0.1429,False
LUNG_T25,tLung,Treg,226,0.0796,0.0044,0.0,0.0,0.0,True
LUNG_T25,tLung,Tumor ECs,19,0.1579,0.0,0.4211,0.0,0.1579,False
LUNG_T25,tLung,mo-Mac,378,0.2063,0.2328,0.5476,0.0529,0.0,True
LUNG_T25,tLung,pDCs,6,0.5,0.0,0.0,0.0,0.0,False
LUNG_T25,tLung,tS1,190,0.3158,0.0158,0.1105,0.0263,0.2526,True
LUNG_T25,tLung,tS2,25,0.76,0.0,0.2,0.04,0.44,False
LUNG_T25,tLung,tS3,8,0.25,0.0,0.0,0.0,0.125,False
LUNG_T28,tLung,Activated DCs,2,0.5,0.0,0.0,0.0,0.5,False
LUNG_T28,tLung,Alveolar Mac,28,0.1071,0.25,0.5357,0.0357,0.0,False
LUNG_T28,tLung,CD141+ DCs,5,0.0,0.2,0.0,0.0,0.0,False
LUNG_T28,tLung,CD163+CD14+ DCs,33,0.5455,0.6364,0.4848,0.0303,0.0,False
LUNG_T28,tLung,CD1c+ DCs,13,0.5385,0.2308,0.3846,0.0,0.0,False
LUNG_T28,tLung,CD4+ Th,333,0.1201,0.003,0.003,0.0,0.0,True
LUNG_T28,tLung,CD8 low T,104,0.1442,0.0,0.0096,0.0,0.0096,True
LUNG_T28,tLung,CD8+/CD4+ Mixed Th,31,0.0645,0.0,0.0323,0.0,0.0,False
LUNG_T28,tLung,COL13A1+ matrix FBs,7,0.0,0.0,0.0,0.1429,0.0,False
LUNG_T28,tLung,COL14A1+ matrix FBs,7,0.0,0.0,0.1429,0.0,0.4286,False
