donor,tissue,subtype,n_cells,det_AREG,det_EREG,det_HBEGF,det_TGFA,det_EGFR,evaluable
LUNG_T28,tLung,Cytotoxic CD8+ T,56,0.0536,0.0,0.0,0.0,0.0,True
LUNG_T28,tLung,EPCs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T28,tLung,Exhausted CD8+ T,305,0.0918,0.0066,0.0066,0.0,0.0098,True
LUNG_T28,tLung,Exhausted Tfh,10,0.2,0.0,0.0,0.0,0.0,False
LUNG_T28,tLung,Follicular B cells,236,0.2034,0.0,0.0,0.0042,0.0,True
LUNG_T28,tLung,GC B cells in the DZ,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T28,tLung,GC B cells in the LZ,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T28,tLung,Lymphatic ECs,8,0.0,0.0,0.125,0.0,0.125,False
LUNG_T28,tLung,MALT B cells,269,0.1227,0.0112,0.0112,0.0074,0.0074,True
LUNG_T28,tLung,MAST,155,0.4774,0.0323,0.0065,0.0323,0.0065,True
LUNG_T28,tLung,Mesothelial cells,14,0.0714,0.0,0.0,0.0,0.5714,False
LUNG_T28,tLung,Monocytes,80,0.425,0.6875,0.275,0.025,0.0,True
LUNG_T28,tLung,Myofibroblasts,16,0.25,0.0625,0.0,0.0,0.125,False
LUNG_T28,tLung,NK,59,0.1525,0.0169,0.0,0.0,0.0,True
LUNG_T28,tLung,Naive CD4+ T,96,0.125,0.0,0.0,0.0,0.0,True
LUNG_T28,tLung,Naive CD8+ T,3,0.0,0.0,0.0,0.0,0.0,False
LUNG_T28,tLung,Pericytes,5,0.2,0.0,0.0,0.0,0.2,False
LUNG_T28,tLung,Plasma cells,63,0.0,0.0317,0.0,0.0,0.0,True
LUNG_T28,tLung,Smooth muscle cells,7,0.1429,0.0,0.0,0.0,0.0,False
LUNG_T28,tLung,Stalk-like ECs,1,0.0,0.0,1.0,0.0,0.0,False
LUNG_T28,tLung,Tip-like ECs,5,0.0,0.0,0.0,0.0,0.0,False
LUNG_T28,tLung,Treg,140,0.0786,0.0,0.0143,0.0,0.0,True
LUNG_T28,tLung,Tumor ECs,14,0.0,0.0,0.1429,0.0,0.0714,False
LUNG_T28,tLung,mo-Mac,815,0.1239,0.3374,0.2147,0.0135,0.0049,True
LUNG_T28,tLung,pDCs,10,0.3,0.0,0.0,0.0,0.0,False
LUNG_T28,tLung,tS1,44,0.1818,0.0682,0.0227,0.0,0.1136,False
LUNG_T28,tLung,tS2,940,0.5181,0.2851,0.0681,0.1468,0.4202,True
LUNG_T30,tLung,Activated DCs,19,0.1579,0.0,0.0526,0.0526,0.0,False
LUNG_T30,tLung,Alveolar Mac,644,0.2314,0.104,0.7174,0.0155,0.0062,True
LUNG_T30,tLung,CD141+ DCs,16,0.375,0.0,0.25,0.0,0.0,False
LUNG_T30,tLung,CD163+CD14+ DCs,18,0.4444,0.1667,0.4444,0.0,0.0,False
LUNG_T30,tLung,CD1c+ DCs,131,0.6183,0.3588,0.5649,0.0382,0.0,True
LUNG_T30,tLung,CD207+CD1a+ LCs,10,0.3,0.0,0.1,0.2,0.0,False
LUNG_T30,tLung,CD4+ Th,475,0.1874,0.0021,0.0168,0.0,0.0021,True
LUNG_T30,tLung,CD8 low T,50,0.06,0.0,0.0,0.0,0.02,True
LUNG_T30,tLung,CD8+/CD4+ Mixed Th,10,0.4,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,COL13A1+ matrix FBs,59,0.0508,0.0,0.2373,0.0,0.0847,True
LUNG_T30,tLung,COL14A1+ matrix FBs,6,0.0,0.0,0.0,0.0,0.3333,False
LUNG_T30,tLung,Cytotoxic CD8+ T,35,0.1714,0.0,0.0571,0.0,0.0,False
LUNG_T30,tLung,EPCs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,Exhausted CD8+ T,35,0.1429,0.0,0.0286,0.0,0.0,False
LUNG_T30,tLung,Exhausted Tfh,3,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,Follicular B cells,48,0.1042,0.0,0.0208,0.0,0.0,False
LUNG_T30,tLung,Lymphatic ECs,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,MALT B cells,55,0.2,0.0182,0.0909,0.0,0.0,True
LUNG_T30,tLung,MAST,478,0.0732,0.0021,0.0063,0.0146,0.0,True
LUNG_T30,tLung,Monocytes,47,0.4255,0.4681,0.5532,0.0851,0.0,False
LUNG_T30,tLung,NK,145,0.3517,0.0069,0.0069,0.0,0.0,True
LUNG_T30,tLung,Naive CD4+ T,19,0.2105,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,Naive CD8+ T,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,Pericytes,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,Plasma cells,13,0.0,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,Pleural Mac,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,Smooth muscle cells,3,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,Stalk-like ECs,55,0.1091,0.0,0.2364,0.0,0.0364,True
LUNG_T30,tLung,Tip-like ECs,60,0.1333,0.0,0.3,0.0,0.0,True
LUNG_T30,tLung,Treg,114,0.1228,0.0,0.0526,0.0,0.0,True
LUNG_T30,tLung,Tumor ECs,27,0.037,0.0,0.1852,0.037,0.0,False
LUNG_T30,tLung,mo-Mac,50,0.16,0.02,0.1,0.02,0.0,True
LUNG_T30,tLung,pDCs,22,0.7727,0.0,0.0,0.0,0.0,False
LUNG_T30,tLung,tS1,766,0.7546,0.0091,0.3734,0.0326,0.2167,True
LUNG_T30,tLung,tS2,8,0.75,0.0,0.875,0.125,0.125,False
LUNG_T30,tLung,tS3,10,0.5,0.0,0.2,0.0,0.1,False
LUNG_T31,tLung,Activated DCs,8,0.25,0.0,0.0,0.0,0.0,False
LUNG_T31,tLung,Alveolar Mac,16,0.0625,0.25,1.0,0.0625,0.0625,False
LUNG_T31,tLung,CD141+ DCs,11,0.2727,0.0,0.0909,0.0,0.0,False
LUNG_T31,tLung,CD163+CD14+ DCs,17,0.1765,0.4118,0.5294,0.0588,0.0,False
LUNG_T31,tLung,CD1c+ DCs,50,0.66,0.36,0.5,0.06,0.0,True
LUNG_T31,tLung,CD4+ Th,181,0.116,0.0,0.0166,0.0,0.0,True
LUNG_T31,tLung,CD8 low T,40,0.075,0.0,0.025,0.0,0.025,False
LUNG_T31,tLung,CD8+/CD4+ Mixed Th,1607,0.1238,0.0025,0.0118,0.0031,0.0031,True
LUNG_T31,tLung,COL13A1+ matrix FBs,27,0.0,0.0,0.0741,0.0,0.1111,False
LUNG_T31,tLung,COL14A1+ matrix FBs,361,0.0416,0.0083,0.2188,0.0,0.2078,True
LUNG_T31,tLung,Cytotoxic CD8+ T,24,0.0833,0.0,0.0,0.0,0.0,False
LUNG_T31,tLung,EPCs,2,0.0,0.0,0.5,0.0,0.0,False
LUNG_T31,tLung,Exhausted CD8+ T,70,0.0857,0.0,0.0,0.0,0.0,True
LUNG_T31,tLung,Exhausted Tfh,8,0.125,0.0,0.0,0.0,0.0,False
LUNG_T31,tLung,Follicular B cells,28,0.1071,0.0357,0.0,0.0,0.0,False
LUNG_T31,tLung,GC B cells in the DZ,2,0.0,0.0,0.0,0.0,0.0,False
LUNG_T31,tLung,Lymphatic ECs,42,0.0238,0.0,0.1429,0.0476,0.0,False
LUNG_T31,tLung,MALT B cells,244,0.2418,0.0041,0.0533,0.0123,0.0164,True
LUNG_T31,tLung,MAST,117,0.3419,0.0,0.0171,0.0085,0.0,True
LUNG_T31,tLung,Mesothelial cells,7,0.2857,0.0,0.5714,0.0,0.7143,False
LUNG_T31,tLung,Monocytes,32,0.6562,0.8125,0.4688,0.0,0.0,False
LUNG_T31,tLung,Myofibroblasts,10,0.2,0.0,0.2,0.2,0.2,False
LUNG_T31,tLung,NK,209,0.244,0.0,0.0144,0.0048,0.0,True
LUNG_T31,tLung,Naive CD4+ T,29,0.1379,0.0345,0.0345,0.0,0.0345,False
LUNG_T31,tLung,Naive CD8+ T,8,0.0,0.0,0.0,0.0,0.0,False
LUNG_T31,tLung,Pericytes,7,0.0,0.0,0.0,0.0,0.2857,False
LUNG_T31,tLung,Plasma cells,142,0.0352,0.0,0.0,0.0,0.0,True
LUNG_T31,tLung,Pleural Mac,2,0.0,0.0,0.0,0.0,0.5,False
LUNG_T31,tLung,Smooth muscle cells,34,0.1765,0.0294,0.0882,0.0,0.0882,False
LUNG_T31,tLung,Stalk-like ECs,6,0.0,0.0,0.8333,0.0,0.0,False
LUNG_T31,tLung,Tip-like ECs,5,0.0,0.0,0.0,0.0,0.0,False
LUNG_T31,tLung,Treg,129,0.0543,0.0,0.0388,0.0,0.0,True
LUNG_T31,tLung,Tumor ECs,80,0.0125,0.0,0.3125,0.0,0.025,True
LUNG_T31,tLung,mo-Mac,213,0.2535,0.1878,0.5352,0.0423,0.0,True
LUNG_T31,tLung,pDCs,10,0.8,0.0,0.0,0.0,0.0,False
LUNG_T31,tLung,tS1,45,0.3556,0.0,0.1778,0.0,0.0667,False
LUNG_T31,tLung,tS2,136,0.4853,0.0368,0.4044,0.5221,0.625,True
LUNG_T31,tLung,tS3,1,1.0,0.0,1.0,1.0,1.0,False
LUNG_T34,tLung,Activated DCs,3,0.0,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Alveolar Mac,92,0.4022,0.3913,0.8043,0.0217,0.0435,True
LUNG_T34,tLung,CD141+ DCs,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,CD163+CD14+ DCs,38,0.5789,0.3421,0.6053,0.0526,0.0263,False
LUNG_T34,tLung,CD1c+ DCs,14,0.7143,0.4286,0.6429,0.0714,0.0,False
LUNG_T34,tLung,CD207+CD1a+ LCs,20,0.25,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,CD4+ Th,119,0.2521,0.0252,0.0084,0.0,0.0168,True
LUNG_T34,tLung,CD8 low T,14,0.2143,0.0714,0.0,0.0,0.0,False
LUNG_T34,tLung,COL13A1+ matrix FBs,11,0.0909,0.0,0.0909,0.0,0.0909,False
LUNG_T34,tLung,COL14A1+ matrix FBs,3,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Cytotoxic CD8+ T,8,0.125,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Exhausted CD8+ T,15,0.2,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Exhausted Tfh,4,0.0,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Follicular B cells,21,0.2381,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Lymphatic ECs,3,0.0,0.0,0.3333,0.0,0.0,False
LUNG_T34,tLung,MALT B cells,15,0.3333,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,MAST,39,0.3846,0.0513,0.0256,0.0,0.0,False
LUNG_T34,tLung,Monocytes,16,0.375,0.8125,0.125,0.0,0.0,False
LUNG_T34,tLung,Myofibroblasts,4,0.0,0.0,0.75,0.0,0.0,False
LUNG_T34,tLung,NK,47,0.3617,0.0,0.0,0.0,0.0213,False
LUNG_T34,tLung,Naive CD8+ T,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Pericytes,4,0.5,0.0,0.0,0.0,0.5,False
LUNG_T34,tLung,Plasma cells,1,1.0,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Pleural Mac,1,0.0,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Smooth muscle cells,3,0.0,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Stalk-like ECs,6,0.1667,0.0,0.6667,0.0,0.0,False
LUNG_T34,tLung,Tip-like ECs,2,0.5,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,Treg,22,0.1364,0.0455,0.0,0.0,0.0,False
LUNG_T34,tLung,Tumor ECs,8,0.25,0.0,0.25,0.0,0.0,False
LUNG_T34,tLung,mo-Mac,106,0.3868,0.2547,0.3774,0.0189,0.0,True
LUNG_T34,tLung,pDCs,1,1.0,0.0,0.0,0.0,0.0,False
LUNG_T34,tLung,tS1,1893,0.8891,0.4828,0.3434,0.0856,0.3582,True
LUNG_T34,tLung,tS2,481,0.9647,0.7152,0.5489,0.2869,0.5655,True
