config,cell_floor,prior_count,view,resource,family,ligand,receptor,source,source_label,target,target_label,case,reference,biological_role,patient,case_score,reference_score,paired_difference,ligand_difference,receptor_difference
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,AIS,normal,resource_RNA_compatibility_only,17,5.341212113474844,5.417510388033765,-0.07629827455892091,0.07124103865881981,-0.22383758777665985
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,AIS,normal,resource_RNA_compatibility_only,19,5.328713859699285,5.903682562953015,-0.5749687032537301,-0.6857222420248492,-0.46421516448261
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,AIS,normal,resource_RNA_compatibility_only,21,5.694736976676595,6.0093043117245095,-0.3145673350479141,-0.22827309628838943,-0.4008615738074397
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,AIS,normal,resource_RNA_compatibility_only,22,5.740697199291475,6.113016297177805,-0.3723190978863302,-0.6643187540300106,-0.08031944174264982
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,AIS,normal,resource_RNA_compatibility_only,23,6.411633604930855,6.58491113857123,-0.17327753364037513,-0.4381910926309498,0.09163602535019955
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,MIA,normal,resource_RNA_compatibility_only,10,5.35141398095454,5.802892334662095,-0.4514783537075555,0.9609867639077097,-1.8639434713228207
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,MIA,normal,resource_RNA_compatibility_only,13,5.41118962064202,6.353607811920575,-0.9424181912785556,-1.1991077547963798,-0.6857286277607306
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,MIA,normal,resource_RNA_compatibility_only,15,5.750357103724575,6.49215697553533,-0.7417998718107555,-1.3954682289574203,-0.08813151466409064
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,MIA,normal,resource_RNA_compatibility_only,18,5.97707271253811,5.758349003531735,0.21872370900637517,0.8585540083494196,-0.4211065903366693
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,3,6.397203279461335,5.1920862349021295,1.2051170445592057,2.92092482651794,-0.5106907373995293
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,4,5.10268612669383,5.077628740172315,0.02505738652151468,0.27041356319239007,-0.2202987901493607
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,5,3.77946584094918,6.119110923674315,-2.3396450827251347,-3.43153876746982,-1.2477513979804495
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,6,5.106792967962685,6.2438961697863355,-1.1371032018236509,-1.36119940451136,-0.9130069991359404
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,7,6.01077979552784,6.803118120495254,-0.7923383249674139,-0.8140202575053896,-0.7706563924294398
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,9,5.556526630516715,5.687666180274036,-0.13113954975732067,0.1788646373136098,-0.44114373682825025
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,10,5.044337129157385,5.802892334662095,-0.7585552055047105,-0.038738078211250304,-1.4783723327981706
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,11,4.284429004331855,5.135931511300409,-0.8515025069685542,-1.4673104979696094,-0.23569451596750035
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,12,5.6982084927235555,5.90854920100076,-0.2103407082772044,-0.1598145544770695,-0.2608668620773402
unc20_pooled,50,1.0,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,LUAD,normal,resource_RNA_compatibility_only,13,4.49806047945108,6.353607811920575,-1.855547332469495,-2.5619293336246396,-1.1491653313143502
