"NGenes","Correlation","Direction","PValue","FDR","set","config","comp","label","cell_floor","case","reference","correlation_setting","n_patients","assayed_fraction","FDR_global"
30,0.01,"Up",0.543187573608116,0.543187573608116,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"MIA","normal","fixed001",4,0.976190476190476,0.601386242208986
188,0.01,"Up",0.208994383259903,0.313491574889854,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"MIA","normal","fixed001",4,0.98,0.28033381216112
186,0.249620216704638,"Up",0.39801588999244,0.477619067990928,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","estimated",22,0.98,0.584454912146794
164,0.0653615604766937,"Up",0.0275289006895811,0.0825867020687433,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","estimated",22,0.99,0.208545066835373
73,0.078106242149347,"Up",0.0223573919140867,0.0825867020687433,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","estimated",22,0.988505747126437,0.208545066835373
53,0.107888537939929,"Down",0.926075940252075,0.926075940252075,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","estimated",22,0.981481481481481,0.942975136242076
36,0.0120299695005236,"Down",0.284484689251083,0.426727033876625,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","estimated",22,0.976190476190476,0.498384339039663
235,0.0565275027150773,"Up",0.141282949265009,0.282565898530017,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","estimated",22,0.98,0.365564624585219
186,0.01,"Up",0.000464367469952547,0.000928734939905095,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","fixed001",22,0.98,0.00167398736227567
164,0.01,"Up",6.58215747146618e-07,3.94929448287971e-06,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","fixed001",22,0.99,6.66466488049075e-06
73,0.01,"Up",1.36072425423298e-06,4.08217276269895e-06,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","fixed001",22,0.988505747126437,1.18638145915938e-05
53,0.01,"Down",0.844918230677596,0.844918230677596,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","fixed001",22,0.981481481481481,0.86348786212106
36,0.01,"Down",0.25983934929394,0.311807219152728,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","fixed001",22,0.976190476190476,0.333446837895457
235,0.01,"Up",0.00164832781361611,0.00247249172042416,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal","fixed001",22,0.98,0.00455330158414746
188,0.203186455157162,"Up",0.282661506144729,0.536461194152113,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","estimated",8,0.98,0.498384339039663
165,0.0250778147268086,"Up",0.00677946823148466,0.040676809388908,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","estimated",8,0.99,0.208545066835373
75,0.0405544712955854,"Up",0.0157672993082165,0.0473018979246496,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","estimated",8,0.988505747126437,0.208545066835373
53,0.076578259438315,"Down",0.993721692315751,0.993721692315751,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","estimated",8,0.981481481481481,0.993721692315751
37,0.0235000464828471,"Down",0.362251939977591,0.536461194152113,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","estimated",8,0.976190476190476,0.552285744555999
230,0.096243241957766,"Up",0.447050995126761,0.536461194152113,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","estimated",8,0.98,0.605471978836729
188,0.01,"Up",1.89191473155692e-05,3.78382946311384e-05,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","fixed001",8,0.98,9.59716745644329e-05
165,0.01,"Up",1.37633170604232e-07,8.25799023625393e-07,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","fixed001",8,0.99,1.91998272992904e-06
75,0.01,"Up",1.62064146313224e-06,4.86192438939673e-06,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","fixed001",8,0.988505747126437,1.30890597098252e-05
53,0.01,"Down",0.988233759014869,0.988233759014869,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","fixed001",8,0.981481481481481,0.988233759014869
37,0.01,"Down",0.25636819898688,0.307641838784256,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","fixed001",8,0.976190476190476,0.33114225702472
230,0.01,"Up",0.0335048221830141,0.0502572332745211,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH","fixed001",8,0.98,0.059906186896854
179,0.216878949353741,"Up",0.0170140283618311,0.0588160951246039,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","estimated",11,0.98,0.208545066835373
148,0.134680944630876,"Up",0.0257578727210035,0.0588160951246039,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","estimated",11,0.99,0.208545066835373
71,0.13713322024201,"Up",0.0294080475623019,0.0588160951246039,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","estimated",11,0.988505747126437,0.208545066835373
53,0.0803649189169307,"Up",0.230323426824222,0.276388112189067,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","estimated",11,0.981481481481481,0.447725443867285
34,0.0113692113646433,"Down",0.720413729483678,0.720413729483678,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","estimated",11,0.976190476190476,0.782083387260491
223,0.0394398754318804,"Up",0.065355985558763,0.0980339783381446,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","estimated",11,0.98,0.272017225798108
179,0.01,"Up",7.19163764045526e-27,4.31498258427316e-26,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","fixed001",11,0.98,2.00646690168702e-24
148,0.01,"Up",3.87680638526491e-14,1.16304191557947e-13,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","fixed001",11,0.99,2.16325796297782e-12
71,0.01,"Up",2.53504950974283e-10,5.07009901948565e-10,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","fixed001",11,0.988505747126437,6.42980739289317e-09
53,0.01,"Up",0.018520614028615,0.022224736834338,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","fixed001",11,0.981481481481481,0.0349138602296188
34,0.01,"Down",0.708137927619967,0.708137927619967,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","fixed001",11,0.976190476190476,0.742746172202898
223,0.01,"Up",0.000326280149371756,0.000489420224057634,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS","fixed001",11,0.98,0.001300459452496
172,0.199887252163836,"Up",0.357387149183439,0.490986362752871,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","estimated",4,0.98,0.548628862333942
132,0.0224326147272633,"Up",0.030707457536697,0.0999482727969792,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","estimated",4,0.99,0.208545066835373
67,0.036516198363623,"Up",0.0333160909323264,0.0999482727969792,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","estimated",4,0.988505747126437,0.208545066835373
52,0.0412613732996628,"Up",0.409155302294059,0.490986362752871,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","estimated",4,0.981481481481481,0.591473209015764
32,0.0338679787045836,"Down",0.707714965615126,0.707714965615126,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","estimated",4,0.976190476190476,0.77129873205711
211,0.0736812425208989,"Up",0.301440943707542,0.490986362752871,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","estimated",4,0.98,0.502954065857653
172,0.01,"Up",9.75740219843262e-05,0.000195148043968652,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","fixed001",4,0.98,0.000432113525930587
132,0.01,"Up",4.82119023694914e-07,1.44635707108474e-06,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","fixed001",4,0.99,5.60463365045338e-06
67,0.01,"Up",8.63240383575947e-08,5.17944230145568e-07,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","fixed001",4,0.988505747126437,1.26760035272468e-06
52,0.01,"Up",0.170376893730308,0.204452272476369,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","fixed001",4,0.981481481481481,0.236493300252516
32,0.01,"Down",0.606053998116592,0.606053998116592,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","fixed001",4,0.976190476190476,0.663094374409919
211,0.01,"Up",0.0042030813992258,0.00630462209883871,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA","fixed001",4,0.98,0.0101091354343448
183,0.239151383770897,"Down",0.462577915877536,0.602743139090648,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","estimated",8,0.98,0.625727803220235
156,0.106660501184988,"Down",0.390038588005982,0.602743139090648,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","estimated",8,0.99,0.574782432645405
72,0.11308610794709,"Down",0.3354271730488,0.602743139090648,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","estimated",8,0.988505747126437,0.525717588528408
53,0.0209724453337492,"Down",0.48792438858641,0.602743139090648,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","estimated",8,0.981481481481481,0.643295856617666
36,0.0133887653243166,"Down",0.502285949242206,0.602743139090648,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","estimated",8,0.976190476190476,0.647297331631861
221,0.0317464509452144,"Up",0.635738890183661,0.635738890183661,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","estimated",8,0.98,0.740181707856691
183,0.01,"Down",0.0020760064293709,0.0124560385762254,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","fixed001",8,0.98,0.00563981746645761
156,0.01,"Down",0.0165397354375759,0.0353024562875852,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","fixed001",8,0.99,0.0329725296743974
72,0.01,"Down",0.0176512281437926,0.0353024562875852,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","fixed001",8,0.988505747126437,0.0348745477265236
53,0.01,"Down",0.390815962082677,0.460789530334146,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","fixed001",8,0.981481481481481,0.475395535966241
36,0.01,"Down",0.460789530334146,0.460789530334146,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","fixed001",8,0.976190476190476,0.534581448003315
221,0.01,"Up",0.435064251679423,0.460789530334146,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AAH","normal","fixed001",8,0.98,0.513880239302507
181,0.141596809120811,"Down",0.137637563216322,0.297067856941474,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","estimated",11,0.98,0.347631056047219
150,0.0631492408412904,"Down",0.148533928470737,0.297067856941474,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","estimated",11,0.99,0.347631056047219
70,0.0550852461745199,"Down",0.430466774319045,0.516560129182854,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","estimated",11,0.988505747126437,0.608455408626628
53,0.021393645663796,"Down",0.0951271494787266,0.297067856941474,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","estimated",11,0.981481481481481,0.296093276220478
34,-0.00175104194615562,"Down",0.343303708027623,0.514955562041434,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","estimated",11,0.976190476190476,0.535488080464139
220,0.051794958240716,"Up",0.685487187089474,0.685487187089474,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","estimated",11,0.98,0.76530418832592
181,0.01,"Down",7.4663240547909e-07,4.47979443287454e-06,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","fixed001",11,0.98,7.85168271568333e-06
150,0.01,"Down",0.00140378281089918,0.00421134843269754,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","fixed001",11,0.99,0.00427694576030965
70,0.01,"Down",0.16663669400414,0.24995504100621,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","fixed001",11,0.988505747126437,0.2382612379182
53,0.01,"Down",0.0298885565885558,0.0597771131771116,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","fixed001",11,0.981481481481481,0.0560002266003895
34,0.01,"Down",0.388215130040431,0.413097909069685,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","fixed001",11,0.976190476190476,0.474000495854609
220,0.01,"Up",0.413097909069685,0.413097909069685,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"AIS","normal","fixed001",11,0.98,0.49510999395852
157,0.427587069321334,"Down",0.627021661929208,0.642193909612413,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","estimated",4,0.98,0.732648966985383
108,0.16532800995752,"Down",0.552410624875489,0.642193909612413,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","estimated",4,0.99,0.673286397624246
54,0.0947593692965836,"Down",0.642193909612413,0.642193909612413,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","estimated",4,0.988505747126437,0.742413291421681
50,0.1564691921134,"Down",0.442784732514221,0.642193909612413,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","estimated",4,0.981481481481481,0.616871037605282
30,-0.00993186876087169,"Up",0.539595553873644,0.642193909612413,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","estimated",4,0.976190476190476,0.671405154819877
188,0.0350781178869753,"Up",0.494406079810115,0.642193909612413,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","estimated",4,0.98,0.644750423597031
157,0.01,"Down",0.00568963129609633,0.034137787776578,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","fixed001",4,0.98,0.0137394059446474
108,0.01,"Down",0.0455516373787395,0.091103274757479,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","fixed001",4,0.99,0.079837816050909
54,0.01,"Down",0.307740267343184,0.36928832081182,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","fixed001",4,0.988505747126437,0.388850105247589
50,0.01,"Down",0.0337106499742153,0.091103274757479,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","fixed001",4,0.981481481481481,0.0620885417604191
30,0.01,"Up",0.543187573608116,0.543187573608116,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","fixed001",4,0.976190476190476,0.606435441767965
188,0.01,"Up",0.208994383259903,0.313491574889854,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"MIA","normal","fixed001",4,0.98,0.287477506087461
186,0.249620216704638,"Up",0.39801588999244,0.477619067990928,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","estimated",22,0.98,0.581852825728859
164,0.0653615604766937,"Up",0.0275289006895811,0.0825867020687433,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","estimated",22,0.99,0.203802008619306
73,0.078106242149347,"Up",0.0223573919140867,0.0825867020687433,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","estimated",22,0.988505747126437,0.198900331079643
53,0.107888537939929,"Down",0.926075940252075,0.926075940252075,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","estimated",22,0.981481481481481,0.946037552641178
36,0.0120299695005236,"Down",0.284484689251083,0.426727033876625,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","estimated",22,0.976190476190476,0.478521773519481
235,0.0565275027150773,"Up",0.141282949265009,0.282565898530017,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","estimated",22,0.98,0.347631056047219
186,0.01,"Up",0.000464367469952547,0.000928734939905095,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","fixed001",22,0.98,0.00165833530652742
164,0.01,"Up",6.58215747146618e-07,3.94929448287971e-06,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","fixed001",22,0.99,7.26822712414809e-06
73,0.01,"Up",1.36072425423298e-06,4.08217276269895e-06,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","fixed001",22,0.988505747126437,1.26741744822844e-05
53,0.01,"Down",0.844918230677596,0.844918230677596,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","fixed001",22,0.981481481481481,0.866174035222944
36,0.01,"Down",0.25983934929394,0.311807219152728,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","fixed001",22,0.976190476190476,0.339747668466729
235,0.01,"Up",0.00164832781361611,0.00247249172042416,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","normal","fixed001",22,0.98,0.00473053139821638
188,0.203186455157162,"Up",0.282661506144729,0.536461194152113,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","estimated",8,0.98,0.478521773519481
165,0.0250778147268086,"Up",0.00677946823148466,0.040676809388908,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","estimated",8,0.99,0.184175553622
75,0.0405544712955854,"Up",0.0157672993082165,0.0473018979246496,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","estimated",8,0.988505747126437,0.198900331079643
53,0.076578259438315,"Down",0.993721692315751,0.993721692315751,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","estimated",8,0.981481481481481,0.993721692315751
37,0.0235000464828471,"Down",0.362251939977591,0.536461194152113,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","estimated",8,0.976190476190476,0.546732094595808
230,0.096243241957766,"Up",0.447050995126761,0.536461194152113,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","estimated",8,0.98,0.61753654411578
188,0.01,"Up",1.89191473155692e-05,3.78382946311384e-05,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","fixed001",8,0.98,0.000102794033747926
165,0.01,"Up",1.37633170604232e-07,8.25799023625393e-07,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","fixed001",8,0.99,2.03947334622635e-06
75,0.01,"Up",1.62064146313224e-06,4.86192438939673e-06,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","fixed001",8,0.988505747126437,1.3788970820736e-05
53,0.01,"Down",0.988233759014869,0.988233759014869,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","fixed001",8,0.981481481481481,0.988233759014869
37,0.01,"Down",0.25636819898688,0.307641838784256,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","fixed001",8,0.976190476190476,0.337000132539205
230,0.01,"Up",0.0335048221830141,0.0502572332745211,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AAH","fixed001",8,0.98,0.0620600683617192
179,0.216878949353741,"Up",0.0170140283618311,0.0588160951246039,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","estimated",11,0.98,0.198900331079643
148,0.134680944630876,"Up",0.0257578727210035,0.0588160951246039,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","estimated",11,0.99,0.203802008619306
71,0.13713322024201,"Up",0.0294080475623019,0.0588160951246039,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","estimated",11,0.988505747126437,0.203802008619306
53,0.0803649189169307,"Up",0.230323426824222,0.276388112189067,"HALLMARK_TGF_BETA_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","estimated",11,0.981481481481481,0.425612523275334
34,0.0113692113646433,"Down",0.720413729483678,0.720413729483678,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","estimated",11,0.976190476190476,0.785467812079194
223,0.0394398754318804,"Up",0.065355985558763,0.0980339783381446,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","estimated",11,0.98,0.25065942696655
179,0.01,"Up",7.19163764045526e-27,4.31498258427316e-26,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","fixed001",11,0.98,2.34447387078842e-24
148,0.01,"Up",3.87680638526491e-14,1.16304191557947e-13,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","fixed001",11,0.99,2.10639813599394e-12
71,0.01,"Up",2.53504950974283e-10,5.07009901948565e-10,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","fibroblasts","Alveolar fibroblasts",30,"LUAD","AIS","fixed001",11,0.988505747126437,6.88688450146801e-09
