"cohort","compartment","set","omissions","direction_reversals","min_p","max_p","max_FDR_candidate_family","below_floor_omissions","worst_donor"
"GSE136831","macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II",59,0,0.0391705308008627,0.0699490406983145,0.114918889820299,0,"208C"
"GSE136831","macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN",59,0,0.0449655385195384,0.0790995648662538,0.123834360688597,0,"084C"
"GSE136831","macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II",59,0,0.0309579611054373,0.0580333571412849,0.112493773438458,0,"208C"
"GSE136831","macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB",59,0,0.0263959163089017,0.0514412842633329,0.112493773438458,0,"160C"
"GSE136831","macrophages","GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",59,0,0.10944084985371,0.226484276006815,0.232804767430261,0,"160C"
"GSE136831","macrophages","GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE",59,0,0.156794504633213,0.283473855483715,0.287374871843583,0,"160C"
"GSE136831","macrophages","GOBP_ATP_BIOSYNTHETIC_PROCESS",59,0,0.0488175061281551,0.080772654787185,0.123834360688597,0,"396C"
"GSE136831","macrophages","GOBP_ATP_METABOLIC_PROCESS",59,0,0.0304685694432289,0.0617658431725491,0.114918889820299,0,"483C"
"GSE136831","macrophages","GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT",59,0,0.0478868751021638,0.07680009942088,0.122175744877245,0,"034C"
"GSE136831","macrophages","GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE",59,0,0.00363093475657601,0.00906662059067311,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",59,0,0.00424181509638789,0.0110078752572959,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS",59,0,0.0117138615300011,0.0553386253152441,0.112493773438458,0,"483C"
"GSE136831","macrophages","GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE",59,0,0.0593067428994232,0.113827395565358,0.146254967557814,0,"483C"
"GSE136831","macrophages","GOBP_CELLULAR_OXIDANT_DETOXIFICATION",59,0,0.0268313936336109,0.075928803060091,0.120430385701862,0,"228I"
"GSE136831","macrophages","GOBP_CELLULAR_RESPIRATION",59,0,0.0496502115795661,0.0909793611622102,0.130561291018496,0,"084C"
"GSE136831","macrophages","GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION",59,0,0.12952642095896,0.235496823136021,0.242068827502608,0,"092C"
"GSE136831","macrophages","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",59,0,0.036071711403648,0.0795043679940127,0.123834360688597,0,"084C"
"GSE136831","macrophages","GOBP_CELL_CYCLE_DNA_REPLICATION",59,0,0.00657114882299059,0.0180831336037134,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_CELL_CYCLE_PHASE_TRANSITION",59,0,0.0455527373000995,0.110557030142294,0.145435140841946,0,"084C"
"GSE136831","macrophages","GOBP_CELL_REDOX_HOMEOSTASIS",59,0,0.0408444208425498,0.0703275144362775,0.115857201358262,0,"218C"
"GSE136831","macrophages","GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY",59,0,0.0515493971127317,0.0960172869092365,0.124466161715358,0,"228I"
"GSE136831","macrophages","GOBP_CHROMOSOME_LOCALIZATION",59,0,0.0104105814043293,0.0295698491848956,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_CHROMOSOME_SEGREGATION",59,0,0.024351406938764,0.0610772923261871,0.113446015540143,0,"084C"
"GSE136831","macrophages","GOBP_CHROMOSOME_SEPARATION",59,0,0.00665852185713766,0.017211149849507,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_COLLAGEN_CATABOLIC_PROCESS",59,0,0.0876842421300091,0.193469146164239,0.203603244296651,0,"160C"
"GSE136831","macrophages","GOBP_COLLAGEN_METABOLIC_PROCESS",59,0,0.140241960571086,0.253563918759177,0.25823790804506,0,"160C"
"GSE136831","macrophages","GOBP_COPII_COATED_VESICLE_CARGO_LOADING",59,0,0.174481592807342,0.322876886250107,0.327320146152632,0,"439C"
"GSE136831","macrophages","GOBP_CYTOCHROME_COMPLEX_ASSEMBLY",59,0,0.0626897818961628,0.12244725488596,0.14811308905094,0,"218C"
"GSE136831","macrophages","GOBP_CYTOKINESIS",59,0,0.0605561054757074,0.117176345705263,0.14811308905094,0,"084C"
"GSE136831","macrophages","GOBP_CYTOKINETIC_PROCESS",59,0,0.0193506983676382,0.0432342098004611,0.112408945481199,0,"084C"
"GSE136831","macrophages","GOBP_CYTOPLASMIC_TRANSLATION",59,0,0.126426047608912,0.212098364620016,0.221102540476526,0,"084C"
"GSE136831","macrophages","GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",59,0,0.0773199938617922,0.154651715191853,0.167143825103608,0,"084C"
"GSE136831","macrophages","GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS",59,0,0.0213840405728929,0.0501208055140918,0.112493773438458,0,"084C"
"GSE136831","macrophages","GOBP_DECIDUALIZATION",59,0,0.0752173044897522,0.147251728760109,0.161235118355516,0,"483C"
"GSE136831","macrophages","GOBP_DENDRITIC_CELL_CHEMOTAXIS",59,0,0.0126420498752637,0.0417702257164322,0.107112370508945,0,"160C"
"GSE136831","macrophages","GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",59,0,0.0181089428469178,0.0649993720703048,0.114918889820299,0,"483C"
"GSE136831","macrophages","GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS",59,0,0.0182130891332359,0.0534607863303522,0.112493773438458,0,"483C"
"GSE136831","macrophages","GOBP_DNA_CONFORMATION_CHANGE",59,0,0.0216586066980876,0.0505504306996582,0.112493773438458,0,"084C"
"GSE136831","macrophages","GOBP_DNA_REPLICATION",59,0,0.0370349883240735,0.0803267616708076,0.123834360688597,0,"084C"
"GSE136831","macrophages","GOBP_DNA_REPLICATION_INITIATION",59,0,0.010893329133863,0.0227800594036173,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_DNA_STRAND_ELONGATION",59,0,0.0283823184852374,0.0563664100232283,0.112493773438458,0,"084C"
"GSE136831","macrophages","GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",59,0,0.00617698398939566,0.0132757509782551,0.107112370508945,0,"439C"
"GSE136831","macrophages","GOBP_DNA_TEMPLATED_DNA_REPLICATION",59,0,0.0286282795630624,0.060669532127755,0.114918889820299,0,"084C"
"GSE136831","macrophages","GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION",59,0,0.00121411926227995,0.00461146579615375,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_ELECTRON_TRANSPORT_CHAIN",59,0,0.0499560348146375,0.0866509684000928,0.125985947476451,0,"084C"
"GSE136831","macrophages","GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",59,0,0.0539257191863672,0.10686789917488,0.141813678816348,0,"084C"
"GSE136831","macrophages","GOBP_EOSINOPHIL_MIGRATION",59,0,0.0179796230203274,0.0538927738459127,0.107112370508945,0,"160C"
"GSE136831","macrophages","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE",59,0,0.0834997271754569,0.153893842812189,0.167193849318802,0,"084C"
"GSE136831","macrophages","GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",59,0,0.0174333804080978,0.0553437687245151,0.112493773438458,0,"160C"
"GSE136831","macrophages","GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION",59,0,0.00741509176091623,0.0197132389496496,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",59,0,0.0767689153003847,0.133933529286909,0.155785841960036,0,"084C"
"GSE136831","macrophages","GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",59,0,0.0377273775449746,0.0832583450578158,0.12517070923658,0,"084C"
"GSE136831","macrophages","GOBP_GLUTATHIONE_METABOLIC_PROCESS",59,0,0.0589677470206358,0.144555916437092,0.158939589714414,0,"160C"
"GSE136831","macrophages","GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS",59,0,0.0262492014958433,0.0664256162062646,0.11577254168935,0,"483C"
"GSE136831","macrophages","GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS",59,0,0.0048364743918782,0.0180303202751486,0.107112370508945,0,"439C"
"GSE136831","macrophages","GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS",59,0,0.0283368198530828,0.0692754822884658,0.116846478762311,0,"483C"
"GSE136831","macrophages","GOBP_GRANULOCYTE_CHEMOTAXIS",59,0,0.0542888103948106,0.163986614682872,0.177652165906445,0,"160C"
"GSE136831","macrophages","GOBP_GRANULOCYTE_MIGRATION",59,0,0.0450276296280031,0.152523018435099,0.166869242941371,0,"160C"
"GSE136831","macrophages","GOBP_HUMORAL_IMMUNE_RESPONSE",59,0,0.0766517983618886,0.179557171945366,0.192631723300611,0,"160C"
"GSE136831","macrophages","GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS",59,0,0.0252647826736346,0.0581989372830126,0.112189394751427,0,"228I"
"GSE136831","macrophages","GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",59,0,0.0747844595908395,0.152818253114066,0.164607409370407,0,"226C"
"GSE136831","macrophages","GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION",59,0,0.00362714103576149,0.0163074730782011,0.107112370508945,0,"003C"
"GSE136831","macrophages","GOBP_KINETOCHORE_ORGANIZATION",59,0,0.0501613244280894,0.0939152398888823,0.130543789164683,0,"218C"
"GSE136831","macrophages","GOBP_LUNG_CELL_DIFFERENTIATION",59,0,0.0167172243416615,0.0463245729651899,0.107112370508945,0,"092C"
"GSE136831","macrophages","GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION",59,0,0.0340716201142336,0.0590147846813008,0.113446015540143,0,"084C"
"GSE136831","macrophages","GOBP_MATERNAL_PLACENTA_DEVELOPMENT",59,0,0.044903357106189,0.10705168685739,0.142520619249899,0,"483C"
"GSE136831","macrophages","GOBP_MATURATION_OF_LSU_RRNA",59,0,0.0647673519607724,0.127005317483475,0.150998557389537,0,"226C"
"GSE136831","macrophages","GOBP_MATURATION_OF_SSU_RRNA",59,0,0.0645193982222472,0.146458718310432,0.158663611502968,0,"226C"
"GSE136831","macrophages","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION",59,0,0.00823383042885998,0.0183685672736927,0.107112370508945,0,"092C"
"GSE136831","macrophages","GOBP_MEIOTIC_SPINDLE_ORGANIZATION",59,0,0.0131694663933577,0.024739991059442,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_MEMBRANE_BIOGENESIS",59,0,0.0386656496780238,0.098228668644512,0.134856974528713,0,"002C"
"GSE136831","macrophages","GOBP_MEMBRANE_RAFT_ORGANIZATION",59,0,0.0347654648865637,0.076208732412777,0.116846478762311,0,"092C"
"GSE136831","macrophages","GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY",59,0,0.055525571195514,0.104574315500542,0.14162477199886,0,"084C"
"GSE136831","macrophages","GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",59,0,0.00909128226950703,0.0234985264459078,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_MICROTUBULE_ANCHORING",59,0,0.124308141658614,0.260591087190728,0.266623288283106,0,"439C"
"GSE136831","macrophages","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS",59,0,0.0164234401621121,0.0460191222285268,0.112493773438458,0,"084C"
"GSE136831","macrophages","GOBP_MIDBODY_ABSCISSION",59,0,0.0301201850805653,0.0515369446025243,0.112493773438458,0,"483C"
"GSE136831","macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",59,0,0.0372123834813916,0.0618304103626165,0.112493773438458,0,"396C"
"GSE136831","macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",59,0,0.0598788752012551,0.100308077213493,0.139421918642654,0,"084C"
"GSE136831","macrophages","GOBP_MITOCHONDRIAL_GENE_EXPRESSION",59,0,0.0882039158862964,0.170063363403545,0.178123238446367,0,"218C"
"GSE136831","macrophages","GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY",59,0,0.0566296971808702,0.107019624089637,0.141813678816348,0,"084C"
"GSE136831","macrophages","GOBP_MITOCHONDRIAL_TRANSLATION",59,0,0.0776737260068457,0.143952746946673,0.158839543166604,0,"218C"
"GSE136831","macrophages","GOBP_MITOCHONDRION_ORGANIZATION",59,0,0.0634209669670186,0.140884373926958,0.158854319580907,0,"084C"
"GSE136831","macrophages","GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING",59,0,0.0141348841670664,0.0399325475922301,0.110813031468443,0,"084C"
"GSE136831","macrophages","GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",59,0,0.0220980881307774,0.067197878029273,0.115121946081158,0,"084C"
"GSE136831","macrophages","GOBP_MITOTIC_CYTOKINESIS",59,0,0.00988740859493085,0.0291154776902438,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_MITOTIC_CYTOKINETIC_PROCESS",59,0,0.0104524238875794,0.0226946905223118,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_MITOTIC_DNA_REPLICATION",59,0,0.00274045957935066,0.00792864205558685,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",59,0,0.01088203588048,0.0264549927468548,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_MITOTIC_NUCLEAR_DIVISION",59,0,0.00699452381622689,0.025185879621546,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",59,0,0.00836318405618339,0.0227896543952897,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",59,0,0.00451510013185442,0.0126072922891178,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_MITOTIC_SPINDLE_ASSEMBLY",59,0,0.00829065843445457,0.0248891757932177,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_MITOTIC_SPINDLE_ORGANIZATION",59,0,0.0157541847319764,0.042486738182022,0.112189394751427,0,"084C"
"GSE136831","macrophages","GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",59,0,0.143034200507583,0.260078214937684,0.263657272941413,0,"226C"
"GSE136831","macrophages","GOBP_MONOCYTE_CHEMOTAXIS",59,0,0.00617501052798839,0.0298459231455491,0.107112370508945,0,"160C"
"GSE136831","macrophages","GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",59,0,0.0647847671234675,0.118968239075572,0.149386254748304,0,"084C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE",59,0,0.0297092009685899,0.0857203844037926,0.125614670061356,0,"084C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION",59,0,0.00832975682456023,0.040300349680052,0.110813031468443,0,"084C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",59,0,0.0274280832501405,0.0768565452373625,0.122196377679548,0,"084C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",59,0,0.0201275861341677,0.0487724876890299,0.112493773438458,0,"084C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",59,0,0.00245087208603338,0.00834719542312497,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",59,0,0.0263049176353557,0.0808546121922564,0.113094109458789,0,"160C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",59,0,0.0102808089621145,0.0379511119141882,0.109367670917285,0,"084C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",59,0,0.00608616796487548,0.0232148212898307,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",59,0,0.00237785030614191,0.0088551673523768,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",59,0,0.066814613505085,0.124975793842799,0.151205419467345,0,"084C"
"GSE136831","macrophages","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",59,0,0.0126638659938756,0.0345150332574134,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",59,0,0.00952511015052403,0.0321416828473374,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_NUCLEOSIDE_METABOLIC_PROCESS",59,0,0.0120711727956488,0.0401663464173793,0.107752951679594,0,"483C"
"GSE136831","macrophages","GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",59,0,0.00941888028867258,0.0292124630637145,0.107112370508945,0,"439C"
"GSE136831","macrophages","GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",59,0,0.00633870380153494,0.02732942188673,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS",59,0,0.0234207210458084,0.0535100028997304,0.112493773438458,0,"483C"
"GSE136831","macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",59,0,0.0431256567614897,0.0738371307758184,0.121376676728358,0,"084C"
"GSE136831","macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",59,0,0.0253839277250588,0.0570385399233423,0.112493773438458,0,"483C"
"GSE136831","macrophages","GOBP_ORGANELLE_FISSION",59,0,0.0101484458990552,0.0381054781024025,0.109367670917285,0,"084C"
"GSE136831","macrophages","GOBP_OXIDATIVE_PHOSPHORYLATION",59,0,0.0476284716115946,0.076843455957845,0.122175744877245,0,"396C"
"GSE136831","macrophages","GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX",59,0,0.151766284920449,0.240170402938175,0.243475500226315,0,"218C"
"GSE136831","macrophages","GOBP_PEPTIDYL_CYSTEINE_MODIFICATION",59,0,0.00129936020736394,0.00321249686621303,0.107112370508945,0,"025I"
"GSE136831","macrophages","GOBP_PLATELET_AGGREGATION",59,0,0.00495427505144926,0.033195851650212,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT",59,0,0.0171941214741288,0.0361715946356232,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",59,0,0.00993601836492357,0.0244029909327299,0.107112370508945,0,"483C"
"GSE136831","macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",59,0,0.00404591084713126,0.0114831053157588,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",59,0,0.00193545740821574,0.0169448679827203,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",59,0,0.465170488230779,0.725962114920024,0.729261942715115,0,"439C"
"GSE136831","macrophages","GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",59,0,0.00941019024544133,0.020056155843133,0.107112370508945,0,"084C"
"GSE136831","macrophages","GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS",59,0,0.00282920190752709,0.0144327055061622,0.107112370508945,0,"160C"
