"NGenes","Correlation","Direction","PValue","FDR","set","n_first","n_second","residual_df","genes_tested","method","FDR_family","cohort","compartment","label","FDR_exploratory_subtype_family"
191,0.0974975253452594,"Up",0.307584299187925,0.897120872631447,"HALLMARK_MYC_TARGETS_V1",12,9,19,14017,"voom_TMM",0.897120872631447,"GSE135893","macrophages","Macrophages",0.852670399014627
184,0.252214639730723,"Down",0.941341353189268,0.969027863577187,"HALLMARK_OXIDATIVE_PHOSPHORYLATION",12,9,19,14017,"voom_TMM",0.969027863577187,"GSE135893","macrophages","Macrophages",0.967858011025585
56,0.033663383808516,"Up",0.066821313284365,0.452660509345698,"HALLMARK_MYC_TARGETS_V2",12,9,19,14017,"voom_TMM",0.452660509345698,"GSE135893","macrophages","Macrophages",0.41811050312217
130,0.0587661322789162,"Up",0.0251804058541947,0.296544755552236,"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",12,9,19,14017,"voom_TMM",0.296544755552236,"GSE135893","macrophages","Macrophages",0.265074699860978
168,0.0380888439788736,"Up",0.180796460033038,0.744456011900743,"HALLMARK_G2M_CHECKPOINT",12,9,19,14017,"voom_TMM",0.744456011900743,"GSE135893","macrophages","Macrophages",0.69463903065325
94,0.0345143856552057,"Up",0.0182744634883899,0.274116952325848,"HALLMARK_COAGULATION",12,9,19,14017,"voom_TMM",0.274116952325848,"GSE135893","macrophages","Macrophages",0.235418088468081
142,0.047372283969706,"Up",0.932299819394691,0.964448089028991,"HALLMARK_DNA_REPAIR",12,9,19,14017,"voom_TMM",0.964448089028991,"GSE135893","macrophages","Macrophages",0.963083303997346
190,0.0522444921186495,"Up",0.107656143311179,0.538280716555897,"HALLMARK_MTORC1_SIGNALING",12,9,19,14017,"voom_TMM",0.538280716555897,"GSE135893","macrophages","Macrophages",0.512536856198876
68,0.0208889592179006,"Up",0.10270493992937,0.528902201982672,"HALLMARK_CHOLESTEROL_HOMEOSTASIS",12,9,19,14017,"voom_TMM",0.528902201982672,"GSE135893","macrophages","Macrophages",0.502541044614012
163,0.0172722217672295,"Up",0.256184337035212,0.891683298385687,"HALLMARK_GLYCOLYSIS",12,9,19,14017,"voom_TMM",0.891683298385687,"GSE135893","macrophages","Macrophages",0.845362088079937
143,0.0251027745674701,"Up",0.0463524529443011,0.383451662717716,"HALLMARK_ESTROGEN_RESPONSE_LATE",12,9,19,14017,"voom_TMM",0.383451662717716,"GSE135893","macrophages","Macrophages",0.35851786001883
177,0.0565399152598466,"Down",0.44168570855299,0.955829230116166,"HALLMARK_ADIPOGENESIS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
136,0.0942237433244045,"Down",0.556850961097329,0.955829230116166,"HALLMARK_FATTY_ACID_METABOLISM",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
23,0.142477830433158,"Up",0.0868533370295004,0.519665557644575,"HALLMARK_ANGIOGENESIS",12,9,19,14017,"voom_TMM",0.519665557644575,"GSE135893","macrophages","Macrophages",0.487714892550271
172,0.0224480890479251,"Up",0.029350147717666,0.301017631831972,"HALLMARK_COMPLEMENT",12,9,19,14017,"voom_TMM",0.301017631831972,"GSE135893","macrophages","Macrophages",0.274678589046674
169,0.0344954850090249,"Up",0.0823246780399852,0.519665557644575,"HALLMARK_ALLOGRAFT_REJECTION",12,9,19,14017,"voom_TMM",0.519665557644575,"GSE135893","macrophages","Macrophages",0.487536662101078
52,0.0562627618609055,"Up",0.850927291001176,0.955829230116166,"HALLMARK_TGF_BETA_SIGNALING",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
90,0.487893942233472,"Up",0.75210024494423,0.955829230116166,"GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
116,0.345999593695383,"Up",0.715487983675514,0.955829230116166,"GOBP_OXIDATIVE_PHOSPHORYLATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
55,0.4293060523461,"Up",0.710791403770936,0.955829230116166,"GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
126,0.258814658421431,"Up",0.988370823681088,0.993099870684347,"GOBP_MITOCHONDRIAL_TRANSLATION",12,9,19,14017,"voom_TMM",0.993099870684347,"GSE135893","macrophages","Macrophages",0.992904634798891
94,0.214409057095692,"Up",0.634534895468994,0.955829230116166,"GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
72,0.296677571633568,"Up",0.630892565109442,0.955829230116166,"GOBP_ATP_BIOSYNTHETIC_PROCESS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
92,0.32843341419532,"Up",0.673440937374762,0.955829230116166,"GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
161,0.239072788916115,"Up",0.854126977345772,0.955829230116166,"GOBP_AEROBIC_RESPIRATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
49,0.487768927972568,"Up",0.755757569733756,0.955829230116166,"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
114,0.311712798863163,"Up",0.783165797121978,0.955829230116166,"GOBP_ELECTRON_TRANSPORT_CHAIN",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
45,0.00821307354377525,"Down",0.0849515924732431,0.519665557644575,"GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",12,9,19,14017,"voom_TMM",0.519665557644575,"GSE135893","macrophages","Macrophages",0.487714892550271
40,0.00833934035255989,"Down",0.0646752253799255,0.452660509345698,"GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",12,9,19,14017,"voom_TMM",0.452660509345698,"GSE135893","macrophages","Macrophages",0.416584539947167
160,0.172987040463633,"Down",0.923258173026375,0.964448089028991,"GOBP_MITOCHONDRIAL_GENE_EXPRESSION",12,9,19,14017,"voom_TMM",0.964448089028991,"GSE135893","macrophages","Macrophages",0.963083303997346
51,0.00884542491131896,"Down",0.248226744384359,0.891683298385687,"GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",12,9,19,14017,"voom_TMM",0.891683298385687,"GSE135893","macrophages","Macrophages",0.845362088079937
100,0.113901827988362,"Up",0.771759543627837,0.955829230116166,"GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
47,0.00712653205452575,"Down",0.121058012110315,0.570340343008958,"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",12,9,19,14017,"voom_TMM",0.570340343008958,"GSE135893","macrophages","Macrophages",0.547200820521166
56,0.390878856287904,"Up",0.650814837350362,0.955829230116166,"GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
196,0.174045572168436,"Up",0.859775036157899,0.955829230116166,"GOBP_CELLULAR_RESPIRATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
67,0.0163404697814537,"Down",0.304122369866799,0.897120872631447,"GOBP_CHROMOSOME_SEPARATION",12,9,19,14017,"voom_TMM",0.897120872631447,"GSE135893","macrophages","Macrophages",0.852670399014627
164,0.00392257748666359,"Down",0.902057605273457,0.959362271908754,"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",12,9,19,14017,"voom_TMM",0.959362271908754,"GSE135893","macrophages","Macrophages",0.95697876315867
89,-2.81741701534603e-05,"Up",0.896568133294653,0.959362271908754,"GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",12,9,19,14017,"voom_TMM",0.959362271908754,"GSE135893","macrophages","Macrophages",0.95697876315867
150,0.251332159110173,"Down",0.553578658971726,0.955829230116166,"GOBP_CYTOPLASMIC_TRANSLATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
25,0.318863457269039,"Up",0.654948365355272,0.955829230116166,"GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
99,-0.00169268883109572,"Up",0.820372232798255,0.955829230116166,"GOBP_REGULATION_OF_NUCLEAR_DIVISION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
55,-0.000802991262820806,"Up",0.328943894057628,0.933489429082457,"GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",12,9,19,14017,"voom_TMM",0.933489429082457,"GSE135893","macrophages","Macrophages",0.889366824674327
172,0.0841448068793113,"Up",0.65355304642057,0.955829230116166,"GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
292,0.074847317651399,"Up",0.621726763140968,0.955829230116166,"GOBP_RIBOSOME_BIOGENESIS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
85,0.00222360901630767,"Up",0.655361908434299,0.955829230116166,"GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
61,0.187748218333049,"Up",0.585959750327428,0.955829230116166,"GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
41,0.00895984578436618,"Down",0.581445550154088,0.955829230116166,"GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
234,0.00413700902808938,"Up",0.858591634174839,0.955829230116166,"GOBP_MITOTIC_NUCLEAR_DIVISION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
208,0.0396890056197987,"Up",0.150059526080719,0.656510426603147,"GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",12,9,19,14017,"voom_TMM",0.656510426603147,"GSE135893","macrophages","Macrophages",0.611662288221905
24,0.154474099220309,"Up",0.99906299433521,0.99906299433521,"GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION",12,9,19,14017,"voom_TMM",0.99906299433521,"GSE135893","macrophages","Macrophages",0.99906299433521
20,-0.0167798536621795,"Down",0.749964518092236,0.955829230116166,"GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
17,0.687800356076884,"Up",0.800826079406005,0.955829230116166,"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
208,0.0726567788644716,"Up",0.527570044081327,0.955829230116166,"GOBP_RRNA_PROCESSING",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
198,0.00510168501638429,"Down",0.785362426160213,0.955829230116166,"GOBP_SISTER_CHROMATID_SEGREGATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
19,0.0176910659759713,"Up",0.0246869630323228,0.296544755552236,"GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION",12,9,19,14017,"voom_TMM",0.296544755552236,"GSE135893","macrophages","Macrophages",0.265074699860978
20,0.0834173644001967,"Up",0.00118052914775238,0.233624236223392,"GOBP_EOSINOPHIL_MIGRATION",12,9,19,14017,"voom_TMM",0.233624236223392,"GSE135893","macrophages","Macrophages",0.230033239908759
107,0.00711007133143575,"Down",0.273513033276258,0.891683298385687,"GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION",12,9,19,14017,"voom_TMM",0.891683298385687,"GSE135893","macrophages","Macrophages",0.845362088079937
39,0.0932774840600841,"Up",0.00512789469082996,0.233624236223392,"GOBP_MONOCYTE_CHEMOTAXIS",12,9,19,14017,"voom_TMM",0.233624236223392,"GSE135893","macrophages","Macrophages",0.230033239908759
97,0.0730541593057623,"Up",0.294728340368047,0.891683298385687,"GOBP_PROTON_TRANSMEMBRANE_TRANSPORT",12,9,19,14017,"voom_TMM",0.891683298385687,"GSE135893","macrophages","Macrophages",0.845362088079937
35,0.222746622051763,"Up",0.678561668051138,0.955829230116166,"GOBP_CYTOCHROME_COMPLEX_ASSEMBLY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
150,0.00670710150164033,"Down",0.562250110768124,0.955829230116166,"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
86,0.00417619889721182,"Down",0.143382966449013,0.640647296899846,"GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",12,9,19,14017,"voom_TMM",0.640647296899846,"GSE135893","macrophages","Macrophages",0.603862877929498
98,0.00835521214077672,"Up",0.720263751291841,0.955829230116166,"GOBP_CHROMOSOME_LOCALIZATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
24,0.0197056532553987,"Up",0.71843906477561,0.955829230116166,"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
166,0.0479142040369111,"Up",0.17604057858052,0.739370430038185,"GOBP_ATP_METABOLIC_PROCESS",12,9,19,14017,"voom_TMM",0.739370430038185,"GSE135893","macrophages","Macrophages",0.688444405520249
17,0.232016446170629,"Up",0.891315563240868,0.959362271908754,"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",12,9,19,14017,"voom_TMM",0.959362271908754,"GSE135893","macrophages","Macrophages",0.95697876315867
210,0.065719414199029,"Up",0.711993176761119,0.955829230116166,"GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
80,0.0158066297230309,"Down",0.476244196170946,0.955829230116166,"GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
15,-0.0354323209956343,"Down",0.807222876221185,0.955829230116166,"GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
18,0.0107193497015853,"Down",0.161997245593768,0.694273909687576,"GOBP_REGULATION_OF_SPINDLE_CHECKPOINT",12,9,19,14017,"voom_TMM",0.694273909687576,"GSE135893","macrophages","Macrophages",0.64504357790973
52,0.0444855376984867,"Up",0.0356339421218181,0.340142174799173,"GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",12,9,19,14017,"voom_TMM",0.340142174799173,"GSE135893","macrophages","Macrophages",0.312153332987127
17,0.0999465094841449,"Up",0.00307664792215511,0.233624236223392,"GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS",12,9,19,14017,"voom_TMM",0.233624236223392,"GSE135893","macrophages","Macrophages",0.230033239908759
54,0.134298836954917,"Down",0.777561097335094,0.955829230116166,"GOBP_RIBOSOME_ASSEMBLY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
266,0.0829337239736006,"Up",0.848490881171461,0.955829230116166,"GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
239,0.0585881163381661,"Up",0.6878286955316,0.955829230116166,"GOBP_RRNA_METABOLIC_PROCESS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
29,0.00853966704141443,"Up",0.276518705972735,0.891683298385687,"GOBP_MITOTIC_CYTOKINETIC_PROCESS",12,9,19,14017,"voom_TMM",0.891683298385687,"GSE135893","macrophages","Macrophages",0.845362088079937
20,0.0203115578779191,"Down",0.929409130820956,0.964448089028991,"GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",12,9,19,14017,"voom_TMM",0.964448089028991,"GSE135893","macrophages","Macrophages",0.963083303997346
31,0.143684910624292,"Up",0.760801626921062,0.955829230116166,"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
42,0.00995493429505773,"Up",0.354085765540021,0.953307830300056,"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION",12,9,19,14017,"voom_TMM",0.953307830300056,"GSE135893","macrophages","Macrophages",0.912291560626642
119,0.00648481260723358,"Down",0.281212273784075,0.891683298385687,"GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING",12,9,19,14017,"voom_TMM",0.891683298385687,"GSE135893","macrophages","Macrophages",0.845362088079937
425,0.0530374720569014,"Up",0.704667692598108,0.955829230116166,"GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
36,0.0650653795165255,"Up",0.661309550136864,0.955829230116166,"GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
20,0.0399286879135628,"Up",0.53364418046061,0.955829230116166,"GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
18,0.219878142908602,"Up",0.712910270612062,0.955829230116166,"GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
366,0.0532248579803297,"Up",0.709341721021879,0.955829230116166,"GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
29,0.126783108270615,"Down",0.873901010391923,0.955829230116166,"GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
250,0.00385343299270818,"Up",0.899517369284362,0.959362271908754,"GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",12,9,19,14017,"voom_TMM",0.959362271908754,"GSE135893","macrophages","Macrophages",0.95697876315867
77,0.0494016381262358,"Up",0.0419304979831173,0.382843677237158,"GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE",12,9,19,14017,"voom_TMM",0.382843677237158,"GSE135893","macrophages","Macrophages",0.353183809934719
33,0.0411364354162672,"Down",0.953073310963811,0.976319001475123,"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II",12,9,19,14017,"voom_TMM",0.976319001475123,"GSE135893","macrophages","Macrophages",0.975341378976984
40,0.0904400928753504,"Up",0.00876275962478066,0.269916267957871,"GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",12,9,19,14017,"voom_TMM",0.269916267957871,"GSE135893","macrophages","Macrophages",0.230062840079445
51,0.0916752209239709,"Up",0.756857070984683,0.955829230116166,"GOBP_MATURATION_OF_SSU_RRNA",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
341,0.00925869684204802,"Down",0.976097025371205,0.985482573692082,"GOBP_CHROMOSOME_SEGREGATION",12,9,19,14017,"voom_TMM",0.985482573692082,"GSE135893","macrophages","Macrophages",0.985093311319327
29,0.0644581041479426,"Down",0.973182146291624,0.985482573692082,"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II",12,9,19,14017,"voom_TMM",0.985482573692082,"GSE135893","macrophages","Macrophages",0.985093311319327
78,0.00414060968497631,"Up",0.443366431120824,0.955829230116166,"GOBP_MITOTIC_CYTOKINESIS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
18,0.0564402776989626,"Up",0.78531664937756,0.955829230116166,"GOBP_PSEUDOURIDINE_SYNTHESIS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
16,0.142316535663103,"Down",0.496902179197578,0.955829230116166,"GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
184,0.0131830588966037,"Down",0.824250101771886,0.955829230116166,"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
15,0.0279859731387445,"Up",0.0965588877250379,0.525980298805027,"GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",12,9,19,14017,"voom_TMM",0.525980298805027,"GSE135893","macrophages","Macrophages",0.49749698029831
15,-0.00913553358622108,"Up",0.277645236116204,0.891683298385687,"GOBP_ACTIN_FILAMENT_SEVERING",12,9,19,14017,"voom_TMM",0.891683298385687,"GSE135893","macrophages","Macrophages",0.845362088079937
34,0.105801559963109,"Up",0.787366940442395,0.955829230116166,"GOBP_VACUOLAR_ACIDIFICATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
15,0.0279411050034729,"Up",0.114147071442396,0.557462441927978,"GOBP_MITOTIC_DNA_REPLICATION",12,9,19,14017,"voom_TMM",0.557462441927978,"GSE135893","macrophages","Macrophages",0.531876779699673
33,0.00410105323189655,"Up",0.00519368380182155,0.233624236223392,"GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT",12,9,19,14017,"voom_TMM",0.233624236223392,"GSE135893","macrophages","Macrophages",0.230033239908759
42,0.00431095018727153,"Up",0.624030167950278,0.955829230116166,"GOBP_CYTOKINETIC_PROCESS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
28,0.0211232306683844,"Up",0.503552888521529,0.955829230116166,"GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
143,0.011308968007727,"Up",0.653925336928446,0.955829230116166,"GOBP_DNA_TEMPLATED_DNA_REPLICATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
23,0.106981360815936,"Up",0.588364891208462,0.955829230116166,"GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
24,-0.00634476063958917,"Down",0.611718894799787,0.955829230116166,"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
277,0.00251762897376057,"Down",0.776444253596525,0.955829230116166,"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",12,9,19,14017,"voom_TMM",0.955829230116166,"GSE135893","macrophages","Macrophages",0.952160802367319
17,0.0153077832854286,"Up",0.297227766128562,0.891683298385687,"GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION",12,9,19,14017,"voom_TMM",0.891683298385687,"GSE135893","macrophages","Macrophages",0.845362088079937
22,0.119535183581156,"Up",0.0147072135210604,0.27181682015308,"GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS",12,9,19,14017,"voom_TMM",0.27181682015308,"GSE135893","macrophages","Macrophages",0.230062840079445
