"cohort","compartment","set","omissions","direction_reversals","min_p","max_p","max_FDR_candidate_family","below_floor_omissions","worst_donor"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II",21,0,0.537631353037339,0.886567321533494,0.996144076226255,0,"VUHD70"
"GSE135893","macrophages","GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",21,1,0.576830131698399,0.970638704080198,0.998854917801185,0,"TILD006"
"GSE135893","macrophages","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION",21,0,0.412471144401797,0.816096666878262,0.994247049154543,0,"VUHD68"
"GSE135893","macrophages","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",21,0,0.239982210824988,0.814280658948943,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_PROTEIN_NEDDYLATION",21,0,0.331752031957857,0.837274323717598,0.994247049154543,0,"VUHD071"
"GSE135893","macrophages","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",21,3,0.641316752623926,0.988269252211697,0.998854917801185,0,"THD0001"
"GSE135893","macrophages","GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS",21,1,0.525909769004302,0.986915816538208,0.998854917801185,0,"THD0005"
"GSE135893","macrophages","GOBP_PROTON_TRANSMEMBRANE_TRANSPORT",21,0,0.158046594245788,0.479789080618305,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_PSEUDOURIDINE_SYNTHESIS",21,1,0.624566541955705,0.979325722045809,0.998854917801185,0,"THD0002"
"GSE135893","macrophages","GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",21,0,0.321248043098347,0.738792576144463,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",21,0,0.367187626062374,0.749307502592171,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",21,0,0.268530205434313,0.608323548685715,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",21,0,0.271226388043552,0.621815926596365,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS",21,0,0.379352489531219,0.84607791114618,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",21,0,0.176740392375972,0.616916256759185,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT",21,0,0.369908844281925,0.936537823354361,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",21,0,0.12012097265854,0.667339628284718,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION",21,0,0.134221945919184,0.498501812814759,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION",21,0,0.229512105489597,0.784864504672606,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_CYCLASE_ACTIVITY",21,0,0.258802494762028,0.570147172863052,0.994247049154543,0,"TILD006"
"GSE135893","macrophages","GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY",21,7,0.716045445041648,0.997768584569403,0.997768584569403,0,"VUILD63"
"GSE135893","macrophages","GOBP_REGULATION_OF_CYTOKINESIS",21,0,0.1095496730729,0.649719526737409,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_DNA_REPLICATION",21,0,0.0346091113264364,0.29817557587201,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION",21,0,0.0496399514363453,0.276859924379104,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_EXIT_FROM_MITOSIS",21,0,0.359953416784354,0.934600969280304,0.994247049154543,0,"VUHD68"
"GSE135893","macrophages","GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",21,0,0.00288929837540991,0.0254378364993865,0.403182774067,0,"TILD001"
"GSE135893","macrophages","GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH",21,0,0.579289137399366,0.952043941867407,0.998854917801185,0,"TILD006"
"GSE135893","macrophages","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE",21,0,0.0379601199457227,0.313465528316207,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",21,0,0.083098392518206,0.600270044669871,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",21,0,0.0805560197415985,0.40399081426913,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",21,1,0.392959829985072,0.910687088789584,0.996144076226255,0,"VUHD67"
"GSE135893","macrophages","GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS",21,0,0.0047093259404525,0.024536128857885,0.403182774067,0,"TILD015"
"GSE135893","macrophages","GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",21,0,0.00469370293231875,0.0337630858531444,0.410961266346658,0,"TILD015"
"GSE135893","macrophages","GOBP_REGULATION_OF_NUCLEAR_DIVISION",21,0,0.0649030180653467,0.348941065210943,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",21,0,0.319323231398825,0.933886724765969,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_REGULATION_OF_SPINDLE_CHECKPOINT",21,10,0.565292052731409,0.996872324491123,0.998854917801185,0,"VUHD071"
"GSE135893","macrophages","GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL",21,0,0.029438596706646,0.0674745861082335,0.476820408498183,0,"VUHD70"
"GSE135893","macrophages","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",21,7,0.634052929398871,0.989878491902861,0.997314210268041,0,"VUILD61"
"GSE135893","macrophages","GOBP_RESPIRATORY_BURST",21,7,0.641368000948768,0.993877782150572,0.998854917801185,0,"VUHD071"
"GSE135893","macrophages","GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",21,0,0.52159810409019,0.949185553726013,0.998854917801185,0,"THD0005"
"GSE135893","macrophages","GOBP_RESPONSE_TO_CHEMOKINE",21,0,0.0320022700231613,0.084258618577547,0.50365810449585,0,"VUHD65"
"GSE135893","macrophages","GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",21,2,0.518247099792619,0.985638142227703,0.998854917801185,0,"TILD006"
"GSE135893","macrophages","GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",21,0,0.398965486767837,0.833676223268911,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS",21,1,0.480748430149974,0.992770425010745,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS",21,0,0.322273173204748,0.779605296461991,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",21,0,0.491695567943938,0.992745235431337,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",21,2,0.747087518121076,0.984729274780362,0.998854917801185,0,"VUILD59"
"GSE135893","macrophages","GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",21,2,0.626343294674872,0.975007225117796,0.998854917801185,0,"THD0002"
"GSE135893","macrophages","GOBP_RIBOSOME_ASSEMBLY",21,0,0.326937145741393,0.892387394280145,0.994247049154543,0,"VUHD68"
"GSE135893","macrophages","GOBP_RIBOSOME_BIOGENESIS",21,1,0.468325101035493,0.970436073458725,0.998854917801185,0,"THD0005"
"GSE135893","macrophages","GOBP_RRNA_METABOLIC_PROCESS",21,1,0.488090972563215,0.980766836422575,0.998854917801185,0,"THD0005"
"GSE135893","macrophages","GOBP_RRNA_PROCESSING",21,0,0.370506460859893,0.872886804220059,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_SISTER_CHROMATID_SEGREGATION",21,0,0.151907571806267,0.612220149657063,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_SPINDLE_ASSEMBLY",21,0,0.200686198577917,0.612980772846399,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_SPINDLE_ORGANIZATION",21,0,0.380787331936318,0.862809458743481,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_STEROL_BIOSYNTHETIC_PROCESS",21,1,0.648716563561439,0.994279816372072,0.996144076226255,0,"VUHD70"
"GSE135893","macrophages","GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT",21,0,0.00220409827752282,0.0254597103065271,0.403182774067,0,"VUILD59"
"GSE135893","macrophages","GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC",21,6,0.702069542910447,0.996305899822043,0.998854917801185,0,"TILD010"
"GSE135893","macrophages","GOBP_TRICARBOXYLIC_ACID_CYCLE",21,3,0.48178018025486,0.99262846166952,0.998854917801185,0,"VUHD65"
"GSE135893","macrophages","GOBP_VACUOLAR_ACIDIFICATION",21,3,0.703872254247877,0.963616906570583,0.996144076226255,0,"VUILD60"
"GSE135893","macrophages","HALLMARK_ADIPOGENESIS",21,0,0.233993675934349,0.627285220926733,0.994247049154543,0,"VUHD071"
"GSE135893","macrophages","HALLMARK_ALLOGRAFT_REJECTION",21,0,0.0470134664937535,0.156575604465946,0.922056337410574,0,"VUILD59"
"GSE135893","macrophages","HALLMARK_ANGIOGENESIS",21,0,0.0494440757438871,0.13821376452231,0.618231850832575,0,"VUILD53"
"GSE135893","macrophages","HALLMARK_CHOLESTEROL_HOMEOSTASIS",21,0,0.0660556792891825,0.2484457920928,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","HALLMARK_COAGULATION",21,0,0.00546315291957962,0.03551331545708,0.418167120146778,0,"THD0005"
"GSE135893","macrophages","HALLMARK_COMPLEMENT",21,0,0.0141905480574767,0.0617968452382282,0.503881968865553,0,"VUILD59"
"GSE135893","macrophages","HALLMARK_DNA_REPAIR",21,2,0.60532109231821,0.990153423716733,0.998854917801185,0,"VUILD59"
"GSE135893","macrophages","HALLMARK_E2F_TARGETS",21,0,0.0292210297678114,0.21933390861742,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",21,0,0.00783470373529816,0.0470019811261348,0.440575649018713,0,"THD0005"
"GSE135893","macrophages","HALLMARK_ESTROGEN_RESPONSE_LATE",21,0,0.00923959197820548,0.0316572081943437,0.418167120146778,0,"THD0005"
"GSE135893","macrophages","HALLMARK_FATTY_ACID_METABOLISM",21,0,0.366939753633953,0.731523676835879,0.994247049154543,0,"VUHD68"
"GSE135893","macrophages","HALLMARK_G2M_CHECKPOINT",21,0,0.0115255264370352,0.0826287856942146,0.604044916109431,0,"VUILD59"
"GSE135893","macrophages","HALLMARK_GLYCOLYSIS",21,0,0.0946405778263442,0.365768258420454,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","HALLMARK_MTORC1_SIGNALING",21,0,0.049088010341273,0.221003546378483,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","HALLMARK_MYC_TARGETS_V1",21,0,0.151111897165634,0.460854540900802,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","HALLMARK_MYC_TARGETS_V2",21,0,0.0405229098617092,0.162129982906629,0.928960983140688,0,"VUILD59"
"GSE135893","macrophages","HALLMARK_OXIDATIVE_PHOSPHORYLATION",21,5,0.577850255451404,0.982867419749343,0.998854917801185,0,"VUHD65"
"GSE135893","macrophages","HALLMARK_TGF_BETA_SIGNALING",21,6,0.717887722977555,0.991043273976311,0.997314210268041,0,"VUHD67"
