"compartment","set","NGenes","Correlation","Direction","PValue","FDR","n_first","n_second","residual_df","genes_tested","method","FDR_family","cohort","frozen_candidate","FDR_global","eligible","not_tested_reason"
"macrophages","GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",22,0.112157577225439,"Up",0.370153201021883,0.736057381426955,12,9,19,14203,"voom_TMM",0.736057381426955,"GSE135893",TRUE,0.767163963507508,TRUE,""
"macrophages","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE",31,0.139958076659491,"Up",0.806764792879443,0.914621048611989,12,9,19,14203,"voom_TMM",0.914621048611989,"GSE135893",TRUE,0.957561950427003,TRUE,""
"macrophages","GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION",44,0.071569789778163,"Up",0.112945628794435,0.513873749646529,12,9,19,14203,"voom_TMM",0.513873749646529,"GSE135893",TRUE,0.538719060655383,TRUE,""
"macrophages","GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING",131,0.0309810705289136,"Up",0.515861852736739,0.84390465348689,12,9,19,14203,"voom_TMM",0.84390465348689,"GSE135893",TRUE,0.879782491609893,TRUE,""
"macrophages","GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",425,0.0555936953651175,"Up",0.755772406564566,0.90217804065445,12,9,19,14203,"voom_TMM",0.90217804065445,"GSE135893",TRUE,0.943148205097784,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",17,0.123306267178685,"Up",0.175391963950499,0.648542867427184,12,9,19,14203,"voom_TMM",0.648542867427184,"GSE135893",TRUE,0.645645780339518,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",36,0.07364756304545,"Up",0.532654971013939,0.84390465348689,12,9,19,14203,"voom_TMM",0.84390465348689,"GSE135893",TRUE,0.879782491609893,TRUE,""
"macrophages","GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY",20,0.0388352116339885,"Up",0.56710383811725,0.858306657423919,12,9,19,14203,"voom_TMM",0.858306657423919,"GSE135893",TRUE,0.893233609159232,TRUE,""
"macrophages","GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",18,0.232703026938355,"Up",0.745408913250407,0.90217804065445,12,9,19,14203,"voom_TMM",0.90217804065445,"GSE135893",TRUE,0.943148205097784,TRUE,""
"macrophages","GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",366,0.0516204997050196,"Up",0.744522494568565,0.90217804065445,12,9,19,14203,"voom_TMM",0.90217804065445,"GSE135893",TRUE,0.943148205097784,TRUE,""
"macrophages","GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH",29,0.119918929360797,"Down",0.771957806207929,0.904810100924918,12,9,19,14203,"voom_TMM",0.904810100924918,"GSE135893",TRUE,0.947902187127932,TRUE,""
"macrophages","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",270,0.036293514602643,"Up",0.222303297645924,0.648542867427184,12,9,19,14203,"voom_TMM",0.648542867427184,"GSE135893",TRUE,0.6460680377444,TRUE,""
"macrophages","GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE",78,0.0460025643783781,"Up",0.0471347161462485,0.39008627321378,12,9,19,14203,"voom_TMM",0.39008627321378,"GSE135893",TRUE,0.392100330577273,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II",33,0.0365206773255115,"Down",0.960435198676608,0.980527464784989,12,9,19,14203,"voom_TMM",0.980527464784989,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",41,0.0906557596685567,"Up",0.010334187809611,0.311898165086564,12,9,19,14203,"voom_TMM",0.311898165086564,"GSE135893",TRUE,0.291653744849021,TRUE,""
"macrophages","GOBP_MATURATION_OF_SSU_RRNA",51,0.0924107974832116,"Up",0.836795009303385,0.928798649069726,12,9,19,14203,"voom_TMM",0.928798649069726,"GSE135893",TRUE,0.970529371520821,TRUE,""
"macrophages","GOBP_CHROMOSOME_SEGREGATION",363,0.0278962336138113,"Up",0.249138361591745,0.668573831106961,12,9,19,14203,"voom_TMM",0.668573831106961,"GSE135893",TRUE,0.673203657918119,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II",29,0.0587252446192564,"Down",0.993536782928803,0.993536782928803,12,9,19,14203,"voom_TMM",0.993536782928803,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_MITOTIC_CYTOKINESIS",84,0.0234655138536453,"Up",0.152743817276615,0.616352690405944,12,9,19,14203,"voom_TMM",0.616352690405944,"GSE135893",TRUE,0.611537435012147,TRUE,""
"macrophages","GOBP_PSEUDOURIDINE_SYNTHESIS",18,0.0540797415496942,"Up",0.82295036363687,0.924785222127986,12,9,19,14203,"voom_TMM",0.924785222127986,"GSE135893",TRUE,0.969433140997359,TRUE,""
"macrophages","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",17,0.182724278609434,"Down",0.966652076132372,0.980527464784989,12,9,19,14203,"voom_TMM",0.980527464784989,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",197,0.0138264403444544,"Up",0.295644225837305,0.693935678285182,12,9,19,14203,"voom_TMM",0.693935678285182,"GSE135893",TRUE,0.713760647378235,TRUE,""
"macrophages","GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",15,0.032656228729038,"Up",0.0830399522832846,0.503690253160324,12,9,19,14203,"voom_TMM",0.503690253160324,"GSE135893",TRUE,0.502898287353469,TRUE,""
"macrophages","GOBP_ACTIN_FILAMENT_SEVERING",15,-0.014287129890116,"Up",0.320412945393338,0.700548373344032,12,9,19,14203,"voom_TMM",0.700548373344032,"GSE135893",TRUE,0.727919941112024,TRUE,""
"macrophages","GOBP_VACUOLAR_ACIDIFICATION",34,0.0994803447325842,"Up",0.875820011776344,0.933853806563624,12,9,19,14203,"voom_TMM",0.933853806563624,"GSE135893",TRUE,0.980853098382615,TRUE,""
"macrophages","GOBP_MITOTIC_DNA_REPLICATION",16,0.141034622742885,"Up",0.047840769356407,0.39008627321378,12,9,19,14203,"voom_TMM",0.39008627321378,"GSE135893",TRUE,0.392100330577273,TRUE,""
"macrophages","GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT",33,0.00377578954747476,"Up",0.00510513859514462,0.311898165086564,12,9,19,14203,"voom_TMM",0.311898165086564,"GSE135893",TRUE,0.291653744849021,TRUE,""
"macrophages","GOBP_CYTOKINETIC_PROCESS",45,0.0253514915395497,"Up",0.336642655685764,0.720891343488707,12,9,19,14203,"voom_TMM",0.720891343488707,"GSE135893",TRUE,0.750063460913895,TRUE,""
"macrophages","GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",28,0.032217053148408,"Up",0.389073799922787,0.743095906158836,12,9,19,14203,"voom_TMM",0.743095906158836,"GSE135893",TRUE,0.778147599845574,TRUE,""
"macrophages","GOBP_DNA_TEMPLATED_DNA_REPLICATION",150,0.051524302015118,"Up",0.163705431702854,0.622020810081823,12,9,19,14203,"voom_TMM",0.622020810081823,"GSE135893",TRUE,0.622896649014633,TRUE,""
"macrophages","GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY",23,0.107190645980487,"Up",0.580338391550314,0.866420697244131,12,9,19,14203,"voom_TMM",0.866420697244131,"GSE135893",TRUE,0.898816777157194,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",26,0.11113830990945,"Up",0.351245953495564,0.725646698962639,12,9,19,14203,"voom_TMM",0.725646698962639,"GSE135893",TRUE,0.752511849463317,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",292,0.00979175062531228,"Up",0.234626705989551,0.663159310886743,12,9,19,14203,"voom_TMM",0.663159310886743,"GSE135893",TRUE,0.66216870357051,TRUE,""
"macrophages","GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION",17,0.0173007913443975,"Up",0.306925829282265,0.699658879654194,12,9,19,14203,"voom_TMM",0.699658879654194,"GSE135893",TRUE,0.721844079978659,TRUE,""
"macrophages","GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS",22,0.120604573707405,"Up",0.0160407970070051,0.311898165086564,12,9,19,14203,"voom_TMM",0.311898165086564,"GSE135893",TRUE,0.298951448799952,TRUE,""
"macrophages","GOBP_MIDBODY_ABSCISSION",17,0.0490418484259862,"Up",0.358674391908151,0.725842459843619,12,9,19,14203,"voom_TMM",0.725842459843619,"GSE135893",TRUE,0.754647528614897,TRUE,""
"macrophages","GOBP_ORGANELLE_FISSION",381,0.022720672713951,"Up",0.222824305443035,0.648542867427184,12,9,19,14203,"voom_TMM",0.648542867427184,"GSE135893",TRUE,0.6460680377444,TRUE,""
"macrophages","GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",42,0.0485937917465398,"Down",0.259916847628256,0.669024352724484,12,9,19,14203,"voom_TMM",0.669024352724484,"GSE135893",TRUE,0.681331876194416,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN",48,0.0576702406458856,"Up",0.560190859212175,0.858306657423919,12,9,19,14203,"voom_TMM",0.858306657423919,"GSE135893",TRUE,0.893233609159232,TRUE,""
"macrophages","GOBP_DNA_REPLICATION_INITIATION",35,0.15068192088668,"Up",0.243115893488335,0.663159310886743,12,9,19,14203,"voom_TMM",0.663159310886743,"GSE135893",TRUE,0.666388327616563,TRUE,""
"macrophages","GOBP_COPII_COATED_VESICLE_CARGO_LOADING",18,0.100071149344209,"Up",0.418030184506308,0.757456402695191,12,9,19,14203,"voom_TMM",0.757456402695191,"GSE135893",TRUE,0.798343359884228,TRUE,""
"macrophages","GOBP_CELL_REDOX_HOMEOSTASIS",33,0.107873605583076,"Down",0.725898139160623,0.90217804065445,12,9,19,14203,"voom_TMM",0.90217804065445,"GSE135893",TRUE,0.940704731361216,TRUE,""
"macrophages","GOBP_MITOTIC_SPINDLE_ORGANIZATION",125,0.0484475005268063,"Up",0.38874837073402,0.743095906158836,12,9,19,14203,"voom_TMM",0.743095906158836,"GSE135893",TRUE,0.778147599845574,TRUE,""
"macrophages","GOBP_CELL_CYCLE_DNA_REPLICATION",42,0.0805207002873341,"Up",0.0526950394431674,0.398976727212553,12,9,19,14203,"voom_TMM",0.398976727212553,"GSE135893",TRUE,0.405592121774682,TRUE,""
"macrophages","GOBP_DNA_REPLICATION",252,0.0232600990374834,"Up",0.118772706286226,0.513873749646529,12,9,19,14203,"voom_TMM",0.513873749646529,"GSE135893",TRUE,0.538719060655383,TRUE,""
"macrophages","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS",153,0.0392574633176934,"Up",0.344919001483538,0.725646698962639,12,9,19,14203,"voom_TMM",0.725646698962639,"GSE135893",TRUE,0.752511849463317,TRUE,""
"macrophages","GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS",59,0.0258350494526811,"Up",0.570854899513078,0.858306657423919,12,9,19,14203,"voom_TMM",0.858306657423919,"GSE135893",TRUE,0.893233609159232,TRUE,""
"macrophages","GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC",40,0.0599524333298639,"Down",0.955686889846106,0.980527464784989,12,9,19,14203,"voom_TMM",0.980527464784989,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS",36,0.0287325078191064,"Up",0.388582049770175,0.743095906158836,12,9,19,14203,"voom_TMM",0.743095906158836,"GSE135893",TRUE,0.778147599845574,TRUE,""
"macrophages","GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",15,0.118171111867074,"Down",0.188129780148905,0.648542867427184,12,9,19,14203,"voom_TMM",0.648542867427184,"GSE135893",TRUE,0.6460680377444,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",15,0.151491710405734,"Up",0.101575845159764,0.51271617080643,12,9,19,14203,"voom_TMM",0.51271617080643,"GSE135893",TRUE,0.52653601368531,TRUE,""
"macrophages","GOBP_RESPIRATORY_BURST",32,0.00775332541798582,"Up",0.931364160584438,0.967888245313239,12,9,19,14203,"voom_TMM",0.967888245313239,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_PEPTIDYL_CYSTEINE_MODIFICATION",34,0.0198405093887642,"Up",0.724472425441803,0.90217804065445,12,9,19,14203,"voom_TMM",0.90217804065445,"GSE135893",TRUE,0.940704731361216,TRUE,""
"macrophages","GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY",64,0.0201964384097786,"Up",0.991193869031703,0.993536782928803,12,9,19,14203,"voom_TMM",0.993536782928803,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_MITOTIC_SPINDLE_ASSEMBLY",71,0.0358578783325058,"Up",0.222100400473301,0.648542867427184,12,9,19,14203,"voom_TMM",0.648542867427184,"GSE135893",TRUE,0.6460680377444,TRUE,""
"macrophages","GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",38,0.10145247411796,"Up",0.767353685002877,0.904810100924918,12,9,19,14203,"voom_TMM",0.904810100924918,"GSE135893",TRUE,0.947902187127932,TRUE,""
"macrophages","GOBP_DNA_STRAND_ELONGATION",35,0.0271613943569341,"Up",0.252718305972306,0.669024352724484,12,9,19,14203,"voom_TMM",0.669024352724484,"GSE135893",TRUE,0.675688944389112,TRUE,""
"macrophages","GOBP_CELLULAR_OXIDANT_DETOXIFICATION",67,0.0403893839586639,"Down",0.789818156179775,0.910007875598436,12,9,19,14203,"voom_TMM",0.910007875598436,"GSE135893",TRUE,0.951561889202191,TRUE,""
"macrophages","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",176,0.0268373366871813,"Up",0.518543712475163,0.84390465348689,12,9,19,14203,"voom_TMM",0.84390465348689,"GSE135893",TRUE,0.879782491609893,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",257,0.0135802855651852,"Up",0.268240896139534,0.669024352724484,12,9,19,14203,"voom_TMM",0.669024352724484,"GSE135893",TRUE,0.681331876194416,TRUE,""
"macrophages","GOBP_TRICARBOXYLIC_ACID_CYCLE",29,0.180424137267527,"Down",0.864415724522038,0.933853806563624,12,9,19,14203,"voom_TMM",0.933853806563624,"GSE135893",TRUE,0.980853098382615,TRUE,""
"macrophages","GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",378,0.0080399433076636,"Up",0.225987282508438,0.648542867427184,12,9,19,14203,"voom_TMM",0.648542867427184,"GSE135893",TRUE,0.6460680377444,TRUE,""
"macrophages","GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS",95,0.0199058954042367,"Up",0.263005121904967,0.669024352724484,12,9,19,14203,"voom_TMM",0.669024352724484,"GSE135893",TRUE,0.681331876194416,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II",48,0.027605738265322,"Down",0.752631066767325,0.90217804065445,12,9,19,14203,"voom_TMM",0.90217804065445,"GSE135893",TRUE,0.943148205097784,TRUE,""
"macrophages","GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",30,0.0679924910086143,"Up",0.549041910688183,0.855859449013932,12,9,19,14203,"voom_TMM",0.855859449013932,"GSE135893",TRUE,0.888258887355404,TRUE,""
"macrophages","GOBP_REGULATION_OF_DNA_REPLICATION",112,0.0173049286196575,"Up",0.0959536751712495,0.51271617080643,12,9,19,14203,"voom_TMM",0.51271617080643,"GSE135893",TRUE,0.52653601368531,TRUE,""
"macrophages","GOBP_MEIOTIC_SPINDLE_ORGANIZATION",15,0.078466949491612,"Up",0.118268781646475,0.513873749646529,12,9,19,14203,"voom_TMM",0.513873749646529,"GSE135893",TRUE,0.538719060655383,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB",19,0.0522919473811237,"Up",0.317760239311781,0.700548373344032,12,9,19,14203,"voom_TMM",0.700548373344032,"GSE135893",TRUE,0.727919941112024,TRUE,""
"macrophages","GOBP_REGULATION_OF_CYCLASE_ACTIVITY",20,0.0139868064495276,"Down",0.35255476411864,0.725646698962639,12,9,19,14203,"voom_TMM",0.725646698962639,"GSE135893",TRUE,0.752511849463317,TRUE,""
"macrophages","GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",20,0.0436373659627116,"Up",0.409714564620795,0.757456402695191,12,9,19,14203,"voom_TMM",0.757456402695191,"GSE135893",TRUE,0.798343359884228,TRUE,""
"macrophages","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",21,0.0132381752987845,"Up",0.461006640038913,0.82128914023739,12,9,19,14203,"voom_TMM",0.82128914023739,"GSE135893",TRUE,0.842415011294128,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",62,0.0418302177200702,"Up",0.239039528059573,0.663159310886743,12,9,19,14203,"voom_TMM",0.663159310886743,"GSE135893",TRUE,0.666388327616563,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT",17,0.0632565479185501,"Up",0.450526293885703,0.809420121218382,12,9,19,14203,"voom_TMM",0.809420121218382,"GSE135893",TRUE,0.831526932534085,TRUE,""
"macrophages","GOBP_MICROTUBULE_ANCHORING",21,0.0830468455452087,"Down",0.371500659493793,0.736057381426955,12,9,19,14203,"voom_TMM",0.736057381426955,"GSE135893",TRUE,0.767163963507508,TRUE,""
"macrophages","GOBP_HUMORAL_IMMUNE_RESPONSE",153,0.0222849731671091,"Up",0.0476787047270971,0.39008627321378,12,9,19,14203,"voom_TMM",0.39008627321378,"GSE135893",TRUE,0.392100330577273,TRUE,""
"macrophages","GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",36,0.0285798896035778,"Up",0.465751842882528,0.822828255759133,12,9,19,14203,"voom_TMM",0.822828255759133,"GSE135893",TRUE,0.845006914944015,TRUE,""
"macrophages","GOBP_COLLAGEN_CATABOLIC_PROCESS",23,0.144741779223343,"Up",0.00800944291441712,0.311898165086564,12,9,19,14203,"voom_TMM",0.311898165086564,"GSE135893",TRUE,0.291653744849021,TRUE,""
"macrophages","GOBP_MATERNAL_PLACENTA_DEVELOPMENT",27,0.0647567975800913,"Up",0.0732517499256107,0.493802916443059,12,9,19,14203,"voom_TMM",0.493802916443059,"GSE135893",TRUE,0.485441473735992,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",57,0.0317505019777612,"Down",0.750595297743675,0.90217804065445,12,9,19,14203,"voom_TMM",0.90217804065445,"GSE135893",TRUE,0.943148205097784,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN",62,0.0556760285785426,"Down",0.788702621170152,0.910007875598436,12,9,19,14203,"voom_TMM",0.910007875598436,"GSE135893",TRUE,0.951561889202191,TRUE,""
"macrophages","GOBP_STEROL_BIOSYNTHETIC_PROCESS",48,0.0473868779057336,"Up",0.843375400768086,0.931227005014762,12,9,19,14203,"voom_TMM",0.931227005014762,"GSE135893",TRUE,0.973715235432245,TRUE,""
"macrophages","GOBP_DNA_CONFORMATION_CHANGE",84,0.043092190512731,"Up",0.112133700371413,0.513873749646529,12,9,19,14203,"voom_TMM",0.513873749646529,"GSE135893",TRUE,0.538719060655383,TRUE,""
"macrophages","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION",22,0.0167261967701295,"Down",0.608634581912519,0.877758716771796,12,9,19,14203,"voom_TMM",0.877758716771796,"GSE135893",TRUE,0.909371669445764,TRUE,""
"macrophages","GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT",40,0.0468894341728667,"Up",0.603302782158646,0.877724624275323,12,9,19,14203,"voom_TMM",0.877724624275323,"GSE135893",TRUE,0.909371669445764,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_METABOLIC_PROCESS",39,0.0254402786033299,"Up",0.127219972996885,0.53941268550679,12,9,19,14203,"voom_TMM",0.53941268550679,"GSE135893",TRUE,0.557135743813943,TRUE,""
"macrophages","GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS",46,0.0307262213068239,"Up",0.533317001635358,0.84390465348689,12,9,19,14203,"voom_TMM",0.84390465348689,"GSE135893",TRUE,0.879782491609893,TRUE,""
"macrophages","GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS",21,0.00578773868740643,"Up",0.074536289274424,0.493802916443059,12,9,19,14203,"voom_TMM",0.493802916443059,"GSE135893",TRUE,0.485441473735992,TRUE,""
"macrophages","GOBP_CYTOKINESIS",147,0.0173780900807831,"Up",0.29306057221312,0.693935678285182,12,9,19,14203,"voom_TMM",0.693935678285182,"GSE135893",TRUE,0.713760647378235,TRUE,""
"macrophages","GOBP_DENDRITIC_CELL_CHEMOTAXIS",22,0.0364760190184066,"Up",0.0147590215930248,0.311898165086564,12,9,19,14203,"voom_TMM",0.311898165086564,"GSE135893",TRUE,0.298951448799952,TRUE,""
"macrophages","GOBP_MITOCHONDRION_ORGANIZATION",438,0.0249867781584029,"Up",0.593330232496613,0.877724624275323,12,9,19,14203,"voom_TMM",0.877724624275323,"GSE135893",TRUE,0.909371669445764,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",61,0.0236518878461793,"Up",0.164307383795199,0.622020810081823,12,9,19,14203,"voom_TMM",0.622020810081823,"GSE135893",TRUE,0.622896649014633,TRUE,""
"macrophages","GOBP_REGULATION_OF_CYTOKINESIS",76,0.0251321107416958,"Up",0.322637606861925,0.700548373344032,12,9,19,14203,"voom_TMM",0.700548373344032,"GSE135893",TRUE,0.727919941112024,TRUE,""
"macrophages","GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",21,0.0485048084010122,"Up",0.394772319946721,0.747247605613436,12,9,19,14203,"voom_TMM",0.747247605613436,"GSE135893",TRUE,0.783376322394275,TRUE,""
"macrophages","GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION",28,0.0688836077599162,"Up",0.346530924329781,0.725646698962639,12,9,19,14203,"voom_TMM",0.725646698962639,"GSE135893",TRUE,0.752511849463317,TRUE,""
"macrophages","GOBP_PROTEIN_NEDDYLATION",26,0.144201786540487,"Down",0.648981847144655,0.889451277040021,12,9,19,14203,"voom_TMM",0.889451277040021,"GSE135893",TRUE,0.922781089308149,TRUE,""
"macrophages","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",18,-0.00435706955432337,"Up",0.850711649477268,0.933853806563624,12,9,19,14203,"voom_TMM",0.933853806563624,"GSE135893",TRUE,0.977740990801929,TRUE,""
"macrophages","GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX",19,0.168690781099057,"Down",0.866523660924965,0.933853806563624,12,9,19,14203,"voom_TMM",0.933853806563624,"GSE135893",TRUE,0.980853098382615,TRUE,""
"macrophages","GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS",359,0.0227561776757373,"Up",0.474880423623934,0.825202047608804,12,9,19,14203,"voom_TMM",0.825202047608804,"GSE135893",TRUE,0.849433997186474,TRUE,""
"macrophages","GOBP_RESPONSE_TO_CHEMOKINE",66,0.0841251533870951,"Up",0.0507951928526009,0.398836329064866,12,9,19,14203,"voom_TMM",0.398836329064866,"GSE135893",TRUE,0.40318684326752,TRUE,""
"macrophages","GOBP_SPINDLE_ASSEMBLY",121,0.028899012587582,"Up",0.313297282544251,0.700548373344032,12,9,19,14203,"voom_TMM",0.700548373344032,"GSE135893",TRUE,0.727919941112024,TRUE,""
"macrophages","GOBP_KINETOCHORE_ORGANIZATION",20,0.108762207438322,"Up",0.648782033044592,0.889451277040021,12,9,19,14203,"voom_TMM",0.889451277040021,"GSE135893",TRUE,0.922781089308149,TRUE,""
"macrophages","GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION",226,0.0163825820830018,"Up",0.226378170705715,0.648542867427184,12,9,19,14203,"voom_TMM",0.648542867427184,"GSE135893",TRUE,0.6460680377444,TRUE,""
"macrophages","GOBP_AMP_METABOLIC_PROCESS",18,0.0498623999029434,"Up",0.0234488862620502,0.311898165086564,12,9,19,14203,"voom_TMM",0.311898165086564,"GSE135893",TRUE,0.298951448799952,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE",421,0.00744684573118436,"Up",0.0962042480353677,0.51271617080643,12,9,19,14203,"voom_TMM",0.51271617080643,"GSE135893",TRUE,0.52653601368531,TRUE,""
"macrophages","GOBP_MEMBRANE_BIOGENESIS",50,0.00550333533209762,"Up",0.0831564097198649,0.503690253160324,12,9,19,14203,"voom_TMM",0.503690253160324,"GSE135893",TRUE,0.502898287353469,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN",39,0.0661050477152101,"Down",0.832033168257576,0.928373850897927,12,9,19,14203,"voom_TMM",0.928373850897927,"GSE135893",TRUE,0.969433140997359,TRUE,""
"macrophages","GOBP_SPINDLE_ORGANIZATION",182,0.0370062691867664,"Up",0.526928687996585,0.84390465348689,12,9,19,14203,"voom_TMM",0.84390465348689,"GSE135893",TRUE,0.879782491609893,TRUE,""
"macrophages","GOBP_MATURATION_OF_LSU_RRNA",24,0.166932987123508,"Up",0.274541797328409,0.676777453879335,12,9,19,14203,"voom_TMM",0.676777453879335,"GSE135893",TRUE,0.690431846746693,TRUE,""
"macrophages","GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",368,0.00920229524828793,"Up",0.261312861683581,0.669024352724484,12,9,19,14203,"voom_TMM",0.669024352724484,"GSE135893",TRUE,0.681331876194416,TRUE,""
"macrophages","GOBP_CELL_CYCLE_PHASE_TRANSITION",459,0.00794576121834711,"Up",0.243992576647009,0.663159310886743,12,9,19,14203,"voom_TMM",0.663159310886743,"GSE135893",TRUE,0.666388327616563,TRUE,""
"macrophages","GOBP_AMINOGLYCAN_CATABOLIC_PROCESS",20,0.0910948658078817,"Up",0.559283291205823,0.858306657423919,12,9,19,14203,"voom_TMM",0.858306657423919,"GSE135893",TRUE,0.893233609159232,TRUE,""
"macrophages","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION",57,0.0532836456285075,"Up",0.192171568975005,0.648542867427184,12,9,19,14203,"voom_TMM",0.648542867427184,"GSE135893",TRUE,0.6460680377444,TRUE,""
"macrophages","GOBP_REGULATION_OF_EXIT_FROM_MITOSIS",16,-0.0102288515059856,"Down",0.650306358213223,0.889451277040021,12,9,19,14203,"voom_TMM",0.889451277040021,"GSE135893",TRUE,0.922781089308149,TRUE,""
