"compartment","set","NGenes","Correlation","Direction","PValue","FDR","n_first","n_second","residual_df","genes_tested","method","FDR_family","cohort","frozen_candidate","FDR_global","eligible","not_tested_reason"
"fibroblasts","GOBP_REGULATION_OF_LIPID_STORAGE",40,0.0488348740874593,"Down",0.0125799178431799,0.627755618568823,18,4,20,15656,"voom_TMM",0.627755618568823,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY",30,0.0260517190890761,"Up",0.002654521023511,0.466852824421886,18,4,20,15656,"voom_TMM",0.466852824421886,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",52,0.0189740637430034,"Up",0.00117979545515056,0.380001390690768,18,4,20,15656,"voom_TMM",0.380001390690768,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_COLLAGEN_FIBRIL_ORGANIZATION",61,0.0559845896541722,"Up",0.0194280974828652,0.698853518123463,18,4,20,15656,"voom_TMM",0.698853518123463,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS",29,-0.00434855847778402,"Down",0.000116610437646387,0.306126914738958,18,4,20,15656,"voom_TMM",0.306126914738958,"GSE136831",TRUE,0.915615838410594,TRUE,""
"fibroblasts","GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",30,-0.00166477112118235,"Down",0.0053588542136952,0.513146499435732,18,4,20,15656,"voom_TMM",0.513146499435732,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID",22,-0.0168544802184707,"Down",0.000741216689211371,0.328266341234486,18,4,20,15656,"voom_TMM",0.328266341234486,"GSE136831",TRUE,0.981834156946612,TRUE,""
"fibroblasts","GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",25,0.000300148654161827,"Down",0.00376301826522239,0.471552017674611,18,4,20,15656,"voom_TMM",0.471552017674611,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_ZYMOGEN_ACTIVATION",40,0.0572811300547744,"Down",0.00874098148493802,0.584326366059159,18,4,20,15656,"voom_TMM",0.584326366059159,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE",17,0.0514372715855326,"Down",0.0108041264996605,0.614372613013365,18,4,20,15656,"voom_TMM",0.614372613013365,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_PLASMINOGEN_ACTIVATION",16,0.176466323584034,"Down",0.0690996369595691,0.796606742184187,18,4,20,15656,"voom_TMM",0.796606742184187,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_DETOXIFICATION",105,0.01639209705022,"Down",0.00289888855130722,0.466852824421886,18,4,20,15656,"voom_TMM",0.466852824421886,"GSE136831",TRUE,0.98466876614658,TRUE,""
"fibroblasts","GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",103,0.00347076130820716,"Down",0.000226864232952982,0.306126914738958,18,4,20,15656,"voom_TMM",0.306126914738958,"GSE136831",TRUE,0.915615838410594,TRUE,""
"fibroblasts","GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION",30,0.0244149310377223,"Up",0.0927307388379675,0.809974608685031,18,4,20,15656,"voom_TMM",0.809974608685031,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_E2F_TARGETS",196,0.183537364484524,"Up",0.00288581339461831,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_MYC_TARGETS_V1",190,0.345289406962501,"Up",0.0376498151579776,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_OXIDATIVE_PHOSPHORYLATION",192,0.404301435538828,"Up",0.112671733269704,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_MYC_TARGETS_V2",56,0.275774406737229,"Up",0.027841723746257,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",186,0.0989442830266641,"Up",0.0924498045457032,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_G2M_CHECKPOINT",195,0.0947279324976117,"Up",0.00955087547899365,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_COAGULATION",123,0.0371518105245934,"Up",0.00933304299165745,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_DNA_REPAIR",143,0.197296872650088,"Up",0.121256692364854,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_MTORC1_SIGNALING",193,0.127737427068881,"Up",0.0446763838267014,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_CHOLESTEROL_HOMEOSTASIS",71,0.0779907972248036,"Up",0.0238098883368547,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_GLYCOLYSIS",180,0.0688008786484365,"Up",0.0281731410629378,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_ESTROGEN_RESPONSE_LATE",181,0.0411079703603541,"Up",0.0337956812583311,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_ADIPOGENESIS",192,0.113722405353636,"Up",0.100726756117016,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_FATTY_ACID_METABOLISM",143,0.131969020622596,"Up",0.106621486982742,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_ANGIOGENESIS",31,0.133399661551419,"Up",0.175685791447676,0.757112142840882,32,27,57,24761,"voom_TMM",0.757112142840882,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_COMPLEMENT",188,0.0506796271739821,"Up",0.0906235506948051,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_ALLOGRAFT_REJECTION",179,0.0744753727200715,"Up",0.0988250231128477,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","HALLMARK_TGF_BETA_SIGNALING",51,0.0422618184295251,"Down",0.705061141660901,0.923494400085227,32,27,57,24761,"voom_TMM",0.923494400085227,"GSE136831",TRUE,0.999547134545669,TRUE,""
"macrophages","GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT",90,0.435902611537505,"Up",0.0688454009242217,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_OXIDATIVE_PHOSPHORYLATION",129,0.341004035887918,"Up",0.0687418482004882,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS",63,0.518056303989601,"Up",0.0867049365203992,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_TRANSLATION",121,0.442391950462584,"Up",0.12470394750671,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",106,0.324351982636586,"Up",0.0655073293270041,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_ATP_BIOSYNTHETIC_PROCESS",82,0.39138790945837,"Up",0.0725234576257343,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY",89,0.425159172217311,"Up",0.0931688057674769,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_AEROBIC_RESPIRATION",175,0.28037735868111,"Up",0.0748733088339505,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",46,0.484526647192268,"Up",0.089603783130948,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_ELECTRON_TRANSPORT_CHAIN",116,0.294074427339149,"Up",0.0761263465783541,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",54,0.170472946928774,"Up",0.00481185149320792,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",49,0.18992412100694,"Up",0.00534468907227166,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_GENE_EXPRESSION",155,0.373187946690412,"Up",0.143594260789651,0.752822972920566,32,27,57,24761,"voom_TMM",0.752822972920566,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",62,0.17122617211382,"Up",0.00793748261292815,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",104,0.331969385577711,"Up",0.0870494505165197,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",60,0.137659972411492,"Up",0.00555390823995688,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",55,0.43650370019382,"Up",0.103952642325899,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_CELLULAR_RESPIRATION",215,0.215111766213176,"Up",0.0776157781600102,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_CHROMOSOME_SEPARATION",79,0.143585595016335,"Up",0.00988320298553502,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",184,0.113637602983192,"Up",0.0123270062551421,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",110,0.0655773011742218,"Up",0.00430750631133972,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_CYTOPLASMIC_TRANSLATION",154,0.426539742249018,"Up",0.180591268243572,0.757112142840882,32,27,57,24761,"voom_TMM",0.757112142840882,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",24,0.465407113376465,"Up",0.0822145987299588,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_REGULATION_OF_NUCLEAR_DIVISION",131,0.0416585291023448,"Up",0.00234839928750554,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",59,0.18019140612555,"Up",0.0178942945564456,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS",201,0.132646015078378,"Up",0.0380718345024711,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RIBOSOME_BIOGENESIS",300,0.28245752221348,"Up",0.114165663055504,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",95,0.140186432410855,"Up",0.0146264626145923,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",63,0.371613763394212,"Up",0.0974907077868942,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",51,0.157280199274787,"Up",0.00647908478771468,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOTIC_NUCLEAR_DIVISION",264,0.0716931406108151,"Up",0.011937057873784,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",236,0.106863152139889,"Up",0.0457471497946882,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION",23,0.282613809690267,"Up",0.0515458316049204,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE",25,0.200172421602643,"Up",0.00600309384021582,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",21,0.308459220285082,"Up",0.053848463462319,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RRNA_PROCESSING",213,0.279077751643179,"Up",0.113422073935524,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_SISTER_CHROMATID_SEGREGATION",223,0.0979246237410621,"Up",0.0169356577837768,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION",21,0.121683900672262,"Up",0.00286270943532356,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_EOSINOPHIL_MIGRATION",25,0.103418236093114,"Up",0.0400051726023076,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION",125,0.109958302006713,"Up",0.0171337407622722,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER",17,0.371227229994569,"Up",0.0368947674393101,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MONOCYTE_CHEMOTAXIS",43,0.0960153166106972,"Up",0.0221819270321089,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_PROTON_TRANSMEMBRANE_TRANSPORT",139,0.0762357744163336,"Up",0.0305929416882346,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_CYTOCHROME_COMPLEX_ASSEMBLY",34,0.407333608212303,"Up",0.102377035501175,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",170,0.0635255900756433,"Up",0.00879960197050232,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",102,0.104301529688959,"Up",0.0154663168274369,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_CHROMOSOME_LOCALIZATION",113,0.107350746818776,"Up",0.0173598185966665,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",28,0.144425227579055,"Up",0.00690797673876673,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_ATP_METABOLIC_PROCESS",191,0.108907389258498,"Up",0.0519834348639991,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",19,0.401522262862823,"Up",0.107345655549619,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS",252,0.0990494498814562,"Up",0.0434185225954346,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",89,0.118534631892732,"Up",0.0288730977342348,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",15,0.203739161016518,"Up",0.00997811810990732,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_REGULATION_OF_SPINDLE_CHECKPOINT",22,0.161407121762382,"Up",0.00567267409809815,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",71,0.0990740352008786,"Up",0.185629707956863,0.757112142840882,32,27,57,24761,"voom_TMM",0.757112142840882,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS",18,0.0993525368268616,"Up",0.0110601860033559,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RIBOSOME_ASSEMBLY",58,0.401274233487188,"Up",0.171066273399235,0.757112142840882,32,27,57,24761,"voom_TMM",0.757112142840882,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",306,0.123071923786696,"Up",0.08895569045174,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_RRNA_METABOLIC_PROCESS",247,0.242273199627603,"Up",0.119921598432172,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_MITOTIC_CYTOKINETIC_PROCESS",28,0.178227923169492,"Up",0.016422409415052,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",21,0.133370514589009,"Up",0.00203788985208237,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE",33,0.377759363752597,"Up",0.135512132438452,0.752822972920566,32,27,57,24761,"voom_TMM",0.752822972920566,"GSE136831",TRUE,0.98466876614658,TRUE,""
"macrophages","GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION",47,0.0989434936053973,"Up",0.00895004720912215,0.743789097326064,32,27,57,24761,"voom_TMM",0.743789097326064,"GSE136831",TRUE,0.98466876614658,TRUE,""
