compartment,collection,set,discovery_nes,held_out_nes,discovery_fdr,held_out_fdr,replicates,discovery_eligible,discovery_Direction,discovery_Correlation,discovery_PValue,discovery_FDR_global,discovery_FDR_original_family,discovery_NGenes,discovery_n_first,discovery_n_second,discovery_residual_df,discovery_fixed001_eligible,discovery_fixed001_Direction,discovery_fixed001_PValue,discovery_fixed001_FDR_global,discovery_lodo_omissions,discovery_lodo_direction_reversals,discovery_lodo_min_p,discovery_lodo_max_p,discovery_lodo_max_FDR_candidate_family,discovery_lodo_below_floor_omissions,discovery_lodo_worst_donor,validation_eligible,validation_Direction,validation_Correlation,validation_PValue,validation_FDR_global,validation_FDR_original_family,validation_NGenes,validation_n_first,validation_n_second,validation_residual_df,validation_fixed001_eligible,validation_fixed001_Direction,validation_fixed001_PValue,validation_fixed001_FDR_global,validation_lodo_omissions,validation_lodo_direction_reversals,validation_lodo_min_p,validation_lodo_max_p,validation_lodo_max_FDR_candidate_family,validation_lodo_below_floor_omissions,validation_lodo_worst_donor,corrected_replicated,fixed001_replicated
macrophages,gobp,GOBP_SISTER_CHROMATID_SEGREGATION,2.514708536865952,1.3161032056239066,0.0,0.1813436253892042,False,True,Up,0.0979246237410621,0.0169356577837768,0.98466876614658,0.7570258086515206,223,32,27,57,True,Up,6.695401170505009e-11,2.08679900599534e-08,59,0,0.0124826894708795,0.0329888644126528,0.107112370508945,0,084C,True,Up,0.0467973269090264,0.305361971002191,0.721844079978659,0.7391135224204619,216.0,12.0,9.0,19.0,True,Up,0.0487922098172546,0.154915266169783,21.0,0.0,0.151907571806267,0.612220149657063,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,2.510157017463139,1.9953040497071457,0.0,0.0032363213197889,True,True,Up,0.121683900672262,0.0028627094353235,0.98466876614658,0.7570258086515206,21,32,27,57,True,Up,1.36730601992718e-07,2.2291295220259e-05,59,0,0.0012141192622799,0.0046114657961537,0.107112370508945,0,483C,True,Up,0.17470916723178,0.0390035392726181,0.392100330577273,0.44195758357823606,20.0,12.0,9.0,19.0,True,Up,2.4322648477178e-05,0.0003861220445752,21.0,0.0,0.0212732694685593,0.0965486200001832,0.655604161302511,0.0,VUILD59,False,True
macrophages,gobp,GOBP_EOSINOPHIL_MIGRATION,2.505416878936172,2.383118759538005,0.0,0.0,True,True,Up,0.103418236093114,0.0400051726023076,0.98466876614658,0.7570258086515206,25,32,27,57,True,Up,0.0004305726512236,0.0193338067161732,59,0,0.0179796230203274,0.0538927738459127,0.107112370508945,0,160C,True,Up,0.0947885783190445,0.0023848045735907,0.291653744849021,0.2947590455762175,21.0,12.0,9.0,19.0,True,Up,5.47548870558006e-08,2.78154826243467e-06,21.0,0.0,0.001104117570994,0.0048802810015785,0.403182774067,0.0,VUHD65,False,True
macrophages,gobp,GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,2.504878992507212,1.0800302168559388,0.0,0.4092601331865135,False,True,Up,0.109958302006713,0.0171337407622722,0.98466876614658,0.7570258086515206,125,32,27,57,True,Up,3.64990296648903e-10,1.04535193880768e-07,59,0,0.0135490941405888,0.0337700926621737,0.107112370508945,0,084C,True,Up,0.0513966440251421,0.470917993184495,0.84832035651675,0.8530259461392888,117.0,12.0,9.0,19.0,True,Up,0.187187566256957,0.382596564141246,21.0,0.0,0.229512105489597,0.784864504672606,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER,2.5020601055535856,,0.0,,False,True,Up,0.371227229994569,0.0368947674393101,0.98466876614658,0.7570258086515206,17,32,27,57,True,Up,1.74793766416229e-07,2.80649930714057e-05,59,0,0.0228952374717578,0.0436474156951855,0.110874469754437,0,483C,False,,,,,,,,,,False,,,,,,,,,,,False,False
macrophages,gobp,GOBP_MONOCYTE_CHEMOTAXIS,2.49987036871587,2.313472144319388,0.0,0.0,True,True,Up,0.0960153166106972,0.0221819270321089,0.98466876614658,0.7570258086515206,43,32,27,57,True,Up,9.69423285966417e-06,0.000930424908493,59,0,0.0061750105279883,0.0298459231455491,0.107112370508945,0,160C,True,Up,0.0931549150613395,0.006077506094355,0.291653744849021,0.2947590455762175,39.0,12.0,9.0,19.0,True,Up,2.25980636128422e-08,1.91330271922064e-06,21.0,0.0,0.0026758083714051,0.0097076266962058,0.403182774067,0.0,VUHD65,False,True
macrophages,gobp,GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,2.488398227106273,1.5062938231586591,0.0,0.0847936163076804,False,True,Up,0.0762357744163336,0.0305929416882346,0.98466876614658,0.7570258086515206,139,32,27,57,True,Up,1.09954617356638e-06,0.000145648635016,59,0,0.0127074508562989,0.0338905234428166,0.107112370508945,0,137C,True,Up,0.0652892888091201,0.288353196816511,0.713760647378235,0.7391135224204619,98.0,12.0,9.0,19.0,True,Up,0.0353318535935455,0.130062185692182,21.0,0.0,0.158046594245788,0.479789080618305,0.994247049154543,0.0,THD0005,False,False
macrophages,gobp,GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,2.4812723969140227,1.159165256740814,4.308499273527301e-05,0.3024624247908287,False,True,Up,0.407333608212303,0.102377035501175,0.98466876614658,0.7570258086515206,34,32,27,57,True,Up,4.59460391912646e-08,8.85254867836057e-06,59,0,0.0626897818961628,0.12244725488596,0.14811308905094,0,218C,True,Up,0.222699536614438,0.716956876544024,0.940704731361216,0.901551455604799,35.0,12.0,9.0,19.0,True,Up,0.3524032571953,0.534683053030211,21.0,0.0,0.560471205054173,0.974055054980905,0.998854917801185,0.0,TILD006,False,False
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,2.477155445110085,1.1068098546896568,4.212754845226694e-05,0.3793191458457621,False,True,Up,0.0635255900756433,0.0087996019705023,0.98466876614658,0.7570258086515206,170,32,27,57,True,Up,1.51901733941387e-08,3.57711705461529e-06,59,0,0.0060861679648754,0.0232148212898307,0.107112370508945,0,084C,True,Up,0.0156341309015972,0.405832337256039,0.798343359884228,0.7869764904597448,160.0,12.0,9.0,19.0,True,Up,0.324291555663752,0.517057194656847,21.0,0.0,0.181721164457763,0.812209991129225,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,2.4711421803812943,1.004691248301928,4.121173218156549e-05,0.5265971002746092,False,True,Up,0.104301529688959,0.0154663168274369,0.98466876614658,0.7570258086515206,102,32,27,57,True,Up,2.33478586207618e-09,5.89088709057648e-07,59,0,0.0116830418620217,0.0303646460046133,0.107112370508945,0,084C,True,Up,0.0468002430384652,0.602211074799715,0.909371669445764,0.8945084006896112,95.0,12.0,9.0,19.0,True,Up,0.37709014530428,0.544209641518677,21.0,0.0,0.319323231398825,0.933886724765969,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_CHROMOSOME_LOCALIZATION,2.4688498054724617,1.3629255561439828,4.0334886816000256e-05,0.1643582509509847,False,True,Up,0.107350746818776,0.0173598185966665,0.98466876614658,0.7570258086515206,113,32,27,57,True,Up,1.31369448557502e-09,3.50447152988183e-07,59,0,0.0104105814043293,0.0295698491848956,0.107112370508945,0,084C,True,Up,0.03830787355658,0.208655420283253,0.6460680377444,0.7083445986598179,109.0,12.0,9.0,19.0,True,Up,0.0410601192160941,0.137227240537999,21.0,0.0,0.100467350052439,0.468302777178065,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION,2.468187064270021,1.595384419076433,3.949457667400026e-05,0.05220066425067,False,True,Up,0.144425227579055,0.0069079767387667,0.98466876614658,0.7570258086515206,28,32,27,57,True,Up,3.75737493395666e-08,7.51262305191296e-06,59,0,0.0040459108471312,0.0114831053157588,0.107112370508945,0,084C,True,Up,0.148477233718975,0.206877571163843,0.6460680377444,0.7083445986598179,27.0,12.0,9.0,19.0,True,Up,0.0103225324046458,0.053508637362858,21.0,0.0,0.079629110239975,0.3705468441753,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_ATP_METABOLIC_PROCESS,2.4565268373090654,1.6525629450484396,0.0001160656947154,0.0358850922811893,True,True,Up,0.108907389258498,0.0519834348639991,0.98466876614658,0.7570258086515206,191,32,27,57,True,Up,5.94216877275145e-08,1.08567521525598e-05,59,0,0.0304685694432289,0.0617658431725491,0.114918889820299,0,483C,True,Up,0.0455368634534294,0.189967102529952,0.6460680377444,0.7083445986598179,166.0,12.0,9.0,19.0,True,Up,0.0150000749693423,0.0718871517398669,21.0,0.0,0.11713215022801,0.362777381304346,0.994247049154543,0.0,THD0005,False,False
macrophages,gobp,GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,2.4305976962944222,0.8171527479499614,0.0001895739680352,0.8466500800388413,False,True,Up,0.401522262862823,0.107345655549619,0.98466876614658,0.7570258086515206,19,32,27,57,True,Up,1.57523435043331e-05,0.0013383789041964,59,0,0.0695648413640629,0.126902230559145,0.151205419467345,0,084C,True,Up,0.239158722258614,0.901361956785911,1.0,0.9503490196547105,17.0,12.0,9.0,19.0,True,Up,0.797865633049303,0.888850310502294,21.0,2.0,0.747087518121076,0.984729274780362,0.998854917801185,0.0,VUILD59,False,False
macrophages,gobp,GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,2.4301475747756225,1.1867068884668956,0.000185856831407,0.270971990009984,False,True,Up,0.0990494498814562,0.0434185225954346,0.98466876614658,0.7570258086515206,252,32,27,57,True,Up,2.1674818649026e-08,4.88697985582401e-06,59,0,0.0234207210458084,0.0535100028997304,0.112493773438458,0,483C,True,Up,0.0702433992938004,0.702528024017261,0.940704731361216,0.901551455604799,211.0,12.0,9.0,19.0,True,Up,0.383072306382851,0.549719580910984,21.0,1.0,0.48647786706635,0.950541296852633,0.996144076226255,0.0,THD0005,False,False
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,2.424440006893913,1.0108979112133931,0.0001822826615723,0.5231565078849446,False,True,Up,0.118534631892732,0.0288730977342348,0.98466876614658,0.7570258086515206,89,32,27,57,True,Up,3.349915961255e-08,6.82674220027293e-06,59,0,0.0201275861341677,0.0487724876890299,0.112493773438458,0,084C,True,Up,0.0520853450013866,0.531746306202048,0.879782491609893,0.8623484816055503,87.0,12.0,9.0,19.0,True,Up,0.274820369367054,0.478112149446793,21.0,0.0,0.327069751743118,0.863802368282643,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION,2.41294055862942,1.3509800864614636,0.0001788433660709,0.1604765075652909,False,True,Up,0.203739161016518,0.0099781181099073,0.98466876614658,0.7570258086515206,15,32,27,57,True,Up,9.67497632548354e-07,0.0001297793976217,59,0,0.0061769839893956,0.0132757509782551,0.107112370508945,0,439C,True,Up,0.0938591660097928,0.212664613453688,0.6460680377444,0.7083445986598179,15.0,12.0,9.0,19.0,True,Up,0.0662442933979099,0.197953535565519,21.0,0.0,0.131664632155756,0.412914141699881,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_REGULATION_OF_SPINDLE_CHECKPOINT,2.4125182325537904,0.7048651066329221,0.0001755314518844,0.945007211086498,False,True,Up,0.161407121762382,0.0056726740980981,0.98466876614658,0.7570258086515206,22,32,27,57,True,Up,4.43655075764763e-08,8.70632007014666e-06,59,0,0.0030996104106006,0.0088007317762665,0.107112370508945,0,483C,True,Up,0.117898742480691,0.965488641617163,1.0,0.9818350930349748,20.0,12.0,9.0,19.0,True,Up,0.942353142055517,1.0,21.0,10.0,0.565292052731409,0.996872324491123,0.998854917801185,0.0,VUHD071,False,False
macrophages,gobp,GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,2.401517823984139,1.7042170631172926,0.000172339970941,0.0262301845239685,True,True,Up,0.0990740352008786,0.185629707956863,0.98466876614658,0.7665696343747419,71,32,27,57,True,Up,0.0038227807242679,0.0962232953327027,59,0,0.10944084985371,0.226484276006815,0.232804767430261,0,160C,True,Up,0.0422508458325243,0.0424770856438656,0.392100330577273,0.44195758357823606,53.0,12.0,9.0,19.0,True,Up,0.0016243357953356,0.0133090739359757,21.0,0.0,0.0177857512623906,0.0737510377168438,0.579082222072996,0.0,VUILD59,False,False
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,2.388414917231677,2.1304753426835865,0.000203114965752,0.000519409594534,True,True,Up,0.0993525368268616,0.0110601860033559,0.98466876614658,0.7570258086515206,18,32,27,57,True,Up,6.87925836125496e-05,0.0044181515669223,59,0,0.002829201907527,0.0144327055061622,0.107112370508945,0,160C,True,Up,0.100676386417465,0.003142294972556,0.291653744849021,0.2947590455762175,17.0,12.0,9.0,19.0,True,Up,4.03695123606003e-07,1.46483659137035e-05,21.0,0.0,0.0016558854496462,0.0051733668800763,0.403182774067,0.0,TILD015,False,True
macrophages,gobp,GOBP_RIBOSOME_ASSEMBLY,2.3809917096191264,-1.261288046731897,0.0002993273179503,0.5592921058107795,False,True,Up,0.401274233487188,0.171066273399235,0.98466876614658,0.7665696343747419,58,32,27,57,True,Up,6.65666854560884e-08,1.19560536572571e-05,59,0,0.111990025306605,0.199695146161469,0.209159371098032,0,084C,True,Down,0.136624445880314,0.744361185312769,0.943148205097784,0.901551455604799,54.0,12.0,9.0,19.0,True,Down,0.443017793856591,0.595378410791397,21.0,0.0,0.326937145741393,0.892387394280145,0.994247049154543,0.0,VUHD68,False,False
macrophages,gobp,GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,2.367193353690892,0.918037012772042,0.0003595368359288,0.6944606165380471,False,True,Up,0.123071923786696,0.08895569045174,0.98466876614658,0.7570258086515206,306,32,27,57,True,Up,9.87310596728509e-08,1.74375506558867e-05,59,0,0.0539257191863672,0.10686789917488,0.141813678816348,0,084C,True,Up,0.081157964751857,0.876589186349817,0.980853098382615,0.9292803396276749,266.0,12.0,9.0,19.0,True,Up,0.696538037824049,0.811562667923433,21.0,4.0,0.659910453675504,0.992859033483162,0.998854917801185,0.0,THD0001,False,False
macrophages,gobp,GOBP_RRNA_METABOLIC_PROCESS,2.365157212885843,0.868678377358341,0.000353442991252,0.770013570929946,False,True,Up,0.242273199627603,0.119921598432172,0.98466876614658,0.7570258086515206,247,32,27,57,True,Up,4.2479701453169096e-11,1.42814722413799e-08,59,0,0.07049547718884,0.148260015199425,0.163372149277983,0,084C,True,Up,0.0622786877408912,0.714928182487348,0.940704731361216,0.901551455604799,239.0,12.0,9.0,19.0,True,Up,0.423402902559355,0.576947089415473,21.0,1.0,0.488090972563215,0.980766836422575,0.998854917801185,0.0,THD0005,False,False
macrophages,gobp,GOBP_MITOTIC_CYTOKINETIC_PROCESS,2.339191764703933,1.3299975936245532,0.0005055305814272,0.1778202119676827,False,True,Up,0.178227923169492,0.016422409415052,0.98466876614658,0.7570258086515206,28,32,27,57,True,Up,1.24966438397565e-07,2.13591830274032e-05,59,0,0.0104524238875794,0.0226946905223118,0.107112370508945,0,483C,True,Up,0.0305656656220606,0.190597414314965,0.6460680377444,0.7083445986598179,31.0,12.0,9.0,19.0,True,Up,0.0994286488360835,0.253811212203178,21.0,0.0,0.117632395718944,0.384151374405693,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,2.3365772276647983,1.3560390345978317,0.0004972431948464,0.1664143174835334,False,True,Up,0.133370514589009,0.0020378898520823,0.98466876614658,0.7570258086515206,21,32,27,57,True,Up,1.61476952348918e-08,3.71993753052495e-06,59,0,0.0014599023969624,0.0038481969502678,0.107112370508945,0,084C,True,Up,0.112157577225439,0.370153201021883,0.767163963507508,0.7667141270403813,22.0,12.0,9.0,19.0,True,Up,0.126543763831924,0.292201054666443,21.0,0.0,0.176740392375972,0.616916256759185,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,2.3198427038387868,1.2060774574978297,0.0006421053756031,0.2588501323887364,False,True,Up,0.377759363752597,0.135512132438452,0.98466876614658,0.7638340714677885,33,32,27,57,True,Up,1.89254403446904e-06,0.0002305205647502,59,0,0.0834997271754569,0.153893842812189,0.167193849318802,0,084C,True,Up,0.139958076659491,0.806764792879443,0.957561950427003,0.9152770164831109,31.0,12.0,9.0,19.0,True,Up,0.620109155981231,0.757248680861696,21.0,2.0,0.618074840283968,0.989862864853164,0.998854917801185,0.0,TILD006,False,False
macrophages,gobp,GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,2.291633238965956,1.7718544259689184,0.0009629153931946,0.0195486883760989,True,True,Up,0.0989434936053973,0.0089500472091221,0.98466876614658,0.7570258086515206,47,32,27,57,True,Up,1.33529833713229e-07,2.21096194977983e-05,59,0,0.0048958583959107,0.0139013374300546,0.107112370508945,0,483C,True,Up,0.071569789778163,0.112945628794435,0.538719060655383,0.6063659215665222,44.0,12.0,9.0,19.0,True,Up,0.0050493713697142,0.0305366744739861,21.0,0.0,0.0496399514363453,0.276859924379104,0.994247049154543,0.0,VUILD59,False,True
macrophages,gobp,GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,2.2824381914893825,1.020471814801099,0.001066353570198,0.5046388841894688,False,True,Up,0.0769674023816879,0.019854887115871,0.98466876614658,0.7570258086515206,138,32,27,57,True,Up,1.27261594914698e-07,2.14062082747786e-05,59,0,0.0141348841670664,0.0399325475922301,0.110813031468443,0,084C,True,Up,0.0309810705289136,0.515861852736739,0.879782491609893,0.8623484816055503,131.0,12.0,9.0,19.0,True,Up,0.328180852195108,0.517751158121475,21.0,0.0,0.304676142283719,0.940937266122395,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,2.265458466020943,0.9743163524352302,0.0012249394857659,0.5872756521558468,False,True,Up,0.222125039193697,0.118121594056413,0.98466876614658,0.7570258086515206,451,32,27,57,True,Up,1.1706389154392499e-11,4.13508686230325e-09,59,0,0.0696055201396644,0.149347991144957,0.163395574470473,0,084C,True,Up,0.0555936953651175,0.755772406564566,0.943148205097784,0.901551455604799,425.0,12.0,9.0,19.0,True,Up,0.495394078849648,0.63873506399313,21.0,2.0,0.518247099792619,0.985638142227703,0.998854917801185,0.0,TILD006,False,False
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION,2.263825434470153,1.5831467260364576,0.0012063797965876,0.0565756912200143,False,True,Up,0.163949453569743,0.0142604340302657,0.98466876614658,0.7570258086515206,17,32,27,57,True,Up,7.95938372112905e-06,0.0008032913265981,59,0,0.0094101902454413,0.020056155843133,0.107112370508945,0,084C,True,Up,0.123306267178685,0.175391963950499,0.645645780339518,0.7083445986598179,17.0,12.0,9.0,19.0,True,Up,0.0242903789188511,0.10282927075647,21.0,0.0,0.0667439722044373,0.322187704302807,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,2.2606632925774304,1.2164518093265393,0.0012166687500766,0.2511806547623258,False,True,Up,0.151558743912151,0.0225711685769906,0.98466876614658,0.7570258086515206,38,32,27,57,True,Up,2.67894565577997e-07,4.17482163445594e-05,59,0,0.0094188802886725,0.0292124630637145,0.107112370508945,0,439C,True,Up,0.07364756304545,0.532654971013939,0.879782491609893,0.8623484816055503,36.0,12.0,9.0,19.0,True,Up,0.301150173132465,0.496702233608092,21.0,0.0,0.380892361905289,0.843125947854747,0.996144076226255,0.0,THD0005,False,False
macrophages,gobp,GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,2.260529892316096,1.0529599318795442,0.0011987765625755,0.4489591031725538,False,True,Up,0.228262965642576,0.0788848521226825,0.98466876614658,0.7570258086515206,20,32,27,57,True,Up,0.0001520848784107,0.0083074404975205,59,0,0.0515493971127317,0.0960172869092365,0.124466161715358,0,228I,True,Up,0.0388352116339885,0.56710383811725,0.893233609159232,0.878935321472517,20.0,12.0,9.0,19.0,True,Up,0.481596395066697,0.630457940088549,21.0,0.0,0.420562868676789,0.785948780612103,0.996144076226255,0.0,VUILD59,False,False
macrophages,gobp,GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX,2.2530121523921687,0.7980379867836994,0.001263826453568,0.8657574443425178,False,True,Up,0.295353900750918,0.103037386866443,0.98466876614658,0.7570258086515206,20,32,27,57,True,Up,9.47046190751273e-05,0.0058271221526234,59,0,0.0625208475807464,0.122210691374968,0.151205419467345,0,084C,True,Up,0.232703026938355,0.745408913250407,0.943148205097784,0.901551455604799,18.0,12.0,9.0,19.0,True,Up,0.497911585317479,0.63873506399313,21.0,1.0,0.576830131698399,0.970638704080198,0.998854917801185,0.0,TILD006,False,False
macrophages,gobp,GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,2.240618740448117,1.0893189415969236,0.0015165917442816,0.403319567676306,False,True,Up,0.0910806558014797,0.0667668233786012,0.98466876614658,0.7570258086515206,419,32,27,57,True,Up,2.98797547001233e-07,4.5233680079601e-05,59,0,0.0377273775449746,0.0832583450578158,0.12517070923658,0,084C,True,Up,0.0516204997050196,0.744522494568565,0.943148205097784,0.901551455604799,366.0,12.0,9.0,19.0,True,Up,0.495537176430694,0.63873506399313,21.0,1.0,0.544928369661802,0.912076627289992,0.996144076226255,0.0,VUILD59,False,False
macrophages,gobp,GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH,2.2345372666293493,1.03639027901305,0.0015486324149354,0.4799013115455375,False,True,Up,0.196935288446201,0.0550044159824939,0.98466876614658,0.7570258086515206,28,32,27,57,True,Up,1.26062864990141e-05,0.0011040398184301,59,0,0.040402384096182,0.0648263984397403,0.114918889820299,0,084C,True,Down,0.119918929360797,0.771957806207929,0.947902187127932,0.9028046682165705,29.0,12.0,9.0,19.0,True,Down,0.587737344231059,0.728220904559458,21.0,0.0,0.579289137399366,0.952043941867407,0.998854917801185,0.0,TILD006,False,False
macrophages,gobp,GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,2.233564593576854,1.3575977481182249,0.0015534533491773,0.1672804429455185,False,True,Up,0.0636634515005429,0.0163828548412009,0.98466876614658,0.7570258086515206,301,32,27,57,True,Up,3.09420069184788e-08,6.55784894630239e-06,59,0,0.0126638659938756,0.0345150332574134,0.107112370508945,0,084C,True,Up,0.036293514602643,0.222303297645924,0.6460680377444,0.7083445986598179,270.0,12.0,9.0,19.0,True,Up,0.0314755897030788,0.119325369919135,21.0,0.0,0.0992867996853306,0.498095581836101,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,2.229713028319044,1.9075340059703163,0.0016879873866148,0.0059212693776879,True,True,Up,0.0845597622401061,0.242480819515422,0.985010367951267,0.7898205879077347,107,32,27,57,True,Up,0.0094575229717703,0.166186524852792,59,0,0.156794504633213,0.283473855483715,0.287374871843583,0,160C,True,Up,0.0460025643783781,0.0471347161462485,0.392100330577273,0.44195758357823606,78.0,12.0,9.0,19.0,True,Up,0.0006823250446012,0.0070859363262213,21.0,0.0,0.0217976453914962,0.0725903279637021,0.497972123900965,0.0,VUHD65,False,False
macrophages,gobp,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,2.229065452645473,0.8406801470181899,0.0016651767462551,0.8151897490941362,False,True,Up,0.154321271969254,0.050401221082264,0.98466876614658,0.7570258086515206,31,32,27,57,True,Up,3.22079206945769e-05,0.0024033359829366,59,0,0.0309579611054373,0.0580333571412849,0.112493773438458,0,208C,True,Down,0.0365206773255115,0.960435198676608,1.0,0.9818350930349748,33.0,12.0,9.0,19.0,True,Down,0.948647142734296,1.0,21.0,9.0,0.708499016883676,0.990391444162501,0.998854917801185,0.0,VUILD61,False,False
macrophages,gobp,GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,2.220035578027678,2.424636280571115,0.0018451866222092,0.0,True,True,Up,0.0584564816839837,0.0427202071088008,0.98466876614658,0.7570258086515206,56,32,27,57,True,Up,0.0006349609331406,0.0264908701121705,59,0,0.0174333804080978,0.0553437687245151,0.112493773438458,0,160C,True,Up,0.0906557596685567,0.010334187809611,0.291653744849021,0.3341387391774224,41.0,12.0,9.0,19.0,True,Up,2.37750132172483e-07,1.00647555953018e-05,21.0,0.0,0.002036279473,0.0144055957972734,0.403182774067,0.0,TILD028,False,True
macrophages,gobp,GOBP_MATURATION_OF_SSU_RRNA,2.2196805758121645,-0.8171309757417984,0.0018209078508644,1.0,False,True,Up,0.331932837639642,0.115927563592895,0.98466876614658,0.7570258086515206,53,32,27,57,True,Up,3.2410331438173e-08,6.73435847549645e-06,59,0,0.0645193982222472,0.146458718310432,0.158663611502968,0,226C,True,Up,0.0924107974832116,0.836795009303385,0.970529371520821,0.9276470388848954,51.0,12.0,9.0,19.0,True,Up,0.686289975124669,0.807554796927716,21.0,2.0,0.608252975939053,0.978227117424436,0.998854917801185,0.0,THD0002,False,False
macrophages,gobp,GOBP_CHROMOSOME_SEGREGATION,2.218160649233101,1.1943356866787445,0.0018218796928058,0.2664297846488767,False,True,Up,0.0647545948845262,0.029833437622857,0.98466876614658,0.7570258086515206,399,32,27,57,True,Up,2.49821016731836e-07,3.95127360344369e-05,59,0,0.024351406938764,0.0610772923261871,0.113446015540143,0,084C,True,Up,0.0278962336138113,0.249138361591745,0.673203657918119,0.7186337133741352,363.0,12.0,9.0,19.0,True,Up,0.065845528984056,0.197953535565519,21.0,0.0,0.128047677414164,0.553180481713828,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II,2.210795196267882,0.9411809622204698,0.0019686527449809,0.6528774913255687,False,True,Up,0.17560825075877,0.0605575310830949,0.98466876614658,0.7570258086515206,27,32,27,57,True,Up,5.76801653728689e-05,0.0038932274678744,59,0,0.0391705308008627,0.0699490406983145,0.114918889820299,0,208C,True,Down,0.0587252446192564,0.993536782928803,1.0,0.993536782928803,29.0,12.0,9.0,19.0,True,Down,0.990591508298355,1.0,21.0,12.0,0.759997857340504,0.994666271503853,0.998854917801185,0.0,TILD006,False,False
macrophages,gobp,GOBP_MITOTIC_CYTOKINESIS,2.20210957339347,1.4400564378095502,0.0020157232044249,0.1126223286355166,False,True,Up,0.0766536186187841,0.0152883883276912,0.98466876614658,0.7570258086515206,84,32,27,57,True,Up,5.40696124803821e-07,7.63967577939478e-05,59,0,0.0098874085949308,0.0291154776902438,0.107112370508945,0,483C,True,Up,0.0234655138536453,0.152743817276615,0.611537435012147,0.7083445986598179,84.0,12.0,9.0,19.0,True,Up,0.0588651123941403,0.182338274976971,21.0,0.0,0.0602295808433566,0.343404554882883,0.994247049154543,0.0,VUILD59,False,False
