"compartment","set","NGenes","Direction","PValue","FDR","Correlation","correlation_setting","n_first","n_second","residual_df","genes_tested","method","FDR_family","cohort","frozen_candidate","FDR_global","eligible","not_tested_reason"
"macrophages","GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",22,"Up",0.126543763831924,0.285396573748595,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.285396573748595,"GSE135893",TRUE,0.292201054666443,TRUE,""
"macrophages","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE",31,"Up",0.620109155981231,0.71837782004383,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.71837782004383,"GSE135893",TRUE,0.757248680861696,TRUE,""
"macrophages","GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION",44,"Up",0.00504937136971423,0.0305847637251262,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0305847637251262,"GSE135893",TRUE,0.0305366744739861,TRUE,""
"macrophages","GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING",131,"Up",0.328180852195108,0.489960145530725,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.489960145530725,"GSE135893",TRUE,0.517751158121475,TRUE,""
"macrophages","GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",425,"Up",0.495394078849648,0.610157549637605,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.610157549637605,"GSE135893",TRUE,0.63873506399313,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",17,"Up",0.0242903789188511,0.105093067975437,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.105093067975437,"GSE135893",TRUE,0.10282927075647,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",36,"Up",0.301150173132465,0.469439975765314,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.469439975765314,"GSE135893",TRUE,0.496702233608092,TRUE,""
"macrophages","GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY",20,"Up",0.481596395066697,0.603592664271899,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.603592664271899,"GSE135893",TRUE,0.630457940088549,TRUE,""
"macrophages","GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",18,"Up",0.497911585317479,0.610157549637605,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.610157549637605,"GSE135893",TRUE,0.63873506399313,TRUE,""
"macrophages","GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",366,"Up",0.495537176430694,0.610157549637605,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.610157549637605,"GSE135893",TRUE,0.63873506399313,TRUE,""
"macrophages","GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH",29,"Down",0.587737344231059,0.692223983205469,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.692223983205469,"GSE135893",TRUE,0.728220904559458,TRUE,""
"macrophages","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",270,"Up",0.0314755897030788,0.119157589590227,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.119157589590227,"GSE135893",TRUE,0.119325369919135,TRUE,""
"macrophages","GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE",78,"Up",0.000682325044601293,0.00704076912804144,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00704076912804144,"GSE135893",TRUE,0.00708593632622133,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II",33,"Down",0.948647142734296,0.962264087366846,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.962264087366846,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",41,"Up",2.37750132172483e-07,1.26007570051416e-05,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",1.26007570051416e-05,"GSE135893",TRUE,1.00647555953018e-05,TRUE,""
"macrophages","GOBP_MATURATION_OF_SSU_RRNA",51,"Up",0.686289975124669,0.765773815349438,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.765773815349438,"GSE135893",TRUE,0.807554796927716,TRUE,""
"macrophages","GOBP_CHROMOSOME_SEGREGATION",363,"Up",0.065845528984056,0.200625574290813,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.200625574290813,"GSE135893",TRUE,0.197953535565519,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II",29,"Down",0.990591508298355,0.990591508298355,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.990591508298355,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_MITOTIC_CYTOKINESIS",84,"Up",0.0588651123941403,0.186259758620265,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.186259758620265,"GSE135893",TRUE,0.182338274976971,TRUE,""
"macrophages","GOBP_PSEUDOURIDINE_SYNTHESIS",18,"Up",0.771428916472802,0.821823770312734,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.821823770312734,"GSE135893",TRUE,0.867004180460583,TRUE,""
"macrophages","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY",17,"Down",0.937923734977008,0.960475317864277,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.960475317864277,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",197,"Up",0.228831408257946,0.418209125436935,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.418209125436935,"GSE135893",TRUE,0.440327103769077,TRUE,""
"macrophages","GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",15,"Up",0.0386230597987505,0.136468144622252,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.136468144622252,"GSE135893",TRUE,0.136253572067814,TRUE,""
"macrophages","GOBP_ACTIN_FILAMENT_SEVERING",15,"Up",0.339270451549813,0.502974375724198,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.502974375724198,"GSE135893",TRUE,0.531942559837361,TRUE,""
"macrophages","GOBP_VACUOLAR_ACIDIFICATION",34,"Up",0.776372804465678,0.822955172733619,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.822955172733619,"GSE135893",TRUE,0.868716706318424,TRUE,""
"macrophages","GOBP_MITOTIC_DNA_REPLICATION",16,"Up",0.000501806464782941,0.00559910371231492,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00559910371231492,"GSE135893",TRUE,0.00554168878499422,TRUE,""
"macrophages","GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT",33,"Up",0.00354667120932591,0.024278606901487,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.024278606901487,"GSE135893",TRUE,0.0237301080861853,TRUE,""
"macrophages","GOBP_CYTOKINETIC_PROCESS",45,"Up",0.232355927412133,0.421020996678396,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.421020996678396,"GSE135893",TRUE,0.443747410245729,TRUE,""
"macrophages","GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",28,"Up",0.284944924455074,0.460577366440969,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.460577366440969,"GSE135893",TRUE,0.485604966730592,TRUE,""
"macrophages","GOBP_DNA_TEMPLATED_DNA_REPLICATION",150,"Up",0.0069341245261198,0.0386851157772999,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0386851157772999,"GSE135893",TRUE,0.0391392806585429,TRUE,""
"macrophages","GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY",23,"Up",0.350895377870704,0.504677785672969,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.504677785672969,"GSE135893",TRUE,0.534683053030211,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",26,"Up",0.0967943914863852,0.251943293001631,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.251943293001631,"GSE135893",TRUE,0.252573878833171,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",292,"Up",0.223243801730607,0.41154509536425,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.41154509536425,"GSE135893",TRUE,0.432854394195223,TRUE,""
"macrophages","GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION",17,"Up",0.270712538948681,0.455158856052853,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.455158856052853,"GSE135893",TRUE,0.477506839534479,TRUE,""
"macrophages","GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS",22,"Up",6.4099412998446e-06,0.00015098972839634,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00015098972839634,"GSE135893",TRUE,0.000135677090846711,TRUE,""
"macrophages","GOBP_MIDBODY_ABSCISSION",17,"Up",0.243399500918669,0.433619278947545,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.433619278947545,"GSE135893",TRUE,0.454584362009868,TRUE,""
"macrophages","GOBP_ORGANELLE_FISSION",381,"Up",0.0746242059182113,0.213230192712567,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.213230192712567,"GSE135893",TRUE,0.212894925113963,TRUE,""
"macrophages","GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",42,"Down",0.0909016950677758,0.244580786750118,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.244580786750118,"GSE135893",TRUE,0.244196225764662,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN",48,"Up",0.346496565918834,0.503131999827348,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.503131999827348,"GSE135893",TRUE,0.533394713596266,TRUE,""
"macrophages","GOBP_DNA_REPLICATION_INITIATION",35,"Up",0.0100820598504937,0.0533750456045102,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0533750456045102,"GSE135893",TRUE,0.0533509000421958,TRUE,""
"macrophages","GOBP_COPII_COATED_VESICLE_CARGO_LOADING",18,"Up",0.208594317324041,0.39134509090882,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.39134509090882,"GSE135893",TRUE,0.410720593800825,TRUE,""
"macrophages","GOBP_CELL_REDOX_HOMEOSTASIS",33,"Down",0.513735858740843,0.625931046281947,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.625931046281947,"GSE135893",TRUE,0.655723156382784,TRUE,""
"macrophages","GOBP_MITOTIC_SPINDLE_ORGANIZATION",125,"Up",0.119237061907736,0.271809216391828,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.271809216391828,"GSE135893",TRUE,0.277855171785,TRUE,""
"macrophages","GOBP_CELL_CYCLE_DNA_REPLICATION",42,"Up",0.000311242029911641,0.00366573946340377,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00366573946340377,"GSE135893",TRUE,0.00376454645702651,TRUE,""
"macrophages","GOBP_DNA_REPLICATION",252,"Up",0.0227695221170717,0.1005653893504,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.1005653893504,"GSE135893",TRUE,0.0980247223345119,TRUE,""
"macrophages","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS",153,"Up",0.107789802137757,0.262660207508098,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.262660207508098,"GSE135893",TRUE,0.265811745077576,TRUE,""
"macrophages","GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS",59,"Up",0.468492599279912,0.59119304194846,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.59119304194846,"GSE135893",TRUE,0.616565389725894,TRUE,""
"macrophages","GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC",40,"Down",0.930511054085206,0.959473212733429,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.959473212733429,"GSE135893",TRUE,0.99919346355911,TRUE,""
"macrophages","GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS",36,"Up",0.28229453644753,0.460577366440969,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.460577366440969,"GSE135893",TRUE,0.484746762089458,TRUE,""
"macrophages","GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",15,"Down",0.0372991455227024,0.134024048318863,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.134024048318863,"GSE135893",TRUE,0.133436379757273,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",15,"Up",0.00443411558042445,0.0284858334257571,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0284858334257571,"GSE135893",TRUE,0.0281566339356953,TRUE,""
"macrophages","GOBP_RESPIRATORY_BURST",32,"Up",0.932318310486257,0.959473212733429,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.959473212733429,"GSE135893",TRUE,0.99919346355911,TRUE,""
"macrophages","GOBP_PEPTIDYL_CYSTEINE_MODIFICATION",34,"Up",0.689918861942183,0.765773815349438,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.765773815349438,"GSE135893",TRUE,0.807554796927716,TRUE,""
"macrophages","GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY",64,"Up",0.989469175325152,0.990591508298355,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.990591508298355,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_MITOTIC_SPINDLE_ASSEMBLY",71,"Up",0.0699290778442048,0.205902284763492,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.205902284763492,"GSE135893",TRUE,0.20416075600492,TRUE,""
"macrophages","GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",38,"Up",0.576415819662412,0.686517717800176,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.686517717800176,"GSE135893",TRUE,0.721229646277106,TRUE,""
"macrophages","GOBP_DNA_STRAND_ELONGATION",35,"Up",0.157711710189029,0.327792966275237,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.327792966275237,"GSE135893",TRUE,0.339481138881469,TRUE,""
"macrophages","GOBP_CELLULAR_OXIDANT_DETOXIFICATION",67,"Down",0.688125761561633,0.765773815349438,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.765773815349438,"GSE135893",TRUE,0.807554796927716,TRUE,""
"macrophages","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",176,"Up",0.344336236675251,0.503131999827348,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.503131999827348,"GSE135893",TRUE,0.533394713596266,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",257,"Up",0.20117520457334,0.380795922942393,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.380795922942393,"GSE135893",TRUE,0.399207046575221,TRUE,""
"macrophages","GOBP_TRICARBOXYLIC_ACID_CYCLE",29,"Down",0.706834646355941,0.772417242409585,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.772417242409585,"GSE135893",TRUE,0.816072728065495,TRUE,""
"macrophages","GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",378,"Up",0.249764109415558,0.437603233025605,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.437603233025605,"GSE135893",TRUE,0.45640348051476,TRUE,""
"macrophages","GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS",95,"Up",0.160784967091966,0.330936048771814,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.330936048771814,"GSE135893",TRUE,0.343188081019827,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II",48,"Down",0.689456852979713,0.765773815349438,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.765773815349438,"GSE135893",TRUE,0.807554796927716,TRUE,""
"macrophages","GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",30,"Up",0.354702783326757,0.504677785672969,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.504677785672969,"GSE135893",TRUE,0.534683053030211,TRUE,""
"macrophages","GOBP_REGULATION_OF_DNA_REPLICATION",112,"Up",0.039427518238386,0.137026784697342,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.137026784697342,"GSE135893",TRUE,0.136621132138711,TRUE,""
"macrophages","GOBP_MEIOTIC_SPINDLE_ORGANIZATION",15,"Up",0.0264760088906933,0.107940651631288,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.107940651631288,"GSE135893",TRUE,0.106744543781525,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB",19,"Up",0.188285710699432,0.366207070351189,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.366207070351189,"GSE135893",TRUE,0.382596564141246,TRUE,""
"macrophages","GOBP_REGULATION_OF_CYCLASE_ACTIVITY",20,"Down",0.32570531946888,0.489712962605693,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.489712962605693,"GSE135893",TRUE,0.517057194656847,TRUE,""
"macrophages","GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",20,"Up",0.296075110386463,0.46658320614891,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.46658320614891,"GSE135893",TRUE,0.493252501505924,TRUE,""
"macrophages","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",21,"Up",0.439857807262729,0.568596677681089,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.568596677681089,"GSE135893",TRUE,0.594275973642198,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",62,"Up",0.0712391172146883,0.206886203417999,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.206886203417999,"GSE135893",TRUE,0.205621997415123,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT",17,"Up",0.310388754480367,0.476829101085781,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.476829101085781,"GSE135893",TRUE,0.502899133272092,TRUE,""
"macrophages","GOBP_MICROTUBULE_ANCHORING",21,"Down",0.173051015318836,0.346102030637673,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.346102030637673,"GSE135893",TRUE,0.360286540090036,TRUE,""
"macrophages","GOBP_HUMORAL_IMMUNE_RESPONSE",153,"Up",0.00526540854598582,0.0310074058819165,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0310074058819165,"GSE135893",TRUE,0.0311026458297767,TRUE,""
"macrophages","GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",36,"Up",0.36504341089932,0.515928020737705,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.515928020737705,"GSE135893",TRUE,0.542228224376767,TRUE,""
"macrophages","GOBP_COLLAGEN_CATABOLIC_PROCESS",23,"Up",4.26082682244551e-08,3.86934535194325e-06,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",3.86934535194325e-06,"GSE135893",TRUE,2.7056250322529e-06,TRUE,""
"macrophages","GOBP_MATERNAL_PLACENTA_DEVELOPMENT",27,"Up",0.00567912059490205,0.0325398261113307,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0325398261113307,"GSE135893",TRUE,0.0327840143432982,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",57,"Down",0.667113848268556,0.756768832277941,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.756768832277941,"GSE135893",TRUE,0.796018380625778,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN",62,"Down",0.653612664847418,0.749004783500825,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.749004783500825,"GSE135893",TRUE,0.786813350100683,TRUE,""
"macrophages","GOBP_STEROL_BIOSYNTHETIC_PROCESS",48,"Up",0.766782679528398,0.82099963666677,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.82099963666677,"GSE135893",TRUE,0.865612447112058,TRUE,""
"macrophages","GOBP_DNA_CONFORMATION_CHANGE",84,"Up",0.00849896912261024,0.0461995244613685,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0461995244613685,"GSE135893",TRUE,0.045930599088149,TRUE,""
"macrophages","GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION",22,"Down",0.582225529713591,0.689563197202689,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.689563197202689,"GSE135893",TRUE,0.724927865427706,TRUE,""
"macrophages","GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT",40,"Up",0.45117740228316,0.576202465566445,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.576202465566445,"GSE135893",TRUE,0.603152948315382,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_METABOLIC_PROCESS",39,"Up",0.056994673516086,0.183073799778943,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.183073799778943,"GSE135893",TRUE,0.178724037939331,TRUE,""
"macrophages","GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS",46,"Up",0.41622755647978,0.550137983948319,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.550137983948319,"GSE135893",TRUE,0.576947089415473,TRUE,""
"macrophages","GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS",21,"Up",0.0688351663484298,0.2055359896601,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.2055359896601,"GSE135893",TRUE,0.203303863401176,TRUE,""
"macrophages","GOBP_CYTOKINESIS",147,"Up",0.195039945977433,0.372508725650592,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.372508725650592,"GSE135893",TRUE,0.390079891954865,TRUE,""
"macrophages","GOBP_DENDRITIC_CELL_CHEMOTAXIS",22,"Up",0.00120164556718958,0.0106145358435079,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0106145358435079,"GSE135893",TRUE,0.0101739324688717,TRUE,""
"macrophages","GOBP_MITOCHONDRION_ORGANIZATION",438,"Up",0.419151897643161,0.550137983948319,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.550137983948319,"GSE135893",TRUE,0.576947089415473,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",61,"Up",0.0754352096860497,0.213230192712567,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.213230192712567,"GSE135893",TRUE,0.212894925113963,TRUE,""
"macrophages","GOBP_REGULATION_OF_CYTOKINESIS",76,"Up",0.192586331157702,0.371166383685753,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.371166383685753,"GSE135893",TRUE,0.388229588206796,TRUE,""
"macrophages","GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",21,"Up",0.26469856573383,0.448928767484575,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.448928767484575,"GSE135893",TRUE,0.47016388598876,TRUE,""
"macrophages","GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION",28,"Up",0.147669274050258,0.316221071703582,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.316221071703582,"GSE135893",TRUE,0.326156483554482,TRUE,""
"macrophages","GOBP_PROTEIN_NEDDYLATION",26,"Down",0.374973299265891,0.519111109120177,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.519111109120177,"GSE135893",TRUE,0.544209641518677,TRUE,""
"macrophages","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",18,"Up",0.859978713231882,0.898105848301276,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.898105848301276,"GSE135893",TRUE,0.944856445305335,TRUE,""
"macrophages","GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX",19,"Down",0.752791073752568,0.810110191043372,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.810110191043372,"GSE135893",TRUE,0.853611306844429,TRUE,""
"macrophages","GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS",359,"Up",0.303594181552238,0.46979537583266,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.46979537583266,"GSE135893",TRUE,0.497502723317861,TRUE,""
"macrophages","GOBP_RESPONSE_TO_CHEMOKINE",66,"Up",3.74675040267362e-05,0.00056736506097629,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00056736506097629,"GSE135893",TRUE,0.00055980858957594,TRUE,""
"macrophages","GOBP_SPINDLE_ASSEMBLY",121,"Up",0.140329545754328,0.30357003775426,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.30357003775426,"GSE135893",TRUE,0.312664075628063,TRUE,""
"macrophages","GOBP_KINETOCHORE_ORGANIZATION",20,"Up",0.457731841661738,0.581072757079572,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.581072757079572,"GSE135893",TRUE,0.608375640566615,TRUE,""
"macrophages","GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION",226,"Up",0.133593013596305,0.298123356657017,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.298123356657017,"GSE135893",TRUE,0.305699328409563,TRUE,""
"macrophages","GOBP_AMP_METABOLIC_PROCESS",18,"Up",0.00196640999408668,0.0154399599535695,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0154399599535695,"GSE135893",TRUE,0.0146902393675887,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE",421,"Up",0.11864639486866,0.271809216391828,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.271809216391828,"GSE135893",TRUE,0.277855171785,TRUE,""
"macrophages","GOBP_MEMBRANE_BIOGENESIS",50,"Up",0.0913158131785127,0.244580786750118,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.244580786750118,"GSE135893",TRUE,0.244196225764662,TRUE,""
"macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN",39,"Down",0.731731395508094,0.791464570651612,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.791464570651612,"GSE135893",TRUE,0.835136680773678,TRUE,""
"macrophages","GOBP_SPINDLE_ORGANIZATION",182,"Up",0.286774586651924,0.460577366440969,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.460577366440969,"GSE135893",TRUE,0.485604966730592,TRUE,""
"macrophages","GOBP_MATURATION_OF_LSU_RRNA",24,"Up",0.0257201518775942,0.106915141138235,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.106915141138235,"GSE135893",TRUE,0.105369654466273,TRUE,""
