disease,label,gene,donors,mean_of_donor_expression,mean_of_donor_detection,cohort
IPF,SCGB3A2+ SCGB1A1+,ADRB2,5,0.31464719562418625,0.12131459143524681,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ANTXR1,5,0.21938232885074518,0.1352508818320439,GSE135893
IPF,SCGB3A2+ SCGB1A1+,APCDD1,5,0.002862458852154,0.00133333333333332,GSE135893
IPF,SCGB3A2+ SCGB1A1+,AREG,5,2.0408543645816706,0.25833094560513115,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ATP6AP2,5,0.4175475573484098,0.21581730160385826,GSE135893
IPF,SCGB3A2+ SCGB1A1+,AVPR1A,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CASP1,5,0.06380964666932268,0.036495640504620744,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CAV1,5,0.9456686815999301,0.23762701953208007,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CCL2,5,1.6037715960067445,0.1149266782809593,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CCR1,5,0.008552757818298059,0.00257556935817804,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CCR10,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CCR2,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CCR3,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CCR4,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CCR5,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CD36,5,0.01374161116798372,0.00681206604819414,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CD4,5,0.00409070478317204,0.00203045685279186,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CD44,5,0.481397778966135,0.1990458484019944,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CD82,5,0.672552149416088,0.3333853017184621,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CD9,5,6.827825714819555,0.8361206415518513,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CSF1,5,0.1228490709981023,0.06525880718728634,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CSF1R,5,0.01408609420779806,0.00392156862745098,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CXCL1,5,10.594225703966906,0.48299496704746636,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CXCL12,5,0.016915763201678518,0.007911780150533839,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CXCL2,5,11.235639818917857,0.5304735994413747,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CXCR1,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CXCR2,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CXCR3,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,CXCR4,5,0.01356474793307152,0.00392156862745098,GSE135893
IPF,SCGB3A2+ SCGB1A1+,DPP4,5,0.024606227496739918,0.013863805630776698,GSE135893
IPF,SCGB3A2+ SCGB1A1+,EGFR,5,0.3021596882114746,0.14521097946100103,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ENG,5,0.010098770966925541,0.00696725390663878,GSE135893
IPF,SCGB3A2+ SCGB1A1+,EPHA7,5,0.014259679246207402,0.01141148062661922,GSE135893
IPF,SCGB3A2+ SCGB1A1+,EPHB2,5,0.051942523499273176,0.02987070581929526,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ERBB2,5,0.6414276837364865,0.29842169620304376,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ERBB3,5,0.7302604093971405,0.33762696248599666,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ERBB4,5,0.08391724209039275,0.0573864417874243,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FGF10,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FGF7,5,0.01397091247861364,0.00627013038718022,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FGFR1,5,0.08739177909755705,0.04459726737748728,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FGFR2,5,0.46110495688256814,0.2390479493862248,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FGFR3,5,0.20083842063720633,0.11888725346834747,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FGFR4,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FGFRL1,5,0.048426815331593584,0.02685742552943976,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FLT1,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD1,5,0.020488312599408698,0.015053703025209619,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD10,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD2,5,0.00409031921460416,0.00203045685279186,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD3,5,0.0985288461899102,0.06171858813160493,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD4,5,0.029685757506745257,0.01425261272021496,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD5,5,0.1055560571567975,0.051132412124356263,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD6,5,0.1480857347324153,0.09034453715427829,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD7,5,0.020253185980791462,0.012449163465871861,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD8,5,0.03258722741927474,0.02086664137112006,GSE135893
IPF,SCGB3A2+ SCGB1A1+,FZD9,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,GPC1,5,0.09091762063941618,0.052340537661041894,GSE135893
IPF,SCGB3A2+ SCGB1A1+,GRIN2B,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,GRM7,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,GSDMD,5,0.29713105054615363,0.17109790453065063,GSE135893
IPF,SCGB3A2+ SCGB1A1+,HBEGF,5,0.1572509627455019,0.06675399441430159,GSE135893
IPF,SCGB3A2+ SCGB1A1+,IL1A,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,IL1B,5,0.004092145188917399,0.00257556935817804,GSE135893
IPF,SCGB3A2+ SCGB1A1+,IL1R1,5,1.2746083513193855,0.4109374709906489,GSE135893
IPF,SCGB3A2+ SCGB1A1+,IL1R2,5,0.030405914744792477,0.00784313725490196,GSE135893
IPF,SCGB3A2+ SCGB1A1+,IL1RAP,5,0.0396875005345097,0.027302865651165343,GSE135893
IPF,SCGB3A2+ SCGB1A1+,IL1RN,5,0.0190319108703454,0.00790890269151138,GSE135893
IPF,SCGB3A2+ SCGB1A1+,IL6,5,0.625982470124139,0.09394698734751547,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGA4,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGA5,5,0.0172518030452248,0.01440891813616286,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGA9,5,0.10457841440868232,0.060044329837811085,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGAV,5,0.08026676020272587,0.0585022566138762,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGB1,5,0.7768549108653107,0.34523424829410143,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGB3,5,0.023602276050224302,0.0169548612205862,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGB5,5,0.0888008320362616,0.05709877842719212,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGB6,5,0.24512831234713067,0.11415041768882224,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ITGB8,5,0.18507781230780704,0.09145409413622752,GSE135893
IPF,SCGB3A2+ SCGB1A1+,KDR,5,0.40237887579531384,0.16425318851046683,GSE135893
IPF,SCGB3A2+ SCGB1A1+,KLRG2,5,0.0182955902782908,0.00852759483842088,GSE135893
IPF,SCGB3A2+ SCGB1A1+,LDLR,5,0.98030736241244,0.3542427022209579,GSE135893
IPF,SCGB3A2+ SCGB1A1+,LGR5,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,LPP,5,0.7208940268633819,0.2934275741453592,GSE135893
IPF,SCGB3A2+ SCGB1A1+,LRP1,5,0.044108327849060304,0.03167844947551388,GSE135893
IPF,SCGB3A2+ SCGB1A1+,LRP2,5,0.04911407713746132,0.02476035735491464,GSE135893
IPF,SCGB3A2+ SCGB1A1+,LRP5,5,0.26813481167478426,0.14549288790318823,GSE135893
IPF,SCGB3A2+ SCGB1A1+,LRP6,5,0.22875406683030355,0.12931645903363206,GSE135893
IPF,SCGB3A2+ SCGB1A1+,MCAM,5,0.01049277839896214,0.0033637901861251806,GSE135893
IPF,SCGB3A2+ SCGB1A1+,MTNR1A,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,MUSK,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,NLRP3,5,0.01899093439180534,0.009085373279746681,GSE135893
IPF,SCGB3A2+ SCGB1A1+,NOTCH1,5,0.06987148976770843,0.04094571798688802,GSE135893
IPF,SCGB3A2+ SCGB1A1+,NRP1,5,0.13179521899527297,0.06321325947101948,GSE135893
IPF,SCGB3A2+ SCGB1A1+,NRP2,5,0.5774820207503553,0.18036741318800137,GSE135893
IPF,SCGB3A2+ SCGB1A1+,PRLR,5,0.0043281986470051,0.00344827586206896,GSE135893
IPF,SCGB3A2+ SCGB1A1+,PTK7,5,0.19643166996304556,0.11111376896971466,GSE135893
IPF,SCGB3A2+ SCGB1A1+,PTPRK,5,0.49799767277045276,0.208349338191886,GSE135893
IPF,SCGB3A2+ SCGB1A1+,PYCARD,5,0.2757451038284951,0.14693165936760316,GSE135893
IPF,SCGB3A2+ SCGB1A1+,RECK,5,0.0214910313249397,0.014797725225601141,GSE135893
IPF,SCGB3A2+ SCGB1A1+,RET,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ROR1,5,0.01869150788508036,0.00627013038718022,GSE135893
IPF,SCGB3A2+ SCGB1A1+,ROR2,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,RYK,5,0.2164288939865891,0.13083097712330538,GSE135893
IPF,SCGB3A2+ SCGB1A1+,SDC2,5,0.119535246286456,0.0829154844580013,GSE135893
IPF,SCGB3A2+ SCGB1A1+,SDC4,5,2.4776042747137543,0.58919203947913,GSE135893
IPF,SCGB3A2+ SCGB1A1+,SIGIRR,5,0.29016980676915627,0.18770337341247045,GSE135893
IPF,SCGB3A2+ SCGB1A1+,SIRPA,5,0.00470181778742552,0.0033637901861251806,GSE135893
IPF,SCGB3A2+ SCGB1A1+,SMO,5,0.00784995842478808,0.00837240697997626,GSE135893
IPF,SCGB3A2+ SCGB1A1+,SPP1,5,0.0477383606198684,0.0205193083192226,GSE135893
IPF,SCGB3A2+ SCGB1A1+,TGFB1,5,0.04750289231583544,0.02545778025972294,GSE135893
IPF,SCGB3A2+ SCGB1A1+,TGFBR1,5,0.07120583213519223,0.03951179825349874,GSE135893
IPF,SCGB3A2+ SCGB1A1+,TGFBR2,5,0.34756027240154336,0.15620154739419947,GSE135893
IPF,SCGB3A2+ SCGB1A1+,TGFBR3,5,0.0038060439978686,0.00344827586206896,GSE135893
IPF,SCGB3A2+ SCGB1A1+,TMED5,5,0.26419978682524037,0.15891872465848716,GSE135893
IPF,SCGB3A2+ SCGB1A1+,TNF,5,0.00385139767221524,0.0010152284263959198,GSE135893
IPF,SCGB3A2+ SCGB1A1+,TYRO3,5,0.028686888153684382,0.02024451443603792,GSE135893
IPF,SCGB3A2+ SCGB1A1+,VANGL2,5,0.04109565426703612,0.025502851184994856,GSE135893
IPF,SCGB3A2+ SCGB1A1+,VASN,5,0.0867998366751227,0.05633998033189178,GSE135893
IPF,SCGB3A2+ SCGB1A1+,VEGFA,5,0.7450290779900114,0.31997370917407825,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT1,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT10A,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT10B,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT11,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT16,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT2,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT2B,5,0.00594683346877298,0.0046060262109699004,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT3,5,0.00776154154704428,0.00234856175972924,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT3A,5,0.01198522038532448,0.00469051188691368,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT4,5,0.04810586379199684,0.03300431156259944,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT5A,5,0.10738775137746168,0.06888640020731004,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT5B,5,0.02702466144889252,0.02335429026518176,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT6,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT7A,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT7B,5,0.32598127672732924,0.18197332797151305,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT8A,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT8B,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT9A,5,0.00119893294967478,0.00133333333333332,GSE135893
IPF,SCGB3A2+ SCGB1A1+,WNT9B,5,0.0,0.0,GSE135893
IPF,SCGB3A2+ SCGB1A1+,XCR1,5,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,ACKR1,2,0.09401824729614405,0.0277298850574712,GSE135893
IPF,Smooth Muscle Cells,ACKR2,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,ACKR3,2,0.2121929968676875,0.06393678160919536,GSE135893
IPF,Smooth Muscle Cells,ACKR4,2,0.01306328902265695,0.0069444444444444,GSE135893
IPF,Smooth Muscle Cells,ACVR1,2,0.1539731084793319,0.055363984674329444,GSE135893
IPF,Smooth Muscle Cells,ACVR1B,2,0.1320241106771666,0.03290229885057465,GSE135893
IPF,Smooth Muscle Cells,ACVR1C,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,ACVRL1,2,0.19603951480501056,0.07102490421455934,GSE135893
IPF,Smooth Muscle Cells,ADGRA2,2,0.5043091240928758,0.153735632183908,GSE135893
IPF,Smooth Muscle Cells,ADRA2A,2,0.05891066935838045,0.0277298850574712,GSE135893
IPF,Smooth Muscle Cells,ADRB2,2,0.05403291883838645,0.01906130268199225,GSE135893
IPF,Smooth Muscle Cells,ANTXR1,2,1.544991797187404,0.37547892720306514,GSE135893
IPF,Smooth Muscle Cells,APCDD1,2,0.08078198269490544,0.02940613026819915,GSE135893
IPF,Smooth Muscle Cells,AREG,2,0.3448670853918597,0.12140804597701144,GSE135893
IPF,Smooth Muscle Cells,ATP6AP2,2,2.497652338820429,0.5622126436781609,GSE135893
IPF,Smooth Muscle Cells,AVPR1A,2,0.09092360195469866,0.022557471264367752,GSE135893
IPF,Smooth Muscle Cells,CASP1,2,0.0321081149714711,0.0156130268199233,GSE135893
IPF,Smooth Muscle Cells,CAV1,2,11.932554088059629,0.8995210727969349,GSE135893
IPF,Smooth Muscle Cells,CCL2,2,4.13853283742353,0.1664272030651341,GSE135893
IPF,Smooth Muscle Cells,CCR1,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,CCR10,2,0.1765624620146502,0.07274904214559386,GSE135893
IPF,Smooth Muscle Cells,CCR2,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,CCR3,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,CCR4,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,CCR5,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,CD36,2,0.4495301229384335,0.0693965517241379,GSE135893
IPF,Smooth Muscle Cells,CD4,2,1.0867883340233666,0.2612547892720306,GSE135893
IPF,Smooth Muscle Cells,CD44,2,0.9540239585505117,0.25287356321839083,GSE135893
IPF,Smooth Muscle Cells,CD82,2,1.2613472760021562,0.32159961685823757,GSE135893
IPF,Smooth Muscle Cells,CD9,2,5.098093111988565,0.6399904214559387,GSE135893
IPF,Smooth Muscle Cells,CSF1,2,0.2757939412758291,0.0987068965517241,GSE135893
IPF,Smooth Muscle Cells,CSF1R,2,0.00990083325412665,0.0069444444444444,GSE135893
IPF,Smooth Muscle Cells,CXCL1,2,0.02265972769113965,0.0051724137931034,GSE135893
IPF,Smooth Muscle Cells,CXCL12,2,2.2095199721997285,0.35258620689655173,GSE135893
IPF,Smooth Muscle Cells,CXCL2,2,0.328132230930493,0.0919540229885057,GSE135893
IPF,Smooth Muscle Cells,CXCR1,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,CXCR2,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,CXCR3,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,CXCR4,2,0.0536604269286612,0.01206896551724135,GSE135893
IPF,Smooth Muscle Cells,DPP4,2,0.02519715552437435,0.0068965517241379,GSE135893
IPF,Smooth Muscle Cells,EGFR,2,0.95892344911863,0.20809386973180075,GSE135893
IPF,Smooth Muscle Cells,ENG,2,0.6330209093470891,0.19018199233716476,GSE135893
IPF,Smooth Muscle Cells,EPHA7,2,0.02020495910516275,0.0069444444444444,GSE135893
IPF,Smooth Muscle Cells,EPHB2,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,ERBB2,2,0.1683528677532763,0.05531609195402295,GSE135893
IPF,Smooth Muscle Cells,ERBB3,2,0.0036497415982948,0.00172413793103445,GSE135893
IPF,Smooth Muscle Cells,ERBB4,2,0.00928953626634955,0.00172413793103445,GSE135893
IPF,Smooth Muscle Cells,FGF10,2,0.08704225898962686,0.03467432950191565,GSE135893
IPF,Smooth Muscle Cells,FGF7,2,0.4860722622178522,0.0433908045977011,GSE135893
IPF,Smooth Muscle Cells,FGFR1,2,0.37945635153340107,0.13160919540229882,GSE135893
IPF,Smooth Muscle Cells,FGFR2,2,0.0195199755817758,0.0051724137931034,GSE135893
IPF,Smooth Muscle Cells,FGFR3,2,0.01761208329810915,0.0069444444444444,GSE135893
IPF,Smooth Muscle Cells,FGFR4,2,0.14396007887498746,0.04152298850574705,GSE135893
IPF,Smooth Muscle Cells,FGFRL1,2,0.0082398885345663,0.00344827586206895,GSE135893
IPF,Smooth Muscle Cells,FLT1,2,0.027291602127186402,0.00866858237547885,GSE135893
IPF,Smooth Muscle Cells,FZD1,2,0.2207026126161088,0.0482758620689655,GSE135893
IPF,Smooth Muscle Cells,FZD10,2,0.0114436033342065,0.00344827586206895,GSE135893
IPF,Smooth Muscle Cells,FZD2,2,0.00713633249600365,0.00172413793103445,GSE135893
IPF,Smooth Muscle Cells,FZD3,2,0.10318126142242234,0.03448275862068965,GSE135893
IPF,Smooth Muscle Cells,FZD4,2,0.24753860853304077,0.0762452107279693,GSE135893
IPF,Smooth Muscle Cells,FZD5,2,0.00580322427140515,0.00172413793103445,GSE135893
IPF,Smooth Muscle Cells,FZD6,2,0.0413960097379227,0.015565134099616799,GSE135893
IPF,Smooth Muscle Cells,FZD7,2,0.11920022012419365,0.037978927203065053,GSE135893
IPF,Smooth Muscle Cells,FZD8,2,0.02708016639000635,0.00866858237547885,GSE135893
IPF,Smooth Muscle Cells,FZD9,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,GPC1,2,0.3420284418311805,0.1246647509578544,GSE135893
IPF,Smooth Muscle Cells,GRIN2B,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,GRM7,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,GSDMD,2,0.4826543539532279,0.1522030651340996,GSE135893
IPF,Smooth Muscle Cells,HBEGF,2,0.15094417277316646,0.0451149425287356,GSE135893
IPF,Smooth Muscle Cells,IL1A,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,IL1B,2,0.0975456486715152,0.0347222222222222,GSE135893
IPF,Smooth Muscle Cells,IL1R1,2,0.3573750736429776,0.09535440613026819,GSE135893
IPF,Smooth Muscle Cells,IL1R2,2,0.065092394294465,0.0208333333333333,GSE135893
IPF,Smooth Muscle Cells,IL1RAP,2,0.040282704205894,0.01728927203065125,GSE135893
IPF,Smooth Muscle Cells,IL1RN,2,0.0138584004079913,0.0069444444444444,GSE135893
IPF,Smooth Muscle Cells,IL6,2,0.3728244549640761,0.0502394636015325,GSE135893
IPF,Smooth Muscle Cells,ITGA4,2,0.5639483498544732,0.16417624521072793,GSE135893
IPF,Smooth Muscle Cells,ITGA5,2,0.5717073706180722,0.14741379310344827,GSE135893
IPF,Smooth Muscle Cells,ITGA9,2,0.05187364950865645,0.0189655172413793,GSE135893
IPF,Smooth Muscle Cells,ITGAV,2,0.8970007376944233,0.2525862068965517,GSE135893
IPF,Smooth Muscle Cells,ITGB1,2,7.162934242588514,0.8270114942528736,GSE135893
IPF,Smooth Muscle Cells,ITGB3,2,0.0185106590059928,0.0068965517241379,GSE135893
IPF,Smooth Muscle Cells,ITGB5,2,0.5314499417125069,0.160919540229885,GSE135893
IPF,Smooth Muscle Cells,ITGB6,2,0.03165261395530485,0.0086206896551724,GSE135893
IPF,Smooth Muscle Cells,ITGB8,2,0.0212042028663757,0.01039272030651335,GSE135893
IPF,Smooth Muscle Cells,KDR,2,0.0324700454498619,0.0086206896551724,GSE135893
IPF,Smooth Muscle Cells,KLRG2,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,LDLR,2,0.3055515488170844,0.0693965517241379,GSE135893
IPF,Smooth Muscle Cells,LGR5,2,0.0784239914674697,0.0069444444444444,GSE135893
IPF,Smooth Muscle Cells,LPP,2,7.0390838519388526,0.8169061302681992,GSE135893
IPF,Smooth Muscle Cells,LRP1,2,1.2932138022739719,0.30967432950191576,GSE135893
IPF,Smooth Muscle Cells,LRP2,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,LRP5,2,0.1271512427777246,0.036302681992337105,GSE135893
IPF,Smooth Muscle Cells,LRP6,2,0.1506203576793852,0.055363984674329444,GSE135893
IPF,Smooth Muscle Cells,MCAM,2,3.915387893099086,0.6437260536398468,GSE135893
IPF,Smooth Muscle Cells,MTNR1A,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,MUSK,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,NLRP3,2,0.0280130877145802,0.0069444444444444,GSE135893
IPF,Smooth Muscle Cells,NOTCH1,2,0.18269831318910465,0.062260536398467396,GSE135893
IPF,Smooth Muscle Cells,NRP1,2,0.44091039797342785,0.16293103448275859,GSE135893
IPF,Smooth Muscle Cells,NRP2,2,0.22356224922050794,0.06063218390804595,GSE135893
IPF,Smooth Muscle Cells,PRLR,2,0.02422695842520355,0.01039272030651335,GSE135893
IPF,Smooth Muscle Cells,PTK7,2,0.15188633602810095,0.051867816091953955,GSE135893
IPF,Smooth Muscle Cells,PTPRK,2,0.8189850779252472,0.23213601532567046,GSE135893
IPF,Smooth Muscle Cells,PYCARD,2,0.2332328190186459,0.07772988505747119,GSE135893
IPF,Smooth Muscle Cells,RECK,2,0.3786176317358499,0.11776819923371645,GSE135893
IPF,Smooth Muscle Cells,RET,2,0.00187896461533835,0.00172413793103445,GSE135893
IPF,Smooth Muscle Cells,ROR1,2,0.0850620191284147,0.03290229885057465,GSE135893
IPF,Smooth Muscle Cells,ROR2,2,0.02481062605776325,0.01388888888888885,GSE135893
IPF,Smooth Muscle Cells,RYK,2,0.19165647467582964,0.06920498084291185,GSE135893
IPF,Smooth Muscle Cells,SDC2,2,2.4070944355300172,0.49602490421455936,GSE135893
IPF,Smooth Muscle Cells,SDC4,2,0.9171533266297033,0.2011973180076628,GSE135893
IPF,Smooth Muscle Cells,SIGIRR,2,0.7543947345947993,0.24209770114942525,GSE135893
IPF,Smooth Muscle Cells,SIRPA,2,0.03387534618015565,0.01388888888888885,GSE135893
IPF,Smooth Muscle Cells,SMO,2,0.0036879955744053,0.00172413793103445,GSE135893
IPF,Smooth Muscle Cells,SPP1,2,0.15587677684485443,0.0260057471264367,GSE135893
IPF,Smooth Muscle Cells,TGFB1,2,0.3051649289921031,0.10555555555555556,GSE135893
IPF,Smooth Muscle Cells,TGFBR1,2,0.21504124352680948,0.08141762452107275,GSE135893
IPF,Smooth Muscle Cells,TGFBR2,2,0.9457678104110321,0.2875478927203065,GSE135893
IPF,Smooth Muscle Cells,TGFBR3,2,0.4588360165063332,0.13850574712643676,GSE135893
IPF,Smooth Muscle Cells,TMED5,2,0.647244725879465,0.2010057471264368,GSE135893
IPF,Smooth Muscle Cells,TNF,2,0.02207367057308715,0.00866858237547885,GSE135893
IPF,Smooth Muscle Cells,TYRO3,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,VANGL2,2,0.0082101806239737,0.00172413793103445,GSE135893
IPF,Smooth Muscle Cells,VASN,2,1.4943348769141092,0.33587164750957854,GSE135893
IPF,Smooth Muscle Cells,VEGFA,2,0.19047357667485204,0.055363984674329444,GSE135893
IPF,Smooth Muscle Cells,WNT1,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT10A,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT10B,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT11,2,0.0312946692824757,0.012116858237547799,GSE135893
IPF,Smooth Muscle Cells,WNT16,2,0.0068040170916909,0.00172413793103445,GSE135893
IPF,Smooth Muscle Cells,WNT2,2,0.01237207276758315,0.0069444444444444,GSE135893
IPF,Smooth Muscle Cells,WNT2B,2,0.0494909536052358,0.01206896551724135,GSE135893
IPF,Smooth Muscle Cells,WNT3,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT3A,2,0.07603200977370214,0.01901340996168575,GSE135893
IPF,Smooth Muscle Cells,WNT4,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT5A,2,0.05854912361620345,0.0189655172413793,GSE135893
IPF,Smooth Muscle Cells,WNT5B,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT6,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT7A,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT7B,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT8A,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT8B,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT9A,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,WNT9B,2,0.0,0.0,GSE135893
IPF,Smooth Muscle Cells,XCR1,2,0.0,0.0,GSE135893
IPF,T Cells,ACKR1,6,0.0409085953555206,0.012177260136760765,GSE135893
IPF,T Cells,ACKR2,6,0.00346529228058035,0.0009414416845958167,GSE135893
IPF,T Cells,ACKR3,6,0.016557956404172316,0.0052346746460922,GSE135893
IPF,T Cells,ACKR4,6,0.0038130613619430666,0.0017956208882484667,GSE135893
IPF,T Cells,ACVR1,6,0.04115331491691703,0.01891281924777475,GSE135893
IPF,T Cells,ACVR1B,6,0.05126342321025263,0.0204654230218653,GSE135893
IPF,T Cells,ACVR1C,6,0.007206831670365367,0.0030253842462203834,GSE135893
IPF,T Cells,ACVRL1,6,0.010207028498591566,0.004551251879307583,GSE135893
