cohort,resource,donor,config,primary_pair_eligible,primary_edges,alternative_edges,common_edges,union_edges,availability_jaccard,common_edge_rank_spearman
GSE136831,consensus,396C,cap500_seed2,True,19.0,19,19.0,19.0,1.0,1.0
GSE136831,consensus,396C,floor30,True,19.0,19,19.0,19.0,1.0,1.0
GSE136831,consensus,396C,floor100,True,19.0,19,19.0,19.0,1.0,1.0
GSE136831,consensus,396C,expression005,True,19.0,40,19.0,40.0,0.475,1.0
GSE136831,consensus,396C,expression020,True,19.0,10,10.0,19.0,0.5263157894736842,1.0
GSE136831,consensus,454C,cap500_seed1,True,38.0,38,38.0,38.0,1.0,1.0
GSE136831,consensus,454C,cap500_seed2,True,38.0,38,38.0,38.0,1.0,1.0
GSE136831,consensus,454C,floor30,True,38.0,38,38.0,38.0,1.0,1.0
GSE136831,consensus,454C,expression005,True,38.0,69,38.0,69.0,0.5507246376811594,1.0
GSE136831,consensus,454C,expression020,True,38.0,19,19.0,38.0,0.5,0.9999999999999999
GSE136831,consensus,49I,cap500_seed1,True,111.0,110,109.0,112.0,0.9732142857142857,0.9849938354817985
GSE136831,consensus,49I,cap500_seed2,True,111.0,114,108.0,117.0,0.9230769230769231,0.9999111336803351
GSE136831,consensus,49I,floor30,True,111.0,111,111.0,111.0,1.0,0.9999999999999999
GSE136831,consensus,49I,expression005,True,111.0,168,111.0,168.0,0.6607142857142857,0.9999999999999999
GSE136831,consensus,49I,expression020,True,111.0,66,66.0,111.0,0.5945945945945946,1.0
GSE136831,consensus,59I,floor30,False,,141,,,,
GSE135893,cellchatdb,THD0001,cap500_seed1,True,9.0,9,9.0,9.0,1.0,0.9872062961643026
GSE135893,cellchatdb,THD0001,cap500_seed2,True,9.0,9,9.0,9.0,1.0,1.0
GSE135893,cellchatdb,THD0001,floor30,True,9.0,9,9.0,9.0,1.0,1.0
GSE135893,cellchatdb,THD0001,floor100,True,9.0,9,9.0,9.0,1.0,1.0
GSE135893,cellchatdb,THD0001,expression005,True,9.0,11,9.0,11.0,0.8181818181818182,1.0
GSE135893,cellchatdb,THD0001,expression020,True,9.0,7,7.0,9.0,0.7777777777777778,1.0
GSE135893,cellchatdb,THD0002,cap500_seed1,True,7.0,7,7.0,7.0,1.0,0.8846517369293828
GSE135893,cellchatdb,THD0002,cap500_seed2,True,7.0,7,7.0,7.0,1.0,1.0
GSE135893,cellchatdb,THD0002,floor30,True,7.0,7,7.0,7.0,1.0,1.0
GSE135893,cellchatdb,THD0002,floor100,True,7.0,7,7.0,7.0,1.0,1.0
GSE135893,cellchatdb,THD0002,expression005,True,7.0,11,7.0,11.0,0.6363636363636364,1.0
GSE135893,cellchatdb,THD0002,expression020,True,7.0,6,6.0,7.0,0.8571428571428571,0.9999999999999999
GSE135893,cellchatdb,THD0005,floor30,False,,8,,,,
GSE135893,cellchatdb,TILD001,cap500_seed1,True,40.0,39,39.0,40.0,0.975,1.0
GSE135893,cellchatdb,TILD001,cap500_seed2,True,40.0,40,40.0,40.0,1.0,1.0
GSE135893,cellchatdb,TILD001,floor30,True,40.0,40,40.0,40.0,1.0,1.0
GSE135893,cellchatdb,TILD001,floor100,True,40.0,27,27.0,40.0,0.675,1.0
GSE135893,cellchatdb,TILD001,expression005,True,40.0,72,40.0,72.0,0.5555555555555556,1.0
GSE135893,cellchatdb,TILD001,expression020,True,40.0,17,17.0,40.0,0.425,1.0
GSE135893,cellchatdb,TILD006,cap500_seed1,True,3.0,3,3.0,3.0,1.0,
GSE135893,cellchatdb,TILD006,cap500_seed2,True,3.0,3,3.0,3.0,1.0,
GSE135893,cellchatdb,TILD006,floor30,True,3.0,32,3.0,32.0,0.09375,
GSE135893,cellchatdb,TILD006,floor100,True,3.0,1,1.0,3.0,0.3333333333333333,
GSE135893,cellchatdb,TILD006,expression005,True,3.0,17,3.0,17.0,0.17647058823529413,
GSE135893,cellchatdb,TILD006,expression020,True,3.0,2,2.0,3.0,0.6666666666666666,
GSE135893,cellchatdb,TILD010,floor30,False,,8,,,,
GSE135893,cellchatdb,TILD015,cap500_seed1,True,13.0,15,13.0,15.0,0.8666666666666667,0.9939024390243902
GSE135893,cellchatdb,TILD015,cap500_seed2,True,13.0,13,13.0,13.0,1.0,1.0
GSE135893,cellchatdb,TILD015,floor30,True,13.0,13,13.0,13.0,1.0,1.0
GSE135893,cellchatdb,TILD015,expression005,True,13.0,20,13.0,20.0,0.65,1.0
GSE135893,cellchatdb,TILD015,expression020,True,13.0,9,9.0,13.0,0.6923076923076923,1.0
GSE135893,cellchatdb,TILD028,cap500_seed1,True,43.0,44,43.0,44.0,0.9772727272727273,1.0
GSE135893,cellchatdb,TILD028,cap500_seed2,True,43.0,43,43.0,43.0,1.0,0.9996346364632811
GSE135893,cellchatdb,TILD028,floor30,True,43.0,43,43.0,43.0,1.0,1.0
GSE135893,cellchatdb,TILD028,floor100,True,43.0,12,12.0,43.0,0.27906976744186046,1.0
GSE135893,cellchatdb,TILD028,expression005,True,43.0,59,43.0,59.0,0.7288135593220338,1.0
GSE135893,cellchatdb,TILD028,expression020,True,43.0,10,10.0,43.0,0.23255813953488372,1.0
GSE135893,cellchatdb,VUHD071,cap500_seed1,True,0.0,0,0.0,0.0,,
GSE135893,cellchatdb,VUHD071,cap500_seed2,True,0.0,0,0.0,0.0,,
GSE135893,cellchatdb,VUHD071,floor30,True,0.0,0,0.0,0.0,,
GSE135893,cellchatdb,VUHD071,expression005,True,0.0,5,0.0,5.0,0.0,
GSE135893,cellchatdb,VUHD071,expression020,True,0.0,0,0.0,0.0,,
GSE135893,cellchatdb,VUHD65,cap500_seed1,True,8.0,8,8.0,8.0,1.0,1.0
GSE135893,cellchatdb,VUHD65,cap500_seed2,True,8.0,8,8.0,8.0,1.0,1.0
GSE135893,cellchatdb,VUHD65,floor30,True,8.0,42,8.0,42.0,0.19047619047619047,1.0
GSE135893,cellchatdb,VUHD65,floor100,True,8.0,8,8.0,8.0,1.0,1.0
GSE135893,cellchatdb,VUHD65,expression005,True,8.0,10,8.0,10.0,0.8,1.0
GSE135893,cellchatdb,VUHD65,expression020,True,8.0,6,6.0,8.0,0.75,1.0
GSE135893,cellchatdb,VUHD66,cap500_seed1,True,44.0,50,44.0,50.0,0.88,1.0
GSE135893,cellchatdb,VUHD66,cap500_seed2,True,44.0,50,44.0,50.0,0.88,1.0
GSE135893,cellchatdb,VUHD66,floor30,True,44.0,44,44.0,44.0,1.0,1.0
GSE135893,cellchatdb,VUHD66,floor100,True,44.0,4,4.0,44.0,0.09090909090909091,1.0
GSE135893,cellchatdb,VUHD66,expression005,True,44.0,134,44.0,134.0,0.3283582089552239,1.0
GSE135893,cellchatdb,VUHD66,expression020,True,44.0,12,12.0,44.0,0.2727272727272727,1.0
GSE135893,cellchatdb,VUHD67,cap500_seed1,True,7.0,9,7.0,9.0,0.7777777777777778,0.9181818181818182
GSE135893,cellchatdb,VUHD67,cap500_seed2,True,7.0,7,7.0,7.0,1.0,1.0
GSE135893,cellchatdb,VUHD67,floor30,True,7.0,33,7.0,33.0,0.21212121212121213,1.0
GSE135893,cellchatdb,VUHD67,floor100,True,7.0,7,7.0,7.0,1.0,1.0
GSE135893,cellchatdb,VUHD67,expression005,True,7.0,10,7.0,10.0,0.7,1.0
GSE135893,cellchatdb,VUHD67,expression020,True,7.0,6,6.0,7.0,0.8571428571428571,1.0
GSE135893,cellchatdb,VUHD68,floor30,False,,36,,,,
GSE135893,cellchatdb,VUILD53,cap500_seed1,True,8.0,8,8.0,8.0,1.0,
GSE135893,cellchatdb,VUILD53,cap500_seed2,True,8.0,8,8.0,8.0,1.0,
GSE135893,cellchatdb,VUILD53,floor30,True,8.0,30,8.0,30.0,0.26666666666666666,
GSE135893,cellchatdb,VUILD53,floor100,True,8.0,8,8.0,8.0,1.0,
GSE135893,cellchatdb,VUILD53,expression005,True,8.0,9,8.0,9.0,0.8888888888888888,
GSE135893,cellchatdb,VUILD53,expression020,True,8.0,0,0.0,8.0,0.0,
GSE135893,cellchatdb,VUILD59,cap500_seed1,True,62.0,64,62.0,64.0,0.96875,1.0
GSE135893,cellchatdb,VUILD59,cap500_seed2,True,62.0,62,62.0,62.0,1.0,0.8493834586754111
GSE135893,cellchatdb,VUILD59,floor30,True,62.0,86,62.0,86.0,0.7209302325581395,1.0
GSE135893,cellchatdb,VUILD59,floor100,True,62.0,62,62.0,62.0,1.0,1.0
GSE135893,cellchatdb,VUILD59,expression005,True,62.0,156,62.0,156.0,0.3974358974358974,1.0
GSE135893,cellchatdb,VUILD59,expression020,True,62.0,22,22.0,62.0,0.3548387096774194,1.0
GSE135893,cellchatdb,VUILD60,cap500_seed1,True,10.0,10,10.0,10.0,1.0,
GSE135893,cellchatdb,VUILD60,cap500_seed2,True,10.0,10,10.0,10.0,1.0,
GSE135893,cellchatdb,VUILD60,floor30,True,10.0,10,10.0,10.0,1.0,
GSE135893,cellchatdb,VUILD60,floor100,True,10.0,5,5.0,10.0,0.5,
GSE135893,cellchatdb,VUILD60,expression005,True,10.0,18,10.0,18.0,0.5555555555555556,
GSE135893,cellchatdb,VUILD60,expression020,True,10.0,3,3.0,10.0,0.3,
GSE135893,cellchatdb,VUILD61,cap500_seed1,True,5.0,5,5.0,5.0,1.0,
GSE135893,cellchatdb,VUILD61,cap500_seed2,True,5.0,5,5.0,5.0,1.0,
GSE135893,cellchatdb,VUILD61,floor30,True,5.0,5,5.0,5.0,1.0,
GSE135893,cellchatdb,VUILD61,floor100,True,5.0,5,5.0,5.0,1.0,
GSE135893,cellchatdb,VUILD61,expression005,True,5.0,9,5.0,9.0,0.5555555555555556,
GSE135893,cellchatdb,VUILD61,expression020,True,5.0,0,0.0,5.0,0.0,
GSE135893,cellchatdb,VUILD63,cap500_seed1,True,0.0,0,0.0,0.0,,
GSE135893,cellchatdb,VUILD63,cap500_seed2,True,0.0,0,0.0,0.0,,
GSE135893,cellchatdb,VUILD63,floor30,True,0.0,0,0.0,0.0,,
GSE135893,cellchatdb,VUILD63,expression005,True,0.0,5,0.0,5.0,0.0,
GSE135893,cellchatdb,VUILD63,expression020,True,0.0,0,0.0,0.0,,
GSE135893,cellchatdb,VUILD64,cap500_seed1,True,4.0,4,4.0,4.0,1.0,
GSE135893,cellchatdb,VUILD64,cap500_seed2,True,4.0,4,4.0,4.0,1.0,
GSE135893,cellchatdb,VUILD64,floor30,True,4.0,4,4.0,4.0,1.0,
GSE135893,cellchatdb,VUILD64,floor100,True,4.0,4,4.0,4.0,1.0,
GSE135893,cellchatdb,VUILD64,expression005,True,4.0,7,4.0,7.0,0.5714285714285714,
GSE135893,cellchatdb,VUILD64,expression020,True,4.0,2,2.0,4.0,0.5,
GSE135893,cellchatdb,VUILD65,cap500_seed1,True,7.0,7,7.0,7.0,1.0,
GSE135893,cellchatdb,VUILD65,cap500_seed2,True,7.0,7,7.0,7.0,1.0,
GSE135893,cellchatdb,VUILD65,floor30,True,7.0,14,7.0,14.0,0.5,
GSE135893,cellchatdb,VUILD65,expression005,True,7.0,9,7.0,9.0,0.7777777777777778,
GSE135893,cellchatdb,VUILD65,expression020,True,7.0,0,0.0,7.0,0.0,
GSE135893,consensus,THD0001,cap500_seed1,True,28.0,28,28.0,28.0,1.0,0.9697553979818281
GSE135893,consensus,THD0001,cap500_seed2,True,28.0,28,28.0,28.0,1.0,0.9961215255332903
GSE135893,consensus,THD0001,floor30,True,28.0,28,28.0,28.0,1.0,1.0
GSE135893,consensus,THD0001,floor100,True,28.0,28,28.0,28.0,1.0,1.0
GSE135893,consensus,THD0001,expression005,True,28.0,32,28.0,32.0,0.875,1.0
GSE135893,consensus,THD0001,expression020,True,28.0,23,23.0,28.0,0.8214285714285714,1.0
GSE135893,consensus,THD0002,cap500_seed1,True,23.0,23,23.0,23.0,1.0,0.9800420168067228
GSE135893,consensus,THD0002,cap500_seed2,True,23.0,23,23.0,23.0,1.0,1.0
GSE135893,consensus,THD0002,floor30,True,23.0,23,23.0,23.0,1.0,1.0
GSE135893,consensus,THD0002,floor100,True,23.0,23,23.0,23.0,1.0,1.0
GSE135893,consensus,THD0002,expression005,True,23.0,31,23.0,31.0,0.7419354838709677,1.0
GSE135893,consensus,THD0002,expression020,True,23.0,17,17.0,23.0,0.7391304347826086,0.9999999999999998
GSE135893,consensus,THD0005,floor30,False,,26,,,,
GSE135893,consensus,TILD001,cap500_seed1,True,199.0,198,198.0,199.0,0.9949748743718593,0.9996206010284062
GSE135893,consensus,TILD001,cap500_seed2,True,199.0,197,197.0,199.0,0.9899497487437185,0.9999693727800582
GSE135893,consensus,TILD001,floor30,True,199.0,199,199.0,199.0,1.0,1.0
GSE135893,consensus,TILD001,floor100,True,199.0,135,135.0,199.0,0.678391959798995,1.0
GSE135893,consensus,TILD001,expression005,True,199.0,247,199.0,247.0,0.805668016194332,1.0
GSE135893,consensus,TILD001,expression020,True,199.0,125,125.0,199.0,0.628140703517588,1.0
GSE135893,consensus,TILD006,cap500_seed1,True,54.0,54,54.0,54.0,1.0,0.9985874799357943
GSE135893,consensus,TILD006,cap500_seed2,True,54.0,50,50.0,54.0,0.9259259259259259,0.999846801991574
GSE135893,consensus,TILD006,floor30,True,54.0,205,54.0,205.0,0.2634146341463415,1.0
GSE135893,consensus,TILD006,floor100,True,54.0,25,25.0,54.0,0.46296296296296297,1.0
GSE135893,consensus,TILD006,expression005,True,54.0,110,54.0,110.0,0.4909090909090909,1.0
GSE135893,consensus,TILD006,expression020,True,54.0,22,22.0,54.0,0.4074074074074074,1.0
GSE135893,consensus,TILD010,floor30,False,,68,,,,
GSE135893,consensus,TILD015,cap500_seed1,True,61.0,62,60.0,63.0,0.9523809523809523,0.9985078481448534
GSE135893,consensus,TILD015,cap500_seed2,True,61.0,60,60.0,61.0,0.9836065573770492,0.9825956028543593
GSE135893,consensus,TILD015,floor30,True,61.0,61,61.0,61.0,1.0,1.0
GSE135893,consensus,TILD015,expression005,True,61.0,78,61.0,78.0,0.782051282051282,1.0
GSE135893,consensus,TILD015,expression020,True,61.0,45,45.0,61.0,0.7377049180327869,1.0
GSE135893,consensus,TILD028,cap500_seed1,True,145.0,148,145.0,148.0,0.9797297297297297,0.9999707969512017
GSE135893,consensus,TILD028,cap500_seed2,True,145.0,144,144.0,145.0,0.993103448275862,0.9994512828118047
GSE135893,consensus,TILD028,floor30,True,145.0,145,145.0,145.0,1.0,1.0
GSE135893,consensus,TILD028,floor100,True,145.0,54,54.0,145.0,0.3724137931034483,0.9999999999999999
GSE135893,consensus,TILD028,expression005,True,145.0,182,145.0,182.0,0.7967032967032966,1.0
GSE135893,consensus,TILD028,expression020,True,145.0,50,50.0,145.0,0.3448275862068966,0.9999999999999999
GSE135893,consensus,VUHD071,cap500_seed1,True,4.0,4,4.0,4.0,1.0,1.0
GSE135893,consensus,VUHD071,cap500_seed2,True,4.0,3,3.0,4.0,0.75,1.0
GSE135893,consensus,VUHD071,floor30,True,4.0,4,4.0,4.0,1.0,1.0
GSE135893,consensus,VUHD071,expression005,True,4.0,15,4.0,15.0,0.26666666666666666,1.0
GSE135893,consensus,VUHD071,expression020,True,4.0,3,3.0,4.0,0.75,1.0
GSE135893,consensus,VUHD65,cap500_seed1,True,25.0,25,25.0,25.0,1.0,0.9990675990675989
GSE135893,consensus,VUHD65,cap500_seed2,True,25.0,25,25.0,25.0,1.0,0.9999999999999999
GSE135893,consensus,VUHD65,floor30,True,25.0,170,25.0,170.0,0.14705882352941177,0.9999999999999999
GSE135893,consensus,VUHD65,floor100,True,25.0,25,25.0,25.0,1.0,0.9999999999999999
GSE135893,consensus,VUHD65,expression005,True,25.0,31,25.0,31.0,0.8064516129032258,0.9999999999999999
GSE135893,consensus,VUHD65,expression020,True,25.0,18,18.0,25.0,0.72,1.0
GSE135893,consensus,VUHD66,cap500_seed1,True,197.0,207,197.0,207.0,0.9516908212560387,0.9999920578190772
GSE135893,consensus,VUHD66,cap500_seed2,True,197.0,207,197.0,207.0,0.9516908212560387,0.9999880867286157
GSE135893,consensus,VUHD66,floor30,True,197.0,197,197.0,197.0,1.0,1.0
GSE135893,consensus,VUHD66,floor100,True,197.0,21,21.0,197.0,0.1065989847715736,1.0
GSE135893,consensus,VUHD66,expression005,True,197.0,376,197.0,376.0,0.523936170212766,1.0
GSE135893,consensus,VUHD66,expression020,True,197.0,108,108.0,197.0,0.5482233502538071,1.0
GSE135893,consensus,VUHD67,cap500_seed1,True,19.0,21,19.0,21.0,0.9047619047619048,0.9640904799199642
GSE135893,consensus,VUHD67,cap500_seed2,True,19.0,19,19.0,19.0,1.0,0.9981042654028436
GSE135893,consensus,VUHD67,floor30,True,19.0,112,19.0,112.0,0.16964285714285715,1.0
GSE135893,consensus,VUHD67,floor100,True,19.0,19,19.0,19.0,1.0,1.0
GSE135893,consensus,VUHD67,expression005,True,19.0,29,19.0,29.0,0.6551724137931034,1.0
GSE135893,consensus,VUHD67,expression020,True,19.0,13,13.0,19.0,0.6842105263157895,1.0
GSE135893,consensus,VUHD68,floor30,False,,109,,,,
GSE135893,consensus,VUILD53,cap500_seed1,True,24.0,24,24.0,24.0,1.0,1.0
GSE135893,consensus,VUILD53,cap500_seed2,True,24.0,24,24.0,24.0,1.0,1.0
GSE135893,consensus,VUILD53,floor30,True,24.0,122,24.0,122.0,0.19672131147540983,1.0
GSE135893,consensus,VUILD53,floor100,True,24.0,24,24.0,24.0,1.0,1.0
GSE135893,consensus,VUILD53,expression005,True,24.0,28,24.0,28.0,0.8571428571428571,1.0
GSE135893,consensus,VUILD53,expression020,True,24.0,10,10.0,24.0,0.4166666666666667,1.0
GSE135893,consensus,VUILD59,cap500_seed1,True,309.0,314,309.0,314.0,0.9840764331210191,0.999883304347639
GSE135893,consensus,VUILD59,cap500_seed2,True,309.0,331,307.0,333.0,0.9219219219219219,0.9864466584641499
GSE135893,consensus,VUILD59,floor30,True,309.0,426,309.0,426.0,0.7253521126760564,1.0
GSE135893,consensus,VUILD59,floor100,True,309.0,309,309.0,309.0,1.0,1.0
GSE135893,consensus,VUILD59,expression005,True,309.0,519,309.0,519.0,0.5953757225433526,1.0
GSE135893,consensus,VUILD59,expression020,True,309.0,141,141.0,309.0,0.4563106796116505,1.0
GSE135893,consensus,VUILD60,cap500_seed1,True,27.0,28,27.0,28.0,0.9642857142857143,1.0
GSE135893,consensus,VUILD60,cap500_seed2,True,27.0,27,27.0,27.0,1.0,1.0
GSE135893,consensus,VUILD60,floor30,True,27.0,27,27.0,27.0,1.0,1.0
GSE135893,consensus,VUILD60,floor100,True,27.0,13,13.0,27.0,0.48148148148148145,1.0
GSE135893,consensus,VUILD60,expression005,True,27.0,58,27.0,58.0,0.46551724137931033,1.0
GSE135893,consensus,VUILD60,expression020,True,27.0,16,16.0,27.0,0.5925925925925926,0.9999999999999998
GSE135893,consensus,VUILD61,cap500_seed1,True,17.0,17,17.0,17.0,1.0,0.9966442953020134
GSE135893,consensus,VUILD61,cap500_seed2,True,17.0,17,17.0,17.0,1.0,0.9966442953020134
GSE135893,consensus,VUILD61,floor30,True,17.0,17,17.0,17.0,1.0,1.0
GSE135893,consensus,VUILD61,floor100,True,17.0,17,17.0,17.0,1.0,1.0
GSE135893,consensus,VUILD61,expression005,True,17.0,27,17.0,27.0,0.6296296296296297,1.0
GSE135893,consensus,VUILD61,expression020,True,17.0,10,10.0,17.0,0.5882352941176471,1.0
GSE135893,consensus,VUILD63,cap500_seed1,True,7.0,7,7.0,7.0,1.0,0.9999999999999999
GSE135893,consensus,VUILD63,cap500_seed2,True,7.0,7,7.0,7.0,1.0,0.9999999999999999
GSE135893,consensus,VUILD63,floor30,True,7.0,7,7.0,7.0,1.0,0.9999999999999999
GSE135893,consensus,VUILD63,expression005,True,7.0,17,7.0,17.0,0.4117647058823529,0.9999999999999999
GSE135893,consensus,VUILD63,expression020,True,7.0,3,3.0,7.0,0.42857142857142855,1.0
GSE135893,consensus,VUILD64,cap500_seed1,True,19.0,19,19.0,19.0,1.0,1.0
GSE135893,consensus,VUILD64,cap500_seed2,True,19.0,19,19.0,19.0,1.0,1.0
GSE135893,consensus,VUILD64,floor30,True,19.0,19,19.0,19.0,1.0,1.0
GSE135893,consensus,VUILD64,floor100,True,19.0,19,19.0,19.0,1.0,1.0
GSE135893,consensus,VUILD64,expression005,True,19.0,24,19.0,24.0,0.7916666666666666,1.0
GSE135893,consensus,VUILD64,expression020,True,19.0,8,8.0,19.0,0.42105263157894735,0.9999999999999998
GSE135893,consensus,VUILD65,cap500_seed1,True,20.0,20,20.0,20.0,1.0,1.0
GSE135893,consensus,VUILD65,cap500_seed2,True,20.0,20,20.0,20.0,1.0,1.0
GSE135893,consensus,VUILD65,floor30,True,20.0,34,20.0,34.0,0.5882352941176471,1.0
GSE135893,consensus,VUILD65,expression005,True,20.0,27,20.0,27.0,0.7407407407407407,1.0
GSE135893,consensus,VUILD65,expression020,True,20.0,5,5.0,20.0,0.25,0.9999999999999999
