unit_id,gsm,patient,histology,uncertainty_cutoff,label,compartment,lineage,cells,full_library_sum,panel_gene_coverage
GSM9237933_unc30_30,GSM9237933,12,LUAD,0.3,Suprabasal,Epithelial,Airway epithelium,1,1004,0.8655
GSM9237933_unc30_31,GSM9237933,12,LUAD,0.3,T cells proliferating,Immune,Lymphoid,1,1381,0.8655
GSM9237933_unc30_32,GSM9237933,12,LUAD,0.3,pre-TB secretory,Epithelial,Airway epithelium,1,2095,0.8655
GSM9237934_unc20_0,GSM9237934,13,normal,0.2,AT1,Epithelial,Alveolar epithelium,49,102032,0.8655
GSM9237934_unc20_1,GSM9237934,13,normal,0.2,AT2,Epithelial,Alveolar epithelium,97,345800,0.8655
GSM9237934_unc20_2,GSM9237934,13,normal,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,89,165181,0.8655
GSM9237934_unc20_3,GSM9237934,13,normal,0.2,Alveolar macrophages,Immune,Myeloid,7,76868,0.8655
GSM9237934_unc20_4,GSM9237934,13,normal,0.2,B cells,Immune,Lymphoid,1,1002,0.8655
GSM9237934_unc20_5,GSM9237934,13,normal,0.2,Basal resting,Epithelial,Airway epithelium,4,5382,0.8655
GSM9237934_unc20_6,GSM9237934,13,normal,0.2,CD4 T cells,Immune,Lymphoid,5,6560,0.8655
GSM9237934_unc20_7,GSM9237934,13,normal,0.2,CD8 T cells,Immune,Lymphoid,10,12489,0.8655
GSM9237934_unc20_8,GSM9237934,13,normal,0.2,Classical monocytes,Immune,Myeloid,1,3580,0.8655
GSM9237934_unc20_9,GSM9237934,13,normal,0.2,EC aerocyte capillary,Endothelial,Blood vessels,9,11434,0.8655
GSM9237934_unc20_10,GSM9237934,13,normal,0.2,EC arterial,Endothelial,Blood vessels,15,19886,0.8655
GSM9237934_unc20_11,GSM9237934,13,normal,0.2,EC general capillary,Endothelial,Blood vessels,13,16214,0.8655
GSM9237934_unc20_12,GSM9237934,13,normal,0.2,EC venous pulmonary,Endothelial,Blood vessels,3,3870,0.8655
GSM9237934_unc20_13,GSM9237934,13,normal,0.2,Interstitial Mph perivascular,Immune,Myeloid,2,4234,0.8655
GSM9237934_unc20_14,GSM9237934,13,normal,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,4,6486,0.8655
GSM9237934_unc20_15,GSM9237934,13,normal,0.2,Mast cells,Immune,Myeloid,15,19743,0.8655
GSM9237934_unc20_16,GSM9237934,13,normal,0.2,Monocyte-derived Mph,Immune,Myeloid,1,3832,0.8655
GSM9237934_unc20_17,GSM9237934,13,normal,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,8,42624,0.8655
GSM9237934_unc20_18,GSM9237934,13,normal,0.2,Myofibroblasts,Stroma,Fibroblast lineage,1,1105,0.8655
GSM9237934_unc20_19,GSM9237934,13,normal,0.2,NK cells,Immune,Lymphoid,2,3353,0.8655
GSM9237934_unc20_20,GSM9237934,13,normal,0.2,Non-classical monocytes,Immune,Myeloid,2,6086,0.8655
GSM9237934_unc20_21,GSM9237934,13,normal,0.2,Pericytes,Stroma,Fibroblast lineage,1,2280,0.8655
GSM9237934_unc20_22,GSM9237934,13,normal,0.2,Plasma cells,Immune,Lymphoid,8,14841,0.8655
GSM9237934_unc20_23,GSM9237934,13,normal,0.2,Plasmacytoid DCs,Immune,Myeloid,1,1036,0.8655
GSM9237934_unc20_24,GSM9237934,13,normal,0.2,SM activated stress response,Stroma,Smooth muscle,1,1245,0.8655
GSM9237934_unc20_25,GSM9237934,13,normal,0.2,Smooth muscle,Stroma,Smooth muscle,4,4571,0.8655
GSM9237934_unc20_26,GSM9237934,13,normal,0.2,pre-TB secretory,Epithelial,Airway epithelium,1,2227,0.8655
GSM9237934_unc30_0,GSM9237934,13,normal,0.3,AT1,Epithelial,Alveolar epithelium,50,103706,0.8655
GSM9237934_unc30_1,GSM9237934,13,normal,0.3,AT2,Epithelial,Alveolar epithelium,97,345800,0.8655
GSM9237934_unc30_2,GSM9237934,13,normal,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,104,205460,0.8655
GSM9237934_unc30_3,GSM9237934,13,normal,0.3,Alveolar macrophages,Immune,Myeloid,7,76868,0.8655
GSM9237934_unc30_4,GSM9237934,13,normal,0.3,B cells,Immune,Lymphoid,1,1002,0.8655
GSM9237934_unc30_5,GSM9237934,13,normal,0.3,Basal resting,Epithelial,Airway epithelium,4,5382,0.8655
GSM9237934_unc30_6,GSM9237934,13,normal,0.3,CD4 T cells,Immune,Lymphoid,7,9214,0.8655
GSM9237934_unc30_7,GSM9237934,13,normal,0.3,CD8 T cells,Immune,Lymphoid,13,16198,0.8655
GSM9237934_unc30_8,GSM9237934,13,normal,0.3,Classical monocytes,Immune,Myeloid,1,3580,0.8655
GSM9237934_unc30_9,GSM9237934,13,normal,0.3,Club (non-nasal),Epithelial,Airway epithelium,1,5172,0.8655
GSM9237934_unc30_10,GSM9237934,13,normal,0.3,EC aerocyte capillary,Endothelial,Blood vessels,11,13661,0.8655
GSM9237934_unc30_11,GSM9237934,13,normal,0.3,EC arterial,Endothelial,Blood vessels,15,19886,0.8655
GSM9237934_unc30_12,GSM9237934,13,normal,0.3,EC general capillary,Endothelial,Blood vessels,17,21411,0.8655
GSM9237934_unc30_13,GSM9237934,13,normal,0.3,EC venous pulmonary,Endothelial,Blood vessels,4,4901,0.8655
GSM9237934_unc30_14,GSM9237934,13,normal,0.3,Goblet (nasal),Epithelial,Airway epithelium,1,74352,0.8655
GSM9237934_unc30_15,GSM9237934,13,normal,0.3,Interstitial Mph perivascular,Immune,Myeloid,2,4234,0.8655
GSM9237934_unc30_16,GSM9237934,13,normal,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,5,7777,0.8655
GSM9237934_unc30_17,GSM9237934,13,normal,0.3,Mast cells,Immune,Myeloid,15,19743,0.8655
GSM9237934_unc30_18,GSM9237934,13,normal,0.3,Monocyte-derived Mph,Immune,Myeloid,2,6013,0.8655
GSM9237934_unc30_19,GSM9237934,13,normal,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,10,46109,0.8655
GSM9237934_unc30_20,GSM9237934,13,normal,0.3,Myofibroblasts,Stroma,Fibroblast lineage,1,1105,0.8655
GSM9237934_unc30_21,GSM9237934,13,normal,0.3,NK cells,Immune,Lymphoid,3,4543,0.8655
GSM9237934_unc30_22,GSM9237934,13,normal,0.3,Non-classical monocytes,Immune,Myeloid,3,8488,0.8655
GSM9237934_unc30_23,GSM9237934,13,normal,0.3,Pericytes,Stroma,Fibroblast lineage,1,2280,0.8655
GSM9237934_unc30_24,GSM9237934,13,normal,0.3,Plasma cells,Immune,Lymphoid,8,14841,0.8655
GSM9237934_unc30_25,GSM9237934,13,normal,0.3,Plasmacytoid DCs,Immune,Myeloid,1,1036,0.8655
GSM9237934_unc30_26,GSM9237934,13,normal,0.3,SM activated stress response,Stroma,Smooth muscle,1,1245,0.8655
GSM9237934_unc30_27,GSM9237934,13,normal,0.3,Smooth muscle,Stroma,Smooth muscle,5,5656,0.8655
GSM9237934_unc30_28,GSM9237934,13,normal,0.3,pre-TB secretory,Epithelial,Airway epithelium,1,2227,0.8655
GSM9237935_unc20_0,GSM9237935,13,MIA,0.2,AT1,Epithelial,Alveolar epithelium,207,407975,0.8655
GSM9237935_unc20_1,GSM9237935,13,MIA,0.2,AT2,Epithelial,Alveolar epithelium,319,1342302,0.8655
GSM9237935_unc20_2,GSM9237935,13,MIA,0.2,Adventitial fibroblasts,Stroma,Fibroblast lineage,9,21470,0.8655
GSM9237935_unc20_3,GSM9237935,13,MIA,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,288,461024,0.8655
GSM9237935_unc20_4,GSM9237935,13,MIA,0.2,Alveolar macrophages,Immune,Myeloid,80,638246,0.8655
GSM9237935_unc20_5,GSM9237935,13,MIA,0.2,B cells,Immune,Lymphoid,12,16488,0.8655
GSM9237935_unc20_6,GSM9237935,13,MIA,0.2,Basal resting,Epithelial,Airway epithelium,13,19636,0.8655
GSM9237935_unc20_7,GSM9237935,13,MIA,0.2,CD4 T cells,Immune,Lymphoid,24,31455,0.8655
GSM9237935_unc20_8,GSM9237935,13,MIA,0.2,CD8 T cells,Immune,Lymphoid,42,50497,0.8655
GSM9237935_unc20_9,GSM9237935,13,MIA,0.2,Classical monocytes,Immune,Myeloid,4,9102,0.8655
GSM9237935_unc20_10,GSM9237935,13,MIA,0.2,Club (non-nasal),Epithelial,Airway epithelium,3,13877,0.8655
GSM9237935_unc20_11,GSM9237935,13,MIA,0.2,EC aerocyte capillary,Endothelial,Blood vessels,28,35315,0.8655
GSM9237935_unc20_12,GSM9237935,13,MIA,0.2,EC arterial,Endothelial,Blood vessels,46,72321,0.8655
GSM9237935_unc20_13,GSM9237935,13,MIA,0.2,EC general capillary,Endothelial,Blood vessels,28,34565,0.8655
GSM9237935_unc20_14,GSM9237935,13,MIA,0.2,EC venous pulmonary,Endothelial,Blood vessels,27,40601,0.8655
GSM9237935_unc20_15,GSM9237935,13,MIA,0.2,Interstitial Mph perivascular,Immune,Myeloid,18,25807,0.8655
GSM9237935_unc20_16,GSM9237935,13,MIA,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,7,9158,0.8655
GSM9237935_unc20_17,GSM9237935,13,MIA,0.2,Mast cells,Immune,Myeloid,27,36789,0.8655
GSM9237935_unc20_18,GSM9237935,13,MIA,0.2,Migratory DCs,Immune,Myeloid,1,4363,0.8655
GSM9237935_unc20_19,GSM9237935,13,MIA,0.2,Monocyte-derived Mph,Immune,Myeloid,4,5116,0.8655
GSM9237935_unc20_20,GSM9237935,13,MIA,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,64,416918,0.8655
GSM9237935_unc20_21,GSM9237935,13,MIA,0.2,NK cells,Immune,Lymphoid,14,18055,0.8655
GSM9237935_unc20_22,GSM9237935,13,MIA,0.2,Non-classical monocytes,Immune,Myeloid,10,20318,0.8655
GSM9237935_unc20_23,GSM9237935,13,MIA,0.2,Peribronchial fibroblasts,Stroma,Fibroblast lineage,1,2045,0.8655
GSM9237935_unc20_24,GSM9237935,13,MIA,0.2,Pericytes,Stroma,Fibroblast lineage,23,31789,0.8655
GSM9237935_unc20_25,GSM9237935,13,MIA,0.2,Plasma cells,Immune,Lymphoid,30,131953,0.8655
GSM9237935_unc20_26,GSM9237935,13,MIA,0.2,Plasmacytoid DCs,Immune,Myeloid,7,15796,0.8655
GSM9237935_unc20_27,GSM9237935,13,MIA,0.2,Smooth muscle,Stroma,Smooth muscle,10,13425,0.8655
GSM9237935_unc20_28,GSM9237935,13,MIA,0.2,T cells proliferating,Immune,Lymphoid,1,2943,0.8655
GSM9237935_unc20_29,GSM9237935,13,MIA,0.2,pre-TB secretory,Epithelial,Airway epithelium,5,11880,0.8655
GSM9237935_unc30_0,GSM9237935,13,MIA,0.3,AT1,Epithelial,Alveolar epithelium,210,416845,0.8655
GSM9237935_unc30_1,GSM9237935,13,MIA,0.3,AT2,Epithelial,Alveolar epithelium,343,1579329,0.8655
GSM9237935_unc30_2,GSM9237935,13,MIA,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,13,30209,0.8655
GSM9237935_unc30_3,GSM9237935,13,MIA,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,307,490153,0.8655
GSM9237935_unc30_4,GSM9237935,13,MIA,0.3,Alveolar macrophages,Immune,Myeloid,92,701714,0.8655
GSM9237935_unc30_5,GSM9237935,13,MIA,0.3,B cells,Immune,Lymphoid,12,16488,0.8655
GSM9237935_unc30_6,GSM9237935,13,MIA,0.3,Basal resting,Epithelial,Airway epithelium,14,21416,0.8655
GSM9237935_unc30_7,GSM9237935,13,MIA,0.3,CD4 T cells,Immune,Lymphoid,34,44051,0.8655
GSM9237935_unc30_8,GSM9237935,13,MIA,0.3,CD8 T cells,Immune,Lymphoid,56,69801,0.8655
GSM9237935_unc30_9,GSM9237935,13,MIA,0.3,Classical monocytes,Immune,Myeloid,10,20570,0.8655
GSM9237935_unc30_10,GSM9237935,13,MIA,0.3,Club (non-nasal),Epithelial,Airway epithelium,4,18114,0.8655
GSM9237935_unc30_11,GSM9237935,13,MIA,0.3,DC2,Immune,Myeloid,1,4601,0.8655
GSM9237935_unc30_12,GSM9237935,13,MIA,0.3,EC aerocyte capillary,Endothelial,Blood vessels,31,39355,0.8655
GSM9237935_unc30_13,GSM9237935,13,MIA,0.3,EC arterial,Endothelial,Blood vessels,49,76088,0.8655
GSM9237935_unc30_14,GSM9237935,13,MIA,0.3,EC general capillary,Endothelial,Blood vessels,35,43197,0.8655
GSM9237935_unc30_15,GSM9237935,13,MIA,0.3,EC venous pulmonary,Endothelial,Blood vessels,32,48360,0.8655
GSM9237935_unc30_16,GSM9237935,13,MIA,0.3,Goblet (bronchial),Epithelial,Airway epithelium,1,1711,0.8655
GSM9237935_unc30_17,GSM9237935,13,MIA,0.3,Goblet (nasal),Epithelial,Airway epithelium,1,14537,0.8655
GSM9237935_unc30_18,GSM9237935,13,MIA,0.3,Interstitial Mph perivascular,Immune,Myeloid,23,33445,0.8655
GSM9237935_unc30_19,GSM9237935,13,MIA,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,7,9158,0.8655
GSM9237935_unc30_20,GSM9237935,13,MIA,0.3,Mast cells,Immune,Myeloid,27,36789,0.8655
GSM9237935_unc30_21,GSM9237935,13,MIA,0.3,Migratory DCs,Immune,Myeloid,1,4363,0.8655
GSM9237935_unc30_22,GSM9237935,13,MIA,0.3,Monocyte-derived Mph,Immune,Myeloid,12,26847,0.8655
GSM9237935_unc30_23,GSM9237935,13,MIA,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,64,416918,0.8655
GSM9237935_unc30_24,GSM9237935,13,MIA,0.3,Myofibroblasts,Stroma,Fibroblast lineage,1,1088,0.8655
GSM9237935_unc30_25,GSM9237935,13,MIA,0.3,NK cells,Immune,Lymphoid,16,20219,0.8655
GSM9237935_unc30_26,GSM9237935,13,MIA,0.3,Non-classical monocytes,Immune,Myeloid,10,20318,0.8655
GSM9237935_unc30_27,GSM9237935,13,MIA,0.3,Peribronchial fibroblasts,Stroma,Fibroblast lineage,4,11413,0.8655
GSM9237935_unc30_28,GSM9237935,13,MIA,0.3,Pericytes,Stroma,Fibroblast lineage,28,54097,0.8655
GSM9237935_unc30_29,GSM9237935,13,MIA,0.3,Plasma cells,Immune,Lymphoid,30,131953,0.8655
GSM9237935_unc30_30,GSM9237935,13,MIA,0.3,Plasmacytoid DCs,Immune,Myeloid,8,16942,0.8655
GSM9237935_unc30_31,GSM9237935,13,MIA,0.3,Smooth muscle,Stroma,Smooth muscle,16,21175,0.8655
GSM9237935_unc30_32,GSM9237935,13,MIA,0.3,T cells proliferating,Immune,Lymphoid,1,2943,0.8655
GSM9237935_unc30_33,GSM9237935,13,MIA,0.3,pre-TB secretory,Epithelial,Airway epithelium,9,17618,0.8655
GSM9237936_unc20_0,GSM9237936,13,LUAD,0.2,AT1,Epithelial,Alveolar epithelium,41,111006,0.8655
GSM9237936_unc20_1,GSM9237936,13,LUAD,0.2,AT2,Epithelial,Alveolar epithelium,181,975454,0.8655
GSM9237936_unc20_2,GSM9237936,13,LUAD,0.2,Adventitial fibroblasts,Stroma,Fibroblast lineage,8,24011,0.8655
GSM9237936_unc20_3,GSM9237936,13,LUAD,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,188,437926,0.8655
GSM9237936_unc20_4,GSM9237936,13,LUAD,0.2,Alveolar macrophages,Immune,Myeloid,32,331129,0.8655
GSM9237936_unc20_5,GSM9237936,13,LUAD,0.2,B cells,Immune,Lymphoid,97,120373,0.8655
GSM9237936_unc20_6,GSM9237936,13,LUAD,0.2,Basal resting,Epithelial,Airway epithelium,6,10785,0.8655
GSM9237936_unc20_7,GSM9237936,13,LUAD,0.2,CD4 T cells,Immune,Lymphoid,52,71875,0.8655
GSM9237936_unc20_8,GSM9237936,13,LUAD,0.2,CD8 T cells,Immune,Lymphoid,72,93529,0.8655
GSM9237936_unc20_9,GSM9237936,13,LUAD,0.2,EC aerocyte capillary,Endothelial,Blood vessels,5,8494,0.8655
GSM9237936_unc20_10,GSM9237936,13,LUAD,0.2,EC arterial,Endothelial,Blood vessels,19,45127,0.8655
GSM9237936_unc20_11,GSM9237936,13,LUAD,0.2,EC general capillary,Endothelial,Blood vessels,5,6497,0.8655
GSM9237936_unc20_12,GSM9237936,13,LUAD,0.2,EC venous pulmonary,Endothelial,Blood vessels,11,18826,0.8655
GSM9237936_unc20_13,GSM9237936,13,LUAD,0.2,EC venous systemic,Endothelial,Blood vessels,7,15776,0.8655
GSM9237936_unc20_14,GSM9237936,13,LUAD,0.2,Interstitial Mph perivascular,Immune,Myeloid,31,66176,0.8655
GSM9237936_unc20_15,GSM9237936,13,LUAD,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,27,59847,0.8655
GSM9237936_unc20_16,GSM9237936,13,LUAD,0.2,Mast cells,Immune,Myeloid,37,54968,0.8655
GSM9237936_unc20_17,GSM9237936,13,LUAD,0.2,Migratory DCs,Immune,Myeloid,6,23290,0.8655
GSM9237936_unc20_18,GSM9237936,13,LUAD,0.2,Monocyte-derived Mph,Immune,Myeloid,4,14048,0.8655
GSM9237936_unc20_19,GSM9237936,13,LUAD,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,16,180449,0.8655
GSM9237936_unc20_20,GSM9237936,13,LUAD,0.2,Myofibroblasts,Stroma,Fibroblast lineage,1,1014,0.8655
GSM9237936_unc20_21,GSM9237936,13,LUAD,0.2,NK cells,Immune,Lymphoid,4,5059,0.8655
GSM9237936_unc20_22,GSM9237936,13,LUAD,0.2,Non-classical monocytes,Immune,Myeloid,3,6982,0.8655
GSM9237936_unc20_23,GSM9237936,13,LUAD,0.2,Peribronchial fibroblasts,Stroma,Fibroblast lineage,31,94022,0.8655
GSM9237936_unc20_24,GSM9237936,13,LUAD,0.2,Pericytes,Stroma,Fibroblast lineage,19,58525,0.8655
GSM9237936_unc20_25,GSM9237936,13,LUAD,0.2,Plasma cells,Immune,Lymphoid,148,1007603,0.8655
GSM9237936_unc20_26,GSM9237936,13,LUAD,0.2,Plasmacytoid DCs,Immune,Myeloid,5,15399,0.8655
GSM9237936_unc20_27,GSM9237936,13,LUAD,0.2,Smooth muscle,Stroma,Smooth muscle,14,26499,0.8655
GSM9237936_unc30_0,GSM9237936,13,LUAD,0.3,AT1,Epithelial,Alveolar epithelium,43,115304,0.8655
GSM9237936_unc30_1,GSM9237936,13,LUAD,0.3,AT2,Epithelial,Alveolar epithelium,211,1188037,0.8655
GSM9237936_unc30_2,GSM9237936,13,LUAD,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,9,25404,0.8655
GSM9237936_unc30_3,GSM9237936,13,LUAD,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,234,545581,0.8655
GSM9237936_unc30_4,GSM9237936,13,LUAD,0.3,Alveolar macrophages,Immune,Myeloid,37,387901,0.8655
GSM9237936_unc30_5,GSM9237936,13,LUAD,0.3,B cells,Immune,Lymphoid,107,132658,0.8655
GSM9237936_unc30_6,GSM9237936,13,LUAD,0.3,Basal resting,Epithelial,Airway epithelium,7,12990,0.8655
GSM9237936_unc30_7,GSM9237936,13,LUAD,0.3,CD4 T cells,Immune,Lymphoid,74,110888,0.8655
GSM9237936_unc30_8,GSM9237936,13,LUAD,0.3,CD8 T cells,Immune,Lymphoid,108,141192,0.8655
GSM9237936_unc30_9,GSM9237936,13,LUAD,0.3,EC aerocyte capillary,Endothelial,Blood vessels,5,8494,0.8655
GSM9237936_unc30_10,GSM9237936,13,LUAD,0.3,EC arterial,Endothelial,Blood vessels,26,58279,0.8655
GSM9237936_unc30_11,GSM9237936,13,LUAD,0.3,EC general capillary,Endothelial,Blood vessels,6,7499,0.8655
GSM9237936_unc30_12,GSM9237936,13,LUAD,0.3,EC venous pulmonary,Endothelial,Blood vessels,14,26021,0.8655
GSM9237936_unc30_13,GSM9237936,13,LUAD,0.3,EC venous systemic,Endothelial,Blood vessels,17,41730,0.8655
GSM9237936_unc30_14,GSM9237936,13,LUAD,0.3,Interstitial Mph perivascular,Immune,Myeloid,59,118972,0.8655
GSM9237936_unc30_15,GSM9237936,13,LUAD,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,32,71614,0.8655
GSM9237936_unc30_16,GSM9237936,13,LUAD,0.3,Mast cells,Immune,Myeloid,37,54968,0.8655
GSM9237936_unc30_17,GSM9237936,13,LUAD,0.3,Migratory DCs,Immune,Myeloid,7,24996,0.8655
GSM9237936_unc30_18,GSM9237936,13,LUAD,0.3,Monocyte-derived Mph,Immune,Myeloid,11,32531,0.8655
GSM9237936_unc30_19,GSM9237936,13,LUAD,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,18,184927,0.8655
GSM9237936_unc30_20,GSM9237936,13,LUAD,0.3,Myofibroblasts,Stroma,Fibroblast lineage,1,1014,0.8655
GSM9237936_unc30_21,GSM9237936,13,LUAD,0.3,NK cells,Immune,Lymphoid,6,8081,0.8655
GSM9237936_unc30_22,GSM9237936,13,LUAD,0.3,Non-classical monocytes,Immune,Myeloid,6,14144,0.8655
GSM9237936_unc30_23,GSM9237936,13,LUAD,0.3,Peribronchial fibroblasts,Stroma,Fibroblast lineage,54,157018,0.8655
GSM9237936_unc30_24,GSM9237936,13,LUAD,0.3,Pericytes,Stroma,Fibroblast lineage,29,106789,0.8655
GSM9237936_unc30_25,GSM9237936,13,LUAD,0.3,Plasma cells,Immune,Lymphoid,152,1019105,0.8655
GSM9237936_unc30_26,GSM9237936,13,LUAD,0.3,Plasmacytoid DCs,Immune,Myeloid,5,15399,0.8655
GSM9237936_unc30_27,GSM9237936,13,LUAD,0.3,Smooth muscle,Stroma,Smooth muscle,22,46530,0.8655
GSM9237936_unc30_28,GSM9237936,13,LUAD,0.3,T cells proliferating,Immune,Lymphoid,1,2790,0.8655
GSM9237937_unc20_0,GSM9237937,14,normal,0.2,AT0,Epithelial,Airway epithelium,1,2302,0.8655
GSM9237937_unc20_1,GSM9237937,14,normal,0.2,AT1,Epithelial,Alveolar epithelium,146,243715,0.8655
GSM9237937_unc20_2,GSM9237937,14,normal,0.2,AT2,Epithelial,Alveolar epithelium,142,398226,0.8655
GSM9237937_unc20_3,GSM9237937,14,normal,0.2,Adventitial fibroblasts,Stroma,Fibroblast lineage,5,8572,0.8655
GSM9237937_unc20_4,GSM9237937,14,normal,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,65,242581,0.8655
GSM9237937_unc20_5,GSM9237937,14,normal,0.2,Alveolar macrophages,Immune,Myeloid,97,660645,0.8655
GSM9237937_unc20_6,GSM9237937,14,normal,0.2,B cells,Immune,Lymphoid,2,2493,0.8655
GSM9237937_unc20_7,GSM9237937,14,normal,0.2,Basal resting,Epithelial,Airway epithelium,9,17556,0.8655
GSM9237937_unc20_8,GSM9237937,14,normal,0.2,CD4 T cells,Immune,Lymphoid,5,5983,0.8655
GSM9237937_unc20_9,GSM9237937,14,normal,0.2,CD8 T cells,Immune,Lymphoid,8,9706,0.8655
GSM9237937_unc20_10,GSM9237937,14,normal,0.2,Classical monocytes,Immune,Myeloid,4,10353,0.8655
GSM9237937_unc20_11,GSM9237937,14,normal,0.2,Club (non-nasal),Epithelial,Airway epithelium,2,3173,0.8655
GSM9237937_unc20_12,GSM9237937,14,normal,0.2,EC aerocyte capillary,Endothelial,Blood vessels,26,42993,0.8655
GSM9237937_unc20_13,GSM9237937,14,normal,0.2,EC arterial,Endothelial,Blood vessels,10,18461,0.8655
GSM9237937_unc20_14,GSM9237937,14,normal,0.2,EC general capillary,Endothelial,Blood vessels,15,20164,0.8655
GSM9237937_unc20_15,GSM9237937,14,normal,0.2,EC venous pulmonary,Endothelial,Blood vessels,5,6113,0.8655
GSM9237937_unc20_16,GSM9237937,14,normal,0.2,Interstitial Mph perivascular,Immune,Myeloid,1,2049,0.8655
GSM9237937_unc20_17,GSM9237937,14,normal,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,2,3015,0.8655
GSM9237937_unc20_18,GSM9237937,14,normal,0.2,Mast cells,Immune,Myeloid,7,7761,0.8655
GSM9237937_unc20_19,GSM9237937,14,normal,0.2,Migratory DCs,Immune,Myeloid,1,1902,0.8655
GSM9237937_unc20_20,GSM9237937,14,normal,0.2,Monocyte-derived Mph,Immune,Myeloid,4,9553,0.8655
GSM9237937_unc20_21,GSM9237937,14,normal,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,25,56154,0.8655
GSM9237937_unc20_22,GSM9237937,14,normal,0.2,NK cells,Immune,Lymphoid,7,8838,0.8655
GSM9237937_unc20_23,GSM9237937,14,normal,0.2,Non-classical monocytes,Immune,Myeloid,8,14126,0.8655
GSM9237937_unc20_24,GSM9237937,14,normal,0.2,Pericytes,Stroma,Fibroblast lineage,4,4989,0.8655
GSM9237937_unc20_25,GSM9237937,14,normal,0.2,Plasma cells,Immune,Lymphoid,3,10712,0.8655
GSM9237937_unc20_26,GSM9237937,14,normal,0.2,Plasmacytoid DCs,Immune,Myeloid,7,20733,0.8655
GSM9237937_unc20_27,GSM9237937,14,normal,0.2,Smooth muscle,Stroma,Smooth muscle,6,9033,0.8655
GSM9237937_unc20_28,GSM9237937,14,normal,0.2,pre-TB secretory,Epithelial,Airway epithelium,1,2584,0.8655
GSM9237937_unc30_0,GSM9237937,14,normal,0.3,AT0,Epithelial,Airway epithelium,4,7078,0.8655
GSM9237937_unc30_1,GSM9237937,14,normal,0.3,AT1,Epithelial,Alveolar epithelium,149,263373,0.8655
GSM9237937_unc30_2,GSM9237937,14,normal,0.3,AT2,Epithelial,Alveolar epithelium,147,419872,0.8655
GSM9237937_unc30_3,GSM9237937,14,normal,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,7,11874,0.8655
GSM9237937_unc30_4,GSM9237937,14,normal,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,74,273984,0.8655
GSM9237937_unc30_5,GSM9237937,14,normal,0.3,Alveolar macrophages,Immune,Myeloid,107,754062,0.8655
GSM9237937_unc30_6,GSM9237937,14,normal,0.3,B cells,Immune,Lymphoid,2,2493,0.8655
GSM9237937_unc30_7,GSM9237937,14,normal,0.3,Basal resting,Epithelial,Airway epithelium,9,17556,0.8655
GSM9237937_unc30_8,GSM9237937,14,normal,0.3,CD4 T cells,Immune,Lymphoid,9,11261,0.8655
GSM9237937_unc30_9,GSM9237937,14,normal,0.3,CD8 T cells,Immune,Lymphoid,11,13770,0.8655
GSM9237937_unc30_10,GSM9237937,14,normal,0.3,Classical monocytes,Immune,Myeloid,6,16379,0.8655
GSM9237937_unc30_11,GSM9237937,14,normal,0.3,Club (non-nasal),Epithelial,Airway epithelium,3,4885,0.8655
GSM9237937_unc30_12,GSM9237937,14,normal,0.3,EC aerocyte capillary,Endothelial,Blood vessels,26,42993,0.8655
GSM9237937_unc30_13,GSM9237937,14,normal,0.3,EC arterial,Endothelial,Blood vessels,10,18461,0.8655
GSM9237937_unc30_14,GSM9237937,14,normal,0.3,EC general capillary,Endothelial,Blood vessels,16,22486,0.8655
GSM9237937_unc30_15,GSM9237937,14,normal,0.3,EC venous pulmonary,Endothelial,Blood vessels,5,6113,0.8655
GSM9237937_unc30_16,GSM9237937,14,normal,0.3,Interstitial Mph perivascular,Immune,Myeloid,1,2049,0.8655
GSM9237937_unc30_17,GSM9237937,14,normal,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,2,3015,0.8655
GSM9237937_unc30_18,GSM9237937,14,normal,0.3,Mast cells,Immune,Myeloid,7,7761,0.8655
