,hAT2,cAT2,DATP,AT1
hAT2,0.0,0.07952869936482092,0.07503801558019854,0.07513502749818834
cAT2,0.07952869936482092,0.0,0.014244909196385554,0.004724726585494315
DATP,0.07503801558019854,0.014244909196385554,0.0,0.7181089303872041
AT1,0.07513502749818834,0.004724726585494315,0.7181089303872041,0.0
