,hAT2,cAT2,DATP,AT1
hAT2,0.0,0.059537570392295854,0.08590050434618021,0.036793282223635544
cAT2,0.059537570392295854,0.0,0.038951881534998546,0.0032811003877475566
DATP,0.08590050434618021,0.038951881534998546,0.0,0.6278609303345023
AT1,0.036793282223635544,0.0032811003877475566,0.6278609303345023,0.0
