patient,histology,uncertainty,broad,count_sum,cells,detected_cells,sum_normalized_10000,fraction_of_observed_IL1B_counts,detection_fraction
10,LUAD,0.3,AT2-like,5,881,4,6.357298610836948,0.006756756756756757,0.004540295119182747
10,LUAD,0.3,Fibroblasts,5,840,4,14.954162955661168,0.006756756756756757,0.004761904761904762
10,LUAD,0.3,Macrophages,146,322,44,86.54794769493137,0.1972972972972973,0.13664596273291926
10,LUAD,0.3,Other assigned,33,4951,27,142.05501306417779,0.0445945945945946,0.005453443748737629
10,LUAD,0.3,Other epithelial,65,1454,24,72.14074744941101,0.08783783783783784,0.016506189821182942
10,LUAD,0.3,Other myeloid,37,241,9,130.90921063238852,0.05,0.03734439834024896
10,LUAD,0.3,Unassigned,449,6381,117,1046.342039238175,0.6067567567567568,0.018335684062059238
10,MIA,0.2,AT2-like,2,451,2,3.0474490478787697,0.014388489208633094,0.004434589800443459
10,MIA,0.2,Fibroblasts,1,284,1,5.2273915316257185,0.007194244604316547,0.0035211267605633804
10,MIA,0.2,Macrophages,6,38,4,5.244924904714232,0.04316546762589928,0.10526315789473684
10,MIA,0.2,Other assigned,1,343,1,5.649717514124294,0.007194244604316547,0.0029154518950437317
10,MIA,0.2,Other epithelial,1,379,1,2.653927813163482,0.007194244604316547,0.002638522427440633
10,MIA,0.2,Other myeloid,21,84,6,108.6411362873133,0.1510791366906475,0.07142857142857142
10,MIA,0.2,Unassigned,107,730,39,589.8595156323902,0.7697841726618705,0.05342465753424658
10,MIA,0.3,AT2-like,2,480,2,3.0474490478787697,0.014388489208633094,0.004166666666666667
10,MIA,0.3,Fibroblasts,1,315,1,5.2273915316257185,0.007194244604316547,0.0031746031746031746
10,MIA,0.3,Macrophages,32,64,11,40.90837301828492,0.2302158273381295,0.171875
10,MIA,0.3,Other assigned,1,378,1,5.649717514124294,0.007194244604316547,0.0026455026455026454
10,MIA,0.3,Other epithelial,1,411,1,2.653927813163482,0.007194244604316547,0.0024330900243309003
10,MIA,0.3,Other myeloid,21,91,6,108.6411362873133,0.1510791366906475,0.06593406593406594
10,MIA,0.3,Unassigned,81,570,32,554.1960675188196,0.5827338129496403,0.056140350877192984
10,normal,0.2,AT2-like,0,176,0,0.0,0.0,0.0
10,normal,0.2,Fibroblasts,0,102,0,0.0,0.0,0.0
10,normal,0.2,Macrophages,4,24,2,3.2125865283435497,0.017543859649122806,0.08333333333333333
10,normal,0.2,Other assigned,15,89,3,53.08686167296735,0.06578947368421052,0.033707865168539325
10,normal,0.2,Other epithelial,3,266,3,17.837637453744854,0.013157894736842105,0.011278195488721804
10,normal,0.2,Other myeloid,31,21,5,175.6999276593796,0.13596491228070176,0.23809523809523808
10,normal,0.2,Unassigned,175,448,40,808.0669022353992,0.7675438596491229,0.08928571428571429
10,normal,0.3,AT2-like,0,182,0,0.0,0.0,0.0
10,normal,0.3,Fibroblasts,2,117,2,4.363120086255491,0.008771929824561403,0.017094017094017096
10,normal,0.3,Macrophages,18,45,5,18.44202131213756,0.07894736842105263,0.1111111111111111
10,normal,0.3,Other assigned,15,106,3,53.08686167296735,0.06578947368421052,0.02830188679245283
10,normal,0.3,Other epithelial,3,311,3,17.837637453744854,0.013157894736842105,0.00964630225080386
10,normal,0.3,Other myeloid,37,27,7,215.94353206961821,0.16228070175438597,0.25925925925925924
10,normal,0.3,Unassigned,153,338,33,748.230742955111,0.6710526315789473,0.09763313609467456
11,AAH,0.2,AT2-like,1,462,1,0.8779631255487269,0.0036101083032490976,0.0021645021645021645
11,AAH,0.2,Fibroblasts,2,282,2,11.364990396118412,0.007220216606498195,0.0070921985815602835
11,AAH,0.2,Macrophages,26,92,12,38.29458797325728,0.09386281588447654,0.13043478260869565
11,AAH,0.2,Other assigned,0,243,0,0.0,0.0,0.0
11,AAH,0.2,Other epithelial,2,497,2,14.007766279708052,0.007220216606498195,0.004024144869215292
11,AAH,0.2,Other myeloid,49,60,9,245.69290083772276,0.17689530685920576,0.15
11,AAH,0.2,Unassigned,197,742,33,808.492992915946,0.7111913357400722,0.0444743935309973
11,AAH,0.3,AT2-like,1,477,1,0.8779631255487269,0.0036101083032490976,0.0020964360587002098
11,AAH,0.3,Fibroblasts,2,325,2,11.364990396118412,0.007220216606498195,0.006153846153846154
11,AAH,0.3,Macrophages,32,127,14,63.24397134663359,0.11552346570397112,0.11023622047244094
11,AAH,0.3,Other assigned,0,271,0,0.0,0.0,0.0
11,AAH,0.3,Other epithelial,2,529,2,14.007766279708052,0.007220216606498195,0.003780718336483932
11,AAH,0.3,Other myeloid,60,65,11,343.88814250984564,0.21660649819494585,0.16923076923076924
11,AAH,0.3,Unassigned,180,584,29,685.3483678704466,0.6498194945848376,0.04965753424657534
11,LUAD,0.2,AT2-like,66,578,11,63.732710234787994,0.06521739130434782,0.01903114186851211
11,LUAD,0.2,Fibroblasts,11,650,10,45.08599148656785,0.010869565217391304,0.015384615384615385
11,LUAD,0.2,Macrophages,304,214,35,239.9109799057585,0.30039525691699603,0.16355140186915887
11,LUAD,0.2,Other assigned,19,2408,17,77.47182534092208,0.018774703557312252,0.0070598006644518275
11,LUAD,0.2,Other epithelial,9,320,4,10.275365736676408,0.008893280632411068,0.0125
11,LUAD,0.2,Other myeloid,33,114,8,137.13233257768144,0.03260869565217391,0.07017543859649122
11,LUAD,0.2,Unassigned,570,3595,162,1486.0114833427947,0.5632411067193676,0.04506258692628651
11,LUAD,0.3,AT2-like,68,667,13,70.56680607239684,0.06719367588932806,0.019490254872563718
11,LUAD,0.3,Fibroblasts,13,874,12,54.29490916205694,0.012845849802371542,0.013729977116704805
11,LUAD,0.3,Macrophages,398,386,57,386.9002132523249,0.3932806324110672,0.14766839378238342
11,LUAD,0.3,Other assigned,20,2713,18,84.29310774201349,0.019762845849802372,0.006634721710283818
11,LUAD,0.3,Other epithelial,9,351,4,10.275365736676408,0.008893280632411068,0.011396011396011397
11,LUAD,0.3,Other myeloid,43,128,10,212.35926515125925,0.042490118577075096,0.078125
11,LUAD,0.3,Unassigned,461,2760,133,1240.9310215084615,0.45553359683794464,0.04818840579710145
11,normal,0.2,AT2-like,0,144,0,0.0,0.0,0.0
11,normal,0.2,Fibroblasts,1,143,1,9.624639076034649,0.021739130434782608,0.006993006993006993
11,normal,0.2,Macrophages,4,25,4,9.750902658170805,0.08695652173913043,0.16
11,normal,0.2,Other assigned,0,110,0,0.0,0.0,0.0
11,normal,0.2,Other epithelial,0,258,0,0.0,0.0,0.0
11,normal,0.2,Other myeloid,3,26,2,15.09555558015317,0.06521739130434782,0.07692307692307693
11,normal,0.2,Unassigned,38,324,14,189.75102598510975,0.8260869565217391,0.043209876543209874
11,normal,0.3,AT2-like,0,149,0,0.0,0.0,0.0
11,normal,0.3,Fibroblasts,1,157,1,9.624639076034649,0.021739130434782608,0.006369426751592357
11,normal,0.3,Macrophages,6,35,6,12.314064773542777,0.13043478260869565,0.17142857142857143
11,normal,0.3,Other assigned,0,131,0,0.0,0.0,0.0
11,normal,0.3,Other epithelial,0,277,0,0.0,0.0,0.0
11,normal,0.3,Other myeloid,3,28,2,15.09555558015317,0.06521739130434782,0.07142857142857142
11,normal,0.3,Unassigned,36,253,12,187.18786386973778,0.782608695652174,0.04743083003952569
12,AIS,0.2,AT2-like,2,465,2,5.037767975911794,0.015384615384615385,0.004301075268817204
12,AIS,0.2,Fibroblasts,1,258,1,5.837711617046118,0.007692307692307693,0.003875968992248062
12,AIS,0.2,Macrophages,30,40,14,47.67759101404739,0.23076923076923078,0.35
12,AIS,0.2,Other assigned,1,308,1,1.3812154696132597,0.007692307692307693,0.003246753246753247
12,AIS,0.2,Other epithelial,5,291,2,3.6364741597400876,0.038461538461538464,0.006872852233676976
12,AIS,0.2,Other myeloid,7,51,2,32.317079239949436,0.05384615384615385,0.0392156862745098
12,AIS,0.2,Unassigned,84,819,19,210.2912089761062,0.6461538461538462,0.0231990231990232
12,AIS,0.3,AT2-like,3,537,3,5.565890500337461,0.023076923076923078,0.00558659217877095
12,AIS,0.3,Fibroblasts,1,283,1,5.837711617046118,0.007692307692307693,0.0035335689045936395
12,AIS,0.3,Macrophages,44,53,17,67.22289515313226,0.3384615384615385,0.32075471698113206
12,AIS,0.3,Other assigned,1,374,1,1.3812154696132597,0.007692307692307693,0.00267379679144385
12,AIS,0.3,Other epithelial,5,329,2,3.6364741597400876,0.038461538461538464,0.0060790273556231
12,AIS,0.3,Other myeloid,18,56,3,79.08578672294263,0.13846153846153847,0.05357142857142857
12,AIS,0.3,Unassigned,58,600,14,143.44907482960247,0.4461538461538462,0.023333333333333334
12,LUAD,0.2,AT2-like,1,547,1,2.94811320754717,0.003816793893129771,0.0018281535648994515
12,LUAD,0.2,Fibroblasts,1,192,1,1.4378145219266714,0.003816793893129771,0.005208333333333333
12,LUAD,0.2,Macrophages,30,56,11,68.01081801710735,0.11450381679389313,0.19642857142857142
12,LUAD,0.2,Other assigned,2,167,2,9.235421836228287,0.007633587786259542,0.011976047904191617
12,LUAD,0.2,Other epithelial,5,269,2,30.37826460735778,0.019083969465648856,0.007434944237918215
12,LUAD,0.2,Other myeloid,10,29,3,45.53922020809933,0.03816793893129771,0.10344827586206896
12,LUAD,0.2,Unassigned,213,904,60,985.3084807604167,0.8129770992366412,0.06637168141592921
12,LUAD,0.3,AT2-like,6,624,5,10.703917626480013,0.022900763358778626,0.008012820512820512
12,LUAD,0.3,Fibroblasts,1,220,1,1.4378145219266714,0.003816793893129771,0.004545454545454545
12,LUAD,0.3,Macrophages,58,92,19,130.1799333530628,0.22137404580152673,0.20652173913043478
12,LUAD,0.3,Other assigned,2,196,2,9.235421836228287,0.007633587786259542,0.01020408163265306
12,LUAD,0.3,Other epithelial,5,296,2,30.37826460735778,0.019083969465648856,0.006756756756756757
12,LUAD,0.3,Other myeloid,21,39,5,134.70191901544428,0.08015267175572519,0.1282051282051282
12,LUAD,0.3,Unassigned,169,697,46,826.2208621981835,0.6450381679389313,0.06599713055954089
12,normal,0.2,AT2-like,0,197,0,0.0,0.0,0.0
12,normal,0.2,Fibroblasts,1,180,1,0.8715356458079135,0.00392156862745098,0.005555555555555556
12,normal,0.2,Macrophages,141,36,18,91.48488694218725,0.5529411764705883,0.5
12,normal,0.2,Other assigned,2,143,2,14.02599543357938,0.00784313725490196,0.013986013986013986
12,normal,0.2,Other epithelial,3,156,3,10.785997444426545,0.011764705882352941,0.019230769230769232
12,normal,0.2,Other myeloid,18,22,5,59.529314112113454,0.07058823529411765,0.22727272727272727
12,normal,0.2,Unassigned,90,269,18,304.06057207665066,0.35294117647058826,0.06691449814126393
12,normal,0.3,AT2-like,9,204,2,4.058968976668956,0.03529411764705882,0.00980392156862745
12,normal,0.3,Fibroblasts,1,193,1,0.8715356458079135,0.00392156862745098,0.0051813471502590676
12,normal,0.3,Macrophages,143,44,19,92.87175331761198,0.5607843137254902,0.4318181818181818
12,normal,0.3,Other assigned,2,167,2,14.02599543357938,0.00784313725490196,0.011976047904191617
12,normal,0.3,Other epithelial,3,163,3,10.785997444426545,0.011764705882352941,0.018404907975460124
12,normal,0.3,Other myeloid,26,24,6,99.31051749351573,0.10196078431372549,0.25
12,normal,0.3,Unassigned,71,208,14,258.83353334315467,0.2784313725490196,0.0673076923076923
13,LUAD,0.2,AT2-like,0,181,0,0.0,0.0,0.0
13,LUAD,0.2,Fibroblasts,4,228,2,22.21483544819885,0.032,0.008771929824561403
13,LUAD,0.2,Macrophages,17,67,11,17.173143849435217,0.136,0.16417910447761194
13,LUAD,0.2,Other assigned,2,480,2,16.103727714748786,0.016,0.004166666666666667
13,LUAD,0.2,Other epithelial,0,63,0,0.0,0.0,0.0
13,LUAD,0.2,Other myeloid,0,51,0,0.0,0.0,0.0
13,LUAD,0.2,Unassigned,102,1217,35,397.60386989973114,0.816,0.02875924404272802
13,LUAD,0.3,AT2-like,2,211,2,1.94357254111925,0.016,0.009478672985781991
13,LUAD,0.3,Fibroblasts,4,298,2,22.21483544819885,0.032,0.006711409395973154
13,LUAD,0.3,Macrophages,17,107,11,17.173143849435217,0.136,0.102803738317757
13,LUAD,0.3,Other assigned,2,599,2,16.103727714748786,0.016,0.00333889816360601
13,LUAD,0.3,Other epithelial,0,68,0,0.0,0.0,0.0
13,LUAD,0.3,Other myeloid,0,55,0,0.0,0.0,0.0
13,LUAD,0.3,Unassigned,100,949,33,395.6602973586119,0.8,0.03477344573234984
13,MIA,0.2,AT2-like,1,319,1,4.580852038479157,0.005714285714285714,0.003134796238244514
13,MIA,0.2,Fibroblasts,0,298,0,0.0,0.0,0.0
13,MIA,0.2,Macrophages,50,102,21,67.26775224157385,0.2857142857142857,0.20588235294117646
13,MIA,0.2,Other assigned,0,292,0,0.0,0.0,0.0
13,MIA,0.2,Other epithelial,3,292,3,5.395620865707461,0.017142857142857144,0.010273972602739725
13,MIA,0.2,Other myeloid,24,49,1,65.34168254832562,0.13714285714285715,0.02040816326530612
13,MIA,0.2,Unassigned,97,588,23,335.8270060436613,0.5542857142857143,0.0391156462585034
13,MIA,0.3,AT2-like,1,343,1,4.580852038479157,0.005714285714285714,0.0029154518950437317
13,MIA,0.3,Fibroblasts,0,325,0,0.0,0.0,0.0
13,MIA,0.3,Macrophages,70,127,26,98.96681987377148,0.4,0.2047244094488189
13,MIA,0.3,Other assigned,0,347,0,0.0,0.0,0.0
13,MIA,0.3,Other epithelial,3,303,3,5.395620865707461,0.017142857142857144,0.009900990099009901
13,MIA,0.3,Other myeloid,24,57,1,65.34168254832562,0.13714285714285715,0.017543859649122806
13,MIA,0.3,Unassigned,77,438,18,304.1279384114637,0.44,0.0410958904109589
13,normal,0.2,AT2-like,0,97,0,0.0,0.0,0.0
13,normal,0.2,Fibroblasts,0,90,0,0.0,0.0,0.0
13,normal,0.2,Macrophages,8,10,3,5.837121756917779,0.2962962962962963,0.3
13,normal,0.2,Other assigned,0,76,0,0.0,0.0,0.0
13,normal,0.2,Other epithelial,0,62,0,0.0,0.0,0.0
13,normal,0.2,Other myeloid,2,19,1,8.077544426494345,0.07407407407407407,0.05263157894736842
13,normal,0.2,Unassigned,17,173,2,24.85823052843607,0.6296296296296297,0.011560693641618497
13,normal,0.3,AT2-like,0,97,0,0.0,0.0,0.0
13,normal,0.3,Fibroblasts,0,105,0,0.0,0.0,0.0
13,normal,0.3,Macrophages,8,11,3,5.837121756917779,0.2962962962962963,0.2727272727272727
13,normal,0.3,Other assigned,0,91,0,0.0,0.0,0.0
13,normal,0.3,Other epithelial,0,67,0,0.0,0.0,0.0
13,normal,0.3,Other myeloid,2,20,1,8.077544426494345,0.07407407407407407,0.05
13,normal,0.3,Unassigned,17,136,2,24.85823052843607,0.6296296296296297,0.014705882352941176
14,AIS,0.2,AT2-like,2,646,2,6.098531591862724,0.005405405405405406,0.0030959752321981426
14,AIS,0.2,Fibroblasts,2,339,2,11.750218532941734,0.005405405405405406,0.0058997050147492625
14,AIS,0.2,Macrophages,174,335,89,240.36952047836036,0.4702702702702703,0.2656716417910448
14,AIS,0.2,Other assigned,5,381,4,24.227950006818958,0.013513513513513514,0.010498687664041995
14,AIS,0.2,Other epithelial,0,463,0,0.0,0.0,0.0
14,AIS,0.2,Other myeloid,3,51,3,15.068251159957859,0.008108108108108109,0.058823529411764705
14,AIS,0.2,Unassigned,184,932,61,547.5693631305434,0.4972972972972973,0.06545064377682404
14,AIS,0.3,AT2-like,2,672,2,6.098531591862724,0.005405405405405406,0.002976190476190476
14,AIS,0.3,Fibroblasts,2,372,2,11.750218532941734,0.005405405405405406,0.005376344086021506
14,AIS,0.3,Macrophages,223,425,115,309.79270122541993,0.6027027027027027,0.27058823529411763
14,AIS,0.3,Other assigned,5,419,4,24.227950006818958,0.013513513513513514,0.00954653937947494
14,AIS,0.3,Other epithelial,0,505,0,0.0,0.0,0.0
14,AIS,0.3,Other myeloid,7,63,5,46.71844254118632,0.01891891891891892,0.07936507936507936
14,AIS,0.3,Unassigned,131,691,33,446.4959910022553,0.35405405405405405,0.04775687409551375
14,LUAD,0.2,AT2-like,1,483,1,2.345765892563922,0.0136986301369863,0.002070393374741201
14,LUAD,0.2,Fibroblasts,0,250,0,0.0,0.0,0.0
14,LUAD,0.2,Macrophages,23,62,10,52.36879170626243,0.3150684931506849,0.16129032258064516
14,LUAD,0.2,Other assigned,1,251,1,1.5987210231814548,0.0136986301369863,0.00398406374501992
14,LUAD,0.2,Other epithelial,1,517,1,6.906077348066298,0.0136986301369863,0.0019342359767891683
14,LUAD,0.2,Other myeloid,16,41,3,76.4371152954726,0.2191780821917808,0.07317073170731707
14,LUAD,0.2,Unassigned,31,1022,22,92.5957963003105,0.4246575342465753,0.021526418786692758
14,LUAD,0.3,AT2-like,1,533,1,2.345765892563922,0.0136986301369863,0.001876172607879925
14,LUAD,0.3,Fibroblasts,0,265,0,0.0,0.0,0.0
14,LUAD,0.3,Macrophages,32,88,16,66.80950306190665,0.4383561643835616,0.18181818181818182
14,LUAD,0.3,Other assigned,1,292,1,1.5987210231814548,0.0136986301369863,0.003424657534246575
14,LUAD,0.3,Other epithelial,2,596,2,7.656771740379187,0.0273972602739726,0.003355704697986577
14,LUAD,0.3,Other myeloid,18,47,4,82.70081714326463,0.2465753424657534,0.0851063829787234
14,LUAD,0.3,Unassigned,19,805,14,71.14068870456131,0.2602739726027397,0.017391304347826087
14,normal,0.2,AT2-like,0,142,0,0.0,0.0,0.0
14,normal,0.2,Fibroblasts,0,70,0,0.0,0.0,0.0
14,normal,0.2,Macrophages,41,102,28,55.11077996876444,0.47674418604651164,0.27450980392156865
14,normal,0.2,Other assigned,1,93,1,2.215820961666297,0.011627906976744186,0.010752688172043012
14,normal,0.2,Other epithelial,0,184,0,0.0,0.0,0.0
14,normal,0.2,Other myeloid,2,27,2,12.129704720029276,0.023255813953488372,0.07407407407407407
14,normal,0.2,Unassigned,42,193,16,96.84055221503172,0.4883720930232558,0.08290155440414508
14,normal,0.3,AT2-like,1,147,1,0.8616232982939859,0.011627906976744186,0.006802721088435374
14,normal,0.3,Fibroblasts,2,81,1,2.522704339051463,0.023255813953488372,0.012345679012345678
14,normal,0.3,Macrophages,49,114,33,63.78995408284692,0.5697674418604651,0.2894736842105263
14,normal,0.3,Other assigned,1,102,1,2.215820961666297,0.011627906976744186,0.00980392156862745
14,normal,0.3,Other epithelial,0,195,0,0.0,0.0,0.0
14,normal,0.3,Other myeloid,20,32,3,65.38414258985176,0.23255813953488372,0.09375
14,normal,0.3,Unassigned,13,140,8,31.52261259378136,0.1511627906976744,0.05714285714285714
15,LUAD,0.2,AT2-like,3,289,1,5.973715651135006,0.013574660633484163,0.0034602076124567475
15,LUAD,0.2,Fibroblasts,2,336,2,4.53555332528934,0.00904977375565611,0.005952380952380952
15,LUAD,0.2,Macrophages,38,124,16,65.06743300761154,0.17194570135746606,0.12903225806451613
15,LUAD,0.2,Other assigned,1,535,1,9.596928982725528,0.004524886877828055,0.001869158878504673
15,LUAD,0.2,Other epithelial,4,754,3,15.434679889137247,0.01809954751131222,0.003978779840848806
15,LUAD,0.2,Other myeloid,7,62,5,55.18959724971913,0.03167420814479638,0.08064516129032258
15,LUAD,0.2,Unassigned,166,2559,51,586.6330088903997,0.751131221719457,0.01992966002344666
15,LUAD,0.3,AT2-like,3,308,1,5.973715651135006,0.013574660633484163,0.003246753246753247
15,LUAD,0.3,Fibroblasts,2,465,2,4.53555332528934,0.00904977375565611,0.004301075268817204
15,LUAD,0.3,Macrophages,51,185,23,78.84926595134164,0.23076923076923078,0.12432432432432433
15,LUAD,0.3,Other assigned,1,622,1,9.596928982725528,0.004524886877828055,0.001607717041800643
15,LUAD,0.3,Other epithelial,19,953,6,18.232160303984706,0.08597285067873303,0.0062959076600209865
15,LUAD,0.3,Other myeloid,9,69,6,71.05002548128138,0.04072398190045249,0.08695652173913043
15,LUAD,0.3,Unassigned,136,2057,40,554.1932673002599,0.6153846153846154,0.019445794846864366
15,MIA,0.2,AT2-like,0,379,0,0.0,0.0,0.0
15,MIA,0.2,Fibroblasts,2,527,1,1.7293558149589279,0.007633587786259542,0.0018975332068311196
15,MIA,0.2,Macrophages,160,115,31,121.83154596694688,0.6106870229007634,0.26956521739130435
15,MIA,0.2,Other assigned,0,574,0,0.0,0.0,0.0
15,MIA,0.2,Other epithelial,1,495,1,7.127583749109052,0.003816793893129771,0.00202020202020202
15,MIA,0.2,Other myeloid,3,57,3,9.44605086225831,0.011450381679389313,0.05263157894736842
15,MIA,0.2,Unassigned,96,1223,25,310.08237147112027,0.366412213740458,0.02044153720359771
15,MIA,0.3,AT2-like,0,407,0,0.0,0.0,0.0
15,MIA,0.3,Fibroblasts,2,571,1,1.7293558149589279,0.007633587786259542,0.0017513134851138354
15,MIA,0.3,Macrophages,170,145,33,141.68511772902542,0.648854961832061,0.22758620689655173
15,MIA,0.3,Other assigned,2,711,1,8.646779074794638,0.007633587786259542,0.0014064697609001407
15,MIA,0.3,Other epithelial,1,526,1,7.127583749109052,0.003816793893129771,0.0019011406844106464
15,MIA,0.3,Other myeloid,3,59,3,9.44605086225831,0.011450381679389313,0.05084745762711865
15,MIA,0.3,Unassigned,84,951,22,281.58202063424704,0.32061068702290074,0.023133543638275498
15,normal,0.2,AT2-like,0,177,0,0.0,0.0,0.0
15,normal,0.2,Fibroblasts,0,213,0,0.0,0.0,0.0
15,normal,0.2,Macrophages,12,39,8,10.866158665521793,0.18461538461538463,0.20512820512820512
15,normal,0.2,Other assigned,0,126,0,0.0,0.0,0.0
15,normal,0.2,Other epithelial,0,258,0,0.0,0.0,0.0
15,normal,0.2,Other myeloid,6,14,2,22.12361831762935,0.09230769230769231,0.14285714285714285
15,normal,0.2,Unassigned,47,396,14,238.5869977977905,0.7230769230769231,0.03535353535353535
15,normal,0.3,AT2-like,0,179,0,0.0,0.0,0.0
15,normal,0.3,Fibroblasts,0,238,0,0.0,0.0,0.0
15,normal,0.3,Macrophages,20,52,10,25.31735700051295,0.3076923076923077,0.19230769230769232
15,normal,0.3,Other assigned,0,159,0,0.0,0.0,0.0
15,normal,0.3,Other epithelial,0,268,0,0.0,0.0,0.0
15,normal,0.3,Other myeloid,6,15,2,22.12361831762935,0.09230769230769231,0.13333333333333333
15,normal,0.3,Unassigned,39,312,12,224.13579946279935,0.6,0.038461538461538464
16,AIS,0.2,AT2-like,4,424,4,8.32541897539954,0.01568627450980392,0.009433962264150943
16,AIS,0.2,Fibroblasts,3,457,3,20.324124981194984,0.011764705882352941,0.006564551422319475
16,AIS,0.2,Macrophages,29,46,15,62.576636991541896,0.11372549019607843,0.32608695652173914
16,AIS,0.2,Other assigned,2,260,2,11.786271642241582,0.00784313725490196,0.007692307692307693
16,AIS,0.2,Other epithelial,0,490,0,0.0,0.0,0.0
16,AIS,0.2,Other myeloid,21,37,5,117.10706856919838,0.08235294117647059,0.13513513513513514
16,AIS,0.2,Unassigned,196,801,45,1066.0545197439978,0.7686274509803922,0.056179775280898875
16,AIS,0.3,AT2-like,5,442,5,9.316499252902016,0.0196078431372549,0.011312217194570135
16,AIS,0.3,Fibroblasts,3,526,3,20.324124981194984,0.011764705882352941,0.005703422053231939
16,AIS,0.3,Macrophages,49,60,21,98.45632528028293,0.19215686274509805,0.35
16,AIS,0.3,Other assigned,3,335,3,15.441242402475499,0.011764705882352941,0.008955223880597015
16,AIS,0.3,Other epithelial,1,507,1,3.6363636363636362,0.00392156862745098,0.0019723865877712033
16,AIS,0.3,Other myeloid,27,47,9,162.8178565003791,0.10588235294117647,0.19148936170212766
16,AIS,0.3,Unassigned,167,598,32,976.1816288499762,0.6549019607843137,0.05351170568561873
16,LUAD,0.2,AT2-like,4,390,4,15.160274670656865,0.02,0.010256410256410256
16,LUAD,0.2,Fibroblasts,3,224,1,2.7475043502152214,0.015,0.004464285714285714
16,LUAD,0.2,Macrophages,40,59,14,79.07090898616124,0.2,0.23728813559322035
16,LUAD,0.2,Other assigned,2,288,2,16.060539721190565,0.01,0.006944444444444444
16,LUAD,0.2,Other epithelial,8,479,5,24.272740834251334,0.04,0.010438413361169102
16,LUAD,0.2,Other myeloid,10,29,6,48.76179496882264,0.05,0.20689655172413793
16,LUAD,0.2,Unassigned,133,958,67,603.6340722341209,0.665,0.06993736951983298
16,LUAD,0.3,AT2-like,5,414,5,18.090248300894192,0.025,0.012077294685990338
16,LUAD,0.3,Fibroblasts,3,272,1,2.7475043502152214,0.015,0.003676470588235294
16,LUAD,0.3,Macrophages,52,97,22,114.59813939448658,0.26,0.2268041237113402
16,LUAD,0.3,Other assigned,2,337,2,16.060539721190565,0.01,0.005934718100890208
16,LUAD,0.3,Other epithelial,9,536,6,25.081933260210228,0.045,0.011194029850746268
16,LUAD,0.3,Other myeloid,20,40,9,95.80630051508655,0.1,0.225
16,LUAD,0.3,Unassigned,109,731,54,517.3231702233354,0.545,0.07387140902872777
16,normal,0.2,AT2-like,0,222,0,0.0,0.0,0.0
16,normal,0.2,Fibroblasts,1,197,1,7.107320540156361,0.002183406113537118,0.005076142131979695
16,normal,0.2,Macrophages,109,40,20,121.52678389210637,0.23799126637554585,0.5
16,normal,0.2,Other assigned,2,148,1,0.7985307035055498,0.004366812227074236,0.006756756756756757
16,normal,0.2,Other epithelial,5,240,4,19.11480398355364,0.010917030567685589,0.016666666666666666
16,normal,0.2,Other myeloid,73,25,9,506.9833077182604,0.15938864628820962,0.36
16,normal,0.2,Unassigned,268,440,54,1340.5890536415368,0.5851528384279476,0.12272727272727273
16,normal,0.3,AT2-like,17,227,1,7.0665502764268195,0.03711790393013101,0.004405286343612335
16,normal,0.3,Fibroblasts,1,221,1,7.107320540156361,0.002183406113537118,0.004524886877828055
16,normal,0.3,Macrophages,121,62,27,150.98829157038452,0.26419213973799127,0.43548387096774194
16,normal,0.3,Other assigned,2,185,1,0.7985307035055498,0.004366812227074236,0.005405405405405406
16,normal,0.3,Other epithelial,5,244,4,19.11480398355364,0.010917030567685589,0.01639344262295082
16,normal,0.3,Other myeloid,116,35,17,777.5549380526812,0.25327510917030566,0.4857142857142857
16,normal,0.3,Unassigned,196,338,38,1033.489365352411,0.4279475982532751,0.11242603550295859
17,AIS,0.2,AT2-like,8,1781,2,65.79457444263905,0.02185792349726776,0.0011229646266142617
17,AIS,0.2,Fibroblasts,6,1141,6,35.58278225376117,0.01639344262295082,0.0052585451358457495
17,AIS,0.2,Macrophages,38,224,26,30.85943972094027,0.10382513661202186,0.11607142857142858
17,AIS,0.2,Other assigned,5,1404,4,31.214720597395853,0.01366120218579235,0.002849002849002849
17,AIS,0.2,Other epithelial,1,1138,1,2.423654871546292,0.00273224043715847,0.0008787346221441124
17,AIS,0.2,Other myeloid,20,222,9,82.12823429803106,0.0546448087431694,0.04054054054054054
17,AIS,0.2,Unassigned,288,3096,50,388.751221391521,0.7868852459016393,0.01614987080103359
17,AIS,0.3,AT2-like,9,1931,3,68.24375396749822,0.02459016393442623,0.0015535991714137752
17,AIS,0.3,Fibroblasts,10,1303,9,57.1469846504869,0.0273224043715847,0.006907137375287797
17,AIS,0.3,Macrophages,167,320,35,59.423331030027214,0.4562841530054645,0.109375
17,AIS,0.3,Other assigned,7,1672,6,46.21190830512199,0.01912568306010929,0.0035885167464114833
17,AIS,0.3,Other epithelial,1,1224,1,2.423654871546292,0.00273224043715847,0.0008169934640522876
17,AIS,0.3,Other myeloid,24,252,12,104.75016911022516,0.06557377049180328,0.047619047619047616
17,AIS,0.3,Unassigned,148,2304,32,298.55482564092887,0.40437158469945356,0.013888888888888888
17,LUAD,0.2,AT2-like,5,357,4,18.94822617842291,0.005285412262156448,0.011204481792717087
17,LUAD,0.2,Fibroblasts,7,837,5,25.850836642469357,0.007399577167019027,0.005973715651135006
17,LUAD,0.2,Macrophages,98,279,23,228.92678269892048,0.10359408033826638,0.08243727598566308
