module_a,module_b,intersection,jaccard,genes
Han_ISR_source_symbols,Han_ISR_without_HPCS_ADI_or_operational_markers,105,0.813953488372093,Aars;Adm2;Aldh18a1;Aldh1l2;Angptl6;Arhgef2;Atf5;Atf6;Bex2;Car6;Cbs;Ccnb1ip1;Ccpg1;Cebpb;Cebpg;Ciart;Clic4;Crls1;Cth;Cyb5r1;Cyb5r2;Ddit4;Derl1;Eif1b;Eif4ebp1;Epb41l4a;Ero1l;Fads3;Fam129a;Fam89a;Fgf21;Gadd45a;Gars;Glce;Gnpnat1;Got1;Gpt2;Gtpbp2;Hax1;Herpud1;Hmox1;Hoxb9;Idh1;Krtcap2;Lars;Leprotl1;Lmo4;Lonp1;Map1b;Map3k8;Mars;Mdfic;Moxd1;Mtbp;Mthfd1l;Mthfd2;Nfe2l1;Nfil3;Nop14;Otub2;Oxld1;Paqr3;Pck2;Pfkp;Phf10;Phgdh;Pim1;Plpp4;Psat1;Psph;Pycr1;Rgs16;Rhbdd1;Sars;Scpep1;Sesn2;Shmt2;Siah2;Slc1a5;Slc24a4;Slc25a33;Slc3a2;Slc6a9;Slc7a1;Slc7a11;Slc7a3;Slc7a5;Snhg8;Soat2;Socs2;St6galnac1;Steap1;Tars;Tbc1d31;Tcea1;Trib3;Tsc22d3;Ubr2;Uhrf1bp1;Vegfa;Wars;Xpot;Yars;Ydjc;Znfx1
