cohort,unit,module,difference_17,difference_29,both_seeds_evaluable,same_direction
GSE262927,EEM-scRNA-127,AT1_published_400,,0.0839236218047428,False,False
GSE262927,EEM-scRNA-127,AT1_published_holdout,,0.0828778755596727,False,False
GSE262927,EEM-scRNA-127,HALLMARK_HYPOXIA,,0.002641056422569,False,False
GSE262927,EEM-scRNA-127,HALLMARK_INFLAMMATORY_RESPONSE,,0.0015082956259426,False,False
GSE262927,EEM-scRNA-127,HALLMARK_P53_PATHWAY,,0.0124216183935503,False,False
GSE262927,EEM-scRNA-158,DATP_marker_panel,,0.459779614325069,False,False
GSE262927,EEM-scRNA-158,AT1_early_panel,,0.0376492194674012,False,False
GSE262927,EEM-scRNA-158,AT1_late_panel,,0.1670110192837465,False,False
GSE262927,EEM-scRNA-158,DATP_figure7_panel,,0.5390266299357207,False,False
GSE262927,EEM-scRNA-158,DATP_label_free_panel,,0.2125803489439853,False,False
GSE262927,EEM-scRNA-158,AT2_common_panel,,-0.1095041322314049,False,False
GSE262927,EEM-scRNA-158,DATP_PATS_holdout_panel,,0.2782369146005509,False,False
GSE262927,EEM-scRNA-158,ADI_published_400,,0.0759200395564031,False,False
GSE262927,EEM-scRNA-158,ADI_published_holdout,,0.0720300474283604,False,False
GSE262927,EEM-scRNA-158,AT2_published_400,,-0.0068870523415977,False,False
GSE262927,EEM-scRNA-158,AT2_published_holdout,,-0.0055132954819475,False,False
GSE262927,EEM-scRNA-158,AT1_published_400,,0.1026567435420362,False,False
GSE262927,EEM-scRNA-158,AT1_published_holdout,,0.1011908635387519,False,False
GSE262927,EEM-scRNA-158,HALLMARK_HYPOXIA,,0.0413925900938887,False,False
GSE262927,EEM-scRNA-158,HALLMARK_INFLAMMATORY_RESPONSE,,0.0270254997527724,False,False
GSE262927,EEM-scRNA-158,HALLMARK_P53_PATHWAY,,0.0325614241165694,False,False
GSE262927,EEM-scRNA-162,DATP_marker_panel,0.4738095238095239,0.5552894211576848,False,True
GSE262927,EEM-scRNA-162,AT1_early_panel,0.2103174603174603,0.1277445109780438,False,True
GSE262927,EEM-scRNA-162,AT1_late_panel,-0.1904761904761904,-0.1831337325349301,False,True
GSE262927,EEM-scRNA-162,DATP_figure7_panel,0.4067460317460317,0.4125083166999334,False,True
GSE262927,EEM-scRNA-162,DATP_label_free_panel,0.2837301587301587,0.4065202927478376,False,True
GSE262927,EEM-scRNA-162,AT2_common_panel,-0.4702380952380952,-0.4396207584830339,False,True
GSE262927,EEM-scRNA-162,DATP_PATS_holdout_panel,0.4593253968253967,0.5758483033932136,False,True
GSE262927,EEM-scRNA-162,ADI_published_400,0.068666056166056,0.0727775218793183,False,True
GSE262927,EEM-scRNA-162,ADI_published_holdout,0.065108001963672,0.0691400703747144,False,True
GSE262927,EEM-scRNA-162,AT2_published_400,-0.0799252418645558,-0.0852384939882767,False,True
GSE262927,EEM-scRNA-162,AT2_published_holdout,-0.0779019830743968,-0.0849600533680649,False,True
GSE262927,EEM-scRNA-162,AT1_published_400,0.0913893044128645,0.0975170078690785,False,True
GSE262927,EEM-scRNA-162,AT1_published_holdout,0.0902699662542182,0.0963113143791157,False,True
GSE262927,EEM-scRNA-162,HALLMARK_HYPOXIA,0.0292759961127308,0.0380667236954661,False,True
GSE262927,EEM-scRNA-162,HALLMARK_INFLAMMATORY_RESPONSE,0.0496031746031746,0.0379343876349864,False,True
GSE262927,EEM-scRNA-162,HALLMARK_P53_PATHWAY,0.0604302634759487,0.0234556268174311,False,True
GSE262927,EEM-scRNA-166,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-166,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-166,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-166,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-166,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-166,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-166,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-166,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-166,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-166,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-166,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-166,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-166,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-166,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-166,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-166,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-167,DATP_marker_panel,0.3919948186528498,0.347643219724438,True,True
GSE262927,EEM-scRNA-167,AT1_early_panel,0.1424438687392056,0.1912496978486825,True,True
GSE262927,EEM-scRNA-167,AT1_late_panel,0.0176165803108808,-0.0272661348803481,True,False
GSE262927,EEM-scRNA-167,DATP_figure7_panel,0.3806994818652849,0.4188542422044959,True,True
GSE262927,EEM-scRNA-167,DATP_label_free_panel,0.1887305699481865,0.1107082426879381,True,True
GSE262927,EEM-scRNA-167,AT2_common_panel,-0.4944300518134714,-0.4754713560551123,True,True
GSE262927,EEM-scRNA-167,DATP_PATS_holdout_panel,0.3548791018998273,0.2897268552090887,True,True
GSE262927,EEM-scRNA-167,ADI_published_400,0.1292766042247908,0.118859820382663,True,True
GSE262927,EEM-scRNA-167,ADI_published_holdout,0.1263507558356925,0.1158485530378355,True,True
GSE262927,EEM-scRNA-167,AT2_published_400,-0.1070149835263237,-0.1083558312493661,True,True
GSE262927,EEM-scRNA-167,AT2_published_holdout,-0.105187531782136,-0.1065193514694652,True,True
GSE262927,EEM-scRNA-167,AT1_published_400,0.0691798008843555,0.0648607193162964,True,True
GSE262927,EEM-scRNA-167,AT1_published_holdout,0.0683142262657582,0.0639384543937082,True,True
GSE262927,EEM-scRNA-167,HALLMARK_HYPOXIA,0.0242591466638468,0.0182548726524692,True,True
GSE262927,EEM-scRNA-167,HALLMARK_INFLAMMATORY_RESPONSE,0.0038846818121429,0.0051133299864264,True,True
GSE262927,EEM-scRNA-167,HALLMARK_P53_PATHWAY,0.0244318929012913,0.0231772453370535,True,True
GSE262927,EEM-scRNA-170,DATP_marker_panel,0.3222784810126583,0.2770186335403727,False,True
GSE262927,EEM-scRNA-170,AT1_early_panel,0.590295358649789,0.2919254658385093,False,True
GSE262927,EEM-scRNA-170,AT1_late_panel,0.2734177215189873,0.3043478260869564,False,True
GSE262927,EEM-scRNA-170,DATP_figure7_panel,0.5143459915611814,0.3436853002070393,False,True
GSE262927,EEM-scRNA-170,DATP_label_free_panel,0.0561181434599156,-0.010351966873706,False,False
GSE262927,EEM-scRNA-170,AT2_common_panel,-0.4753164556962025,-0.3330745341614907,False,True
GSE262927,EEM-scRNA-170,DATP_PATS_holdout_panel,0.2702531645569621,0.1563146997929607,False,True
GSE262927,EEM-scRNA-170,ADI_published_400,0.0911554690035703,0.0582417582417582,False,True
GSE262927,EEM-scRNA-170,ADI_published_holdout,0.0879061725172908,0.0548921047576358,False,True
GSE262927,EEM-scRNA-170,AT2_published_400,-0.0761898400187035,-0.0617676461430047,False,True
GSE262927,EEM-scRNA-170,AT2_published_holdout,-0.0755766712554142,-0.0602995205693856,False,True
GSE262927,EEM-scRNA-170,AT1_published_400,0.151332096229041,0.1181912783324118,False,True
GSE262927,EEM-scRNA-170,AT1_published_holdout,0.1505664640021262,0.117409236888867,False,True
GSE262927,EEM-scRNA-170,HALLMARK_HYPOXIA,0.0379294755877034,0.0097604259094942,False,True
GSE262927,EEM-scRNA-170,HALLMARK_INFLAMMATORY_RESPONSE,0.0110743265173645,0.0042363433667781,False,True
GSE262927,EEM-scRNA-170,HALLMARK_P53_PATHWAY,0.0193471695688491,0.0200523378629756,False,True
GSE262927,EEM-scRNA-172,DATP_marker_panel,,0.3010909090909091,False,False
GSE262927,EEM-scRNA-172,AT1_early_panel,,0.2793939393939394,False,False
GSE262927,EEM-scRNA-172,AT1_late_panel,,0.0659090909090908,False,False
GSE262927,EEM-scRNA-172,DATP_figure7_panel,,0.3066666666666666,False,False
GSE262927,EEM-scRNA-172,DATP_label_free_panel,,-0.0145454545454545,False,False
GSE262927,EEM-scRNA-172,AT2_common_panel,,-0.3495454545454546,False,False
GSE262927,EEM-scRNA-172,DATP_PATS_holdout_panel,,0.0848484848484848,False,False
GSE262927,EEM-scRNA-172,ADI_published_400,,0.1026899766899765,False,False
GSE262927,EEM-scRNA-172,ADI_published_holdout,,0.0992268041237113,False,False
GSE262927,EEM-scRNA-172,AT2_published_400,,-0.0701367234348764,False,False
GSE262927,EEM-scRNA-172,AT2_published_holdout,,-0.0697468049192187,False,False
GSE262927,EEM-scRNA-172,AT1_published_400,,0.096563541170871,False,False
GSE262927,EEM-scRNA-172,AT1_published_holdout,,0.0953758052970651,False,False
GSE262927,EEM-scRNA-172,HALLMARK_HYPOXIA,,0.0028385899814471,False,False
GSE262927,EEM-scRNA-172,HALLMARK_INFLAMMATORY_RESPONSE,,0.0122610722610722,False,False
GSE262927,EEM-scRNA-172,HALLMARK_P53_PATHWAY,,0.0315828334102445,False,False
GSE262927,EEM-scRNA-179,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-179,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-179,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-179,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-179,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-179,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-179,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-179,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-179,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-179,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-179,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-179,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-179,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-179,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-179,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-179,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-180,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-180,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-180,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-180,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-180,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-180,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-180,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-180,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-180,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-180,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-180,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-180,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-180,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-180,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-180,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-180,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-181,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-181,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-181,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-181,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-181,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-181,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-181,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-181,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-181,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-181,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-181,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-181,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-181,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-181,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-181,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-181,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-182,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-182,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-182,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-182,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-182,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-182,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-182,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-182,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-182,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-182,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-182,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-182,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-182,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-182,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-182,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-182,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-236,DATP_marker_panel,0.4059701492537313,0.4274626865671642,False,True
GSE262927,EEM-scRNA-236,AT1_early_panel,-0.0472636815920398,0.126865671641791,False,False
GSE262927,EEM-scRNA-236,AT1_late_panel,-0.2723880597014925,-0.2149253731343284,False,True
GSE262927,EEM-scRNA-236,DATP_figure7_panel,0.2960199004975124,0.5477611940298507,False,True
GSE262927,EEM-scRNA-236,DATP_label_free_panel,0.1393034825870646,0.1751243781094527,False,True
GSE262927,EEM-scRNA-236,AT2_common_panel,-0.4766791044776119,-0.3585820895522388,False,True
GSE262927,EEM-scRNA-236,DATP_PATS_holdout_panel,0.3333333333333333,0.2634328358208955,False,True
GSE262927,EEM-scRNA-236,ADI_published_400,0.1723689246077305,0.1752698048220435,False,True
GSE262927,EEM-scRNA-236,ADI_published_holdout,0.169102938913679,0.1720187721187875,False,True
GSE262927,EEM-scRNA-236,AT2_published_400,-0.1104832040326074,-0.0822628283385184,False,True
GSE262927,EEM-scRNA-236,AT2_published_holdout,-0.1091690090660754,-0.0811235599192366,False,True
GSE262927,EEM-scRNA-236,AT1_published_400,0.0537626006095178,0.0617566617175901,False,True
GSE262927,EEM-scRNA-236,AT1_published_holdout,0.0522975672817017,0.0602930230736084,False,True
GSE262927,EEM-scRNA-236,HALLMARK_HYPOXIA,0.0101660067011879,-0.0030459945172098,False,False
GSE262927,EEM-scRNA-236,HALLMARK_INFLAMMATORY_RESPONSE,0.0170685036356678,0.014121699196326,False,True
GSE262927,EEM-scRNA-236,HALLMARK_P53_PATHWAY,0.0310629593150996,0.0328358208955223,False,True
GSE262927,EEM-scRNA-237,DATP_marker_panel,,0.2788461538461538,False,False
GSE262927,EEM-scRNA-237,AT1_early_panel,,-0.141025641025641,False,False
GSE262927,EEM-scRNA-237,AT1_late_panel,,-0.2355769230769231,False,False
GSE262927,EEM-scRNA-237,DATP_figure7_panel,,0.3205128205128205,False,False
GSE262927,EEM-scRNA-237,DATP_label_free_panel,,-0.0288461538461538,False,False
GSE262927,EEM-scRNA-237,AT2_common_panel,,-0.358173076923077,False,False
GSE262927,EEM-scRNA-237,DATP_PATS_holdout_panel,,0.141025641025641,False,False
GSE262927,EEM-scRNA-237,ADI_published_400,,0.0738658777120315,False,False
GSE262927,EEM-scRNA-237,ADI_published_holdout,,0.0704302141157811,False,False
GSE262927,EEM-scRNA-237,AT2_published_400,,-0.0733204789933022,False,False
GSE262927,EEM-scRNA-237,AT2_published_holdout,,-0.0729953070801877,False,False
GSE262927,EEM-scRNA-237,AT1_published_400,,0.0191300845751107,False,False
GSE262927,EEM-scRNA-237,AT1_published_holdout,,0.0179184332727639,False,False
GSE262927,EEM-scRNA-237,HALLMARK_HYPOXIA,,0.0061322605965463,False,False
GSE262927,EEM-scRNA-237,HALLMARK_INFLAMMATORY_RESPONSE,,-0.000887573964497,False,False
GSE262927,EEM-scRNA-237,HALLMARK_P53_PATHWAY,,0.0077118313158922,False,False
GSE262927,EEM-scRNA-238,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-238,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-238,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-238,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-238,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-238,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-238,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-238,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-238,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-238,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-238,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-238,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-238,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-238,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-238,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-238,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-239,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-239,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-239,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-239,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-239,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-239,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-239,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-239,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-239,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-239,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-239,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-239,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-239,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-239,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-239,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-239,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-310,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-310,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-310,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-310,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-310,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-310,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-310,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-310,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-310,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-310,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-310,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-310,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-310,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-310,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-310,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-310,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-311,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-311,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-311,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-311,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-311,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-311,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-311,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-311,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-311,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-311,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-311,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-311,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-311,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-311,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-311,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-311,HALLMARK_P53_PATHWAY,,,False,False
GSE262927,EEM-scRNA-312,DATP_marker_panel,,,False,False
GSE262927,EEM-scRNA-312,AT1_early_panel,,,False,False
GSE262927,EEM-scRNA-312,AT1_late_panel,,,False,False
GSE262927,EEM-scRNA-312,DATP_figure7_panel,,,False,False
GSE262927,EEM-scRNA-312,DATP_label_free_panel,,,False,False
GSE262927,EEM-scRNA-312,AT2_common_panel,,,False,False
GSE262927,EEM-scRNA-312,DATP_PATS_holdout_panel,,,False,False
GSE262927,EEM-scRNA-312,ADI_published_400,,,False,False
GSE262927,EEM-scRNA-312,ADI_published_holdout,,,False,False
GSE262927,EEM-scRNA-312,AT2_published_400,,,False,False
GSE262927,EEM-scRNA-312,AT2_published_holdout,,,False,False
GSE262927,EEM-scRNA-312,AT1_published_400,,,False,False
GSE262927,EEM-scRNA-312,AT1_published_holdout,,,False,False
GSE262927,EEM-scRNA-312,HALLMARK_HYPOXIA,,,False,False
GSE262927,EEM-scRNA-312,HALLMARK_INFLAMMATORY_RESPONSE,,,False,False
GSE262927,EEM-scRNA-312,HALLMARK_P53_PATHWAY,,,False,False
