cohort,unit,unit_type,genotype,stage,injury,independence_two_marker,seed,group_two_marker,n_two_marker,module,kind,n_genes_two_marker,total_genes_two_marker,coverage_two_marker,score_two_marker,interpretable_two_marker,label_overlap_two_marker,independence_reference,group_reference,n_reference,n_genes_reference,total_genes_reference,coverage_reference,score_reference,interpretable_reference,label_overlap_reference,difference,interpretable
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,291,3,3,1.0,0.01145475372279496,True,Cldn4,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,3,3,1.0,0.013745704467353952,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,8,8,1.0,0.7353951890034365,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,6,6,1.0,0.08018327605956471,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,291,390,400,0.975,0.3744735218962023,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,388,398,0.9748743718592965,0.37519042051936086,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,291,379,400,0.9475,0.3087887277969698,True,Sftpc,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,377,398,0.9472361809045227,0.30713628118533914,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,291,382,400,0.955,0.2549612277576869,True,Krt8,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,381,399,0.9548872180451128,0.2543947470483715,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,196,199,0.9849246231155779,0.09117048881408234,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,195,197,0.9898477157360406,0.05394307868534673,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,197,200,0.985,0.11839098505067419,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,292,5,5,1.0,0.10273972602739727,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,3,3,1.0,0.113013698630137,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,4,4,1.0,0.20976027397260275,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,292,3,3,1.0,0.012557077625570776,True,Cldn4,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,3,3,1.0,0.01141552511415525,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,8,8,1.0,0.7320205479452054,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,6,6,1.0,0.0884703196347032,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,292,390,400,0.975,0.37471900245872847,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,388,398,0.9748743718592965,0.37541484253636487,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,292,379,400,0.9475,0.3068095565113674,True,Sftpc,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,377,398,0.9472361809045227,0.30531230696558986,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,292,382,400,0.955,0.2537115398407803,True,Krt8,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,381,399,0.9548872180451128,0.25311904505087546,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,196,199,0.9849246231155779,0.09066606094492591,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,195,197,0.9898477157360406,0.05316122233930453,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,292,197,200,0.985,0.11626451568041167,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,300,5,5,1.0,0.092,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,3,3,1.0,0.29000000000000004,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,4,4,1.0,0.35083333333333333,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,300,3,3,1.0,0.03,True,Cldn4,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,3,3,1.0,0.013333333333333334,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,8,8,1.0,0.7041666666666666,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,6,6,1.0,0.09500000000000001,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,300,390,400,0.975,0.39771794871794874,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,388,398,0.9748743718592965,0.39868556701030927,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,300,379,400,0.9475,0.30656112576956907,True,Sftpc,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,377,398,0.9472361809045227,0.3049690539345712,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,300,382,400,0.955,0.28836823734729494,True,Krt8,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,381,399,0.9548872180451128,0.2880227471566055,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,196,199,0.9849246231155779,0.09821428571428571,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,195,197,0.9898477157360406,0.05668376068376069,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,300,197,200,0.985,0.1229610829103215,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,297,5,5,1.0,0.10033670033670032,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,297,3,3,1.0,0.28731762065095395,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,297,4,4,1.0,0.3324915824915825,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,297,3,3,1.0,0.02581369248035915,True,Cldn4,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,297,3,3,1.0,0.01122334455667789,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,297,8,8,1.0,0.7192760942760943,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,297,6,6,1.0,0.09034792368125703,True,,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,297,390,400,0.975,0.3965811965811966,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-310,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,366.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,297,388,398,0.9748743718592965,0.3974192092748794,True,,,False
