setting	scale	evaluation	fold	model	wells	sse	mse	heldout_targets	unseen_targets	wells_with_unseen_target
primary	deposited_numeric	within_group	plate4-rep3	baseline+remaining_growth	60	0.681802129594	0.0113633688266	51	0	0
primary	deposited_numeric	within_group	plate4-rep4	baseline+remaining_growth	60	0.663021565877	0.0110503594313	51	0	0
primary	deposited_numeric	within_group	plate1-rep1	baseline+proliferation+remaining_growth	60	2.84814558572	0.0474690930954	53	0	0
primary	deposited_numeric	within_group	plate1-rep2	baseline+proliferation+remaining_growth	58	1.75418089706	0.0302444982251	53	0	0
primary	deposited_numeric	within_group	plate1-rep3	baseline+proliferation+remaining_growth	56	1.882532788	0.0336166569285	49	0	0
primary	deposited_numeric	within_group	plate1-rep4	baseline+proliferation+remaining_growth	58	1.90436609063	0.0328338981144	51	0	0
primary	deposited_numeric	within_group	plate2-rep2	baseline+proliferation+remaining_growth	59	1.19985777966	0.0203365725366	54	0	0
primary	deposited_numeric	within_group	plate2-rep3	baseline+proliferation+remaining_growth	57	1.35018918261	0.0236875295194	51	0	0
primary	deposited_numeric	within_group	plate2-rep4	baseline+proliferation+remaining_growth	58	0.737922270679	0.0127227977703	52	0	0
primary	deposited_numeric	within_group	plate3-rep1	baseline+proliferation+remaining_growth	60	3.37371478515	0.0562285797526	53	0	0
primary	deposited_numeric	within_group	plate3-rep2	baseline+proliferation+remaining_growth	59	1.8133046138	0.0307339765051	53	0	0
primary	deposited_numeric	within_group	plate3-rep3	baseline+proliferation+remaining_growth	60	2.65654453742	0.0442757422903	53	0	0
primary	deposited_numeric	within_group	plate3-rep4	baseline+proliferation+remaining_growth	60	2.17573489517	0.0362622482528	53	0	0
primary	deposited_numeric	within_group	plate4-rep1	baseline+proliferation+remaining_growth	60	0.525774796141	0.00876291326902	51	0	0
primary	deposited_numeric	within_group	plate4-rep2	baseline+proliferation+remaining_growth	60	0.708807820736	0.0118134636789	51	0	0
primary	deposited_numeric	within_group	plate4-rep3	baseline+proliferation+remaining_growth	60	0.904105113499	0.0150684185583	51	0	0
primary	deposited_numeric	within_group	plate4-rep4	baseline+proliferation+remaining_growth	60	0.617293076912	0.0102882179485	51	0	0
primary	deposited_numeric	plate_shift	plate1	baseline	232	29.5071521684	0.127186000726	53	49	194
primary	deposited_numeric	plate_shift	plate2	baseline	174	14.9785575214	0.0860836639163	54	51	148
primary	deposited_numeric	plate_shift	plate3	baseline	239	27.2756335032	0.114123989553	53	51	208
primary	deposited_numeric	plate_shift	plate4	baseline	240	29.797518888	0.1241563287	51	48	200
primary	deposited_numeric	plate_shift	plate1	baseline+proliferation	232	30.8384181354	0.132924216101	53	49	194
primary	deposited_numeric	plate_shift	plate2	baseline+proliferation	174	14.9370858086	0.0858453207388	54	51	148
primary	deposited_numeric	plate_shift	plate3	baseline+proliferation	239	24.8639076465	0.104033086387	53	51	208
primary	deposited_numeric	plate_shift	plate4	baseline+proliferation	240	22.6483830371	0.0943682626546	51	48	200
primary	deposited_numeric	plate_shift	plate1	baseline+remaining_growth	232	30.9096079222	0.13323106863	53	49	194
primary	deposited_numeric	plate_shift	plate2	baseline+remaining_growth	174	13.3913534514	0.0769618014446	54	51	148
primary	deposited_numeric	plate_shift	plate3	baseline+remaining_growth	239	39.2927188404	0.164404681341	53	51	208
primary	deposited_numeric	plate_shift	plate4	baseline+remaining_growth	240	35.1879842804	0.146616601168	51	48	200
primary	deposited_numeric	plate_shift	plate1	baseline+proliferation+remaining_growth	232	17.5490928165	0.0756426414506	53	49	194
primary	deposited_numeric	plate_shift	plate2	baseline+proliferation+remaining_growth	174	6.58381379641	0.0378380103242	54	51	148
primary	deposited_numeric	plate_shift	plate3	baseline+proliferation+remaining_growth	239	17.5514563093	0.0734370556876	53	51	208
primary	deposited_numeric	plate_shift	plate4	baseline+proliferation+remaining_growth	240	16.832444846	0.0701351868583	51	48	200
drop_TIGIT	inherited_log2	within_group	plate1-rep1	baseline	54	0.0727898660319	0.00134796048207	52	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep2	baseline	54	0.0501244061886	0.000928229744232	52	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep3	baseline	50	0.0427785301114	0.000855570602228	48	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep4	baseline	52	0.0466537026964	0.000897186590316	50	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep2	baseline	54	0.0230100642402	0.000426112300744	53	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep3	baseline	51	0.026649837723	0.000522545837705	50	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep4	baseline	52	0.01726602911	0.000332039021346	51	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep1	baseline	54	0.0924590220304	0.00171220411167	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep2	baseline	53	0.0587612711171	0.00110870322862	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep3	baseline	54	0.0602668022648	0.00111605189379	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep4	baseline	54	0.0538364038356	0.000996970441399	52	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep1	baseline	54	0.0110063183595	0.000203820710361	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep2	baseline	54	0.0127844561296	0.000236749187586	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep3	baseline	54	0.0124233665669	0.000230062343831	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep4	baseline	54	0.0132119350115	0.000244665463177	50	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep1	baseline+proliferation	54	0.070899168168	0.00131294755867	52	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep2	baseline+proliferation	54	0.0450695295834	0.000834620918211	52	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep3	baseline+proliferation	50	0.0422156616309	0.000844313232618	48	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep4	baseline+proliferation	52	0.0447818097629	0.000861188649286	50	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep2	baseline+proliferation	54	0.026450916048	0.000489831778667	53	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep3	baseline+proliferation	51	0.0290231656223	0.000569081678868	50	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep4	baseline+proliferation	52	0.0164476950459	0.000316301827805	51	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep1	baseline+proliferation	54	0.0900207798758	0.00166705147918	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep2	baseline+proliferation	53	0.0542811660267	0.0010241729439	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep3	baseline+proliferation	54	0.056596055847	0.00104807510828	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep4	baseline+proliferation	54	0.051229640581	0.000948697047796	52	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep1	baseline+proliferation	54	0.0121574418396	0.000225137811844	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep2	baseline+proliferation	54	0.0129457273774	0.000239735692174	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep3	baseline+proliferation	54	0.0150840702269	0.000279334633831	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep4	baseline+proliferation	54	0.0141321251932	0.000261706022097	50	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep1	baseline+remaining_growth	54	0.0724983292774	0.00134256165328	52	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep2	baseline+remaining_growth	54	0.0466474715812	0.000863842066318	52	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep3	baseline+remaining_growth	50	0.0425840029158	0.000851680058315	48	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep4	baseline+remaining_growth	52	0.0456916189883	0.000878684980543	50	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep2	baseline+remaining_growth	54	0.021856807899	0.000404755701834	53	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep3	baseline+remaining_growth	51	0.0271135717254	0.000531638661282	50	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep4	baseline+remaining_growth	52	0.0155915710728	0.000299837905246	51	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep1	baseline+remaining_growth	54	0.0922168607287	0.00170771964312	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep2	baseline+remaining_growth	53	0.0559619099179	0.00105588509279	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep3	baseline+remaining_growth	54	0.0605440892328	0.00112118683764	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep4	baseline+remaining_growth	54	0.0514447129037	0.000952679868587	52	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep1	baseline+remaining_growth	54	0.0116517398855	0.000215772960843	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep2	baseline+remaining_growth	54	0.0149808030877	0.000277422279401	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep3	baseline+remaining_growth	54	0.0130514371523	0.000241693280599	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep4	baseline+remaining_growth	54	0.0145955133636	0.000270287284511	50	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep1	baseline+proliferation+remaining_growth	54	0.0632839259381	0.00117192455441	52	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep2	baseline+proliferation+remaining_growth	54	0.038648079002	0.000715705166704	52	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep3	baseline+proliferation+remaining_growth	50	0.043224048768	0.00086448097536	48	0	0
drop_TIGIT	inherited_log2	within_group	plate1-rep4	baseline+proliferation+remaining_growth	52	0.0439109789069	0.000844441902056	50	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep2	baseline+proliferation+remaining_growth	54	0.0267088791108	0.000494608872422	53	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep3	baseline+proliferation+remaining_growth	51	0.0270140302875	0.000529686868383	50	0	0
drop_TIGIT	inherited_log2	within_group	plate2-rep4	baseline+proliferation+remaining_growth	52	0.0160249193974	0.000308171526874	51	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep1	baseline+proliferation+remaining_growth	54	0.0834918680586	0.00154614570479	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep2	baseline+proliferation+remaining_growth	53	0.0444236683364	0.000838182421442	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep3	baseline+proliferation+remaining_growth	54	0.0614997950354	0.00113888509325	52	0	0
drop_TIGIT	inherited_log2	within_group	plate3-rep4	baseline+proliferation+remaining_growth	54	0.0492413575419	0.000911876991517	52	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep1	baseline+proliferation+remaining_growth	54	0.0105198313134	0.000194811690989	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep2	baseline+proliferation+remaining_growth	54	0.0141732715413	0.000262467991506	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep3	baseline+proliferation+remaining_growth	54	0.017747694056	0.000328661001037	50	0	0
drop_TIGIT	inherited_log2	within_group	plate4-rep4	baseline+proliferation+remaining_growth	54	0.0135382328328	0.000250708015422	50	0	0
drop_TIGIT	inherited_log2	plate_shift	plate1	baseline	210	0.612632095246	0.00291729569165	52	49	194
drop_TIGIT	inherited_log2	plate_shift	plate2	baseline	157	0.314845637578	0.00200538622661	53	51	148
drop_TIGIT	inherited_log2	plate_shift	plate3	baseline	215	0.627142164029	0.00291694029781	52	51	208
drop_TIGIT	inherited_log2	plate_shift	plate4	baseline	216	0.625951384832	0.00289792307792	50	48	200
drop_TIGIT	inherited_log2	plate_shift	plate1	baseline+proliferation	210	0.642170205882	0.00305795336134	52	49	194
drop_TIGIT	inherited_log2	plate_shift	plate2	baseline+proliferation	157	0.318811602384	0.00203064714894	53	51	148
drop_TIGIT	inherited_log2	plate_shift	plate3	baseline+proliferation	215	0.57099926516	0.00265581053563	52	51	208
drop_TIGIT	inherited_log2	plate_shift	plate4	baseline+proliferation	216	0.471628189531	0.00218346384042	50	48	200
drop_TIGIT	inherited_log2	plate_shift	plate1	baseline+remaining_growth	210	0.650574690568	0.00309797471699	52	49	194
drop_TIGIT	inherited_log2	plate_shift	plate2	baseline+remaining_growth	157	0.276643471517	0.00176206032813	53	51	148
drop_TIGIT	inherited_log2	plate_shift	plate3	baseline+remaining_growth	215	0.837823785566	0.00389685481659	52	51	208
drop_TIGIT	inherited_log2	plate_shift	plate4	baseline+remaining_growth	216	0.73941372278	0.00342321167954	50	48	200
drop_TIGIT	inherited_log2	plate_shift	plate1	baseline+proliferation+remaining_growth	210	0.378209388531	0.00180099708824	52	49	194
drop_TIGIT	inherited_log2	plate_shift	plate2	baseline+proliferation+remaining_growth	157	0.138210402295	0.000880321033726	53	51	148
drop_TIGIT	inherited_log2	plate_shift	plate3	baseline+proliferation+remaining_growth	215	0.40438820689	0.00188087538089	52	51	208
drop_TIGIT	inherited_log2	plate_shift	plate4	baseline+proliferation+remaining_growth	216	0.356662039431	0.00165121314551	50	48	200
drop_TIGIT	deposited_numeric	within_group	plate1-rep1	baseline	54	3.13516130246	0.0580585426381	52	0	0
drop_TIGIT	deposited_numeric	within_group	plate1-rep2	baseline	54	2.14043340973	0.0396376557358	52	0	0
drop_TIGIT	deposited_numeric	within_group	plate1-rep3	baseline	50	1.81329969524	0.0362659939048	48	0	0
drop_TIGIT	deposited_numeric	within_group	plate1-rep4	baseline	52	2.02305942916	0.0389049890222	50	0	0
drop_TIGIT	deposited_numeric	within_group	plate2-rep2	baseline	54	0.95809916612	0.0177425771504	53	0	0
drop_TIGIT	deposited_numeric	within_group	plate2-rep3	baseline	51	1.14703095392	0.022490803018	50	0	0
drop_TIGIT	deposited_numeric	within_group	plate2-rep4	baseline	52	0.732033259309	0.014077562679	51	0	0
drop_TIGIT	deposited_numeric	within_group	plate3-rep1	baseline	54	3.68009938273	0.068149988569	52	0	0
drop_TIGIT	deposited_numeric	within_group	plate3-rep2	baseline	53	2.2746331956	0.0429176074642	52	0	0
drop_TIGIT	deposited_numeric	within_group	plate3-rep3	baseline	54	2.47299552916	0.0457962135029	52	0	0
drop_TIGIT	deposited_numeric	within_group	plate3-rep4	baseline	54	2.35048272693	0.043527457906	52	0	0
drop_TIGIT	deposited_numeric	within_group	plate4-rep1	baseline	54	0.487812137087	0.0090335580942	50	0	0
drop_TIGIT	deposited_numeric	within_group	plate4-rep2	baseline	54	0.574273878684	0.0106347014571	50	0	0
drop_TIGIT	deposited_numeric	within_group	plate4-rep3	baseline	54	0.566531021984	0.0104913152219	50	0	0
