plate	day	rows	positive_count	area_prop_median	area_times_count_over_coverage_min	area_times_count_over_coverage_median	area_times_count_over_coverage_max
plate1	day07	232	232	0.0457726063880636	2900.0826980148704	16054.449224516433	36173.16174681784
plate1	day14	232	232	0.13301674302374	2184.3612511348324	7459.25452542602	12499.818406588938
plate2	day07	230	230	0.0483726803788635	4325.363857989972	16054.66417389278	27291.840668933284
plate2	day14	230	230	0.1353587671803415	3695.8413379527683	7713.1747050410995	10159.335780039455
plate3	day07	240	240	0.0383591870953927	12498.404392774297	18409.169071213764	74162.61755730756
plate3	day14	239	239	0.232555268638067	2721.2734450358653	5836.680481106263	12704.299689862624
plate4	day07	240	240	0.032216468975485496	10449.577624041229	20842.26074728802	30572.34405043011
plate4	day14	240	240	0.23420666389004552	3082.657658711378	5730.029912462012	6726.190888771342
