feature_id
ENSMUSG00000029368
ENSMUSG00000074115
ENSMUSG00000028307
ENSMUSG00000071178
ENSMUSG00000032081
ENSMUSG00000000049
ENSMUSG00000022868
ENSMUSG00000079015
ENSMUSG00000059481
ENSMUSG00000061808
ENSMUSG00000033831
ENSMUSG00000057465
ENSMUSG00000026715
ENSMUSG00000059908
ENSMUSG00000071177
ENSMUSG00000027249
ENSMUSG00000074336
ENSMUSG00000057417
ENSMUSG00000028001
ENSMUSG00000032310
ENSMUSG00000057400
ENSMUSG00000022875
ENSMUSG00000028356
ENSMUSG00000050445
ENSMUSG00000024768
ENSMUSG00000066366
ENSMUSG00000024125
ENSMUSG00000066154
ENSMUSG00000028553
ENSMUSG00000031138
ENSMUSG00000078650
ENSMUSG00000074768
ENSMUSG00000060807
ENSMUSG00000024386
ENSMUSG00000021999
ENSMUSG00000060613
ENSMUSG00000031980
ENSMUSG00000067235
ENSMUSG00000002992
ENSMUSG00000003053
ENSMUSG00000021210
ENSMUSG00000030359
ENSMUSG00000040134
ENSMUSG00000028715
ENSMUSG00000025991
ENSMUSG00000094806
ENSMUSG00000022445
ENSMUSG00000020051
ENSMUSG00000047631
ENSMUSG00000024863
ENSMUSG00000025396
ENSMUSG00000026621
ENSMUSG00000022877
ENSMUSG00000066072
ENSMUSG00000026542
ENSMUSG00000021228
ENSMUSG00000021135
ENSMUSG00000058207
ENSMUSG00000017344
ENSMUSG00000038224
ENSMUSG00000029369
ENSMUSG00000034456
ENSMUSG00000078964
ENSMUSG00000022821
ENSMUSG00000042102
ENSMUSG00000031173
ENSMUSG00000069922
ENSMUSG00000032083
ENSMUSG00000032079
ENSMUSG00000028240
ENSMUSG00000035780
ENSMUSG00000027690
ENSMUSG00000005681
ENSMUSG00000086503
ENSMUSG00000029716
ENSMUSG00000000983
ENSMUSG00000054422
ENSMUSG00000054827
ENSMUSG00000069805
ENSMUSG00000046959
ENSMUSG00000096278
ENSMUSG00000030236
ENSMUSG00000064368
ENSMUSG00000031886
ENSMUSG00000010064
ENSMUSG00000030762
ENSMUSG00000070704
ENSMUSG00000079012
ENSMUSG00000037942
ENSMUSG00000017950
ENSMUSG00000021492
ENSMUSG00000024391
ENSMUSG00000025347
ENSMUSG00000066361
ENSMUSG00000030382
ENSMUSG00000001155
ENSMUSG00000052520
ENSMUSG00000021364
ENSMUSG00000029445
ENSMUSG00000060407
ENSMUSG00000040017
ENSMUSG00000056035
ENSMUSG00000020429
ENSMUSG00000035031
ENSMUSG00000051716
ENSMUSG00000061983
ENSMUSG00000063316
ENSMUSG00000023057
ENSMUSG00000035041
ENSMUSG00000036892
ENSMUSG00000035540
ENSMUSG00000030895
ENSMUSG00000025197
ENSMUSG00000015083
ENSMUSG00000074639
ENSMUSG00000022304
ENSMUSG00000042248
ENSMUSG00000090862
ENSMUSG00000089678
ENSMUSG00000035561
ENSMUSG00000039196
ENSMUSG00000028011
ENSMUSG00000033860
ENSMUSG00000026405
ENSMUSG00000063683
ENSMUSG00000000673
ENSMUSG00000037583
ENSMUSG00000025003
ENSMUSG00000026295
ENSMUSG00000097554
ENSMUSG00000069668
ENSMUSG00000022149
ENSMUSG00000047517
ENSMUSG00000055730
ENSMUSG00000042118
ENSMUSG00000027261
ENSMUSG00000029630
ENSMUSG00000025194
ENSMUSG00000027761
ENSMUSG00000040660
ENSMUSG00000090733
ENSMUSG00000062410
ENSMUSG00000026272
ENSMUSG00000030674
ENSMUSG00000037542
ENSMUSG00000021539
ENSMUSG00000033427
ENSMUSG00000015854
ENSMUSG00000038641
ENSMUSG00000036216
ENSMUSG00000040583
ENSMUSG00000034892
ENSMUSG00000030237
ENSMUSG00000075014
ENSMUSG00000064369
ENSMUSG00000040413
ENSMUSG00000024292
ENSMUSG00000025479
ENSMUSG00000062181
ENSMUSG00000026368
ENSMUSG00000016942
ENSMUSG00000031444
ENSMUSG00000041698
ENSMUSG00000046811
ENSMUSG00000027048
ENSMUSG00000074264
ENSMUSG00000034450
ENSMUSG00000063232
ENSMUSG00000032080
ENSMUSG00000030244
ENSMUSG00000032204
ENSMUSG00000035237
ENSMUSG00000059434
ENSMUSG00000054630
ENSMUSG00000023829
ENSMUSG00000067225
ENSMUSG00000071633
ENSMUSG00000068083
ENSMUSG00000031549
ENSMUSG00000038704
ENSMUSG00000057863
ENSMUSG00000028076
ENSMUSG00000070594
ENSMUSG00000042476
ENSMUSG00000044005
ENSMUSG00000062480
ENSMUSG00000006522
ENSMUSG00000047728
ENSMUSG00000079435
ENSMUSG00000033898
ENSMUSG00000028979
ENSMUSG00000033688
ENSMUSG00000068086
ENSMUSG00000060317
ENSMUSG00000020460
ENSMUSG00000023070
ENSMUSG00000025207
ENSMUSG00000040963
ENSMUSG00000035836
ENSMUSG00000050440
ENSMUSG00000057228
ENSMUSG00000027513
ENSMUSG00000040706
ENSMUSG00000024254
ENSMUSG00000036110
ENSMUSG00000027792
ENSMUSG00000020017
ENSMUSG00000025127
ENSMUSG00000029260
ENSMUSG00000053303
ENSMUSG00000005373
ENSMUSG00000074491
ENSMUSG00000074254
ENSMUSG00000101517
ENSMUSG00000033634
ENSMUSG00000032808
