NGenes	Correlation	Direction	PValue	FDR	gene_set
47	0.156981884879726	Down	0.0623170574139358	0.124634114827872	TGFbeta
94	0.0130960124540722	Up	0.52853479874368	0.52853479874368	Gene Ontology 0006986
