status	input_features	tested_features	mice	vehicle	KIRA8	design_rank	residual_df	genes_FDR05	higher_KIRA8_FDR05	lower_KIRA8_FDR05	sensitivity_logFC_Pearson	primary_direction	gene_set_tests
completed	42548	14811	10	5	5	4	6	4	0	4	0.999193913654951	KIRA8 minus Vehicle	2
