gene	gene_group	mark	window	contrast	CUT1_log2_ratio_difference	CUT2_log2_ratio_difference	both_eligible	direction_concordant	CUT1_raw_mark_log2_ratio	CUT2_raw_mark_log2_ratio	CUT1_H3_log2_ratio	CUT2_H3_log2_ratio
KRT19	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT2	0.1030265118261199	0.1787150161624211	True	True	0.6553608078133201	0.8184278601428705	0.5523342959872003	0.6397128439804495
KRT19	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT1	-0.7187864946702067	-1.0542551237392823	True	True	0.2428097521329622	0.1968748860872117	0.9615962468031686	1.2511300098264944
CDKN1A	transition_stress	H3K4me3	promoter	iATCs_minus_iAT2	0.0189175822411367	0.794615693663689	True	True	0.0020278369058815	0.0134242131647808	-0.0168897453352547	-0.7811914804989081
CDKN1A	transition_stress	H3K4me3	promoter	iATCs_minus_iAT1	-0.6924964294429801	0.3364532571619878	True	False	-0.2204256924938707	0.6373511565459554	0.4720707369491094	0.3008978993839677
CDKN1A	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT2	0.1122899837303981	0.6221980267508833	True	True	1.0117171862605765	0.7066531491202	0.8994272025301786	0.0844551223693168
CDKN1A	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT1	-0.9642576534996224	-0.3483340436699311	True	True	0.4392566668826519	0.5322542400464296	1.4035143203822742	0.8805882837163608
SFN	transition_stress	H3K4me3	promoter	iATCs_minus_iAT2	-1.4459752321481707	-0.7514891866801539	True	True	-0.503808022851822	-0.1498917124390145	0.9421672092963485	0.6015974742411393
SFN	transition_stress	H3K4me3	promoter	iATCs_minus_iAT1	-1.3761492899371517	-1.6008086443819631	True	True	-0.4646600152257198	-0.9211177775484174	0.9114892747114316	0.679690866833546
SFN	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT2	-0.4182484572053023	0.0736566409093777	True	False	0.3721990663950743	0.4609198053064304	0.7904475236003768	0.3872631643970531
SFN	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT1	-1.108192629840214	-0.5201631249310339	True	True	-0.0652232975790844	-0.0041798334193131	1.0429693322611298	0.515983291511721
ITGB6	transition_stress	H3K4me3	promoter	iATCs_minus_iAT2	1.8568663617006225	2.058535966239292	True	True	2.081775517829207	2.873367960877536	0.224909156128585	0.8148319946382433
ITGB6	transition_stress	H3K4me3	promoter	iATCs_minus_iAT1	0.8205016922770083	1.4887855897450448	True	True	1.8208739591223333	1.3057449711916946	1.0003722668453252	-0.1830406185533507
ITGB6	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT2	2.4157435768498976	2.1780238641694862	True	True	2.383955169550457	2.388254571425433	-0.0317884072994407	0.210230707255947
ITGB6	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT1	0.6650372502685875	0.6106789183761512	True	True	1.8451856269951985	1.010602516056346	1.1801483767266108	0.3999235976801948
KRT17	transition_stress	H3K4me3	promoter	iATCs_minus_iAT2	1.6374411139757368	2.413600322137899	True	True	2.5709900640512213	3.0140025337378265	0.9335489500754844	0.6004022115999271
KRT17	transition_stress	H3K4me3	promoter	iATCs_minus_iAT1	0.675046680815735		False		2.1267077848156712		1.451661103999936	1.6427748083359623
KRT17	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT2	2.425714382570992	0.5230693550418332	True	True	2.762156969492569	0.6951309583013067	0.3364425869215774	0.1720616032594736
KRT17	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT1	1.199811320937925	2.310897281279069	True	True	2.041339033311274	3.1629689451277168	0.8415277123733489	0.8520716638486479
TP63	transition_stress	H3K4me3	promoter	iATCs_minus_iAT2			False				0.8175878412678612	-1.0837689725914348
TP63	transition_stress	H3K4me3	promoter	iATCs_minus_iAT1			False				0.1346558098459342	-0.504705710726567
TP63	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT2			False				0.6521923568992375	-0.68454736907539
TP63	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT1			False				0.5765699621414332	-0.1110521826161694
COL1A1	transition_stress	H3K4me3	promoter	iATCs_minus_iAT2	0.6947023695191382	-0.6621586662671326	True	False	1.0669940342904198	-0.2293462789575822	0.3722916647712815	0.4328123873095503
COL1A1	transition_stress	H3K4me3	promoter	iATCs_minus_iAT1	0.1429198029511167	-0.4952730770520727	True	False	1.3139749985804934	-0.1041966570516331	1.1710551956293769	0.3910764200004394
COL1A1	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT2	0.533002417980466	0.6729965332970899	True	True	0.7445686986039913	0.8447537668146968	0.2115662806235254	0.1717572335176072
COL1A1	transition_stress	H3K4me3	broad_promoter	iATCs_minus_iAT1	0.0822033521516523	-0.0659641820566152	True	False	1.1324011343675813	0.5508704289681782	1.050197782215929	0.6168346110247935
ATF3	regulators	H3K4me3	promoter	iATCs_minus_iAT2	-0.2511432281380701	-0.3632168718615159	True	True	-0.1359634221950065	0.2414129182092043	0.1151798059430633	0.6046297900707203
ATF3	regulators	H3K4me3	promoter	iATCs_minus_iAT1	-2.5938850257985693		False		-1.3986753432009986		1.1952096825975704	0.4785544832660541
ATF3	regulators	H3K4me3	broad_promoter	iATCs_minus_iAT2	-1.1427564694101535	-0.8949947811488874	True	True	0.1688902458306278	-0.792534876315053	1.3116467152407816	0.1024599048338341
ATF3	regulators	H3K4me3	broad_promoter	iATCs_minus_iAT1	-1.4227612226216908	0.9590866272639	True	False	-0.897129033691366	0.8775666536162694	0.5256321889303247	-0.0815199736476308
HNF1B	regulators	H3K4me3	promoter	iATCs_minus_iAT2	-0.2650114123081808	0.7529973127333358	True	False	0.5228546005320077	0.8350214947667826	0.7878660128401888	0.0820241820334477
HNF1B	regulators	H3K4me3	promoter	iATCs_minus_iAT1	-1.707839043391214	0.7528434603620555	True	False	0.3387987078283531	0.738406958271857	2.0466377512195684	-0.0144365020901977
HNF1B	regulators	H3K4me3	broad_promoter	iATCs_minus_iAT2	-0.8047411999238578	0.2073016857795844	True	False	0.5553123999689411	0.8476918866785104	1.3600535998927992	0.6403902008989258
HNF1B	regulators	H3K4me3	broad_promoter	iATCs_minus_iAT1	-0.8622668904290096	0.0788498737893608	True	False	0.3971430126366764	0.7442872076201316	1.259409903065687	0.6654373338307705
TP53	regulators	H3K4me3	promoter	iATCs_minus_iAT2	-0.5713025580802862	-0.814745990702531	True	True	-0.1012649000435224	-0.2001738332204678	0.4700376580367633	0.614572157482063
TP53	regulators	H3K4me3	promoter	iATCs_minus_iAT1	-0.8508667920014066	-1.0959265012859678	True	True	-0.0784694491188593	-0.1971459556934289	0.7723973428825474	0.8987805455925387
TP53	regulators	H3K4me3	broad_promoter	iATCs_minus_iAT2	-0.4615669250435443	-0.7477984663240358	True	True	-0.1102507490767222	-0.0384654234788842	0.3513161759668212	0.7093330428451518
TP53	regulators	H3K4me3	broad_promoter	iATCs_minus_iAT1	-1.1513187678440175	-0.981478595701902	True	True	0.0345732990252628	-0.0244212905937019	1.1858920668692798	0.9570573051082002
CEBPA	regulators	H3K4me3	promoter	iATCs_minus_iAT2	-0.2509065870879885	-0.2620552117649493	True	True	-0.3700298759191707	-0.2072546549976316	-0.1191232888311823	0.0548005567673176
CEBPA	regulators	H3K4me3	promoter	iATCs_minus_iAT1	-1.446846413539613	-0.3989883902996887	True	True	-0.7347211323714284	0.0003222473390219	0.7121252811681851	0.3993106376387104
CEBPA	regulators	H3K4me3	broad_promoter	iATCs_minus_iAT2	-0.6955547725023437	-0.6181317672908941	True	True	-0.58419183305004	-0.4400571631704764	0.1113629394523036	0.1780746041204176
CEBPA	regulators	H3K4me3	broad_promoter	iATCs_minus_iAT1	-1.2507427885764029	-0.6684064958311142	True	True	-0.6294108567022576	-0.121385081984256	0.6213319318741455	0.547021413846858
SFTPC	AT2	H3K27me3	promoter	iATCs_minus_iAT2	-0.4194360632361587	-0.8514491392814842	True	True	-0.191721316094639	-0.1318694866695446	0.2277147471415196	0.71957965261194
SFTPC	AT2	H3K27me3	promoter	iATCs_minus_iAT1	-1.2975050381045723	-1.376107820930216	True	True	-0.8068733130918291	-0.5676420064911857	0.4906317250127434	0.8084658144390308
SFTPC	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT2	-0.4075628579291122	-0.3851209698365587	True	True	-0.2453602064425739	-0.1267032274208973	0.1622026514865385	0.2584177424156615
SFTPC	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT1	-0.8003817201126857	-0.767492481358043	True	True	-0.7865403817993388	-0.5648072987537973	0.0138413383133471	0.2026851826042456
ABCA3	AT2	H3K27me3	promoter	iATCs_minus_iAT2	0.9532205904876648	1.3749096359599158	True	True	1.7180485605776128	1.7229609434958637	0.7648279700899481	0.3480513075359478
ABCA3	AT2	H3K27me3	promoter	iATCs_minus_iAT1	0.2816582505489632	1.195419017756946	True	True	1.5932568586327478	1.9244196574984724	1.3115986080837851	0.7290006397415264
ABCA3	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT2	0.7677092030547114	1.2853077970514135	True	True	1.6199749651295543	1.741681055112035	0.8522657620748433	0.4563732580606207
ABCA3	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT1	0.3357844387836226	0.9400311471507004	True	True	1.6597625536601712	1.7588955999323317	1.3239781148765486	0.8188644527816309
NKX2-1	AT2	H3K27me3	promoter	iATCs_minus_iAT2	1.96199762764369	0.26892008982522	True	True	1.826355068046899	1.3018449008398594	-0.1356425595967909	1.0329248110146396
NKX2-1	AT2	H3K27me3	promoter	iATCs_minus_iAT1	0.4894293002330557	1.2902757196344827	True	True	0.853537424656101	2.022121994706882	0.3641081244230451	0.7318462750723994
NKX2-1	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT2	1.3966720245550386	0.6920024484693688	True	True	1.8501035411193671	1.67173855248676	0.4534315165643286	0.9797361040173912
NKX2-1	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT1	0.9093900356444152	1.1559776451921715	True	True	1.458052623573029	2.091484054388263	0.5486625879286134	0.9355064091960912
ETV5	AT2	H3K27me3	promoter	iATCs_minus_iAT2	0.1511023123609709	0.2525624366370603	True	True	1.1141450755618885	0.4520107533218754	0.963042763200918	0.199448316684815
ETV5	AT2	H3K27me3	promoter	iATCs_minus_iAT1	-1.2057537008814787	-1.561390830693672	True	True	-0.3096366498788269	-0.4815831299321125	0.8961170510026522	1.0798077007615592
ETV5	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT2	0.6457215029473038	-0.0230814329922999	True	False	1.398152087982442	0.3228311399842477	0.7524305850351383	0.3459125729765476
ETV5	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT1	-1.3432928599512546	-1.7335813729440002	True	True	-0.3960258911373793	-0.8544713534220849	0.9472669688138752	0.8791100195219153
SFTPB	AT2	H3K27me3	promoter	iATCs_minus_iAT2	2.288592051794179	1.1745934042383852	True	True	1.3256569798773783	0.7139574178593043	-0.9629350719168	-0.460635986379081
SFTPB	AT2	H3K27me3	promoter	iATCs_minus_iAT1	0.797005941469344	1.3471153495892043	True	True	0.6064537919349277	0.9153249322651984	-0.1905521495344163	-0.4317904173240058
SFTPB	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT2	1.4407603845275618	1.22951211022637	True	True	1.9606078598053516	1.548706697232071	0.5198474752777896	0.3191945870057013
SFTPB	AT2	H3K27me3	broad_promoter	iATCs_minus_iAT1	1.4281714601694937	1.9933147226221608	True	True	1.9593446962862304	2.3719716787191625	0.531173236116737	0.3786569560970019
AGER	AT1	H3K27me3	promoter	iATCs_minus_iAT2	0.4944983203130367		False		1.6304228666415874		1.1359245463285506	2.385592038788116
AGER	AT1	H3K27me3	promoter	iATCs_minus_iAT1	-0.142041883065649		False		-0.5541193890454744		-0.4120775059798253	1.18781383125292
AGER	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT2	0.2200948813964738	-1.2320195452597609	True	False	0.6501076542190707	-0.3038731389858518	0.4300127728225966	0.9281464062739092
AGER	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT1	-1.053432877851244	-1.77379612353521	True	True	-0.4355659965994926	-0.7355068439710339	0.6178668812517514	1.0382892795641765
PDPN	AT1	H3K27me3	promoter	iATCs_minus_iAT2	-0.7280729549667493	-0.4115397788783552	True	True	-0.2289346166387341	0.141518894668739	0.499138338328015	0.5530586735470944
PDPN	AT1	H3K27me3	promoter	iATCs_minus_iAT1	0.5493979077574573	-0.0893042657362308	True	False	1.9464496127642288	1.4273077108274923	1.3970517050067714	1.5166119765637232
PDPN	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT2	-0.7213278667843914	-0.4480107375581788	True	True	-0.3751087789320111	0.0620350337922396	0.3462190878523801	0.5100457713504184
PDPN	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT1	0.2338447342408167	0.1708520543934255	True	True	1.452099440786682	1.3921588108135698	1.218254706545865	1.2213067564201443
HOPX	AT1	H3K27me3	promoter	iATCs_minus_iAT2	0.6928899884983393	1.0989894905025637	True	True	0.7221796452589265	0.7993309751599709	0.0292896567605874	-0.2996585153425925
HOPX	AT1	H3K27me3	promoter	iATCs_minus_iAT1	0.6445679983613312	-0.3781469231001685	True	False	0.6129253240149174	0.4522543559700577	-0.0316426743464136	0.8304012790702264
HOPX	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT2	1.1589553668836696	0.4557209096779006	True	True	1.344488912631746	0.5067876159205309	0.1855335457480762	0.0510667062426304
HOPX	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT1	0.9050826086724708	-0.7600537459445456	True	False	0.8875721180953224	0.7900974430828365	-0.0175104905771484	1.5501511890273822
CAV1	AT1	H3K27me3	promoter	iATCs_minus_iAT2	0.4891095017652638	0.4636412353575654	True	True	0.0542402421273426	-0.0188647969905859	-0.4348692596379211	-0.4825060323481516
CAV1	AT1	H3K27me3	promoter	iATCs_minus_iAT1	2.156185166583356	2.8978804647387184	True	True	1.928931565963505	1.97262286226964	-0.2272536006198503	-0.9252576024690786
CAV1	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT2	0.020247917973228	0.3986060391658392	True	True	-0.0036006876808762	-0.1093170210147334	-0.023848605654104	-0.5079230601805726
CAV1	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT1	1.8085739329521853	1.8933877068155565	True	True	2.047177432948249	1.878660287630526	0.2386034999960637	-0.0147274191850299
AQP5	AT1	H3K27me3	promoter	iATCs_minus_iAT2	-1.2108733659657216	-0.6379308435673585	True	True	-1.0029387434433676	-1.033306820480154	0.2079346225223541	-0.3953759769127956
AQP5	AT1	H3K27me3	promoter	iATCs_minus_iAT1	-2.635472370928849	-1.757034889238147	True	True	-1.3749758390670002	-1.3000799686708957	1.260496531861849	0.456954920567252
AQP5	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT2	-1.3239092886055914	-0.6307734174136645	True	True	-1.039020204202437	-1.134075706943513	0.2848890844031543	-0.5033022895298482
AQP5	AT1	H3K27me3	broad_promoter	iATCs_minus_iAT1	-2.115740386146733	-1.4558380523838088	True	True	-1.3922774706090053	-1.3126749499413408	0.723462915537728	0.1431631024424681
KRT8	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2	0.9918712777032104	0.407782488769831	True	True	0.8170719798246803	0.1539534699889264	-0.17479929787853	-0.2538290187809046
KRT8	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1	-1.3158342060676158	-0.913855419860921	True	True	-0.0099857941978342	0.5348533447516411	1.3058484118697815	1.4487087646125625
KRT8	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	-0.0907688710225471	-0.1330676733272073	True	True	-0.068574124504872	-0.0774203362932728	0.0221947465176753	0.0556473370339345
KRT8	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-1.768273883701465	-0.7376632496159068	True	True	-0.4854162458177859	-0.0772154584752968	1.2828576378836791	0.6604477911406099
CLDN4	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2	0.8525540494289252	-1.2654456224657658	True	False	2.156621501622396	0.0366179642164867	1.3040674521934703	1.3020635866822527
CLDN4	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1	-1.6827114919767958	-1.7492723538544843	True	True	0.7594527067128853	0.3330063728969055	2.442164198689681	2.0822787267513903
CLDN4	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	0.552336061543594	-0.3937968422147466	True	False	0.9636222875638176	-0.0878833590476569	0.4112862260202235	0.3059134831670898
CLDN4	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-0.7003186559707743	-1.0287552531412474	True	True	0.0963406096218832	-0.2873219431358023	0.7966592655926577	0.7414333100054448
KRT19	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2	-2.226771966188032	-1.8998243403468569	True	True	-1.4629587914028228	-0.8781568493202853	0.7638131747852089	1.0216674910265715
KRT19	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1	-2.03102064960848	-1.6354368643813697	True	True	-0.4326093806744648	0.3903036889120256	1.5984112689340149	2.0257405532933954
KRT19	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	-1.529592923747198	-1.1988848663318938	True	True	-0.9772586277599976	-0.5591720223514444	0.5523342959872003	0.6397128439804495
KRT19	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-1.1927676415365027	-0.961022429425612	True	True	-0.2311713947333342	0.2901075804008826	0.9615962468031686	1.2511300098264944
CDKN1A	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2	-1.3825032327936235	-0.8881670994820342	True	True	-1.3993929781288788	-1.6693585799809425	-0.0168897453352547	-0.7811914804989081
CDKN1A	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1	-1.780393318368465	-1.7365351119880077	True	True	-1.3083225814193558	-1.43563721260404	0.4720707369491094	0.3008978993839677
CDKN1A	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	-2.328443169432404	-1.9178135636798368	True	True	-1.4290159669022258	-1.83335844131052	0.8994272025301786	0.0844551223693168
CDKN1A	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-2.283827525143032	-1.8129822562642215	True	True	-0.8803132047607574	-0.9323939725478608	1.4035143203822742	0.8805882837163608
SFN	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2	-0.3399086742853601	-0.3806498383178121	True	True	0.6022585350109885	0.2209476359233272	0.9421672092963485	0.6015974742411393
SFN	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1	-1.2495519836826363	-0.7409039757399134	True	True	-0.3380627089712048	-0.0612131089063675	0.9114892747114316	0.679690866833546
SFN	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	-0.2304135826547508	-0.4906957665973044	True	True	0.5600339409456258	-0.1034326022002514	0.7904475236003768	0.3872631643970531
SFN	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-0.6871385081122475	-0.171475489246778	True	True	0.3558308241488822	0.3445078022649429	1.0429693322611298	0.515983291511721
ITGB6	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2			False				0.224909156128585	0.8148319946382433
ITGB6	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1		0.5423381370347715	False			0.359297518481421	1.0003722668453252	-0.1830406185533507
ITGB6	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	-1.0602527821712977	-1.0721390935482975	True	True	-1.0920411894707387	-0.8619083862923506	-0.0317884072994407	0.210230707255947
ITGB6	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-2.207414572854689	-0.8830848022122939	True	True	-1.0272661961280785	-0.4831612045320991	1.1801483767266108	0.3999235976801948
KRT17	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2	-1.3175486470074542	-0.352051459445281	True	True	-0.3839996969319698	0.2483507521546461	0.9335489500754844	0.6004022115999271
KRT17	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1	-1.6209037678858365	-1.2028517340762446	True	True	-0.1692426638859006	0.4399230742597181	1.451661103999936	1.6427748083359623
KRT17	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	-1.2355921346961745	-0.0390343931807311	True	True	-0.899149547774597	0.1330272100787423	0.3364425869215774	0.1720616032594736
KRT17	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-1.2613966989311396	-0.6528542822813326	True	True	-0.4198689865577906	0.1992173815673151	0.8415277123733489	0.8520716638486479
TP63	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2	-0.3134435350509514	-0.9688470101892066	True	True	0.5041443062169095	-2.052615982780641	0.8175878412678612	-1.0837689725914348
TP63	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1	0.5770188815499893	-0.9363591001568612	True	False	0.7116746913959235	-1.441064810883428	0.1346558098459342	-0.504705710726567
TP63	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	-1.563661300728155	-0.5913748754227366	True	True	-0.9114689438289174	-1.2759222444981262	0.6521923568992375	-0.68454736907539
TP63	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-1.0689143400479508	-0.7193013151459571	True	True	-0.4923443779065178	-0.8303534977621264	0.5765699621414332	-0.1110521826161694
COL1A1	transition_stress	H3K27me3	promoter	iATCs_minus_iAT2	-2.154234429169681	-2.0780570065639967	True	True	-1.7819427643983998	-1.6452446192544463	0.3722916647712815	0.4328123873095503
COL1A1	transition_stress	H3K27me3	promoter	iATCs_minus_iAT1	-3.242307539514401	-2.206826962786591	True	True	-2.0712523438850243	-1.8157505427861516	1.1710551956293769	0.3910764200004394
COL1A1	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT2	-1.7337167352662752	-1.905000356318264	True	True	-1.5221504546427498	-1.7332431228006562	0.2115662806235254	0.1717572335176072
COL1A1	transition_stress	H3K27me3	broad_promoter	iATCs_minus_iAT1	-2.7155702471906187	-2.2363611804280032	True	True	-1.6653724649746893	-1.6195265694032095	1.050197782215929	0.6168346110247935
ATF3	regulators	H3K27me3	promoter	iATCs_minus_iAT2	-0.8953315188514313	-1.260238356403771	True	True	-0.7801517129083679	-0.6556085663330508	0.1151798059430633	0.6046297900707203
ATF3	regulators	H3K27me3	promoter	iATCs_minus_iAT1	-1.3167183625834675	-1.1395541464187549	True	True	-0.121508679985897	-0.6609996631527009	1.1952096825975704	0.4785544832660541
ATF3	regulators	H3K27me3	broad_promoter	iATCs_minus_iAT2	-0.6948977350561749	0.1695124178062557	True	False	0.6167489801846066	0.2719723226400898	1.3116467152407816	0.1024599048338341
ATF3	regulators	H3K27me3	broad_promoter	iATCs_minus_iAT1	-0.4613438095301237	0.1966926111209096	True	False	0.0642883794002009	0.1151726374732788	0.5256321889303247	-0.0815199736476308
HNF1B	regulators	H3K27me3	promoter	iATCs_minus_iAT2	-0.9633598599975612	-1.697320001934526	True	True	-0.1754938471573722	-1.6152958199010783	0.7878660128401888	0.0820241820334477
HNF1B	regulators	H3K27me3	promoter	iATCs_minus_iAT1	-1.834100797883096	-0.8281779023701132	True	True	0.2125369533364727	-0.842614404460311	2.0466377512195684	-0.0144365020901977
HNF1B	regulators	H3K27me3	broad_promoter	iATCs_minus_iAT2	-1.4838734190699352	-2.3095237495252663	True	True	-0.1238198191771361	-1.66913354862634	1.3600535998927992	0.6403902008989258
HNF1B	regulators	H3K27me3	broad_promoter	iATCs_minus_iAT1	-1.0705608820259822	-1.5340913919610797	True	True	0.1888490210397044	-0.8686540581303092	1.259409903065687	0.6654373338307705
TP53	regulators	H3K27me3	promoter	iATCs_minus_iAT2	-0.1771241353539544	-0.109886491374341	True	True	0.2929135226828087	0.504685666107722	0.4700376580367633	0.614572157482063
TP53	regulators	H3K27me3	promoter	iATCs_minus_iAT1	-0.8161770119040511	-0.7430922609767464	True	True	-0.0437796690215038	0.1556882846157921	0.7723973428825474	0.8987805455925387
TP53	regulators	H3K27me3	broad_promoter	iATCs_minus_iAT2	0.0311795425968138	-0.1171298458513515	True	False	0.3824957185636349	0.5922031969938004	0.3513161759668212	0.7093330428451518
TP53	regulators	H3K27me3	broad_promoter	iATCs_minus_iAT1	-0.973062035319733	-0.6518944513044564	True	True	0.2128300315495467	0.3051628538037439	1.1858920668692798	0.9570573051082002
CEBPA	regulators	H3K27me3	promoter	iATCs_minus_iAT2	-0.3195234484884848	-0.7155265411983249	True	True	-0.4386467373196672	-0.6607259844310075	-0.1191232888311823	0.0548005567673176
CEBPA	regulators	H3K27me3	promoter	iATCs_minus_iAT1	-1.0637451666144464	-0.5704365409747787	True	True	-0.3516198854462614	-0.1711259033360682	0.7121252811681851	0.3993106376387104
CEBPA	regulators	H3K27me3	broad_promoter	iATCs_minus_iAT2	-0.8174446979800863	-1.0587787736711425	True	True	-0.7060817585277828	-0.8807041695507245	0.1113629394523036	0.1780746041204176
CEBPA	regulators	H3K27me3	broad_promoter	iATCs_minus_iAT1	-1.02826479283932	-0.9078315701475932	True	True	-0.4069328609651743	-0.360810156300735	0.6213319318741455	0.547021413846858
