condition,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,3,4,5,6,7,8,9
H1N1_infected,3466,21214,3756,1,1206,3268,17647,4600,1524,3698,1204,1249,125,1644,4032,2906,14,1090,908,821,0,4,11202,2018,4125,2074,430,1058,2646
homeostasis,52,2772,353,0,77,368,1570,451,265,334,76,17,4,71,522,505,0,138,97,80,0,0,99,431,612,401,32,136,233
unannotated,612,7822,1654,15,5074,1907,5669,1389,2495,1647,394,346,918,649,6452,1741,2898,272,362,219,54,172,3166,3279,1725,826,1576,390,826
