sample_id,cluster,pct,condition
EEM-scRNA-180,24,0.933,H1N1_infected
EEM-scRNA-181,24,0.45,H1N1_infected
EEM-scRNA-182,24,1.311,H1N1_infected
EEM-scRNA-236,24,0.248,H1N1_infected
EEM-scRNA-237,24,0.729,H1N1_infected
EEM-scRNA-238,24,0.627,H1N1_infected
EEM-scRNA-239,24,1.384,H1N1_infected
EEM-scRNA-249,24,0.85,unannotated
EEM-scRNA-250,24,0.715,unannotated
EEM-scRNA-251,24,0.558,unannotated
EEM-scRNA-288,24,0.988,unannotated
EEM-scRNA-289,24,0.217,unannotated
EEM-scRNA-290,24,0.931,unannotated
EEM-scRNA-291,24,0.389,unannotated
EEM-scRNA-292,24,0.777,unannotated
EEM-scRNA-310,24,0.444,H1N1_infected
EEM-scRNA-311,24,0.705,H1N1_infected
EEM-scRNA-312,24,0.578,H1N1_infected
EEM-scRNA-113,25,0.78,H1N1_infected
EEM-scRNA-116,25,1.868,H1N1_infected
EEM-scRNA-117,25,1.065,H1N1_infected
EEM-scRNA-118,25,1.069,H1N1_infected
EEM-scRNA-124,25,0.408,H1N1_infected
EEM-scRNA-125,25,1.314,H1N1_infected
EEM-scRNA-126,25,1.155,H1N1_infected
EEM-scRNA-127,25,0.637,H1N1_infected
EEM-scRNA-158,25,0.479,homeostasis
EEM-scRNA-162,25,0.536,H1N1_infected
EEM-scRNA-166,25,1.226,homeostasis
EEM-scRNA-167,25,1.03,H1N1_infected
EEM-scRNA-170,25,0.812,H1N1_infected
EEM-scRNA-172,25,0.78,H1N1_infected
EEM-scRNA-179,25,0.513,H1N1_infected
EEM-scRNA-180,25,0.41,H1N1_infected
EEM-scRNA-181,25,0.667,H1N1_infected
EEM-scRNA-182,25,0.619,H1N1_infected
EEM-scRNA-236,25,0.446,H1N1_infected
EEM-scRNA-237,25,1.644,H1N1_infected
EEM-scRNA-238,25,0.461,H1N1_infected
EEM-scRNA-239,25,0.791,H1N1_infected
EEM-scRNA-249,25,0.759,unannotated
EEM-scRNA-250,25,1.092,unannotated
EEM-scRNA-251,25,0.906,unannotated
EEM-scRNA-288,25,1.363,unannotated
EEM-scRNA-289,25,0.41,unannotated
EEM-scRNA-290,25,1.106,unannotated
EEM-scRNA-291,25,0.778,unannotated
EEM-scRNA-292,25,1.522,unannotated
EEM-scRNA-310,25,0.444,H1N1_infected
EEM-scRNA-311,25,0.387,H1N1_infected
EEM-scRNA-312,25,0.548,H1N1_infected
EEM-scRNA-113,26,0.499,H1N1_infected
EEM-scRNA-116,26,1.601,H1N1_infected
EEM-scRNA-117,26,0.919,H1N1_infected
EEM-scRNA-118,26,0.86,H1N1_infected
EEM-scRNA-124,26,1.334,H1N1_infected
EEM-scRNA-125,26,0.237,H1N1_infected
EEM-scRNA-126,26,0.0,H1N1_infected
EEM-scRNA-127,26,1.055,H1N1_infected
EEM-scRNA-158,26,0.855,homeostasis
EEM-scRNA-162,26,0.304,H1N1_infected
EEM-scRNA-166,26,0.533,homeostasis
EEM-scRNA-167,26,0.542,H1N1_infected
EEM-scRNA-170,26,0.637,H1N1_infected
EEM-scRNA-172,26,1.37,H1N1_infected
EEM-scRNA-179,26,0.23,H1N1_infected
EEM-scRNA-180,26,0.354,H1N1_infected
EEM-scRNA-181,26,0.419,H1N1_infected
EEM-scRNA-182,26,1.275,H1N1_infected
EEM-scRNA-236,26,1.189,H1N1_infected
EEM-scRNA-237,26,1.136,H1N1_infected
EEM-scRNA-238,26,0.921,H1N1_infected
EEM-scRNA-239,26,0.706,H1N1_infected
EEM-scRNA-249,26,0.94,unannotated
EEM-scRNA-250,26,0.678,unannotated
EEM-scRNA-251,26,0.732,unannotated
EEM-scRNA-288,26,0.75,unannotated
EEM-scRNA-289,26,0.024,unannotated
EEM-scRNA-290,26,0.407,unannotated
EEM-scRNA-291,26,0.316,unannotated
EEM-scRNA-292,26,0.194,unannotated
EEM-scRNA-310,26,0.202,H1N1_infected
EEM-scRNA-311,26,1.001,H1N1_infected
EEM-scRNA-312,26,0.335,H1N1_infected
EEM-scRNA-113,27,0.062,H1N1_infected
EEM-scRNA-116,27,0.022,H1N1_infected
EEM-scRNA-117,27,0.0,H1N1_infected
EEM-scRNA-118,27,0.105,H1N1_infected
EEM-scRNA-124,27,0.0,H1N1_infected
EEM-scRNA-125,27,0.043,H1N1_infected
EEM-scRNA-126,27,0.021,H1N1_infected
EEM-scRNA-127,27,0.0,H1N1_infected
EEM-scRNA-158,27,0.051,homeostasis
EEM-scRNA-162,27,0.018,H1N1_infected
EEM-scRNA-166,27,0.018,homeostasis
EEM-scRNA-167,27,0.108,H1N1_infected
EEM-scRNA-170,27,0.0,H1N1_infected
EEM-scRNA-172,27,0.042,H1N1_infected
EEM-scRNA-179,27,0.0,H1N1_infected
EEM-scRNA-180,27,0.019,H1N1_infected
EEM-scRNA-181,27,0.016,H1N1_infected
EEM-scRNA-182,27,0.036,H1N1_infected
EEM-scRNA-236,27,0.099,H1N1_infected
EEM-scRNA-237,27,0.034,H1N1_infected
EEM-scRNA-238,27,0.074,H1N1_infected
EEM-scRNA-239,27,0.014,H1N1_infected
EEM-scRNA-249,27,0.072,unannotated
EEM-scRNA-250,27,0.05,unannotated
EEM-scRNA-251,27,0.0,unannotated
EEM-scRNA-288,27,0.068,unannotated
EEM-scRNA-289,27,0.0,unannotated
EEM-scRNA-290,27,0.0,unannotated
EEM-scRNA-291,27,0.024,unannotated
EEM-scRNA-292,27,0.065,unannotated
EEM-scRNA-310,27,0.0,H1N1_infected
EEM-scRNA-311,27,0.045,H1N1_infected
EEM-scRNA-312,27,0.0,H1N1_infected
EEM-scRNA-113,28,0.031,H1N1_infected
EEM-scRNA-116,28,0.022,H1N1_infected
EEM-scRNA-117,28,0.0,H1N1_infected
EEM-scRNA-118,28,0.147,H1N1_infected
EEM-scRNA-124,28,0.0,H1N1_infected
EEM-scRNA-125,28,0.0,H1N1_infected
EEM-scRNA-126,28,0.342,H1N1_infected
EEM-scRNA-127,28,0.04,H1N1_infected
EEM-scRNA-158,28,0.051,homeostasis
EEM-scRNA-162,28,0.0,H1N1_infected
EEM-scRNA-166,28,0.284,homeostasis
EEM-scRNA-167,28,0.488,H1N1_infected
EEM-scRNA-170,28,0.307,H1N1_infected
EEM-scRNA-172,28,0.063,H1N1_infected
EEM-scRNA-179,28,0.106,H1N1_infected
EEM-scRNA-180,28,0.0,H1N1_infected
EEM-scRNA-181,28,0.14,H1N1_infected
EEM-scRNA-182,28,0.164,H1N1_infected
EEM-scRNA-236,28,0.124,H1N1_infected
EEM-scRNA-237,28,0.0,H1N1_infected
EEM-scRNA-238,28,0.055,H1N1_infected
EEM-scRNA-239,28,0.099,H1N1_infected
EEM-scRNA-249,28,0.018,unannotated
EEM-scRNA-250,28,0.213,unannotated
EEM-scRNA-251,28,0.07,unannotated
EEM-scRNA-288,28,0.034,unannotated
EEM-scRNA-289,28,0.024,unannotated
EEM-scRNA-290,28,0.262,unannotated
EEM-scRNA-291,28,0.073,unannotated
EEM-scRNA-292,28,0.065,unannotated
EEM-scRNA-310,28,0.0,H1N1_infected
EEM-scRNA-311,28,0.159,H1N1_infected
EEM-scRNA-312,28,0.061,H1N1_infected
EEM-scRNA-113,3,0.343,H1N1_infected
EEM-scRNA-116,3,18.857,H1N1_infected
EEM-scRNA-117,3,13.286,H1N1_infected
EEM-scRNA-118,3,17.547,H1N1_infected
EEM-scRNA-124,3,24.782,H1N1_infected
EEM-scRNA-125,3,14.911,H1N1_infected
EEM-scRNA-126,3,6.652,H1N1_infected
EEM-scRNA-127,3,10.846,H1N1_infected
EEM-scRNA-158,3,0.855,homeostasis
EEM-scRNA-162,3,0.714,H1N1_infected
EEM-scRNA-166,3,0.888,homeostasis
EEM-scRNA-167,3,8.186,H1N1_infected
EEM-scRNA-170,3,10.165,H1N1_infected
EEM-scRNA-172,3,6.979,H1N1_infected
EEM-scRNA-179,3,12.219,H1N1_infected
EEM-scRNA-180,3,6.847,H1N1_infected
EEM-scRNA-181,3,2.824,H1N1_infected
EEM-scRNA-182,3,11.653,H1N1_infected
EEM-scRNA-236,3,14.788,H1N1_infected
EEM-scRNA-237,3,16.613,H1N1_infected
EEM-scRNA-238,3,4.22,H1N1_infected
EEM-scRNA-239,3,9.164,H1N1_infected
EEM-scRNA-249,3,11.481,unannotated
EEM-scRNA-250,3,7.529,unannotated
EEM-scRNA-251,3,8.663,unannotated
EEM-scRNA-288,3,10.324,unannotated
EEM-scRNA-289,3,5.545,unannotated
EEM-scRNA-290,3,11.671,unannotated
EEM-scRNA-291,3,4.449,unannotated
EEM-scRNA-292,3,5.277,unannotated
EEM-scRNA-310,3,4.679,H1N1_infected
EEM-scRNA-311,3,10.692,H1N1_infected
EEM-scRNA-312,3,7.332,H1N1_infected
EEM-scRNA-113,4,2.341,H1N1_infected
EEM-scRNA-116,4,1.268,H1N1_infected
EEM-scRNA-117,4,0.856,H1N1_infected
EEM-scRNA-118,4,5.681,H1N1_infected
EEM-scRNA-124,4,7.081,H1N1_infected
EEM-scRNA-125,4,1.961,H1N1_infected
EEM-scRNA-126,4,2.674,H1N1_infected
EEM-scRNA-127,4,6.428,H1N1_infected
EEM-scRNA-158,4,10.003,homeostasis
EEM-scRNA-162,4,2.16,H1N1_infected
EEM-scRNA-166,4,2.079,homeostasis
EEM-scRNA-167,4,2.367,H1N1_infected
EEM-scRNA-170,4,0.329,H1N1_infected
EEM-scRNA-172,4,3.163,H1N1_infected
EEM-scRNA-179,4,2.246,H1N1_infected
EEM-scRNA-180,4,4.216,H1N1_infected
EEM-scRNA-181,4,2.25,H1N1_infected
EEM-scRNA-182,4,0.747,H1N1_infected
EEM-scRNA-236,4,4.929,H1N1_infected
EEM-scRNA-237,4,1.102,H1N1_infected
EEM-scRNA-238,4,7.741,H1N1_infected
EEM-scRNA-239,4,1.214,H1N1_infected
EEM-scRNA-249,4,3.399,unannotated
EEM-scRNA-250,4,4.543,unannotated
EEM-scRNA-251,4,5.787,unannotated
EEM-scRNA-288,4,1.704,unannotated
EEM-scRNA-289,4,1.374,unannotated
EEM-scRNA-290,4,3.027,unannotated
EEM-scRNA-291,4,3.963,unannotated
EEM-scRNA-292,4,3.917,unannotated
EEM-scRNA-310,4,7.443,H1N1_infected
EEM-scRNA-311,4,4.459,H1N1_infected
EEM-scRNA-312,4,3.499,H1N1_infected
EEM-scRNA-113,5,5.556,H1N1_infected
EEM-scRNA-116,5,3.691,H1N1_infected
EEM-scRNA-117,5,1.88,H1N1_infected
EEM-scRNA-118,5,2.662,H1N1_infected
EEM-scRNA-124,5,1.77,H1N1_infected
EEM-scRNA-125,5,1.767,H1N1_infected
EEM-scRNA-126,5,2.053,H1N1_infected
EEM-scRNA-127,5,1.512,H1N1_infected
EEM-scRNA-158,5,4.566,homeostasis
EEM-scRNA-162,5,12.48,H1N1_infected
EEM-scRNA-166,5,7.018,homeostasis
EEM-scRNA-167,5,8.746,H1N1_infected
EEM-scRNA-170,5,6.147,H1N1_infected
EEM-scRNA-172,5,4.069,H1N1_infected
EEM-scRNA-179,5,5.075,H1N1_infected
EEM-scRNA-180,5,4.403,H1N1_infected
EEM-scRNA-181,5,3.398,H1N1_infected
EEM-scRNA-182,5,3.678,H1N1_infected
EEM-scRNA-236,5,3.74,H1N1_infected
EEM-scRNA-237,5,3.441,H1N1_infected
EEM-scRNA-238,5,2.193,H1N1_infected
EEM-scRNA-239,5,3.036,H1N1_infected
EEM-scRNA-249,5,3.96,unannotated
EEM-scRNA-250,5,4.128,unannotated
EEM-scRNA-251,5,3.643,unannotated
EEM-scRNA-288,5,2.896,unannotated
EEM-scRNA-289,5,1.76,unannotated
EEM-scRNA-290,5,5.006,unannotated
EEM-scRNA-291,5,3.647,unannotated
EEM-scRNA-292,5,3.043,unannotated
EEM-scRNA-310,5,1.835,H1N1_infected
EEM-scRNA-311,5,2.616,H1N1_infected
EEM-scRNA-312,5,2.89,H1N1_infected
EEM-scRNA-113,6,1.186,H1N1_infected
EEM-scRNA-116,6,0.4,H1N1_infected
EEM-scRNA-117,6,0.668,H1N1_infected
EEM-scRNA-118,6,1.426,H1N1_infected
EEM-scRNA-124,6,1.008,H1N1_infected
EEM-scRNA-125,6,1.077,H1N1_infected
EEM-scRNA-126,6,1.176,H1N1_infected
EEM-scRNA-127,6,1.99,H1N1_infected
EEM-scRNA-158,6,3.437,homeostasis
EEM-scRNA-162,6,2.464,H1N1_infected
EEM-scRNA-166,6,3.66,homeostasis
EEM-scRNA-167,6,2.982,H1N1_infected
EEM-scRNA-170,6,2.854,H1N1_infected
EEM-scRNA-172,6,5.735,H1N1_infected
EEM-scRNA-179,6,1.609,H1N1_infected
EEM-scRNA-180,6,1.81,H1N1_infected
EEM-scRNA-181,6,3.848,H1N1_infected
EEM-scRNA-182,6,2.549,H1N1_infected
EEM-scRNA-236,6,1.635,H1N1_infected
EEM-scRNA-237,6,1.204,H1N1_infected
EEM-scRNA-238,6,0.792,H1N1_infected
EEM-scRNA-239,6,1.003,H1N1_infected
EEM-scRNA-249,6,2.549,unannotated
EEM-scRNA-250,6,2.711,unannotated
EEM-scRNA-251,6,2.196,unannotated
EEM-scRNA-288,6,2.317,unannotated
EEM-scRNA-289,6,0.82,unannotated
EEM-scRNA-290,6,1.921,unannotated
EEM-scRNA-291,6,1.313,unannotated
EEM-scRNA-292,6,0.939,unannotated
EEM-scRNA-310,6,0.686,H1N1_infected
EEM-scRNA-311,6,2.571,H1N1_infected
EEM-scRNA-312,6,2.525,H1N1_infected
EEM-scRNA-113,7,1.03,H1N1_infected
EEM-scRNA-116,7,1.579,H1N1_infected
EEM-scRNA-117,7,1.253,H1N1_infected
EEM-scRNA-118,7,0.964,H1N1_infected
EEM-scRNA-124,7,0.844,H1N1_infected
EEM-scRNA-125,7,0.625,H1N1_infected
EEM-scRNA-126,7,0.406,H1N1_infected
EEM-scRNA-127,7,0.219,H1N1_infected
EEM-scRNA-158,7,1.231,homeostasis
EEM-scRNA-162,7,0.054,H1N1_infected
EEM-scRNA-166,7,1.599,homeostasis
EEM-scRNA-167,7,1.265,H1N1_infected
EEM-scRNA-170,7,2.459,H1N1_infected
EEM-scRNA-172,7,2.066,H1N1_infected
EEM-scRNA-179,7,0.884,H1N1_infected
EEM-scRNA-180,7,0.951,H1N1_infected
EEM-scRNA-181,7,1.971,H1N1_infected
EEM-scRNA-182,7,2.349,H1N1_infected
EEM-scRNA-236,7,1.239,H1N1_infected
EEM-scRNA-237,7,1.221,H1N1_infected
EEM-scRNA-238,7,1.253,H1N1_infected
EEM-scRNA-239,7,2.824,H1N1_infected
EEM-scRNA-249,7,0.416,unannotated
EEM-scRNA-250,7,1.142,unannotated
EEM-scRNA-251,7,0.575,unannotated
EEM-scRNA-288,7,1.227,unannotated
EEM-scRNA-289,7,0.53,unannotated
EEM-scRNA-290,7,1.193,unannotated
EEM-scRNA-291,7,1.702,unannotated
EEM-scRNA-292,7,2.201,unannotated
EEM-scRNA-310,7,0.887,H1N1_infected
EEM-scRNA-311,7,1.319,H1N1_infected
EEM-scRNA-312,7,1.825,H1N1_infected
EEM-scRNA-113,8,1.124,H1N1_infected
EEM-scRNA-116,8,1.757,H1N1_infected
EEM-scRNA-117,8,1.065,H1N1_infected
EEM-scRNA-118,8,0.881,H1N1_infected
EEM-scRNA-124,8,0.708,H1N1_infected
EEM-scRNA-125,8,0.84,H1N1_infected
EEM-scRNA-126,8,0.428,H1N1_infected
EEM-scRNA-127,8,0.418,H1N1_infected
EEM-scRNA-158,8,0.923,homeostasis
EEM-scRNA-162,8,1.053,H1N1_infected
EEM-scRNA-166,8,1.475,homeostasis
EEM-scRNA-167,8,1.211,H1N1_infected
EEM-scRNA-170,8,1.273,H1N1_infected
EEM-scRNA-172,8,1.16,H1N1_infected
EEM-scRNA-179,8,0.566,H1N1_infected
EEM-scRNA-180,8,0.97,H1N1_infected
EEM-scRNA-181,8,0.652,H1N1_infected
EEM-scRNA-182,8,1.202,H1N1_infected
EEM-scRNA-236,8,0.768,H1N1_infected
EEM-scRNA-237,8,0.797,H1N1_infected
EEM-scRNA-238,8,1.014,H1N1_infected
EEM-scRNA-239,8,0.974,H1N1_infected
EEM-scRNA-249,8,0.976,unannotated
EEM-scRNA-250,8,0.966,unannotated
EEM-scRNA-251,8,1.255,unannotated
EEM-scRNA-288,8,1.158,unannotated
EEM-scRNA-289,8,0.506,unannotated
EEM-scRNA-290,8,0.96,unannotated
EEM-scRNA-291,8,1.386,unannotated
EEM-scRNA-292,8,1.068,unannotated
EEM-scRNA-310,8,1.008,H1N1_infected
EEM-scRNA-311,8,0.819,H1N1_infected
EEM-scRNA-312,8,1.004,H1N1_infected
EEM-scRNA-113,9,1.467,H1N1_infected
EEM-scRNA-116,9,2.224,H1N1_infected
EEM-scRNA-117,9,1.88,H1N1_infected
EEM-scRNA-118,9,2.222,H1N1_infected
EEM-scRNA-124,9,2.015,H1N1_infected
EEM-scRNA-125,9,1.465,H1N1_infected
EEM-scRNA-126,9,1.369,H1N1_infected
EEM-scRNA-127,9,2.448,H1N1_infected
EEM-scRNA-158,9,1.744,homeostasis
EEM-scRNA-162,9,1.518,H1N1_infected
EEM-scRNA-166,9,2.381,homeostasis
EEM-scRNA-167,9,1.807,H1N1_infected
EEM-scRNA-170,9,2.613,H1N1_infected
EEM-scRNA-172,9,1.75,H1N1_infected
EEM-scRNA-179,9,2.034,H1N1_infected
EEM-scRNA-180,9,2.444,H1N1_infected
EEM-scRNA-181,9,2.389,H1N1_infected
EEM-scRNA-182,9,2.476,H1N1_infected
EEM-scRNA-236,9,1.734,H1N1_infected
EEM-scRNA-237,9,2.373,H1N1_infected
EEM-scRNA-238,9,4.128,H1N1_infected
EEM-scRNA-239,9,3.064,H1N1_infected
EEM-scRNA-249,9,2.604,unannotated
EEM-scRNA-250,9,2.447,unannotated
EEM-scRNA-251,9,2.179,unannotated
EEM-scRNA-288,9,2.112,unannotated
EEM-scRNA-289,9,0.723,unannotated
EEM-scRNA-290,9,2.212,unannotated
EEM-scRNA-291,9,1.726,unannotated
EEM-scRNA-292,9,1.975,unannotated
EEM-scRNA-310,9,3.59,H1N1_infected
EEM-scRNA-311,9,3.571,H1N1_infected
EEM-scRNA-312,9,3.772,H1N1_infected
