ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,LPP,LPP,0.7692307692307693,0.29078949234798546,Macrophage,Myofibroblast,0.0644777202569383,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,TGFBR3,TGFBR3,0.9411764705882353,0.27737804862030746,Macrophage,Fibroblast,0.06168740004907051,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,LPP,LPP,0.7692307692307693,0.29078949234798546,Macrophage_Alveolar,Myofibroblast,0.05258740508903205,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,TGFBR3,TGFBR3,0.9411764705882353,0.27737804862030746,Macrophage_Alveolar,Fibroblast,0.05028398938625786,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,LPP,LPP,0.9529411764705882,0.21274655872290094,Macrophage,Fibroblast,0.04800369168833598,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,TGFBR3,TGFBR3,0.6153846153846154,0.17430069955503136,Macrophage,Myofibroblast,0.03967300499038947,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,LPP,LPP,0.9529411764705882,0.21274655872290094,Macrophage_Alveolar,Fibroblast,0.03902462002634055,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,LPP,LPP,0.8083333333333333,0.1579444709231489,Macrophage,ATII,0.0360844622739436,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,TGFBR3,TGFBR3,0.6153846153846154,0.17430069955503136,Macrophage_Alveolar,Myofibroblast,0.03219948007615787,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,LPP,LPP,0.8083333333333333,0.1579444709231489,Macrophage_Alveolar,ATII,0.029266338734373627,222C,control,consensus
HBEGF,HBEGF,0.542,0.07156453986732192,7.6784425,CD9,CD9,0.825,0.193915253557578,Macrophage_Alveolar,ATII,0.027005379852590602,222C,control,consensus
HBEGF,HBEGF,0.542,0.07156453986732192,7.6784425,CD44,CD44,0.8,0.16971559129324043,Macrophage_Alveolar,ATII,0.023715165702124372,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,EGFR,EGFR,0.5411764705882353,0.08064053594252574,Macrophage,Fibroblast,0.018754602668373886,222C,control,consensus
HBEGF,HBEGF,0.47,0.04732631448204283,7.6784425,CD9,CD9,0.825,0.193915253557578,Macrophage,ATII,0.018023769669146653,222C,control,consensus
VEGFA,VEGFA,0.484,0.05239421545514844,7.6784425,CD44,CD44,0.8,0.16971559129324043,Macrophage,ATII,0.01747347814936614,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,ITGB1,ITGB1,0.5411764705882353,0.07463806596903133,Macrophage,Fibroblast,0.01738287218954342,222C,control,consensus
VEGFA,VEGFA,0.484,0.05239421545514844,7.6784425,NRP1,NRP1,0.5384615384615384,0.15651816427515808,Macrophage,Myofibroblast,0.016136631229060863,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,ENG,ENG,0.5529411764705883,0.06800698874219879,Macrophage,Fibroblast,0.01586302195192943,222C,control,consensus
HBEGF,HBEGF,0.47,0.04732631448204283,7.6784425,CD44,CD44,0.8,0.16971559129324043,Macrophage,ATII,0.015810053763280613,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,EGFR,EGFR,0.5411764705882353,0.08064053594252574,Macrophage_Alveolar,Fibroblast,0.015159441766944119,222C,control,consensus
HBEGF,HBEGF,0.542,0.07156453986732192,7.6784425,CD44,CD44,0.6,0.10060231910741102,Macrophage_Alveolar,Fibroblast,0.014194725829994752,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,ITGB1,ITGB1,0.5411764705882353,0.07463806596903133,Macrophage_Alveolar,Fibroblast,0.014046900686075944,222C,control,consensus
FGF7,FGF7,0.5882352941176471,0.09401187907011188,7.6784425,NRP1,NRP1,0.526,0.07400509031485081,Fibroblast,Macrophage_Alveolar,0.013723753086792705,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,ITGB5,ITGB5,0.5176470588235295,0.05558679843081604,Macrophage,Fibroblast,0.013003613522879263,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,ENG,ENG,0.5529411764705883,0.06800698874219879,Macrophage_Alveolar,Fibroblast,0.012814923113264008,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,ITGB1,ITGB1,0.4423076923076923,0.05435260002098152,Macrophage,Myofibroblast,0.012718565295112802,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,ITGB5,ITGB5,0.5176470588235295,0.05558679843081604,Macrophage_Alveolar,Fibroblast,0.010499091878643979,222C,control,consensus
VEGFA,VEGFA,0.484,0.05239421545514844,7.6784425,CD44,CD44,0.6,0.10060231910741102,Macrophage,Fibroblast,0.01043198559900588,222C,control,consensus
TGFB1,TGFB1,0.678,0.09544075853348111,7.6784425,ITGB1,ITGB1,0.4423076923076923,0.05435260002098152,Macrophage_Alveolar,Myofibroblast,0.010268373332752267,222C,control,consensus
TGFB1,TGFB1,0.592,0.11850777218237796,7.6784425,EGFR,EGFR,0.3269230769230769,0.04228160038288875,Macrophage,Myofibroblast,0.009921964589838532,222C,control,consensus
