ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,TGFBR3,TGFBR3,0.7631578947368421,0.19762267622220953,Macrophage,Fibroblast,0.0444170446995475,1372C,control,consensus
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,LPP,LPP,0.7842105263157895,0.1803553587425305,Macrophage,Fibroblast,0.04069402868012328,1372C,control,consensus
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,LPP,LPP,0.8739495798319328,0.15772806888194602,Macrophage,ATII,0.03577120508839381,1372C,control,consensus
TGFB1,TGFB1,0.656,0.08981185310452333,7.6103044,TGFBR3,TGFBR3,0.7631578947368421,0.19762267622220953,Macrophage_Alveolar,Fibroblast,0.034280826440178734,1372C,control,consensus
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,CAV1,CAV1,0.6421052631578947,0.14070233783845065,Macrophage,Fibroblast,0.03203362398614336,1372C,control,consensus
TGFB1,TGFB1,0.656,0.08981185310452333,7.6103044,LPP,LPP,0.7842105263157895,0.1803553587425305,Macrophage_Alveolar,Fibroblast,0.03137952384325486,1372C,control,consensus
TGFB1,TGFB1,0.656,0.08981185310452333,7.6103044,LPP,LPP,0.8739495798319328,0.15772806888194602,Macrophage_Alveolar,ATII,0.027551129948971336,1372C,control,consensus
TGFB1,TGFB1,0.656,0.08981185310452333,7.6103044,CAV1,CAV1,0.6421052631578947,0.14070233783845065,Macrophage_Alveolar,Fibroblast,0.024650472289929663,1372C,control,consensus
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,EGFR,EGFR,0.5947368421052631,0.10475065026472086,Macrophage,Fibroblast,0.0240453365270723,1372C,control,consensus
VEGFA,VEGFA,0.48947368421052634,0.04334805331188085,7.6103044,CD44,CD44,0.914,0.28129788208858275,Fibroblast,Macrophage,0.02380684342303147,1372C,control,consensus
VEGFA,VEGFA,0.478,0.04183544323226318,7.6103044,CD44,CD44,0.8157894736842105,0.26057944966534563,Macrophage,Fibroblast,0.021337689743155166,1372C,control,consensus
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,CAV1,CAV1,0.5714285714285714,0.0887508848511982,Macrophage,ATII,0.020447715865410047,1372C,control,consensus
VEGFA,VEGFA,0.48947368421052634,0.04334805331188085,7.6103044,CD44,CD44,0.9243697478991597,0.21998154590109342,Fibroblast,ATII,0.018714626739651033,1372C,control,consensus
TGFB1,TGFB1,0.656,0.08981185310452333,7.6103044,EGFR,EGFR,0.5947368421052631,0.10475065026472086,Macrophage_Alveolar,Fibroblast,0.018468207770878594,1372C,control,consensus
VEGFA,VEGFA,0.48947368421052634,0.04334805331188085,7.6103044,CD44,CD44,0.89,0.21663725881128104,Fibroblast,Macrophage_Alveolar,0.01843536118201269,1372C,control,consensus
VEGFA,VEGFA,0.478,0.04183544323226318,7.6103044,CD44,CD44,0.9243697478991597,0.21998154590109342,Macrophage,ATII,0.018073391192232894,1372C,control,consensus
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,ITGB1,ITGB1,0.680672268907563,0.07374286565405952,Macrophage,ATII,0.01704890186312037,1372C,control,consensus
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,ITGAV,ITGAV_ITGB6,0.6050420168067226,0.07153126435662305,Macrophage,ATII,0.016546053241299635,1372C,control,consensus
TGFB1,TGFB1,0.656,0.08981185310452333,7.6103044,CAV1,CAV1,0.5714285714285714,0.0887508848511982,Macrophage_Alveolar,ATII,0.015691610925933016,1372C,control,consensus
HBEGF,HBEGF,0.484,0.02837612295213565,7.6103044,CD44,CD44,0.8157894736842105,0.26057944966534563,Macrophage_Alveolar,Fibroblast,0.014572957277990524,1372C,control,consensus
TGFB1,TGFB1,0.656,0.08981185310452333,7.6103044,ITGB1,ITGB1,0.680672268907563,0.07374286565405952,Macrophage_Alveolar,ATII,0.01307280489517273,1372C,control,consensus
TGFB1,TGFB1,0.656,0.08981185310452333,7.6103044,ITGAV,ITGAV_ITGB6,0.6050420168067226,0.07153126435662305,Macrophage_Alveolar,ATII,0.012685715720796222,1372C,control,consensus
HBEGF,HBEGF,0.484,0.02837612295213565,7.6103044,CD44,CD44,0.9243697478991597,0.21998154590109342,Macrophage_Alveolar,ATII,0.012330507226055498,1372C,control,consensus
VEGFA,VEGFA,0.48947368421052634,0.04334805331188085,7.6103044,NRP1,NRP1,0.762,0.14285904494256085,Fibroblast,Macrophage_Alveolar,0.012233803386144767,1372C,control,consensus
HBEGF,HBEGF,0.484,0.02837612295213565,7.6103044,CD9,CD9,0.8739495798319328,0.20348468116659246,Macrophage_Alveolar,ATII,0.011416373949110402,1372C,control,consensus
HBEGF,HBEGF,0.47058823529411764,0.022007997578814775,7.6103044,CD44,CD44,0.8157894736842105,0.26057944966534563,ATII,Fibroblast,0.011339602367922565,1372C,control,consensus
TGFB1,TGFB1,0.63,0.11760194179849304,7.6103044,EGFR,EGFR,0.5378151260504201,0.04604022428823251,Macrophage,ATII,0.010712832015204093,1372C,control,consensus
FGF7,FGF7,0.38421052631578945,0.03758959359332148,7.6103044,NRP1,NRP1,0.762,0.14285904494256085,Fibroblast,Macrophage_Alveolar,0.010625904382340108,1372C,control,consensus
VEGFA,VEGFA,0.42016806722689076,0.018254789818283657,7.6103044,CD44,CD44,0.8157894736842105,0.26057944966534563,ATII,Fibroblast,0.009423989666024968,1372C,control,consensus
