ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.46,0.058093661228753035,7.4301634,EGFR,EGFR,0.8431372549019608,0.1666200319623612,Macrophage,Fibroblast,0.0189914768108158,040I,IPF,cellchatdb
HBEGF,HBEGF,0.382,0.032783823800650036,7.4301634,EGFR,EGFR,0.8431372549019608,0.1666200319623612,Macrophage,Fibroblast,0.010806820285974008,040I,IPF,cellchatdb
HBEGF,HBEGF,0.43,0.030133183606739777,7.4301634,EGFR,EGFR,0.8431372549019608,0.1666200319623612,Macrophage_Alveolar,Fibroblast,0.009941753082369657,040I,IPF,cellchatdb
CXCL12,CXCL12,0.6027397260273972,0.09002956593044398,7.4301634,CXCR4,CXCR4,0.5,0.048707083678273255,Myofibroblast,Macrophage_Alveolar,0.008693908277673268,040I,IPF,cellchatdb
CXCL12,CXCL12,0.6027397260273972,0.09002956593044398,7.4301634,CXCR4,CXCR4,0.48,0.046667502502723,Myofibroblast,Macrophage,0.008332889466638368,040I,IPF,cellchatdb
AREG,AREG,0.278,0.01866929298192932,7.4301634,EGFR,EGFR,0.8431372549019608,0.1666200319623612,Macrophage_Alveolar,Fibroblast,0.006182890421912695,040I,IPF,cellchatdb
CXCL12,CXCL12,0.5,0.05463235903354069,7.4301634,CXCR4,CXCR4,0.5,0.048707083678273255,Fibroblast,Macrophage_Alveolar,0.005293792384135712,040I,IPF,cellchatdb
CXCL12,CXCL12,0.5,0.05463235903354069,7.4301634,CXCR4,CXCR4,0.48,0.046667502502723,Fibroblast,Macrophage,0.005073242474789798,040I,IPF,cellchatdb
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,TGFBR1,TGFBR1_TGFBR2,0.3835616438356164,0.024284396857371382,Macrophage,Myofibroblast,0.004546119063246112,040I,IPF,cellchatdb
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,TGFBR1,TGFBR1_TGFBR2,0.3835616438356164,0.024284396857371382,Macrophage_Alveolar,Myofibroblast,0.00414416657875692,040I,IPF,cellchatdb
AREG,AREG,0.46,0.058093661228753035,7.4301634,EGFR,EGFR,0.4863013698630137,0.03536481011824355,Macrophage,Myofibroblast,0.004092128276669029,040I,IPF,cellchatdb
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,TGFBR1,TGFBR1_TGFBR2,0.30392156862745096,0.019640369074716557,Macrophage,Fibroblast,0.003679941026143108,040I,IPF,cellchatdb
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,TGFBR1,TGFBR1_TGFBR2,0.30392156862745096,0.019640369074716557,Macrophage_Alveolar,Fibroblast,0.003354315014711062,040I,IPF,cellchatdb
FGF7,FGF7,0.589041095890411,0.08216951660853788,7.4301634,FGFR1,FGFR1,0.26,0.01527220525713302,Myofibroblast,Macrophage_Alveolar,0.0025035360236514317,040I,IPF,cellchatdb
FGF7,FGF7,0.5196078431372549,0.07752218126198529,7.4301634,FGFR1,FGFR1,0.26,0.01527220525713302,Fibroblast,Macrophage_Alveolar,0.0023622757680908718,040I,IPF,cellchatdb
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,ACVR1,ACVR1_TGFBR1_TGFBR2,0.2945205479452055,0.012489021346445695,Macrophage,Myofibroblast,0.002343159933057667,040I,IPF,cellchatdb
HBEGF,HBEGF,0.382,0.032783823800650036,7.4301634,EGFR,EGFR,0.4863013698630137,0.03536481011824355,Macrophage,Myofibroblast,0.002313423071034965,040I,IPF,cellchatdb
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,ACVR1,ACVR1_TGFBR1_TGFBR2,0.2945205479452055,0.012489021346445695,Macrophage_Alveolar,Myofibroblast,0.002135567788512023,040I,IPF,cellchatdb
HBEGF,HBEGF,0.43,0.030133183606739777,7.4301634,EGFR,EGFR,0.4863013698630137,0.03536481011824355,Macrophage_Alveolar,Myofibroblast,0.0021267758173610014,040I,IPF,cellchatdb
AREG,AREG,0.278,0.01866929298192932,7.4301634,EGFR,EGFR,0.4863013698630137,0.03536481011824355,Macrophage_Alveolar,Myofibroblast,0.0013187306557855135,040I,IPF,cellchatdb
HBEGF,HBEGF,0.382,0.032783823800650036,7.4301634,ERBB4,ERBB4,0.28431372549019607,0.017992783355698372,Macrophage,Fibroblast,0.0011783543214286252,040I,IPF,cellchatdb
HBEGF,HBEGF,0.43,0.030133183606739777,7.4301634,ERBB4,ERBB4,0.28431372549019607,0.017992783355698372,Macrophage_Alveolar,Fibroblast,0.0010831851266201703,040I,IPF,cellchatdb
HBEGF,HBEGF,0.382,0.032783823800650036,7.4301634,ERBB4,ERBB4,0.2534246575342466,0.007116401212427237,Macrophage,Myofibroblast,0.00046638806756127383,040I,IPF,cellchatdb
HBEGF,HBEGF,0.43,0.030133183606739777,7.4301634,ERBB4,ERBB4,0.2534246575342466,0.007116401212427237,Macrophage_Alveolar,Myofibroblast,0.0004286957898068566,040I,IPF,cellchatdb
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,ACVR1B,ACVR1B_TGFBR2,0.1568627450980392,0.0,Macrophage,Fibroblast,0.0,040I,IPF,cellchatdb
IL1B,IL1B,0.202,0.0,7.4301634,IL1RAP,IL1R1_IL1RAP,0.21568627450980393,0.0,Macrophage,Fibroblast,0.0,040I,IPF,cellchatdb
CXCL12,CXCL12,0.5,0.05463235903354069,7.4301634,ACKR3,ACKR3,0.114,0.0,Fibroblast,Macrophage,0.0,040I,IPF,cellchatdb
HBEGF,HBEGF,0.43,0.030133183606739777,7.4301634,ERBB2,ERBB2_ERBB4,0.10784313725490197,0.0,Macrophage_Alveolar,Fibroblast,0.0,040I,IPF,cellchatdb
HBEGF,HBEGF,0.43,0.030133183606739777,7.4301634,ERBB2,EGFR_ERBB2,0.10784313725490197,0.0,Macrophage_Alveolar,Fibroblast,0.0,040I,IPF,cellchatdb
HBEGF,HBEGF,0.382,0.032783823800650036,7.4301634,ERBB2,ERBB2_ERBB4,0.10784313725490197,0.0,Macrophage,Fibroblast,0.0,040I,IPF,cellchatdb
IL1A,IL1A,0.196,0.0,7.4301634,IL1RAP,IL1R1_IL1RAP,0.21568627450980393,0.0,Macrophage_Alveolar,Fibroblast,0.0,040I,IPF,cellchatdb
