ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,LPP,LPP,0.9335664335664335,0.2939093769602925,Macrophage,Myofibroblast,0.06042971067910619,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,LPP,LPP,0.875,0.2196269002687652,Macrophage,Fibroblast,0.045857116742127425,021I,IPF,consensus
TGFB1,TGFB1,0.6857142857142857,0.08100841256356173,7.628681,LPP,LPP,0.9335664335664335,0.2939093769602925,Macrophage_Alveolar,Myofibroblast,0.04545383157264195,021I,IPF,consensus
TGFB1,TGFB1,0.6857142857142857,0.08100841256356173,7.628681,LPP,LPP,0.875,0.2196269002687652,Macrophage_Alveolar,Fibroblast,0.034360591471272926,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,CAV1,CAV1,0.7237762237762237,0.16108584154645111,Macrophage,Myofibroblast,0.03405020436271717,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,EGFR,EGFR,0.775,0.15513898148897587,Macrophage,Fibroblast,0.03283443583601124,021I,IPF,consensus
VEGFA,VEGFA,0.5083333333333333,0.06161098557158651,7.628681,CD44,CD44,0.928,0.25198678603126234,Fibroblast,Macrophage,0.030115221557594486,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,TGFBR3,TGFBR3,0.7166666666666667,0.13165267489977728,Macrophage,Fibroblast,0.02800286519876816,021I,IPF,consensus
TGFB1,TGFB1,0.6857142857142857,0.08100841256356173,7.628681,CAV1,CAV1,0.7237762237762237,0.16108584154645111,Macrophage_Alveolar,Myofibroblast,0.025434803436583154,021I,IPF,consensus
TGFB1,TGFB1,0.6857142857142857,0.08100841256356173,7.628681,EGFR,EGFR,0.775,0.15513898148897587,Macrophage_Alveolar,Fibroblast,0.024518841092831242,021I,IPF,consensus
VEGFA,VEGFA,0.5083333333333333,0.06161098557158651,7.628681,CD44,CD44,0.9095238095238095,0.2035127491870674,Fibroblast,Macrophage_Alveolar,0.024463758512516476,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,ITGB1,ITGB1,0.6538461538461539,0.1026195652108779,Macrophage,Myofibroblast,0.02196307869788837,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,CAV1,CAV1,0.6,0.1002627519505137,Macrophage,Fibroblast,0.021469492973509408,021I,IPF,consensus
TGFB1,TGFB1,0.6857142857142857,0.08100841256356173,7.628681,TGFBR3,TGFBR3,0.7166666666666667,0.13165267489977728,Macrophage_Alveolar,Fibroblast,0.02088448345221771,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,SDC2,SDC2,0.5583333333333333,0.08499705329095164,Macrophage,Fibroblast,0.0182603046433552,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,VASN,VASN,0.5666666666666667,0.08398742368083312,Macrophage,Fibroblast,0.018047315832112516,021I,IPF,consensus
VEGFA,VEGFA,0.414,0.03305315179148183,7.628681,CD44,CD44,0.9055944055944056,0.26769794921692514,Macrophage,Myofibroblast,0.017388800608693564,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,EGFR,EGFR,0.5454545454545454,0.08003470623604869,Macrophage,Myofibroblast,0.017212571032092547,021I,IPF,consensus
VEGFA,VEGFA,0.414,0.03305315179148183,7.628681,CD44,CD44,0.9,0.25938120827031996,Macrophage,Fibroblast,0.016857678782279832,021I,IPF,consensus
TGFB1,TGFB1,0.686,0.10941523612245874,7.628681,ITGB1,ITGB1,0.5916666666666667,0.07795327909044136,Macrophage,Fibroblast,0.016772439333170023,021I,IPF,consensus
TGFB1,TGFB1,0.6857142857142857,0.08100841256356173,7.628681,ITGB1,ITGB1,0.6538461538461539,0.1026195652108779,Macrophage_Alveolar,Myofibroblast,0.016354189818983702,021I,IPF,consensus
TGFB1,TGFB1,0.6857142857142857,0.08100841256356173,7.628681,CAV1,CAV1,0.6,0.1002627519505137,Macrophage_Alveolar,Fibroblast,0.01598459494907883,021I,IPF,consensus
HBEGF,HBEGF,0.364,0.02585594038489969,7.628681,CD44,CD44,0.9055944055944056,0.26769794921692514,Macrophage,Myofibroblast,0.013654147818788046,021I,IPF,consensus
HBEGF,HBEGF,0.4666666666666667,0.02584924737593619,7.628681,CD44,CD44,0.9055944055944056,0.26769794921692514,Macrophage_Alveolar,Myofibroblast,0.013650661585650434,021I,IPF,consensus
TGFB1,TGFB1,0.6857142857142857,0.08100841256356173,7.628681,SDC2,SDC2,0.5583333333333333,0.08499705329095164,Macrophage_Alveolar,Fibroblast,0.013583889617690671,021I,IPF,consensus
