ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.764,0.23295496692960943,7.602175,EGFR,EGFR,0.6944444444444444,0.1303038703832402,Macrophage,Fibroblast,0.05723513043901131,135I,IPF,cellchatdb
AREG,AREG,0.5759312320916905,0.08256047487629159,7.602175,EGFR,EGFR,0.6944444444444444,0.1303038703832402,Macrophage_Alveolar,Fibroblast,0.021062715576600183,135I,IPF,cellchatdb
HBEGF,HBEGF,0.6103151862464183,0.07245514890123639,7.602175,EGFR,EGFR,0.6944444444444444,0.1303038703832402,Macrophage_Alveolar,Fibroblast,0.018532436293618348,135I,IPF,cellchatdb
HBEGF,HBEGF,0.512,0.06839334127795471,7.602175,EGFR,EGFR,0.6944444444444444,0.1303038703832402,Macrophage,Fibroblast,0.017511708368211847,135I,IPF,cellchatdb
CXCL12,CXCL12,0.4444444444444444,0.040121599887527504,7.602175,CXCR4,CXCR4,0.608,0.10858864258489265,Fibroblast,Macrophage,0.008638230913961344,135I,IPF,cellchatdb
CXCL12,CXCL12,0.4444444444444444,0.040121599887527504,7.602175,CXCR4,CXCR4,0.5472779369627507,0.07165963890363303,Fibroblast,Macrophage_Alveolar,0.0057173229770858475,135I,IPF,cellchatdb
HBEGF,HBEGF,0.6103151862464183,0.07245514890123639,7.602175,ERBB4,ERBB4,0.2777777777777778,0.016811423527335723,Macrophage_Alveolar,Fibroblast,0.002430227993815664,135I,IPF,cellchatdb
HBEGF,HBEGF,0.512,0.06839334127795471,7.602175,ERBB4,ERBB4,0.2777777777777778,0.016811423527335723,Macrophage,Fibroblast,0.0022943029228620336,135I,IPF,cellchatdb
TGFB1,TGFB1,0.716,0.12929769767635302,7.602175,ACVR1,ACVR1_TGFBR1_TGFBR2,0.1388888888888889,0.0,Macrophage,Fibroblast,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.716,0.12929769767635302,7.602175,ACVR1B,ACVR1B_TGFBR2,0.20833333333333334,0.0,Macrophage,Fibroblast,0.0,135I,IPF,cellchatdb
IL1B,IL1B,0.178,0.0,7.602175,IL1RAP,IL1R1_IL1RAP,0.18055555555555555,0.0,Macrophage,Fibroblast,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.716,0.12929769767635302,7.602175,TGFBR1,TGFBR1_TGFBR2,0.18055555555555555,0.0,Macrophage,Fibroblast,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.6561604584527221,0.07946418221087459,7.602175,TGFBR1,TGFBR1_TGFBR2,0.18055555555555555,0.0,Macrophage_Alveolar,Fibroblast,0.0,135I,IPF,cellchatdb
IL1B,IL1B,0.3438395415472779,0.019885752579772875,7.602175,IL1RAP,IL1R1_IL1RAP,0.18055555555555555,0.0,Macrophage_Alveolar,Fibroblast,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.6561604584527221,0.07946418221087459,7.602175,ACVR1,ACVR1_TGFBR1_TGFBR2,0.1388888888888889,0.0,Macrophage_Alveolar,Fibroblast,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.6561604584527221,0.07946418221087459,7.602175,ACVR1B,ACVR1B_TGFBR2,0.20833333333333334,0.0,Macrophage_Alveolar,Fibroblast,0.0,135I,IPF,cellchatdb
VEGFA,VEGFA,0.3055555555555556,0.02785406130143625,7.602175,FLT1,FLT1,0.148,0.0,Fibroblast,Macrophage,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.2361111111111111,0.0,7.602175,TGFBR1,TGFBR1_TGFBR2,0.228,0.0,Fibroblast,Macrophage,0.0,135I,IPF,cellchatdb
FGF7,FGF7,0.4583333333333333,0.04035218229667592,7.602175,FGFR1,FGFR1,0.1,0.0,Fibroblast,Macrophage,0.0,135I,IPF,cellchatdb
CXCL12,CXCL12,0.4444444444444444,0.040121599887527504,7.602175,ACKR3,ACKR3,0.124,0.0,Fibroblast,Macrophage,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.2361111111111111,0.0,7.602175,ACVR1B,ACVR1B_TGFBR2,0.156,0.0,Fibroblast,Macrophage,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.2361111111111111,0.0,7.602175,ACVR1,ACVR1_TGFBR1_TGFBR2,0.12,0.0,Fibroblast,Macrophage,0.0,135I,IPF,cellchatdb
CXCL12,CXCL12,0.4444444444444444,0.040121599887527504,7.602175,ACKR3,ACKR3,0.19197707736389685,0.0,Fibroblast,Macrophage_Alveolar,0.0,135I,IPF,cellchatdb
VEGFA,VEGFA,0.3055555555555556,0.02785406130143625,7.602175,FLT1,FLT1,0.12607449856733524,0.0,Fibroblast,Macrophage_Alveolar,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.2361111111111111,0.0,7.602175,TGFBR1,TGFBR1_TGFBR2,0.2693409742120344,0.013582929228743601,Fibroblast,Macrophage_Alveolar,0.0,135I,IPF,cellchatdb
FGF7,FGF7,0.4583333333333333,0.04035218229667592,7.602175,FGFR1,FGFR1,0.13753581661891118,0.0,Fibroblast,Macrophage_Alveolar,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.2361111111111111,0.0,7.602175,ACVR1B,ACVR1B_TGFBR2,0.1833810888252149,0.0,Fibroblast,Macrophage_Alveolar,0.0,135I,IPF,cellchatdb
TGFB1,TGFB1,0.2361111111111111,0.0,7.602175,ACVR1,ACVR1_TGFBR1_TGFBR2,0.14040114613180515,0.0,Fibroblast,Macrophage_Alveolar,0.0,135I,IPF,cellchatdb
