ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
HBEGF,HBEGF,0.4371584699453552,0.03395917761013345,8.310406,EGFR,EGFR,0.5454545454545454,0.06858654913753492,Macrophage_Alveolar,Fibroblast,0.004636686597212385,228I,IPF,cellchatdb
HBEGF,HBEGF,0.36,0.03163338392004805,8.310406,EGFR,EGFR,0.5454545454545454,0.06858654913753492,Macrophage,Fibroblast,0.004320501548001015,228I,IPF,cellchatdb
CXCL12,CXCL12,0.5636363636363636,0.0944183414732811,8.310406,CXCR4,CXCR4,0.278,0.01935098526461701,Fibroblast,Macrophage,0.003640871484397235,228I,IPF,cellchatdb
CXCL12,CXCL12,0.6,0.09354275180328653,8.310406,CXCR4,CXCR4,0.278,0.01935098526461701,Myofibroblast,Macrophage,0.003607229610471608,228I,IPF,cellchatdb
FGF7,FGF7,0.8,0.19103697320329727,8.310406,FGFR1,FGFR1,0.2568306010928962,0.0068285598472386105,Fibroblast,Macrophage_Alveolar,0.0026022255640747575,228I,IPF,cellchatdb
FGF7,FGF7,0.7513513513513513,0.1579653020242583,8.310406,FGFR1,FGFR1,0.2568306010928962,0.0068285598472386105,Myofibroblast,Macrophage_Alveolar,0.0021527068928711597,228I,IPF,cellchatdb
TGFB1,TGFB1,0.5573770491803278,0.07018024290313274,8.310406,TGFBR1,ACVR1_TGFBR1_TGFBR2,0.3081081081081081,0.011244535458693805,Macrophage_Alveolar,Myofibroblast,0.0015758013904987192,228I,IPF,cellchatdb
TGFB1,TGFB1,0.5573770491803278,0.07018024290313274,8.310406,TGFBR1,TGFBR1_TGFBR2,0.3081081081081081,0.011244535458693805,Macrophage_Alveolar,Myofibroblast,0.0015758013904987192,228I,IPF,cellchatdb
HBEGF,HBEGF,0.4371584699453552,0.03395917761013345,8.310406,EGFR,EGFR,0.41081081081081083,0.02219769660520965,Macrophage_Alveolar,Myofibroblast,0.001505361513355712,228I,IPF,cellchatdb
HBEGF,HBEGF,0.36,0.03163338392004805,8.310406,EGFR,EGFR,0.41081081081081083,0.02219769660520965,Macrophage,Myofibroblast,0.0014024070102332496,228I,IPF,cellchatdb
TGFB1,TGFB1,0.484,0.039540367388949504,8.310406,TGFBR1,ACVR1_TGFBR1_TGFBR2,0.3081081081081081,0.011244535458693805,Macrophage,Myofibroblast,0.0008884361057128891,228I,IPF,cellchatdb
TGFB1,TGFB1,0.484,0.039540367388949504,8.310406,TGFBR1,TGFBR1_TGFBR2,0.3081081081081081,0.011244535458693805,Macrophage,Myofibroblast,0.0008884361057128891,228I,IPF,cellchatdb
HBEGF,HBEGF,0.36,0.03163338392004805,8.310406,ERBB4,ERBB4,0.16363636363636364,0.0,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
IL1B,IL1B,0.206,0.0,8.310406,IL1RAP,IL1R1_IL1RAP,0.2727272727272727,0.00898117028393114,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
IL1B,IL1B,0.18032786885245902,0.0,8.310406,IL1RAP,IL1R1_IL1RAP,0.2727272727272727,0.00898117028393114,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
HBEGF,HBEGF,0.4371584699453552,0.03395917761013345,8.310406,ERBB4,ERBB4,0.16363636363636364,0.0,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.5573770491803278,0.07018024290313274,8.310406,TGFBR1,ACVR1_TGFBR1_TGFBR2,0.2,0.0,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.5573770491803278,0.07018024290313274,8.310406,TGFBR1,TGFBR1_TGFBR2,0.2,0.0,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
AREG,AREG,0.1366120218579235,0.0,8.310406,ERBB2,EGFR_ERBB2,0.10909090909090909,0.0,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
HBEGF,HBEGF,0.4371584699453552,0.03395917761013345,8.310406,ERBB2,EGFR_ERBB2,0.10909090909090909,0.0,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
HBEGF,HBEGF,0.4371584699453552,0.03395917761013345,8.310406,ERBB2,ERBB2_ERBB4,0.10909090909090909,0.0,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.5573770491803278,0.07018024290313274,8.310406,ACVR1B,ACVR1B_TGFBR2,0.21818181818181817,0.0,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.484,0.039540367388949504,8.310406,ACVR1B,ACVR1B_TGFBR2,0.21818181818181817,0.0,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.484,0.039540367388949504,8.310406,TGFBR1,ACVR1_TGFBR1_TGFBR2,0.2,0.0,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
HBEGF,HBEGF,0.36,0.03163338392004805,8.310406,ERBB2,EGFR_ERBB2,0.10909090909090909,0.0,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
AREG,AREG,0.224,0.0,8.310406,ERBB2,EGFR_ERBB2,0.10909090909090909,0.0,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
HBEGF,HBEGF,0.36,0.03163338392004805,8.310406,ERBB2,ERBB2_ERBB4,0.10909090909090909,0.0,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
AREG,AREG,0.1366120218579235,0.0,8.310406,EGFR,EGFR,0.5454545454545454,0.06858654913753492,Macrophage_Alveolar,Fibroblast,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.484,0.039540367388949504,8.310406,TGFBR1,TGFBR1_TGFBR2,0.2,0.0,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
AREG,AREG,0.224,0.0,8.310406,EGFR,EGFR,0.5454545454545454,0.06858654913753492,Macrophage,Fibroblast,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.3675675675675676,0.0197513340178177,8.310406,ACVR1B,ACVR1B_TGFBR2,0.11,0.0,Myofibroblast,Macrophage,0.0,228I,IPF,cellchatdb
FGF7,FGF7,0.7513513513513513,0.1579653020242583,8.310406,FGFR1,FGFR1,0.198,0.0,Myofibroblast,Macrophage,0.0,228I,IPF,cellchatdb
FGF10,FGF10,0.12432432432432433,0.0,8.310406,FGFR1,FGFR1,0.198,0.0,Myofibroblast,Macrophage,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.3675675675675676,0.0197513340178177,8.310406,TGFBR1,TGFBR1_TGFBR2,0.162,0.0,Myofibroblast,Macrophage,0.0,228I,IPF,cellchatdb
TGFB1,TGFB1,0.2909090909090909,0.011788989429602437,8.310406,ACVR1,ACVR1_TGFBR1_TGFBR2,0.128,0.0,Fibroblast,Macrophage,0.0,228I,IPF,cellchatdb
