ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
HBEGF,HBEGF,0.642,0.07880782520437846,8.053527,CD9,CD9,0.948,0.21768459672688434,Macrophage_Alveolar,ATII,0.03317233975715558,133C,control,consensus
HBEGF,HBEGF,0.642,0.07880782520437846,8.053527,CD44,CD44,0.934,0.19888981577590004,Macrophage_Alveolar,ATII,0.030395310976143456,133C,control,consensus
HBEGF,HBEGF,0.46,0.03704941766096459,8.053527,CD9,CD9,0.948,0.21768459672688434,Macrophage,ATII,0.015874122706411004,133C,control,consensus
TGFB1,TGFB1,0.562,0.0580019664107122,8.053527,LPP,LPP,0.81,0.13868921336961149,Macrophage_Alveolar,ATII,0.015833752948455068,133C,control,consensus
HBEGF,HBEGF,0.46,0.03704941766096459,8.053527,CD44,CD44,0.934,0.19888981577590004,Macrophage,ATII,0.014523464100378341,133C,control,consensus
VEGFA,VEGFA,0.316,0.026592321516942352,8.053527,CD44,CD44,0.934,0.19888981577590004,Macrophage,ATII,0.010467163416207173,133C,control,consensus
TGFB1,TGFB1,0.498,0.037372656228991774,8.053527,LPP,LPP,0.81,0.13868921336961149,Macrophage,ATII,0.010260009547182466,133C,control,consensus
TGFB1,TGFB1,0.562,0.0580019664107122,8.053527,EGFR,EGFR,0.604,0.0730904250201656,Macrophage_Alveolar,ATII,0.008407491510351825,133C,control,consensus
TGFB1,TGFB1,0.498,0.037372656228991774,8.053527,EGFR,EGFR,0.604,0.0730904250201656,Macrophage,ATII,0.005433482634664425,133C,control,consensus
VEGFA,VEGFA,0.316,0.026592321516942352,8.053527,EGFR,EGFR,0.604,0.0730904250201656,Macrophage,ATII,0.0038722356680123563,133C,control,consensus
CXCL2,CXCL2,0.874,0.20137545983260063,8.053527,DPP4,DPP4,0.26,0.008836607219202486,Macrophage_Alveolar,ATII,0.003546330465470949,133C,control,consensus
CXCL2,CXCL2,0.776,0.1895290859939871,8.053527,DPP4,DPP4,0.26,0.008836607219202486,Macrophage,ATII,0.003338405894166537,133C,control,consensus
TGFB1,TGFB1,0.562,0.0580019664107122,8.053527,ITGB1,ITGB1,0.466,0.024886703043266567,Macrophage_Alveolar,ATII,0.002878644908434208,133C,control,consensus
IL1B,IL1B,0.684,0.11740181471210764,8.053527,ADRB2,ADRB2,0.268,0.012123293559612669,Macrophage_Alveolar,ATII,0.002838513235533503,133C,control,consensus
TGFB1,TGFB1,0.562,0.0580019664107122,8.053527,ITGAV,ITGAV_ITGB6,0.426,0.023704090265925015,Macrophage_Alveolar,ATII,0.0027422272070156883,133C,control,consensus
TGFB1,TGFB1,0.562,0.0580019664107122,8.053527,SDC2,SDC2,0.354,0.01772887550608626,Macrophage_Alveolar,ATII,0.0020523982813252318,133C,control,consensus
TGFB1,TGFB1,0.498,0.037372656228991774,8.053527,ITGB1,ITGB1,0.466,0.024886703043266567,Macrophage,ATII,0.0018567106080530573,133C,control,consensus
TGFB1,TGFB1,0.498,0.037372656228991774,8.053527,ITGAV,ITGAV_ITGB6,0.426,0.023704090265925015,Macrophage,ATII,0.0017686360178697086,133C,control,consensus
TGFB1,TGFB1,0.562,0.0580019664107122,8.053527,CAV1,CAV1,0.268,0.012651710819307993,Macrophage_Alveolar,ATII,0.001465497377353589,133C,control,consensus
VEGFA,VEGFA,0.316,0.026592321516942352,8.053527,NRP2,NRP2,0.408,0.025193097258802588,Macrophage,ATII,0.0013380929927140986,133C,control,consensus
TGFB1,TGFB1,0.498,0.037372656228991774,8.053527,SDC2,SDC2,0.354,0.01772887550608626,Macrophage,ATII,0.00132339663972504,133C,control,consensus
VEGFA,VEGFA,0.316,0.026592321516942352,8.053527,ITGB1,ITGB1,0.466,0.024886703043266567,Macrophage,ATII,0.0013218408417745979,133C,control,consensus
AREG,AREG,0.43,0.045437171571382606,8.053527,ERBB3,ERBB3,0.306,0.014316695848577421,Macrophage,ATII,0.00129932987662778,133C,control,consensus
VEGFA,VEGFA,0.316,0.026592321516942352,8.053527,ITGAV,ITGAV,0.426,0.023704090265925015,Macrophage,ATII,0.001259106232093826,133C,control,consensus
