ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.732,0.22293088020618068,7.9036536,EGFR,EGFR,0.49624060150375937,0.036220073571437084,Macrophage,ATII,0.01589249553781909,226C,control,cellchatdb
HBEGF,HBEGF,0.332,0.03734092887300888,7.9036536,ERBB4,ERBB4,0.49624060150375937,0.04352054851464526,Macrophage,ATII,0.0032396658660612315,226C,control,cellchatdb
HBEGF,HBEGF,0.332,0.03734092887300888,7.9036536,EGFR,EGFR,0.49624060150375937,0.036220073571437084,Macrophage,ATII,0.002697685191098225,226C,control,cellchatdb
AREG,AREG,0.3466666666666667,0.0314457954977696,7.9036536,EGFR,EGFR,0.49624060150375937,0.036220073571437084,Macrophage_Alveolar,ATII,0.0022727608444704376,226C,control,cellchatdb
IL1B,IL1B,0.774,0.29475476078676577,7.9036536,IL1R2,IL1R2,0.12030075187969924,0.0,Macrophage,ATII,0.0,226C,control,cellchatdb
IL1A,IL1A,0.176,0.0,7.9036536,IL1RAP,IL1R1_IL1RAP,0.18796992481203006,0.0,Macrophage,ATII,0.0,226C,control,cellchatdb
TGFB1,TGFB1,0.442,0.04183570177758544,7.9036536,TGFBR1,TGFBR1_TGFBR2,0.15789473684210525,0.0,Macrophage,ATII,0.0,226C,control,cellchatdb
IL1B,IL1B,0.774,0.29475476078676577,7.9036536,IL1RAP,IL1R1_IL1RAP,0.18796992481203006,0.0,Macrophage,ATII,0.0,226C,control,cellchatdb
IL1A,IL1A,0.176,0.0,7.9036536,IL1R2,IL1R2,0.12030075187969924,0.0,Macrophage,ATII,0.0,226C,control,cellchatdb
TGFB1,TGFB1,0.442,0.04183570177758544,7.9036536,ACVR1B,ACVR1B_TGFBR2,0.12030075187969924,0.0,Macrophage,ATII,0.0,226C,control,cellchatdb
TGFB1,TGFB1,0.442,0.04183570177758544,7.9036536,ACVR1,ACVR1_TGFBR1_TGFBR2,0.18045112781954886,0.0,Macrophage,ATII,0.0,226C,control,cellchatdb
IL1B,IL1B,0.64,0.13594115144986674,7.9036536,IL1R2,IL1R2,0.12030075187969924,0.0,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
HBEGF,HBEGF,0.2088888888888889,0.0,7.9036536,EGFR,EGFR,0.49624060150375937,0.036220073571437084,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
HBEGF,HBEGF,0.2088888888888889,0.0,7.9036536,ERBB4,ERBB4,0.49624060150375937,0.04352054851464526,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
IL1A,IL1A,0.3377777777777778,0.02951629147657675,7.9036536,IL1RAP,IL1R1_IL1RAP,0.18796992481203006,0.0,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
IL1B,IL1B,0.64,0.13594115144986674,7.9036536,IL1RAP,IL1R1_IL1RAP,0.18796992481203006,0.0,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
TGFB1,TGFB1,0.5511111111111111,0.09453921331640736,7.9036536,TGFBR1,TGFBR1_TGFBR2,0.15789473684210525,0.0,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
IL1A,IL1A,0.3377777777777778,0.02951629147657675,7.9036536,IL1R2,IL1R2,0.12030075187969924,0.0,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
TGFB1,TGFB1,0.5511111111111111,0.09453921331640736,7.9036536,ACVR1B,ACVR1B_TGFBR2,0.12030075187969924,0.0,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
TGFB1,TGFB1,0.5511111111111111,0.09453921331640736,7.9036536,ACVR1,ACVR1_TGFBR1_TGFBR2,0.18045112781954886,0.0,Macrophage_Alveolar,ATII,0.0,226C,control,cellchatdb
