ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.57,0.10390470310920819,7.6454406,EGFR,EGFR,0.75,0.12998342956044606,Macrophage,Fibroblast,0.02630133349901894,174I,IPF,cellchatdb
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,CXCR4,CXCR4,0.636,0.10716176500067576,Fibroblast,Macrophage,0.019963626830342158,174I,IPF,cellchatdb
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,CXCR4,CXCR4,0.52,0.0628761165544045,Fibroblast,Macrophage_Alveolar,0.011810904510662199,174I,IPF,cellchatdb
HBEGF,HBEGF,0.476,0.0357298397094965,7.6454406,EGFR,EGFR,0.75,0.12998342956044606,Macrophage,Fibroblast,0.00920309061605737,174I,IPF,cellchatdb
HBEGF,HBEGF,0.492,0.029625602392863826,7.6454406,EGFR,EGFR,0.75,0.12998342956044606,Macrophage_Alveolar,Fibroblast,0.007642812348345019,174I,IPF,cellchatdb
AREG,AREG,0.334,0.022697212682587065,7.6454406,EGFR,EGFR,0.75,0.12998342956044606,Macrophage_Alveolar,Fibroblast,0.005865911147709,174I,IPF,cellchatdb
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,ACKR3,ACKR3,0.446,0.027847148969520674,Fibroblast,Macrophage_Alveolar,0.005265568653771102,174I,IPF,cellchatdb
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,ACVR1B,ACVR1B_TGFBR2,0.2692307692307692,0.015968833464715004,Macrophage,Fibroblast,0.003763948002613547,174I,IPF,cellchatdb
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,ACVR1B,ACVR1B_TGFBR2,0.2692307692307692,0.015968833464715004,Macrophage_Alveolar,Fibroblast,0.002841317689706168,174I,IPF,cellchatdb
HBEGF,HBEGF,0.476,0.0357298397094965,7.6454406,ERBB4,ERBB4,0.38461538461538464,0.03772321757089259,Macrophage,Fibroblast,0.0026884418311055275,174I,IPF,cellchatdb
HBEGF,HBEGF,0.492,0.029625602392863826,7.6454406,ERBB4,ERBB4,0.38461538461538464,0.03772321757089259,Macrophage_Alveolar,Fibroblast,0.0022301613530423775,174I,IPF,cellchatdb
IL1B,IL1B,0.334,0.021184320850119676,7.6454406,IL1RAP,IL1R1_IL1RAP,0.25,0.0029665890705787845,Macrophage_Alveolar,Fibroblast,0.00012567455332468012,174I,IPF,cellchatdb
IL1A,IL1A,0.124,0.0,7.6454406,IL1RAP,IL1R1_IL1RAP,0.25,0.0029665890705787845,Macrophage_Alveolar,Fibroblast,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,ACVR1,ACVR1_TGFBR1_TGFBR2,0.11538461538461539,0.0,Macrophage,Fibroblast,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,TGFBR1,TGFBR1_TGFBR2,0.21153846153846154,0.0,Macrophage,Fibroblast,0.0,174I,IPF,cellchatdb
IL1B,IL1B,0.186,0.0,7.6454406,IL1RAP,IL1R1_IL1RAP,0.25,0.0029665890705787845,Macrophage,Fibroblast,0.0,174I,IPF,cellchatdb
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,ACKR3,ACKR3,0.144,0.0,Fibroblast,Macrophage,0.0,174I,IPF,cellchatdb
VEGFA,VEGFA,0.21153846153846154,0.0,7.6454406,FLT1,FLT1,0.148,0.0,Fibroblast,Macrophage,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,ACVR1,ACVR1_TGFBR1_TGFBR2,0.11538461538461539,0.0,Macrophage_Alveolar,Fibroblast,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,TGFBR1,TGFBR1_TGFBR2,0.21153846153846154,0.0,Macrophage_Alveolar,Fibroblast,0.0,174I,IPF,cellchatdb
FGF7,FGF7,0.46153846153846156,0.03574883199169321,7.6454406,FGFR1,FGFR1,0.102,0.0,Fibroblast,Macrophage,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.11538461538461539,0.0,7.6454406,TGFBR1,TGFBR1_TGFBR2,0.268,0.013254110911391948,Fibroblast,Macrophage,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.11538461538461539,0.0,7.6454406,ACVR1,ACVR1_TGFBR1_TGFBR2,0.12,0.0,Fibroblast,Macrophage,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.11538461538461539,0.0,7.6454406,ACVR1B,ACVR1B_TGFBR2,0.148,0.0,Fibroblast,Macrophage,0.0,174I,IPF,cellchatdb
VEGFA,VEGFA,0.21153846153846154,0.0,7.6454406,FLT1,FLT1,0.124,0.0,Fibroblast,Macrophage_Alveolar,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.11538461538461539,0.0,7.6454406,TGFBR1,TGFBR1_TGFBR2,0.202,0.0,Fibroblast,Macrophage_Alveolar,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.11538461538461539,0.0,7.6454406,ACVR1B,ACVR1B_TGFBR2,0.192,0.0,Fibroblast,Macrophage_Alveolar,0.0,174I,IPF,cellchatdb
TGFB1,TGFB1,0.11538461538461539,0.0,7.6454406,ACVR1,ACVR1_TGFBR1_TGFBR2,0.134,0.0,Fibroblast,Macrophage_Alveolar,0.0,174I,IPF,cellchatdb
