ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
TGFB1,TGFB1,0.58,0.07921939959815016,8.185754,LPP,LPP,0.7642276422764228,0.18335125923853202,Macrophage,ATII,0.02822987674257888,158I,IPF,consensus
TGFB1,TGFB1,0.544,0.05942806895895336,8.185754,LPP,LPP,0.7642276422764228,0.18335125923853202,Macrophage_Alveolar,ATII,0.021327641578095222,158I,IPF,consensus
HBEGF,HBEGF,0.314,0.02335001282247451,8.185754,CD9,CD9,0.7154471544715447,0.15563586216565528,Macrophage,ATII,0.007215753225801949,158I,IPF,consensus
HBEGF,HBEGF,0.344,0.019824726372868695,8.185754,CD9,CD9,0.7154471544715447,0.15563586216565528,Macrophage_Alveolar,ATII,0.006133030586549136,158I,IPF,consensus
HBEGF,HBEGF,0.314,0.02335001282247451,8.185754,CD44,CD44,0.6178861788617886,0.11435876811398926,Macrophage,ATII,0.005312187362101838,158I,IPF,consensus
TGFB1,TGFB1,0.58,0.07921939959815016,8.185754,EGFR,EGFR,0.4146341463414634,0.033180823556287375,Macrophage,ATII,0.0052296369600841105,158I,IPF,consensus
HBEGF,HBEGF,0.344,0.019824726372868695,8.185754,CD44,CD44,0.6178861788617886,0.11435876811398926,Macrophage_Alveolar,ATII,0.004513795836873781,158I,IPF,consensus
TGFB1,TGFB1,0.544,0.05942806895895336,8.185754,EGFR,EGFR,0.4146341463414634,0.033180823556287375,Macrophage_Alveolar,ATII,0.003928252516419167,158I,IPF,consensus
TGFB1,TGFB1,0.58,0.07921939959815016,8.185754,ITGB1,ITGB1,0.3089430894308943,0.02268404868342544,Macrophage,ATII,0.0035811626161362407,158I,IPF,consensus
TGFB1,TGFB1,0.544,0.05942806895895336,8.185754,ITGB1,ITGB1,0.3089430894308943,0.02268404868342544,Macrophage_Alveolar,ATII,0.002688888802449415,158I,IPF,consensus
CXCL2,CXCL2,0.436,0.04710671069972738,8.185754,DPP4,DPP4,0.34146341463414637,0.02608955976095584,Macrophage,ATII,0.002451959803329378,158I,IPF,consensus
CXCL2,CXCL2,0.43,0.036028441750322715,8.185754,DPP4,DPP4,0.34146341463414637,0.02608955976095584,Macrophage_Alveolar,ATII,0.001876404854057185,158I,IPF,consensus
TGFB1,TGFB1,0.58,0.07921939959815016,8.185754,ACVR1B,ACVR1B_TGFBR2,0.25203252032520324,0.005315801927941399,Macrophage,ATII,0.0008415205210107543,158I,IPF,consensus
TGFB1,TGFB1,0.544,0.05942806895895336,8.185754,ACVR1B,ACVR1B_TGFBR2,0.25203252032520324,0.005315801927941399,Macrophage_Alveolar,ATII,0.0006314167480851447,158I,IPF,consensus
TGFB1,TGFB1,0.58,0.07921939959815016,8.185754,ITGAV,ITGAV_ITGB6,0.23577235772357724,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
TGFB1,TGFB1,0.58,0.07921939959815016,8.185754,SDC2,SDC2,0.11382113821138211,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
TGFB1,TGFB1,0.58,0.07921939959815016,8.185754,ACVR1,ACVR1_TGFBR2,0.14634146341463414,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
VEGFA,VEGFA,0.156,0.0,8.185754,ITGA9,ITGA9,0.1951219512195122,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
VEGFA,VEGFA,0.156,0.0,8.185754,ITGB1,ITGB1,0.3089430894308943,0.02268404868342544,Macrophage,ATII,0.0,158I,IPF,consensus
VEGFA,VEGFA,0.156,0.0,8.185754,ITGAV,ITGAV,0.23577235772357724,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
VEGFA,VEGFA,0.156,0.0,8.185754,GPC1,GPC1,0.10569105691056911,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
VEGFA,VEGFA,0.156,0.0,8.185754,EGFR,EGFR,0.4146341463414634,0.033180823556287375,Macrophage,ATII,0.0,158I,IPF,consensus
AREG,AREG,0.446,0.044045915389375745,8.185754,ERBB3,ERBB3,0.14634146341463414,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
VEGFA,VEGFA,0.156,0.0,8.185754,NRP1,NRP1,0.12195121951219512,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
VEGFA,VEGFA,0.156,0.0,8.185754,NRP2,NRP2,0.25203252032520324,0.00579222655126993,Macrophage,ATII,0.0,158I,IPF,consensus
TGFB1,TGFB1,0.544,0.05942806895895336,8.185754,ACVR1,ACVR1_TGFBR2,0.14634146341463414,0.0,Macrophage_Alveolar,ATII,0.0,158I,IPF,consensus
TGFB1,TGFB1,0.58,0.07921939959815016,8.185754,CAV1,CAV1,0.14634146341463414,0.0,Macrophage,ATII,0.0,158I,IPF,consensus
VEGFA,VEGFA,0.156,0.0,8.185754,CD44,CD44,0.6178861788617886,0.11435876811398926,Macrophage,ATII,0.0,158I,IPF,consensus
TGFB1,TGFB1,0.544,0.05942806895895336,8.185754,ITGAV,ITGAV_ITGB6,0.23577235772357724,0.0,Macrophage_Alveolar,ATII,0.0,158I,IPF,consensus
AREG,AREG,0.336,0.019466280864211816,8.185754,ERBB3,ERBB3,0.14634146341463414,0.0,Macrophage_Alveolar,ATII,0.0,158I,IPF,consensus
IL1B,IL1B,0.214,0.0,8.185754,ADRB2,ADRB2,0.11382113821138211,0.0,Macrophage_Alveolar,ATII,0.0,158I,IPF,consensus
TGFB1,TGFB1,0.544,0.05942806895895336,8.185754,SDC2,SDC2,0.11382113821138211,0.0,Macrophage_Alveolar,ATII,0.0,158I,IPF,consensus
TGFB1,TGFB1,0.544,0.05942806895895336,8.185754,CAV1,CAV1,0.14634146341463414,0.0,Macrophage_Alveolar,ATII,0.0,158I,IPF,consensus
