gene,well,n_at2_nuclei,pct_detected,mean_count_in_positive
Axin2,wildtype_PBS,7284,7.509610104338275,1.193784277879342
Axin2,wildtype_SeV,7506,5.688782307487344,1.1967213114754098
Axin2,AP1mut_PBS,13568,4.392688679245283,1.0956375838926173
Axin2,AP1mut_SeV,10538,4.91554374644145,1.111969111969112
Il1r1,wildtype_PBS,7284,26.290499725425594,1.7566579634464752
Il1r1,wildtype_SeV,7506,29.816147082334133,1.9213583556747096
Il1r1,AP1mut_PBS,13568,19.28066037735849,1.5680428134556574
Il1r1,AP1mut_SeV,10538,25.612070601632187,1.7061874768432752
