well,n_at2_nuclei,both_pct,axin2_only_pct,il1r1_only_pct,neither_pct
wildtype_PBS,7284,3.14387699066447,4.365733113673806,23.14662273476112,69.3437671609006
wildtype_SeV,7506,2.3714361843858245,3.317346123101519,27.44471089794831,66.86650679456434
AP1mut_PBS,13568,1.0318396226415094,3.3608490566037736,18.24882075471698,77.35849056603773
AP1mut_SeV,10538,1.48984627063959,3.42569747580186,24.122224330992598,70.96223192256595
