well,seed,arm,atac_obs,atac_z,atac_clears,atac_detectable_floor_3sd,rna_obs,rna_z,rna_clears
wildtype_SeV,0,AT2_identity,-0.0022120938661597265,-1.1317338207272585,False,0.006588470426326759,-0.15287940935751893,-7.481333989784677,True
wildtype_SeV,0,transitional,0.009711729242979243,3.5411921593352953,True,0.008477471044835472,0.17013358744244048,9.334994726719465,True
wildtype_SeV,0,AT1,0.0032001201923076926,0.7169683990412759,False,0.008552763700989703,0.017456513647634845,0.6600884662363343,False
wildtype_SeV,7,AT2_identity,-0.0017854607341334496,-0.9749189938055735,False,0.007755293223697574,-0.14870702914907513,-4.62434946009786,True
wildtype_SeV,7,transitional,0.009534302503052504,3.743142689895517,True,0.007776210316373662,0.16659840798836514,9.550478618114601,True
wildtype_SeV,7,AT1,0.0028695913461538464,0.711927614703386,False,0.012782282788602394,0.01643105512597934,0.44059155878356543,False
wildtype_SeV,13,AT2_identity,0.0022928426238238066,0.6807777765192564,False,0.00759527425555232,-0.16732678641884355,-4.606671330627458,True
wildtype_SeV,13,transitional,0.011895699786324787,4.089576688272665,True,0.008217717388409939,0.17788660740783258,13.31772676718451,True
wildtype_SeV,13,AT1,0.003103966346153846,0.850118193847815,False,0.011173679596614021,0.018521665411929573,0.9193655662427047,False
wildtype_SeV,29,AT2_identity,-0.0025923723609375484,-0.8401819670497962,False,0.009509200476311382,-0.14633681717631677,-4.020587181063588,True
wildtype_SeV,29,transitional,0.006449605082417581,2.190747826233127,False,0.008582397516989098,0.1766223723770355,9.884896594630108,True
wildtype_SeV,29,AT1,-0.0009344951923076922,-0.16381196552216376,False,0.015531960106524034,0.015900756504679554,0.750913695263934,False
7wk_Cebpa_mutant,0,AT2_identity,-0.0020636987433862433,-1.498664324680306,False,0.004372072676538704,-0.05019448040080534,-2.961736657695005,False
7wk_Cebpa_mutant,0,transitional,0.0023834052851910005,1.0368401116516777,False,0.005578437918888672,0.05320650430888809,5.103875162487074,True
7wk_Cebpa_mutant,0,AT1,0.006112637362637362,1.7467341776795955,False,0.011700111643351984,0.021540988718843964,1.106622529271859,False
7wk_Cebpa_mutant,7,AT2_identity,-0.0010385664682539685,-0.6387360560052228,False,0.003943587005360574,-0.050334007695101796,-4.873712694972788,True
7wk_Cebpa_mutant,7,transitional,-0.002063505690737834,-1.0703074096345018,False,0.008146115814658274,0.05271366819873411,8.039368420965292,True
7wk_Cebpa_mutant,7,AT1,0.0016483516483516473,1.4703450880956068,False,0.006996434950559956,0.030825489661555194,2.50635999532562,False
7wk_Cebpa_mutant,13,AT2_identity,-0.0018869874338624342,-1.027827686551319,False,0.005155547185817303,-0.05362132740608478,-4.147260759852694,True
7wk_Cebpa_mutant,13,transitional,-0.0015829408686551547,-0.5854333907450233,False,0.008858615722544963,0.05131135092730149,6.385874360285314,True
7wk_Cebpa_mutant,13,AT1,0.00831330128205128,2.5661219749703212,False,0.00932162062259518,0.015658079813174693,0.7076862955515659,False
7wk_Cebpa_mutant,29,AT2_identity,-0.0006717096560846563,-0.4305381436650979,False,0.0036831846641879533,-0.041261120681016186,-3.616932413723138,True
7wk_Cebpa_mutant,29,transitional,0.0017922553636839356,0.8107158918820951,False,0.00765600412943982,0.05182047668491491,6.157564296046965,True
7wk_Cebpa_mutant,29,AT1,0.0051425137362637345,2.085912325780322,False,0.008261407683536294,0.025698076166475653,0.8327927259631203,False
SeV_Cebpa_mutant,0,AT2_identity,-0.002469151683335626,-1.8785864742423284,False,0.004457503893647938,-0.1256382546951756,-9.308112661354293,True
SeV_Cebpa_mutant,0,transitional,0.005147283272283272,4.224507587471441,True,0.0037971936013367373,0.11340318368664792,13.402064402391824,True
SeV_Cebpa_mutant,0,AT1,-0.0019631696428571424,-0.9619833306211271,False,0.007453560435634091,0.005193032813186571,0.6120370965313722,False
SeV_Cebpa_mutant,7,AT2_identity,-0.0028676119035044604,-1.7688387962984982,False,0.005249560740549056,-0.12676323244568244,-11.422433138557773,True
SeV_Cebpa_mutant,7,transitional,0.006234975961538464,3.3567840216851557,True,0.005095835442459401,0.11797412260823215,16.420147785015146,True
SeV_Cebpa_mutant,7,AT1,0.0020156250000000005,0.3888152151427385,False,0.00919689538340239,0.0072397747499703515,0.6782708740562061,False
SeV_Cebpa_mutant,13,AT2_identity,-0.002550891482840496,-1.8341890819344016,False,0.0041926801499173345,-0.12751954471480564,-9.327894448549127,True
SeV_Cebpa_mutant,13,transitional,0.0036971058455433463,1.9090003261684665,False,0.005092240857249447,0.11615344469080867,13.483849830020645,True
SeV_Cebpa_mutant,13,AT1,0.0023962053571428567,0.7620467197010502,False,0.010261515812775093,0.0074994006456802435,0.5635979325584242,False
SeV_Cebpa_mutant,29,AT2_identity,-0.0013650306329673484,-1.258501073562662,False,0.0044191259314087135,-0.12252815215577265,-8.760419292177824,True
SeV_Cebpa_mutant,29,transitional,0.004822716346153847,2.495415027441394,False,0.005157352300402739,0.11718440724104479,18.74078840604564,True
SeV_Cebpa_mutant,29,AT1,0.005081473214285713,1.500872772242991,False,0.009405241863023172,0.007442784721813214,0.821976871021153,False
