well,seed,arm,offset_kind,offset,observed,z,clears
wildtype_SeV,0,AT2_identity,median,0.0,-0.0022120938661597265,-1.1317338207272585,False
wildtype_SeV,0,AT2_identity,mean,0.0007947121476084891,-0.003006806013768215,-1.4935987588013122,False
wildtype_SeV,0,AT2_identity,trimmed,0.00010311081195227537,-0.002315204678112002,-1.1786843898033175,False
wildtype_SeV,0,transitional,median,0.0,0.009711729242979243,3.5411921593352953,True
wildtype_SeV,0,transitional,mean,0.0007947121476084891,0.008917017095370754,3.259960123246196,True
wildtype_SeV,0,transitional,trimmed,0.00010311081195227537,0.009608618431026969,3.504703395856089,True
wildtype_SeV,0,AT1,median,0.0,0.0032001201923076926,0.7169683990412759,False
wildtype_SeV,0,AT1,mean,0.0007947121476084891,0.002405408044699203,0.4382121366006822,False
wildtype_SeV,0,AT1,trimmed,0.00010311081195227537,0.0030970093803554164,0.6808008575691511,False
wildtype_SeV,7,AT2_identity,median,0.0,-0.0017854607341334496,-0.9749189938055735,False
wildtype_SeV,7,AT2_identity,mean,0.0008306936965473551,-0.0026161544306808047,-1.296258370378351,False
wildtype_SeV,7,AT2_identity,trimmed,0.0001691017316017316,-0.001954562465735181,-1.040333051040062,False
wildtype_SeV,7,transitional,median,0.0,0.009534302503052504,3.743142689895517,True
wildtype_SeV,7,transitional,mean,0.0008306936965473551,0.008703608806505149,3.422667678514367,True
wildtype_SeV,7,transitional,trimmed,0.0001691017316017316,0.009365200771450772,3.677904588794135,True
wildtype_SeV,7,AT1,median,0.0,0.0028695913461538464,0.711927614703386,False
wildtype_SeV,7,AT1,mean,0.0008306936965473551,0.0020388976496064914,0.51696391918382,False
wildtype_SeV,7,AT1,trimmed,0.0001691017316017316,0.0027004896145521144,0.6722394617188857,False
wildtype_SeV,13,AT2_identity,median,0.0,0.0022928426238238066,0.6807777765192564,False
wildtype_SeV,13,AT2_identity,mean,0.0009163664079822616,0.0013764762158415451,0.3188291316843277,False
wildtype_SeV,13,AT2_identity,trimmed,0.0002023721535916658,0.0020904704702321406,0.6008443283845585,False
wildtype_SeV,13,transitional,median,0.0,0.011895699786324787,4.089576688272665,True
wildtype_SeV,13,transitional,mean,0.0009163664079822616,0.010979333378342527,3.7550434968752526,True
wildtype_SeV,13,transitional,trimmed,0.0002023721535916658,0.011693327632733121,4.01569772260864,True
wildtype_SeV,13,AT1,median,0.0,0.003103966346153846,0.850118193847815,False
wildtype_SeV,13,AT1,mean,0.0009163664079822616,0.0021875999381715853,0.6040847184669881,False
wildtype_SeV,13,AT1,trimmed,0.0002023721535916658,0.0029015941925621806,0.7957836789258932,False
wildtype_SeV,29,AT2_identity,median,0.0,-0.0025923723609375484,-0.8401819670497962,False
wildtype_SeV,29,AT2_identity,mean,0.0008882295296167248,-0.003480601890554274,-1.1204041156403377,False
wildtype_SeV,29,AT2_identity,trimmed,0.00019406829620244255,-0.0027864406571399916,-0.901407397101216,False
wildtype_SeV,29,transitional,median,0.0,0.006449605082417581,2.190747826233127,False
wildtype_SeV,29,transitional,mean,0.0008882295296167248,0.005561375552800857,1.880264819174161,False
wildtype_SeV,29,transitional,trimmed,0.00019406829620244255,0.00625553678621514,2.122910734388472,False
wildtype_SeV,29,AT1,median,0.0,-0.0009344951923076922,-0.16381196552216376,False
wildtype_SeV,29,AT1,mean,0.0008882295296167248,-0.0018227247219244178,-0.3353736081335752,False
wildtype_SeV,29,AT1,trimmed,0.00019406829620244255,-0.0011285634885101353,-0.2012962807415146,False
7wk_Cebpa_mutant,0,AT2_identity,median,0.0,-0.0020636987433862433,-1.498664324680306,False
7wk_Cebpa_mutant,0,AT2_identity,mean,0.0003361737824399333,-0.002399872525826177,-1.7293378340050023,False
7wk_Cebpa_mutant,0,AT2_identity,trimmed,1.203631809489422e-05,-0.0020757350614811374,-1.5069233260638943,False
7wk_Cebpa_mutant,0,transitional,median,0.0,0.0023834052851910005,1.0368401116516777,False
7wk_Cebpa_mutant,0,transitional,mean,0.0003361737824399333,0.002047231502751067,0.8560509082969298,False
7wk_Cebpa_mutant,0,transitional,trimmed,1.203631809489422e-05,0.0023713689670961063,1.0303671608346725,False
7wk_Cebpa_mutant,0,AT1,median,0.0,0.006112637362637362,1.7467341776795955,False
7wk_Cebpa_mutant,0,AT1,mean,0.0003361737824399333,0.005776463580197429,1.6605365944374868,False
7wk_Cebpa_mutant,0,AT1,trimmed,1.203631809489422e-05,0.0061006010445424684,1.7436479717197406,False
7wk_Cebpa_mutant,7,AT2_identity,median,0.0,-0.0010385664682539685,-0.6387360560052228,False
7wk_Cebpa_mutant,7,AT2_identity,mean,0.0004207993956910141,-0.0014593658639449826,-0.9588502528917239,False
7wk_Cebpa_mutant,7,AT2_identity,trimmed,9.215066465008485e-05,-0.0011307171329040533,-0.7088377156299424,False
7wk_Cebpa_mutant,7,transitional,median,0.0,-0.002063505690737834,-1.0703074096345018,False
7wk_Cebpa_mutant,7,transitional,mean,0.0004207993956910141,-0.002484305086428848,-1.2252767491081022,False
7wk_Cebpa_mutant,7,transitional,trimmed,9.215066465008485e-05,-0.002155656355387919,-1.104244073467933,False
7wk_Cebpa_mutant,7,AT1,median,0.0,0.0016483516483516473,1.4703450880956068,False
7wk_Cebpa_mutant,7,AT1,mean,0.0004207993956910141,0.0012275522526606331,1.2899105959587212,False
7wk_Cebpa_mutant,7,AT1,trimmed,9.215066465008485e-05,0.0015562009837015625,1.4308318222818326,False
7wk_Cebpa_mutant,13,AT2_identity,median,0.0,-0.0018869874338624342,-1.027827686551319,False
7wk_Cebpa_mutant,13,AT2_identity,mean,0.00037417423616845574,-0.0022611616700308895,-1.2455587377951869,False
7wk_Cebpa_mutant,13,AT2_identity,trimmed,4.231877444829187e-05,-0.001929306208310726,-1.0524528754535032,False
7wk_Cebpa_mutant,13,transitional,median,0.0,-0.0015829408686551547,-0.5854333907450233,False
7wk_Cebpa_mutant,13,transitional,mean,0.00037417423616845574,-0.0019571151048236105,-0.7121487539194947,False
7wk_Cebpa_mutant,13,transitional,trimmed,4.231877444829187e-05,-0.0016252596431034466,-0.5997647860014825,False
