cohort,donor,disease,celltype,n_cells,det_AREG,det_HBEGF,det_EREG,det_EGF,det_EGFR,det_TGFA,det_BTC,det_EPGN,evaluable
E2_GSE136831,025I,IPF,cDC2,81,0.8765,0.5679,0.3704,0.0,0.0,0.1111,0.0,0.037,True
E2_GSE136831,025I,IPF,cMonocyte,29,0.7586,0.3103,0.7241,0.0,0.0,0.0345,0.0,0.0,True
E2_GSE136831,025I,IPF,ncMonocyte,21,0.4762,0.2381,0.381,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,025I,IPF,pDC,6,1.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,ATI,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,False
E2_GSE136831,034C,Control,ATII,2,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,B,29,0.1724,0.0,0.1034,0.0,0.0,0.0345,0.0,0.0,True
E2_GSE136831,034C,Control,Ciliated,9,0.1111,0.0,0.1111,0.0,0.4444,0.2222,0.3333,0.0,False
E2_GSE136831,034C,Control,Fibroblast,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,Lymphatic,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,Macrophage,481,0.2723,0.316,0.8815,0.0062,0.0042,0.0437,0.0062,0.0561,True
E2_GSE136831,034C,Control,Macrophage_Alveolar,120,0.15,0.4583,0.6167,0.0083,0.0083,0.125,0.0,0.0,True
E2_GSE136831,034C,Control,Multiplet,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,NK,6,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,PNEC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,Pericyte,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
E2_GSE136831,034C,Control,T,16,0.125,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,T_Cytotoxic,6,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,VE_Arterial,3,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,VE_Peribronchial,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,cDC1,3,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034C,Control,cDC2,3,1.0,0.0,0.6667,0.0,0.0,0.3333,0.0,0.0,False
E2_GSE136831,034C,Control,cMonocyte,11,0.0909,0.1818,1.0,0.0,0.0,0.0,0.0,0.0909,False
E2_GSE136831,034C,Control,ncMonocyte,4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,ATI,4,0.25,0.0,0.25,0.25,0.75,0.25,0.25,0.0,False
E2_GSE136831,034I,IPF,ATII,19,0.6316,0.1579,0.1579,0.1579,0.5789,0.1053,0.2105,0.0,False
E2_GSE136831,034I,IPF,Aberrant_Basaloid,5,0.4,0.2,0.0,0.2,0.6,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,B,43,0.186,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,034I,IPF,B_Plasma,10,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,Basal,523,0.3308,0.2333,0.1644,0.0038,0.6673,0.1166,0.0382,0.0306,True
E2_GSE136831,034I,IPF,Ciliated,70,0.1429,0.0429,0.0286,0.0429,0.3286,0.1429,0.1143,0.0,True
E2_GSE136831,034I,IPF,Club,131,0.3359,0.145,0.2061,0.0611,0.4733,0.1374,0.0458,0.0,True
E2_GSE136831,034I,IPF,DC_Langerhans,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,DC_Mature,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,Fibroblast,38,0.0789,0.0789,0.0263,0.0,0.5789,0.0,0.0,0.0,True
E2_GSE136831,034I,IPF,Goblet,37,0.2973,0.1351,0.2162,0.0541,0.4595,0.1892,0.0541,0.0,True
E2_GSE136831,034I,IPF,ILC_A,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,ILC_B,5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,Lymphatic,82,0.0122,0.0122,0.0,0.0,0.0366,0.0488,0.0,0.0,True
E2_GSE136831,034I,IPF,Macrophage,1656,0.5024,0.3297,0.3829,0.003,0.0157,0.0254,0.0012,0.0036,True
E2_GSE136831,034I,IPF,Macrophage_Alveolar,21,0.2381,0.5238,0.2857,0.0,0.0952,0.0476,0.0,0.0,True
E2_GSE136831,034I,IPF,Mast,62,0.9516,0.0,0.0806,0.0,0.0161,0.0,0.0,0.0,True
E2_GSE136831,034I,IPF,Mesothelial,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
E2_GSE136831,034I,IPF,Multiplet,121,0.3802,0.281,0.1818,0.0083,0.4215,0.0331,0.0083,0.0165,True
E2_GSE136831,034I,IPF,Myofibroblast,419,0.0883,0.0239,0.0167,0.0048,0.4439,0.0024,0.0072,0.0024,True
E2_GSE136831,034I,IPF,NK,36,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,True
E2_GSE136831,034I,IPF,Pericyte,159,0.0377,0.0314,0.0126,0.0063,0.3648,0.0,0.0,0.0,True
E2_GSE136831,034I,IPF,SMC,68,0.0147,0.0294,0.0,0.0,0.3088,0.0294,0.0735,0.0,True
E2_GSE136831,034I,IPF,T,82,0.3659,0.0122,0.0,0.0,0.0,0.0244,0.0,0.0488,True
E2_GSE136831,034I,IPF,T_Cytotoxic,86,0.4302,0.0,0.0116,0.0,0.0349,0.0116,0.0,0.0116,True
E2_GSE136831,034I,IPF,T_Regulatory,14,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,VE_Arterial,30,0.1667,0.2333,0.0333,0.0,0.3333,0.0,0.0333,0.0,True
E2_GSE136831,034I,IPF,VE_Capillary_A,6,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,VE_Capillary_B,132,0.0909,0.0833,0.0,0.0076,0.3712,0.0,0.0076,0.0,True
E2_GSE136831,034I,IPF,VE_Peribronchial,222,0.0811,0.2162,0.018,0.009,0.1306,0.009,0.0045,0.0,True
E2_GSE136831,034I,IPF,VE_Venous,34,0.1471,0.3235,0.0882,0.0294,0.3529,0.0,0.0,0.0,True
E2_GSE136831,034I,IPF,cDC1,9,0.3333,0.1111,0.0,0.0,0.0,0.1111,0.0,0.0,False
E2_GSE136831,034I,IPF,cDC2,74,0.6892,0.2162,0.2162,0.0,0.0,0.1081,0.0,0.0,True
E2_GSE136831,034I,IPF,cMonocyte,67,0.6866,0.3284,0.4179,0.0,0.0,0.0,0.0,0.0299,True
E2_GSE136831,034I,IPF,ncMonocyte,8,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,034I,IPF,pDC,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,ATI,9,0.3333,0.4444,0.1111,0.0,0.6667,0.2222,0.0,0.1111,False
E2_GSE136831,040I,IPF,ATII,12,0.4167,0.5833,0.1667,0.0833,0.6667,0.1667,0.0833,0.0,False
E2_GSE136831,040I,IPF,Aberrant_Basaloid,3,1.0,0.6667,0.3333,0.3333,0.3333,0.6667,0.3333,0.0,False
E2_GSE136831,040I,IPF,B,75,0.32,0.0,0.0267,0.0133,0.0,0.0,0.0,0.0,True
E2_GSE136831,040I,IPF,B_Plasma,22,0.5,0.0455,0.1364,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,040I,IPF,Basal,27,0.4074,0.1481,0.1481,0.0,0.8889,0.1852,0.1111,0.0,True
E2_GSE136831,040I,IPF,Ciliated,201,0.1542,0.0149,0.0448,0.0249,0.3881,0.1692,0.2139,0.0,True
E2_GSE136831,040I,IPF,Club,14,0.5,0.0714,0.1429,0.0714,0.5,0.2143,0.0714,0.0,False
E2_GSE136831,040I,IPF,DC_Langerhans,4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,DC_Mature,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,Fibroblast,102,0.0588,0.0882,0.0098,0.0,0.8431,0.0098,0.0,0.0,True
E2_GSE136831,040I,IPF,Goblet,32,0.25,0.125,0.0938,0.0312,0.5938,0.1875,0.0312,0.0,True
E2_GSE136831,040I,IPF,ILC_A,4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,ILC_B,5,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,Lymphatic,55,0.0545,0.0182,0.0364,0.0182,0.0,0.0364,0.0182,0.0,True
E2_GSE136831,040I,IPF,Macrophage,1639,0.4802,0.3948,0.4265,0.0018,0.0043,0.0262,0.0012,0.0153,True
E2_GSE136831,040I,IPF,Macrophage_Alveolar,1700,0.2847,0.4118,0.2771,0.0018,0.0029,0.01,0.0006,0.0018,True
E2_GSE136831,040I,IPF,Mast,7,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,Mesothelial,4,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,Multiplet,57,0.2982,0.1579,0.2105,0.0,0.193,0.0526,0.0702,0.0351,True
E2_GSE136831,040I,IPF,Myofibroblast,146,0.2192,0.0822,0.0479,0.0068,0.4863,0.0274,0.0274,0.0,True
E2_GSE136831,040I,IPF,NK,29,0.7586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,040I,IPF,Pericyte,30,0.2,0.0667,0.1,0.0,0.4333,0.0333,0.0,0.0,True
E2_GSE136831,040I,IPF,SMC,29,0.069,0.0,0.0,0.0,0.3793,0.0,0.2069,0.0,True
E2_GSE136831,040I,IPF,T,205,0.4293,0.0244,0.0195,0.0,0.0146,0.0098,0.0098,0.0195,True
E2_GSE136831,040I,IPF,T_Cytotoxic,132,0.2727,0.0076,0.0076,0.0152,0.0,0.0076,0.0,0.0,True
E2_GSE136831,040I,IPF,T_Regulatory,23,0.1304,0.0435,0.087,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,040I,IPF,VE_Arterial,4,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,VE_Capillary_A,7,0.1429,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,VE_Capillary_B,16,0.1875,0.4375,0.0625,0.0,0.375,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,VE_Peribronchial,154,0.0779,0.2532,0.013,0.013,0.2078,0.0065,0.0,0.0,True
E2_GSE136831,040I,IPF,VE_Venous,17,0.1765,0.1176,0.0,0.0,0.2941,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,cDC1,7,0.4286,0.1429,0.0,0.1429,0.0,0.0,0.0,0.0,False
E2_GSE136831,040I,IPF,cDC2,48,0.875,0.4375,0.3125,0.0,0.0417,0.1042,0.0,0.1042,True
E2_GSE136831,040I,IPF,cMonocyte,87,0.7931,0.4483,0.5402,0.0,0.0,0.0,0.0,0.0575,True
E2_GSE136831,040I,IPF,ncMonocyte,39,0.641,0.2051,0.359,0.0,0.0,0.0,0.0,0.0256,True
E2_GSE136831,040I,IPF,pDC,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,ATI,5,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,ATII,4,0.25,0.25,0.0,0.0,0.5,0.0,0.25,0.0,False
E2_GSE136831,041I,IPF,Aberrant_Basaloid,16,0.6875,0.25,0.125,0.125,0.625,0.4375,0.1875,0.0,False
E2_GSE136831,041I,IPF,B,142,0.1127,0.007,0.007,0.0,0.007,0.0141,0.0,0.007,True
E2_GSE136831,041I,IPF,B_Plasma,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,Basal,24,0.1667,0.2917,0.0417,0.0417,0.7917,0.0417,0.125,0.0,True
E2_GSE136831,041I,IPF,Ciliated,164,0.0976,0.0122,0.0244,0.0061,0.3902,0.1707,0.1768,0.0,True
E2_GSE136831,041I,IPF,Club,32,0.25,0.0312,0.0312,0.0,0.4062,0.125,0.0938,0.0,True
E2_GSE136831,041I,IPF,DC_Langerhans,6,0.6667,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,False
E2_GSE136831,041I,IPF,DC_Mature,9,0.3333,0.0,0.2222,0.0,0.0,0.1111,0.0,0.0,False
E2_GSE136831,041I,IPF,Fibroblast,92,0.1304,0.2174,0.0,0.0217,0.8152,0.0,0.0,0.0,True
E2_GSE136831,041I,IPF,Goblet,43,0.1628,0.1163,0.0465,0.0233,0.6047,0.1163,0.0465,0.0233,True
E2_GSE136831,041I,IPF,ILC_A,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,ILC_B,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,Lymphatic,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,Macrophage,2008,0.4562,0.3601,0.3526,0.003,0.009,0.0239,0.0025,0.0025,True
E2_GSE136831,041I,IPF,Macrophage_Alveolar,360,0.2667,0.5778,0.2361,0.0,0.0139,0.0139,0.0028,0.0028,True
E2_GSE136831,041I,IPF,Mast,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,Mesothelial,5,0.6,0.4,0.2,0.0,0.8,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,Multiplet,37,0.5135,0.3514,0.3243,0.027,0.4054,0.1081,0.1081,0.0,True
E2_GSE136831,041I,IPF,Myofibroblast,37,0.0541,0.0811,0.0,0.0,0.6216,0.0,0.0,0.0,True
E2_GSE136831,041I,IPF,NK,26,0.5,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,True
E2_GSE136831,041I,IPF,Pericyte,12,0.0,0.0833,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,SMC,8,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,T,102,0.0686,0.0392,0.0,0.0,0.0,0.0196,0.0,0.0,True
E2_GSE136831,041I,IPF,T_Cytotoxic,98,0.0816,0.0,0.0102,0.0102,0.0,0.0,0.0,0.0,True
E2_GSE136831,041I,IPF,T_Regulatory,23,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,041I,IPF,VE_Arterial,13,0.0,0.3077,0.0,0.0769,0.4615,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,VE_Capillary_A,7,0.0,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,VE_Capillary_B,11,0.0909,0.2727,0.0909,0.0,0.5455,0.0,0.0909,0.0,False
E2_GSE136831,041I,IPF,VE_Peribronchial,67,0.0299,0.2388,0.0,0.0,0.209,0.0149,0.0149,0.0,True
E2_GSE136831,041I,IPF,VE_Venous,14,0.0714,0.2143,0.0,0.0,0.1429,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,cDC1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,041I,IPF,cDC2,114,0.7719,0.5,0.2807,0.0,0.0175,0.0877,0.0088,0.0263,True
E2_GSE136831,041I,IPF,cMonocyte,104,0.7885,0.4327,0.4712,0.0,0.0,0.0,0.0,0.0288,True
E2_GSE136831,041I,IPF,ncMonocyte,61,0.3607,0.2131,0.1639,0.0,0.0164,0.0,0.0,0.0,True
E2_GSE136831,041I,IPF,pDC,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,ATI,3,0.3333,0.3333,0.0,0.0,1.0,0.3333,0.3333,0.0,False
E2_GSE136831,051I,IPF,ATII,3,0.6667,0.3333,0.0,0.0,1.0,0.3333,0.0,0.0,False
E2_GSE136831,051I,IPF,Aberrant_Basaloid,15,0.6,0.2,0.2,0.0667,0.4667,0.3333,0.0667,0.0,False
E2_GSE136831,051I,IPF,B,403,0.1042,0.0124,0.0174,0.0,0.0,0.0,0.0025,0.0,True
E2_GSE136831,051I,IPF,B_Plasma,18,0.2222,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,Basal,38,0.5,0.3947,0.2368,0.0263,0.8421,0.3421,0.0789,0.0,True
E2_GSE136831,051I,IPF,Ciliated,336,0.131,0.0357,0.0357,0.0119,0.3006,0.1815,0.1667,0.006,True
E2_GSE136831,051I,IPF,Club,54,0.3889,0.0185,0.1852,0.0,0.537,0.1481,0.0741,0.0185,True
E2_GSE136831,051I,IPF,DC_Langerhans,3,1.0,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,DC_Mature,2,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,False
E2_GSE136831,051I,IPF,Fibroblast,144,0.0417,0.0833,0.0208,0.0,0.6181,0.0,0.0,0.0,True
E2_GSE136831,051I,IPF,Goblet,24,0.25,0.0,0.1667,0.0417,0.6667,0.2917,0.0833,0.0,True
E2_GSE136831,051I,IPF,ILC_A,13,0.8462,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,False
E2_GSE136831,051I,IPF,ILC_B,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,Ionocyte,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,Lymphatic,18,0.1111,0.0,0.0556,0.0,0.0556,0.0,0.0556,0.0,False
E2_GSE136831,051I,IPF,Macrophage,4120,0.5345,0.4104,0.4095,0.0046,0.0075,0.0425,0.0024,0.0155,True
E2_GSE136831,051I,IPF,Macrophage_Alveolar,74,0.4459,0.5405,0.1757,0.0,0.0,0.0135,0.0,0.0,True
E2_GSE136831,051I,IPF,Mast,25,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,051I,IPF,Mesothelial,12,0.4167,0.25,0.0,0.0,0.8333,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,Multiplet,102,0.5784,0.3333,0.2843,0.0098,0.2157,0.0588,0.049,0.0,True
E2_GSE136831,051I,IPF,Myofibroblast,219,0.1826,0.1005,0.0594,0.0137,0.3288,0.0046,0.0046,0.0,True
E2_GSE136831,051I,IPF,NK,187,0.4385,0.0107,0.016,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,051I,IPF,Pericyte,8,0.125,0.0,0.125,0.0,0.25,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,SMC,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,T,191,0.2199,0.0209,0.0105,0.0052,0.0,0.0105,0.0,0.0052,True
E2_GSE136831,051I,IPF,T_Cytotoxic,351,0.1823,0.0256,0.0114,0.0,0.0057,0.0114,0.0,0.0,True
E2_GSE136831,051I,IPF,T_Regulatory,76,0.1184,0.0395,0.0263,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,051I,IPF,VE_Arterial,9,0.0,0.0,0.1111,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,VE_Capillary_B,17,0.0588,0.0588,0.0,0.0,0.0,0.0588,0.0,0.0,False
E2_GSE136831,051I,IPF,VE_Peribronchial,63,0.0317,0.1746,0.0,0.0,0.1111,0.0,0.0,0.0,True
E2_GSE136831,051I,IPF,VE_Venous,6,0.0,0.5,0.0,0.0,0.1667,0.1667,0.0,0.0,False
E2_GSE136831,051I,IPF,cDC1,8,0.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0,False
E2_GSE136831,051I,IPF,cDC2,33,0.9091,0.6364,0.3939,0.0,0.0303,0.2121,0.0,0.1212,True
E2_GSE136831,051I,IPF,cMonocyte,253,0.8814,0.5217,0.7945,0.004,0.004,0.0237,0.0,0.0711,True
E2_GSE136831,051I,IPF,ncMonocyte,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,ATI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,ATII,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,False
E2_GSE136831,053I,IPF,Aberrant_Basaloid,3,0.3333,0.0,0.0,0.3333,0.6667,0.3333,0.0,0.0,False
E2_GSE136831,053I,IPF,B,80,0.15,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,True
E2_GSE136831,053I,IPF,B_Plasma,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,Basal,6,0.1667,0.1667,0.0,0.0,1.0,0.1667,0.0,0.1667,False
E2_GSE136831,053I,IPF,Ciliated,128,0.0781,0.0234,0.0156,0.0391,0.4141,0.2422,0.1641,0.0,True
E2_GSE136831,053I,IPF,Club,14,0.1429,0.0714,0.0714,0.0714,0.5,0.2143,0.1429,0.0,False
E2_GSE136831,053I,IPF,DC_Langerhans,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,DC_Mature,16,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,Fibroblast,10,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,Goblet,16,0.0625,0.0625,0.0,0.0625,0.6875,0.25,0.0625,0.0,False
E2_GSE136831,053I,IPF,ILC_A,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,ILC_B,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,Lymphatic,5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,False
E2_GSE136831,053I,IPF,Macrophage,1707,0.3433,0.3878,0.2542,0.0094,0.0088,0.0428,0.0035,0.0141,True
E2_GSE136831,053I,IPF,Macrophage_Alveolar,525,0.1771,0.2743,0.1219,0.0133,0.0095,0.021,0.0,0.0019,True
E2_GSE136831,053I,IPF,Mesothelial,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,Multiplet,19,0.3158,0.3684,0.0,0.0526,0.2105,0.0,0.0,0.0526,False
E2_GSE136831,053I,IPF,Myofibroblast,18,0.0556,0.1667,0.0,0.0,0.4444,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,NK,391,0.1125,0.0051,0.0051,0.0026,0.0,0.0,0.0,0.0026,True
E2_GSE136831,053I,IPF,Pericyte,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,SMC,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,T,38,0.1053,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,053I,IPF,T_Cytotoxic,414,0.0386,0.0072,0.0,0.0048,0.0024,0.0121,0.0,0.0,True
E2_GSE136831,053I,IPF,T_Regulatory,14,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,False
E2_GSE136831,053I,IPF,VE_Arterial,4,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,VE_Capillary_A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,VE_Capillary_B,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,VE_Peribronchial,13,0.0,0.1538,0.0,0.0,0.2308,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,VE_Venous,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,False
E2_GSE136831,053I,IPF,cDC1,6,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,053I,IPF,cDC2,150,0.7933,0.52,0.2333,0.0,0.0067,0.14,0.0067,0.0533,True
E2_GSE136831,053I,IPF,cMonocyte,66,0.5455,0.3939,0.4697,0.0,0.0152,0.0455,0.0152,0.0758,True
E2_GSE136831,053I,IPF,ncMonocyte,40,0.275,0.175,0.075,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,053I,IPF,pDC,9,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,ATI,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,ATII,9,0.2222,0.0,0.0,0.1111,0.4444,0.2222,0.0,0.0,False
E2_GSE136831,063I,IPF,Aberrant_Basaloid,3,0.6667,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,False
E2_GSE136831,063I,IPF,B,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,B_Plasma,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,Basal,28,0.3571,0.3214,0.25,0.0357,0.6071,0.1429,0.1429,0.0,True
E2_GSE136831,063I,IPF,Ciliated,22,0.1818,0.0,0.0455,0.0,0.1364,0.1818,0.1364,0.0455,True
E2_GSE136831,063I,IPF,Club,16,0.375,0.0625,0.125,0.0,0.3125,0.125,0.0,0.0,False
E2_GSE136831,063I,IPF,DC_Langerhans,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,DC_Mature,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,Fibroblast,10,0.0,0.1,0.1,0.0,0.9,0.0,0.1,0.0,False
E2_GSE136831,063I,IPF,Goblet,11,0.4545,0.0909,0.1818,0.0909,0.5455,0.2727,0.0,0.0,False
E2_GSE136831,063I,IPF,ILC_A,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,ILC_B,8,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,Lymphatic,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,063I,IPF,Macrophage,544,0.4651,0.1507,0.3107,0.0074,0.0055,0.0404,0.0,0.0074,True
E2_GSE136831,063I,IPF,Macrophage_Alveolar,2047,0.2013,0.1539,0.17,0.0029,0.0068,0.0215,0.001,0.0015,True
E2_GSE136831,063I,IPF,Mast,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,063I,IPF,Multiplet,28,0.3929,0.1429,0.1429,0.0,0.1429,0.1071,0.0,0.0,True
E2_GSE136831,063I,IPF,Myofibroblast,229,0.0742,0.0262,0.0218,0.0087,0.2838,0.0044,0.0,0.0,True
