config,label,cell_floor,module,case,reference,n_patients,eligible,source_coverage,reason,mean_difference,positive_patients,loo_min,loo_max
unc20_largest_library,__broad__,50,Han_ISR_source_symbols,AAH,normal,8,True,0.821705426356589,eligible_descriptive_contrast,0.0803691628071036,5.0,0.024145863885945622,0.13154362519230553
unc20_largest_library,__broad__,50,Han_ISR_source_symbols,AIS,normal,12,True,0.821705426356589,eligible_descriptive_contrast,0.14371988324173732,9.0,0.10325640739196253,0.18111746891743621
unc20_largest_library,__broad__,50,Han_ISR_source_symbols,MIA,normal,4,True,0.821705426356589,eligible_descriptive_contrast,0.403629195567765,4.0,0.35254757783168333,0.4395548870143033
unc20_largest_library,__broad__,50,Han_ISR_source_symbols,LUAD,normal,23,True,0.821705426356589,eligible_descriptive_contrast,0.383303829583071,23.0,0.36704006995488975,0.4002747054239165
unc20_largest_library,__broad__,50,Han_ISR_source_symbols,LUAD,AAH,8,True,0.821705426356589,eligible_descriptive_contrast,0.2687719051800763,8.0,0.22162353001929574,0.290559302473543
unc20_largest_library,__broad__,50,Han_ISR_source_symbols,LUAD,AIS,12,True,0.821705426356589,eligible_descriptive_contrast,0.22567919448037407,9.0,0.17108353832836992,0.2566664706493999
unc20_largest_library,__broad__,50,Han_ISR_source_symbols,LUAD,MIA,4,True,0.821705426356589,eligible_descriptive_contrast,0.04844748686899969,3.0,0.007064631552616163,0.11228619945179978
unc20_largest_library,__broad__,50,Han_ISR_without_HPCS_ADI_or_operational_markers,AAH,normal,8,True,0.847619047619048,eligible_descriptive_contrast,0.10646173731210223,6.0,0.044881463472175476,0.15275663264321265
unc20_largest_library,__broad__,50,Han_ISR_without_HPCS_ADI_or_operational_markers,AIS,normal,12,True,0.847619047619048,eligible_descriptive_contrast,0.1782343905425634,9.0,0.13250574110351285,0.20877815519172735
unc20_largest_library,__broad__,50,Han_ISR_without_HPCS_ADI_or_operational_markers,MIA,normal,4,True,0.847619047619048,eligible_descriptive_contrast,0.46715694744059244,4.0,0.4008564366933465,0.5292625893138166
unc20_largest_library,__broad__,50,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,normal,23,True,0.847619047619048,eligible_descriptive_contrast,0.44236215549314867,23.0,0.42164967026289407,0.45524695984471997
unc20_largest_library,__broad__,50,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,AAH,8,True,0.847619047619048,eligible_descriptive_contrast,0.28974382147004774,8.0,0.258972661769576,0.31007977778158174
unc20_largest_library,__broad__,50,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,AIS,12,True,0.847619047619048,eligible_descriptive_contrast,0.23472467648410492,11.0,0.17886081159630632,0.26317001893561265
unc20_largest_library,__broad__,50,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,MIA,4,True,0.847619047619048,eligible_descriptive_contrast,0.09879916562823499,3.0,0.05440610387884023,0.1685036568931535
unc20_pooled,AT2,30,ADI_published_holdout,AAH,normal,8,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,ADI_published_holdout,AIS,normal,12,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,ADI_published_holdout,MIA,normal,4,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,ADI_published_holdout,LUAD,normal,23,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,ADI_published_holdout,LUAD,AAH,8,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,ADI_published_holdout,LUAD,AIS,12,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,ADI_published_holdout,LUAD,MIA,4,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,AT1_published_holdout,AAH,normal,8,True,0.842105263157895,eligible_descriptive_contrast,0.07243638799206265,5.0,0.029342240038661593,0.10387627015488578
unc20_pooled,AT2,30,AT1_published_holdout,AIS,normal,12,True,0.842105263157895,eligible_descriptive_contrast,0.0484095414017125,8.0,0.026058569806648165,0.09020635873922006
unc20_pooled,AT2,30,AT1_published_holdout,MIA,normal,4,True,0.842105263157895,eligible_descriptive_contrast,0.18508149457494505,4.0,0.17086402048072338,0.20905121592069342
unc20_pooled,AT2,30,AT1_published_holdout,LUAD,normal,23,True,0.842105263157895,eligible_descriptive_contrast,0.16567991763532347,19.0,0.1512012018961027,0.180553586671405
unc20_pooled,AT2,30,AT1_published_holdout,LUAD,AAH,8,True,0.842105263157895,eligible_descriptive_contrast,0.1087804398154123,5.0,0.06339126800889693,0.1465295994674041
unc20_pooled,AT2,30,AT1_published_holdout,LUAD,AIS,12,True,0.842105263157895,eligible_descriptive_contrast,0.09421699430658921,9.0,0.058559394897017274,0.10945490911197647
unc20_pooled,AT2,30,AT1_published_holdout,LUAD,MIA,4,True,0.842105263157895,eligible_descriptive_contrast,0.005280217302907397,2.0,-0.04805640983786663,0.05343447283752312
unc20_pooled,AT2,30,AT2_published_holdout,AAH,normal,8,True,0.864321608040201,eligible_descriptive_contrast,0.025591761492458676,5.0,0.001558337161267076,0.04728237445254851
unc20_pooled,AT2,30,AT2_published_holdout,AIS,normal,12,True,0.864321608040201,eligible_descriptive_contrast,0.019614086667449977,10.0,-0.0022545087772364203,0.05964927544436724
unc20_pooled,AT2,30,AT2_published_holdout,MIA,normal,4,True,0.864321608040201,eligible_descriptive_contrast,0.08966075712776278,3.0,0.059830896376470356,0.1339323952558935
unc20_pooled,AT2,30,AT2_published_holdout,LUAD,normal,23,True,0.864321608040201,eligible_descriptive_contrast,0.005197539892256633,15.0,-0.00441976560816627,0.026445684161347405
unc20_pooled,AT2,30,AT2_published_holdout,LUAD,AAH,8,True,0.864321608040201,eligible_descriptive_contrast,-0.020421157054477335,5.0,-0.06524611209883842,0.016202130233627265
unc20_pooled,AT2,30,AT2_published_holdout,LUAD,AIS,12,True,0.864321608040201,eligible_descriptive_contrast,-0.0067557024604725235,7.0,-0.05432192187857187,0.02208479548503545
unc20_pooled,AT2,30,AT2_published_holdout,LUAD,MIA,4,True,0.864321608040201,eligible_descriptive_contrast,-0.06498420647187486,0.0,-0.084806093618913,-0.043690045449519786
unc20_pooled,AT2,30,DATP_PATS_holdout_panel,AAH,normal,8,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,DATP_PATS_holdout_panel,AIS,normal,12,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,DATP_PATS_holdout_panel,MIA,normal,4,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,DATP_PATS_holdout_panel,LUAD,normal,23,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,DATP_PATS_holdout_panel,LUAD,AAH,8,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,DATP_PATS_holdout_panel,LUAD,AIS,12,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,DATP_PATS_holdout_panel,LUAD,MIA,4,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,30,HALLMARK_HYPOXIA,AAH,normal,8,True,0.92964824120603,eligible_descriptive_contrast,-0.0015644631360263173,4.0,-0.06433236678573863,0.055341996121561286
unc20_pooled,AT2,30,HALLMARK_HYPOXIA,AIS,normal,12,True,0.92964824120603,eligible_descriptive_contrast,0.036120728334759135,8.0,-0.033941845736186374,0.09123797120091809
unc20_pooled,AT2,30,HALLMARK_HYPOXIA,MIA,normal,4,True,0.92964824120603,eligible_descriptive_contrast,0.15517043587765988,2.0,0.07999130957091631,0.22120600055564
unc20_pooled,AT2,30,HALLMARK_HYPOXIA,LUAD,normal,23,True,0.92964824120603,eligible_descriptive_contrast,0.25428679400333,21.0,0.2313219216190895,0.27548189214278546
unc20_pooled,AT2,30,HALLMARK_HYPOXIA,LUAD,AAH,8,True,0.92964824120603,eligible_descriptive_contrast,0.2780439499134738,8.0,0.22307353168055855,0.3121349790729558
unc20_pooled,AT2,30,HALLMARK_HYPOXIA,LUAD,AIS,12,True,0.92964824120603,eligible_descriptive_contrast,0.2109584307636917,10.0,0.16471825137670917,0.23993863064156182
unc20_pooled,AT2,30,HALLMARK_HYPOXIA,LUAD,MIA,4,True,0.92964824120603,eligible_descriptive_contrast,0.1334509981460501,3.0,0.09327517076058338,0.23210289316011026
unc20_pooled,AT2,30,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,8,True,0.954314720812183,eligible_descriptive_contrast,-0.0706148385104649,1.0,-0.14671549641758988,-0.014678838770177092
unc20_pooled,AT2,30,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,12,True,0.954314720812183,eligible_descriptive_contrast,0.10552503991698663,8.0,0.035214260495188145,0.17794730251463087
unc20_pooled,AT2,30,HALLMARK_INFLAMMATORY_RESPONSE,MIA,normal,4,True,0.954314720812183,eligible_descriptive_contrast,0.31310848971050254,3.0,0.18231643291901678,0.43722914825940995
unc20_pooled,AT2,30,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,23,True,0.954314720812183,eligible_descriptive_contrast,0.4157706800724386,20.0,0.3730586838250154,0.450681921307589
unc20_pooled,AT2,30,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,8,True,0.954314720812183,eligible_descriptive_contrast,0.5070576086430261,7.0,0.4038899333836142,0.5901423791274113
unc20_pooled,AT2,30,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,12,True,0.954314720812183,eligible_descriptive_contrast,0.255962482428785,9.0,0.20152180181282722,0.28852739117183
unc20_pooled,AT2,30,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,MIA,4,True,0.954314720812183,eligible_descriptive_contrast,0.4235949317463674,4.0,0.38569653860116987,0.4846265891787098
unc20_pooled,AT2,30,HALLMARK_P53_PATHWAY,AAH,normal,8,True,0.93,eligible_descriptive_contrast,0.08479147386519226,6.0,0.028776589797269762,0.12916142506700407
unc20_pooled,AT2,30,HALLMARK_P53_PATHWAY,AIS,normal,12,True,0.93,eligible_descriptive_contrast,0.09553785564469323,9.0,0.07427401702393809,0.13829515012401442
unc20_pooled,AT2,30,HALLMARK_P53_PATHWAY,MIA,normal,4,True,0.93,eligible_descriptive_contrast,0.3050840806920876,4.0,0.2958044840525271,0.31444903700322663
unc20_pooled,AT2,30,HALLMARK_P53_PATHWAY,LUAD,normal,23,True,0.93,eligible_descriptive_contrast,0.2468626992539768,21.0,0.2264946062543512,0.26729070043945846
unc20_pooled,AT2,30,HALLMARK_P53_PATHWAY,LUAD,AAH,8,True,0.93,eligible_descriptive_contrast,0.14009142984874745,6.0,0.10063297523071427,0.17566895497707855
unc20_pooled,AT2,30,HALLMARK_P53_PATHWAY,LUAD,AIS,12,True,0.93,eligible_descriptive_contrast,0.16128611882528987,11.0,0.13997352519679895,0.18239994092239167
unc20_pooled,AT2,30,HALLMARK_P53_PATHWAY,LUAD,MIA,4,True,0.93,eligible_descriptive_contrast,-0.046630076037394996,2.0,-0.10666317101360316,0.01664352091427664
unc20_pooled,AT2,30,HPCS_author_top100,AAH,normal,8,True,0.78,eligible_descriptive_contrast,0.023147993958987367,3.0,-0.06732974152490152,0.09708576043457841
unc20_pooled,AT2,30,HPCS_author_top100,AIS,normal,12,True,0.78,eligible_descriptive_contrast,0.12124649551583433,10.0,0.07788080323531744,0.17210364438513837
unc20_pooled,AT2,30,HPCS_author_top100,MIA,normal,4,True,0.78,eligible_descriptive_contrast,0.2168396731156449,3.0,0.12978003918387326,0.35765649422222995
unc20_pooled,AT2,30,HPCS_author_top100,LUAD,normal,23,True,0.78,eligible_descriptive_contrast,0.34831035631868085,18.0,0.30581663003811543,0.3841353668109067
unc20_pooled,AT2,30,HPCS_author_top100,LUAD,AAH,8,True,0.78,eligible_descriptive_contrast,0.35193931719539767,7.0,0.26448451834445735,0.43451437334544585
unc20_pooled,AT2,30,HPCS_author_top100,LUAD,AIS,12,True,0.78,eligible_descriptive_contrast,0.24689446626848574,10.0,0.20120352173050174,0.2890843168551372
unc20_pooled,AT2,30,HPCS_author_top100,LUAD,MIA,4,True,0.78,eligible_descriptive_contrast,0.17594878245864498,3.0,0.11101835178401309,0.25070062892882
unc20_pooled,AT2,30,HPCS_excluding_operational_markers,AAH,normal,8,True,0.785714285714286,eligible_descriptive_contrast,0.03022296587707135,3.0,-0.06282585954394422,0.10067704543663725
unc20_pooled,AT2,30,HPCS_excluding_operational_markers,AIS,normal,12,True,0.785714285714286,eligible_descriptive_contrast,0.11937056867166089,10.0,0.07003179437187734,0.17171966259876828
unc20_pooled,AT2,30,HPCS_excluding_operational_markers,MIA,normal,4,True,0.785714285714286,eligible_descriptive_contrast,0.19898960053670245,3.0,0.1039105979318166,0.34738986284203993
unc20_pooled,AT2,30,HPCS_excluding_operational_markers,LUAD,normal,23,True,0.785714285714286,eligible_descriptive_contrast,0.3322285820544635,19.0,0.28891346799088635,0.3677277061454923
unc20_pooled,AT2,30,HPCS_excluding_operational_markers,LUAD,AAH,8,True,0.785714285714286,eligible_descriptive_contrast,0.3312764713643798,7.0,0.24330094249921125,0.41641640919974693
unc20_pooled,AT2,30,HPCS_excluding_operational_markers,LUAD,AIS,12,True,0.785714285714286,eligible_descriptive_contrast,0.24684017238750589,10.0,0.20175360078903906,0.29364161385702275
unc20_pooled,AT2,30,HPCS_excluding_operational_markers,LUAD,MIA,4,True,0.785714285714286,eligible_descriptive_contrast,0.1454095914330824,3.0,0.08454253649262326,0.22099114605999315
unc20_pooled,AT2,30,HPCS_without_ADI_or_operational_markers,AAH,normal,8,True,0.791208791208791,eligible_descriptive_contrast,0.012466758820879886,3.0,-0.08082077820506019,0.0793420247357999
unc20_pooled,AT2,30,HPCS_without_ADI_or_operational_markers,AIS,normal,12,True,0.791208791208791,eligible_descriptive_contrast,0.0980699291800959,9.0,0.04742262488473365,0.15143589915660186
unc20_pooled,AT2,30,HPCS_without_ADI_or_operational_markers,MIA,normal,4,True,0.791208791208791,eligible_descriptive_contrast,0.18154351419725212,3.0,0.07739427268942951,0.3515175506540397
unc20_pooled,AT2,30,HPCS_without_ADI_or_operational_markers,LUAD,normal,23,True,0.791208791208791,eligible_descriptive_contrast,0.323211397566616,19.0,0.278995298649884,0.3580828617758263
unc20_pooled,AT2,30,HPCS_without_ADI_or_operational_markers,LUAD,AAH,8,True,0.791208791208791,eligible_descriptive_contrast,0.3386673315099623,7.0,0.24568240262187832,0.4216358692700526
unc20_pooled,AT2,30,HPCS_without_ADI_or_operational_markers,LUAD,AIS,12,True,0.791208791208791,eligible_descriptive_contrast,0.25743742527660746,10.0,0.21198769422119088,0.30441119441015
unc20_pooled,AT2,30,HPCS_without_ADI_or_operational_markers,LUAD,MIA,4,True,0.791208791208791,eligible_descriptive_contrast,0.17365493166105006,3.0,0.1191727378171367,0.24760045707046677
unc20_pooled,AT2,30,Han_ISR_source_symbols,AAH,normal,8,True,0.821705426356589,eligible_descriptive_contrast,0.08414038634487497,7.0,0.02914948989267569,0.1359732389170128
unc20_pooled,AT2,30,Han_ISR_source_symbols,AIS,normal,12,True,0.821705426356589,eligible_descriptive_contrast,0.14241724082009746,9.0,0.10111299111353635,0.1797928342198354
unc20_pooled,AT2,30,Han_ISR_source_symbols,MIA,normal,4,True,0.821705426356589,eligible_descriptive_contrast,0.40863738747019984,4.0,0.35598799389304975,0.4462577006396297
unc20_pooled,AT2,30,Han_ISR_source_symbols,LUAD,normal,23,True,0.821705426356589,eligible_descriptive_contrast,0.3830586633056635,23.0,0.3669102480496937,0.40003549203927363
unc20_pooled,AT2,30,Han_ISR_source_symbols,LUAD,AAH,8,True,0.821705426356589,eligible_descriptive_contrast,0.26052870472061396,8.0,0.21681534438039168,0.2850215715668046
unc20_pooled,AT2,30,Han_ISR_source_symbols,LUAD,AIS,12,True,0.821705426356589,eligible_descriptive_contrast,0.2249604232416016,9.0,0.17154722933454902,0.24930741115299718
unc20_pooled,AT2,30,Han_ISR_source_symbols,LUAD,MIA,4,True,0.821705426356589,eligible_descriptive_contrast,0.03636322144753512,3.0,-0.00876178164840328,0.09472256018777347
unc20_pooled,AT2,30,Han_ISR_without_HPCS_ADI_or_operational_markers,AAH,normal,8,True,0.847619047619048,eligible_descriptive_contrast,0.11000599792585508,7.0,0.049711032246512916,0.15694411807876435
unc20_pooled,AT2,30,Han_ISR_without_HPCS_ADI_or_operational_markers,AIS,normal,12,True,0.847619047619048,eligible_descriptive_contrast,0.1779850938144868,9.0,0.13135220787867927,0.2067320871296465
unc20_pooled,AT2,30,Han_ISR_without_HPCS_ADI_or_operational_markers,MIA,normal,4,True,0.847619047619048,eligible_descriptive_contrast,0.47310657051366234,4.0,0.4049232586575866,0.5371227146075265
unc20_pooled,AT2,30,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,normal,23,True,0.847619047619048,eligible_descriptive_contrast,0.439386120095993,23.0,0.4180033244669932,0.4521403010415973
unc20_pooled,AT2,30,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,AAH,8,True,0.847619047619048,eligible_descriptive_contrast,0.2814502380125411,8.0,0.2535405127202841,0.29993257204151125
unc20_pooled,AT2,30,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,AIS,12,True,0.847619047619048,eligible_descriptive_contrast,0.233162083837081,11.0,0.17841768277197198,0.2551669284823311
unc20_pooled,AT2,30,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,MIA,4,True,0.847619047619048,eligible_descriptive_contrast,0.08346932412470265,3.0,0.03390872621557003,0.14693349820312354
unc20_pooled,AT2,50,ADI_published_holdout,AAH,normal,8,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,ADI_published_holdout,AIS,normal,12,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,ADI_published_holdout,MIA,normal,4,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,ADI_published_holdout,LUAD,normal,23,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,ADI_published_holdout,LUAD,AAH,8,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,ADI_published_holdout,LUAD,AIS,12,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,ADI_published_holdout,LUAD,MIA,4,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,AT1_published_holdout,AAH,normal,8,True,0.842105263157895,eligible_descriptive_contrast,0.07243638799206265,5.0,0.029342240038661593,0.10387627015488578
unc20_pooled,AT2,50,AT1_published_holdout,AIS,normal,12,True,0.842105263157895,eligible_descriptive_contrast,0.0484095414017125,8.0,0.026058569806648165,0.09020635873922006
unc20_pooled,AT2,50,AT1_published_holdout,MIA,normal,4,True,0.842105263157895,eligible_descriptive_contrast,0.18508149457494505,4.0,0.17086402048072338,0.20905121592069342
unc20_pooled,AT2,50,AT1_published_holdout,LUAD,normal,23,True,0.842105263157895,eligible_descriptive_contrast,0.16567991763532347,19.0,0.1512012018961027,0.180553586671405
unc20_pooled,AT2,50,AT1_published_holdout,LUAD,AAH,8,True,0.842105263157895,eligible_descriptive_contrast,0.1087804398154123,5.0,0.06339126800889693,0.1465295994674041
unc20_pooled,AT2,50,AT1_published_holdout,LUAD,AIS,12,True,0.842105263157895,eligible_descriptive_contrast,0.09421699430658921,9.0,0.058559394897017274,0.10945490911197647
unc20_pooled,AT2,50,AT1_published_holdout,LUAD,MIA,4,True,0.842105263157895,eligible_descriptive_contrast,0.005280217302907397,2.0,-0.04805640983786663,0.05343447283752312
unc20_pooled,AT2,50,AT2_published_holdout,AAH,normal,8,True,0.864321608040201,eligible_descriptive_contrast,0.025591761492458676,5.0,0.001558337161267076,0.04728237445254851
unc20_pooled,AT2,50,AT2_published_holdout,AIS,normal,12,True,0.864321608040201,eligible_descriptive_contrast,0.019614086667449977,10.0,-0.0022545087772364203,0.05964927544436724
unc20_pooled,AT2,50,AT2_published_holdout,MIA,normal,4,True,0.864321608040201,eligible_descriptive_contrast,0.08966075712776278,3.0,0.059830896376470356,0.1339323952558935
unc20_pooled,AT2,50,AT2_published_holdout,LUAD,normal,23,True,0.864321608040201,eligible_descriptive_contrast,0.005197539892256633,15.0,-0.00441976560816627,0.026445684161347405
unc20_pooled,AT2,50,AT2_published_holdout,LUAD,AAH,8,True,0.864321608040201,eligible_descriptive_contrast,-0.020421157054477335,5.0,-0.06524611209883842,0.016202130233627265
unc20_pooled,AT2,50,AT2_published_holdout,LUAD,AIS,12,True,0.864321608040201,eligible_descriptive_contrast,-0.0067557024604725235,7.0,-0.05432192187857187,0.02208479548503545
unc20_pooled,AT2,50,AT2_published_holdout,LUAD,MIA,4,True,0.864321608040201,eligible_descriptive_contrast,-0.06498420647187486,0.0,-0.084806093618913,-0.043690045449519786
unc20_pooled,AT2,50,DATP_PATS_holdout_panel,AAH,normal,8,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,DATP_PATS_holdout_panel,AIS,normal,12,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,DATP_PATS_holdout_panel,MIA,normal,4,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,DATP_PATS_holdout_panel,LUAD,normal,23,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,DATP_PATS_holdout_panel,LUAD,AAH,8,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,DATP_PATS_holdout_panel,LUAD,AIS,12,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,DATP_PATS_holdout_panel,LUAD,MIA,4,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_pooled,AT2,50,HALLMARK_HYPOXIA,AAH,normal,8,True,0.92964824120603,eligible_descriptive_contrast,-0.0015644631360263173,4.0,-0.06433236678573863,0.055341996121561286
unc20_pooled,AT2,50,HALLMARK_HYPOXIA,AIS,normal,12,True,0.92964824120603,eligible_descriptive_contrast,0.036120728334759135,8.0,-0.033941845736186374,0.09123797120091809
unc20_pooled,AT2,50,HALLMARK_HYPOXIA,MIA,normal,4,True,0.92964824120603,eligible_descriptive_contrast,0.15517043587765988,2.0,0.07999130957091631,0.22120600055564
unc20_pooled,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,23,True,0.92964824120603,eligible_descriptive_contrast,0.25428679400333,21.0,0.2313219216190895,0.27548189214278546
unc20_pooled,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,8,True,0.92964824120603,eligible_descriptive_contrast,0.2780439499134738,8.0,0.22307353168055855,0.3121349790729558
unc20_pooled,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,12,True,0.92964824120603,eligible_descriptive_contrast,0.2109584307636917,10.0,0.16471825137670917,0.23993863064156182
unc20_pooled,AT2,50,HALLMARK_HYPOXIA,LUAD,MIA,4,True,0.92964824120603,eligible_descriptive_contrast,0.1334509981460501,3.0,0.09327517076058338,0.23210289316011026
unc20_pooled,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,8,True,0.954314720812183,eligible_descriptive_contrast,-0.0706148385104649,1.0,-0.14671549641758988,-0.014678838770177092
unc20_pooled,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,12,True,0.954314720812183,eligible_descriptive_contrast,0.10552503991698663,8.0,0.035214260495188145,0.17794730251463087
unc20_pooled,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,MIA,normal,4,True,0.954314720812183,eligible_descriptive_contrast,0.31310848971050254,3.0,0.18231643291901678,0.43722914825940995
unc20_pooled,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,23,True,0.954314720812183,eligible_descriptive_contrast,0.4157706800724386,20.0,0.3730586838250154,0.450681921307589
unc20_pooled,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,8,True,0.954314720812183,eligible_descriptive_contrast,0.5070576086430261,7.0,0.4038899333836142,0.5901423791274113
unc20_pooled,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,12,True,0.954314720812183,eligible_descriptive_contrast,0.255962482428785,9.0,0.20152180181282722,0.28852739117183
unc20_pooled,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,MIA,4,True,0.954314720812183,eligible_descriptive_contrast,0.4235949317463674,4.0,0.38569653860116987,0.4846265891787098
unc20_pooled,AT2,50,HALLMARK_P53_PATHWAY,AAH,normal,8,True,0.93,eligible_descriptive_contrast,0.08479147386519226,6.0,0.028776589797269762,0.12916142506700407
unc20_pooled,AT2,50,HALLMARK_P53_PATHWAY,AIS,normal,12,True,0.93,eligible_descriptive_contrast,0.09553785564469323,9.0,0.07427401702393809,0.13829515012401442
unc20_pooled,AT2,50,HALLMARK_P53_PATHWAY,MIA,normal,4,True,0.93,eligible_descriptive_contrast,0.3050840806920876,4.0,0.2958044840525271,0.31444903700322663
unc20_pooled,AT2,50,HALLMARK_P53_PATHWAY,LUAD,normal,23,True,0.93,eligible_descriptive_contrast,0.2468626992539768,21.0,0.2264946062543512,0.26729070043945846
unc20_pooled,AT2,50,HALLMARK_P53_PATHWAY,LUAD,AAH,8,True,0.93,eligible_descriptive_contrast,0.14009142984874745,6.0,0.10063297523071427,0.17566895497707855
unc20_pooled,AT2,50,HALLMARK_P53_PATHWAY,LUAD,AIS,12,True,0.93,eligible_descriptive_contrast,0.16128611882528987,11.0,0.13997352519679895,0.18239994092239167
unc20_pooled,AT2,50,HALLMARK_P53_PATHWAY,LUAD,MIA,4,True,0.93,eligible_descriptive_contrast,-0.046630076037394996,2.0,-0.10666317101360316,0.01664352091427664
unc20_pooled,AT2,50,HPCS_author_top100,AAH,normal,8,True,0.78,eligible_descriptive_contrast,0.023147993958987367,3.0,-0.06732974152490152,0.09708576043457841
unc20_pooled,AT2,50,HPCS_author_top100,AIS,normal,12,True,0.78,eligible_descriptive_contrast,0.12124649551583433,10.0,0.07788080323531744,0.17210364438513837
unc20_pooled,AT2,50,HPCS_author_top100,MIA,normal,4,True,0.78,eligible_descriptive_contrast,0.2168396731156449,3.0,0.12978003918387326,0.35765649422222995
unc20_pooled,AT2,50,HPCS_author_top100,LUAD,normal,23,True,0.78,eligible_descriptive_contrast,0.34831035631868085,18.0,0.30581663003811543,0.3841353668109067
unc20_pooled,AT2,50,HPCS_author_top100,LUAD,AAH,8,True,0.78,eligible_descriptive_contrast,0.35193931719539767,7.0,0.26448451834445735,0.43451437334544585
unc20_pooled,AT2,50,HPCS_author_top100,LUAD,AIS,12,True,0.78,eligible_descriptive_contrast,0.24689446626848574,10.0,0.20120352173050174,0.2890843168551372
unc20_pooled,AT2,50,HPCS_author_top100,LUAD,MIA,4,True,0.78,eligible_descriptive_contrast,0.17594878245864498,3.0,0.11101835178401309,0.25070062892882
unc20_pooled,AT2,50,HPCS_excluding_operational_markers,AAH,normal,8,True,0.785714285714286,eligible_descriptive_contrast,0.03022296587707135,3.0,-0.06282585954394422,0.10067704543663725
unc20_pooled,AT2,50,HPCS_excluding_operational_markers,AIS,normal,12,True,0.785714285714286,eligible_descriptive_contrast,0.11937056867166089,10.0,0.07003179437187734,0.17171966259876828
