module	gene	source_genes
AT2_published_holdout	ID2	398
AT2_published_holdout	HK2	398
AT2_published_holdout	TMOD1	398
AT2_published_holdout	FADS1	398
AT2_published_holdout	SLC1A3	398
AT2_published_holdout	EIF4H	398
AT2_published_holdout	PYGO1	398
AT2_published_holdout	ATP6V0B	398
AT2_published_holdout	USP33	398
AT2_published_holdout	MFSD2A	398
AT2_published_holdout	PGM2	398
AT2_published_holdout	ANXA6	398
AT2_published_holdout	MAGI3	398
AT2_published_holdout	PTGFRN	398
AT2_published_holdout	UBR1	398
AT2_published_holdout	LAMB2	398
AT2_published_holdout	PARD3	398
AT2_published_holdout	SREBF1	398
AT2_published_holdout	THSD4	398
AT2_published_holdout	ROCK2	398
AT2_published_holdout	ELFN1	398
AT2_published_holdout	PURA	398
AT2_published_holdout	ZBTB38	398
AT2_published_holdout	ALDH1L1	398
AT2_published_holdout	PPTC7	398
AT2_published_holdout	CSRP1	398
AT2_published_holdout	SREBF2	398
AT2_published_holdout	MRPS9	398
AT2_published_holdout	ZFHX3	398
AT2_published_holdout	DEK	398
AT2_published_holdout	PPIG	398
AT2_published_holdout	HKDC1	398
AT2_published_holdout	CAMK2N1	398
AT2_published_holdout	MACF1	398
AT2_published_holdout	ROCK1	398
AT2_published_holdout	RTKN	398
AT2_published_holdout	ATP6V0A1	398
AT2_published_holdout	GAA	398
AT2_published_holdout	ZC3H13	398
AT2_published_holdout	SNX22	398
AT2_published_holdout	SGMS1	398
AT2_published_holdout	PLCG1	398
AT2_published_holdout	ITPR2	398
AT2_published_holdout	PFKFB4	398
AT2_published_holdout	MSRB3	398
AT2_published_holdout	NKTR	398
AT2_published_holdout	ARPC1B	398
AT2_published_holdout	PBRM1	398
AT2_published_holdout	TMEM116	398
AT2_published_holdout	TTLL7	398
AT2_published_holdout	GPT	398
AT2_published_holdout	ANPEP	398
AT2_published_holdout	ARHGAP17	398
AT2_published_holdout	ITGA7	398
AT2_published_holdout	PIP5K1B	398
AT2_published_holdout	TRPM6	398
AT2_published_holdout	TPR	398
AT2_published_holdout	DPP9	398
AT2_published_holdout	DST	398
AT2_published_holdout	EIF5B	398
AT2_published_holdout	USP34	398
AT2_published_holdout	BAZ1B	398
AT2_published_holdout	SFPQ	398
AT2_published_holdout	SZT2	398
AT2_published_holdout	GGT5	398
AT2_published_holdout	BCAM	398
AT2_published_holdout	HIP1R	398
AT2_published_holdout	TRIP11	398
AT2_published_holdout	ARID4A	398
AT2_published_holdout	DOCK1	398
AT2_published_holdout	MYO18A	398
AT2_published_holdout	MAPKAPK2	398
AT2_published_holdout	IRF2BP2	398
AT2_published_holdout	AP3D1	398
AT2_published_holdout	SNX30	398
AT2_published_holdout	JUN	398
AT2_published_holdout	SCAMP1	398
AT2_published_holdout	WDR81	398
AT2_published_holdout	HMGN1	398
AT2_published_holdout	SLCO2A1	398
AT2_published_holdout	FAM184A	398
AT2_published_holdout	PDE7B	398
AT2_published_holdout	ATP2B1	398
AT2_published_holdout	KRT23	398
AT2_published_holdout	PLA2G4F	398
AT2_published_holdout	CST8	398
AT2_published_holdout	RAP1GAP	398
AT2_published_holdout	TMEM50B	398
AT2_published_holdout	HMGCS1	398
AT2_published_holdout	ST6GALNAC4	398
AT2_published_holdout	STBD1	398
AT2_published_holdout	TMEM163	398
AT2_published_holdout	GSK3B	398
AT2_published_holdout	CREG1	398
AT2_published_holdout	PNPLA2	398
AT2_published_holdout	RAPGEF5	398
AT2_published_holdout	PITPNM2	398
AT2_published_holdout	FKBP2	398
AT1_published_holdout	AGER	399
AT1_published_holdout	CLDN18	399
AT1_published_holdout	SPARC	399
AT1_published_holdout	EMP2	399
AT1_published_holdout	AKAP5	399
AT1_published_holdout	TIMP3	399
AT1_published_holdout	CLIC5	399
AT1_published_holdout	IGFBP7	399
AT1_published_holdout	VEGFA	399
AT1_published_holdout	MSN	399
AT1_published_holdout	NDNF	399
AT1_published_holdout	MYL12A	399
AT1_published_holdout	ANXA5	399
AT1_published_holdout	AQP5	399
AT1_published_holdout	LMO7	399
AT1_published_holdout	KRT7	399
AT1_published_holdout	CRYAB	399
AT1_published_holdout	ANXA3	399
AT1_published_holdout	CLIC3	399
AT1_published_holdout	ICAM1	399
AT1_published_holdout	ANXA1	399
AT1_published_holdout	TPM1	399
AT1_published_holdout	CTSH	399
AT1_published_holdout	APP	399
AT1_published_holdout	MYL6	399
AT1_published_holdout	HOPX	399
AT1_published_holdout	CRIP2	399
AT1_published_holdout	LIMCH1	399
AT1_published_holdout	SPTBN1	399
AT1_published_holdout	CTNNA1	399
AT1_published_holdout	COL4A1	399
AT1_published_holdout	PHLDB2	399
AT1_published_holdout	VAMP8	399
AT1_published_holdout	CLU	399
AT1_published_holdout	CNN2	399
AT1_published_holdout	AHNAK	399
AT1_published_holdout	MAGI3	399
AT1_published_holdout	COL4A3	399
AT1_published_holdout	HBEGF	399
AT1_published_holdout	CD81	399
AT1_published_holdout	SAMHD1	399
AT1_published_holdout	AGRN	399
AT1_published_holdout	CYSTM1	399
AT1_published_holdout	MYL12B	399
AT1_published_holdout	RTKN2	399
AT1_published_holdout	CDKN1A	399
AT1_published_holdout	ITGB6	399
AT1_published_holdout	S100A6	399
AT1_published_holdout	CD9	399
AT1_published_holdout	C19orf33	399
AT1_published_holdout	PPP3CA	399
AT1_published_holdout	KRT18	399
AT1_published_holdout	MYH14	399
AT1_published_holdout	RPS19	399
AT1_published_holdout	PPIC	399
AT1_published_holdout	HMGN1	399
AT1_published_holdout	FNBP1L	399
AT1_published_holdout	MYO1B	399
AT1_published_holdout	GPRC5A	399
AT1_published_holdout	NPNT	399
AT1_published_holdout	TMSB4X	399
AT1_published_holdout	COL4A4	399
AT1_published_holdout	LGALS3	399
AT1_published_holdout	CALM2	399
AT1_published_holdout	GADD45B	399
AT1_published_holdout	TSPAN8	399
AT1_published_holdout	ARL4C	399
AT1_published_holdout	TPM3	399
AT1_published_holdout	TIMP2	399
AT1_published_holdout	CAV1	399
AT1_published_holdout	PDGFA	399
AT1_published_holdout	HS2ST1	399
AT1_published_holdout	ITGB1	399
AT1_published_holdout	ALCAM	399
AT1_published_holdout	ANO1	399
AT1_published_holdout	FBLN5	399
AT1_published_holdout	LPIN2	399
AT1_published_holdout	TMEM37	399
AT1_published_holdout	F11R	399
AT1_published_holdout	RAB11FIP1	399
AT1_published_holdout	WWP1	399
AT1_published_holdout	LAMB3	399
AT1_published_holdout	CALM1	399
AT1_published_holdout	BSG	399
AT1_published_holdout	PHLDA1	399
AT1_published_holdout	CTTNBP2NL	399
AT1_published_holdout	TNS1	399
AT1_published_holdout	AKAP13	399
AT1_published_holdout	OS9	399
AT1_published_holdout	LAMP1	399
AT1_published_holdout	COL4A2	399
AT1_published_holdout	SLC39A8	399
AT1_published_holdout	RGCC	399
AT1_published_holdout	ARPC2	399
AT1_published_holdout	CGN	399
AT1_published_holdout	DRAP1	399
AT1_published_holdout	HDGF	399
AT1_published_holdout	LRPAP1	399
AT1_published_holdout	PDPN	399
AT1_published_holdout	CLIP4	399
AT1_published_holdout	ACTN4	399
AT1_published_holdout	SLC6A14	399
AT1_published_holdout	OCIAD2	399
AT1_published_holdout	SERF2	399
AT1_published_holdout	HP1BP3	399
AT1_published_holdout	TMEM176B	399
AT1_published_holdout	CXCL16	399
AT1_published_holdout	C1orf116	399
AT1_published_holdout	OSBPL9	399
AT1_published_holdout	LAMC2	399
AT1_published_holdout	SLC25A4	399
AT1_published_holdout	XRN2	399
AT1_published_holdout	TPM4	399
AT1_published_holdout	PLS3	399
AT1_published_holdout	MORF4L1	399
AT1_published_holdout	KIF5B	399
AT1_published_holdout	MYO1C	399
AT1_published_holdout	PTPRF	399
AT1_published_holdout	RALBP1	399
AT1_published_holdout	PDLIM2	399
AT1_published_holdout	SERPINH1	399
AT1_published_holdout	TNFRSF12A	399
AT1_published_holdout	WLS	399
AT1_published_holdout	UBB	399
AT1_published_holdout	DAG1	399
AT1_published_holdout	MYH9	399
AT1_published_holdout	IER3	399
AT1_published_holdout	TJP1	399
AT1_published_holdout	LRRFIP1	399
AT1_published_holdout	B2M	399
AT1_published_holdout	TMEM30A	399
AT1_published_holdout	SRSF11	399
AT1_published_holdout	SBDS	399
AT1_published_holdout	CCNG1	399
AT1_published_holdout	CYB5R3	399
AT1_published_holdout	HSP90AB1	399
AT1_published_holdout	TJP2	399
AT1_published_holdout	CAPZB	399
AT1_published_holdout	PMP22	399
AT1_published_holdout	CD63	399
AT1_published_holdout	AKAP8L	399
AT1_published_holdout	ATP8A1	399
AT1_published_holdout	BEND7	399
AT1_published_holdout	MBIP	399
AT1_published_holdout	SNW1	399
AT1_published_holdout	PRNP	399
AT1_published_holdout	SEMA3E	399
AT1_published_holdout	TAOK3	399
AT1_published_holdout	APLP2	399
AT1_published_holdout	NCKAP5	399
AT1_published_holdout	S100A10	399
AT1_published_holdout	TMSB10	399
AT1_published_holdout	RPS27L	399
AT1_published_holdout	EHD2	399
AT1_published_holdout	RPS3	399
AT1_published_holdout	CDC42	399
AT1_published_holdout	APC	399
AT1_published_holdout	NNAT	399
AT1_published_holdout	YWHAH	399
AT1_published_holdout	MT-CYB	399
AT1_published_holdout	SEMA3A	399
AT1_published_holdout	IRX1	399
AT1_published_holdout	CADM1	399
AT1_published_holdout	MAL2	399
AT1_published_holdout	S100A14	399
AT1_published_holdout	WDR45	399
AT1_published_holdout	MMP14	399
AT1_published_holdout	TMBIM6	399
AT1_published_holdout	TAX1BP1	399
AT1_published_holdout	DYNLT3	399
AT1_published_holdout	DPYSL2	399
AT1_published_holdout	COX6A1	399
AT1_published_holdout	TMOD3	399
AT1_published_holdout	GNAS	399
AT1_published_holdout	MFGE8	399
AT1_published_holdout	PARP3	399
AT1_published_holdout	SNX4	399
AT1_published_holdout	BMP4	399
AT1_published_holdout	ZFYVE21	399
AT1_published_holdout	MTDH	399
AT1_published_holdout	ARHGEF2	399
AT1_published_holdout	BCAM	399
AT1_published_holdout	TLN1	399
AT1_published_holdout	RIN2	399
AT1_published_holdout	UBL3	399
AT1_published_holdout	SHROOM3	399
AT1_published_holdout	SCNN1A	399
AT1_published_holdout	MTHFD1	399
AT1_published_holdout	SEC62	399
AT1_published_holdout	LPP	399
AT1_published_holdout	SLK	399
AT1_published_holdout	ATXN7L3B	399
AT1_published_holdout	GATA6	399
AT1_published_holdout	SLCO3A1	399
AT1_published_holdout	MBNL1	399
AT1_published_holdout	OTUD7B	399
AT1_published_holdout	PXDC1	399
AT1_published_holdout	CCDC25	399
AT1_published_holdout	KLF6	399
AT1_published_holdout	CLIP1	399
AT1_published_holdout	MPRIP	399
AT1_published_holdout	CRB3	399
AT1_published_holdout	SEMA3B	399
AT1_published_holdout	RASGEF1A	399
AT1_published_holdout	BNIP3L	399
AT1_published_holdout	TGFB2	399
AT1_published_holdout	IL18R1	399
AT1_published_holdout	FADS3	399
AT1_published_holdout	FAM174B	399
AT1_published_holdout	SMC4	399
AT1_published_holdout	SDC1	399
AT1_published_holdout	RAI14	399
AT1_published_holdout	IQGAP1	399
AT1_published_holdout	TFDP2	399
AT1_published_holdout	DSTN	399
AT1_published_holdout	EIF5B	399
AT1_published_holdout	RBMS1	399
AT1_published_holdout	ARL6IP1	399
AT1_published_holdout	TSPAN2	399
AT1_published_holdout	SON	399
AT1_published_holdout	TPP1	399
AT1_published_holdout	CD151	399
AT1_published_holdout	UTRN	399
AT1_published_holdout	SERBP1	399
AT1_published_holdout	EPHA4	399
AT1_published_holdout	NEDD4	399
AT1_published_holdout	MALT1	399
AT1_published_holdout	LAPTM4A	399
AT1_published_holdout	RBM5	399
AT1_published_holdout	WNK1	399
AT1_published_holdout	ADAM10	399
AT1_published_holdout	PHYH	399
AT1_published_holdout	MACF1	399
AT1_published_holdout	CALR	399
AT1_published_holdout	PAFAH1B1	399
AT1_published_holdout	NFE2L1	399
AT1_published_holdout	SOD1	399
AT1_published_holdout	CAV2	399
AT1_published_holdout	ARHGEF26	399
AT1_published_holdout	NDST1	399
AT1_published_holdout	ATP2B1	399
AT1_published_holdout	CUX1	399
AT1_published_holdout	ROCK1	399
AT1_published_holdout	FERMT2	399
AT1_published_holdout	YWHAE	399
AT1_published_holdout	EIF3H	399
AT1_published_holdout	TINAGL1	399
AT1_published_holdout	KRT19	399
AT1_published_holdout	PAIP2	399
AT1_published_holdout	SYAP1	399
AT1_published_holdout	EPS8L2	399
AT1_published_holdout	MYOF	399
AT1_published_holdout	SPOCK2	399
AT1_published_holdout	GPX1	399
AT1_published_holdout	NDUFA4	399
AT1_published_holdout	DDX47	399
AT1_published_holdout	PPIG	399
AT1_published_holdout	BNIP2	399
AT1_published_holdout	MT-CO1	399
AT1_published_holdout	CDKN2B	399
AT1_published_holdout	ARPC5	399
AT1_published_holdout	DUSP1	399
AT1_published_holdout	SLC44A2	399
AT1_published_holdout	LAMA5	399
AT1_published_holdout	NDUFA13	399
AT1_published_holdout	BRD7	399
AT1_published_holdout	FILIP1L	399
AT1_published_holdout	PDCD6IP	399
AT1_published_holdout	CERS2	399
AT1_published_holdout	TMOD1	399
AT1_published_holdout	FLNA	399
AT1_published_holdout	CAPN2	399
AT1_published_holdout	SVIL	399
AT1_published_holdout	PDAP1	399
AT1_published_holdout	BTG2	399
AT1_published_holdout	EIF3A	399
AT1_published_holdout	NKX2-1	399
AT1_published_holdout	RTN4	399
AT1_published_holdout	MPP7	399
AT1_published_holdout	KLF9	399
AT1_published_holdout	EPN2	399
AT1_published_holdout	PTP4A2	399
AT1_published_holdout	HSD17B11	399
AT1_published_holdout	TSPO	399
AT1_published_holdout	CRLF3	399
AT1_published_holdout	PRDX2	399
AT1_published_holdout	PKM	399
AT1_published_holdout	PAICS	399
AT1_published_holdout	SSR2	399
AT1_published_holdout	TCF25	399
AT1_published_holdout	SNX6	399
AT1_published_holdout	ECE1	399
AT1_published_holdout	CHMP4B	399
AT1_published_holdout	BCAP31	399
AT1_published_holdout	DYNLRB1	399
AT1_published_holdout	RBM25	399
AT1_published_holdout	S100A11	399
AT1_published_holdout	DUSP7	399
AT1_published_holdout	CCDC141	399
AT1_published_holdout	PSMA2	399
AT1_published_holdout	RAB10	399
AT1_published_holdout	CCND2	399
AT1_published_holdout	RPL28	399
AT1_published_holdout	PTMS	399
AT1_published_holdout	PTPRE	399
AT1_published_holdout	PSMC1	399
AT1_published_holdout	CHMP2A	399
AT1_published_holdout	UNC13D	399
AT1_published_holdout	LAMB2	399
AT1_published_holdout	ZCRB1	399
AT1_published_holdout	SOX4	399
AT1_published_holdout	WWC2	399
AT1_published_holdout	EXOC4	399
AT1_published_holdout	RNF181	399
AT1_published_holdout	CSDE1	399
AT1_published_holdout	TMEM234	399
AT1_published_holdout	RSU1	399
AT1_published_holdout	CDC42BPG	399
AT1_published_holdout	COX7C	399
AT1_published_holdout	LAMA3	399
AT1_published_holdout	PNN	399
AT1_published_holdout	SPCS2	399
AT1_published_holdout	TSPAN15	399
AT1_published_holdout	DYNC1I2	399
AT1_published_holdout	MSLN	399
AT1_published_holdout	RAB12	399
AT1_published_holdout	UBXN4	399
AT1_published_holdout	COL4A5	399
AT1_published_holdout	LRRC58	399
AT1_published_holdout	TEAD1	399
AT1_published_holdout	NR3C1	399
AT1_published_holdout	MMP11	399
AT1_published_holdout	PPP2R5A	399
AT1_published_holdout	EFNA1	399
AT1_published_holdout	SERINC1	399
AT1_published_holdout	SYN3	399
AT1_published_holdout	PRKAR2A	399
AT1_published_holdout	GNG5	399
AT1_published_holdout	RAB2A	399
AT1_published_holdout	WWC1	399
AT1_published_holdout	FGF1	399
AT1_published_holdout	PLB1	399
AT1_published_holdout	SCNN1G	399
AT1_published_holdout	LUC7L3	399
AT1_published_holdout	PURA	399
AT1_published_holdout	ARID4B	399
AT1_published_holdout	SH3D19	399
AT1_published_holdout	NCL	399
AT1_published_holdout	TNFAIP1	399
AT1_published_holdout	ZNF106	399
AT1_published_holdout	C4orf3	399
AT1_published_holdout	NFE2L2	399
DATP_PATS_holdout_panel	NDRG1	6
DATP_PATS_holdout_panel	SFN	6
DATP_PATS_holdout_panel	KRT19	6
DATP_PATS_holdout_panel	LGALS3	6
HALLMARK_HYPOXIA	ACKR3	199
HALLMARK_HYPOXIA	ADM	199
HALLMARK_HYPOXIA	ADORA2B	199
HALLMARK_HYPOXIA	AK4	199
HALLMARK_HYPOXIA	AKAP12	199
HALLMARK_HYPOXIA	ALDOB	199
HALLMARK_HYPOXIA	ALDOC	199
HALLMARK_HYPOXIA	AMPD3	199
HALLMARK_HYPOXIA	ANGPTL4	199
HALLMARK_HYPOXIA	ANKZF1	199
HALLMARK_HYPOXIA	ATF3	199
HALLMARK_HYPOXIA	ATP7A	199
HALLMARK_HYPOXIA	B3GALT6	199
HALLMARK_HYPOXIA	B4GALNT2	199
HALLMARK_HYPOXIA	BCAN	199
HALLMARK_HYPOXIA	BCL2	199
HALLMARK_HYPOXIA	BGN	199
HALLMARK_HYPOXIA	BHLHE40	199
HALLMARK_HYPOXIA	BNIP3L	199
HALLMARK_HYPOXIA	BRS3	199
HALLMARK_HYPOXIA	CA12	199
HALLMARK_HYPOXIA	CASP6	199
HALLMARK_HYPOXIA	CAV1	199
HALLMARK_HYPOXIA	CAVIN1	199
HALLMARK_HYPOXIA	CAVIN3	199
HALLMARK_HYPOXIA	CCN1	199
HALLMARK_HYPOXIA	CCN2	199
HALLMARK_HYPOXIA	CCN5	199
HALLMARK_HYPOXIA	CCNG2	199
HALLMARK_HYPOXIA	CDKN1A	199
HALLMARK_HYPOXIA	CDKN1B	199
HALLMARK_HYPOXIA	CDKN1C	199
HALLMARK_HYPOXIA	CHST2	199
HALLMARK_HYPOXIA	CHST3	199
HALLMARK_HYPOXIA	CITED2	199
HALLMARK_HYPOXIA	COL5A1	199
HALLMARK_HYPOXIA	CP	199
HALLMARK_HYPOXIA	CSRP2	199
HALLMARK_HYPOXIA	CXCR4	199
HALLMARK_HYPOXIA	DCN	199
HALLMARK_HYPOXIA	DDIT3	199
HALLMARK_HYPOXIA	DDIT4	199
HALLMARK_HYPOXIA	DPYSL4	199
HALLMARK_HYPOXIA	DTNA	199
HALLMARK_HYPOXIA	DUSP1	199
HALLMARK_HYPOXIA	EDN2	199
HALLMARK_HYPOXIA	EFNA1	199
HALLMARK_HYPOXIA	EFNA3	199
HALLMARK_HYPOXIA	EGFR	199
HALLMARK_HYPOXIA	ENO2	199
HALLMARK_HYPOXIA	ENO3	199
HALLMARK_HYPOXIA	ERO1A	199
HALLMARK_HYPOXIA	ERRFI1	199
HALLMARK_HYPOXIA	ETS1	199
HALLMARK_HYPOXIA	EXT1	199
HALLMARK_HYPOXIA	F3	199
HALLMARK_HYPOXIA	FAM162A	199
HALLMARK_HYPOXIA	FBP1	199
HALLMARK_HYPOXIA	FOS	199
HALLMARK_HYPOXIA	FOSL2	199
HALLMARK_HYPOXIA	FOXO3	199
HALLMARK_HYPOXIA	GAA	199
HALLMARK_HYPOXIA	GALK1	199
HALLMARK_HYPOXIA	GAPDHS	199
HALLMARK_HYPOXIA	GBE1	199
HALLMARK_HYPOXIA	GCK	199
HALLMARK_HYPOXIA	GCNT2	199
HALLMARK_HYPOXIA	GLRX	199
HALLMARK_HYPOXIA	GPC1	199
HALLMARK_HYPOXIA	GPC3	199
HALLMARK_HYPOXIA	GPC4	199
HALLMARK_HYPOXIA	GPI	199
HALLMARK_HYPOXIA	GRHPR	199
HALLMARK_HYPOXIA	GYS1	199
HALLMARK_HYPOXIA	HAS1	199
HALLMARK_HYPOXIA	HDLBP	199
HALLMARK_HYPOXIA	HEXA	199
HALLMARK_HYPOXIA	HK1	199
HALLMARK_HYPOXIA	HK2	199
HALLMARK_HYPOXIA	HMOX1	199
HALLMARK_HYPOXIA	HOXB9	199
HALLMARK_HYPOXIA	HS3ST1	199
HALLMARK_HYPOXIA	HSPA5	199
HALLMARK_HYPOXIA	IDS	199
HALLMARK_HYPOXIA	IER3	199
HALLMARK_HYPOXIA	IGFBP1	199
HALLMARK_HYPOXIA	IGFBP3	199
HALLMARK_HYPOXIA	IL6	199
HALLMARK_HYPOXIA	ILVBL	199
HALLMARK_HYPOXIA	INHA	199
HALLMARK_HYPOXIA	IRS2	199
HALLMARK_HYPOXIA	ISG20	199
HALLMARK_HYPOXIA	JMJD6	199
HALLMARK_HYPOXIA	JUN	199
HALLMARK_HYPOXIA	KDELR3	199
HALLMARK_HYPOXIA	KDM3A	199
HALLMARK_HYPOXIA	KIF5A	199
HALLMARK_HYPOXIA	KLF6	199
HALLMARK_HYPOXIA	KLF7	199
HALLMARK_HYPOXIA	KLHL24	199
HALLMARK_HYPOXIA	LALBA	199
HALLMARK_HYPOXIA	LARGE1	199
HALLMARK_HYPOXIA	LDHA	199
HALLMARK_HYPOXIA	LDHC	199
HALLMARK_HYPOXIA	LOX	199
HALLMARK_HYPOXIA	LXN	199
HALLMARK_HYPOXIA	MAFF	199
HALLMARK_HYPOXIA	MAP3K1	199
HALLMARK_HYPOXIA	MIF	199
HALLMARK_HYPOXIA	MXI1	199
HALLMARK_HYPOXIA	MYH9	199
HALLMARK_HYPOXIA	NAGK	199
HALLMARK_HYPOXIA	NCAN	199
HALLMARK_HYPOXIA	NDRG1	199
HALLMARK_HYPOXIA	NDST1	199
HALLMARK_HYPOXIA	NDST2	199
HALLMARK_HYPOXIA	NEDD4L	199
HALLMARK_HYPOXIA	NFIL3	199
HALLMARK_HYPOXIA	NOCT	199
HALLMARK_HYPOXIA	NR3C1	199
HALLMARK_HYPOXIA	P4HA1	199
HALLMARK_HYPOXIA	P4HA2	199
HALLMARK_HYPOXIA	PAM	199
HALLMARK_HYPOXIA	PCK1	199
HALLMARK_HYPOXIA	PDGFB	199
HALLMARK_HYPOXIA	PDK1	199
HALLMARK_HYPOXIA	PDK3	199
HALLMARK_HYPOXIA	PFKFB3	199
HALLMARK_HYPOXIA	PFKL	199
HALLMARK_HYPOXIA	PFKP	199
HALLMARK_HYPOXIA	PGAM2	199
HALLMARK_HYPOXIA	PGF	199
HALLMARK_HYPOXIA	PGK1	199
HALLMARK_HYPOXIA	PGM1	199
HALLMARK_HYPOXIA	PGM2	199
HALLMARK_HYPOXIA	PHKG1	199
HALLMARK_HYPOXIA	PIM1	199
HALLMARK_HYPOXIA	PKLR	199
HALLMARK_HYPOXIA	PKP1	199
HALLMARK_HYPOXIA	PLAC8	199
HALLMARK_HYPOXIA	PLAUR	199
HALLMARK_HYPOXIA	PLIN2	199
HALLMARK_HYPOXIA	PNRC1	199
HALLMARK_HYPOXIA	PPARGC1A	199
HALLMARK_HYPOXIA	PPFIA4	199
HALLMARK_HYPOXIA	PPP1R15A	199
HALLMARK_HYPOXIA	PPP1R3C	199
HALLMARK_HYPOXIA	PRDX5	199
HALLMARK_HYPOXIA	PRKCA	199
HALLMARK_HYPOXIA	PYGM	199
HALLMARK_HYPOXIA	RBPJ	199
HALLMARK_HYPOXIA	RORA	199
HALLMARK_HYPOXIA	RRAGD	199
HALLMARK_HYPOXIA	S100A4	199
HALLMARK_HYPOXIA	SAP30	199
HALLMARK_HYPOXIA	SCARB1	199
HALLMARK_HYPOXIA	SDC2	199
HALLMARK_HYPOXIA	SDC3	199
HALLMARK_HYPOXIA	SDC4	199
HALLMARK_HYPOXIA	SERPINE1	199
HALLMARK_HYPOXIA	SIAH2	199
HALLMARK_HYPOXIA	SLC25A1	199
HALLMARK_HYPOXIA	SLC2A1	199
HALLMARK_HYPOXIA	SLC2A5	199
HALLMARK_HYPOXIA	SLC37A4	199
HALLMARK_HYPOXIA	SLC6A6	199
HALLMARK_HYPOXIA	SRPX	199
HALLMARK_HYPOXIA	STBD1	199
HALLMARK_HYPOXIA	STC1	199
HALLMARK_HYPOXIA	STC2	199
HALLMARK_HYPOXIA	SULT2B1	199
HALLMARK_HYPOXIA	TGFB3	199
HALLMARK_HYPOXIA	TGFBI	199
HALLMARK_HYPOXIA	TGM2	199
HALLMARK_HYPOXIA	TIPARP	199
HALLMARK_HYPOXIA	TKTL1	199
HALLMARK_HYPOXIA	TNFAIP3	199
HALLMARK_HYPOXIA	TPBG	199
HALLMARK_HYPOXIA	TPD52	199
HALLMARK_HYPOXIA	TPI1	199
HALLMARK_HYPOXIA	TPST2	199
HALLMARK_HYPOXIA	UGP2	199
HALLMARK_HYPOXIA	VEGFA	199
HALLMARK_HYPOXIA	VLDLR	199
HALLMARK_HYPOXIA	WSB1	199
HALLMARK_HYPOXIA	XPNPEP1	199
HALLMARK_HYPOXIA	ZNF292	199
HALLMARK_HYPOXIA	ZFP36	199
HALLMARK_INFLAMMATORY_RESPONSE	ABCA1	197
HALLMARK_INFLAMMATORY_RESPONSE	ABI1	197
HALLMARK_INFLAMMATORY_RESPONSE	ACVR1B	197
HALLMARK_INFLAMMATORY_RESPONSE	ACVR2A	197
HALLMARK_INFLAMMATORY_RESPONSE	ADGRE1	197
HALLMARK_INFLAMMATORY_RESPONSE	ADM	197
HALLMARK_INFLAMMATORY_RESPONSE	ADORA2B	197
HALLMARK_INFLAMMATORY_RESPONSE	AHR	197
HALLMARK_INFLAMMATORY_RESPONSE	APLNR	197
HALLMARK_INFLAMMATORY_RESPONSE	AQP9	197
HALLMARK_INFLAMMATORY_RESPONSE	ATP2A2	197
HALLMARK_INFLAMMATORY_RESPONSE	ATP2B1	197
HALLMARK_INFLAMMATORY_RESPONSE	ATP2C1	197
HALLMARK_INFLAMMATORY_RESPONSE	AXL	197
HALLMARK_INFLAMMATORY_RESPONSE	BDKRB1	197
HALLMARK_INFLAMMATORY_RESPONSE	BEST1	197
HALLMARK_INFLAMMATORY_RESPONSE	BST2	197
HALLMARK_INFLAMMATORY_RESPONSE	BTG2	197
HALLMARK_INFLAMMATORY_RESPONSE	C3AR1	197
HALLMARK_INFLAMMATORY_RESPONSE	CALCRL	197
HALLMARK_INFLAMMATORY_RESPONSE	CCL17	197
HALLMARK_INFLAMMATORY_RESPONSE	CCL20	197
HALLMARK_INFLAMMATORY_RESPONSE	CCL22	197
HALLMARK_INFLAMMATORY_RESPONSE	CCL24	197
HALLMARK_INFLAMMATORY_RESPONSE	CCL5	197
HALLMARK_INFLAMMATORY_RESPONSE	CCR7	197
HALLMARK_INFLAMMATORY_RESPONSE	CCRL2	197
HALLMARK_INFLAMMATORY_RESPONSE	CD14	197
HALLMARK_INFLAMMATORY_RESPONSE	CD40	197
HALLMARK_INFLAMMATORY_RESPONSE	CD48	197
HALLMARK_INFLAMMATORY_RESPONSE	CD69	197
HALLMARK_INFLAMMATORY_RESPONSE	CD70	197
HALLMARK_INFLAMMATORY_RESPONSE	CD82	197
HALLMARK_INFLAMMATORY_RESPONSE	CDKN1A	197
HALLMARK_INFLAMMATORY_RESPONSE	CHST2	197
HALLMARK_INFLAMMATORY_RESPONSE	CLEC5A	197
HALLMARK_INFLAMMATORY_RESPONSE	CMKLR1	197
HALLMARK_INFLAMMATORY_RESPONSE	CSF1	197
HALLMARK_INFLAMMATORY_RESPONSE	CSF3	197
HALLMARK_INFLAMMATORY_RESPONSE	CSF3R	197
HALLMARK_INFLAMMATORY_RESPONSE	CX3CL1	197
HALLMARK_INFLAMMATORY_RESPONSE	CXCL10	197
HALLMARK_INFLAMMATORY_RESPONSE	CXCL11	197
HALLMARK_INFLAMMATORY_RESPONSE	CXCL9	197
HALLMARK_INFLAMMATORY_RESPONSE	CXCR6	197
HALLMARK_INFLAMMATORY_RESPONSE	CYBB	197
HALLMARK_INFLAMMATORY_RESPONSE	DCBLD2	197
HALLMARK_INFLAMMATORY_RESPONSE	EBI3	197
HALLMARK_INFLAMMATORY_RESPONSE	EDN1	197
HALLMARK_INFLAMMATORY_RESPONSE	EIF2AK2	197
HALLMARK_INFLAMMATORY_RESPONSE	EMP3	197
