module	gene	source_genes
HALLMARK_INFLAMMATORY_RESPONSE	EREG	197
HALLMARK_INFLAMMATORY_RESPONSE	F3	197
HALLMARK_INFLAMMATORY_RESPONSE	FFAR2	197
HALLMARK_INFLAMMATORY_RESPONSE	FPR1	197
HALLMARK_INFLAMMATORY_RESPONSE	FZD5	197
HALLMARK_INFLAMMATORY_RESPONSE	GABBR1	197
HALLMARK_INFLAMMATORY_RESPONSE	GCH1	197
HALLMARK_INFLAMMATORY_RESPONSE	GNA15	197
HALLMARK_INFLAMMATORY_RESPONSE	GP1BA	197
HALLMARK_INFLAMMATORY_RESPONSE	GPC3	197
HALLMARK_INFLAMMATORY_RESPONSE	GPR132	197
HALLMARK_INFLAMMATORY_RESPONSE	GPR183	197
HALLMARK_INFLAMMATORY_RESPONSE	HAS2	197
HALLMARK_INFLAMMATORY_RESPONSE	HBEGF	197
HALLMARK_INFLAMMATORY_RESPONSE	HIF1A	197
HALLMARK_INFLAMMATORY_RESPONSE	HPN	197
HALLMARK_INFLAMMATORY_RESPONSE	HRH1	197
HALLMARK_INFLAMMATORY_RESPONSE	ICAM1	197
HALLMARK_INFLAMMATORY_RESPONSE	ICAM4	197
HALLMARK_INFLAMMATORY_RESPONSE	IFNAR1	197
HALLMARK_INFLAMMATORY_RESPONSE	IFNGR2	197
HALLMARK_INFLAMMATORY_RESPONSE	IL10	197
HALLMARK_INFLAMMATORY_RESPONSE	IL10RA	197
HALLMARK_INFLAMMATORY_RESPONSE	IL12B	197
HALLMARK_INFLAMMATORY_RESPONSE	IL15	197
HALLMARK_INFLAMMATORY_RESPONSE	IL15RA	197
HALLMARK_INFLAMMATORY_RESPONSE	IL18	197
HALLMARK_INFLAMMATORY_RESPONSE	IL18R1	197
HALLMARK_INFLAMMATORY_RESPONSE	IL18RAP	197
HALLMARK_INFLAMMATORY_RESPONSE	IL1A	197
HALLMARK_INFLAMMATORY_RESPONSE	IL1B	197
HALLMARK_INFLAMMATORY_RESPONSE	IL1R1	197
HALLMARK_INFLAMMATORY_RESPONSE	IL2RB	197
HALLMARK_INFLAMMATORY_RESPONSE	IL4R	197
HALLMARK_INFLAMMATORY_RESPONSE	IL6	197
HALLMARK_INFLAMMATORY_RESPONSE	IL7R	197
HALLMARK_INFLAMMATORY_RESPONSE	INHBA	197
HALLMARK_INFLAMMATORY_RESPONSE	IRAK2	197
HALLMARK_INFLAMMATORY_RESPONSE	IRF1	197
HALLMARK_INFLAMMATORY_RESPONSE	IRF7	197
HALLMARK_INFLAMMATORY_RESPONSE	ITGA5	197
HALLMARK_INFLAMMATORY_RESPONSE	ITGB3	197
HALLMARK_INFLAMMATORY_RESPONSE	ITGB8	197
HALLMARK_INFLAMMATORY_RESPONSE	KCNA3	197
HALLMARK_INFLAMMATORY_RESPONSE	KCNJ2	197
HALLMARK_INFLAMMATORY_RESPONSE	KCNMB2	197
HALLMARK_INFLAMMATORY_RESPONSE	KIF1B	197
HALLMARK_INFLAMMATORY_RESPONSE	KLF6	197
HALLMARK_INFLAMMATORY_RESPONSE	LAMP3	197
HALLMARK_INFLAMMATORY_RESPONSE	LCK	197
HALLMARK_INFLAMMATORY_RESPONSE	LCP2	197
HALLMARK_INFLAMMATORY_RESPONSE	LDLR	197
HALLMARK_INFLAMMATORY_RESPONSE	LIF	197
HALLMARK_INFLAMMATORY_RESPONSE	LPAR1	197
HALLMARK_INFLAMMATORY_RESPONSE	LTA	197
HALLMARK_INFLAMMATORY_RESPONSE	LY6E	197
HALLMARK_INFLAMMATORY_RESPONSE	LYN	197
HALLMARK_INFLAMMATORY_RESPONSE	MARCO	197
HALLMARK_INFLAMMATORY_RESPONSE	MEFV	197
HALLMARK_INFLAMMATORY_RESPONSE	MEP1A	197
HALLMARK_INFLAMMATORY_RESPONSE	MET	197
HALLMARK_INFLAMMATORY_RESPONSE	MMP14	197
HALLMARK_INFLAMMATORY_RESPONSE	MSR1	197
HALLMARK_INFLAMMATORY_RESPONSE	MXD1	197
HALLMARK_INFLAMMATORY_RESPONSE	MYC	197
HALLMARK_INFLAMMATORY_RESPONSE	NAMPT	197
HALLMARK_INFLAMMATORY_RESPONSE	NDP	197
HALLMARK_INFLAMMATORY_RESPONSE	NFKB1	197
HALLMARK_INFLAMMATORY_RESPONSE	NFKBIA	197
HALLMARK_INFLAMMATORY_RESPONSE	NLRP3	197
HALLMARK_INFLAMMATORY_RESPONSE	NMI	197
HALLMARK_INFLAMMATORY_RESPONSE	NMUR1	197
HALLMARK_INFLAMMATORY_RESPONSE	NOD2	197
HALLMARK_INFLAMMATORY_RESPONSE	NPFFR2	197
HALLMARK_INFLAMMATORY_RESPONSE	OLR1	197
HALLMARK_INFLAMMATORY_RESPONSE	OPRK1	197
HALLMARK_INFLAMMATORY_RESPONSE	OSM	197
HALLMARK_INFLAMMATORY_RESPONSE	OSMR	197
HALLMARK_INFLAMMATORY_RESPONSE	P2RX4	197
HALLMARK_INFLAMMATORY_RESPONSE	P2RX7	197
HALLMARK_INFLAMMATORY_RESPONSE	P2RY2	197
HALLMARK_INFLAMMATORY_RESPONSE	PCDH7	197
HALLMARK_INFLAMMATORY_RESPONSE	PDE4B	197
HALLMARK_INFLAMMATORY_RESPONSE	PDPN	197
HALLMARK_INFLAMMATORY_RESPONSE	PIK3R5	197
HALLMARK_INFLAMMATORY_RESPONSE	PLAUR	197
HALLMARK_INFLAMMATORY_RESPONSE	PROK2	197
HALLMARK_INFLAMMATORY_RESPONSE	PSEN1	197
HALLMARK_INFLAMMATORY_RESPONSE	PTAFR	197
HALLMARK_INFLAMMATORY_RESPONSE	PTGER2	197
HALLMARK_INFLAMMATORY_RESPONSE	PTGER4	197
HALLMARK_INFLAMMATORY_RESPONSE	PTGIR	197
HALLMARK_INFLAMMATORY_RESPONSE	PTPRE	197
HALLMARK_INFLAMMATORY_RESPONSE	PVR	197
HALLMARK_INFLAMMATORY_RESPONSE	RAF1	197
HALLMARK_INFLAMMATORY_RESPONSE	RASGRP1	197
HALLMARK_INFLAMMATORY_RESPONSE	RELA	197
HALLMARK_INFLAMMATORY_RESPONSE	RGS1	197
HALLMARK_INFLAMMATORY_RESPONSE	RGS16	197
HALLMARK_INFLAMMATORY_RESPONSE	RHOG	197
HALLMARK_INFLAMMATORY_RESPONSE	RIPK2	197
HALLMARK_INFLAMMATORY_RESPONSE	RNF144B	197
HALLMARK_INFLAMMATORY_RESPONSE	ROS1	197
HALLMARK_INFLAMMATORY_RESPONSE	RTP4	197
HALLMARK_INFLAMMATORY_RESPONSE	SCARF1	197
HALLMARK_INFLAMMATORY_RESPONSE	SCN1B	197
HALLMARK_INFLAMMATORY_RESPONSE	SELE	197
HALLMARK_INFLAMMATORY_RESPONSE	SELENOS	197
HALLMARK_INFLAMMATORY_RESPONSE	SELL	197
HALLMARK_INFLAMMATORY_RESPONSE	SEMA4D	197
HALLMARK_INFLAMMATORY_RESPONSE	SERPINE1	197
HALLMARK_INFLAMMATORY_RESPONSE	SGMS2	197
HALLMARK_INFLAMMATORY_RESPONSE	SLAMF1	197
HALLMARK_INFLAMMATORY_RESPONSE	SLC11A2	197
HALLMARK_INFLAMMATORY_RESPONSE	SLC1A2	197
HALLMARK_INFLAMMATORY_RESPONSE	SLC31A1	197
HALLMARK_INFLAMMATORY_RESPONSE	SLC31A2	197
HALLMARK_INFLAMMATORY_RESPONSE	SLC4A4	197
HALLMARK_INFLAMMATORY_RESPONSE	SLC7A1	197
HALLMARK_INFLAMMATORY_RESPONSE	SLC7A2	197
HALLMARK_INFLAMMATORY_RESPONSE	SPHK1	197
HALLMARK_INFLAMMATORY_RESPONSE	SRI	197
HALLMARK_INFLAMMATORY_RESPONSE	STAB1	197
HALLMARK_INFLAMMATORY_RESPONSE	TACR1	197
HALLMARK_INFLAMMATORY_RESPONSE	TACR3	197
HALLMARK_INFLAMMATORY_RESPONSE	TAPBP	197
HALLMARK_INFLAMMATORY_RESPONSE	TIMP1	197
HALLMARK_INFLAMMATORY_RESPONSE	TLR1	197
HALLMARK_INFLAMMATORY_RESPONSE	TLR2	197
HALLMARK_INFLAMMATORY_RESPONSE	TLR3	197
HALLMARK_INFLAMMATORY_RESPONSE	TNFAIP6	197
HALLMARK_INFLAMMATORY_RESPONSE	TNFRSF1B	197
HALLMARK_INFLAMMATORY_RESPONSE	TNFRSF9	197
HALLMARK_INFLAMMATORY_RESPONSE	TNFSF10	197
HALLMARK_INFLAMMATORY_RESPONSE	TNFSF15	197
HALLMARK_INFLAMMATORY_RESPONSE	TNFSF9	197
HALLMARK_INFLAMMATORY_RESPONSE	TPBG	197
HALLMARK_INFLAMMATORY_RESPONSE	VIP	197
HALLMARK_P53_PATHWAY	ABAT	200
HALLMARK_P53_PATHWAY	ABCC5	200
HALLMARK_P53_PATHWAY	ABHD4	200
HALLMARK_P53_PATHWAY	ACVR1B	200
HALLMARK_P53_PATHWAY	ADA	200
HALLMARK_P53_PATHWAY	AEN	200
HALLMARK_P53_PATHWAY	AK1	200
HALLMARK_P53_PATHWAY	ALOX15B	200
HALLMARK_P53_PATHWAY	ANKRA2	200
HALLMARK_P53_PATHWAY	APAF1	200
HALLMARK_P53_PATHWAY	APP	200
HALLMARK_P53_PATHWAY	ATF3	200
HALLMARK_P53_PATHWAY	BAIAP2	200
HALLMARK_P53_PATHWAY	BAK1	200
HALLMARK_P53_PATHWAY	BAX	200
HALLMARK_P53_PATHWAY	BLCAP	200
HALLMARK_P53_PATHWAY	BMP2	200
HALLMARK_P53_PATHWAY	BTG2	200
HALLMARK_P53_PATHWAY	CCND2	200
HALLMARK_P53_PATHWAY	CCND3	200
HALLMARK_P53_PATHWAY	CCNG1	200
HALLMARK_P53_PATHWAY	CCNK	200
HALLMARK_P53_PATHWAY	CCP110	200
HALLMARK_P53_PATHWAY	CD81	200
HALLMARK_P53_PATHWAY	CD82	200
HALLMARK_P53_PATHWAY	CDH13	200
HALLMARK_P53_PATHWAY	CDK5R1	200
HALLMARK_P53_PATHWAY	CDKN1A	200
HALLMARK_P53_PATHWAY	CDKN2A	200
HALLMARK_P53_PATHWAY	CDKN2AIP	200
HALLMARK_P53_PATHWAY	CDKN2B	200
HALLMARK_P53_PATHWAY	CEBPA	200
HALLMARK_P53_PATHWAY	CGRRF1	200
HALLMARK_P53_PATHWAY	CLCA2	200
HALLMARK_P53_PATHWAY	COQ8A	200
HALLMARK_P53_PATHWAY	CSRNP2	200
HALLMARK_P53_PATHWAY	CTSD	200
HALLMARK_P53_PATHWAY	CTSF	200
HALLMARK_P53_PATHWAY	CYFIP2	200
HALLMARK_P53_PATHWAY	DCXR	200
HALLMARK_P53_PATHWAY	DDB2	200
HALLMARK_P53_PATHWAY	DDIT3	200
HALLMARK_P53_PATHWAY	DDIT4	200
HALLMARK_P53_PATHWAY	DEF6	200
HALLMARK_P53_PATHWAY	DGKA	200
HALLMARK_P53_PATHWAY	DNTTIP2	200
HALLMARK_P53_PATHWAY	DRAM1	200
HALLMARK_P53_PATHWAY	EI24	200
HALLMARK_P53_PATHWAY	ELP1	200
HALLMARK_P53_PATHWAY	EPHA2	200
HALLMARK_P53_PATHWAY	EPHX1	200
HALLMARK_P53_PATHWAY	EPS8L2	200
HALLMARK_P53_PATHWAY	F2R	200
HALLMARK_P53_PATHWAY	FAM162A	200
HALLMARK_P53_PATHWAY	FAS	200
HALLMARK_P53_PATHWAY	FBXW7	200
HALLMARK_P53_PATHWAY	FDXR	200
HALLMARK_P53_PATHWAY	FGF13	200
HALLMARK_P53_PATHWAY	FOS	200
HALLMARK_P53_PATHWAY	FOXO3	200
HALLMARK_P53_PATHWAY	FUCA1	200
HALLMARK_P53_PATHWAY	GADD45A	200
HALLMARK_P53_PATHWAY	GLS2	200
HALLMARK_P53_PATHWAY	GM2A	200
HALLMARK_P53_PATHWAY	GPX2	200
HALLMARK_P53_PATHWAY	H1-2	200
HALLMARK_P53_PATHWAY	H2AC25	200
HALLMARK_P53_PATHWAY	H2AJ	200
HALLMARK_P53_PATHWAY	HBEGF	200
HALLMARK_P53_PATHWAY	HDAC3	200
HALLMARK_P53_PATHWAY	HEXIM1	200
HALLMARK_P53_PATHWAY	HINT1	200
HALLMARK_P53_PATHWAY	HMOX1	200
HALLMARK_P53_PATHWAY	HRAS	200
HALLMARK_P53_PATHWAY	HSPA4L	200
HALLMARK_P53_PATHWAY	IER3	200
HALLMARK_P53_PATHWAY	IER5	200
HALLMARK_P53_PATHWAY	IFI30	200
HALLMARK_P53_PATHWAY	IL1A	200
HALLMARK_P53_PATHWAY	INHBB	200
HALLMARK_P53_PATHWAY	IP6K2	200
HALLMARK_P53_PATHWAY	IRAG2	200
HALLMARK_P53_PATHWAY	IRAK1	200
HALLMARK_P53_PATHWAY	ISCU	200
HALLMARK_P53_PATHWAY	ITGB4	200
HALLMARK_P53_PATHWAY	JAG2	200
HALLMARK_P53_PATHWAY	JUN	200
HALLMARK_P53_PATHWAY	KIF13B	200
HALLMARK_P53_PATHWAY	KLF4	200
HALLMARK_P53_PATHWAY	KLK8	200
HALLMARK_P53_PATHWAY	KRT17	200
HALLMARK_P53_PATHWAY	LDHB	200
HALLMARK_P53_PATHWAY	LIF	200
HALLMARK_P53_PATHWAY	MAPKAPK3	200
HALLMARK_P53_PATHWAY	MDM2	200
HALLMARK_P53_PATHWAY	MKNK2	200
HALLMARK_P53_PATHWAY	MXD1	200
HALLMARK_P53_PATHWAY	MXD4	200
HALLMARK_P53_PATHWAY	NDRG1	200
HALLMARK_P53_PATHWAY	NHLH2	200
HALLMARK_P53_PATHWAY	NINJ1	200
HALLMARK_P53_PATHWAY	NOL8	200
HALLMARK_P53_PATHWAY	NOTCH1	200
HALLMARK_P53_PATHWAY	NUDT15	200
HALLMARK_P53_PATHWAY	NUPR1	200
HALLMARK_P53_PATHWAY	OSGIN1	200
HALLMARK_P53_PATHWAY	PCNA	200
HALLMARK_P53_PATHWAY	PDGFA	200
HALLMARK_P53_PATHWAY	PERP	200
HALLMARK_P53_PATHWAY	PHLDA3	200
HALLMARK_P53_PATHWAY	PIDD1	200
HALLMARK_P53_PATHWAY	PITPNC1	200
HALLMARK_P53_PATHWAY	PLK2	200
HALLMARK_P53_PATHWAY	PLK3	200
HALLMARK_P53_PATHWAY	PLXNB2	200
HALLMARK_P53_PATHWAY	PMM1	200
HALLMARK_P53_PATHWAY	POLH	200
HALLMARK_P53_PATHWAY	PPM1D	200
HALLMARK_P53_PATHWAY	PPP1R15A	200
HALLMARK_P53_PATHWAY	PRKAB1	200
HALLMARK_P53_PATHWAY	PRMT2	200
HALLMARK_P53_PATHWAY	PROCR	200
HALLMARK_P53_PATHWAY	PTPN14	200
HALLMARK_P53_PATHWAY	PTPRE	200
HALLMARK_P53_PATHWAY	RAB40C	200
HALLMARK_P53_PATHWAY	RACK1	200
HALLMARK_P53_PATHWAY	RAD51C	200
HALLMARK_P53_PATHWAY	RAD9A	200
HALLMARK_P53_PATHWAY	RALGDS	200
HALLMARK_P53_PATHWAY	RAP2B	200
HALLMARK_P53_PATHWAY	RB1	200
HALLMARK_P53_PATHWAY	RCHY1	200
HALLMARK_P53_PATHWAY	RETSAT	200
HALLMARK_P53_PATHWAY	RGS16	200
HALLMARK_P53_PATHWAY	RHBDF2	200
HALLMARK_P53_PATHWAY	RNF19B	200
HALLMARK_P53_PATHWAY	RPL18	200
HALLMARK_P53_PATHWAY	RPL36	200
HALLMARK_P53_PATHWAY	RPS12	200
HALLMARK_P53_PATHWAY	RPS27L	200
HALLMARK_P53_PATHWAY	RRAD	200
HALLMARK_P53_PATHWAY	RRP8	200
HALLMARK_P53_PATHWAY	RXRA	200
HALLMARK_P53_PATHWAY	S100A10	200
HALLMARK_P53_PATHWAY	S100A4	200
HALLMARK_P53_PATHWAY	SAT1	200
HALLMARK_P53_PATHWAY	SDC1	200
HALLMARK_P53_PATHWAY	SEC61A1	200
HALLMARK_P53_PATHWAY	SERPINB5	200
HALLMARK_P53_PATHWAY	SERTAD3	200
HALLMARK_P53_PATHWAY	SESN1	200
HALLMARK_P53_PATHWAY	SFN	200
HALLMARK_P53_PATHWAY	SLC19A2	200
HALLMARK_P53_PATHWAY	SLC35D1	200
HALLMARK_P53_PATHWAY	SLC3A2	200
HALLMARK_P53_PATHWAY	SLC7A11	200
HALLMARK_P53_PATHWAY	SOCS1	200
HALLMARK_P53_PATHWAY	SP1	200
HALLMARK_P53_PATHWAY	SPHK1	200
HALLMARK_P53_PATHWAY	ST14	200
HALLMARK_P53_PATHWAY	STEAP3	200
HALLMARK_P53_PATHWAY	STOM	200
HALLMARK_P53_PATHWAY	TAP1	200
HALLMARK_P53_PATHWAY	TAX1BP3	200
HALLMARK_P53_PATHWAY	TCHH	200
HALLMARK_P53_PATHWAY	TCN2	200
HALLMARK_P53_PATHWAY	TGFA	200
HALLMARK_P53_PATHWAY	TGFB1	200
HALLMARK_P53_PATHWAY	TM4SF1	200
HALLMARK_P53_PATHWAY	TM7SF3	200
HALLMARK_P53_PATHWAY	TNFSF9	200
HALLMARK_P53_PATHWAY	TNNI1	200
HALLMARK_P53_PATHWAY	TOB1	200
HALLMARK_P53_PATHWAY	TPD52L1	200
HALLMARK_P53_PATHWAY	TPRKB	200
HALLMARK_P53_PATHWAY	TRAF4	200
HALLMARK_P53_PATHWAY	TRAFD1	200
HALLMARK_P53_PATHWAY	TRIAP1	200
HALLMARK_P53_PATHWAY	TRIB3	200
HALLMARK_P53_PATHWAY	TP53	200
HALLMARK_P53_PATHWAY	TP63	200
HALLMARK_P53_PATHWAY	TSC22D1	200
HALLMARK_P53_PATHWAY	TSPYL2	200
HALLMARK_P53_PATHWAY	TXNIP	200
HALLMARK_P53_PATHWAY	UPP1	200
HALLMARK_P53_PATHWAY	VAMP8	200
HALLMARK_P53_PATHWAY	VDR	200
HALLMARK_P53_PATHWAY	WRAP73	200
HALLMARK_P53_PATHWAY	WWP1	200
HALLMARK_P53_PATHWAY	XPC	200
HALLMARK_P53_PATHWAY	ZBTB16	200
HALLMARK_P53_PATHWAY	ZNF365	200
HALLMARK_P53_PATHWAY	ZFP36L1	200
HALLMARK_P53_PATHWAY	ZMAT3	200
Han_ISR_source_symbols	TRIB3	129
Han_ISR_source_symbols	CHAC1	129
Han_ISR_source_symbols	MTHFD2	129
Han_ISR_source_symbols	SLC7A5	129
Han_ISR_source_symbols	EIF4EBP1	129
Han_ISR_source_symbols	DDIT3	129
Han_ISR_source_symbols	SLC1A4	129
Han_ISR_source_symbols	ATF5	129
Han_ISR_source_symbols	SESN2	129
Han_ISR_source_symbols	ASNS	129
Han_ISR_source_symbols	GARS1	129
Han_ISR_source_symbols	HERPUD1	129
Han_ISR_source_symbols	PPP1R15A	129
Han_ISR_source_symbols	ATF3	129
Han_ISR_source_symbols	GADD45A	129
Han_ISR_source_symbols	SLC1A5	129
Han_ISR_source_symbols	ATF6	129
Han_ISR_source_symbols	SLC3A2	129
Han_ISR_source_symbols	CYB5R1	129
Han_ISR_source_symbols	ALDH18A1	129
Han_ISR_source_symbols	RHBDD1	129
Han_ISR_source_symbols	NUPR1	129
Han_ISR_source_symbols	PHGDH	129
Han_ISR_source_symbols	SLC7A11	129
Han_ISR_source_symbols	HMOX1	129
Han_ISR_source_symbols	CDKN1A	129
Han_ISR_source_symbols	PSPH	129
Han_ISR_source_symbols	SLC6A9	129
Han_ISR_source_symbols	CTH	129
Han_ISR_source_symbols	ALDH1L2	129
Han_ISR_source_symbols	PCK2	129
Han_ISR_source_symbols	GPT2	129
Han_ISR_source_symbols	PHF10	129
Han_ISR_source_symbols	HAX1	129
Han_ISR_source_symbols	SHMT2	129
Han_ISR_source_symbols	PYCR1	129
Han_ISR_source_symbols	LONP1	129
Han_ISR_source_symbols	EIF2S2	129
Han_ISR_source_symbols	XPOT	129
Han_ISR_source_symbols	ANGPTL6	129
Han_ISR_source_symbols	LEPROTL1	129
Han_ISR_source_symbols	GHITM	129
Han_ISR_source_symbols	HSPA9	129
Han_ISR_source_symbols	NFE2L1	129
Han_ISR_source_symbols	OTUB2	129
Han_ISR_source_symbols	GOT1	129
Han_ISR_source_symbols	GDF15	129
Han_ISR_source_symbols	SLC25A33	129
Han_ISR_source_symbols	IFRD1	129
Han_ISR_source_symbols	GTPBP2	129
Han_ISR_source_symbols	SOAT2	129
Han_ISR_source_symbols	NFIL3	129
Han_ISR_source_symbols	SIAH2	129
Han_ISR_source_symbols	CRLS1	129
Han_ISR_source_symbols	KRTCAP2	129
Han_ISR_source_symbols	GLCE	129
Han_ISR_source_symbols	ARHGEF2	129
Han_ISR_source_symbols	CEBPB	129
Han_ISR_source_symbols	UBR2	129
Han_ISR_source_symbols	NOP14	129
Han_ISR_source_symbols	DERL1	129
Han_ISR_source_symbols	SLC7A3	129
Han_ISR_source_symbols	CIART	129
Han_ISR_source_symbols	PVR	129
Han_ISR_source_symbols	VEGFA	129
Han_ISR_source_symbols	MTHFD1L	129
Han_ISR_source_symbols	CLIC4	129
Han_ISR_source_symbols	SCPEP1	129
Han_ISR_source_symbols	MTBP	129
Han_ISR_source_symbols	PFKP	129
Han_ISR_source_symbols	TCEA1	129
Han_ISR_source_symbols	GNPNAT1	129
Han_ISR_source_symbols	CA6	129
Han_ISR_source_symbols	CLN8	129
Han_ISR_source_symbols	MDFIC	129
Han_ISR_source_symbols	TBC1D31	129
Han_ISR_source_symbols	TGIF1	129
Han_ISR_source_symbols	PAQR3	129
Han_ISR_source_symbols	DDIT4	129
Han_ISR_source_symbols	ADM2	129
Han_ISR_source_symbols	FADS3	129
Han_ISR_source_symbols	ATF4	129
Han_ISR_source_symbols	CCNB1IP1	129
Han_ISR_source_symbols	CCPG1	129
Han_ISR_source_symbols	CEBPG	129
Han_ISR_source_symbols	CYB5R2	129
Han_ISR_source_symbols	EIF1	129
Han_ISR_source_symbols	EIF1B	129
Han_ISR_source_symbols	EPB41L4A	129
Han_ISR_source_symbols	FAM89A	129
Han_ISR_source_symbols	FGF21	129
Han_ISR_source_symbols	HOXB9	129
Han_ISR_source_symbols	IDH1	129
Han_ISR_source_symbols	LMO4	129
Han_ISR_source_symbols	MAP1B	129
Han_ISR_source_symbols	MAP3K8	129
Han_ISR_source_symbols	MOXD1	129
Han_ISR_source_symbols	OXLD1	129
Han_ISR_source_symbols	PIM1	129
Han_ISR_source_symbols	PLPP4	129
Han_ISR_source_symbols	PSAT1	129
Han_ISR_source_symbols	RGS16	129
Han_ISR_source_symbols	SLC24A4	129
Han_ISR_source_symbols	SLC7A1	129
Han_ISR_source_symbols	SOCS2	129
Han_ISR_source_symbols	ST6GALNAC1	129
Han_ISR_source_symbols	TSC22D3	129
Han_ISR_source_symbols	YDJC	129
Han_ISR_source_symbols	ZNFX1	129
Han_ISR_without_HPCS_ADI_or_operational_markers	TRIB3	105
Han_ISR_without_HPCS_ADI_or_operational_markers	MTHFD2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SLC7A5	105
Han_ISR_without_HPCS_ADI_or_operational_markers	EIF4EBP1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	ATF5	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SESN2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	GARS1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	HERPUD1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	GADD45A	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SLC1A5	105
Han_ISR_without_HPCS_ADI_or_operational_markers	ATF6	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SLC3A2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CYB5R1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	ALDH18A1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	RHBDD1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	PHGDH	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SLC7A11	105
Han_ISR_without_HPCS_ADI_or_operational_markers	HMOX1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	PSPH	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SLC6A9	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CTH	105
Han_ISR_without_HPCS_ADI_or_operational_markers	ALDH1L2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	PCK2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	GPT2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	PHF10	105
Han_ISR_without_HPCS_ADI_or_operational_markers	HAX1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SHMT2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	PYCR1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	LONP1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	XPOT	105
Han_ISR_without_HPCS_ADI_or_operational_markers	ANGPTL6	105
Han_ISR_without_HPCS_ADI_or_operational_markers	LEPROTL1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	NFE2L1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	OTUB2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	GOT1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SLC25A33	105
Han_ISR_without_HPCS_ADI_or_operational_markers	GTPBP2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SOAT2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	NFIL3	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SIAH2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CRLS1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	KRTCAP2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	GLCE	105
Han_ISR_without_HPCS_ADI_or_operational_markers	ARHGEF2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CEBPB	105
Han_ISR_without_HPCS_ADI_or_operational_markers	UBR2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	NOP14	105
Han_ISR_without_HPCS_ADI_or_operational_markers	DERL1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SLC7A3	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CIART	105
Han_ISR_without_HPCS_ADI_or_operational_markers	VEGFA	105
Han_ISR_without_HPCS_ADI_or_operational_markers	MTHFD1L	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CLIC4	105
Han_ISR_without_HPCS_ADI_or_operational_markers	SCPEP1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	MTBP	105
Han_ISR_without_HPCS_ADI_or_operational_markers	PFKP	105
Han_ISR_without_HPCS_ADI_or_operational_markers	TCEA1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	GNPNAT1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CA6	105
Han_ISR_without_HPCS_ADI_or_operational_markers	MDFIC	105
Han_ISR_without_HPCS_ADI_or_operational_markers	TBC1D31	105
Han_ISR_without_HPCS_ADI_or_operational_markers	PAQR3	105
Han_ISR_without_HPCS_ADI_or_operational_markers	DDIT4	105
Han_ISR_without_HPCS_ADI_or_operational_markers	ADM2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	FADS3	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CCNB1IP1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CCPG1	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CEBPG	105
Han_ISR_without_HPCS_ADI_or_operational_markers	CYB5R2	105
Han_ISR_without_HPCS_ADI_or_operational_markers	EIF1B	105
Han_ISR_without_HPCS_ADI_or_operational_markers	EPB41L4A	105
Han_ISR_without_HPCS_ADI_or_operational_markers	FAM89A	105
Han_ISR_without_HPCS_ADI_or_operational_markers	FGF21	105
Han_ISR_without_HPCS_ADI_or_operational_markers	HOXB9	105
