config,label,cell_floor,module,case,reference,patient,difference
unc20_largest_library,AT2,50,AT2_published_holdout,AAH,normal,4,0.031992519285799936
unc20_largest_library,AT2,50,AT2_published_holdout,AAH,normal,6,-0.019969401122740038
unc20_largest_library,AT2,50,AT2_published_holdout,AAH,normal,9,-0.08563110337159952
unc20_largest_library,AT2,50,AT2_published_holdout,AAH,normal,11,0.16311803421633986
unc20_largest_library,AT2,50,AT2_published_holdout,AAH,normal,20,0.1891157491401403
unc20_largest_library,AT2,50,AT2_published_holdout,AAH,normal,22,0.05178886077375999
unc20_largest_library,AT2,50,AT2_published_holdout,AAH,normal,24,0.0022655289761202013
unc20_largest_library,AT2,50,AT2_published_holdout,AAH,normal,25,-0.12461279189861951
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,3,0.25086219393764964
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,5,-0.13697651793977084
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,8,-0.4179442561761295
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,9,0.09840919918781044
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,12,0.008731337319940025
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,14,0.12953190097151968
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,16,0.12514739050133983
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,17,0.012900049772529343
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,19,-0.0013900023033803777
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,21,-0.044479848233080155
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,22,0.060292257852379905
unc20_largest_library,AT2,50,AT2_published_holdout,AIS,normal,23,0.09145712714574028
unc20_largest_library,AT2,50,AT2_published_holdout,MIA,normal,10,0.17347418897533995
unc20_largest_library,AT2,50,AT2_published_holdout,MIA,normal,13,0.10746860408950987
unc20_largest_library,AT2,50,AT2_published_holdout,MIA,normal,15,0.10681527395993928
unc20_largest_library,AT2,50,AT2_published_holdout,MIA,normal,18,-0.04295901154512993
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,3,0.17015188609006948
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,4,-0.0514593225397304
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,5,-0.46168985633001025
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,6,0.06373729606885004
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,7,0.01886998475301027
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,8,0.09126825026794005
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,9,0.2049106269143106
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,10,0.06759176789713006
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,11,0.16487724803046966
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,12,0.013938821215280228
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,13,0.0852986828716702
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,14,0.19006789309259986
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,15,-0.020880634692240108
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,16,0.13085386747118033
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,17,-0.24812241874061058
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,18,-0.0497740787980403
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,19,0.004147120104329716
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,20,0.21193528452841992
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,21,-0.07829314469381998
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,22,0.07880703865015004
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,23,0.029890939023940355
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,24,-0.27481467894410994
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,normal,25,-0.3550236539376792
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AAH,4,-0.08345184182553034
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AAH,6,0.08370669719159007
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AAH,9,0.2905417302859101
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AAH,11,0.0017592138141298008
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AAH,20,0.022819535388279633
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AAH,22,0.027018177876390048
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AAH,24,-0.27708020792023014
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AAH,25,-0.2304108620390597
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,3,-0.08071030784758015
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,5,-0.3247133383902394
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,8,0.5092125064440696
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,9,0.10650142772650018
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,12,0.005207483895340204
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,14,0.060535992121080184
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,16,0.005706476969840502
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,17,-0.2610224685131399
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,19,0.005537122407710093
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,21,-0.03381329646073983
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,22,0.018514780797770136
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,AIS,23,-0.061566188121799925
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,MIA,10,-0.10588242107820989
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,MIA,13,-0.022169921217839672
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,MIA,15,-0.1276959086521794
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,MIA,18,-0.006815067252910367
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,4,-0.040718400256309906
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,6,-0.3086568521987303
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,9,-0.11131765730823062
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,11,0.4257220642151198
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,20,0.3366140194609999
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,22,0.061956884535209866
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,24,0.014888009954619363
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,25,-0.39676678848185
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,3,0.7856978962383505
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,5,-0.5581417193181899
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,8,-0.5019412530415197
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,9,0.17311824517052
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,12,0.16118837926296958
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,14,0.1748695052557796
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,16,0.08386910880911014
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,17,-0.07470263149757006
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,19,0.08150009753647058
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,21,-0.2776200693565203
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,22,0.14249077986500058
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,23,0.18302437831138985
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,MIA,normal,10,-0.04194268536636958
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,MIA,normal,13,0.31176475538827964
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,MIA,normal,15,0.3740872707140195
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,MIA,normal,18,-0.042599166348240125
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,3,0.6801933399015403
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,4,-0.011183502522030153
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,5,0.14971629915300966
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,6,0.21618871613189938
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,7,0.1405260608469403
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,8,0.14247878905641986
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,9,0.5431854679066195
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,10,0.19282160317025987
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,11,0.74610713573826
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,12,0.2296471662264299
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,13,0.5095449495345696
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,14,0.30221380919418994
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,15,0.21436833353481966
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,16,0.3657348579221802
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,17,0.05953927216779942
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,18,0.21112156883243927
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,19,0.19775717272846993
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,20,0.6458061015504297
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,21,0.027496009471999372
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,22,0.14920050121616057
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,23,0.06605035864513997
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,24,0.09385219377920961
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,25,-0.2114250067425898
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,4,0.029534897734279753
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,6,0.5248455683306297
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,9,0.6545031252148501
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,11,0.3203850715231402
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,20,0.30919208208942983
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,22,0.08724361668095071
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,24,0.07896418382459025
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,25,0.1853417817392602
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,3,-0.10550455633681022
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,5,0.7078580184711996
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,8,0.6444200420979396
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,9,0.3700672227360995
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,12,0.0684587869634603
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,14,0.12734430393841034
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,16,0.28186574911307005
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,17,0.13424190366536948
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,19,0.11625707519199935
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,21,0.30511607882851965
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,22,0.006709721351159992
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,23,-0.11697401966624987
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,MIA,10,0.23476428853662945
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,MIA,13,0.19778019414629
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,MIA,15,-0.15971893717919983
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,MIA,18,0.2537207351806794
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,4,-0.11999041604491989
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,6,-0.22633646470662994
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,9,-0.1514389854211302
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,11,0.44572077816826017
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,20,-0.08177491770572987
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,22,-0.005931890619200075
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,24,-0.01794636373306968
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,25,-0.4588838473383605
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,3,0.8543798299094001
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,5,-0.6790705779287101
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,8,-0.0679038045744802
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,9,0.3490107878640698
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,12,0.020386717486670314
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,14,0.32188603098648993
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,16,-0.11843578777746
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,17,0.0983518594894397
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,19,0.10181215631891982
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,21,-0.32599009596986006
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,22,0.2870750027153499
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,23,0.3655881981468001
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,MIA,normal,10,0.11725386340694
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,MIA,normal,13,0.6832469762839501
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,MIA,normal,15,0.4606202811384503
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,MIA,normal,18,-0.05812487009368006
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,3,0.7998916207219899
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,4,-0.23638760617116983
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,5,0.06440185594586989
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,6,0.46588709991543986
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,7,0.08068310280946012
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,8,0.7666336940851899
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,9,1.0605396271168197
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,10,0.5658622384301397
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,11,1.3316180657206904
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,12,0.10828072715039028
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,13,1.21671083892838
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,14,0.6401134628894298
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,15,0.6988868062304303
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,16,0.03874002142721977
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,17,0.12599727804404992
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,18,0.39626941195053966
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,19,0.4374435883565204
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,20,0.4335750802719902
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,21,-0.33551164075017015
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,22,0.3637575473227499
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,23,0.17634017281825987
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,24,0.2658323257145101
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,25,-0.34166741838120007
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,4,-0.11639719012624994
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,6,0.6922235646220698
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,9,1.21197861253795
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,11,0.8858972875524302
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,20,0.5153499979777201
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,22,0.36968943794194997
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,24,0.2837786894475798
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,25,0.11721642895716045
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,3,-0.05448820918741015
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,5,0.74347243387458
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,8,0.8345374986596701
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,9,0.7115288392527499
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,12,0.08789400966371996
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,14,0.3182274319029399
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,16,0.15717580920467977
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,17,0.027645418554610224
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,19,0.3356314320376006
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,21,-0.009521544780310087
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,22,0.07668254460739998
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,23,-0.18924802532854024
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,MIA,10,0.4486083750231997
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,MIA,13,0.5334638626444299
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,MIA,15,0.23826652509197999
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,MIA,18,0.4543942820442197
