config,label,cell_floor,module,case,reference,patient,difference
unc20_largest_library,AT2,50,AT1_published_holdout,AAH,normal,4,0.043990491252520414
unc20_largest_library,AT2,50,AT1_published_holdout,AAH,normal,6,-0.14786690861716956
unc20_largest_library,AT2,50,AT1_published_holdout,AAH,normal,9,-0.03235831864601035
unc20_largest_library,AT2,50,AT1_published_holdout,AAH,normal,11,0.3700037309126598
unc20_largest_library,AT2,50,AT1_published_holdout,AAH,normal,20,0.3365149057665695
unc20_largest_library,AT2,50,AT1_published_holdout,AAH,normal,22,0.0531903408741492
unc20_largest_library,AT2,50,AT1_published_holdout,AAH,normal,24,0.055406369416350465
unc20_largest_library,AT2,50,AT1_published_holdout,AAH,normal,25,-0.12511434763862006
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,3,0.29225136142915
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,5,-0.10806711370771982
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,8,-0.4103752286773501
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,9,0.08726414237496982
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,12,0.2474692723221592
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,14,0.08731036992293006
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,16,-0.017315819640730368
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,17,0.09856951653549029
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,19,0.026899220946729585
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,21,-0.0970539268255095
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,22,0.09978304374330982
unc20_largest_library,AT2,50,AT1_published_holdout,AIS,normal,23,0.23791239375566953
unc20_largest_library,AT2,50,AT1_published_holdout,MIA,normal,10,0.11172919697309958
unc20_largest_library,AT2,50,AT1_published_holdout,MIA,normal,13,0.2257244141605801
unc20_largest_library,AT2,50,AT1_published_holdout,MIA,normal,15,0.2005571920748901
unc20_largest_library,AT2,50,AT1_published_holdout,MIA,normal,18,0.19692536090949986
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,3,0.21953773871367055
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,4,-0.0054977060649799014
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,5,0.04454970953116
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,6,0.20684583408880997
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,7,0.2697458633185006
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,8,0.0706531642039403
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,9,0.39246388162464996
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,10,-0.02843193344095063
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,11,0.4805286271783
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,12,0.30422988294512
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,13,0.39048109676681975
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,14,0.20152015779321975
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,15,0.06966171440669999
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,16,0.08631805533578962
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,17,0.04503453220321951
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,18,0.3234430688509695
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,19,0.051699898591960114
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,20,0.4704454908815894
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,21,-0.0086289311415495
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,22,0.1444184780422093
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,23,0.1487670095761695
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,24,-0.10060294520991953
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,normal,25,-0.16093686725062017
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AAH,4,-0.049488197317500315
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AAH,6,0.3547127427059795
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AAH,9,0.4248222002706603
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AAH,11,0.11052489626564022
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AAH,20,0.13393058511501987
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AAH,22,0.09122813716806011
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AAH,24,-0.15600931462627
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AAH,25,-0.035822519612000114
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,3,-0.07271362271547943
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,5,0.15261682323887982
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,8,0.4810283928812904
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,9,0.30519973924968014
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,12,0.05676061062296078
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,14,0.11420978787028968
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,16,0.10363387497651999
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,17,-0.053534984332270774
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,19,0.02480067764523053
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,21,0.08842499568396
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,22,0.04463543429889949
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,AIS,23,-0.08914538417950002
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,MIA,10,-0.1401611304140502
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,MIA,13,0.16475668260623966
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,MIA,15,-0.1308954776681901
unc20_largest_library,AT2,50,AT1_published_holdout,LUAD,MIA,18,0.12651770794146966
