set	gene
HALLMARK_GLYCOLYSIS	TFF3
HALLMARK_GLYCOLYSIS	TGFA
HALLMARK_GLYCOLYSIS	TGFBI
HALLMARK_GLYCOLYSIS	TKTL1
HALLMARK_GLYCOLYSIS	TPBG
HALLMARK_GLYCOLYSIS	TPI1
HALLMARK_GLYCOLYSIS	TPST1
HALLMARK_GLYCOLYSIS	TXN
HALLMARK_GLYCOLYSIS	UGP2
HALLMARK_GLYCOLYSIS	VCAN
HALLMARK_GLYCOLYSIS	VEGFA
HALLMARK_GLYCOLYSIS	VLDLR
HALLMARK_GLYCOLYSIS	XYLT2
HALLMARK_GLYCOLYSIS	ZNF292
HALLMARK_HYPOXIA	ACKR3
HALLMARK_HYPOXIA	ADM
HALLMARK_HYPOXIA	ADORA2B
HALLMARK_HYPOXIA	AK4
HALLMARK_HYPOXIA	AKAP12
HALLMARK_HYPOXIA	ALDOA
HALLMARK_HYPOXIA	ALDOB
HALLMARK_HYPOXIA	ALDOC
HALLMARK_HYPOXIA	AMPD3
HALLMARK_HYPOXIA	ANGPTL4
HALLMARK_HYPOXIA	ANKZF1
HALLMARK_HYPOXIA	ANXA2
HALLMARK_HYPOXIA	ATF3
HALLMARK_HYPOXIA	ATP7A
HALLMARK_HYPOXIA	B3GALT6
HALLMARK_HYPOXIA	B4GALNT2
HALLMARK_HYPOXIA	BCAN
HALLMARK_HYPOXIA	BCL2
HALLMARK_HYPOXIA	BGN
HALLMARK_HYPOXIA	BHLHE40
HALLMARK_HYPOXIA	BNIP3L
HALLMARK_HYPOXIA	BRS3
HALLMARK_HYPOXIA	BTG1
HALLMARK_HYPOXIA	CA12
HALLMARK_HYPOXIA	CASP6
HALLMARK_HYPOXIA	CAV1
HALLMARK_HYPOXIA	CAVIN1
HALLMARK_HYPOXIA	CAVIN3
HALLMARK_HYPOXIA	CCN1
HALLMARK_HYPOXIA	CCN2
HALLMARK_HYPOXIA	CCN5
HALLMARK_HYPOXIA	CCNG2
HALLMARK_HYPOXIA	CDKN1A
HALLMARK_HYPOXIA	CDKN1B
HALLMARK_HYPOXIA	CDKN1C
HALLMARK_HYPOXIA	CHST2
HALLMARK_HYPOXIA	CHST3
HALLMARK_HYPOXIA	CITED2
HALLMARK_HYPOXIA	COL5A1
HALLMARK_HYPOXIA	CP
HALLMARK_HYPOXIA	CSRP2
HALLMARK_HYPOXIA	CXCR4
HALLMARK_HYPOXIA	DCN
HALLMARK_HYPOXIA	DDIT3
HALLMARK_HYPOXIA	DDIT4
HALLMARK_HYPOXIA	DPYSL4
HALLMARK_HYPOXIA	DTNA
HALLMARK_HYPOXIA	DUSP1
HALLMARK_HYPOXIA	EDN2
HALLMARK_HYPOXIA	EFNA1
HALLMARK_HYPOXIA	EFNA3
HALLMARK_HYPOXIA	EGFR
HALLMARK_HYPOXIA	ENO1
HALLMARK_HYPOXIA	ENO2
HALLMARK_HYPOXIA	ENO3
HALLMARK_HYPOXIA	ERO1A
HALLMARK_HYPOXIA	ERRFI1
HALLMARK_HYPOXIA	ETS1
HALLMARK_HYPOXIA	EXT1
HALLMARK_HYPOXIA	F3
HALLMARK_HYPOXIA	FAM162A
HALLMARK_HYPOXIA	FBP1
HALLMARK_HYPOXIA	FOS
HALLMARK_HYPOXIA	FOSL2
HALLMARK_HYPOXIA	FOXO3
HALLMARK_HYPOXIA	GAA
HALLMARK_HYPOXIA	GALK1
HALLMARK_HYPOXIA	GAPDH
HALLMARK_HYPOXIA	GAPDHS
HALLMARK_HYPOXIA	GBE1
HALLMARK_HYPOXIA	GCK
HALLMARK_HYPOXIA	GCNT2
HALLMARK_HYPOXIA	GLRX
HALLMARK_HYPOXIA	GPC1
HALLMARK_HYPOXIA	GPC3
HALLMARK_HYPOXIA	GPC4
HALLMARK_HYPOXIA	GPI
HALLMARK_HYPOXIA	GRHPR
HALLMARK_HYPOXIA	GYS1
HALLMARK_HYPOXIA	HAS1
HALLMARK_HYPOXIA	HDLBP
HALLMARK_HYPOXIA	HEXA
HALLMARK_HYPOXIA	HK1
HALLMARK_HYPOXIA	HK2
HALLMARK_HYPOXIA	HMOX1
HALLMARK_HYPOXIA	HOXB9
HALLMARK_HYPOXIA	HS3ST1
HALLMARK_HYPOXIA	HSPA5
HALLMARK_HYPOXIA	IDS
HALLMARK_HYPOXIA	IER3
HALLMARK_HYPOXIA	IGFBP1
HALLMARK_HYPOXIA	IGFBP3
HALLMARK_HYPOXIA	IL6
HALLMARK_HYPOXIA	ILVBL
HALLMARK_HYPOXIA	INHA
HALLMARK_HYPOXIA	IRS2
HALLMARK_HYPOXIA	ISG20
HALLMARK_HYPOXIA	JMJD6
HALLMARK_HYPOXIA	JUN
HALLMARK_HYPOXIA	KDELR3
HALLMARK_HYPOXIA	KDM3A
HALLMARK_HYPOXIA	KIF5A
HALLMARK_HYPOXIA	KLF6
HALLMARK_HYPOXIA	KLF7
HALLMARK_HYPOXIA	KLHL24
HALLMARK_HYPOXIA	LALBA
HALLMARK_HYPOXIA	LARGE1
HALLMARK_HYPOXIA	LDHA
HALLMARK_HYPOXIA	LDHC
HALLMARK_HYPOXIA	LOX
HALLMARK_HYPOXIA	LXN
HALLMARK_HYPOXIA	MAFF
HALLMARK_HYPOXIA	MAP3K1
HALLMARK_HYPOXIA	MIF
HALLMARK_HYPOXIA	MT1E
HALLMARK_HYPOXIA	MT2A
HALLMARK_HYPOXIA	MXI1
HALLMARK_HYPOXIA	MYH9
HALLMARK_HYPOXIA	NAGK
HALLMARK_HYPOXIA	NCAN
HALLMARK_HYPOXIA	NDRG1
HALLMARK_HYPOXIA	NDST1
HALLMARK_HYPOXIA	NDST2
HALLMARK_HYPOXIA	NEDD4L
HALLMARK_HYPOXIA	NFIL3
HALLMARK_HYPOXIA	NOCT
HALLMARK_HYPOXIA	NR3C1
HALLMARK_HYPOXIA	P4HA1
HALLMARK_HYPOXIA	P4HA2
HALLMARK_HYPOXIA	PAM
HALLMARK_HYPOXIA	PCK1
HALLMARK_HYPOXIA	PDGFB
HALLMARK_HYPOXIA	PDK1
HALLMARK_HYPOXIA	PDK3
HALLMARK_HYPOXIA	PFKFB3
HALLMARK_HYPOXIA	PFKL
HALLMARK_HYPOXIA	PFKP
HALLMARK_HYPOXIA	PGAM2
HALLMARK_HYPOXIA	PGF
HALLMARK_HYPOXIA	PGK1
HALLMARK_HYPOXIA	PGM1
HALLMARK_HYPOXIA	PGM2
HALLMARK_HYPOXIA	PHKG1
HALLMARK_HYPOXIA	PIM1
HALLMARK_HYPOXIA	PKLR
HALLMARK_HYPOXIA	PKP1
HALLMARK_HYPOXIA	PLAC8
HALLMARK_HYPOXIA	PLAUR
HALLMARK_HYPOXIA	PLIN2
HALLMARK_HYPOXIA	PNRC1
HALLMARK_HYPOXIA	PPARGC1A
HALLMARK_HYPOXIA	PPFIA4
HALLMARK_HYPOXIA	PPP1R15A
HALLMARK_HYPOXIA	PPP1R3C
HALLMARK_HYPOXIA	PRDX5
HALLMARK_HYPOXIA	PRKCA
HALLMARK_HYPOXIA	PYGM
HALLMARK_HYPOXIA	RBPJ
HALLMARK_HYPOXIA	RORA
HALLMARK_HYPOXIA	RRAGD
HALLMARK_HYPOXIA	S100A4
HALLMARK_HYPOXIA	SAP30
HALLMARK_HYPOXIA	SCARB1
HALLMARK_HYPOXIA	SDC2
HALLMARK_HYPOXIA	SDC3
HALLMARK_HYPOXIA	SDC4
HALLMARK_HYPOXIA	SELENBP1
HALLMARK_HYPOXIA	SERPINE1
HALLMARK_HYPOXIA	SIAH2
HALLMARK_HYPOXIA	SLC25A1
HALLMARK_HYPOXIA	SLC2A1
HALLMARK_HYPOXIA	SLC2A3
HALLMARK_HYPOXIA	SLC2A5
HALLMARK_HYPOXIA	SLC37A4
HALLMARK_HYPOXIA	SLC6A6
HALLMARK_HYPOXIA	SRPX
HALLMARK_HYPOXIA	STBD1
HALLMARK_HYPOXIA	STC1
HALLMARK_HYPOXIA	STC2
HALLMARK_HYPOXIA	SULT2B1
HALLMARK_HYPOXIA	TES
HALLMARK_HYPOXIA	TGFB3
HALLMARK_HYPOXIA	TGFBI
HALLMARK_HYPOXIA	TGM2
HALLMARK_HYPOXIA	TIPARP
HALLMARK_HYPOXIA	TKTL1
HALLMARK_HYPOXIA	TMEM45A
HALLMARK_HYPOXIA	TNFAIP3
HALLMARK_HYPOXIA	TPBG
HALLMARK_HYPOXIA	TPD52
HALLMARK_HYPOXIA	TPI1
HALLMARK_HYPOXIA	TPST2
HALLMARK_HYPOXIA	UGP2
HALLMARK_HYPOXIA	VEGFA
HALLMARK_HYPOXIA	VHL
HALLMARK_HYPOXIA	VLDLR
HALLMARK_HYPOXIA	WSB1
HALLMARK_HYPOXIA	XPNPEP1
HALLMARK_HYPOXIA	ZFP36
HALLMARK_HYPOXIA	ZNF292
HALLMARK_IL6_JAK_STAT3_SIGNALING	A2M
HALLMARK_IL6_JAK_STAT3_SIGNALING	ACVR1B
HALLMARK_IL6_JAK_STAT3_SIGNALING	ACVRL1
HALLMARK_IL6_JAK_STAT3_SIGNALING	BAK1
HALLMARK_IL6_JAK_STAT3_SIGNALING	CBL
HALLMARK_IL6_JAK_STAT3_SIGNALING	CCL7
HALLMARK_IL6_JAK_STAT3_SIGNALING	CCR1
HALLMARK_IL6_JAK_STAT3_SIGNALING	CD14
HALLMARK_IL6_JAK_STAT3_SIGNALING	CD36
HALLMARK_IL6_JAK_STAT3_SIGNALING	CD38
HALLMARK_IL6_JAK_STAT3_SIGNALING	CD44
HALLMARK_IL6_JAK_STAT3_SIGNALING	CD9
HALLMARK_IL6_JAK_STAT3_SIGNALING	CNTFR
HALLMARK_IL6_JAK_STAT3_SIGNALING	CRLF2
HALLMARK_IL6_JAK_STAT3_SIGNALING	CSF1
HALLMARK_IL6_JAK_STAT3_SIGNALING	CSF2
HALLMARK_IL6_JAK_STAT3_SIGNALING	CSF2RA
HALLMARK_IL6_JAK_STAT3_SIGNALING	CSF2RB
HALLMARK_IL6_JAK_STAT3_SIGNALING	CSF3R
HALLMARK_IL6_JAK_STAT3_SIGNALING	CXCL1
HALLMARK_IL6_JAK_STAT3_SIGNALING	CXCL10
HALLMARK_IL6_JAK_STAT3_SIGNALING	CXCL11
HALLMARK_IL6_JAK_STAT3_SIGNALING	CXCL13
HALLMARK_IL6_JAK_STAT3_SIGNALING	CXCL3
HALLMARK_IL6_JAK_STAT3_SIGNALING	CXCL9
HALLMARK_IL6_JAK_STAT3_SIGNALING	DNTT
HALLMARK_IL6_JAK_STAT3_SIGNALING	EBI3
HALLMARK_IL6_JAK_STAT3_SIGNALING	FAS
HALLMARK_IL6_JAK_STAT3_SIGNALING	GRB2
HALLMARK_IL6_JAK_STAT3_SIGNALING	HAX1
HALLMARK_IL6_JAK_STAT3_SIGNALING	HMOX1
HALLMARK_IL6_JAK_STAT3_SIGNALING	IFNAR1
HALLMARK_IL6_JAK_STAT3_SIGNALING	IFNGR1
HALLMARK_IL6_JAK_STAT3_SIGNALING	IFNGR2
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL10RB
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL12RB1
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL13RA1
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL15RA
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL17RA
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL17RB
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL18R1
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL1B
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL1R1
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL1R2
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL2RA
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL2RG
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL3RA
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL4R
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL6
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL6ST
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL7
HALLMARK_IL6_JAK_STAT3_SIGNALING	IL9R
HALLMARK_IL6_JAK_STAT3_SIGNALING	INHBE
HALLMARK_IL6_JAK_STAT3_SIGNALING	IRF1
HALLMARK_IL6_JAK_STAT3_SIGNALING	IRF9
HALLMARK_IL6_JAK_STAT3_SIGNALING	ITGA4
HALLMARK_IL6_JAK_STAT3_SIGNALING	ITGB3
HALLMARK_IL6_JAK_STAT3_SIGNALING	JUN
HALLMARK_IL6_JAK_STAT3_SIGNALING	LEPR
HALLMARK_IL6_JAK_STAT3_SIGNALING	LTB
HALLMARK_IL6_JAK_STAT3_SIGNALING	LTBR
HALLMARK_IL6_JAK_STAT3_SIGNALING	MAP3K8
HALLMARK_IL6_JAK_STAT3_SIGNALING	MYD88
HALLMARK_IL6_JAK_STAT3_SIGNALING	OSMR
HALLMARK_IL6_JAK_STAT3_SIGNALING	PDGFC
HALLMARK_IL6_JAK_STAT3_SIGNALING	PF4
HALLMARK_IL6_JAK_STAT3_SIGNALING	PIK3R5
HALLMARK_IL6_JAK_STAT3_SIGNALING	PIM1
HALLMARK_IL6_JAK_STAT3_SIGNALING	PLA2G2A
HALLMARK_IL6_JAK_STAT3_SIGNALING	PTPN1
HALLMARK_IL6_JAK_STAT3_SIGNALING	PTPN11
HALLMARK_IL6_JAK_STAT3_SIGNALING	PTPN2
HALLMARK_IL6_JAK_STAT3_SIGNALING	REG1A
HALLMARK_IL6_JAK_STAT3_SIGNALING	SOCS1
HALLMARK_IL6_JAK_STAT3_SIGNALING	SOCS3
HALLMARK_IL6_JAK_STAT3_SIGNALING	STAM2
HALLMARK_IL6_JAK_STAT3_SIGNALING	STAT1
HALLMARK_IL6_JAK_STAT3_SIGNALING	STAT2
HALLMARK_IL6_JAK_STAT3_SIGNALING	STAT3
HALLMARK_IL6_JAK_STAT3_SIGNALING	TGFB1
HALLMARK_IL6_JAK_STAT3_SIGNALING	TLR2
HALLMARK_IL6_JAK_STAT3_SIGNALING	TNF
HALLMARK_IL6_JAK_STAT3_SIGNALING	TNFRSF12A
HALLMARK_IL6_JAK_STAT3_SIGNALING	TNFRSF1A
HALLMARK_IL6_JAK_STAT3_SIGNALING	TNFRSF1B
HALLMARK_IL6_JAK_STAT3_SIGNALING	TNFRSF21
HALLMARK_IL6_JAK_STAT3_SIGNALING	TYK2
HALLMARK_INFLAMMATORY_RESPONSE	ABCA1
HALLMARK_INFLAMMATORY_RESPONSE	ABI1
HALLMARK_INFLAMMATORY_RESPONSE	ACVR1B
HALLMARK_INFLAMMATORY_RESPONSE	ACVR2A
HALLMARK_INFLAMMATORY_RESPONSE	ADGRE1
HALLMARK_INFLAMMATORY_RESPONSE	ADM
HALLMARK_INFLAMMATORY_RESPONSE	ADORA2B
HALLMARK_INFLAMMATORY_RESPONSE	ADRM1
HALLMARK_INFLAMMATORY_RESPONSE	AHR
HALLMARK_INFLAMMATORY_RESPONSE	APLNR
HALLMARK_INFLAMMATORY_RESPONSE	AQP9
HALLMARK_INFLAMMATORY_RESPONSE	ATP2A2
HALLMARK_INFLAMMATORY_RESPONSE	ATP2B1
HALLMARK_INFLAMMATORY_RESPONSE	ATP2C1
HALLMARK_INFLAMMATORY_RESPONSE	AXL
HALLMARK_INFLAMMATORY_RESPONSE	BDKRB1
HALLMARK_INFLAMMATORY_RESPONSE	BEST1
HALLMARK_INFLAMMATORY_RESPONSE	BST2
HALLMARK_INFLAMMATORY_RESPONSE	BTG2
HALLMARK_INFLAMMATORY_RESPONSE	C3AR1
HALLMARK_INFLAMMATORY_RESPONSE	C5AR1
HALLMARK_INFLAMMATORY_RESPONSE	CALCRL
HALLMARK_INFLAMMATORY_RESPONSE	CCL17
HALLMARK_INFLAMMATORY_RESPONSE	CCL2
HALLMARK_INFLAMMATORY_RESPONSE	CCL20
HALLMARK_INFLAMMATORY_RESPONSE	CCL22
HALLMARK_INFLAMMATORY_RESPONSE	CCL24
HALLMARK_INFLAMMATORY_RESPONSE	CCL5
HALLMARK_INFLAMMATORY_RESPONSE	CCL7
HALLMARK_INFLAMMATORY_RESPONSE	CCR7
HALLMARK_INFLAMMATORY_RESPONSE	CCRL2
HALLMARK_INFLAMMATORY_RESPONSE	CD14
HALLMARK_INFLAMMATORY_RESPONSE	CD40
HALLMARK_INFLAMMATORY_RESPONSE	CD48
HALLMARK_INFLAMMATORY_RESPONSE	CD55
HALLMARK_INFLAMMATORY_RESPONSE	CD69
HALLMARK_INFLAMMATORY_RESPONSE	CD70
HALLMARK_INFLAMMATORY_RESPONSE	CD82
HALLMARK_INFLAMMATORY_RESPONSE	CDKN1A
HALLMARK_INFLAMMATORY_RESPONSE	CHST2
HALLMARK_INFLAMMATORY_RESPONSE	CLEC5A
HALLMARK_INFLAMMATORY_RESPONSE	CMKLR1
HALLMARK_INFLAMMATORY_RESPONSE	CSF1
HALLMARK_INFLAMMATORY_RESPONSE	CSF3
HALLMARK_INFLAMMATORY_RESPONSE	CSF3R
HALLMARK_INFLAMMATORY_RESPONSE	CX3CL1
HALLMARK_INFLAMMATORY_RESPONSE	CXCL10
HALLMARK_INFLAMMATORY_RESPONSE	CXCL11
HALLMARK_INFLAMMATORY_RESPONSE	CXCL6
HALLMARK_INFLAMMATORY_RESPONSE	CXCL8
HALLMARK_INFLAMMATORY_RESPONSE	CXCL9
HALLMARK_INFLAMMATORY_RESPONSE	CXCR6
HALLMARK_INFLAMMATORY_RESPONSE	CYBB
HALLMARK_INFLAMMATORY_RESPONSE	DCBLD2
HALLMARK_INFLAMMATORY_RESPONSE	EBI3
HALLMARK_INFLAMMATORY_RESPONSE	EDN1
HALLMARK_INFLAMMATORY_RESPONSE	EIF2AK2
HALLMARK_INFLAMMATORY_RESPONSE	EMP3
HALLMARK_INFLAMMATORY_RESPONSE	EREG
HALLMARK_INFLAMMATORY_RESPONSE	F3
HALLMARK_INFLAMMATORY_RESPONSE	FFAR2
HALLMARK_INFLAMMATORY_RESPONSE	FPR1
HALLMARK_INFLAMMATORY_RESPONSE	FZD5
HALLMARK_INFLAMMATORY_RESPONSE	GABBR1
HALLMARK_INFLAMMATORY_RESPONSE	GCH1
HALLMARK_INFLAMMATORY_RESPONSE	GNA15
HALLMARK_INFLAMMATORY_RESPONSE	GNAI3
HALLMARK_INFLAMMATORY_RESPONSE	GP1BA
HALLMARK_INFLAMMATORY_RESPONSE	GPC3
HALLMARK_INFLAMMATORY_RESPONSE	GPR132
HALLMARK_INFLAMMATORY_RESPONSE	GPR183
HALLMARK_INFLAMMATORY_RESPONSE	HAS2
HALLMARK_INFLAMMATORY_RESPONSE	HBEGF
HALLMARK_INFLAMMATORY_RESPONSE	HIF1A
HALLMARK_INFLAMMATORY_RESPONSE	HPN
HALLMARK_INFLAMMATORY_RESPONSE	HRH1
HALLMARK_INFLAMMATORY_RESPONSE	ICAM1
HALLMARK_INFLAMMATORY_RESPONSE	ICAM4
HALLMARK_INFLAMMATORY_RESPONSE	ICOSLG
HALLMARK_INFLAMMATORY_RESPONSE	IFITM1
HALLMARK_INFLAMMATORY_RESPONSE	IFNAR1
HALLMARK_INFLAMMATORY_RESPONSE	IFNGR2
HALLMARK_INFLAMMATORY_RESPONSE	IL10
HALLMARK_INFLAMMATORY_RESPONSE	IL10RA
HALLMARK_INFLAMMATORY_RESPONSE	IL12B
HALLMARK_INFLAMMATORY_RESPONSE	IL15
HALLMARK_INFLAMMATORY_RESPONSE	IL15RA
HALLMARK_INFLAMMATORY_RESPONSE	IL18
HALLMARK_INFLAMMATORY_RESPONSE	IL18R1
HALLMARK_INFLAMMATORY_RESPONSE	IL18RAP
HALLMARK_INFLAMMATORY_RESPONSE	IL1A
HALLMARK_INFLAMMATORY_RESPONSE	IL1B
HALLMARK_INFLAMMATORY_RESPONSE	IL1R1
HALLMARK_INFLAMMATORY_RESPONSE	IL2RB
HALLMARK_INFLAMMATORY_RESPONSE	IL4R
HALLMARK_INFLAMMATORY_RESPONSE	IL6
HALLMARK_INFLAMMATORY_RESPONSE	IL7R
HALLMARK_INFLAMMATORY_RESPONSE	INHBA
HALLMARK_INFLAMMATORY_RESPONSE	IRAK2
HALLMARK_INFLAMMATORY_RESPONSE	IRF1
HALLMARK_INFLAMMATORY_RESPONSE	IRF7
HALLMARK_INFLAMMATORY_RESPONSE	ITGA5
HALLMARK_INFLAMMATORY_RESPONSE	ITGB3
HALLMARK_INFLAMMATORY_RESPONSE	ITGB8
HALLMARK_INFLAMMATORY_RESPONSE	KCNA3
HALLMARK_INFLAMMATORY_RESPONSE	KCNJ2
HALLMARK_INFLAMMATORY_RESPONSE	KCNMB2
HALLMARK_INFLAMMATORY_RESPONSE	KIF1B
HALLMARK_INFLAMMATORY_RESPONSE	KLF6
HALLMARK_INFLAMMATORY_RESPONSE	LAMP3
HALLMARK_INFLAMMATORY_RESPONSE	LCK
HALLMARK_INFLAMMATORY_RESPONSE	LCP2
HALLMARK_INFLAMMATORY_RESPONSE	LDLR
HALLMARK_INFLAMMATORY_RESPONSE	LIF
HALLMARK_INFLAMMATORY_RESPONSE	LPAR1
HALLMARK_INFLAMMATORY_RESPONSE	LTA
HALLMARK_INFLAMMATORY_RESPONSE	LY6E
HALLMARK_INFLAMMATORY_RESPONSE	LYN
HALLMARK_INFLAMMATORY_RESPONSE	MARCO
HALLMARK_INFLAMMATORY_RESPONSE	MEFV
HALLMARK_INFLAMMATORY_RESPONSE	MEP1A
HALLMARK_INFLAMMATORY_RESPONSE	MET
HALLMARK_INFLAMMATORY_RESPONSE	MMP14
HALLMARK_INFLAMMATORY_RESPONSE	MSR1
HALLMARK_INFLAMMATORY_RESPONSE	MXD1
HALLMARK_INFLAMMATORY_RESPONSE	MYC
HALLMARK_INFLAMMATORY_RESPONSE	NAMPT
HALLMARK_INFLAMMATORY_RESPONSE	NDP
HALLMARK_INFLAMMATORY_RESPONSE	NFKB1
HALLMARK_INFLAMMATORY_RESPONSE	NFKBIA
HALLMARK_INFLAMMATORY_RESPONSE	NLRP3
HALLMARK_INFLAMMATORY_RESPONSE	NMI
HALLMARK_INFLAMMATORY_RESPONSE	NMUR1
HALLMARK_INFLAMMATORY_RESPONSE	NOD2
HALLMARK_INFLAMMATORY_RESPONSE	NPFFR2
HALLMARK_INFLAMMATORY_RESPONSE	OLR1
HALLMARK_INFLAMMATORY_RESPONSE	OPRK1
HALLMARK_INFLAMMATORY_RESPONSE	OSM
HALLMARK_INFLAMMATORY_RESPONSE	OSMR
HALLMARK_INFLAMMATORY_RESPONSE	P2RX4
HALLMARK_INFLAMMATORY_RESPONSE	P2RX7
HALLMARK_INFLAMMATORY_RESPONSE	P2RY2
HALLMARK_INFLAMMATORY_RESPONSE	PCDH7
HALLMARK_INFLAMMATORY_RESPONSE	PDE4B
HALLMARK_INFLAMMATORY_RESPONSE	PDPN
HALLMARK_INFLAMMATORY_RESPONSE	PIK3R5
HALLMARK_INFLAMMATORY_RESPONSE	PLAUR
HALLMARK_INFLAMMATORY_RESPONSE	PROK2
HALLMARK_INFLAMMATORY_RESPONSE	PSEN1
HALLMARK_INFLAMMATORY_RESPONSE	PTAFR
HALLMARK_INFLAMMATORY_RESPONSE	PTGER2
HALLMARK_INFLAMMATORY_RESPONSE	PTGER4
HALLMARK_INFLAMMATORY_RESPONSE	PTGIR
HALLMARK_INFLAMMATORY_RESPONSE	PTPRE
HALLMARK_INFLAMMATORY_RESPONSE	PVR
HALLMARK_INFLAMMATORY_RESPONSE	RAF1
HALLMARK_INFLAMMATORY_RESPONSE	RASGRP1
HALLMARK_INFLAMMATORY_RESPONSE	RELA
HALLMARK_INFLAMMATORY_RESPONSE	RGS1
HALLMARK_INFLAMMATORY_RESPONSE	RGS16
HALLMARK_INFLAMMATORY_RESPONSE	RHOG
HALLMARK_INFLAMMATORY_RESPONSE	RIPK2
HALLMARK_INFLAMMATORY_RESPONSE	RNF144B
HALLMARK_INFLAMMATORY_RESPONSE	ROS1
HALLMARK_INFLAMMATORY_RESPONSE	RTP4
HALLMARK_INFLAMMATORY_RESPONSE	SCARF1
HALLMARK_INFLAMMATORY_RESPONSE	SCN1B
HALLMARK_INFLAMMATORY_RESPONSE	SELE
HALLMARK_INFLAMMATORY_RESPONSE	SELENOS
HALLMARK_INFLAMMATORY_RESPONSE	SELL
HALLMARK_INFLAMMATORY_RESPONSE	SEMA4D
HALLMARK_INFLAMMATORY_RESPONSE	SERPINE1
HALLMARK_INFLAMMATORY_RESPONSE	SGMS2
HALLMARK_INFLAMMATORY_RESPONSE	SLAMF1
HALLMARK_INFLAMMATORY_RESPONSE	SLC11A2
HALLMARK_INFLAMMATORY_RESPONSE	SLC1A2
HALLMARK_INFLAMMATORY_RESPONSE	SLC28A2
HALLMARK_INFLAMMATORY_RESPONSE	SLC31A1
HALLMARK_INFLAMMATORY_RESPONSE	SLC31A2
HALLMARK_INFLAMMATORY_RESPONSE	SLC4A4
HALLMARK_INFLAMMATORY_RESPONSE	SLC7A1
HALLMARK_INFLAMMATORY_RESPONSE	SLC7A2
HALLMARK_INFLAMMATORY_RESPONSE	SPHK1
HALLMARK_INFLAMMATORY_RESPONSE	SRI
HALLMARK_INFLAMMATORY_RESPONSE	STAB1
HALLMARK_INFLAMMATORY_RESPONSE	TACR1
HALLMARK_INFLAMMATORY_RESPONSE	TACR3
HALLMARK_INFLAMMATORY_RESPONSE	TAPBP
HALLMARK_INFLAMMATORY_RESPONSE	TIMP1
HALLMARK_INFLAMMATORY_RESPONSE	TLR1
HALLMARK_INFLAMMATORY_RESPONSE	TLR2
HALLMARK_INFLAMMATORY_RESPONSE	TLR3
HALLMARK_INFLAMMATORY_RESPONSE	TNFAIP6
HALLMARK_INFLAMMATORY_RESPONSE	TNFRSF1B
HALLMARK_INFLAMMATORY_RESPONSE	TNFRSF9
HALLMARK_INFLAMMATORY_RESPONSE	TNFSF10
HALLMARK_INFLAMMATORY_RESPONSE	TNFSF15
HALLMARK_INFLAMMATORY_RESPONSE	TNFSF9
HALLMARK_INFLAMMATORY_RESPONSE	TPBG
HALLMARK_INFLAMMATORY_RESPONSE	VIP
HALLMARK_INTERFERON_GAMMA_RESPONSE	ADAR
HALLMARK_INTERFERON_GAMMA_RESPONSE	APOL6
HALLMARK_INTERFERON_GAMMA_RESPONSE	ARID5B
HALLMARK_INTERFERON_GAMMA_RESPONSE	ARL4A
HALLMARK_INTERFERON_GAMMA_RESPONSE	AUTS2
HALLMARK_INTERFERON_GAMMA_RESPONSE	B2M
HALLMARK_INTERFERON_GAMMA_RESPONSE	BANK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	BATF2
HALLMARK_INTERFERON_GAMMA_RESPONSE	BPGM
HALLMARK_INTERFERON_GAMMA_RESPONSE	BST2
HALLMARK_INTERFERON_GAMMA_RESPONSE	BTG1
HALLMARK_INTERFERON_GAMMA_RESPONSE	C1R
HALLMARK_INTERFERON_GAMMA_RESPONSE	C1S
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP1
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP3
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP4
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP7
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP8
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL2
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL5
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL7
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD274
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD38
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD40
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD69
