set	gene
HALLMARK_E2F_TARGETS	PNN
HALLMARK_E2F_TARGETS	POLA2
HALLMARK_E2F_TARGETS	POLD1
HALLMARK_E2F_TARGETS	POLD2
HALLMARK_E2F_TARGETS	POLD3
HALLMARK_E2F_TARGETS	POLE
HALLMARK_E2F_TARGETS	POLE4
HALLMARK_E2F_TARGETS	POP7
HALLMARK_E2F_TARGETS	PPM1D
HALLMARK_E2F_TARGETS	PPP1R8
HALLMARK_E2F_TARGETS	PRDX4
HALLMARK_E2F_TARGETS	PRIM2
HALLMARK_E2F_TARGETS	PRKDC
HALLMARK_E2F_TARGETS	PRPS1
HALLMARK_E2F_TARGETS	PSIP1
HALLMARK_E2F_TARGETS	PSMC3IP
HALLMARK_E2F_TARGETS	PTTG1
HALLMARK_E2F_TARGETS	RACGAP1
HALLMARK_E2F_TARGETS	RAD1
HALLMARK_E2F_TARGETS	RAD21
HALLMARK_E2F_TARGETS	RAD50
HALLMARK_E2F_TARGETS	RAD51AP1
HALLMARK_E2F_TARGETS	RAD51C
HALLMARK_E2F_TARGETS	RAN
HALLMARK_E2F_TARGETS	RANBP1
HALLMARK_E2F_TARGETS	RBBP7
HALLMARK_E2F_TARGETS	RFC1
HALLMARK_E2F_TARGETS	RFC2
HALLMARK_E2F_TARGETS	RFC3
HALLMARK_E2F_TARGETS	RNASEH2A
HALLMARK_E2F_TARGETS	RPA1
HALLMARK_E2F_TARGETS	RPA2
HALLMARK_E2F_TARGETS	RPA3
HALLMARK_E2F_TARGETS	RRM2
HALLMARK_E2F_TARGETS	SHMT1
HALLMARK_E2F_TARGETS	SLBP
HALLMARK_E2F_TARGETS	SMC1A
HALLMARK_E2F_TARGETS	SMC3
HALLMARK_E2F_TARGETS	SMC4
HALLMARK_E2F_TARGETS	SMC6
HALLMARK_E2F_TARGETS	SNRPB
HALLMARK_E2F_TARGETS	SPAG5
HALLMARK_E2F_TARGETS	SPC24
HALLMARK_E2F_TARGETS	SPC25
HALLMARK_E2F_TARGETS	SRSF1
HALLMARK_E2F_TARGETS	SRSF2
HALLMARK_E2F_TARGETS	SSRP1
HALLMARK_E2F_TARGETS	STAG1
HALLMARK_E2F_TARGETS	STMN1
HALLMARK_E2F_TARGETS	SUV39H1
HALLMARK_E2F_TARGETS	SYNCRIP
HALLMARK_E2F_TARGETS	TACC3
HALLMARK_E2F_TARGETS	TBRG4
HALLMARK_E2F_TARGETS	TCF19
HALLMARK_E2F_TARGETS	TFRC
HALLMARK_E2F_TARGETS	TIMELESS
HALLMARK_E2F_TARGETS	TIPIN
HALLMARK_E2F_TARGETS	TK1
HALLMARK_E2F_TARGETS	TMPO
HALLMARK_E2F_TARGETS	TOP2A
HALLMARK_E2F_TARGETS	TP53
HALLMARK_E2F_TARGETS	TRA2B
HALLMARK_E2F_TARGETS	TRIP13
HALLMARK_E2F_TARGETS	TUBB
HALLMARK_E2F_TARGETS	TUBG1
HALLMARK_E2F_TARGETS	UBE2S
HALLMARK_E2F_TARGETS	UBE2T
HALLMARK_E2F_TARGETS	UBR7
HALLMARK_E2F_TARGETS	UNG
HALLMARK_E2F_TARGETS	USP1
HALLMARK_E2F_TARGETS	WDR90
HALLMARK_E2F_TARGETS	WEE1
HALLMARK_E2F_TARGETS	XPO1
HALLMARK_E2F_TARGETS	XRCC6
HALLMARK_E2F_TARGETS	ZW10
HALLMARK_G2M_CHECKPOINT	ABL1
HALLMARK_G2M_CHECKPOINT	AMD1
HALLMARK_G2M_CHECKPOINT	ARID4A
HALLMARK_G2M_CHECKPOINT	ATF5
HALLMARK_G2M_CHECKPOINT	ATRX
HALLMARK_G2M_CHECKPOINT	AURKA
HALLMARK_G2M_CHECKPOINT	AURKB
HALLMARK_G2M_CHECKPOINT	BARD1
HALLMARK_G2M_CHECKPOINT	BCL3
HALLMARK_G2M_CHECKPOINT	BIRC5
HALLMARK_G2M_CHECKPOINT	BRCA2
HALLMARK_G2M_CHECKPOINT	BUB1
HALLMARK_G2M_CHECKPOINT	BUB3
HALLMARK_G2M_CHECKPOINT	CASP8AP2
HALLMARK_G2M_CHECKPOINT	CBX1
HALLMARK_G2M_CHECKPOINT	CCNA2
HALLMARK_G2M_CHECKPOINT	CCNB2
HALLMARK_G2M_CHECKPOINT	CCND1
HALLMARK_G2M_CHECKPOINT	CCNF
HALLMARK_G2M_CHECKPOINT	CCNT1
HALLMARK_G2M_CHECKPOINT	CDC20
HALLMARK_G2M_CHECKPOINT	CDC25A
HALLMARK_G2M_CHECKPOINT	CDC25B
HALLMARK_G2M_CHECKPOINT	CDC27
HALLMARK_G2M_CHECKPOINT	CDC45
HALLMARK_G2M_CHECKPOINT	CDC6
HALLMARK_G2M_CHECKPOINT	CDC7
HALLMARK_G2M_CHECKPOINT	CDK1
HALLMARK_G2M_CHECKPOINT	CDK4
HALLMARK_G2M_CHECKPOINT	CDKN1B
HALLMARK_G2M_CHECKPOINT	CDKN2C
HALLMARK_G2M_CHECKPOINT	CDKN3
HALLMARK_G2M_CHECKPOINT	CENPA
HALLMARK_G2M_CHECKPOINT	CENPE
HALLMARK_G2M_CHECKPOINT	CENPF
HALLMARK_G2M_CHECKPOINT	CHAF1A
HALLMARK_G2M_CHECKPOINT	CHEK1
HALLMARK_G2M_CHECKPOINT	CHMP1A
HALLMARK_G2M_CHECKPOINT	CKS1B
HALLMARK_G2M_CHECKPOINT	CKS2
HALLMARK_G2M_CHECKPOINT	CTCF
HALLMARK_G2M_CHECKPOINT	CUL1
HALLMARK_G2M_CHECKPOINT	CUL3
HALLMARK_G2M_CHECKPOINT	CUL4A
HALLMARK_G2M_CHECKPOINT	CUL5
HALLMARK_G2M_CHECKPOINT	DBF4
HALLMARK_G2M_CHECKPOINT	DDX39A
HALLMARK_G2M_CHECKPOINT	DKC1
HALLMARK_G2M_CHECKPOINT	DMD
HALLMARK_G2M_CHECKPOINT	DR1
HALLMARK_G2M_CHECKPOINT	DTYMK
HALLMARK_G2M_CHECKPOINT	E2F1
HALLMARK_G2M_CHECKPOINT	E2F2
HALLMARK_G2M_CHECKPOINT	E2F3
HALLMARK_G2M_CHECKPOINT	E2F4
HALLMARK_G2M_CHECKPOINT	EFNA5
HALLMARK_G2M_CHECKPOINT	EGF
HALLMARK_G2M_CHECKPOINT	ESPL1
HALLMARK_G2M_CHECKPOINT	EWSR1
HALLMARK_G2M_CHECKPOINT	EXO1
HALLMARK_G2M_CHECKPOINT	EZH2
HALLMARK_G2M_CHECKPOINT	FANCC
HALLMARK_G2M_CHECKPOINT	FBXO5
HALLMARK_G2M_CHECKPOINT	FOXN3
HALLMARK_G2M_CHECKPOINT	G3BP1
HALLMARK_G2M_CHECKPOINT	GINS2
HALLMARK_G2M_CHECKPOINT	GSPT1
HALLMARK_G2M_CHECKPOINT	H2AX
HALLMARK_G2M_CHECKPOINT	H2AZ1
HALLMARK_G2M_CHECKPOINT	H2AZ2
HALLMARK_G2M_CHECKPOINT	H2BC12
HALLMARK_G2M_CHECKPOINT	HIF1A
HALLMARK_G2M_CHECKPOINT	HIRA
HALLMARK_G2M_CHECKPOINT	HMGA1
HALLMARK_G2M_CHECKPOINT	HMGB3
HALLMARK_G2M_CHECKPOINT	HMGN2
HALLMARK_G2M_CHECKPOINT	HMMR
HALLMARK_G2M_CHECKPOINT	HNRNPD
HALLMARK_G2M_CHECKPOINT	HNRNPU
HALLMARK_G2M_CHECKPOINT	HOXC10
HALLMARK_G2M_CHECKPOINT	HSPA8
HALLMARK_G2M_CHECKPOINT	HUS1
HALLMARK_G2M_CHECKPOINT	ILF3
HALLMARK_G2M_CHECKPOINT	INCENP
HALLMARK_G2M_CHECKPOINT	JPT1
HALLMARK_G2M_CHECKPOINT	KATNA1
HALLMARK_G2M_CHECKPOINT	KIF11
HALLMARK_G2M_CHECKPOINT	KIF15
HALLMARK_G2M_CHECKPOINT	KIF20B
HALLMARK_G2M_CHECKPOINT	KIF22
HALLMARK_G2M_CHECKPOINT	KIF23
HALLMARK_G2M_CHECKPOINT	KIF2C
HALLMARK_G2M_CHECKPOINT	KIF4A
HALLMARK_G2M_CHECKPOINT	KIF5B
HALLMARK_G2M_CHECKPOINT	KMT5A
HALLMARK_G2M_CHECKPOINT	KNL1
HALLMARK_G2M_CHECKPOINT	KPNA2
HALLMARK_G2M_CHECKPOINT	KPNB1
HALLMARK_G2M_CHECKPOINT	LBR
HALLMARK_G2M_CHECKPOINT	LIG3
HALLMARK_G2M_CHECKPOINT	LMNB1
HALLMARK_G2M_CHECKPOINT	MAD2L1
HALLMARK_G2M_CHECKPOINT	MAP3K20
HALLMARK_G2M_CHECKPOINT	MAPK14
HALLMARK_G2M_CHECKPOINT	MARCKS
HALLMARK_G2M_CHECKPOINT	MCM2
HALLMARK_G2M_CHECKPOINT	MCM3
HALLMARK_G2M_CHECKPOINT	MCM5
HALLMARK_G2M_CHECKPOINT	MCM6
HALLMARK_G2M_CHECKPOINT	MEIS1
HALLMARK_G2M_CHECKPOINT	MEIS2
HALLMARK_G2M_CHECKPOINT	MKI67
HALLMARK_G2M_CHECKPOINT	MNAT1
HALLMARK_G2M_CHECKPOINT	MT2A
HALLMARK_G2M_CHECKPOINT	MTF2
HALLMARK_G2M_CHECKPOINT	MYBL2
HALLMARK_G2M_CHECKPOINT	MYC
HALLMARK_G2M_CHECKPOINT	NASP
HALLMARK_G2M_CHECKPOINT	NCL
HALLMARK_G2M_CHECKPOINT	NDC80
HALLMARK_G2M_CHECKPOINT	NEK2
HALLMARK_G2M_CHECKPOINT	NOLC1
HALLMARK_G2M_CHECKPOINT	NOTCH2
HALLMARK_G2M_CHECKPOINT	NSD2
HALLMARK_G2M_CHECKPOINT	NUMA1
HALLMARK_G2M_CHECKPOINT	NUP50
HALLMARK_G2M_CHECKPOINT	NUP98
HALLMARK_G2M_CHECKPOINT	NUSAP1
HALLMARK_G2M_CHECKPOINT	ODC1
HALLMARK_G2M_CHECKPOINT	ODF2
HALLMARK_G2M_CHECKPOINT	ORC5
HALLMARK_G2M_CHECKPOINT	ORC6
HALLMARK_G2M_CHECKPOINT	PAFAH1B1
HALLMARK_G2M_CHECKPOINT	PBK
HALLMARK_G2M_CHECKPOINT	PDS5B
HALLMARK_G2M_CHECKPOINT	PLK1
HALLMARK_G2M_CHECKPOINT	PLK4
HALLMARK_G2M_CHECKPOINT	PML
HALLMARK_G2M_CHECKPOINT	POLA2
HALLMARK_G2M_CHECKPOINT	POLE
HALLMARK_G2M_CHECKPOINT	POLQ
HALLMARK_G2M_CHECKPOINT	PRC1
HALLMARK_G2M_CHECKPOINT	PRIM2
HALLMARK_G2M_CHECKPOINT	PRMT5
HALLMARK_G2M_CHECKPOINT	PRPF4B
HALLMARK_G2M_CHECKPOINT	PTTG1
HALLMARK_G2M_CHECKPOINT	PTTG3P
HALLMARK_G2M_CHECKPOINT	PURA
HALLMARK_G2M_CHECKPOINT	RACGAP1
HALLMARK_G2M_CHECKPOINT	RAD21
HALLMARK_G2M_CHECKPOINT	RAD23B
HALLMARK_G2M_CHECKPOINT	RAD54L
HALLMARK_G2M_CHECKPOINT	RASAL2
HALLMARK_G2M_CHECKPOINT	RBL1
HALLMARK_G2M_CHECKPOINT	RBM14
HALLMARK_G2M_CHECKPOINT	RPA2
HALLMARK_G2M_CHECKPOINT	RPS6KA5
HALLMARK_G2M_CHECKPOINT	SAP30
HALLMARK_G2M_CHECKPOINT	SFPQ
HALLMARK_G2M_CHECKPOINT	SLC12A2
HALLMARK_G2M_CHECKPOINT	SLC38A1
HALLMARK_G2M_CHECKPOINT	SLC7A1
HALLMARK_G2M_CHECKPOINT	SLC7A5
HALLMARK_G2M_CHECKPOINT	SMAD3
HALLMARK_G2M_CHECKPOINT	SMARCC1
HALLMARK_G2M_CHECKPOINT	SMC1A
HALLMARK_G2M_CHECKPOINT	SMC2
HALLMARK_G2M_CHECKPOINT	SMC4
HALLMARK_G2M_CHECKPOINT	SNRPD1
HALLMARK_G2M_CHECKPOINT	SQLE
HALLMARK_G2M_CHECKPOINT	SRSF1
HALLMARK_G2M_CHECKPOINT	SRSF10
HALLMARK_G2M_CHECKPOINT	SRSF2
HALLMARK_G2M_CHECKPOINT	SS18
HALLMARK_G2M_CHECKPOINT	STAG1
HALLMARK_G2M_CHECKPOINT	STIL
HALLMARK_G2M_CHECKPOINT	STMN1
HALLMARK_G2M_CHECKPOINT	SUV39H1
HALLMARK_G2M_CHECKPOINT	SYNCRIP
HALLMARK_G2M_CHECKPOINT	TACC3
HALLMARK_G2M_CHECKPOINT	TENT4A
HALLMARK_G2M_CHECKPOINT	TFDP1
HALLMARK_G2M_CHECKPOINT	TGFB1
HALLMARK_G2M_CHECKPOINT	TLE3
HALLMARK_G2M_CHECKPOINT	TMPO
HALLMARK_G2M_CHECKPOINT	TNPO2
HALLMARK_G2M_CHECKPOINT	TOP1
HALLMARK_G2M_CHECKPOINT	TOP2A
HALLMARK_G2M_CHECKPOINT	TPX2
HALLMARK_G2M_CHECKPOINT	TRA2B
HALLMARK_G2M_CHECKPOINT	TRAIP
HALLMARK_G2M_CHECKPOINT	TROAP
HALLMARK_G2M_CHECKPOINT	TTK
HALLMARK_G2M_CHECKPOINT	UBE2C
HALLMARK_G2M_CHECKPOINT	UBE2S
HALLMARK_G2M_CHECKPOINT	UCK2
HALLMARK_G2M_CHECKPOINT	UPF1
HALLMARK_G2M_CHECKPOINT	WRN
HALLMARK_G2M_CHECKPOINT	XPO1
HALLMARK_G2M_CHECKPOINT	YTHDC1
HALLMARK_GLYCOLYSIS	ABCB6
HALLMARK_GLYCOLYSIS	ADORA2B
HALLMARK_GLYCOLYSIS	AGL
HALLMARK_GLYCOLYSIS	AGRN
HALLMARK_GLYCOLYSIS	AK3
HALLMARK_GLYCOLYSIS	AK4
HALLMARK_GLYCOLYSIS	AKR1A1
HALLMARK_GLYCOLYSIS	ALDH7A1
HALLMARK_GLYCOLYSIS	ALDH9A1
HALLMARK_GLYCOLYSIS	ALDOA
HALLMARK_GLYCOLYSIS	ALDOB
HALLMARK_GLYCOLYSIS	ALG1
HALLMARK_GLYCOLYSIS	ANG
HALLMARK_GLYCOLYSIS	ANGPTL4
HALLMARK_GLYCOLYSIS	ANKZF1
HALLMARK_GLYCOLYSIS	ARPP19
HALLMARK_GLYCOLYSIS	ARTN
HALLMARK_GLYCOLYSIS	AURKA
HALLMARK_GLYCOLYSIS	B3GALT6
HALLMARK_GLYCOLYSIS	B3GAT1
HALLMARK_GLYCOLYSIS	B3GAT3
HALLMARK_GLYCOLYSIS	B3GNT3
HALLMARK_GLYCOLYSIS	B4GALT1
HALLMARK_GLYCOLYSIS	B4GALT2
HALLMARK_GLYCOLYSIS	B4GALT4
HALLMARK_GLYCOLYSIS	B4GALT7
HALLMARK_GLYCOLYSIS	BIK
HALLMARK_GLYCOLYSIS	BPNT1
HALLMARK_GLYCOLYSIS	CACNA1H
HALLMARK_GLYCOLYSIS	CAPN5
HALLMARK_GLYCOLYSIS	CASP6
HALLMARK_GLYCOLYSIS	CD44
HALLMARK_GLYCOLYSIS	CDK1
HALLMARK_GLYCOLYSIS	CENPA
HALLMARK_GLYCOLYSIS	CHPF
HALLMARK_GLYCOLYSIS	CHPF2
HALLMARK_GLYCOLYSIS	CHST1
HALLMARK_GLYCOLYSIS	CHST12
HALLMARK_GLYCOLYSIS	CHST2
HALLMARK_GLYCOLYSIS	CHST4
HALLMARK_GLYCOLYSIS	CHST6
HALLMARK_GLYCOLYSIS	CITED2
HALLMARK_GLYCOLYSIS	CLDN3
HALLMARK_GLYCOLYSIS	CLDN9
HALLMARK_GLYCOLYSIS	CLN6
HALLMARK_GLYCOLYSIS	COG2
HALLMARK_GLYCOLYSIS	COL5A1
HALLMARK_GLYCOLYSIS	COPB2
HALLMARK_GLYCOLYSIS	CTH
HALLMARK_GLYCOLYSIS	CXCR4
HALLMARK_GLYCOLYSIS	CYB5A
HALLMARK_GLYCOLYSIS	DCN
HALLMARK_GLYCOLYSIS	DDIT4
HALLMARK_GLYCOLYSIS	DEPDC1
HALLMARK_GLYCOLYSIS	DLD
HALLMARK_GLYCOLYSIS	DPYSL4
HALLMARK_GLYCOLYSIS	DSC2
HALLMARK_GLYCOLYSIS	ECD
HALLMARK_GLYCOLYSIS	EFNA3
HALLMARK_GLYCOLYSIS	EGFR
HALLMARK_GLYCOLYSIS	EGLN3
HALLMARK_GLYCOLYSIS	ELF3
HALLMARK_GLYCOLYSIS	ENO1
HALLMARK_GLYCOLYSIS	ENO2
HALLMARK_GLYCOLYSIS	ERO1A
HALLMARK_GLYCOLYSIS	EXT1
HALLMARK_GLYCOLYSIS	EXT2
HALLMARK_GLYCOLYSIS	FAM162A
HALLMARK_GLYCOLYSIS	FBP2
HALLMARK_GLYCOLYSIS	FKBP4
HALLMARK_GLYCOLYSIS	FUT8
HALLMARK_GLYCOLYSIS	G6PD
HALLMARK_GLYCOLYSIS	GAL3ST1
HALLMARK_GLYCOLYSIS	GALE
HALLMARK_GLYCOLYSIS	GALK1
HALLMARK_GLYCOLYSIS	GALK2
HALLMARK_GLYCOLYSIS	GAPDHS
HALLMARK_GLYCOLYSIS	GCLC
HALLMARK_GLYCOLYSIS	GFPT1
HALLMARK_GLYCOLYSIS	GFUS
HALLMARK_GLYCOLYSIS	GLCE
HALLMARK_GLYCOLYSIS	GLRX
HALLMARK_GLYCOLYSIS	GMPPA
HALLMARK_GLYCOLYSIS	GMPPB
HALLMARK_GLYCOLYSIS	GNE
HALLMARK_GLYCOLYSIS	GNPDA1
HALLMARK_GLYCOLYSIS	GOT1
HALLMARK_GLYCOLYSIS	GOT2
HALLMARK_GLYCOLYSIS	GPC1
HALLMARK_GLYCOLYSIS	GPC3
HALLMARK_GLYCOLYSIS	GPC4
HALLMARK_GLYCOLYSIS	GPR87
HALLMARK_GLYCOLYSIS	GUSB
HALLMARK_GLYCOLYSIS	GYS1
HALLMARK_GLYCOLYSIS	GYS2
HALLMARK_GLYCOLYSIS	HAX1
HALLMARK_GLYCOLYSIS	HDLBP
HALLMARK_GLYCOLYSIS	HK2
HALLMARK_GLYCOLYSIS	HMMR
HALLMARK_GLYCOLYSIS	HOMER1
HALLMARK_GLYCOLYSIS	HS2ST1
HALLMARK_GLYCOLYSIS	HS6ST2
HALLMARK_GLYCOLYSIS	HSPA5
HALLMARK_GLYCOLYSIS	IDH1
HALLMARK_GLYCOLYSIS	IDUA
HALLMARK_GLYCOLYSIS	IER3
HALLMARK_GLYCOLYSIS	IGFBP3
HALLMARK_GLYCOLYSIS	IL13RA1
HALLMARK_GLYCOLYSIS	IRS2
HALLMARK_GLYCOLYSIS	ISG20
HALLMARK_GLYCOLYSIS	KDELR3
HALLMARK_GLYCOLYSIS	KIF20A
HALLMARK_GLYCOLYSIS	KIF2A
HALLMARK_GLYCOLYSIS	LCT
HALLMARK_GLYCOLYSIS	LDHA
HALLMARK_GLYCOLYSIS	LDHC
HALLMARK_GLYCOLYSIS	LHPP
HALLMARK_GLYCOLYSIS	LHX9
HALLMARK_GLYCOLYSIS	MDH1
HALLMARK_GLYCOLYSIS	MDH2
HALLMARK_GLYCOLYSIS	ME1
HALLMARK_GLYCOLYSIS	ME2
HALLMARK_GLYCOLYSIS	MED24
HALLMARK_GLYCOLYSIS	MERTK
HALLMARK_GLYCOLYSIS	MET
HALLMARK_GLYCOLYSIS	MIF
HALLMARK_GLYCOLYSIS	MIOX
HALLMARK_GLYCOLYSIS	MPI
HALLMARK_GLYCOLYSIS	MXI1
HALLMARK_GLYCOLYSIS	NANP
HALLMARK_GLYCOLYSIS	NASP
HALLMARK_GLYCOLYSIS	NDST3
HALLMARK_GLYCOLYSIS	NDUFV3
HALLMARK_GLYCOLYSIS	NOL3
HALLMARK_GLYCOLYSIS	NSDHL
HALLMARK_GLYCOLYSIS	NT5E
HALLMARK_GLYCOLYSIS	P4HA1
HALLMARK_GLYCOLYSIS	P4HA2
HALLMARK_GLYCOLYSIS	PAM
HALLMARK_GLYCOLYSIS	PAXIP1
HALLMARK_GLYCOLYSIS	PC
HALLMARK_GLYCOLYSIS	PDK3
HALLMARK_GLYCOLYSIS	PFKFB1
HALLMARK_GLYCOLYSIS	PFKP
HALLMARK_GLYCOLYSIS	PGAM1
HALLMARK_GLYCOLYSIS	PGAM2
HALLMARK_GLYCOLYSIS	PGK1
HALLMARK_GLYCOLYSIS	PGLS
HALLMARK_GLYCOLYSIS	PGM2
HALLMARK_GLYCOLYSIS	PHKA2
HALLMARK_GLYCOLYSIS	PKM
HALLMARK_GLYCOLYSIS	PKP2
HALLMARK_GLYCOLYSIS	PLOD1
HALLMARK_GLYCOLYSIS	PLOD2
HALLMARK_GLYCOLYSIS	PMM2
HALLMARK_GLYCOLYSIS	POLR3K
HALLMARK_GLYCOLYSIS	PPFIA4
HALLMARK_GLYCOLYSIS	PPIA
HALLMARK_GLYCOLYSIS	PPP2CB
HALLMARK_GLYCOLYSIS	PRPS1
HALLMARK_GLYCOLYSIS	PSMC4
HALLMARK_GLYCOLYSIS	PYGB
HALLMARK_GLYCOLYSIS	PYGL
HALLMARK_GLYCOLYSIS	QSOX1
HALLMARK_GLYCOLYSIS	RARS1
HALLMARK_GLYCOLYSIS	RBCK1
HALLMARK_GLYCOLYSIS	RPE
HALLMARK_GLYCOLYSIS	RRAGD
HALLMARK_GLYCOLYSIS	SAP30
HALLMARK_GLYCOLYSIS	SDC1
HALLMARK_GLYCOLYSIS	SDC2
HALLMARK_GLYCOLYSIS	SDC3
HALLMARK_GLYCOLYSIS	SDHC
HALLMARK_GLYCOLYSIS	SLC16A3
HALLMARK_GLYCOLYSIS	SLC25A10
HALLMARK_GLYCOLYSIS	SLC25A13
HALLMARK_GLYCOLYSIS	SLC35A3
HALLMARK_GLYCOLYSIS	SLC37A4
HALLMARK_GLYCOLYSIS	SOD1
HALLMARK_GLYCOLYSIS	SOX9
HALLMARK_GLYCOLYSIS	SPAG4
HALLMARK_GLYCOLYSIS	SRD5A3
HALLMARK_GLYCOLYSIS	STC1
HALLMARK_GLYCOLYSIS	STC2
HALLMARK_GLYCOLYSIS	STMN1
HALLMARK_GLYCOLYSIS	TALDO1
