library name	plate	unit	well_key	crispr_target	gene_name	gene_id	organoids_area_mean_day07	organoids_area_mean_day14	organoids_area_prop_day07	organoids_area_prop_day14	organoids_count_day07	organoids_count_day14
2-3_C05_MEGF6	plate2	plate2-rep3	C05	MEGF6	Megf6	ENSMUSG00000057751	6.75656247640651	8.48153370970918	0.0487615144597524	0.185752603082049	111.0	162.0
2-3_C06_SNX30	plate2	plate2-rep3	C06	SNX30	Snx30	ENSMUSG00000028385	7.0695373408917	8.30110942128383	0.0767759703883848	0.147405414410662	136.0	125.0
2-3_C07_CHAT	plate2	plate2-rep3	C07	CHAT	Chat	ENSMUSG00000021919	6.81084036484896	8.53062663865301	0.0411755455626551	0.155368263223657	110.0	122.0
2-3_C08_WNT7B	plate2	plate2-rep3	C08	WNT7B	Wnt7b	ENSMUSG00000022382	7.0768585895069	8.43991322149799	0.0499036398884976	0.168416826322366	142.0	147.0
2-3_C09_TIGIT	plate2	plate2-rep3	C09	TIGIT	Tigit	ENSMUSG00000071552	7.28466265231055	8.46669570418493	0.0670546403894172	0.186830987088713	142.0	152.0
2-3_C10_HLF	plate2	plate2-rep3	C10	HLF	Hlf	ENSMUSG00000003949	6.73402891118029	8.43432301810303	0.0615435685361293	0.148650728862974	107.0	132.0
2-3_D02_CAPN1	plate2	plate2-rep3	D02	CAPN1	Capn1	ENSMUSG00000024942	6.70999005904067	8.42667594534117	0.0414169238181547	0.132415660141608	99.0	111.0
2-3_D03_GPR37	plate2	plate2-rep3	D03	GPR37	Gpr37	ENSMUSG00000039904	7.01794442484039	8.4206042359875	0.0614823875129532	0.156405164514786	140.0	131.0
2-3_D04_SDC1	plate2	plate2-rep3	D04	SDC1	Sdc1	ENSMUSG00000020592	6.90338435739981	8.50203467129963	0.0422634206310058	0.190811328613078	102.0	158.0
2-3_D05_SLC45A4	plate2	plate2-rep3	D05	SLC45A4	Slc45a4	ENSMUSG00000079020	6.94619696015828	8.54947368714407	0.0601720142704737	0.156891295293628	103.0	125.0
2-3_D06_LIPH	plate2	plate2-rep3	D06	LIPH	Liph	ENSMUSG00000044626	6.84968130162228	8.17795714682871	0.0437341550709509	0.112538275718451	139.0	128.0
2-3_D07_TIGIT	plate2	plate2-rep3	D07	TIGIT	Tigit	ENSMUSG00000071552	6.89513119126672	8.50217406867428	0.066524803169177	0.169786089129529	128.0	134.0
2-3_D08_WNT9B	plate2	plate2-rep3	D08	WNT9B	Wnt9b	ENSMUSG00000018486	6.81677052645082	8.38389012324141	0.0449563416042429	0.165828738025823	112.0	146.0
2-3_D09_SPNS1	plate2	plate2-rep3	D09	SPNS1	Spns1	ENSMUSG00000030741	6.89034626818915	8.61403696101786	0.0429287642580463	0.193869387755102	106.0	145.0
2-3_D10_HIF1A	plate2	plate2-rep3	D10	HIF1A	Hif1a	ENSMUSG00000021109	7.11280194661295	8.47962076405794	0.0901526275337547	0.163451062057476	110.0	133.0
2-3_D11_ETV5	plate2	plate2-rep3	D11	ETV5	Etv5	ENSMUSG00000013089	6.67877661105312	8.38209398675289	0.0568295229027336	0.12658908788005	93.0	114.0
2-3_E02_MECOM	plate2	plate2-rep3	E02	MECOM	Mecom	ENSMUSG00000027684	6.50463175885587	8.44482201285694	0.0228802687376443	0.123949187838401	96.0	109.0
2-3_E03_TIGIT	plate2	plate2-rep3	E03	TIGIT	Tigit	ENSMUSG00000071552	6.86895619460032	8.43818746452312	0.0370482163819837	0.146397834235735	100.0	131.0
2-3_E04_TOLLIP	plate2	plate2-rep3	E04	TOLLIP	Tollip	ENSMUSG00000025139	6.71320911685426	8.27828186562547	0.0343901877110267	0.138268221574344	107.0	130.0
2-3_E05_CXADR	plate2	plate2-rep3	E05	CXADR	Cxadr	ENSMUSG00000022865	6.89704384561257	8.25190819989485	0.140116014515198	0.127401915868388	114.0	124.0
2-3_E06_FGFR2	plate2	plate2-rep3	E06	FGFR2	Fgfr2	ENSMUSG00000030849	6.7423947043923	8.24779438754319	0.0491484366336672	0.111928029987505	88.0	114.0
2-3_E07_LRP6	plate2	plate2-rep3	E07	LRP6	Lrp6	ENSMUSG00000030201	6.73460322738236	8.44375873062024	0.0309564027852661	0.172235235318617	96.0	152.0
2-3_E08_CHRNA3	plate2	plate2-rep3	E08	CHRNA3	Chrna3	ENSMUSG00000032303	6.88420252935143	8.47728460277392	0.0595592480852252	0.154189587671803	111.0	127.0
2-3_E09_SH2B1	plate2	plate2-rep3	E09	SH2B1	Sh2b1	ENSMUSG00000030733	7.10079181569003	8.42664827062302	0.0490812809011965	0.162156434818825	137.0	147.0
2-3_E10_ROS1	plate2	plate2-rep3	E10	ROS1	Ros1	ENSMUSG00000019893	6.93638453756941	8.26153872685916	0.0417907016316214	0.130971761765931	107.0	112.0
2-3_E11_CSF3R	plate2	plate2-rep3	E11	CSF3R	Csf3r	ENSMUSG00000028859	6.85973838465214	8.51053828352618	0.0404055250287742	0.15693527696793	110.0	130.0
2-3_F02_TIGIT	plate2	plate2-rep3	F02	TIGIT	Tigit	ENSMUSG00000071552	6.74367436293888	8.49091471996401	0.0362629005923088	0.149140857975843	103.0	123.0
2-3_F03_DSP	plate2	plate2-rep3	F03	DSP	Dsp	ENSMUSG00000054889	6.75391029101297	8.23911538683187	0.0385194287986724	0.130745022907122	120.0	134.0
2-3_F04_MTUS1	plate2	plate2-rep3	F04	MTUS1	Mtus1	ENSMUSG00000045636	6.78212905297882	8.39326710873921	0.0581590152149557	0.156796501457726	107.0	149.0
2-3_F05_EPCAM	plate2	plate2-rep3	F05	EPCAM	Epcam	ENSMUSG00000045394	6.86462580382659	8.23930030054591	0.0417261747712403	0.138094627238651	136.0	144.0
2-3_F06_FZD7	plate2	plate2-rep3	F06	FZD7	Fzd7	ENSMUSG00000041075	6.82458042984756	8.50639000640426	0.0385734401706951	0.151738942107455	97.0	130.0
2-3_F07_FZD1	plate2	plate2-rep3	F07	FZD1	Fzd1	ENSMUSG00000044674	6.7505873980887	8.28957131740659	0.0391625465071372	0.162714035818409	121.0	168.0
2-3_F08_SYT4	plate2	plate2-rep3	F08	SYT4	Syt4	ENSMUSG00000024261	6.86964038898709	8.28069304690508	0.0794249175012141	0.119862557267805	108.0	114.0
2-3_F09_TLN1	plate2	plate2-rep3	F09	TLN1	Tln1	ENSMUSG00000028465	6.86563228084803	8.55394104318447	0.058241944179964	0.137679300291545	86.0	106.0
2-3_F10_LRP2	plate2	plate2-rep3	F10	LRP2	Lrp2	ENSMUSG00000027070	7.0519604737183	8.53249896484963	0.0697991828509592	0.196233236151603	117.0	152.0
2-3_F11_BAP1	plate2	plate2-rep3	F11	BAP1	Bap1	ENSMUSG00000021901	6.76692945410312	8.45256769023156	0.0248832302815474	0.122627072053311	80.0	96.0
2-3_G02_TERT	plate2	plate2-rep3	G02	TERT	Tert	ENSMUSG00000021611	6.94541974810366	8.56269141566852	0.0715935075462968	0.166258558933778	100.0	129.0
2-3_G03_LRP5	plate2	plate2-rep3	G03	LRP5	Lrp5	ENSMUSG00000024913	6.68702930064628	8.26201235962913	0.0490908404360677	0.118651228654727	119.0	115.0
2-3_G05_FZD6	plate2	plate2-rep3	G05	FZD6	Fzd6	ENSMUSG00000022297	6.99723182220625	8.37944166628292	0.0484546533903846	0.152940108288213	105.0	135.0
2-3_G06_MYRF	plate2	plate2-rep3	G06	MYRF	Myrf	ENSMUSG00000036098	6.85421276618215	8.30921354099202	0.0490162760640718	0.13181674302374	94.0	121.0
2-3_G07_FZD4	plate2	plate2-rep3	G07	FZD4	Fzd4	ENSMUSG00000049791	6.80662185732399	8.36762659060557	0.0429244624673542	0.129090545605998	100.0	119.0
2-3_G08_SYT11	plate2	plate2-rep3	G08	SYT11	Syt11	ENSMUSG00000068923	6.8875553332723	8.48047659421657	0.0500993713649869	0.169039233652645	116.0	129.0
2-3_G09_DMBT1	plate2	plate2-rep3	G09	DMBT1	Dmbt1	ENSMUSG00000047517	6.86625909946457	8.2991214469053	0.0522662789319323	0.134776176593086	103.0	126.0
2-3_G10_TDTOMATO	plate2	plate2-rep3	G10	TDTOMATO	nan	nan	6.67473495846525	8.96971975764613	0.0076347225249408	0.0655283631820075	25.0	27.0
2-3_G11_TIGIT	plate2	plate2-rep3	G11	TIGIT	Tigit	ENSMUSG00000071552	6.72500058588717	8.35324734316842	0.0420273001196854	0.138628904623074	104.0	128.0
2-4_B03_ACOXL	plate2	plate2-rep4	B03	ACOXL	Acoxl	ENSMUSG00000027380	6.7169087875577	8.18259579708115	0.0402642829010512	0.118995251978342	112.0	128.0
2-4_B04_TIGIT	plate2	plate2-rep4	B04	TIGIT	Tigit	ENSMUSG00000071552	6.76334443582509	8.19533743615441	0.0414240934693082	0.122092294877135	104.0	125.0
2-4_B05_TDTOMATO	plate2	plate2-rep4	B05	TDTOMATO	nan	nan	6.67382161210957	8.49685742912388	0.0100434863241294	0.0521980841316118	26.0	32.0
2-4_B06_LNX2	plate2	plate2-rep4	B06	LNX2	Lnx2	ENSMUSG00000016520	6.79632489710663	8.23785862696583	0.0384489272289967	0.122589920866306	92.0	121.0
2-4_B07_CHRNA5	plate2	plate2-rep4	B07	CHRNA5	Chrna5	ENSMUSG00000035594	6.82642535430495	8.25400984702153	0.0538985695112019	0.159846897126197	117.0	142.0
2-4_B08_MARCKS	plate2	plate2-rep4	B08	MARCKS	Marcks	ENSMUSG00000069662	6.75972519562953	8.32106736956662	0.0634557144987554	0.14308654727197	116.0	149.0
2-4_B09_TRIB3	plate2	plate2-rep4	B09	TRIB3	Trib3	ENSMUSG00000032715	6.66129425475256	8.40540836602357	0.0396147125065483	0.131458558933778	123.0	114.0
2-4_B10_IL4RA	plate2	plate2-rep4	B10	IL4RA	Il4ra	ENSMUSG00000030748	6.70986897497842	8.21355687171845	0.039456263216057	0.12540508121616	94.0	117.0
2-4_B11_ATP6V1C2	plate2	plate2-rep4	B11	ATP6V1C2	Atp6v1c2	ENSMUSG00000020566	6.82732772087308	8.26841325326257	0.0484890677159212	0.124046813827572	114.0	125.0
2-4_C02_NAV2	plate2	plate2-rep4	C02	NAV2	Nav2	ENSMUSG00000052512	6.76664583815423	8.36939472569322	0.0467623767297978	0.176539275301958	122.0	149.0
2-4_C03_ATP11A	plate2	plate2-rep4	C03	ATP11A	Atp11a	ENSMUSG00000031441	6.58840969445664	8.35841805845941	0.025201323804389	0.136671053727613	96.0	113.0
2-4_C04_PATJ	plate2	plate2-rep4	C04	PATJ	Patj	ENSMUSG00000061859	6.85294200645968	8.33736744951622	0.0757442575874028	0.160040149937526	115.0	149.0
2-4_C05_MEGF6	plate2	plate2-rep4	C05	MEGF6	Megf6	ENSMUSG00000057751	6.86675878573421	8.51775542390007	0.046287984811811	0.191479716784673	116.0	157.0
2-4_C06_SNX30	plate2	plate2-rep4	C06	SNX30	Snx30	ENSMUSG00000028385	7.20640850600079	8.39387327785832	0.0793608686175765	0.154819991670137	133.0	146.0
2-4_C07_CHAT	plate2	plate2-rep4	C07	CHAT	Chat	ENSMUSG00000021919	7.25514340101601	8.58066182958949	0.0904597275914943	0.183322615576843	138.0	139.0
2-4_C08_WNT7B	plate2	plate2-rep4	C08	WNT7B	Wnt7b	ENSMUSG00000022382	7.33007750277967	8.30319842990848	0.165274081424294	0.172608746355685	146.0	155.0
2-4_C09_TIGIT	plate2	plate2-rep4	C09	TIGIT	Tigit	ENSMUSG00000071552	6.97938244199749	8.4336520753815	0.0496591547841648	0.16503423573511	138.0	139.0
2-4_C10_HLF	plate2	plate2-rep4	C10	HLF	Hlf	ENSMUSG00000003949	6.88686743175685	8.3464868005404	0.147266546598909	0.13174260724698	107.0	120.0
2-4_C11_IRX1	plate2	plate2-rep4	C11	IRX1	Irx1	ENSMUSG00000060969	6.92405956353604	8.31741741927998	0.0632652407664453	0.146353685964182	110.0	145.0
2-4_D02_CAPN1	plate2	plate2-rep4	D02	CAPN1	Capn1	ENSMUSG00000024942	6.74479397707487	8.44514255635283	0.033318802840329	0.167640483132028	97.0	145.0
2-4_D03_GPR37	plate2	plate2-rep4	D03	GPR37	Gpr37	ENSMUSG00000039904	7.00153488974757	8.45131705991967	0.14880109093412	0.180641232819658	110.0	156.0
2-4_D04_SDC1	plate2	plate2-rep4	D04	SDC1	Sdc1	ENSMUSG00000020592	7.02426079941056	8.58403018690642	0.0586845506445038	0.184966763848396	115.0	137.0
2-4_D05_SLC45A4	plate2	plate2-rep4	D05	SLC45A4	Slc45a4	ENSMUSG00000079020	6.82572703402762	8.32730929194008	0.0453191259526076	0.176897625989171	108.0	165.0
2-4_D06_LIPH	plate2	plate2-rep4	D06	LIPH	Liph	ENSMUSG00000044626	7.11029772125156	8.50026348868541	0.158209107177681	0.184492628071637	135.0	150.0
2-4_D07_TIGIT	plate2	plate2-rep4	D07	TIGIT	Tigit	ENSMUSG00000071552	6.97572115322764	8.32395660670176	0.0619582133611707	0.136873802582257	148.0	122.0
2-4_D08_WNT9B	plate2	plate2-rep4	D08	WNT9B	Wnt9b	ENSMUSG00000018486	7.01818897807529	8.46634438612619	0.0917086808224259	0.181555685131195	123.0	142.0
2-4_D09_SPNS1	plate2	plate2-rep4	D09	SPNS1	Spns1	ENSMUSG00000030741	6.93401859475194	8.50153399648256	0.0535496464884005	0.174299375260308	115.0	156.0
2-4_D10_HIF1A	plate2	plate2-rep4	D10	HIF1A	Hif1a	ENSMUSG00000021109	6.94083794872693	8.43992822010422	0.0746731117050769	0.151369929196168	121.0	127.0
2-4_D11_ETV5	plate2	plate2-rep4	D11	ETV5	Etv5	ENSMUSG00000013089	6.74330293898647	8.36553845192362	0.125532705080702	0.114465805914202	109.0	110.0
2-4_E02_MECOM	plate2	plate2-rep4	E02	MECOM	Mecom	ENSMUSG00000027684	6.89654060876509	8.45124361583272	0.0358288977091531	0.130993919200333	92.0	112.0
2-4_E03_TIGIT	plate2	plate2-rep4	E03	TIGIT	Tigit	ENSMUSG00000071552	6.84060378658373	8.37685957041543	0.0408954511909269	0.132045481049563	96.0	118.0
2-4_E04_TOLLIP	plate2	plate2-rep4	E04	TOLLIP	Tollip	ENSMUSG00000025139	6.84563823438969	8.27077635681435	0.0393597119138571	0.12854110787172	110.0	127.0
2-4_E05_CXADR	plate2	plate2-rep4	E05	CXADR	Cxadr	ENSMUSG00000022865	6.8857435844233	8.51318751892769	0.0480667752629828	0.148848146605581	96.0	111.0
2-4_E06_FGFR2	plate2	plate2-rep4	E06	FGFR2	Fgfr2	ENSMUSG00000030849	6.61971088001317	8.20807271078893	0.026541809581713	0.100251395251978	81.0	104.0
2-4_E07_LRP6	plate2	plate2-rep4	E07	LRP6	Lrp6	ENSMUSG00000030201	6.88878561513012	8.25777274252332	0.159929106489395	0.116645397750937	118.0	110.0
2-4_E08_CHRNA3	plate2	plate2-rep4	E08	CHRNA3	Chrna3	ENSMUSG00000032303	6.98093701225754	8.54295485873923	0.062885488243684	0.188118117451062	108.0	127.0
2-4_E09_SH2B1	plate2	plate2-rep4	E09	SH2B1	Sh2b1	ENSMUSG00000030733	6.84780599808422	8.41496087284297	0.0777333578057426	0.152999583506872	108.0	117.0
2-4_E10_ROS1	plate2	plate2-rep4	E10	ROS1	Ros1	ENSMUSG00000019893	6.96559123758164	8.41778766106115	0.0468742232877917	0.162284714702207	113.0	151.0
2-4_E11_CSF3R	plate2	plate2-rep4	E11	CSF3R	Csf3r	ENSMUSG00000028859	6.93855369779598	8.39329939827148	0.0481126610303649	0.156865805914202	100.0	136.0
2-4_F02_TIGIT	plate2	plate2-rep4	F02	TIGIT	Tigit	ENSMUSG00000071552	6.89489622491437	8.43847064856585	0.0415065444575729	0.159786089129529	104.0	131.0
2-4_F03_DSP	plate2	plate2-rep4	F03	DSP	Dsp	ENSMUSG00000054889	7.23909729494284	8.40691858195349	0.142304670023975	0.17808296543107	141.0	155.0
2-4_F04_MTUS1	plate2	plate2-rep4	F04	MTUS1	Mtus1	ENSMUSG00000045636	7.235040625404	8.35207781009137	0.0791137546411542	0.163193502707205	137.0	123.0
2-4_F05_EPCAM	plate2	plate2-rep4	F05	EPCAM	Epcam	ENSMUSG00000045394	6.79281972474689	8.36347899134257	0.0382921508571079	0.165105539358601	99.0	152.0
2-4_F06_FZD7	plate2	plate2-rep4	F06	FZD7	Fzd7	ENSMUSG00000041075	6.85578092012668	8.3570403490855	0.0379243477529357	0.147076051645148	93.0	133.0
2-4_F07_FZD1	plate2	plate2-rep4	F07	FZD1	Fzd1	ENSMUSG00000044674	6.73263395875734	8.39691684556703	0.0423281864797586	0.141468388171595	125.0	123.0
2-4_F08_SYT4	plate2	plate2-rep4	F08	SYT4	Syt4	ENSMUSG00000024261	6.72256952624411	8.3295197746575	0.0442976896516123	0.142060807996668	123.0	130.0
2-4_F09_TLN1	plate2	plate2-rep4	F09	TLN1	Tln1	ENSMUSG00000028465	7.10209758011861	8.45669603029579	0.0505747192364608	0.144740191586839	92.0	132.0
2-4_F10_LRP2	plate2	plate2-rep4	F10	LRP2	Lrp2	ENSMUSG00000027070	6.75897340207142	8.34865202880582	0.0411535586324512	0.145634652228238	113.0	128.0
2-4_F11_BAP1	plate2	plate2-rep4	F11	BAP1	Bap1	ENSMUSG00000021901	6.88312100696624	8.45483068361039	0.0488487452154528	0.148614743856726	99.0	121.0
2-4_G02_TERT	plate2	plate2-rep4	G02	TERT	Tert	ENSMUSG00000021611	6.94328246234761	8.58681088681294	0.0488936750293478	0.174744189920866	96.0	108.0
2-4_G04_FZD5	plate2	plate2-rep4	G04	FZD5	Fzd5	ENSMUSG00000045005	6.74146192525383	8.25705339405278	0.0391635024606243	0.123789421074552	120.0	118.0
2-4_G05_FZD6	plate2	plate2-rep4	G05	FZD6	Fzd6	ENSMUSG00000022297	6.87478650108636	8.27083840031093	0.0792588205828257	0.137240316534777	111.0	132.0
2-4_G06_MYRF	plate2	plate2-rep4	G06	MYRF	Myrf	ENSMUSG00000036098	6.90531008223008	8.26814222617533	0.152098652487965	0.123536193252811	120.0	133.0
2-4_G07_FZD4	plate2	plate2-rep4	G07	FZD4	Fzd4	ENSMUSG00000049791	6.75566160886848	8.30173990657738	0.0718363197320271	0.141433902540608	115.0	138.0
2-4_G08_SYT11	plate2	plate2-rep4	G08	SYT11	Syt11	ENSMUSG00000068923	6.87919041378371	8.38118601442371	0.0525506750943526	0.134127780091628	99.0	116.0
2-4_G09_DMBT1	plate2	plate2-rep4	G09	DMBT1	Dmbt1	ENSMUSG00000047517	6.89918594646813	8.30167227502219	0.0393525422627037	0.126525614327364	102.0	116.0
2-4_G10_TDTOMATO	plate2	plate2-rep4	G10	TDTOMATO	nan	nan	6.63193920382232	8.35257022785659	0.0121470619725527	0.0663636817992503	28.0	35.0
2-4_G11_TIGIT	plate2	plate2-rep4	G11	TIGIT	Tigit	ENSMUSG00000071552	7.08771192578534	8.55450903309941	0.143311767022664	0.183604831320283	118.0	142.0
3-1_B02_KIDINS220	plate3	plate3-rep1	B02	KIDINS220	Kidins220	ENSMUSG00000036333	6.15081115701992	8.55636670570592	0.0046131925405037	0.0444887963348605	18.0	20.0
3-1_B03_CD81	plate3	plate3-rep1	B03	CD81	Cd81	ENSMUSG00000037706	6.48171817416349	8.53352123976477	0.026677554976885	0.184941274468971	99.0	148.0
3-1_B04_TIGIT	plate3	plate3-rep1	B04	TIGIT	Tigit	ENSMUSG00000071552	6.6013959362719	8.72354608446807	0.0331885541777079	0.2377527696793	111.0	175.0
3-1_B05_TDTOMATO	plate3	plate3-rep1	B05	TDTOMATO	nan	nan	6.25277451557812	8.79138774848689	0.0006643876735533	0.0180774677217826	4.0	7.0
3-1_B06_TGIF1	plate3	plate3-rep1	B06	TGIF1	Tgif1	ENSMUSG00000047407	6.22270486101548	7.97290068911213	0.0151805413755788	0.101098042482299	75.0	115.0
3-1_B07_CELSR1	plate3	plate3-rep1	B07	CELSR1	Celsr1	ENSMUSG00000016028	6.85388414576055	8.75646266484584	0.0458487241844761	0.241818742190754	116.0	174.0
3-1_B08_PI4K2B	plate3	plate3-rep1	B08	PI4K2B	Pi4k2b	ENSMUSG00000029186	6.71701048763842	8.65408128641311	0.0478578994260455	0.241690962099125	124.0	172.0
3-1_B09_MAP2K2	plate3	plate3-rep1	B09	MAP2K2	Map2k2	ENSMUSG00000035027	6.84196780851875	8.63351275286234	0.0465558907765784	0.232171761765931	118.0	180.0
3-1_B10_MAP3K5	plate3	plate3-rep1	B10	MAP3K5	Map3k5	ENSMUSG00000071369	6.77836697000991	8.65413857282727	0.0500150084697479	0.250333694294044	137.0	190.0
3-1_B11_MAPK3	plate3	plate3-rep1	B11	MAPK3	Mapk3	ENSMUSG00000063065	7.01114934715267	8.62393268781327	0.0521766582925141	0.216139775093711	138.0	157.0
3-1_C02_ITGB6	plate3	plate3-rep1	C02	ITGB6	Itgb6	ENSMUSG00000026971	6.84651779367691	8.72173031349708	0.037469552881435	0.201092544773011	98.0	115.0
3-1_C03_EGFR	plate3	plate3-rep1	C03	EGFR	Egfr	ENSMUSG00000020122	6.7894137101483	8.87223485219904	0.034363660001759	0.208170428987922	100.0	127.0
3-1_C04_DRAM1	plate3	plate3-rep1	C04	DRAM1	Dram1	ENSMUSG00000020057	6.75185829212862	8.27117331371992	0.0321267288418815	0.117611162015827	89.0	114.0
3-1_C05_CSNK1A1	plate3	plate3-rep1	C05	CSNK1A1	Csnk1a1	ENSMUSG00000024576	5.58950610546415	6.75526340290737	0.002487151985133	0.0320674718867139	33.0	38.0
3-1_C06_ADK	plate3	plate3-rep1	C06	ADK	Adk	ENSMUSG00000039197	6.81140667134842	8.69983440200001	0.043672735059403	0.228203248646397	118.0	173.0
3-1_C07_GNAI2	plate3	plate3-rep1	C07	GNAI2	Gnai2	ENSMUSG00000032562	6.83242138848546	8.75454937084598	0.0424037068052417	0.203494710537276	98.0	137.0
3-1_C08_OCIAD2	plate3	plate3-rep1	C08	OCIAD2	Ociad2	ENSMUSG00000029153	6.71845766037745	8.80296484581109	0.0356114182908316	0.239212994585589	109.0	173.0
3-1_C09_TIGIT	plate3	plate3-rep1	C09	TIGIT	Tigit	ENSMUSG00000071552	6.71276434668309	8.6593473223994	0.0400193198199748	0.187635152019992	120.0	143.0
3-1_C10_MAP3K7	plate3	plate3-rep1	C10	MAP3K7	Map3k7	ENSMUSG00000028284	6.67581304885636	8.83677614874872	0.0293872051361469	0.250101957517701	92.0	164.0
3-1_C11_CISH	plate3	plate3-rep1	C11	CISH	Cish	ENSMUSG00000032578	6.73942478800149	8.76448035295957	0.0366813692312987	0.234701874219075	110.0	162.0
3-1_D02_SLC22A3	plate3	plate3-rep1	D02	SLC22A3	Slc22a3	ENSMUSG00000023828	6.8410665857166	8.75027561601426	0.0518678853161721	0.246414660558101	126.0	169.0
3-1_D03_ERBB2	plate3	plate3-rep1	D03	ERBB2	Erbb2	ENSMUSG00000062312	6.55523464753464	8.17828739030955	0.0323532898183306	0.12409895876718	108.0	132.0
3-1_D04_EGFL6	plate3	plate3-rep1	D04	EGFL6	Egfl6	ENSMUSG00000000402	7.08510800570547	8.75372358501153	0.0576621583900214	0.216826488962932	118.0	155.0
3-1_D05_CSNK2A1	plate3	plate3-rep1	D05	CSNK2A1	Csnk2a1	ENSMUSG00000074698	6.69122567995595	9.06724158664226	0.0291883668108245	0.268790170762182	75.0	129.0
3-1_D06_ANK3	plate3	plate3-rep1	D06	ANK3	Ank3	ENSMUSG00000069601	6.67708770390765	8.7294570560154	0.028835141997331	0.226496959600167	95.0	160.0
3-1_D07_TIGIT	plate3	plate3-rep1	D07	TIGIT	Tigit	ENSMUSG00000071552	6.90215546729603	8.66477351773624	0.0461677736608048	0.21060508121616	118.0	158.0
3-1_D08_ELOVL1	plate3	plate3-rep1	D08	ELOVL1	Elovl1	ENSMUSG00000006390	6.66242254264482	8.74275271373787	0.0364803800106302	0.244381674302374	111.0	160.0
3-1_D09_MAP2K3	plate3	plate3-rep1	D09	MAP2K3	Map2k3	ENSMUSG00000018932	7.0827273196412	8.76332851075479	0.063780260707635	0.246278550603915	148.0	165.0
3-1_D10_MAP4K3	plate3	plate3-rep1	D10	MAP4K3	Map4k3	ENSMUSG00000024242	6.88467705360193	8.80699230715601	0.0436734520245183	0.237354102457309	111.0	166.0
3-1_D11_ELF5	plate3	plate3-rep1	D11	ELF5	Elf5	ENSMUSG00000027186	6.42950089845054	8.5213469689329	0.0170907754312306	0.155296959600167	51.0	111.0
3-1_E02_TLR2	plate3	plate3-rep1	E02	TLR2	Tlr2	ENSMUSG00000027995	6.67688681048994	8.67941529780344	0.0290715014970232	0.131325614327364	61.0	91.0
3-1_E03_TIGIT	plate3	plate3-rep1	E03	TIGIT	Tigit	ENSMUSG00000071552	6.51868491304639	8.71781746645359	0.0156224308750033	0.18003631820075	66.0	118.0
3-1_E04_CTSH	plate3	plate3-rep1	E04	CTSH	Ctsh	ENSMUSG00000032359	6.61938366085155	8.79159150468945	0.0260635938497776	0.204042648896293	84.0	132.0
3-1_E05_CSNK2A1	plate3	plate3-rep1	E05	CSNK2A1	Csnk2a1	ENSMUSG00000074698	6.32545702005917	8.94177370794841	0.0131524860526386	0.239818908788005	64.0	111.0
3-1_E06_MYO5C	plate3	plate3-rep1	E06	MYO5C	Myo5c	ENSMUSG00000033590	6.6172094655033	8.75105776233413	0.0264117999074637	0.199056892961266	85.0	127.0
3-1_E07_GNAI1	plate3	plate3-rep1	E07	GNAI1	Gnai1	ENSMUSG00000057614	6.85445179249412	8.6634739738999	0.0347823676291206	0.188350020824656	92.0	130.0
3-1_E08_ANTXR1	plate3	plate3-rep1	E08	ANTXR1	Antxr1	ENSMUSG00000033420	6.58556602917831	8.85177684460138	0.0240109227245439	0.206028821324448	80.0	127.0
3-1_E09_MAP2K4	plate3	plate3-rep1	E09	MAP2K4	Map2k4	ENSMUSG00000033352	6.87110808627323	8.87505763954364	0.046094165242296	0.233595002082466	113.0	149.0
3-1_E10_MAP4K4	plate3	plate3-rep1	E10	MAP4K4	Map4k4	ENSMUSG00000026074	6.73961069369143	8.74035342180007	0.0340534530951862	0.254869137859225	92.0	171.0
3-1_E11_CCN2	plate3	plate3-rep1	E11	CCN2	Ccn2	ENSMUSG00000019997	6.91418335053827	8.54185270515728	0.0495709680749773	0.190053311120367	146.0	145.0
3-1_F02_TIGIT	plate3	plate3-rep1	F02	TIGIT	Tigit	ENSMUSG00000071552	6.7924737706285	8.73917718612855	0.0362041094528505	0.195952686380675	107.0	138.0
3-1_F03_ERBB4	plate3	plate3-rep1	F03	ERBB4	Erbb4	ENSMUSG00000062209	6.75334083741659	8.60837825292132	0.035232143744814	0.197162349021241	94.0	150.0
3-1_F04_SLC39A8	plate3	plate3-rep1	F04	SLC39A8	Slc39a8	ENSMUSG00000053897	6.77518988619342	8.72652033882592	0.0383722119616548	0.218911120366514	104.0	155.0
3-1_F05_VANGL1	plate3	plate3-rep1	F05	VANGL1	Vangl1	ENSMUSG00000027860	6.73603276535202	8.66060718000018	0.0419603833755865	0.224521449396085	118.0	162.0
3-1_F06_TINAG	plate3	plate3-rep1	F06	TINAG	Tinag	ENSMUSG00000032357	6.75143527552	8.71699765145155	0.0398137898202425	0.236915285297793	96.0	165.0
3-1_F07_AREG	plate3	plate3-rep1	F07	AREG	Areg	ENSMUSG00000029378	6.7990428286952	8.77345640494511	0.0365162282663975	0.239033902540608	107.0	155.0
3-1_F08_TSPAN11	plate3	plate3-rep1	F08	TSPAN11	Tspan11	ENSMUSG00000030351	6.78554895511591	8.68017632673492	0.0495396605982739	0.236999083715119	123.0	163.0
3-1_F09_MAP3K1	plate3	plate3-rep1	F09	MAP3K1	Map3k1	ENSMUSG00000021754	6.63126819949534	8.74332827538518	0.0383461622291306	0.235387088713036	110.0	150.0
