n_cells,krt8_detected,cldn4_detected,double_positive,expected_under_independence,ratio,permutation_p_within_depth_deciles,null_mean,reading
3661,0.9008467631794591,0.16716744059000274,578,551.318219065829,1.0483963344788088,0.004975124378109453,558.7,no evidence of a discrete co-expressing population
