"config","comp","label","cell_floor","case","reference","set","assayed_fraction","tested_genes","eligible"
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","AIS","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",0.98,232,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","MIA","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,175,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","MIA","HALLMARK_INFLAMMATORY_RESPONSE",0.99,139,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","MIA","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,68,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","MIA","HALLMARK_TGF_BETA_SIGNALING",0.981481481481481,53,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","MIA","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.976190476190476,34,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","MIA","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",0.98,224,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AAH","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,180,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AAH","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,155,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AAH","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,70,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AAH","normal","HALLMARK_GLYCOLYSIS",0.955,143,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AAH","normal","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,186,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AAH","normal","HALLMARK_HYPOXIA",0.975,149,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AAH","normal","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,183,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AIS","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,179,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AIS","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,145,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AIS","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,68,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AIS","normal","HALLMARK_GLYCOLYSIS",0.955,139,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AIS","normal","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,184,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AIS","normal","HALLMARK_HYPOXIA",0.975,147,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AIS","normal","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,179,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,183,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,72,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","normal","HALLMARK_GLYCOLYSIS",0.955,148,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","normal","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,186,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","normal","HALLMARK_HYPOXIA",0.975,158,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","normal","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,182,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AAH","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,186,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AAH","HALLMARK_INFLAMMATORY_RESPONSE",0.99,167,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AAH","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,73,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AAH","HALLMARK_GLYCOLYSIS",0.955,151,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AAH","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,186,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AAH","HALLMARK_HYPOXIA",0.975,157,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AAH","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,184,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AIS","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,182,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AIS","HALLMARK_INFLAMMATORY_RESPONSE",0.99,163,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AIS","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,72,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AIS","HALLMARK_GLYCOLYSIS",0.955,147,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AIS","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,186,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AIS","HALLMARK_HYPOXIA",0.975,153,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AIS","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,181,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AAH","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,180,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AAH","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,153,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AAH","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,72,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AAH","normal","HALLMARK_GLYCOLYSIS",0.955,134,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AAH","normal","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,183,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AAH","normal","HALLMARK_HYPOXIA",0.975,143,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AAH","normal","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,180,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AIS","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,180,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AIS","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,156,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AIS","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,71,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AIS","normal","HALLMARK_GLYCOLYSIS",0.955,143,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AIS","normal","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,185,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AIS","normal","HALLMARK_HYPOXIA",0.975,150,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AIS","normal","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,180,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,187,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,175,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,76,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","normal","HALLMARK_GLYCOLYSIS",0.955,158,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","normal","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,186,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","normal","HALLMARK_HYPOXIA",0.975,165,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","normal","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,184,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AAH","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,188,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AAH","HALLMARK_INFLAMMATORY_RESPONSE",0.99,170,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AAH","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,76,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AAH","HALLMARK_GLYCOLYSIS",0.955,156,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AAH","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,186,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AAH","HALLMARK_HYPOXIA",0.975,161,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AAH","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,184,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AIS","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,187,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AIS","HALLMARK_INFLAMMATORY_RESPONSE",0.99,177,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AIS","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,76,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AIS","HALLMARK_GLYCOLYSIS",0.955,154,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AIS","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,186,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AIS","HALLMARK_HYPOXIA",0.975,162,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AIS","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,183,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","MIA","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,174,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","MIA","HALLMARK_INFLAMMATORY_RESPONSE",0.99,139,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","MIA","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,69,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","MIA","HALLMARK_GLYCOLYSIS",0.955,129,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","MIA","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.93,180,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","MIA","HALLMARK_HYPOXIA",0.975,138,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","MIA","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.94,171,TRUE
