"config","comp","label","cell_floor","case","reference","set","assayed_fraction","tested_genes","eligible"
"unc20_pooled","AT2","AT2",50,"AAH","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,186,TRUE
"unc20_pooled","AT2","AT2",50,"AAH","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","AT2",50,"AAH","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,72,TRUE
"unc20_pooled","AT2","AT2",50,"AAH","normal","HALLMARK_HYPOXIA",0.975,166,TRUE
"unc20_pooled","AT2","AT2",50,"AAH","normal","HALLMARK_GLYCOLYSIS",0.955,161,TRUE
"unc20_pooled","AT2","AT2",50,"AAH","normal","HALLMARK_P53_PATHWAY",0.95,177,TRUE
"unc20_pooled","AT2","AT2",50,"AAH","normal","HALLMARK_E2F_TARGETS",0.955,153,TRUE
"unc20_pooled","AT2","AT2",50,"AAH","normal","HALLMARK_G2M_CHECKPOINT",0.945,147,TRUE
"unc20_pooled","AT2","AT2",50,"AIS","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,184,TRUE
"unc20_pooled","AT2","AT2",50,"AIS","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","AT2",50,"AIS","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,69,TRUE
"unc20_pooled","AT2","AT2",50,"AIS","normal","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","AT2",50,"AIS","normal","HALLMARK_GLYCOLYSIS",0.955,167,TRUE
"unc20_pooled","AT2","AT2",50,"AIS","normal","HALLMARK_P53_PATHWAY",0.95,180,TRUE
"unc20_pooled","AT2","AT2",50,"AIS","normal","HALLMARK_E2F_TARGETS",0.955,160,TRUE
"unc20_pooled","AT2","AT2",50,"AIS","normal","HALLMARK_G2M_CHECKPOINT",0.945,153,TRUE
"unc20_pooled","AT2","AT2",50,"MIA","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,176,TRUE
"unc20_pooled","AT2","AT2",50,"MIA","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,132,TRUE
"unc20_pooled","AT2","AT2",50,"MIA","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,62,TRUE
"unc20_pooled","AT2","AT2",50,"MIA","normal","HALLMARK_HYPOXIA",0.975,159,TRUE
"unc20_pooled","AT2","AT2",50,"MIA","normal","HALLMARK_GLYCOLYSIS",0.955,158,TRUE
"unc20_pooled","AT2","AT2",50,"MIA","normal","HALLMARK_P53_PATHWAY",0.95,176,TRUE
"unc20_pooled","AT2","AT2",50,"MIA","normal","HALLMARK_E2F_TARGETS",0.955,140,TRUE
"unc20_pooled","AT2","AT2",50,"MIA","normal","HALLMARK_G2M_CHECKPOINT",0.945,140,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,189,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,172,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,76,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","normal","HALLMARK_HYPOXIA",0.975,176,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","normal","HALLMARK_GLYCOLYSIS",0.955,177,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","normal","HALLMARK_P53_PATHWAY",0.95,186,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","normal","HALLMARK_E2F_TARGETS",0.955,174,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","normal","HALLMARK_G2M_CHECKPOINT",0.945,170,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AAH","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,187,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AAH","HALLMARK_INFLAMMATORY_RESPONSE",0.99,168,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AAH","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,78,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AAH","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AAH","HALLMARK_GLYCOLYSIS",0.955,171,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AAH","HALLMARK_P53_PATHWAY",0.95,183,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AAH","HALLMARK_E2F_TARGETS",0.955,170,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AAH","HALLMARK_G2M_CHECKPOINT",0.945,169,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AIS","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,184,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AIS","HALLMARK_INFLAMMATORY_RESPONSE",0.99,166,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AIS","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,69,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AIS","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AIS","HALLMARK_GLYCOLYSIS",0.955,178,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AIS","HALLMARK_P53_PATHWAY",0.95,182,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AIS","HALLMARK_E2F_TARGETS",0.955,167,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","AIS","HALLMARK_G2M_CHECKPOINT",0.945,164,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","MIA","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,182,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","MIA","HALLMARK_INFLAMMATORY_RESPONSE",0.99,151,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","MIA","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,68,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","MIA","HALLMARK_HYPOXIA",0.975,164,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","MIA","HALLMARK_GLYCOLYSIS",0.955,163,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","MIA","HALLMARK_P53_PATHWAY",0.95,178,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","MIA","HALLMARK_E2F_TARGETS",0.955,152,TRUE
"unc20_pooled","AT2","AT2",50,"LUAD","MIA","HALLMARK_G2M_CHECKPOINT",0.945,147,TRUE
"unc20_pooled","AT2","AT2",30,"AAH","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,186,TRUE
"unc20_pooled","AT2","AT2",30,"AAH","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","AT2",30,"AAH","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,72,TRUE
"unc20_pooled","AT2","AT2",30,"AAH","normal","HALLMARK_HYPOXIA",0.975,166,TRUE
"unc20_pooled","AT2","AT2",30,"AAH","normal","HALLMARK_GLYCOLYSIS",0.955,161,TRUE
"unc20_pooled","AT2","AT2",30,"AAH","normal","HALLMARK_P53_PATHWAY",0.95,177,TRUE
"unc20_pooled","AT2","AT2",30,"AAH","normal","HALLMARK_E2F_TARGETS",0.955,153,TRUE
"unc20_pooled","AT2","AT2",30,"AAH","normal","HALLMARK_G2M_CHECKPOINT",0.945,147,TRUE
"unc20_pooled","AT2","AT2",30,"AIS","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,184,TRUE
"unc20_pooled","AT2","AT2",30,"AIS","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","AT2",30,"AIS","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,69,TRUE
"unc20_pooled","AT2","AT2",30,"AIS","normal","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","AT2",30,"AIS","normal","HALLMARK_GLYCOLYSIS",0.955,167,TRUE
"unc20_pooled","AT2","AT2",30,"AIS","normal","HALLMARK_P53_PATHWAY",0.95,180,TRUE
"unc20_pooled","AT2","AT2",30,"AIS","normal","HALLMARK_E2F_TARGETS",0.955,160,TRUE
"unc20_pooled","AT2","AT2",30,"AIS","normal","HALLMARK_G2M_CHECKPOINT",0.945,153,TRUE
"unc20_pooled","AT2","AT2",30,"MIA","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,176,TRUE
"unc20_pooled","AT2","AT2",30,"MIA","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,132,TRUE
"unc20_pooled","AT2","AT2",30,"MIA","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,62,TRUE
"unc20_pooled","AT2","AT2",30,"MIA","normal","HALLMARK_HYPOXIA",0.975,159,TRUE
"unc20_pooled","AT2","AT2",30,"MIA","normal","HALLMARK_GLYCOLYSIS",0.955,158,TRUE
"unc20_pooled","AT2","AT2",30,"MIA","normal","HALLMARK_P53_PATHWAY",0.95,176,TRUE
"unc20_pooled","AT2","AT2",30,"MIA","normal","HALLMARK_E2F_TARGETS",0.955,140,TRUE
"unc20_pooled","AT2","AT2",30,"MIA","normal","HALLMARK_G2M_CHECKPOINT",0.945,140,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,189,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,172,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,76,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","normal","HALLMARK_HYPOXIA",0.975,176,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","normal","HALLMARK_GLYCOLYSIS",0.955,177,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","normal","HALLMARK_P53_PATHWAY",0.95,186,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","normal","HALLMARK_E2F_TARGETS",0.955,174,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","normal","HALLMARK_G2M_CHECKPOINT",0.945,170,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AAH","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,187,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AAH","HALLMARK_INFLAMMATORY_RESPONSE",0.99,168,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AAH","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,78,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AAH","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AAH","HALLMARK_GLYCOLYSIS",0.955,171,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AAH","HALLMARK_P53_PATHWAY",0.95,183,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AAH","HALLMARK_E2F_TARGETS",0.955,170,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AAH","HALLMARK_G2M_CHECKPOINT",0.945,169,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AIS","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,184,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AIS","HALLMARK_INFLAMMATORY_RESPONSE",0.99,166,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AIS","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,69,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AIS","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AIS","HALLMARK_GLYCOLYSIS",0.955,178,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AIS","HALLMARK_P53_PATHWAY",0.95,182,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AIS","HALLMARK_E2F_TARGETS",0.955,167,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","AIS","HALLMARK_G2M_CHECKPOINT",0.945,164,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","MIA","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,182,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","MIA","HALLMARK_INFLAMMATORY_RESPONSE",0.99,151,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","MIA","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,68,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","MIA","HALLMARK_HYPOXIA",0.975,164,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","MIA","HALLMARK_GLYCOLYSIS",0.955,163,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","MIA","HALLMARK_P53_PATHWAY",0.95,178,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","MIA","HALLMARK_E2F_TARGETS",0.955,152,TRUE
"unc20_pooled","AT2","AT2",30,"LUAD","MIA","HALLMARK_G2M_CHECKPOINT",0.945,147,TRUE
"unc20_pooled","AT2","AT2",100,"AAH","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,186,TRUE
"unc20_pooled","AT2","AT2",100,"AAH","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","AT2",100,"AAH","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,72,TRUE
"unc20_pooled","AT2","AT2",100,"AAH","normal","HALLMARK_HYPOXIA",0.975,166,TRUE
"unc20_pooled","AT2","AT2",100,"AAH","normal","HALLMARK_GLYCOLYSIS",0.955,161,TRUE
"unc20_pooled","AT2","AT2",100,"AAH","normal","HALLMARK_P53_PATHWAY",0.95,177,TRUE
"unc20_pooled","AT2","AT2",100,"AAH","normal","HALLMARK_E2F_TARGETS",0.955,153,TRUE
"unc20_pooled","AT2","AT2",100,"AAH","normal","HALLMARK_G2M_CHECKPOINT",0.945,147,TRUE
"unc20_pooled","AT2","AT2",100,"AIS","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,185,TRUE
"unc20_pooled","AT2","AT2",100,"AIS","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","AT2",100,"AIS","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,69,TRUE
"unc20_pooled","AT2","AT2",100,"AIS","normal","HALLMARK_HYPOXIA",0.975,169,TRUE
"unc20_pooled","AT2","AT2",100,"AIS","normal","HALLMARK_GLYCOLYSIS",0.955,165,TRUE
"unc20_pooled","AT2","AT2",100,"AIS","normal","HALLMARK_P53_PATHWAY",0.95,181,TRUE
"unc20_pooled","AT2","AT2",100,"AIS","normal","HALLMARK_E2F_TARGETS",0.955,157,TRUE
"unc20_pooled","AT2","AT2",100,"AIS","normal","HALLMARK_G2M_CHECKPOINT",0.945,153,TRUE
"unc20_pooled","AT2","AT2",100,"MIA","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,176,TRUE
"unc20_pooled","AT2","AT2",100,"MIA","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,135,TRUE
"unc20_pooled","AT2","AT2",100,"MIA","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,62,TRUE
"unc20_pooled","AT2","AT2",100,"MIA","normal","HALLMARK_HYPOXIA",0.975,162,TRUE
"unc20_pooled","AT2","AT2",100,"MIA","normal","HALLMARK_GLYCOLYSIS",0.955,158,TRUE
"unc20_pooled","AT2","AT2",100,"MIA","normal","HALLMARK_P53_PATHWAY",0.95,177,TRUE
"unc20_pooled","AT2","AT2",100,"MIA","normal","HALLMARK_E2F_TARGETS",0.955,146,TRUE
"unc20_pooled","AT2","AT2",100,"MIA","normal","HALLMARK_G2M_CHECKPOINT",0.945,143,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,189,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,174,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,77,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","normal","HALLMARK_HYPOXIA",0.975,177,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","normal","HALLMARK_GLYCOLYSIS",0.955,178,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","normal","HALLMARK_P53_PATHWAY",0.95,186,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","normal","HALLMARK_E2F_TARGETS",0.955,176,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","normal","HALLMARK_G2M_CHECKPOINT",0.945,171,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AAH","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,187,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AAH","HALLMARK_INFLAMMATORY_RESPONSE",0.99,168,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AAH","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,78,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AAH","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AAH","HALLMARK_GLYCOLYSIS",0.955,171,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AAH","HALLMARK_P53_PATHWAY",0.95,183,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AAH","HALLMARK_E2F_TARGETS",0.955,170,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AAH","HALLMARK_G2M_CHECKPOINT",0.945,169,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AIS","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,185,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AIS","HALLMARK_INFLAMMATORY_RESPONSE",0.99,168,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AIS","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,71,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AIS","HALLMARK_HYPOXIA",0.975,174,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AIS","HALLMARK_GLYCOLYSIS",0.955,175,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AIS","HALLMARK_P53_PATHWAY",0.95,183,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AIS","HALLMARK_E2F_TARGETS",0.955,170,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","AIS","HALLMARK_G2M_CHECKPOINT",0.945,165,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","MIA","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,182,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","MIA","HALLMARK_INFLAMMATORY_RESPONSE",0.99,151,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","MIA","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,68,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","MIA","HALLMARK_HYPOXIA",0.975,164,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","MIA","HALLMARK_GLYCOLYSIS",0.955,163,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","MIA","HALLMARK_P53_PATHWAY",0.95,178,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","MIA","HALLMARK_E2F_TARGETS",0.955,152,TRUE
"unc20_pooled","AT2","AT2",100,"LUAD","MIA","HALLMARK_G2M_CHECKPOINT",0.945,147,TRUE
"unc20_pooled","AT2","__broad__",50,"AAH","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,186,TRUE
"unc20_pooled","AT2","__broad__",50,"AAH","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","__broad__",50,"AAH","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,72,TRUE
"unc20_pooled","AT2","__broad__",50,"AAH","normal","HALLMARK_HYPOXIA",0.975,166,TRUE
"unc20_pooled","AT2","__broad__",50,"AAH","normal","HALLMARK_GLYCOLYSIS",0.955,162,TRUE
"unc20_pooled","AT2","__broad__",50,"AAH","normal","HALLMARK_P53_PATHWAY",0.95,177,TRUE
"unc20_pooled","AT2","__broad__",50,"AAH","normal","HALLMARK_E2F_TARGETS",0.955,158,TRUE
"unc20_pooled","AT2","__broad__",50,"AAH","normal","HALLMARK_G2M_CHECKPOINT",0.945,153,TRUE
"unc20_pooled","AT2","__broad__",50,"AIS","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,184,TRUE
"unc20_pooled","AT2","__broad__",50,"AIS","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","__broad__",50,"AIS","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,69,TRUE
"unc20_pooled","AT2","__broad__",50,"AIS","normal","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","__broad__",50,"AIS","normal","HALLMARK_GLYCOLYSIS",0.955,170,TRUE
"unc20_pooled","AT2","__broad__",50,"AIS","normal","HALLMARK_P53_PATHWAY",0.95,180,TRUE
"unc20_pooled","AT2","__broad__",50,"AIS","normal","HALLMARK_E2F_TARGETS",0.955,167,TRUE
"unc20_pooled","AT2","__broad__",50,"AIS","normal","HALLMARK_G2M_CHECKPOINT",0.945,161,TRUE
"unc20_pooled","AT2","__broad__",50,"MIA","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,176,TRUE
"unc20_pooled","AT2","__broad__",50,"MIA","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,132,TRUE
"unc20_pooled","AT2","__broad__",50,"MIA","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,62,TRUE
"unc20_pooled","AT2","__broad__",50,"MIA","normal","HALLMARK_HYPOXIA",0.975,159,TRUE
"unc20_pooled","AT2","__broad__",50,"MIA","normal","HALLMARK_GLYCOLYSIS",0.955,158,TRUE
"unc20_pooled","AT2","__broad__",50,"MIA","normal","HALLMARK_P53_PATHWAY",0.95,176,TRUE
"unc20_pooled","AT2","__broad__",50,"MIA","normal","HALLMARK_E2F_TARGETS",0.955,140,TRUE
"unc20_pooled","AT2","__broad__",50,"MIA","normal","HALLMARK_G2M_CHECKPOINT",0.945,140,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,189,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,172,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,76,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","normal","HALLMARK_HYPOXIA",0.975,176,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","normal","HALLMARK_GLYCOLYSIS",0.955,178,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","normal","HALLMARK_P53_PATHWAY",0.95,186,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","normal","HALLMARK_E2F_TARGETS",0.955,188,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","normal","HALLMARK_G2M_CHECKPOINT",0.945,185,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AAH","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,187,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AAH","HALLMARK_INFLAMMATORY_RESPONSE",0.99,168,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AAH","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,78,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AAH","HALLMARK_HYPOXIA",0.975,170,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AAH","HALLMARK_GLYCOLYSIS",0.955,172,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AAH","HALLMARK_P53_PATHWAY",0.95,183,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AAH","HALLMARK_E2F_TARGETS",0.955,184,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AAH","HALLMARK_G2M_CHECKPOINT",0.945,181,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AIS","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,184,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AIS","HALLMARK_INFLAMMATORY_RESPONSE",0.99,166,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AIS","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,69,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AIS","HALLMARK_HYPOXIA",0.975,169,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AIS","HALLMARK_GLYCOLYSIS",0.955,179,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AIS","HALLMARK_P53_PATHWAY",0.95,182,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AIS","HALLMARK_E2F_TARGETS",0.955,180,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","AIS","HALLMARK_G2M_CHECKPOINT",0.945,179,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","MIA","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,182,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","MIA","HALLMARK_INFLAMMATORY_RESPONSE",0.99,151,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","MIA","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,68,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","MIA","HALLMARK_HYPOXIA",0.975,164,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","MIA","HALLMARK_GLYCOLYSIS",0.955,166,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","MIA","HALLMARK_P53_PATHWAY",0.95,179,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","MIA","HALLMARK_E2F_TARGETS",0.955,161,TRUE
"unc20_pooled","AT2","__broad__",50,"LUAD","MIA","HALLMARK_G2M_CHECKPOINT",0.945,159,TRUE
"unc20_pooled","AT2","__broad__",30,"AAH","normal","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.98,186,TRUE
"unc20_pooled","AT2","__broad__",30,"AAH","normal","HALLMARK_INFLAMMATORY_RESPONSE",0.99,160,TRUE
"unc20_pooled","AT2","__broad__",30,"AAH","normal","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.988505747126437,72,TRUE
"unc20_pooled","AT2","__broad__",30,"AAH","normal","HALLMARK_HYPOXIA",0.975,166,TRUE
"unc20_pooled","AT2","__broad__",30,"AAH","normal","HALLMARK_GLYCOLYSIS",0.955,162,TRUE
"unc20_pooled","AT2","__broad__",30,"AAH","normal","HALLMARK_P53_PATHWAY",0.95,177,TRUE
