patient,histology,resource,config,common_pairs,edge_jaccard,shared_edge_spearman,shared_edges
12,LUAD,consensus,cap500_seed2,2,1.0,1.0,41
12,LUAD,cellchatdb,cap500_seed2,2,1.0,,7
12,LUAD,consensus,floor30,2,1.0,1.0,41
12,LUAD,cellchatdb,floor30,2,1.0,,7
12,LUAD,consensus,floor100,2,1.0,1.0,41
12,LUAD,cellchatdb,floor100,2,1.0,,7
12,LUAD,consensus,expression005,2,0.7592592592592593,1.0,41
12,LUAD,cellchatdb,expression005,2,0.5,,7
12,LUAD,consensus,expression020,2,0.5121951219512195,0.9999999999999999,21
12,LUAD,cellchatdb,expression020,2,0.2857142857142857,,2
12,LUAD,consensus,uncertainty030,2,0.9111111111111111,0.5398459202328941,41
12,LUAD,cellchatdb,uncertainty030,2,0.6363636363636364,,7
12,LUAD,consensus,largest_library,2,1.0,1.0,41
12,LUAD,cellchatdb,largest_library,2,1.0,,7
12,normal,consensus,cap500_seed1,2,1.0,1.0,30
12,normal,cellchatdb,cap500_seed1,2,1.0,0.9999999999999999,6
12,normal,consensus,cap500_seed2,2,1.0,1.0,30
12,normal,cellchatdb,cap500_seed2,2,1.0,0.9999999999999999,6
12,normal,consensus,floor30,2,1.0,1.0,30
12,normal,cellchatdb,floor30,2,1.0,0.9999999999999999,6
12,normal,consensus,floor100,2,1.0,1.0,30
12,normal,cellchatdb,floor100,2,1.0,0.9999999999999999,6
12,normal,consensus,expression005,2,0.6976744186046512,1.0,30
12,normal,cellchatdb,expression005,2,0.5,0.9999999999999999,6
12,normal,consensus,expression020,2,0.3333333333333333,1.0,10
12,normal,cellchatdb,expression020,2,0.3333333333333333,,2
12,normal,consensus,uncertainty030,2,1.0,0.9102175796019097,30
12,normal,cellchatdb,uncertainty030,2,1.0,0.9999999999999999,6
12,normal,consensus,largest_library,2,1.0,1.0,30
12,normal,cellchatdb,largest_library,2,1.0,0.9999999999999999,6
13,LUAD,consensus,cap500_seed1,2,1.0,0.9999999999999999,41
13,LUAD,cellchatdb,cap500_seed1,2,1.0,1.0,7
13,LUAD,consensus,cap500_seed2,2,1.0,0.9999999999999999,41
13,LUAD,cellchatdb,cap500_seed2,2,1.0,1.0,7
13,LUAD,consensus,floor30,2,1.0,0.9999999999999999,41
13,LUAD,cellchatdb,floor30,2,1.0,1.0,7
13,LUAD,consensus,floor100,2,1.0,0.9999999999999999,41
13,LUAD,cellchatdb,floor100,2,1.0,1.0,7
13,LUAD,consensus,expression005,2,0.5324675324675324,0.9999999999999999,41
13,LUAD,cellchatdb,expression005,2,0.4666666666666667,1.0,7
13,LUAD,consensus,expression020,2,0.5365853658536586,1.0,22
13,LUAD,cellchatdb,expression020,2,0.2857142857142857,,2
13,LUAD,consensus,uncertainty030,2,0.9523809523809523,0.9892818863879959,40
13,LUAD,cellchatdb,uncertainty030,2,1.0,1.0,7
13,LUAD,consensus,largest_library,2,1.0,0.9999999999999999,41
13,LUAD,cellchatdb,largest_library,2,1.0,1.0,7
13,MIA,consensus,cap500_seed1,5,1.0,1.0,89
13,MIA,cellchatdb,cap500_seed1,5,1.0,1.0,13
13,MIA,consensus,cap500_seed2,5,1.0,1.0,89
13,MIA,cellchatdb,cap500_seed2,5,1.0,1.0,13
13,MIA,consensus,floor30,5,1.0,1.0,89
13,MIA,cellchatdb,floor30,5,1.0,1.0,13
13,MIA,consensus,floor100,2,1.0,0.9999999999999998,26
13,MIA,cellchatdb,floor100,2,1.0,,4
13,MIA,consensus,expression005,5,0.5933333333333334,1.0,89
13,MIA,cellchatdb,expression005,5,0.30952380952380953,1.0,13
13,MIA,consensus,expression020,5,0.39325842696629215,1.0,35
13,MIA,cellchatdb,expression020,5,0.5384615384615384,1.0,7
13,MIA,consensus,uncertainty030,5,1.0,0.958756387170251,89
13,MIA,cellchatdb,uncertainty030,5,1.0,1.0,13
13,MIA,consensus,largest_library,5,1.0,1.0,89
13,MIA,cellchatdb,largest_library,5,1.0,1.0,13
13,normal,consensus,cap500_seed1,2,1.0,1.0,27
13,normal,cellchatdb,cap500_seed1,2,1.0,,2
13,normal,consensus,cap500_seed2,2,1.0,1.0,27
13,normal,cellchatdb,cap500_seed2,2,1.0,,2
13,normal,consensus,floor30,2,1.0,1.0,27
13,normal,cellchatdb,floor30,2,1.0,,2
13,normal,consensus,floor100,0,,,0
13,normal,cellchatdb,floor100,0,,,0
13,normal,consensus,expression005,2,0.6923076923076923,1.0,27
13,normal,cellchatdb,expression005,2,0.16666666666666666,,2
13,normal,consensus,expression020,2,0.37037037037037035,1.0,10
13,normal,cellchatdb,expression020,2,1.0,,2
13,normal,consensus,uncertainty030,2,0.9,0.8552759564876955,27
13,normal,cellchatdb,uncertainty030,2,0.3333333333333333,,2
13,normal,consensus,largest_library,2,1.0,1.0,27
13,normal,cellchatdb,largest_library,2,1.0,,2
14,AIS,consensus,cap500_seed1,5,1.0,0.999963633718816,87
14,AIS,cellchatdb,cap500_seed1,5,1.0,0.9999999999999999,11
14,AIS,consensus,cap500_seed2,5,0.9775280898876404,1.0,87
14,AIS,cellchatdb,cap500_seed2,5,0.8461538461538461,0.9999999999999999,11
14,AIS,consensus,floor30,5,1.0,1.0,87
14,AIS,cellchatdb,floor30,5,1.0,0.9999999999999999,11
14,AIS,consensus,floor100,5,1.0,1.0,87
14,AIS,cellchatdb,floor100,5,1.0,0.9999999999999999,11
14,AIS,consensus,expression005,5,0.8365384615384616,1.0,87
14,AIS,cellchatdb,expression005,5,0.4230769230769231,0.9999999999999999,11
14,AIS,consensus,expression020,5,0.5287356321839081,1.0,46
14,AIS,cellchatdb,expression020,5,0.5454545454545454,1.0,6
14,AIS,consensus,uncertainty030,5,0.7752808988764045,0.96461244908973,69
14,AIS,cellchatdb,uncertainty030,5,0.7857142857142857,0.9878048780487803,11
14,AIS,consensus,largest_library,5,1.0,1.0,87
14,AIS,cellchatdb,largest_library,5,1.0,0.9999999999999999,11
14,LUAD,consensus,cap500_seed1,5,1.0,1.0,79
14,LUAD,cellchatdb,cap500_seed1,5,1.0,1.0,13
14,LUAD,consensus,cap500_seed2,5,1.0,1.0,79
14,LUAD,cellchatdb,cap500_seed2,5,1.0,1.0,13
14,LUAD,consensus,floor30,5,1.0,1.0,79
14,LUAD,cellchatdb,floor30,5,1.0,1.0,13
14,LUAD,consensus,floor100,2,1.0,1.0,22
14,LUAD,cellchatdb,floor100,2,1.0,,3
14,LUAD,consensus,expression005,5,0.5163398692810458,1.0,79
14,LUAD,cellchatdb,expression005,5,0.40625,1.0,13
14,LUAD,consensus,expression020,5,0.27848101265822783,1.0,22
14,LUAD,cellchatdb,expression020,5,0.15384615384615385,,2
14,LUAD,consensus,uncertainty030,5,0.9634146341463414,0.9294555539337324,79
14,LUAD,cellchatdb,uncertainty030,5,0.9285714285714286,1.0,13
14,LUAD,consensus,largest_library,5,1.0,1.0,79
14,LUAD,cellchatdb,largest_library,5,1.0,1.0,13
14,normal,consensus,cap500_seed1,5,1.0,1.0,91
14,normal,cellchatdb,cap500_seed1,5,1.0,1.0,19
14,normal,consensus,cap500_seed2,5,1.0,1.0,91
14,normal,cellchatdb,cap500_seed2,5,1.0,1.0,19
14,normal,consensus,floor30,5,1.0,1.0,91
14,normal,cellchatdb,floor30,5,1.0,1.0,19
14,normal,consensus,floor100,0,,,0
14,normal,cellchatdb,floor100,0,,,0
14,normal,consensus,expression005,5,0.5515151515151515,1.0,91
14,normal,cellchatdb,expression005,5,0.4318181818181818,1.0,19
14,normal,consensus,expression020,5,0.5714285714285714,0.9999999999999999,52
14,normal,cellchatdb,expression020,5,0.42105263157894735,1.0,8
14,normal,consensus,uncertainty030,5,0.900990099009901,0.8005543414881658,91
14,normal,cellchatdb,uncertainty030,5,0.8260869565217391,0.997080291970803,19
14,normal,consensus,largest_library,5,1.0,1.0,91
14,normal,cellchatdb,largest_library,5,1.0,1.0,19
15,LUAD,consensus,cap500_seed1,14,1.0,0.9999999999999998,286
15,LUAD,cellchatdb,cap500_seed1,14,1.0,1.0,48
15,LUAD,consensus,cap500_seed2,14,1.0,0.9999999999999998,286
15,LUAD,cellchatdb,cap500_seed2,14,1.0,1.0,48
15,LUAD,consensus,floor30,14,1.0,0.9999999999999998,286
15,LUAD,cellchatdb,floor30,14,1.0,1.0,48
15,LUAD,consensus,floor100,4,1.0,0.9999999999999999,58
15,LUAD,cellchatdb,floor100,4,1.0,0.9999999999999999,10
15,LUAD,consensus,expression005,14,0.6059322033898306,0.9999999999999998,286
15,LUAD,cellchatdb,expression005,14,0.42857142857142855,1.0,48
15,LUAD,consensus,expression020,14,0.35664335664335667,1.0,102
15,LUAD,cellchatdb,expression020,14,0.20833333333333334,0.9999999999999999,10
15,LUAD,consensus,uncertainty030,14,0.9331103678929766,0.8715833833746436,279
15,LUAD,cellchatdb,uncertainty030,14,0.8518518518518519,0.7327321577461978,46
15,LUAD,consensus,largest_library,14,1.0,0.9999999999999998,286
15,LUAD,cellchatdb,largest_library,14,1.0,1.0,48
15,MIA,consensus,cap500_seed1,5,1.0,1.0,90
15,MIA,cellchatdb,cap500_seed1,5,1.0,1.0,13
15,MIA,consensus,cap500_seed2,5,1.0,1.0,90
15,MIA,cellchatdb,cap500_seed2,5,1.0,1.0,13
15,MIA,consensus,floor30,5,1.0,1.0,90
15,MIA,cellchatdb,floor30,5,1.0,1.0,13
15,MIA,consensus,floor100,2,1.0,1.0,24
15,MIA,cellchatdb,floor100,2,1.0,,2
15,MIA,consensus,expression005,5,0.7142857142857143,1.0,90
15,MIA,cellchatdb,expression005,5,0.52,1.0,13
15,MIA,consensus,expression020,5,0.37777777777777777,1.0,34
15,MIA,cellchatdb,expression020,5,0.5384615384615384,1.0,7
15,MIA,consensus,uncertainty030,5,0.967741935483871,0.9775861832784788,90
15,MIA,cellchatdb,uncertainty030,5,0.8666666666666667,1.0,13
15,MIA,consensus,largest_library,5,1.0,1.0,90
15,MIA,cellchatdb,largest_library,5,1.0,1.0,13
15,normal,consensus,cap500_seed1,2,1.0,1.0,22
15,normal,cellchatdb,cap500_seed1,2,1.0,,4
15,normal,consensus,cap500_seed2,2,1.0,1.0,22
15,normal,cellchatdb,cap500_seed2,2,1.0,,4
15,normal,consensus,floor30,2,1.0,1.0,22
15,normal,cellchatdb,floor30,2,1.0,,4
15,normal,consensus,floor100,2,1.0,1.0,22
15,normal,cellchatdb,floor100,2,1.0,,4
15,normal,consensus,expression005,2,0.6666666666666666,1.0,22
15,normal,cellchatdb,expression005,2,0.5,,4
15,normal,consensus,expression020,2,0.13636363636363635,1.0,3
15,normal,cellchatdb,expression020,2,0.0,,0
15,normal,consensus,uncertainty030,2,1.0,1.0,22
15,normal,cellchatdb,uncertainty030,2,1.0,,4
15,normal,consensus,largest_library,2,1.0,1.0,22
15,normal,cellchatdb,largest_library,2,1.0,,4
16,AIS,consensus,cap500_seed1,2,1.0,1.0,25
16,AIS,cellchatdb,cap500_seed1,2,1.0,,8
16,AIS,consensus,cap500_seed2,2,1.0,1.0,25
16,AIS,cellchatdb,cap500_seed2,2,1.0,,8
16,AIS,consensus,floor30,2,1.0,1.0,25
16,AIS,cellchatdb,floor30,2,1.0,,8
16,AIS,consensus,floor100,2,1.0,1.0,25
16,AIS,cellchatdb,floor100,2,1.0,,8
16,AIS,consensus,expression005,2,0.5813953488372093,1.0,25
16,AIS,cellchatdb,expression005,2,0.6666666666666666,,8
16,AIS,consensus,expression020,2,0.12,1.0,3
16,AIS,cellchatdb,expression020,2,0.0,,0
16,AIS,consensus,uncertainty030,2,1.0,1.0,25
16,AIS,cellchatdb,uncertainty030,2,1.0,,8
16,AIS,consensus,largest_library,2,1.0,1.0,25
16,AIS,cellchatdb,largest_library,2,1.0,,8
16,LUAD,consensus,cap500_seed1,2,1.0,1.0,34
16,LUAD,cellchatdb,cap500_seed1,2,1.0,,8
16,LUAD,consensus,cap500_seed2,2,1.0,1.0,34
16,LUAD,cellchatdb,cap500_seed2,2,1.0,,8
16,LUAD,consensus,floor30,2,1.0,1.0,34
16,LUAD,cellchatdb,floor30,2,1.0,,8
16,LUAD,consensus,floor100,2,1.0,1.0,34
16,LUAD,cellchatdb,floor100,2,1.0,,8
16,LUAD,consensus,expression005,2,0.7906976744186046,1.0,34
16,LUAD,cellchatdb,expression005,2,0.6153846153846154,,8
16,LUAD,consensus,expression020,2,0.4117647058823529,0.9999999999999998,14
16,LUAD,cellchatdb,expression020,2,0.5,,4
16,LUAD,consensus,uncertainty030,2,1.0,0.864906934343669,34
16,LUAD,cellchatdb,uncertainty030,2,1.0,,8
16,LUAD,consensus,largest_library,2,1.0,1.0,34
16,LUAD,cellchatdb,largest_library,2,1.0,,8
16,normal,consensus,cap500_seed1,2,1.0,0.9999999999999998,33
16,normal,cellchatdb,cap500_seed1,2,1.0,,8
16,normal,consensus,cap500_seed2,2,1.0,0.9999999999999998,33
16,normal,cellchatdb,cap500_seed2,2,1.0,,8
16,normal,consensus,floor30,2,1.0,0.9999999999999998,33
16,normal,cellchatdb,floor30,2,1.0,,8
16,normal,consensus,floor100,2,1.0,0.9999999999999998,33
16,normal,cellchatdb,floor100,2,1.0,,8
16,normal,consensus,expression005,2,0.8918918918918919,0.9999999999999998,33
16,normal,cellchatdb,expression005,2,0.8,,8
16,normal,consensus,expression020,2,0.3333333333333333,1.0,11
16,normal,cellchatdb,expression020,2,0.0,,0
16,normal,consensus,uncertainty030,2,1.0,0.9999999999999998,33
16,normal,cellchatdb,uncertainty030,2,1.0,,8
16,normal,consensus,largest_library,2,1.0,0.9999999999999998,33
16,normal,cellchatdb,largest_library,2,1.0,,8
17,AIS,consensus,cap500_seed1,8,0.9935897435897436,0.9593195371573903,155
17,AIS,cellchatdb,cap500_seed1,8,0.9696969696969697,0.9025297814363847,32
17,AIS,consensus,cap500_seed2,8,0.9873417721518988,0.9593061833046492,156
17,AIS,cellchatdb,cap500_seed2,8,1.0,0.903698510932913,33
17,AIS,consensus,floor30,8,1.0,1.0,156
17,AIS,cellchatdb,floor30,8,1.0,0.9999999999999999,33
17,AIS,consensus,floor100,5,1.0,1.0,101
17,AIS,cellchatdb,floor100,5,1.0,1.0,22
17,AIS,consensus,expression005,8,0.6610169491525424,1.0,156
17,AIS,cellchatdb,expression005,8,0.55,0.9999999999999999,33
17,AIS,consensus,expression020,8,0.47435897435897434,1.0,74
17,AIS,cellchatdb,expression020,8,0.3333333333333333,0.9999999999999999,11
17,AIS,consensus,uncertainty030,8,1.0,0.9988977614623349,156
17,AIS,cellchatdb,uncertainty030,8,1.0,0.9970457902511077,33
17,AIS,consensus,largest_library,8,1.0,1.0,156
17,AIS,cellchatdb,largest_library,8,1.0,0.9999999999999999,33
17,LUAD,consensus,cap500_seed1,19,1.0,0.9995348736881541,413
17,LUAD,cellchatdb,cap500_seed1,19,1.0,1.0,75
17,LUAD,consensus,cap500_seed2,19,1.0,0.999966492476409,413
17,LUAD,cellchatdb,cap500_seed2,19,1.0,1.0,75
17,LUAD,consensus,floor30,19,1.0,0.9999999999999999,413
17,LUAD,cellchatdb,floor30,19,1.0,1.0,75
17,LUAD,consensus,floor100,9,1.0,1.0,164
17,LUAD,cellchatdb,floor100,9,1.0,1.0,34
17,LUAD,consensus,expression005,19,0.6276595744680851,0.9999999999999999,413
17,LUAD,cellchatdb,expression005,19,0.5681818181818182,1.0,75
17,LUAD,consensus,expression020,19,0.5786924939467313,0.9999999999999998,239
17,LUAD,cellchatdb,expression020,19,0.30666666666666664,1.0,23
17,LUAD,consensus,uncertainty030,19,0.8896103896103896,0.8872812238238349,411
17,LUAD,cellchatdb,uncertainty030,19,0.9146341463414634,0.9549226497260093,75
17,LUAD,consensus,largest_library,19,1.0,0.9999999999999999,413
17,LUAD,cellchatdb,largest_library,19,1.0,1.0,75
17,normal,consensus,cap500_seed1,14,0.9964912280701754,0.9704723644979979,284
17,normal,cellchatdb,cap500_seed1,14,0.9807692307692307,0.929753052305583,51
17,normal,consensus,cap500_seed2,14,1.0,0.9997801965374733,284
17,normal,cellchatdb,cap500_seed2,14,1.0,0.9996503496503496,51
17,normal,consensus,floor30,14,1.0,0.9999999999999998,284
17,normal,cellchatdb,floor30,14,1.0,1.0,51
17,normal,consensus,floor100,2,1.0,1.0,26
17,normal,cellchatdb,floor100,2,1.0,,6
17,normal,consensus,expression005,14,0.5601577909270217,0.9999999999999998,284
17,normal,cellchatdb,expression005,14,0.4766355140186916,1.0,51
17,normal,consensus,expression020,14,0.5774647887323944,1.0,164
17,normal,cellchatdb,expression020,14,0.4117647058823529,0.9999999999999999,21
17,normal,consensus,uncertainty030,14,0.877742946708464,0.9770723295751789,280
17,normal,cellchatdb,uncertainty030,14,0.8793103448275862,0.8236013986013987,51
17,normal,consensus,largest_library,14,1.0,0.9999999999999998,284
17,normal,cellchatdb,largest_library,14,1.0,1.0,51
18,LUAD,consensus,cap500_seed1,20,0.9904942965779467,0.9757695981581711,521
18,LUAD,cellchatdb,cap500_seed1,20,0.921875,0.9996409335727109,118
18,LUAD,consensus,cap500_seed2,20,0.9847908745247148,0.9947454146519316,518
18,LUAD,cellchatdb,cap500_seed2,20,0.921875,0.9998803111909036,118
18,LUAD,consensus,floor30,20,1.0,1.0,521
18,LUAD,cellchatdb,floor30,20,1.0,1.0,118
18,LUAD,consensus,floor100,9,1.0,1.0,233
18,LUAD,cellchatdb,floor100,9,1.0,1.0,61
18,LUAD,consensus,expression005,20,0.7752976190476191,1.0,521
18,LUAD,cellchatdb,expression005,20,0.6941176470588235,1.0,118
18,LUAD,consensus,expression020,20,0.40307101727447214,1.0,210
18,LUAD,cellchatdb,expression020,20,0.288135593220339,1.0,34
18,LUAD,consensus,uncertainty030,20,0.9680451127819549,0.9598671885290491,515
18,LUAD,cellchatdb,uncertainty030,20,0.925,0.9785967057507232,111
18,LUAD,consensus,largest_library,20,1.0,1.0,521
18,LUAD,cellchatdb,largest_library,20,1.0,1.0,118
18,MIA,consensus,cap500_seed1,9,0.9787234042553191,0.9423711740085329,184
18,MIA,cellchatdb,cap500_seed1,9,1.0,1.0,48
18,MIA,consensus,cap500_seed2,9,0.9468085106382979,0.9722453161184483,178
18,MIA,cellchatdb,cap500_seed2,9,0.9583333333333334,0.9999999999999999,46
18,MIA,consensus,floor30,9,1.0,1.0,186
18,MIA,cellchatdb,floor30,9,1.0,1.0,48
18,MIA,consensus,floor100,9,1.0,1.0,186
18,MIA,cellchatdb,floor100,9,1.0,1.0,48
18,MIA,consensus,expression005,9,0.7018867924528301,1.0,186
18,MIA,cellchatdb,expression005,9,0.6486486486486487,1.0,48
18,MIA,consensus,expression020,9,0.3763440860215054,1.0,70
18,MIA,cellchatdb,expression020,9,0.25,1.0,12
18,MIA,consensus,uncertainty030,9,0.8454545454545455,0.9615591940181828,186
18,MIA,cellchatdb,uncertainty030,9,0.8275862068965517,1.0,48
18,MIA,consensus,largest_library,9,1.0,1.0,186
18,MIA,cellchatdb,largest_library,9,1.0,1.0,48
18,normal,consensus,cap500_seed1,5,0.961038961038961,0.9224501972462805,74
18,normal,cellchatdb,cap500_seed1,5,1.0,0.9999999999999999,15
18,normal,consensus,cap500_seed2,5,0.9487179487179487,1.0,74
18,normal,cellchatdb,cap500_seed2,5,0.9375,0.9999999999999999,15
18,normal,consensus,floor30,5,1.0,1.0,76
18,normal,cellchatdb,floor30,5,1.0,0.9999999999999999,15
18,normal,consensus,floor100,5,1.0,1.0,76
18,normal,cellchatdb,floor100,5,1.0,0.9999999999999999,15
18,normal,consensus,expression005,5,0.59375,1.0,76
18,normal,cellchatdb,expression005,5,0.4838709677419355,0.9999999999999999,15
18,normal,consensus,expression020,5,0.32894736842105265,0.9999999999999999,25
18,normal,cellchatdb,expression020,5,0.13333333333333333,,2
18,normal,consensus,uncertainty030,5,1.0,0.9600451796597657,76
18,normal,cellchatdb,uncertainty030,5,1.0,0.9999999999999999,15
18,normal,consensus,largest_library,5,1.0,1.0,76
18,normal,cellchatdb,largest_library,5,1.0,0.9999999999999999,15
19,AIS,consensus,cap500_seed1,14,0.9771986970684039,0.942235824439666,300
19,AIS,cellchatdb,cap500_seed1,14,0.9322033898305084,0.969903715495537,55
19,AIS,consensus,cap500_seed2,14,0.9836065573770492,0.9758129368408883,300
19,AIS,cellchatdb,cap500_seed2,14,0.9649122807017544,0.9374783227893275,55
19,AIS,consensus,floor30,14,1.0,0.9999999999999998,300
19,AIS,cellchatdb,floor30,14,1.0,1.0,55
19,AIS,consensus,floor100,9,1.0,1.0,183
19,AIS,cellchatdb,floor100,9,1.0,1.0,40
19,AIS,consensus,expression005,14,0.6772009029345373,0.9999999999999998,300
19,AIS,cellchatdb,expression005,14,0.5612244897959183,1.0,55
19,AIS,consensus,expression020,14,0.38333333333333336,1.0,115
19,AIS,cellchatdb,expression020,14,0.38181818181818183,1.0,21
19,AIS,consensus,uncertainty030,14,0.9834983498349835,0.9605279224479643,298
19,AIS,cellchatdb,uncertainty030,14,1.0,0.9480971091916827,55
19,AIS,consensus,largest_library,14,1.0,0.9999999999999998,300
19,AIS,cellchatdb,largest_library,14,1.0,1.0,55
19,LUAD,consensus,cap500_seed1,14,0.9970588235294118,0.8934854014524004,339
19,LUAD,cellchatdb,cap500_seed1,14,0.9491525423728814,0.9197638930647807,56
19,LUAD,consensus,cap500_seed2,14,0.9853801169590644,0.9358662630358365,337
19,LUAD,cellchatdb,cap500_seed2,14,0.9491525423728814,0.9985401459854013,56
19,LUAD,consensus,floor30,14,1.0,0.9999999999999998,340
19,LUAD,cellchatdb,floor30,14,1.0,0.9999999999999999,56
19,LUAD,consensus,floor100,9,1.0,1.0,211
19,LUAD,cellchatdb,floor100,9,1.0,0.9999999999999998,40
19,LUAD,consensus,expression005,14,0.6746031746031746,0.9999999999999998,340
19,LUAD,cellchatdb,expression005,14,0.42748091603053434,0.9999999999999999,56
19,LUAD,consensus,expression020,14,0.42058823529411765,1.0,143
19,LUAD,cellchatdb,expression020,14,0.4107142857142857,1.0,23
19,LUAD,consensus,uncertainty030,14,0.9394812680115274,0.9438431672726452,326
19,LUAD,cellchatdb,uncertainty030,14,0.9152542372881356,0.9989923708075429,54
19,LUAD,consensus,largest_library,14,1.0,0.9999999999999998,340
19,LUAD,cellchatdb,largest_library,14,1.0,0.9999999999999999,56
19,normal,consensus,cap500_seed1,5,1.0,0.9993355481727573,111
19,normal,cellchatdb,cap500_seed1,5,1.0,0.9938342967244702,27
19,normal,consensus,cap500_seed2,5,1.0,0.9935288170819796,111
19,normal,cellchatdb,cap500_seed2,5,1.0,0.9428771611617616,27
19,normal,consensus,floor30,5,1.0,0.9999999999999999,111
19,normal,cellchatdb,floor30,5,1.0,1.0,27
19,normal,consensus,floor100,5,1.0,0.9999999999999999,111
19,normal,cellchatdb,floor100,5,1.0,1.0,27
19,normal,consensus,expression005,5,0.8043478260869565,0.9999999999999999,111
19,normal,cellchatdb,expression005,5,0.6923076923076923,1.0,27
19,normal,consensus,expression020,5,0.6846846846846847,1.0,76
19,normal,cellchatdb,expression020,5,0.48148148148148145,1.0,13
19,normal,consensus,uncertainty030,5,1.0,0.9993758179804689,111
19,normal,cellchatdb,uncertainty030,5,1.0,0.9984585741811177,27
19,normal,consensus,largest_library,5,1.0,0.9999999999999999,111
19,normal,cellchatdb,largest_library,5,1.0,1.0,27
20,AAH,consensus,cap500_seed1,14,0.9688715953307393,0.999950109834726,249
20,AAH,cellchatdb,cap500_seed1,14,1.0,1.0,52
20,AAH,consensus,cap500_seed2,14,0.9881422924901185,0.9934219548712255,250
20,AAH,cellchatdb,cap500_seed2,14,0.9811320754716981,1.0,52
20,AAH,consensus,floor30,14,1.0,1.0,252
20,AAH,cellchatdb,floor30,14,1.0,1.0,52
20,AAH,consensus,floor100,9,1.0,1.0,160
20,AAH,cellchatdb,floor100,9,1.0,1.0,30
20,AAH,consensus,expression005,14,0.6545454545454545,1.0,252
20,AAH,cellchatdb,expression005,14,0.6419753086419753,1.0,52
20,AAH,consensus,expression020,14,0.5634920634920635,1.0,142
20,AAH,cellchatdb,expression020,14,0.34615384615384615,1.0,18
20,AAH,consensus,uncertainty030,14,0.9615384615384616,0.9524441464649773,250
20,AAH,cellchatdb,uncertainty030,14,0.9622641509433962,0.8666165462953708,51
20,AAH,consensus,largest_library,14,1.0,1.0,252
20,AAH,cellchatdb,largest_library,14,1.0,1.0,52
20,LUAD,consensus,cap500_seed1,9,0.9809523809523809,0.9989544860503438,206
20,LUAD,cellchatdb,cap500_seed1,9,0.9743589743589743,0.9999999999999999,38
20,LUAD,consensus,cap500_seed2,9,0.9902912621359223,0.9994590947689228,204
20,LUAD,cellchatdb,cap500_seed2,9,0.8947368421052632,1.0,34
20,LUAD,consensus,floor30,9,1.0,0.9999999999999999,206
20,LUAD,cellchatdb,floor30,9,1.0,0.9999999999999999,38
20,LUAD,consensus,floor100,9,1.0,0.9999999999999999,206
20,LUAD,cellchatdb,floor100,9,1.0,0.9999999999999999,38
20,LUAD,consensus,expression005,9,0.7253521126760564,0.9999999999999999,206
20,LUAD,cellchatdb,expression005,9,0.6229508196721312,0.9999999999999999,38
20,LUAD,consensus,expression020,9,0.48058252427184467,0.9999999999999999,99
20,LUAD,cellchatdb,expression020,9,0.3157894736842105,0.9999999999999999,12
20,LUAD,consensus,uncertainty030,9,0.9575471698113207,0.9538245175572508,203
20,LUAD,cellchatdb,uncertainty030,9,0.8717948717948718,0.8805165591038258,34
20,LUAD,consensus,largest_library,9,1.0,0.9999999999999999,206
20,LUAD,cellchatdb,largest_library,9,1.0,0.9999999999999999,38
20,normal,consensus,cap500_seed1,2,1.0,1.0,23
20,normal,cellchatdb,cap500_seed1,2,1.0,,2
20,normal,consensus,cap500_seed2,2,1.0,1.0,23
20,normal,cellchatdb,cap500_seed2,2,1.0,,2
20,normal,consensus,floor30,2,1.0,1.0,23
20,normal,cellchatdb,floor30,2,1.0,,2
20,normal,consensus,floor100,2,1.0,1.0,23
20,normal,cellchatdb,floor100,2,1.0,,2
20,normal,consensus,expression005,2,0.71875,1.0,23
20,normal,cellchatdb,expression005,2,0.2857142857142857,,2
20,normal,consensus,expression020,2,0.5652173913043478,0.9999999999999999,13
20,normal,cellchatdb,expression020,2,1.0,,2
20,normal,consensus,uncertainty030,2,1.0,1.0,23
20,normal,cellchatdb,uncertainty030,2,1.0,,2
20,normal,consensus,largest_library,2,1.0,1.0,23
20,normal,cellchatdb,largest_library,2,1.0,,2
21,AIS,consensus,cap500_seed1,14,0.9709090909090909,0.9922651189713393,267
21,AIS,cellchatdb,cap500_seed1,14,0.9322033898305084,0.9615056845686241,55
21,AIS,consensus,cap500_seed2,14,0.8783783783783784,0.9708074682833321,260
21,AIS,cellchatdb,cap500_seed2,14,0.7727272727272727,0.9538043463272491,51
21,AIS,consensus,floor30,14,1.0,1.0,267
21,AIS,cellchatdb,floor30,14,1.0,1.0,55
21,AIS,consensus,floor100,5,1.0,1.0,98
21,AIS,cellchatdb,floor100,5,1.0,1.0,20
21,AIS,consensus,expression005,14,0.5287128712871287,1.0,267
21,AIS,cellchatdb,expression005,14,0.47413793103448276,1.0,55
21,AIS,consensus,expression020,14,0.5056179775280899,1.0,135
21,AIS,cellchatdb,expression020,14,0.4,1.0,22
21,AIS,consensus,uncertainty030,14,0.8543689320388349,0.9911554443653523,264
21,AIS,cellchatdb,uncertainty030,14,1.0,0.9990750865775636,55
21,AIS,consensus,largest_library,5,0.9795918367346939,0.9762373520578336,96
21,AIS,cellchatdb,largest_library,5,1.0,1.0,20
21,LUAD,consensus,cap500_seed1,4,1.0,0.9999999999999999,66
21,LUAD,cellchatdb,cap500_seed1,4,1.0,1.0,14
21,LUAD,consensus,cap500_seed2,4,1.0,0.9999999999999999,66
21,LUAD,cellchatdb,cap500_seed2,4,1.0,1.0,14
