patient,histology,resource,config,common_pairs,edge_jaccard,shared_edge_spearman,shared_edges
21,LUAD,consensus,floor30,4,1.0,0.9999999999999999,66
21,LUAD,cellchatdb,floor30,4,1.0,1.0,14
21,LUAD,consensus,floor100,0,,,0
21,LUAD,cellchatdb,floor100,0,,,0
21,LUAD,consensus,expression005,4,0.7674418604651163,0.9999999999999999,66
21,LUAD,cellchatdb,expression005,4,0.6666666666666666,1.0,14
21,LUAD,consensus,expression020,4,0.36363636363636365,1.0,24
21,LUAD,cellchatdb,expression020,4,0.14285714285714285,,2
21,LUAD,consensus,uncertainty030,4,0.9428571428571428,0.913757132853667,66
21,LUAD,cellchatdb,uncertainty030,4,0.9333333333333333,0.733799385705343,14
21,LUAD,consensus,largest_library,4,1.0,0.9999999999999999,66
21,LUAD,cellchatdb,largest_library,4,1.0,1.0,14
21,normal,consensus,cap500_seed1,5,1.0,0.9999999999999999,117
21,normal,cellchatdb,cap500_seed1,5,1.0,1.0,29
21,normal,consensus,cap500_seed2,5,1.0,0.9999999999999999,117
21,normal,cellchatdb,cap500_seed2,5,1.0,1.0,29
21,normal,consensus,floor30,5,1.0,0.9999999999999999,117
21,normal,cellchatdb,floor30,5,1.0,1.0,29
21,normal,consensus,floor100,5,1.0,0.9999999999999999,117
21,normal,cellchatdb,floor100,5,1.0,1.0,29
21,normal,consensus,expression005,5,0.639344262295082,0.9999999999999999,117
21,normal,cellchatdb,expression005,5,0.6590909090909091,1.0,29
21,normal,consensus,expression020,5,0.46153846153846156,1.0,54
21,normal,cellchatdb,expression020,5,0.27586206896551724,1.0,8
21,normal,consensus,uncertainty030,5,0.9914529914529915,0.9786007470302159,116
21,normal,cellchatdb,uncertainty030,5,1.0,0.99912625600699,29
21,normal,consensus,largest_library,5,1.0,0.9999999999999999,117
21,normal,cellchatdb,largest_library,5,1.0,1.0,29
22,AAH,consensus,cap500_seed1,5,0.9803921568627451,0.9998276753403411,100
22,AAH,cellchatdb,cap500_seed1,5,0.9523809523809523,1.0,20
22,AAH,consensus,cap500_seed2,5,0.9900990099009901,0.9981235759281597,100
22,AAH,cellchatdb,cap500_seed2,5,1.0,1.0,20
22,AAH,consensus,floor30,5,1.0,1.0,100
22,AAH,cellchatdb,floor30,5,1.0,1.0,20
22,AAH,consensus,floor100,5,1.0,1.0,100
22,AAH,cellchatdb,floor100,5,1.0,1.0,20
22,AAH,consensus,expression005,5,0.7692307692307693,1.0,100
22,AAH,cellchatdb,expression005,5,0.5405405405405406,1.0,20
22,AAH,consensus,expression020,5,0.41,1.0,41
22,AAH,cellchatdb,expression020,5,0.3,1.0,6
22,AAH,consensus,uncertainty030,5,0.9900990099009901,0.9643759941806547,100
22,AAH,cellchatdb,uncertainty030,5,1.0,1.0,20
22,AAH,consensus,largest_library,5,1.0,1.0,100
22,AAH,cellchatdb,largest_library,5,1.0,1.0,20
22,AIS,consensus,cap500_seed1,9,0.9942528735632183,0.9998805628544922,173
22,AIS,cellchatdb,cap500_seed1,9,1.0,0.9988824734587446,35
22,AIS,consensus,cap500_seed2,9,0.9482758620689655,0.9987072014824924,165
22,AIS,cellchatdb,cap500_seed2,9,0.8857142857142857,0.9989977449260836,31
22,AIS,consensus,floor30,9,1.0,1.0,174
22,AIS,cellchatdb,floor30,9,1.0,1.0,35
22,AIS,consensus,floor100,5,1.0,1.0,105
22,AIS,cellchatdb,floor100,5,1.0,1.0,23
22,AIS,consensus,expression005,9,0.564935064935065,1.0,174
22,AIS,cellchatdb,expression005,9,0.4166666666666667,1.0,35
22,AIS,consensus,expression020,9,0.5344827586206896,1.0,93
22,AIS,cellchatdb,expression020,9,0.5428571428571428,0.9999999999999999,19
22,AIS,consensus,uncertainty030,9,0.9830508474576272,0.9832679107403279,174
22,AIS,cellchatdb,uncertainty030,9,0.8974358974358975,0.9988824734587446,35
22,AIS,consensus,largest_library,9,1.0,1.0,174
22,AIS,cellchatdb,largest_library,9,1.0,1.0,35
22,LUAD,consensus,cap500_seed1,14,0.9708029197080292,0.9116556507033466,266
22,LUAD,cellchatdb,cap500_seed1,14,0.9322033898305084,0.9680011565422096,55
22,LUAD,consensus,cap500_seed2,14,0.967032967032967,0.9830750783996738,264
22,LUAD,cellchatdb,cap500_seed2,14,0.9322033898305084,0.9414515991301544,55
22,LUAD,consensus,floor30,14,1.0,1.0,266
22,LUAD,cellchatdb,floor30,14,1.0,1.0,55
22,LUAD,consensus,floor100,5,1.0,1.0,99
22,LUAD,cellchatdb,floor100,5,1.0,1.0,21
22,LUAD,consensus,expression005,14,0.5659574468085107,1.0,266
22,LUAD,cellchatdb,expression005,14,0.4824561403508772,1.0,55
22,LUAD,consensus,expression020,14,0.5714285714285714,0.9999999999999998,152
22,LUAD,cellchatdb,expression020,14,0.5272727272727272,1.0,29
22,LUAD,consensus,uncertainty030,14,0.9602888086642599,0.847120864833974,266
22,LUAD,cellchatdb,uncertainty030,14,0.9322033898305084,0.894109105994607,55
22,LUAD,consensus,largest_library,14,1.0,1.0,266
22,LUAD,cellchatdb,largest_library,14,1.0,1.0,55
22,normal,consensus,cap500_seed1,5,1.0,1.0,110
22,normal,cellchatdb,cap500_seed1,5,1.0,0.9999999999999998,26
22,normal,consensus,cap500_seed2,5,1.0,1.0,110
22,normal,cellchatdb,cap500_seed2,5,1.0,0.9999999999999998,26
22,normal,consensus,floor30,5,1.0,1.0,110
22,normal,cellchatdb,floor30,5,1.0,0.9999999999999998,26
22,normal,consensus,floor100,5,1.0,1.0,110
22,normal,cellchatdb,floor100,5,1.0,0.9999999999999998,26
22,normal,consensus,expression005,5,0.8270676691729323,1.0,110
22,normal,cellchatdb,expression005,5,0.6842105263157895,0.9999999999999998,26
22,normal,consensus,expression020,5,0.41818181818181815,1.0,46
22,normal,cellchatdb,expression020,5,0.3076923076923077,0.9999999999999998,8
22,normal,consensus,uncertainty030,5,1.0,0.9465992362727066,110
22,normal,cellchatdb,uncertainty030,5,0.9285714285714286,0.8836076985808432,26
22,normal,consensus,largest_library,5,1.0,1.0,110
22,normal,cellchatdb,largest_library,5,1.0,0.9999999999999998,26
23,AIS,consensus,cap500_seed1,19,0.9760479041916168,0.8924002525774782,489
23,AIS,cellchatdb,cap500_seed1,19,1.0,0.9269767864592163,100
23,AIS,consensus,cap500_seed2,19,0.9798792756539235,0.9011392454239028,487
23,AIS,cellchatdb,cap500_seed2,19,0.96,0.9710269252435996,96
23,AIS,consensus,floor30,19,1.0,1.0,492
23,AIS,cellchatdb,floor30,19,1.0,1.0,100
23,AIS,consensus,floor100,14,1.0,1.0,346
23,AIS,cellchatdb,floor100,14,1.0,1.0,73
23,AIS,consensus,expression005,19,0.6448230668414154,1.0,492
23,AIS,cellchatdb,expression005,19,0.546448087431694,1.0,100
23,AIS,consensus,expression020,19,0.5,1.0,246
23,AIS,cellchatdb,expression020,19,0.38,1.0,38
23,AIS,consensus,uncertainty030,19,0.958498023715415,0.7905009347954295,485
23,AIS,cellchatdb,uncertainty030,19,1.0,0.8264259865586764,100
23,AIS,consensus,largest_library,19,0.9528487229862476,0.9560502954875146,485
23,AIS,cellchatdb,largest_library,19,1.0,0.9254551973061623,100
23,LUAD,consensus,cap500_seed1,14,0.9853300733496333,0.9988732117978222,403
23,LUAD,cellchatdb,cap500_seed1,14,0.9775280898876404,0.9992284080044284,87
23,LUAD,consensus,cap500_seed2,14,0.9686746987951808,0.9677047315995359,402
23,LUAD,cellchatdb,cap500_seed2,14,1.0,0.999043626568054,89
23,LUAD,consensus,floor30,14,1.0,1.0,409
23,LUAD,cellchatdb,floor30,14,1.0,1.0,89
23,LUAD,consensus,floor100,5,1.0,1.0,116
23,LUAD,cellchatdb,floor100,5,1.0,0.9999999999999999,26
23,LUAD,consensus,expression005,14,0.715034965034965,1.0,409
23,LUAD,cellchatdb,expression005,14,0.6180555555555556,1.0,89
23,LUAD,consensus,expression020,14,0.5256723716381418,1.0,215
23,LUAD,cellchatdb,expression020,14,0.34831460674157305,0.9999999999999998,31
23,LUAD,consensus,uncertainty030,14,0.9594272076372315,0.8528947220322042,402
23,LUAD,cellchatdb,uncertainty030,14,0.9021739130434783,0.8894550750543742,83
23,LUAD,consensus,largest_library,14,1.0,1.0,409
23,LUAD,cellchatdb,largest_library,14,1.0,1.0,89
23,normal,consensus,cap500_seed1,2,1.0,0.978934372384848,39
23,normal,cellchatdb,cap500_seed1,2,1.0,1.0,13
23,normal,consensus,cap500_seed2,2,1.0,0.9316838271831042,39
23,normal,cellchatdb,cap500_seed2,2,1.0,1.0,13
23,normal,consensus,floor30,2,1.0,1.0,39
23,normal,cellchatdb,floor30,2,1.0,1.0,13
23,normal,consensus,floor100,2,1.0,1.0,39
23,normal,cellchatdb,floor100,2,1.0,1.0,13
23,normal,consensus,expression005,2,0.5909090909090909,1.0,39
23,normal,cellchatdb,expression005,2,0.6190476190476191,1.0,13
23,normal,consensus,expression020,2,0.5641025641025641,1.0,22
23,normal,cellchatdb,expression020,2,0.38461538461538464,0.9999999999999999,5
23,normal,consensus,uncertainty030,2,1.0,0.9994722955145119,39
23,normal,cellchatdb,uncertainty030,2,1.0,1.0,13
23,normal,consensus,largest_library,2,1.0,1.0,39
23,normal,cellchatdb,largest_library,2,1.0,1.0,13
24,AAH,consensus,cap500_seed1,9,1.0,0.9995981652104065,317
24,AAH,cellchatdb,cap500_seed1,9,1.0,0.9991286307053945,75
24,AAH,consensus,cap500_seed2,9,1.0,0.9998357681592426,317
24,AAH,cellchatdb,cap500_seed2,9,1.0,0.9998755186721994,75
24,AAH,consensus,floor30,9,1.0,1.0,317
24,AAH,cellchatdb,floor30,9,1.0,1.0,75
24,AAH,consensus,floor100,2,1.0,1.0,64
24,AAH,cellchatdb,floor100,2,1.0,1.0,17
24,AAH,consensus,expression005,9,0.6951754385964912,1.0,317
24,AAH,cellchatdb,expression005,9,0.6578947368421053,1.0,75
24,AAH,consensus,expression020,9,0.6151419558359621,1.0,195
24,AAH,cellchatdb,expression020,9,0.6,1.0,45
24,AAH,consensus,uncertainty030,9,0.9686520376175548,0.9763336273593467,309
24,AAH,cellchatdb,uncertainty030,9,1.0,0.9533086120451871,75
24,AAH,consensus,largest_library,9,1.0,1.0,317
24,AAH,cellchatdb,largest_library,9,1.0,1.0,75
24,LUAD,consensus,cap500_seed1,14,0.9759398496240601,0.986645554256569,649
24,LUAD,cellchatdb,cap500_seed1,14,0.9154929577464789,0.935237306756284,130
24,LUAD,consensus,cap500_seed2,14,0.9595808383233533,0.9937212949914009,641
24,LUAD,cellchatdb,cap500_seed2,14,0.935251798561151,0.9991281698411613,130
24,LUAD,consensus,floor30,14,1.0,0.9999999999999999,649
24,LUAD,cellchatdb,floor30,14,1.0,1.0,130
24,LUAD,consensus,floor100,9,1.0,1.0,418
24,LUAD,cellchatdb,floor100,9,1.0,1.0,85
24,LUAD,consensus,expression005,14,0.8022249690976514,0.9999999999999999,649
24,LUAD,cellchatdb,expression005,14,0.6435643564356436,1.0,130
24,LUAD,consensus,expression020,14,0.5870570107858244,1.0,381
24,LUAD,cellchatdb,expression020,14,0.5846153846153846,0.9999999999999999,76
24,LUAD,consensus,uncertainty030,14,0.9565868263473054,0.9935077623934389,639
24,LUAD,cellchatdb,uncertainty030,14,0.935251798561151,0.9809135795373749,130
24,LUAD,consensus,largest_library,14,1.0,0.9999999999999999,649
24,LUAD,cellchatdb,largest_library,14,1.0,1.0,130
24,normal,consensus,cap500_seed1,2,0.8870967741935484,1.0,55
24,normal,cellchatdb,cap500_seed1,2,0.9285714285714286,1.0,13
24,normal,consensus,cap500_seed2,2,1.0,0.9997958072420363,61
24,normal,cellchatdb,cap500_seed2,2,1.0,1.0,14
24,normal,consensus,floor30,2,1.0,0.9999999999999999,61
24,normal,cellchatdb,floor30,2,1.0,1.0,14
24,normal,consensus,floor100,2,1.0,0.9999999999999999,61
24,normal,cellchatdb,floor100,2,1.0,1.0,14
24,normal,consensus,expression005,2,0.6421052631578947,0.9999999999999999,61
24,normal,cellchatdb,expression005,2,0.4827586206896552,1.0,14
24,normal,consensus,expression020,2,0.5573770491803278,1.0,34
24,normal,cellchatdb,expression020,2,0.5,1.0,7
24,normal,consensus,uncertainty030,2,0.9682539682539683,0.9996596787367273,61
24,normal,cellchatdb,uncertainty030,2,1.0,1.0,14
24,normal,consensus,largest_library,2,1.0,0.9999999999999999,61
24,normal,cellchatdb,largest_library,2,1.0,1.0,14
25,AAH,consensus,cap500_seed1,2,1.0,1.0,32
25,AAH,cellchatdb,cap500_seed1,2,1.0,,7
25,AAH,consensus,cap500_seed2,2,1.0,1.0,32
25,AAH,cellchatdb,cap500_seed2,2,1.0,,7
25,AAH,consensus,floor30,2,1.0,1.0,32
25,AAH,cellchatdb,floor30,2,1.0,,7
25,AAH,consensus,floor100,2,1.0,1.0,32
25,AAH,cellchatdb,floor100,2,1.0,,7
25,AAH,consensus,expression005,2,0.6666666666666666,1.0,32
25,AAH,cellchatdb,expression005,2,0.5384615384615384,,7
25,AAH,consensus,expression020,2,0.5625,1.0,18
25,AAH,cellchatdb,expression020,2,0.14285714285714285,,1
25,AAH,consensus,uncertainty030,2,1.0,0.9991379310344826,32
25,AAH,cellchatdb,uncertainty030,2,1.0,,7
25,AAH,consensus,largest_library,2,1.0,1.0,32
25,AAH,cellchatdb,largest_library,2,1.0,,7
25,LUAD,consensus,cap500_seed1,14,1.0,0.9976634911725025,374
25,LUAD,cellchatdb,cap500_seed1,14,1.0,0.9999179520840172,72
25,LUAD,consensus,cap500_seed2,14,1.0,0.9304970718805723,374
25,LUAD,cellchatdb,cap500_seed2,14,1.0,1.0,72
25,LUAD,consensus,floor30,14,1.0,1.0,374
25,LUAD,cellchatdb,floor30,14,1.0,1.0,72
25,LUAD,consensus,floor100,9,1.0,1.0,230
25,LUAD,cellchatdb,floor100,9,1.0,1.0,45
25,LUAD,consensus,expression005,14,0.7178502879078695,1.0,374
25,LUAD,cellchatdb,expression005,14,0.6,1.0,72
25,LUAD,consensus,expression020,14,0.5240641711229946,1.0,196
25,LUAD,cellchatdb,expression020,14,0.25,1.0,18
25,LUAD,consensus,uncertainty030,14,0.9840425531914894,0.8997631000158784,370
25,LUAD,cellchatdb,uncertainty030,14,0.9863013698630136,0.8768155531801322,72
25,LUAD,consensus,largest_library,14,1.0,1.0,374
25,LUAD,cellchatdb,largest_library,14,1.0,1.0,72
25,normal,consensus,cap500_seed1,5,0.9920634920634921,0.9984944753954795,125
25,normal,cellchatdb,cap500_seed1,5,0.9666666666666667,0.9965050240279598,29
25,normal,consensus,cap500_seed2,5,0.9603174603174603,0.9981725190531062,121
25,normal,cellchatdb,cap500_seed2,5,0.8333333333333334,0.9950950337216433,25
25,normal,consensus,floor30,5,1.0,0.9999999999999998,126
25,normal,cellchatdb,floor30,5,1.0,1.0,30
25,normal,consensus,floor100,2,1.0,1.0,34
25,normal,cellchatdb,floor100,2,1.0,0.9999999999999998,7
25,normal,consensus,expression005,5,0.6028708133971292,0.9999999999999998,126
25,normal,cellchatdb,expression005,5,0.5882352941176471,1.0,30
25,normal,consensus,expression020,5,0.6111111111111112,1.0,77
25,normal,cellchatdb,expression020,5,0.3,1.0,9
25,normal,consensus,uncertainty030,5,0.984251968503937,0.8741843510356536,125
25,normal,cellchatdb,uncertainty030,5,0.9666666666666667,0.9868938401048494,29
25,normal,consensus,largest_library,5,1.0,0.9999999999999998,126
25,normal,cellchatdb,largest_library,5,1.0,1.0,30
