"config","comp","label","cell_floor","case","reference","complete_patients","eligible"
"unc30_pooled","macrophages","Monocyte-derived Mph",50,"AIS","normal",2,FALSE
"unc30_pooled","macrophages","Monocyte-derived Mph",50,"MIA","normal",0,FALSE
"unc30_pooled","macrophages","Monocyte-derived Mph",50,"LUAD","normal",5,TRUE
"unc30_pooled","macrophages","Monocyte-derived Mph",50,"LUAD","AAH",2,FALSE
"unc30_pooled","macrophages","Monocyte-derived Mph",50,"LUAD","AIS",3,TRUE
"unc30_pooled","macrophages","Monocyte-derived Mph",50,"LUAD","MIA",1,FALSE
"unc30_pooled","macrophages","Interstitial Mph perivascular",50,"AAH","normal",2,FALSE
"unc30_pooled","macrophages","Interstitial Mph perivascular",50,"AIS","normal",2,FALSE
"unc30_pooled","macrophages","Interstitial Mph perivascular",50,"MIA","normal",0,FALSE
"unc30_pooled","macrophages","Interstitial Mph perivascular",50,"LUAD","normal",3,TRUE
"unc30_pooled","macrophages","Interstitial Mph perivascular",50,"LUAD","AAH",3,TRUE
"unc30_pooled","macrophages","Interstitial Mph perivascular",50,"LUAD","AIS",4,TRUE
"unc30_pooled","macrophages","Interstitial Mph perivascular",50,"LUAD","MIA",0,FALSE
"unc30_pooled","macrophages","Alveolar Mph proliferating",50,"AAH","normal",0,FALSE
"unc30_pooled","macrophages","Alveolar Mph proliferating",50,"AIS","normal",0,FALSE
"unc30_pooled","macrophages","Alveolar Mph proliferating",50,"MIA","normal",0,FALSE
"unc30_pooled","macrophages","Alveolar Mph proliferating",50,"LUAD","normal",0,FALSE
"unc30_pooled","macrophages","Alveolar Mph proliferating",50,"LUAD","AAH",0,FALSE
"unc30_pooled","macrophages","Alveolar Mph proliferating",50,"LUAD","AIS",0,FALSE
"unc30_pooled","macrophages","Alveolar Mph proliferating",50,"LUAD","MIA",0,FALSE
"unc30_pooled","macrophages","__broad__",50,"AAH","normal",5,TRUE
"unc30_pooled","macrophages","__broad__",50,"AIS","normal",9,TRUE
"unc30_pooled","macrophages","__broad__",50,"MIA","normal",2,FALSE
"unc30_pooled","macrophages","__broad__",50,"LUAD","normal",16,TRUE
"unc30_pooled","macrophages","__broad__",50,"LUAD","AAH",8,TRUE
"unc30_pooled","macrophages","__broad__",50,"LUAD","AIS",11,TRUE
"unc30_pooled","macrophages","__broad__",50,"LUAD","MIA",4,TRUE
"unc20_largest_library","AT2","AT2",50,"AAH","normal",8,TRUE
"unc20_largest_library","AT2","AT2",50,"AIS","normal",12,TRUE
"unc20_largest_library","AT2","AT2",50,"MIA","normal",4,TRUE
"unc20_largest_library","AT2","AT2",50,"LUAD","normal",23,TRUE
"unc20_largest_library","AT2","AT2",50,"LUAD","AAH",8,TRUE
"unc20_largest_library","AT2","AT2",50,"LUAD","AIS",12,TRUE
"unc20_largest_library","AT2","AT2",50,"LUAD","MIA",4,TRUE
"unc20_largest_library","AT2","AT2 proliferating",50,"AAH","normal",0,FALSE
"unc20_largest_library","AT2","AT2 proliferating",50,"AIS","normal",0,FALSE
"unc20_largest_library","AT2","AT2 proliferating",50,"MIA","normal",0,FALSE
"unc20_largest_library","AT2","AT2 proliferating",50,"LUAD","normal",0,FALSE
"unc20_largest_library","AT2","AT2 proliferating",50,"LUAD","AAH",0,FALSE
"unc20_largest_library","AT2","AT2 proliferating",50,"LUAD","AIS",0,FALSE
"unc20_largest_library","AT2","AT2 proliferating",50,"LUAD","MIA",0,FALSE
"unc20_largest_library","AT2","__broad__",50,"AAH","normal",8,TRUE
"unc20_largest_library","AT2","__broad__",50,"AIS","normal",12,TRUE
"unc20_largest_library","AT2","__broad__",50,"MIA","normal",4,TRUE
"unc20_largest_library","AT2","__broad__",50,"LUAD","normal",23,TRUE
"unc20_largest_library","AT2","__broad__",50,"LUAD","AAH",8,TRUE
"unc20_largest_library","AT2","__broad__",50,"LUAD","AIS",12,TRUE
"unc20_largest_library","AT2","__broad__",50,"LUAD","MIA",4,TRUE
"unc20_largest_library","fibroblasts","Adventitial fibroblasts",50,"AAH","normal",0,FALSE
"unc20_largest_library","fibroblasts","Adventitial fibroblasts",50,"AIS","normal",0,FALSE
"unc20_largest_library","fibroblasts","Adventitial fibroblasts",50,"MIA","normal",0,FALSE
"unc20_largest_library","fibroblasts","Adventitial fibroblasts",50,"LUAD","normal",2,FALSE
"unc20_largest_library","fibroblasts","Adventitial fibroblasts",50,"LUAD","AAH",0,FALSE
"unc20_largest_library","fibroblasts","Adventitial fibroblasts",50,"LUAD","AIS",3,TRUE
"unc20_largest_library","fibroblasts","Adventitial fibroblasts",50,"LUAD","MIA",0,FALSE
"unc20_largest_library","fibroblasts","Alveolar fibroblasts",50,"AAH","normal",8,TRUE
"unc20_largest_library","fibroblasts","Alveolar fibroblasts",50,"AIS","normal",11,TRUE
"unc20_largest_library","fibroblasts","Alveolar fibroblasts",50,"MIA","normal",4,TRUE
"unc20_largest_library","fibroblasts","Alveolar fibroblasts",50,"LUAD","normal",22,TRUE
"unc20_largest_library","fibroblasts","Alveolar fibroblasts",50,"LUAD","AAH",8,TRUE
"unc20_largest_library","fibroblasts","Alveolar fibroblasts",50,"LUAD","AIS",11,TRUE
"unc20_largest_library","fibroblasts","Alveolar fibroblasts",50,"LUAD","MIA",4,TRUE
"unc20_largest_library","fibroblasts","Myofibroblasts",50,"AAH","normal",0,FALSE
"unc20_largest_library","fibroblasts","Myofibroblasts",50,"AIS","normal",0,FALSE
"unc20_largest_library","fibroblasts","Myofibroblasts",50,"MIA","normal",0,FALSE
"unc20_largest_library","fibroblasts","Myofibroblasts",50,"LUAD","normal",0,FALSE
"unc20_largest_library","fibroblasts","Myofibroblasts",50,"LUAD","AAH",0,FALSE
"unc20_largest_library","fibroblasts","Myofibroblasts",50,"LUAD","AIS",0,FALSE
"unc20_largest_library","fibroblasts","Myofibroblasts",50,"LUAD","MIA",1,FALSE
"unc20_largest_library","fibroblasts","Peribronchial fibroblasts",50,"AAH","normal",0,FALSE
"unc20_largest_library","fibroblasts","Peribronchial fibroblasts",50,"AIS","normal",0,FALSE
"unc20_largest_library","fibroblasts","Peribronchial fibroblasts",50,"MIA","normal",0,FALSE
"unc20_largest_library","fibroblasts","Peribronchial fibroblasts",50,"LUAD","normal",0,FALSE
"unc20_largest_library","fibroblasts","Peribronchial fibroblasts",50,"LUAD","AAH",0,FALSE
"unc20_largest_library","fibroblasts","Peribronchial fibroblasts",50,"LUAD","AIS",0,FALSE
"unc20_largest_library","fibroblasts","Peribronchial fibroblasts",50,"LUAD","MIA",0,FALSE
"unc20_largest_library","fibroblasts","__broad__",50,"AAH","normal",8,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"AIS","normal",11,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"MIA","normal",4,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","normal",22,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","AAH",8,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","AIS",11,TRUE
"unc20_largest_library","fibroblasts","__broad__",50,"LUAD","MIA",4,TRUE
"unc20_largest_library","macrophages","Monocyte-derived Mph",50,"AAH","normal",0,FALSE
"unc20_largest_library","macrophages","Monocyte-derived Mph",50,"AIS","normal",0,FALSE
"unc20_largest_library","macrophages","Monocyte-derived Mph",50,"MIA","normal",0,FALSE
"unc20_largest_library","macrophages","Monocyte-derived Mph",50,"LUAD","normal",2,FALSE
"unc20_largest_library","macrophages","Monocyte-derived Mph",50,"LUAD","AAH",0,FALSE
"unc20_largest_library","macrophages","Monocyte-derived Mph",50,"LUAD","AIS",1,FALSE
"unc20_largest_library","macrophages","Monocyte-derived Mph",50,"LUAD","MIA",0,FALSE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AAH","normal",3,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"AIS","normal",5,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"MIA","normal",1,FALSE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","normal",9,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AAH",5,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","AIS",5,TRUE
"unc20_largest_library","macrophages","Alveolar macrophages",50,"LUAD","MIA",2,FALSE
"unc20_largest_library","macrophages","Interstitial Mph perivascular",50,"AAH","normal",0,FALSE
"unc20_largest_library","macrophages","Interstitial Mph perivascular",50,"AIS","normal",1,FALSE
"unc20_largest_library","macrophages","Interstitial Mph perivascular",50,"MIA","normal",0,FALSE
"unc20_largest_library","macrophages","Interstitial Mph perivascular",50,"LUAD","normal",2,FALSE
"unc20_largest_library","macrophages","Interstitial Mph perivascular",50,"LUAD","AAH",0,FALSE
"unc20_largest_library","macrophages","Interstitial Mph perivascular",50,"LUAD","AIS",2,FALSE
"unc20_largest_library","macrophages","Interstitial Mph perivascular",50,"LUAD","MIA",0,FALSE
"unc20_largest_library","macrophages","Alveolar Mph proliferating",50,"AAH","normal",0,FALSE
"unc20_largest_library","macrophages","Alveolar Mph proliferating",50,"AIS","normal",0,FALSE
"unc20_largest_library","macrophages","Alveolar Mph proliferating",50,"MIA","normal",0,FALSE
"unc20_largest_library","macrophages","Alveolar Mph proliferating",50,"LUAD","normal",0,FALSE
"unc20_largest_library","macrophages","Alveolar Mph proliferating",50,"LUAD","AAH",0,FALSE
"unc20_largest_library","macrophages","Alveolar Mph proliferating",50,"LUAD","AIS",0,FALSE
"unc20_largest_library","macrophages","Alveolar Mph proliferating",50,"LUAD","MIA",0,FALSE
"unc20_largest_library","macrophages","__broad__",50,"AAH","normal",5,TRUE
"unc20_largest_library","macrophages","__broad__",50,"AIS","normal",5,TRUE
"unc20_largest_library","macrophages","__broad__",50,"MIA","normal",1,FALSE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","normal",12,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AAH",8,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","AIS",7,TRUE
"unc20_largest_library","macrophages","__broad__",50,"LUAD","MIA",3,TRUE
