state,n,score_p53,score_arrest,score_hypoxia,score_hypoxia_without_Ndrg1,score_ifng_response,score_glycolysis,det_Hif1a,det_Il1r1,det_Ndrg1,det_Pgk1,det_Pkm,det_Slc16a3
hAT2,935,-0.06752254590591326,-0.33928640380494507,-0.02759547742276906,0.014694073492511709,-0.06614093842074514,-0.17633498810287465,0.6235294117647149,0.026737967914438495,0.025668449197860956,0.1807486631016041,0.8085561497326339,0.0032085561497326204
cAT2,79,0.008042280436316622,-0.2775934496412206,0.13980777699170238,0.13442681484584568,0.12612762603295755,0.004952885047041416,0.7721518987341767,0.10126582278481013,0.2658227848101267,0.3417721518987344,0.9746835443037962,0.06329113924050633
DATP,2121,-0.14785897487822794,-0.26349604607123184,0.15499130426200425,0.20892333019881362,0.012582489161074642,0.11308055087368986,0.7260726072607495,0.03300330033003303,0.20179160773220103,0.21263554926921183,0.9486091466289972,0.16595945308816537
AT1,481,-0.15813902542428762,0.03229118761694309,-0.04489217347637779,-0.05824952297485793,0.22057297291725936,0.17767080936800336,0.6008316008315981,0.19542619542619544,0.07692307692307693,0.2494802494802495,0.9771309771309644,0.1704781704781705
