dataset,unit,time,endpoint,n_start,n_intermediate,n_end,all_states_at_least_30,intermediate_mean,endpoint_mean,difference,endpoint_pooled_cell_sd,standardized_difference,module
development,P3:1_1_1_1,P3,AT2,1203,8,419,False,0.7448073073073074,0.6326107903414636,0.11219651696584376,0.12499776691942267,0.8975881708204356,Immediate_early_AP1_panel
development,P3:1_1_1_1,P3,AT1,1203,8,419,False,0.7448073073073074,0.6139485248972122,0.1308587824100952,0.12499776691942267,1.0468889615800152,Immediate_early_AP1_panel
development,P5:2_1_1_1,P5,AT2,664,7,180,False,0.5981606606606606,0.6399533004389932,-0.041792639778332585,0.11587042450748149,-0.360684272591356,Immediate_early_AP1_panel
development,P5:2_1_1_1,P5,AT1,664,7,180,False,0.5981606606606606,0.5701924146368591,0.027968246023801546,0.11587042450748149,0.2413751925280614,Immediate_early_AP1_panel
development,P7:1_1,P7,AT2,3500,17,263,False,0.6536978154625213,0.6909440690690691,-0.037246253606547874,0.1847239495586825,-0.20163196865123117,Immediate_early_AP1_panel
development,P7:1_1,P7,AT1,3500,17,263,False,0.6536978154625213,0.7293274738616944,-0.07562965839917313,0.1847239495586825,-0.40941988615908925,Immediate_early_AP1_panel
development,P7:2_1,P7,AT2,76,4,16,False,0.6192442442442442,0.6510680087982719,-0.03182376455402769,0.1700445601060176,-0.18714955970474176,Immediate_early_AP1_panel
development,P7:2_1,P7,AT1,76,4,16,False,0.6192442442442442,0.569022147147147,0.05022209709709713,0.1700445601060176,0.29534668480888293,Immediate_early_AP1_panel
development,P7:2_1_1,P7,AT2,87,85,7,False,0.7600342990048872,0.7863409386397892,-0.026306639634901985,0.16132806767920457,-0.16306300579519648,Immediate_early_AP1_panel
development,P7:2_1_1,P7,AT1,87,85,7,False,0.7600342990048872,0.7580973830973831,0.001936915907504111,0.16132806767920457,0.012006068970934449,Immediate_early_AP1_panel
development,P0:1_1_1_1_1,P0,AT2,436,27,166,False,0.7774957215511547,0.7672611309449769,0.010234590606177707,0.03505114763039391,0.29199017145170403,ADI_published_holdout
development,P0:1_1_1_1_1,P0,AT1,436,27,166,False,0.7774957215511547,0.8004847230714252,-0.022989001520270502,0.03505114763039391,-0.6558701518901494,ADI_published_holdout
development,P0:2_1_1_1_1,P0,AT2,208,9,159,False,0.7469126297490057,0.7077501508187374,0.03916247893026836,0.028829487319349315,1.3584174597507988,ADI_published_holdout
development,P0:2_1_1_1_1,P0,AT1,208,9,159,False,0.7469126297490057,0.7699708493811925,-0.023058219632186794,0.028829487319349315,-0.7998137246343242,ADI_published_holdout
development,P14:1,P14,AT2,5,1,4,False,0.8553508279722836,0.7051706184019939,0.15018020957028966,0.01666119171944335,9.013773570292196,ADI_published_holdout
development,P14:1,P14,AT1,5,1,4,False,0.8553508279722836,0.7922435504286665,0.06310727754361711,0.01666119171944335,3.7876808937965647,ADI_published_holdout
development,P14:2,P14,AT2,226,32,34,True,0.8367043245077186,0.7077468820763808,0.12895744243133778,0.046858167932142016,2.752080333530931,ADI_published_holdout
development,P14:2,P14,AT1,226,32,34,True,0.8367043245077186,0.8094876957477235,0.027216628759995087,0.046858167932142016,0.5808299803656225,ADI_published_holdout
development,P3:1_1_1_1,P3,AT2,1203,8,419,False,0.7746230409875641,0.6854388752020444,0.08918416578551969,0.030676798354186373,2.9072188288954535,ADI_published_holdout
development,P3:1_1_1_1,P3,AT1,1203,8,419,False,0.7746230409875641,0.7862173916550529,-0.011594350667488817,0.030676798354186373,-0.3779517840689712,ADI_published_holdout
development,P5:2_1_1_1,P5,AT2,664,7,180,False,0.7297482807667715,0.676016181568889,0.053732099197882466,0.030483474912716746,1.762663192163408,ADI_published_holdout
development,P5:2_1_1_1,P5,AT1,664,7,180,False,0.7297482807667715,0.7578860572106302,-0.02813777644385873,0.030483474912716746,-0.9230501615851064,ADI_published_holdout
development,P7:1_1,P7,AT2,3500,17,263,False,0.7618168643365899,0.7325658584235437,0.02925100591304619,0.028022848292412625,1.0438270088685488,ADI_published_holdout
development,P7:1_1,P7,AT1,3500,17,263,False,0.7618168643365899,0.8149274560756447,-0.05311059173905475,0.028022848292412625,-1.8952602956293632,ADI_published_holdout
development,P7:2_1,P7,AT2,76,4,16,False,0.7521655161614448,0.623600850121598,0.12856466603984673,0.04071885436414786,3.1573743428559067,ADI_published_holdout
development,P7:2_1,P7,AT1,76,4,16,False,0.7521655161614448,0.7306861926324169,0.021479323529027927,0.04071885436414786,0.5275031398707534,ADI_published_holdout
development,P7:2_1_1,P7,AT2,87,85,7,False,0.7904433123189903,0.7527296169487321,0.03771369537025826,0.03954028404484044,0.9538043613315791,ADI_published_holdout
development,P7:2_1_1,P7,AT1,87,85,7,False,0.7904433123189903,0.8097483180502245,-0.01930500573123417,0.03954028404484044,-0.4882363947952786,ADI_published_holdout
