gene,excluded,adi_detection_consistency,median_log2cpm_difference_vs_AT2,positive_fraction_vs_AT2,median_log2cpm_difference_vs_AT1,positive_fraction_vs_AT1,minimum_median_effect,minimum_positive_fraction,eligible,selected
Nfkbid,False,0.0,1.648277,0.6666666666666666,0.084430695,0.5555555555555556,0.084430695,0.5555555555555556,False,False
Nfkbie,False,0.0,1.7613873,0.8888888888888888,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nfkbil1,False,0.0,0.7948117,0.6666666666666666,-0.88397837,0.3333333333333333,-0.88397837,0.3333333333333333,False,False
Nfkbiz,False,0.0,0.639101,0.8888888888888888,0.5688143,0.6666666666666666,0.5688143,0.6666666666666666,False,False
Nfrkb,False,0.0,0.6132493,0.6666666666666666,0.8837385,0.7777777777777778,0.6132493,0.6666666666666666,False,False
Nfs1,False,0.0,0.6944189,0.5555555555555556,0.10233784,0.5555555555555556,0.10233784,0.5555555555555556,False,False
Nfu1,False,0.7777777777777778,1.330595,1.0,1.0904374,0.8888888888888888,1.0904374,0.8888888888888888,True,False
Nfx1,False,0.1111111111111111,0.70900774,0.7777777777777778,0.21509838,0.6666666666666666,0.21509838,0.6666666666666666,False,False
Nfxl1,False,0.0,-0.08005047,0.3333333333333333,0.0,0.3333333333333333,-0.08005047,0.3333333333333333,False,False
Nfya,False,0.0,0.6944189,0.5555555555555556,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nfyb,False,0.3333333333333333,0.92804193,1.0,0.8222194,0.8888888888888888,0.8222194,0.8888888888888888,False,False
Nfyc,False,0.0,-0.071144104,0.4444444444444444,-0.45114422,0.3333333333333333,-0.45114422,0.3333333333333333,False,False
Ngb,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Ngdn,False,0.8888888888888888,0.9933591,1.0,0.4442792,0.6666666666666666,0.4442792,0.6666666666666666,True,False
Ngef,False,0.0,-0.30402923,0.3333333333333333,0.0,0.3333333333333333,-0.30402923,0.3333333333333333,False,False
Ngfr,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Ngfrap1,False,1.0,0.20168304,0.7777777777777778,-0.03973961,0.4444444444444444,-0.03973961,0.4444444444444444,False,False
Ngly1,False,0.0,1.2424722,0.8888888888888888,0.9581685,0.6666666666666666,0.9581685,0.6666666666666666,False,False
Ngp,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Ngrn,False,0.0,0.41469765,0.6666666666666666,-0.14781666,0.4444444444444444,-0.14781666,0.4444444444444444,False,False
Nhej1,False,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nhlrc1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nhlrc2,False,0.1111111111111111,1.4284315,1.0,0.3228736,0.7777777777777778,0.3228736,0.7777777777777778,False,False
Nhlrc3,False,0.0,0.44418144,0.6666666666666666,0.772943,0.5555555555555556,0.44418144,0.5555555555555556,False,False
Nhlrc4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nhp2,False,0.8888888888888888,1.1619148,1.0,0.6527543,1.0,0.6527543,1.0,True,False
Nhp2l1,False,0.4444444444444444,1.7115765,0.8888888888888888,0.15360117,0.6666666666666666,0.15360117,0.6666666666666666,False,False
Nhs,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nhsl1,False,0.0,0.5760226,0.5555555555555556,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Nhsl2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Niacr1,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nicn1,False,0.0,0.18167162,0.6666666666666666,-0.45114422,0.4444444444444444,-0.45114422,0.4444444444444444,False,False
Nid1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nid2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nif3l1,False,0.0,1.4028468,0.8888888888888888,1.0912983,0.7777777777777778,1.0912983,0.7777777777777778,False,False
Nim1,False,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nin,False,0.0,-0.29941368,0.3333333333333333,-0.14770555,0.4444444444444444,-0.29941368,0.3333333333333333,False,False
Ninj1,False,0.0,1.2749066,0.7777777777777778,0.86021614,0.7777777777777778,0.86021614,0.7777777777777778,False,False
Ninl,False,0.0,1.213587,0.5555555555555556,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nip7,False,0.3333333333333333,1.4827957,0.8888888888888888,0.45279074,0.5555555555555556,0.45279074,0.5555555555555556,False,False
Nipa1,False,0.0,-0.8298614,0.4444444444444444,-0.7159648,0.2222222222222222,-0.8298614,0.2222222222222222,False,False
Nipa2,False,0.0,1.1881895,0.7777777777777778,0.10430384,0.6666666666666666,0.10430384,0.6666666666666666,False,False
Nipal1,False,0.1111111111111111,1.4966712,0.8888888888888888,1.9941268,1.0,1.4966712,0.8888888888888888,False,False
Nipal2,False,0.1111111111111111,1.2145672,1.0,0.68996286,0.6666666666666666,0.68996286,0.6666666666666666,False,False
Nipal3,False,0.0,0.47460938,0.5555555555555556,-0.2603197,0.4444444444444444,-0.2603197,0.4444444444444444,False,False
Nipbl,False,0.8888888888888888,0.10194063,0.5555555555555556,-0.6186724,0.2222222222222222,-0.6186724,0.2222222222222222,False,False
Nipsnap1,False,0.0,-0.15313196,0.1111111111111111,-1.0427146,0.0,-1.0427146,0.0,False,False
Nipsnap3b,False,0.0,0.24434376,0.5555555555555556,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nisch,False,0.5555555555555556,0.24450588,0.6666666666666666,-0.21370888,0.1111111111111111,-0.21370888,0.1111111111111111,False,False
Nit1,False,0.3333333333333333,0.7488947,0.7777777777777778,0.26042652,0.5555555555555556,0.26042652,0.5555555555555556,False,False
Nit2,False,0.0,-0.7982764,0.4444444444444444,-0.49751902,0.3333333333333333,-0.7982764,0.3333333333333333,False,False
Nkap,False,0.4444444444444444,0.45787287,0.6666666666666666,0.08718157,0.5555555555555556,0.08718157,0.5555555555555556,False,False
Nkapl,False,0.0,0.0,0.4444444444444444,0.40188932,0.5555555555555556,0.0,0.4444444444444444,False,False
Nkd1,False,0.0,-3.344334,0.0,-1.4371777,0.3333333333333333,-3.344334,0.0,False,False
Nkd2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nkg7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nkiras1,False,0.0,0.77629185,0.7777777777777778,0.08624506,0.5555555555555556,0.08624506,0.5555555555555556,False,False
Nkiras2,False,0.0,2.4552965,1.0,1.5179062,0.6666666666666666,1.5179062,0.6666666666666666,False,False
Nkrf,False,0.0,0.96442056,0.6666666666666666,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nktr,False,1.0,0.17415094,0.6666666666666666,0.023570538,0.5555555555555556,0.023570538,0.5555555555555556,False,False
Nkx2-1,False,0.5555555555555556,-0.7795291,0.1111111111111111,-1.0719352,0.0,-1.0719352,0.0,False,False
Nkx2-9,False,0.0,3.2228112,0.7777777777777778,3.1918294,0.5555555555555556,3.1918294,0.5555555555555556,False,False
Nle1,False,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nlgn2,False,0.0,0.0,0.2222222222222222,-1.3813217,0.1111111111111111,-1.3813217,0.1111111111111111,False,False
Nlk,False,0.1111111111111111,0.47132254,0.7777777777777778,0.5041976,0.8888888888888888,0.47132254,0.7777777777777778,False,False
Nln,False,0.0,-0.15313196,0.3333333333333333,0.40188932,0.5555555555555556,-0.15313196,0.3333333333333333,False,False
Nlrc3,False,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nlrc4,False,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nlrc5,False,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.3333333333333333,False,False
Nlrp10,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nlrp1a,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nlrp1b,False,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,False,False
Nlrp3,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nlrx1,False,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nmb,False,0.0,3.137036,0.6666666666666666,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nmd3,False,0.1111111111111111,2.03232,0.8888888888888888,0.92389536,0.7777777777777778,0.92389536,0.7777777777777778,False,False
Nme1,False,1.0,1.2717466,1.0,0.89962673,1.0,0.89962673,1.0,True,False
Nme2,False,0.1111111111111111,0.18361521,0.6666666666666666,0.35946465,0.6666666666666666,0.18361521,0.6666666666666666,False,False
Nme3,False,0.0,-0.3876686,0.2222222222222222,0.0,0.2222222222222222,-0.3876686,0.2222222222222222,False,False
Nme4,False,0.0,1.5234733,0.5555555555555556,3.1100087,0.5555555555555556,1.5234733,0.5555555555555556,False,False
Nme5,False,0.0,0.16742563,0.5555555555555556,0.084430695,0.6666666666666666,0.084430695,0.5555555555555556,False,False
Nme6,False,0.0,0.8230486,0.5555555555555556,3.1100087,0.7777777777777778,0.8230486,0.5555555555555556,False,False
Nme7,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nmi,False,0.2222222222222222,1.0235476,0.7777777777777778,-0.16239262,0.3333333333333333,-0.16239262,0.3333333333333333,False,False
Nmnat1,False,0.0,-0.2529192,0.4444444444444444,-0.45751858,0.2222222222222222,-0.45751858,0.2222222222222222,False,False
Nmnat2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nmnat3,False,0.0,0.0,0.3333333333333333,0.46594143,0.5555555555555556,0.0,0.3333333333333333,False,False
Nmral1,False,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nmrk1,False,0.0,-0.4685948,0.2222222222222222,0.0,0.3333333333333333,-0.4685948,0.2222222222222222,False,False
Nmrk2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nmt1,False,0.6666666666666666,-0.03441286,0.4444444444444444,0.7530103,0.7777777777777778,-0.03441286,0.4444444444444444,False,False
Nmt2,False,0.1111111111111111,0.84085274,1.0,0.39637423,0.6666666666666666,0.39637423,0.6666666666666666,False,False
Nmur1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nnat,False,0.0,-0.65900517,0.2222222222222222,-2.5820665,0.0,-2.5820665,0.0,False,False
Nnmt,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nnt,False,0.0,-0.44420648,0.1111111111111111,-0.45287442,0.2222222222222222,-0.45287442,0.1111111111111111,False,False
Noa1,False,0.0,1.1741312,0.8888888888888888,1.3304548,0.8888888888888888,1.1741312,0.8888888888888888,False,False
Nob1,False,0.0,0.32105207,0.6666666666666666,0.50952435,0.5555555555555556,0.32105207,0.5555555555555556,False,False
Noc2l,False,0.1111111111111111,0.9237609,0.6666666666666666,1.4873309,0.6666666666666666,0.9237609,0.6666666666666666,False,False
Noc3l,False,0.2222222222222222,1.0550318,1.0,0.47802305,0.8888888888888888,0.47802305,0.8888888888888888,False,False
Noc4l,False,0.0,0.6417017,0.6666666666666666,0.772943,0.6666666666666666,0.6417017,0.6666666666666666,False,False
Nod1,False,0.0,-3.0617242,0.0,0.0,0.1111111111111111,-3.0617242,0.0,False,False
Nod2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nodal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nol10,False,0.0,1.2352009,0.6666666666666666,0.70643854,0.6666666666666666,0.70643854,0.6666666666666666,False,False
Nol11,False,0.0,0.30040073,0.6666666666666666,0.7617302,0.6666666666666666,0.30040073,0.6666666666666666,False,False
Nol12,False,0.1111111111111111,1.1997867,0.8888888888888888,0.09660101,0.5555555555555556,0.09660101,0.5555555555555556,False,False
Nol3,False,0.0,-1.2473812,0.3333333333333333,-1.0399971,0.3333333333333333,-1.2473812,0.3333333333333333,False,False
Nol6,False,0.0,1.2352009,0.7777777777777778,3.137036,0.6666666666666666,1.2352009,0.6666666666666666,False,False
Nol7,False,1.0,0.6743822,1.0,0.46448946,0.5555555555555556,0.46448946,0.5555555555555556,False,False
Nol8,False,0.2222222222222222,0.732254,0.7777777777777778,0.17691088,0.5555555555555556,0.17691088,0.5555555555555556,False,False
Nol9,False,0.1111111111111111,0.680429,0.7777777777777778,-0.15562248,0.4444444444444444,-0.15562248,0.4444444444444444,False,False
Nolc1,False,1.0,1.1101222,1.0,0.839622,0.8888888888888888,0.839622,0.8888888888888888,True,False
Nom1,False,0.6666666666666666,1.1857476,1.0,0.77955055,0.8888888888888888,0.77955055,0.8888888888888888,True,False
Nomo1,False,0.0,0.4857092,0.6666666666666666,0.8135638,0.6666666666666666,0.4857092,0.6666666666666666,False,False
Nono,False,0.2222222222222222,0.17122364,0.6666666666666666,0.89577246,0.6666666666666666,0.17122364,0.6666666666666666,False,False
Nop10,False,0.8888888888888888,1.2414904,1.0,0.81744957,0.8888888888888888,0.81744957,0.8888888888888888,True,False
Nop14,False,1.0,1.4194245,1.0,1.2622914,1.0,1.2622914,1.0,True,False
Nop16,False,0.2222222222222222,1.2145672,0.7777777777777778,0.45954227,0.5555555555555556,0.45954227,0.5555555555555556,False,False
Nop2,False,0.0,0.631475,0.8888888888888888,1.3304548,0.7777777777777778,0.631475,0.7777777777777778,False,False
Nop56,False,1.0,1.7769561,1.0,0.8963504,1.0,0.8963504,1.0,True,False
Nop58,False,1.0,1.5500121,1.0,1.289619,1.0,1.289619,1.0,True,False
Nop9,False,0.0,1.427885,0.8888888888888888,1.5179062,0.6666666666666666,1.427885,0.6666666666666666,False,False
Nos1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nos1ap,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nos2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nos3,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nosip,False,0.1111111111111111,0.5785341,0.7777777777777778,0.14217377,0.6666666666666666,0.14217377,0.6666666666666666,False,False
Nostrin,False,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Notch1,False,0.0,0.30040073,0.5555555555555556,-0.097651005,0.3333333333333333,-0.097651005,0.3333333333333333,False,False
Notch2,False,0.0,0.5590544,0.5555555555555556,0.50952435,0.7777777777777778,0.50952435,0.5555555555555556,False,False
Notch3,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Notch4,False,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Notum,False,0.0,-1.5322108,0.0,0.0,0.0,-1.5322108,0.0,False,False
Nov,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nova1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nova2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nox1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nox4,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Noxa1,False,0.0,-2.747648,0.1111111111111111,0.0,0.1111111111111111,-2.747648,0.1111111111111111,False,False
Noxo1,False,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.3333333333333333,False,False
Noxred1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Npas2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Npat,False,0.0,0.9051266,0.6666666666666666,-0.30302715,0.4444444444444444,-0.30302715,0.4444444444444444,False,False
Npb,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Npc1,False,0.1111111111111111,-0.25268364,0.3333333333333333,-0.2987094,0.3333333333333333,-0.2987094,0.3333333333333333,False,False
Npc2,False,1.0,-1.6845484,0.0,-1.0410185,0.0,-1.6845484,0.0,False,False
Npdc1,False,0.2222222222222222,-0.050667286,0.4444444444444444,0.10430384,0.6666666666666666,-0.050667286,0.4444444444444444,False,False
Npepl1,False,0.0,0.7537863,0.7777777777777778,-0.8692188,0.2222222222222222,-0.8692188,0.2222222222222222,False,False
Npepps,False,1.0,0.8018832,0.8888888888888888,0.19339323,0.7777777777777778,0.19339323,0.7777777777777778,False,False
Npff,False,0.0,0.0,0.4444444444444444,3.137036,0.5555555555555556,0.0,0.4444444444444444,False,False
Nphp1,False,0.0,-0.47319078,0.4444444444444444,-0.49136066,0.3333333333333333,-0.49136066,0.3333333333333333,False,False
Nphp3,False,0.0,-0.070729256,0.2222222222222222,0.0,0.3333333333333333,-0.070729256,0.2222222222222222,False,False
Nphp4,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nphs2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Npl,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nploc4,False,0.0,-0.26384687,0.4444444444444444,3.137036,0.7777777777777778,-0.26384687,0.4444444444444444,False,False
Npm1,False,1.0,1.6747513,1.0,0.4748497,0.8888888888888888,0.4748497,0.8888888888888888,True,False
Npm2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Npm3,False,0.0,0.44698477,0.6666666666666666,-0.056416035,0.4444444444444444,-0.056416035,0.4444444444444444,False,False
Npnt,False,0.6666666666666666,-1.4344559,0.0,-2.1548514,0.0,-2.1548514,0.0,False,False
Npr1,False,0.0,-2.4899397,0.0,-0.39666843,0.4444444444444444,-2.4899397,0.0,False,False
Npr2,False,0.0,-0.4077363,0.2222222222222222,-0.24941301,0.2222222222222222,-0.4077363,0.2222222222222222,False,False
Npr3,False,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nprl2,False,0.0,0.44698477,0.6666666666666666,-0.8160076,0.3333333333333333,-0.8160076,0.3333333333333333,False,False
Nprl3,False,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Nptn,False,0.8888888888888888,1.9826021,1.0,0.97996044,0.8888888888888888,0.97996044,0.8888888888888888,True,False
Nptx1,False,0.0,0.0,0.4444444444444444,-0.45287442,0.0,-0.45287442,0.0,False,False
Nptxr,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Npw,False,0.0,-4.0496526,0.0,-3.3251643,0.1111111111111111,-4.0496526,0.0,False,False
Npy,False,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Npy1r,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nqo1,False,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nqo2,False,0.0,0.4857092,0.5555555555555556,-1.9872799,0.3333333333333333,-1.9872799,0.3333333333333333,False,False
Nr1d1,False,0.0,0.13237572,0.6666666666666666,-1.0526133,0.4444444444444444,-1.0526133,0.4444444444444444,False,False
Nr1d2,False,0.0,0.32826567,0.6666666666666666,1.4235697,1.0,0.32826567,0.6666666666666666,False,False
Nr1h2,False,0.0,0.680429,0.7777777777777778,0.49877024,0.6666666666666666,0.49877024,0.6666666666666666,False,False
Nr1h3,False,0.0,-0.8668642,0.1111111111111111,0.0,0.4444444444444444,-0.8668642,0.1111111111111111,False,False
Nr1i2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nr1i3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nr2c1,False,0.0,0.8230486,0.6666666666666666,-0.3809247,0.3333333333333333,-0.3809247,0.3333333333333333,False,False
Nr2c2,False,0.2222222222222222,0.076939106,0.5555555555555556,1.9941268,0.6666666666666666,0.076939106,0.5555555555555556,False,False
Nr2c2ap,False,0.0,1.6017387,0.8888888888888888,4.4025245,0.7777777777777778,1.6017387,0.7777777777777778,False,False
Nr2f1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nr2f2,False,0.0,0.23806477,0.7777777777777778,0.1354363,0.6666666666666666,0.1354363,0.6666666666666666,False,False
Nr2f6,False,0.0,-0.31944704,0.3333333333333333,0.49877024,0.5555555555555556,-0.31944704,0.3333333333333333,False,False
Nr3c1,False,0.6666666666666666,0.5276327,0.5555555555555556,-0.8236346,0.2222222222222222,-0.8236346,0.2222222222222222,False,False
Nr3c2,False,0.0,0.7537863,0.5555555555555556,0.49134278,0.5555555555555556,0.49134278,0.5555555555555556,False,False
Nr4a1,False,0.0,0.49734592,0.5555555555555556,1.4499357,0.6666666666666666,0.49734592,0.5555555555555556,False,False
Nr4a2,False,0.0,1.4083288,0.8888888888888888,1.763438,0.6666666666666666,1.4083288,0.6666666666666666,False,False
Nr4a3,False,0.0,-0.14741755,0.3333333333333333,0.0,0.4444444444444444,-0.14741755,0.3333333333333333,False,False
Nr6a1,False,0.0,0.4175074,0.5555555555555556,3.137036,0.6666666666666666,0.4175074,0.5555555555555556,False,False
Nradd,False,0.0,0.61661935,0.6666666666666666,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Nrap,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nrarp,False,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nras,False,0.3333333333333333,1.3092432,1.0,0.006755829,0.6666666666666666,0.006755829,0.6666666666666666,False,False
Nrbf2,False,0.1111111111111111,0.46524763,0.7777777777777778,-0.15516138,0.4444444444444444,-0.15516138,0.4444444444444444,False,False
Nrbp1,False,0.1111111111111111,1.4751191,1.0,-0.04722309,0.4444444444444444,-0.04722309,0.4444444444444444,False,False
Nrbp2,False,0.0,-0.59707355,0.3333333333333333,-1.7427235,0.1111111111111111,-1.7427235,0.1111111111111111,False,False
Nrcam,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Nrd1,False,1.0,0.7966733,1.0,0.6018243,0.6666666666666666,0.6018243,0.6666666666666666,True,False
Nrde2,False,0.0,0.44698477,0.6666666666666666,0.084430695,0.5555555555555556,0.084430695,0.5555555555555556,False,False
Nrep,False,0.0,-1.5334213,0.1111111111111111,-2.3535762,0.2222222222222222,-2.3535762,0.1111111111111111,False,False
Nrf1,False,0.1111111111111111,0.64719915,0.6666666666666666,0.46594143,0.7777777777777778,0.46594143,0.6666666666666666,False,False
Nrg1,False,0.0,3.1100087,0.8888888888888888,0.1354363,0.5555555555555556,0.1354363,0.5555555555555556,False,False
Nrg4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nrgn,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nrip1,False,0.4444444444444444,0.63939667,0.7777777777777778,0.7162552,0.7777777777777778,0.63939667,0.7777777777777778,False,False
Nrip3,False,0.0,1.213587,0.6666666666666666,3.137036,0.5555555555555556,1.213587,0.5555555555555556,False,False
Nrk,False,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nrm,False,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nrn1,False,0.0,-2.5078495,0.0,0.0,0.3333333333333333,-2.5078495,0.0,False,False
Nrn1l,False,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,False,False
Nrp1,False,0.6666666666666666,-1.9673495,0.0,-0.9324012,0.0,-1.9673495,0.0,False,False
Nrp2,False,0.0,-0.42386818,0.4444444444444444,-1.7357249,0.3333333333333333,-1.7357249,0.3333333333333333,False,False
Nrros,False,0.0,-0.8298614,0.3333333333333333,0.0,0.4444444444444444,-0.8298614,0.3333333333333333,False,False
Nrsn1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nrtn,False,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Nrxn1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nrxn2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nrxn3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nsa2,False,0.8888888888888888,0.28767157,0.8888888888888888,-0.1912551,0.4444444444444444,-0.1912551,0.4444444444444444,False,False
Nsd1,False,1.0,0.3526883,0.6666666666666666,-0.2752738,0.3333333333333333,-0.2752738,0.3333333333333333,False,False
Nsdhl,False,0.0,-0.8466854,0.1111111111111111,0.0,0.2222222222222222,-0.8466854,0.1111111111111111,False,False
Nsf,False,0.1111111111111111,0.4614935,0.5555555555555556,-0.014189243,0.4444444444444444,-0.014189243,0.4444444444444444,False,False
Nsfl1c,False,0.7777777777777778,1.0443101,0.7777777777777778,1.0734043,0.7777777777777778,1.0443101,0.7777777777777778,True,False
Nsg1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Nsl1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Nsmaf,False,0.0,-0.012323856,0.4444444444444444,0.084430695,0.5555555555555556,-0.012323856,0.4444444444444444,False,False
Nsmce1,False,0.8888888888888888,0.95640135,0.8888888888888888,0.023724556,0.5555555555555556,0.023724556,0.5555555555555556,False,False
Nsmce2,False,0.8888888888888888,1.6060181,1.0,0.4245429,0.6666666666666666,0.4245429,0.6666666666666666,True,False
Nsmce4a,False,0.3333333333333333,0.70900774,0.8888888888888888,-0.0073280334,0.4444444444444444,-0.0073280334,0.4444444444444444,False,False
Nsmf,False,0.0,0.16742563,0.5555555555555556,0.1354363,0.5555555555555556,0.1354363,0.5555555555555556,False,False
Nsun2,False,0.2222222222222222,1.3321023,1.0,0.628808,0.5555555555555556,0.628808,0.5555555555555556,False,False
Nsun3,False,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.2222222222222222,False,False
Nsun5,False,0.0,0.73293185,0.6666666666666666,1.1729655,0.6666666666666666,0.73293185,0.6666666666666666,False,False
Nsun6,False,0.0,1.7455401,0.7777777777777778,4.0526156,0.7777777777777778,1.7455401,0.7777777777777778,False,False
Nsun7,False,0.0,-3.7220955,0.0,-2.6794407,0.1111111111111111,-3.7220955,0.0,False,False
Nt5c,False,0.5555555555555556,1.1557283,1.0,-0.394351,0.3333333333333333,-0.394351,0.3333333333333333,False,False
Nt5c2,False,0.1111111111111111,1.1557283,0.7777777777777778,0.49112082,0.6666666666666666,0.49112082,0.6666666666666666,False,False
Nt5c3,False,0.1111111111111111,1.1369257,0.7777777777777778,1.3304548,0.6666666666666666,1.1369257,0.6666666666666666,False,False
Nt5c3b,False,0.0,0.5470433,0.5555555555555556,-0.45010424,0.4444444444444444,-0.45010424,0.4444444444444444,False,False
